"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.43","6.5","383","3","5","8","9","10","6.21","6.65","0","10","6","7"
"1995","(Fach-)Abitur","2","7.27","6.5","280","5","6","8","9","10","7.06","7.48","0","10","7","7"
"1995","(Fach-)Abitur","3","7.49","7.5","181","5","6","9","10","10","7.22","7.76","2","10","7","8"
"1995","(Fach-)Abitur","4","7.67","7.5","133","6","7","9","9","10","7.41","7.93","0","10","8","8"
"1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.98","7.5","79","7","7","9","10","10","7.71","8.25","4","10","8","8"
"1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6.47","6.5","475","4","5","8","9","10","6.29","6.65","0","10","6","7"
"1995","(noch) kein Abschluss","2","7.07","6.5","220","5","6","8","9","10","6.82","7.32","0","10","7","8"
"1995","(noch) kein Abschluss","3","7.6","7.5","95","5","7","9","10","10","7.2","8","2","10","7","8"
"1995","(noch) kein Abschluss","4","7.48","7.5","57","5","6","9","9","10","7","7.96","2","10","6","8"
"1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","AkademikerIn","1 Einkommensschwächstes Quintil","5.94","5.5","360","3","4","8","9","10","5.71","6.17","0","10","6","7"
"1995","AkademikerIn","2","6.68","6.5","455","5","5","8","9","10","6.53","6.83","1","10","7","7"
"1995","AkademikerIn","3","7.14","7.5","373","5","6","8","9","10","6.97","7.31","1","10","7","8"
"1995","AkademikerIn","4","7.85","7.5","309","6","7","9","10","10","7.69","8.01","3","10","8","8"
"1995","AkademikerIn","5 Einkommensstärkstes Quintil","7.99","7.5","252","6","7","9","10","10","7.81","8.17","3","10","8","8"
"1995","Hauptschule","1 Einkommensschwächstes Quintil","6.34","6.5","2519","3","5","8","9","10","6.26","6.42","0","10","6","7"
"1995","Hauptschule","2","7.23","6.5","1882","5","6","8","10","10","7.15","7.31","0","10","7","7"
"1995","Hauptschule","3","7.49","7.5","954","5","6","9","10","10","7.38","7.6","0","10","7","8"
"1995","Hauptschule","4","7.51","7.5","562","5","7","9","10","10","7.37","7.65","0","10","8","8"
"1995","Hauptschule","5 Einkommensstärkstes Quintil","8.07","7.5","181","6","7","9","10","10","7.8","8.34","2","10","8","8"
"1995","Realschule","1 Einkommensschwächstes Quintil","6.25","6.5","1080","3","5","8","9","10","6.13","6.37","0","10","6","7"
"1995","Realschule","2","7.02","6.5","915","5","6","8","9","10","6.91","7.13","0","10","7","7"
"1995","Realschule","3","7.35","7.5","545","5","6","8","9","10","7.21","7.49","2","10","7","8"
"1995","Realschule","4","7.71","7.5","383","6","7","9","10","10","7.54","7.88","0","10","8","8"
"1995","Realschule","5 Einkommensstärkstes Quintil","8.23","7.5","179","6","8","9","10","10","8.03","8.43","4","10","8","9"
"1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.66","6.5","332","4","5","8","9","10","6.42","6.9","0","10","7","7"
"1996","(Fach-)Abitur","2","7.16","6.5","285","5","6","8","9","10","6.97","7.35","2","10","7","8"
"1996","(Fach-)Abitur","3","7.7","7.5","211","6","7","8","10","10","7.51","7.89","3","10","8","8"
"1996","(Fach-)Abitur","4","7.84","7.5","130","6","7","9","10","10","7.57","8.11","2","10","8","8"
"1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.87","7.5","70","5","7","9","10","10","7.49","8.25","2","10","8","8"
"1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6.46","6.5","414","3","5","8","9","10","6.25","6.67","0","10","6","7"
"1996","(noch) kein Abschluss","2","7.04","6.5","253","5","6","8","9","10","6.8","7.28","0","10","7","8"
"1996","(noch) kein Abschluss","3","7.85","7.5","88","5","7","9","10","10","7.53","8.17","4","10","8","8"
