year,pgisced97,quintil_oecd,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Lower Secondary Level,2nd Quintile,Difficult,0.04832,59,59,-0.00687,0.10351
2012,Upper Secondary Level,1st Quintile,Easy,0.03158,110,795,0.01942,0.04374
2012,Upper Secondary Level,1st Quintile,Difficult,0.14061,456,795,0.11643,0.16479
2012,Upper Secondary Level,1st Quintile,Almost impossible,0.06990,229,795,0.05217,0.08764
2012,Upper Secondary Level,2nd Quintile,Easy,0.02299,80,349,0.00724,0.03873
2012,Upper Secondary Level,2nd Quintile,Difficult,0.07649,205,349,0.04857,0.10442
2012,Upper Secondary Level,2nd Quintile,Almost impossible,0.01798,64,349,0.00402,0.03195
2012,Upper Secondary Level,3rd Quintile,Easy,0.01604,63,243,0.00021,0.03187
2012,Upper Secondary Level,3rd Quintile,Difficult,0.05303,146,243,0.02479,0.08126
2012,Upper Secondary Level,3rd Quintile,Almost impossible,0.01139,34,243,-0.00198,0.02476
2012,Upper Secondary Level,4th Quintile,Easy,0.01492,46,120,-0.00686,0.03670
2012,Upper Secondary Level,4th Quintile,Difficult,0.02326,74,120,-0.00382,0.05034
2012,Upper Secondary Level,5th Quintile,Easy,0.02669,47,123,-0.00191,0.05528
2012,Upper Secondary Level,5th Quintile,Difficult,0.03459,76,123,0.00216,0.06702
2012,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.19764,63,63,0.09851,0.29676
2012,Post-secondary Non-tertiary Level,3rd Quintile,Difficult,0.05431,32,32,-0.02547,0.13409
2012,Second Stage of Tertiary Education,1st Quintile,Difficult,0.14415,59,94,0.07276,0.21554
2012,Second Stage of Tertiary Education,1st Quintile,Almost impossible,0.07295,35,94,0.02009,0.12580
2012,Second Stage of Tertiary Education,2nd Quintile,Difficult,0.06888,35,35,-0.01625,0.15401
2012,Second Stage of Tertiary Education,3rd Quintile,Difficult,0.03185,48,48,-0.01835,0.08206
2012,Second Stage of Tertiary Education,4th Quintile,Difficult,0.03047,40,40,-0.02347,0.08442
2012,Second Stage of Tertiary Education,5th Quintile,Easy,0.01179,39,81,-0.01186,0.03545
2012,Second Stage of Tertiary Education,5th Quintile,Difficult,0.01382,42,81,-0.01176,0.03940
2013,Pre-primary Level,1st Quintile,Difficult,0.17802,44,44,0.06368,0.29235
2013,Primary Level,1st Quintile,Difficult,0.18047,54,86,0.09871,0.26222
2013,Primary Level,1st Quintile,Almost impossible,0.11968,32,86,0.05068,0.18869
2013,Lower Secondary Level,1st Quintile,Easy,0.02513,44,361,0.00896,0.04129
2013,Lower Secondary Level,1st Quintile,Difficult,0.17110,202,361,0.13220,0.21001
2013,Lower Secondary Level,1st Quintile,Almost impossible,0.06195,115,361,0.03705,0.08685
2013,Lower Secondary Level,2nd Quintile,Difficult,0.04878,54,54,-0.00922,0.10677
2013,Upper Secondary Level,1st Quintile,Easy,0.02756,99,688,0.01532,0.03980
2013,Upper Secondary Level,1st Quintile,Difficult,0.10362,393,688,0.08083,0.12641
2013,Upper Secondary Level,1st Quintile,Almost impossible,0.07156,196,688,0.05229,0.09084
2013,Upper Secondary Level,2nd Quintile,Easy,0.01325,71,341,0.00109,0.02540
2013,Upper Secondary Level,2nd Quintile,Difficult,0.07080,202,341,0.04354,0.09807
2013,Upper Secondary Level,2nd Quintile,Almost impossible,0.01576,68,341,0.00252,0.02900
2013,Upper Secondary Level,3rd Quintile,Easy,0.02103,71,245,0.00303,0.03903
2013,Upper Secondary Level,3rd Quintile,Difficult,0.04265,126,245,0.01729,0.06800
2013,Upper Secondary Level,3rd Quintile,Almost impossible,0.01576,48,245,0.00013,0.03139
2013,Upper Secondary Level,4th Quintile,Easy,0.01815,48,128,-0.00507,0.04137
2013,Upper Secondary Level,4th Quintile,Difficult,0.03432,80,128,0.00266,0.06599
2013,Upper Secondary Level,5th Quintile,Easy,0.01745,38,102,-0.00809,0.04299
2013,Upper Secondary Level,5th Quintile,Difficult,0.02817,64,102,-0.00410,0.06044
2013,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.14148,48,48,0.04184,0.24112
2013,Post-secondary Non-tertiary Level,2nd Quintile,Difficult,0.10145,33,33,-0.00316,0.20607
2013,Second Stage of Tertiary Education,1st Quintile,Difficult,0.08821,52,52,0.01038,0.16605
2013,Second Stage of Tertiary Education,2nd Quintile,Difficult,0.04426,33,33,-0.02700,0.11553
2013,Second Stage of Tertiary Education,3rd Quintile,Difficult,0.02813,37,37,-0.02588,0.08215
2013,Second Stage of Tertiary Education,4th Quintile,Difficult,0.02413,38,38,-0.02532,0.07358
2013,Second Stage of Tertiary Education,5th Quintile,Easy,0.01270,39,81,-0.01184,0.03723
2013,Second Stage of Tertiary Education,5th Quintile,Difficult,0.01487,42,81,-0.01165,0.04139
2014,Pre-primary Level,1st Quintile,Easy,0.13186,35,69,0.05144,0.21228
2014,Pre-primary Level,1st Quintile,Difficult,0.11906,34,69,0.04208,0.19603
2014,Primary Level,1st Quintile,Difficult,0.24924,96,139,0.17706,0.32141
2014,Primary Level,1st Quintile,Almost impossible,0.10132,43,139,0.05098,0.15167
2014,Lower Secondary Level,1st Quintile,Easy,0.03056,58,433,0.01433,0.04680
2014,Lower Secondary Level,1st Quintile,Difficult,0.14410,258,433,0.11098,0.17722
2014,Lower Secondary Level,1st Quintile,Almost impossible,0.06924,117,433,0.04530,0.09318
2014,Lower Secondary Level,2nd Quintile,Difficult,0.06524,72,117,0.02030,0.11018
2014,Lower Secondary Level,2nd Quintile,Almost impossible,0.03838,45,117,0.00342,0.07334
2014,Lower Secondary Level,3rd Quintile,Difficult,0.07383,46,46,-0.00257,0.15024
2014,Upper Secondary Level,1st Quintile,Easy,0.03755,106,739,0.02383,0.05126
2014,Upper Secondary Level,1st Quintile,Difficult,0.13010,437,739,0.10583,0.15438
2014,Upper Secondary Level,1st Quintile,Almost impossible,0.06733,196,739,0.04925,0.08542
2014,Upper Secondary Level,2nd Quintile,Easy,0.01594,65,357,0.00293,0.02896
2014,Upper Secondary Level,2nd Quintile,Difficult,0.06874,207,357,0.04246,0.09502
2014,Upper Secondary Level,2nd Quintile,Almost impossible,0.03333,85,357,0.01468,0.05197
2014,Upper Secondary Level,3rd Quintile,Easy,0.02028,70,228,0.00194,0.03862
2014,Upper Secondary Level,3rd Quintile,Difficult,0.04515,124,228,0.01814,0.07217
2014,Upper Secondary Level,3rd Quintile,Almost impossible,0.00894,34,228,-0.00330,0.02119
2014,Upper Secondary Level,4th Quintile,Easy,0.01586,44,153,-0.00400,0.03573
2014,Upper Secondary Level,4th Quintile,Difficult,0.03028,72,153,0.00304,0.05753
2014,Upper Secondary Level,4th Quintile,Almost impossible,0.00835,37,153,-0.00612,0.02282
2014,Upper Secondary Level,5th Quintile,Easy,0.02445,49,98,-0.00628,0.05519
2014,Upper Secondary Level,5th Quintile,Difficult,0.02209,49,98,-0.00716,0.05134
2014,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.19306,63,63,0.09481,0.29131
2014,Post-secondary Non-tertiary Level,2nd Quintile,Difficult,0.09601,35,35,-0.00302,0.19503
2014,Second Stage of Tertiary Education,1st Quintile,Difficult,0.12399,91,132,0.06756,0.18043
2014,Second Stage of Tertiary Education,1st Quintile,Almost impossible,0.06426,41,132,0.02227,0.10625
2014,Second Stage of Tertiary Education,2nd Quintile,Difficult,0.07393,49,49,-0.00009,0.14795
2014,Second Stage of Tertiary Education,3rd Quintile,Difficult,0.05081,56,56,-0.00723,0.10885
2014,Second Stage of Tertiary Education,4th Quintile,Difficult,0.03802,50,50,-0.01553,0.09156
2014,Second Stage of Tertiary Education,5th Quintile,Easy,0.01190,41,88,-0.01089,0.03469
2014,Second Stage of Tertiary Education,5th Quintile,Difficult,0.01862,47,88,-0.00979,0.04702
2015,Pre-primary Level,1st Quintile,Difficult,0.19320,34,34,0.05849,0.32791
2015,Primary Level,1st Quintile,Difficult,0.21014,74,112,0.13435,0.28593
2015,Primary Level,1st Quintile,Almost impossible,0.10128,38,112,0.04516,0.15741
2015,Lower Secondary Level,1st Quintile,Easy,0.02481,56,384,0.00923,0.04038
2015,Lower Secondary Level,1st Quintile,Difficult,0.17358,237,384,0.13565,0.21152
2015,Lower Secondary Level,1st Quintile,Almost impossible,0.06382,91,384,0.03934,0.08830
2015,Lower Secondary Level,2nd Quintile,Difficult,0.05122,68,68,-0.00156,0.10401
2015,Upper Secondary Level,1st Quintile,Easy,0.04480,105,658,0.02899,0.06062
2015,Upper Secondary Level,1st Quintile,Difficult,0.13557,391,658,0.10939,0.16175
2015,Upper Secondary Level,1st Quintile,Almost impossible,0.05453,162,658,0.03717,0.07190
2015,Upper Secondary Level,2nd Quintile,Easy,0.01964,75,319,0.00439,0.03489
2015,Upper Secondary Level,2nd Quintile,Difficult,0.05371,168,319,0.02893,0.07849
2015,Upper Secondary Level,2nd Quintile,Almost impossible,0.01889,76,319,0.00393,0.03385
2015,Upper Secondary Level,3rd Quintile,Easy,0.01336,60,205,-0.00239,0.02912
2015,Upper Secondary Level,3rd Quintile,Difficult,0.03674,114,205,0.01092,0.06255
2015,Upper Secondary Level,3rd Quintile,Almost impossible,0.01045,31,205,-0.00351,0.02440
2015,Upper Secondary Level,4th Quintile,Easy,0.01898,61,125,-0.00504,0.04300
2015,Upper Secondary Level,4th Quintile,Difficult,0.03039,64,125,0.00018,0.06061
2015,Upper Secondary Level,5th Quintile,Easy,0.01893,38,85,-0.01021,0.04807
2015,Upper Secondary Level,5th Quintile,Difficult,0.03200,47,85,-0.00564,0.06963
2015,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.17170,51,86,0.09152,0.25187
2015,Post-secondary Non-tertiary Level,1st Quintile,Almost impossible,0.09388,35,86,0.03188,0.15589
2015,Post-secondary Non-tertiary Level,2nd Quintile,Difficult,0.06214,33,33,-0.02150,0.14578
2015,Second Stage of Tertiary Education,1st Quintile,Difficult,0.12158,75,75,0.04712,0.19604
2015,Second Stage of Tertiary Education,2nd Quintile,Difficult,0.05687,49,49,-0.00865,0.12239
2015,Second Stage of Tertiary Education,3rd Quintile,Difficult,0.03096,34,34,-0.02814,0.09006
2015,Second Stage of Tertiary Education,4th Quintile,Difficult,0.02322,36,36,-0.02667,0.07311
2015,Second Stage of Tertiary Education,5th Quintile,Easy,0.00873,34,87,-0.01093,0.02839
2015,Second Stage of Tertiary Education,5th Quintile,Difficult,0.02086,53,87,-0.00935,0.05106
2016,Primary Level,1st Quintile,Difficult,0.19588,69,105,0.11961,0.27216
2016,Primary Level,1st Quintile,Almost impossible,0.09018,36,105,0.03513,0.14524
2016,Lower Secondary Level,1st Quintile,Easy,0.03021,32,367,0.01268,0.04775
2016,Lower Secondary Level,1st Quintile,Difficult,0.17032,229,367,0.13181,0.20883
2016,Lower Secondary Level,1st Quintile,Almost impossible,0.06878,106,367,0.04285,0.09471
2016,Lower Secondary Level,2nd Quintile,Difficult,0.07318,61,61,0.00728,0.13908
2016,Upper Secondary Level,1st Quintile,Easy,0.03890,116,632,0.02381,0.05399
2016,Upper Secondary Level,1st Quintile,Difficult,0.13940,347,632,0.11237,0.16643
2016,Upper Secondary Level,1st Quintile,Almost impossible,0.07139,169,632,0.05130,0.09148
2016,Upper Secondary Level,2nd Quintile,Easy,0.02529,75,278,0.00680,0.04378
2016,Upper Secondary Level,2nd Quintile,Difficult,0.04360,152,278,0.01955,0.06765
2016,Upper Secondary Level,2nd Quintile,Almost impossible,0.01409,51,278,0.00021,0.02798
2016,Upper Secondary Level,3rd Quintile,Easy,0.01924,55,133,-0.00420,0.04267
2016,Upper Secondary Level,3rd Quintile,Difficult,0.02555,78,133,-0.00137,0.05246
2016,Upper Secondary Level,4th Quintile,Easy,0.01372,42,95,-0.00980,0.03724
2016,Upper Secondary Level,4th Quintile,Difficult,0.02610,53,95,-0.00613,0.05834
2016,Upper Secondary Level,5th Quintile,Easy,0.02426,43,94,-0.00701,0.05552
2016,Upper Secondary Level,5th Quintile,Difficult,0.03669,51,94,-0.00152,0.07490
2016,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.21043,63,63,0.10896,0.31189
2016,Post-secondary Non-tertiary Level,2nd Quintile,Difficult,0.08835,34,34,-0.00848,0.18518
2016,Second Stage of Tertiary Education,1st Quintile,Easy,0.10279,39,153,0.05451,0.15106
2016,Second Stage of Tertiary Education,1st Quintile,Difficult,0.10424,77,153,0.05566,0.15282
2016,Second Stage of Tertiary Education,1st Quintile,Almost impossible,0.04678,37,153,0.01321,0.08035
2016,Second Stage of Tertiary Education,2nd Quintile,Difficult,0.07065,37,37,-0.01305,0.15436
2016,Second Stage of Tertiary Education,3rd Quintile,Difficult,0.03441,38,38,-0.02432,0.09315
2016,Second Stage of Tertiary Education,4th Quintile,Difficult,0.02696,47,47,-0.01985,0.07377
2016,Second Stage of Tertiary Education,5th Quintile,Easy,0.00957,31,83,-0.01150,0.03064
2016,Second Stage of Tertiary Education,5th Quintile,Difficult,0.02183,52,83,-0.00980,0.05345
2017,Primary Level,1st Quintile,Easy,0.05530,58,467,0.03454,0.07605
2017,Primary Level,1st Quintile,Difficult,0.17354,294,467,0.13915,0.20792
2017,Primary Level,1st Quintile,Almost impossible,0.15584,115,467,0.12291,0.18877
2017,Primary Level,2nd Quintile,Difficult,0.18150,34,34,0.05000,0.31301
2017,Lower Secondary Level,1st Quintile,Easy,0.02979,76,545,0.01550,0.04408
2017,Lower Secondary Level,1st Quintile,Difficult,0.19354,353,545,0.16034,0.22674
2017,Lower Secondary Level,1st Quintile,Almost impossible,0.04669,116,545,0.02896,0.06442
2017,Lower Secondary Level,2nd Quintile,Difficult,0.06999,69,69,0.00935,0.13063
2017,Upper Secondary Level,1st Quintile,Easy,0.03976,130,709,0.02537,0.05416
2017,Upper Secondary Level,1st Quintile,Difficult,0.12199,415,709,0.09788,0.14609
2017,Upper Secondary Level,1st Quintile,Almost impossible,0.05686,164,709,0.03980,0.07392
2017,Upper Secondary Level,2nd Quintile,Easy,0.02133,68,243,0.00313,0.03954
2017,Upper Secondary Level,2nd Quintile,Difficult,0.03174,118,243,0.00965,0.05383
2017,Upper Secondary Level,2nd Quintile,Almost impossible,0.01649,57,243,0.00044,0.03253
2017,Upper Secondary Level,3rd Quintile,Easy,0.01616,50,168,-0.00296,0.03528
2017,Upper Secondary Level,3rd Quintile,Difficult,0.02687,78,168,0.00235,0.05140
2017,Upper Secondary Level,3rd Quintile,Almost impossible,0.01651,40,168,-0.00282,0.03583
2017,Upper Secondary Level,4th Quintile,Easy,0.01574,44,103,-0.00841,0.03990
2017,Upper Secondary Level,4th Quintile,Difficult,0.02303,59,103,-0.00608,0.05215
2017,Upper Secondary Level,5th Quintile,Easy,0.02645,36,75,-0.01011,0.06301
2017,Upper Secondary Level,5th Quintile,Difficult,0.02838,39,75,-0.00945,0.06622
2017,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.15368,66,66,0.06600,0.24135
2017,Post-secondary Non-tertiary Level,2nd Quintile,Difficult,0.06284,32,32,-0.02259,0.14827
2017,Second Stage of Tertiary Education,1st Quintile,Easy,0.04087,61,368,0.02061,0.06113
2017,Second Stage of Tertiary Education,1st Quintile,Difficult,0.15847,248,368,0.12111,0.19583
2017,Second Stage of Tertiary Education,1st Quintile,Almost impossible,0.04717,59,368,0.02548,0.06886
2017,Second Stage of Tertiary Education,2nd Quintile,Difficult,0.04454,47,47,-0.01508,0.10415
2017,Second Stage of Tertiary Education,3rd Quintile,Easy,0.04308,31,31,-0.02958,0.11573
2017,Second Stage of Tertiary Education,4th Quintile,Difficult,0.02569,41,41,-0.02334,0.07471
2017,Second Stage of Tertiary Education,5th Quintile,Easy,0.01129,32,63,-0.01501,0.03758
2017,Second Stage of Tertiary Education,5th Quintile,Difficult,0.01364,31,63,-0.01523,0.04251
2018,Primary Level,1st Quintile,Easy,0.06075,104,719,0.04328,0.07822
2018,Primary Level,1st Quintile,Difficult,0.19039,461,719,0.16167,0.21911
2018,Primary Level,1st Quintile,Almost impossible,0.14965,154,719,0.12356,0.17575
2018,Primary Level,2nd Quintile,Difficult,0.11668,53,53,0.02942,0.20394
2018,Lower Secondary Level,1st Quintile,Easy,0.04278,107,648,0.02719,0.05837
2018,Lower Secondary Level,1st Quintile,Difficult,0.16248,404,648,0.13406,0.19091
2018,Lower Secondary Level,1st Quintile,Almost impossible,0.07086,137,648,0.05109,0.09063
2018,Lower Secondary Level,2nd Quintile,Easy,0.01841,31,94,-0.00891,0.04574
2018,Lower Secondary Level,2nd Quintile,Difficult,0.03647,63,94,-0.00163,0.07457
2018,Lower Secondary Level,3rd Quintile,Difficult,0.04133,31,31,-0.02990,0.11256
2018,Upper Secondary Level,1st Quintile,Easy,0.03860,156,765,0.02494,0.05226
2018,Upper Secondary Level,1st Quintile,Difficult,0.11253,443,765,0.09013,0.13494
2018,Upper Secondary Level,1st Quintile,Almost impossible,0.04677,166,765,0.03180,0.06175
2018,Upper Secondary Level,2nd Quintile,Easy,0.02685,83,263,0.00728,0.04642
2018,Upper Secondary Level,2nd Quintile,Difficult,0.03107,125,263,0.01006,0.05209
2018,Upper Secondary Level,2nd Quintile,Almost impossible,0.01267,55,263,-0.00087,0.02622
2018,Upper Secondary Level,3rd Quintile,Easy,0.01721,63,139,-0.00449,0.03891
2018,Upper Secondary Level,3rd Quintile,Difficult,0.02859,76,139,0.00079,0.05640
2018,Upper Secondary Level,4th Quintile,Easy,0.01642,45,107,-0.00777,0.04061
2018,Upper Secondary Level,4th Quintile,Difficult,0.02487,62,107,-0.00478,0.05451
2018,Upper Secondary Level,5th Quintile,Easy,0.02644,48,86,-0.00767,0.06055
2018,Upper Secondary Level,5th Quintile,Difficult,0.02503,38,86,-0.00818,0.05823
2018,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.12561,67,67,0.04566,0.20557
2018,Second Stage of Tertiary Education,1st Quintile,Easy,0.05933,81,405,0.03629,0.08237
2018,Second Stage of Tertiary Education,1st Quintile,Difficult,0.13212,268,405,0.09910,0.16514
2018,Second Stage of Tertiary Education,1st Quintile,Almost impossible,0.06685,56,405,0.04249,0.09120
2018,Second Stage of Tertiary Education,2nd Quintile,Difficult,0.07331,67,67,0.01043,0.13619
2018,Second Stage of Tertiary Education,3rd Quintile,Easy,0.03075,32,69,-0.01029,0.07178
2018,Second Stage of Tertiary Education,3rd Quintile,Difficult,0.03496,37,69,-0.00870,0.07861
2018,Second Stage of Tertiary Education,4th Quintile,Difficult,0.02822,43,43,-0.02186,0.07831
2018,Second Stage of Tertiary Education,5th Quintile,Easy,0.01150,34,66,-0.01442,0.03741
2018,Second Stage of Tertiary Education,5th Quintile,Difficult,0.01129,32,66,-0.01439,0.03697
2019,Pre-primary Level,1st Quintile,Easy,0.16656,31,31,0.03324,0.29989
2019,Primary Level,1st Quintile,Easy,0.02501,111,713,0.01354,0.03648
2019,Primary Level,1st Quintile,Difficult,0.19040,490,713,0.16156,0.21924
2019,Primary Level,1st Quintile,Almost impossible,0.12083,112,713,0.09689,0.14477
2019,Primary Level,2nd Quintile,Difficult,0.18976,31,31,0.04944,0.33007
2019,Lower Secondary Level,1st Quintile,Easy,0.02131,100,616,0.00989,0.03272
2019,Lower Secondary Level,1st Quintile,Difficult,0.16454,413,616,0.13523,0.19384
2019,Lower Secondary Level,1st Quintile,Almost impossible,0.06426,103,616,0.04488,0.08364
2019,Lower Secondary Level,2nd Quintile,Easy,0.03142,31,71,-0.00945,0.07229
2019,Lower Secondary Level,2nd Quintile,Difficult,0.04244,40,71,-0.00479,0.08966
2019,Upper Secondary Level,1st Quintile,Easy,0.04440,139,709,0.02923,0.05957
2019,Upper Secondary Level,1st Quintile,Difficult,0.10915,419,709,0.08618,0.13212
2019,Upper Secondary Level,1st Quintile,Almost impossible,0.04573,151,709,0.03035,0.06112
2019,Upper Secondary Level,2nd Quintile,Easy,0.02151,77,223,0.00243,0.04060
2019,Upper Secondary Level,2nd Quintile,Difficult,0.02750,101,223,0.00599,0.04901
2019,Upper Secondary Level,2nd Quintile,Almost impossible,0.01275,45,223,-0.00201,0.02751
2019,Upper Secondary Level,3rd Quintile,Easy,0.01394,56,115,-0.00758,0.03546
2019,Upper Secondary Level,3rd Quintile,Difficult,0.02314,59,115,-0.00446,0.05074
2019,Upper Secondary Level,4th Quintile,Easy,0.02872,47,89,-0.00618,0.06361
2019,Upper Secondary Level,4th Quintile,Difficult,0.01903,42,89,-0.00952,0.04758
2019,Upper Secondary Level,5th Quintile,Easy,0.02300,45,45,-0.02129,0.06729
2019,Post-secondary Non-tertiary Level,1st Quintile,Easy,0.13515,36,109,0.07067,0.19963
2019,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.15597,73,109,0.08754,0.22440
2019,Post-secondary Non-tertiary Level,2nd Quintile,Difficult,0.06237,32,32,-0.02276,0.14749
2019,Second Stage of Tertiary Education,1st Quintile,Easy,0.07795,63,349,0.04978,0.10611
2019,Second Stage of Tertiary Education,1st Quintile,Difficult,0.11446,245,349,0.08101,0.14790
2019,Second Stage of Tertiary Education,1st Quintile,Almost impossible,0.02979,41,349,0.01193,0.04765
2019,Second Stage of Tertiary Education,2nd Quintile,Difficult,0.05345,45,45,-0.01301,0.11992
2019,Second Stage of Tertiary Education,3rd Quintile,Easy,0.03098,34,34,-0.02814,0.09010
2019,Second Stage of Tertiary Education,4th Quintile,Easy,0.03532,35,71,-0.00792,0.07856
2019,Second Stage of Tertiary Education,4th Quintile,Difficult,0.03207,36,71,-0.00920,0.07334
2019,Second Stage of Tertiary Education,5th Quintile,Easy,0.01397,41,76,-0.01259,0.04053
2019,Second Stage of Tertiary Education,5th Quintile,Difficult,0.00965,35,76,-0.01248,0.03178
2020,Primary Level,1st Quintile,Easy,0.03709,61,588,0.02181,0.05238
2020,Primary Level,1st Quintile,Difficult,0.22000,418,588,0.18648,0.25351
2020,Primary Level,1st Quintile,Almost impossible,0.11091,109,588,0.08551,0.13631
2020,Lower Secondary Level,1st Quintile,Easy,0.02178,75,550,0.00957,0.03399
2020,Lower Secondary Level,1st Quintile,Difficult,0.14643,367,550,0.11686,0.17601
2020,Lower Secondary Level,1st Quintile,Almost impossible,0.07040,108,550,0.04900,0.09180
2020,Lower Secondary Level,2nd Quintile,Difficult,0.07452,73,73,0.01386,0.13518
2020,Upper Secondary Level,1st Quintile,Easy,0.04961,140,723,0.03377,0.06545
2020,Upper Secondary Level,1st Quintile,Difficult,0.12548,441,723,0.10131,0.14964
2020,Upper Secondary Level,1st Quintile,Almost impossible,0.04759,142,723,0.03206,0.06312
2020,Upper Secondary Level,2nd Quintile,Easy,0.02518,70,214,0.00414,0.04621
2020,Upper Secondary Level,2nd Quintile,Difficult,0.02617,101,214,0.00473,0.04761
2020,Upper Secondary Level,2nd Quintile,Almost impossible,0.01348,43,214,-0.00201,0.02897
2020,Upper Secondary Level,3rd Quintile,Easy,0.02490,51,112,-0.00409,0.05389
2020,Upper Secondary Level,3rd Quintile,Difficult,0.02451,61,112,-0.00426,0.05327
2020,Upper Secondary Level,4th Quintile,Easy,0.02274,48,88,-0.00858,0.05407
2020,Upper Secondary Level,4th Quintile,Difficult,0.01557,40,88,-0.01045,0.04159
2020,Upper Secondary Level,5th Quintile,Easy,0.03250,58,98,-0.00279,0.06779
2020,Upper Secondary Level,5th Quintile,Difficult,0.02871,40,98,-0.00452,0.06194
2020,Post-secondary Non-tertiary Level,1st Quintile,Easy,0.06742,31,88,0.01473,0.12011
2020,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.11837,57,88,0.05049,0.18626
2020,Second Stage of Tertiary Education,1st Quintile,Easy,0.03845,59,305,0.01684,0.06007
2020,Second Stage of Tertiary Education,1st Quintile,Difficult,0.12712,213,305,0.08968,0.16457
2020,Second Stage of Tertiary Education,1st Quintile,Almost impossible,0.01653,33,305,0.00220,0.03087
2020,Second Stage of Tertiary Education,2nd Quintile,Difficult,0.03341,45,45,-0.01969,0.08651
2020,Second Stage of Tertiary Education,3rd Quintile,Difficult,0.03785,31,31,-0.03044,0.10613
2020,Second Stage of Tertiary Education,4th Quintile,Easy,0.02961,46,46,-0.01992,0.07913
2020,Second Stage of Tertiary Education,5th Quintile,Easy,0.02167,46,84,-0.00965,0.05300
2020,Second Stage of Tertiary Education,5th Quintile,Difficult,0.01385,38,84,-0.01129,0.03899
2021,Primary Level,1st Quintile,Easy,0.03072,52,273,0.01021,0.05123
2021,Primary Level,1st Quintile,Difficult,0.04639,178,273,0.02139,0.07138
2021,Primary Level,1st Quintile,Almost impossible,0.02242,43,273,0.00482,0.04001
2021,Lower Secondary Level,1st Quintile,Easy,0.00750,53,139,-0.00690,0.02189
2021,Lower Secondary Level,1st Quintile,Difficult,0.00714,86,139,-0.00691,0.02119
2021,Upper Secondary Level,1st Quintile,Easy,0.00111,36,124,-0.00477,0.00698
2021,Upper Secondary Level,1st Quintile,Difficult,0.00304,88,124,-0.00669,0.01277
2021,Second Stage of Tertiary Education,1st Quintile,Difficult,0.01180,69,69,-0.01387,0.03746
2022,Primary Level,1st Quintile,Easy,0.03844,48,230,0.01354,0.06334
2022,Primary Level,1st Quintile,Difficult,0.10220,147,230,0.06297,0.14144
2022,Primary Level,1st Quintile,Almost impossible,0.02223,35,230,0.00314,0.04133
2022,Lower Secondary Level,1st Quintile,Difficult,0.01506,98,98,-0.00918,0.03930
2022,Upper Secondary Level,1st Quintile,Easy,0.00243,34,111,-0.00678,0.01164
2022,Upper Secondary Level,1st Quintile,Difficult,0.00604,77,111,-0.00844,0.02053
2022,Second Stage of Tertiary Education,1st Quintile,Difficult,0.01171,57,57,-0.01647,0.03989
