year,age_gr,bula_h,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,30-45 y.,North Rhine-Westphalia,Almost impossible,0.02737,31,181,0.00354,0.05121
2004,30-45 y.,Hesse,Difficult,0.09469,45,45,0.00817,0.18120
2004,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.11726,44,44,0.02110,0.21343
2004,30-45 y.,Baden-Wuerttemberg,Difficult,0.09129,87,87,0.03042,0.15216
2004,30-45 y.,Bavaria,Difficult,0.12457,104,104,0.06079,0.18834
2004,30-45 y.,Berlin,Difficult,0.18042,35,35,0.05116,0.30968
2004,30-45 y.,Brandenburg,Difficult,0.18919,32,32,0.05131,0.32706
2004,30-45 y.,Saxony,Difficult,0.13479,50,50,0.03917,0.23041
2004,30-45 y.,Thuringa,Difficult,0.16245,39,39,0.04517,0.27973
2004,46-65 y.,North Rhine-Westphalia,Difficult,0.05064,64,114,0.01022,0.09107
2004,46-65 y.,North Rhine-Westphalia,Almost impossible,0.03774,50,114,0.00260,0.07287
2004,46-65 y.,Bavaria,Difficult,0.05004,41,41,-0.01753,0.11761
2004,46-65 y.,Saxony,Almost impossible,0.08244,35,35,-0.01001,0.17488
2005,17-29 y.,Lower Saxony,Difficult,0.20747,64,64,0.10733,0.30760
2005,17-29 y.,North Rhine-Westphalia,Easy,0.03642,38,286,0.01467,0.05817
2005,17-29 y.,North Rhine-Westphalia,Difficult,0.22888,183,286,0.18010,0.27765
2005,17-29 y.,North Rhine-Westphalia,Almost impossible,0.07745,65,286,0.04642,0.10849
2005,17-29 y.,Hesse,Difficult,0.23974,53,53,0.12370,0.35578
2005,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.25295,58,58,0.14009,0.36580
2005,17-29 y.,Baden-Wuerttemberg,Easy,0.10350,58,202,0.06139,0.14561
2005,17-29 y.,Baden-Wuerttemberg,Difficult,0.21166,111,202,0.15519,0.26814
2005,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.07092,33,202,0.03543,0.10641
2005,17-29 y.,Bavaria,Easy,0.04705,36,149,0.01293,0.08116
2005,17-29 y.,Bavaria,Difficult,0.20712,113,149,0.14183,0.27240
2005,17-29 y.,Berlin,Difficult,0.38626,57,57,0.25874,0.51379
2005,17-29 y.,Brandenburg,Difficult,0.27706,46,46,0.14630,0.40783
2005,17-29 y.,Saxony,Difficult,0.40700,106,106,0.31303,0.50097
2005,17-29 y.,Saxony-Anhalt,Difficult,0.36335,63,63,0.24363,0.48308
2005,17-29 y.,Thuringa,Difficult,0.37399,62,62,0.25257,0.49542
2005,30-45 y.,Lower Saxony,Difficult,0.06942,44,44,-0.00655,0.14539
2005,30-45 y.,North Rhine-Westphalia,Difficult,0.10646,124,158,0.05822,0.15471
2005,30-45 y.,North Rhine-Westphalia,Almost impossible,0.02971,34,158,0.00315,0.05626
2005,30-45 y.,Hesse,Difficult,0.08722,32,32,-0.01211,0.18655
2005,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.11395,39,39,0.01292,0.21499
2005,30-45 y.,Baden-Wuerttemberg,Difficult,0.11563,91,91,0.04956,0.18170
2005,30-45 y.,Bavaria,Difficult,0.10510,90,90,0.04138,0.16881
2005,30-45 y.,Berlin,Difficult,0.16416,32,32,0.03376,0.29456
2005,30-45 y.,Saxony,Difficult,0.11501,44,44,0.01965,0.21037
2005,30-45 y.,Thuringa,Difficult,0.15791,37,37,0.03879,0.27703
2005,46-65 y.,North Rhine-Westphalia,Difficult,0.05083,62,106,0.00881,0.09284
2005,46-65 y.,North Rhine-Westphalia,Almost impossible,0.03986,44,106,0.00244,0.07729
2005,46-65 y.,Bavaria,Difficult,0.04695,36,36,-0.02313,0.11703
2005,46-65 y.,Saxony,Almost impossible,0.06944,35,35,-0.01601,0.15489
2006,17-29 y.,Lower Saxony,Difficult,0.18764,61,61,0.08885,0.28643
2006,17-29 y.,North Rhine-Westphalia,Easy,0.03088,38,264,0.00997,0.05179
2006,17-29 y.,North Rhine-Westphalia,Difficult,0.26199,186,264,0.20885,0.31514
2006,17-29 y.,North Rhine-Westphalia,Almost impossible,0.04968,40,264,0.02342,0.07594
2006,17-29 y.,Hesse,Difficult,0.17513,38,38,0.05266,0.29760
2006,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.17757,46,46,0.06591,0.28923
2006,17-29 y.,Baden-Wuerttemberg,Easy,0.08155,50,198,0.04333,0.11977
2006,17-29 y.,Baden-Wuerttemberg,Difficult,0.19354,117,198,0.13837,0.24871
2006,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.05033,31,198,0.01980,0.08085
2006,17-29 y.,Bavaria,Easy,0.07435,48,141,0.03089,0.11780
2006,17-29 y.,Bavaria,Difficult,0.16598,93,141,0.10435,0.22761
2006,17-29 y.,Berlin,Difficult,0.30326,47,47,0.17042,0.43609
2006,17-29 y.,Brandenburg,Difficult,0.21569,40,40,0.08660,0.34478
2006,17-29 y.,Saxony,Difficult,0.25301,89,89,0.16218,0.34384
2006,17-29 y.,Saxony-Anhalt,Difficult,0.30667,52,52,0.18011,0.43322
2006,17-29 y.,Thuringa,Difficult,0.23741,43,43,0.10872,0.36609
2006,30-45 y.,Lower Saxony,Difficult,0.09271,60,91,0.03279,0.15263
2006,30-45 y.,Lower Saxony,Almost impossible,0.04843,31,91,0.00408,0.09278
2006,30-45 y.,North Rhine-Westphalia,Difficult,0.11051,143,182,0.06483,0.15618
2006,30-45 y.,North Rhine-Westphalia,Almost impossible,0.03790,39,182,0.01008,0.06572
2006,30-45 y.,Hesse,Difficult,0.08174,38,38,-0.00654,0.17001
2006,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.11539,44,44,0.01990,0.21089
2006,30-45 y.,Baden-Wuerttemberg,Difficult,0.09586,82,82,0.03175,0.15998
2006,30-45 y.,Bavaria,Easy,0.03235,32,119,0.00042,0.06427
2006,30-45 y.,Bavaria,Difficult,0.10496,87,119,0.04966,0.16026
2006,30-45 y.,Saxony,Difficult,0.13142,43,43,0.02924,0.23360
2006,30-45 y.,Thuringa,Difficult,0.12208,36,36,0.01362,0.23054
2006,46-65 y.,North Rhine-Westphalia,Difficult,0.04011,58,109,0.00311,0.07712
2006,46-65 y.,North Rhine-Westphalia,Almost impossible,0.04265,51,109,0.00454,0.08077
2006,46-65 y.,Baden-Wuerttemberg,Difficult,0.04038,34,34,-0.02678,0.10755
2006,46-65 y.,Bavaria,Difficult,0.05244,43,43,-0.01498,0.11986
2006,46-65 y.,Brandenburg,Almost impossible,0.10882,32,32,-0.00081,0.21844
2006,46-65 y.,Saxony,Almost impossible,0.06799,32,32,-0.02062,0.15661
2007,17-29 y.,Lower Saxony,Difficult,0.15298,53,53,0.05514,0.25082
2007,17-29 y.,North Rhine-Westphalia,Easy,0.04156,39,236,0.01604,0.06708
2007,17-29 y.,North Rhine-Westphalia,Difficult,0.21213,145,236,0.15986,0.26440
2007,17-29 y.,North Rhine-Westphalia,Almost impossible,0.07373,52,236,0.04032,0.10714
2007,17-29 y.,Hesse,Difficult,0.16990,42,42,0.05495,0.28486
2007,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.24087,49,49,0.11990,0.36184
2007,17-29 y.,Baden-Wuerttemberg,Easy,0.08726,60,137,0.03983,0.13469
2007,17-29 y.,Baden-Wuerttemberg,Difficult,0.14115,77,137,0.08264,0.19967
2007,17-29 y.,Bavaria,Easy,0.08330,55,136,0.03669,0.12992
2007,17-29 y.,Bavaria,Difficult,0.15610,81,136,0.09488,0.21733
2007,17-29 y.,Berlin,Difficult,0.30173,41,41,0.15948,0.44397
2007,17-29 y.,Brandenburg,Difficult,0.25346,39,39,0.11515,0.39176
2007,17-29 y.,Saxony,Difficult,0.25145,76,76,0.15327,0.34964
2007,17-29 y.,Saxony-Anhalt,Difficult,0.19581,42,42,0.07434,0.31728
2007,17-29 y.,Thuringa,Difficult,0.19439,37,37,0.06512,0.32366
2007,30-45 y.,Lower Saxony,Difficult,0.06480,40,40,-0.01246,0.14206
2007,30-45 y.,North Rhine-Westphalia,Difficult,0.09131,115,150,0.04506,0.13756
2007,30-45 y.,North Rhine-Westphalia,Almost impossible,0.03181,35,150,0.00363,0.05999
2007,30-45 y.,Hesse,Difficult,0.07374,31,31,-0.01978,0.16727
2007,30-45 y.,Baden-Wuerttemberg,Difficult,0.08957,58,58,0.01543,0.16370
2007,30-45 y.,Bavaria,Difficult,0.08455,72,72,0.01983,0.14926
2007,30-45 y.,Saxony,Difficult,0.11859,35,35,0.00991,0.22726
2007,46-65 y.,North Rhine-Westphalia,Difficult,0.04193,48,91,0.00052,0.08334
2007,46-65 y.,North Rhine-Westphalia,Almost impossible,0.03901,43,91,-0.00099,0.07901
2007,46-65 y.,Bavaria,Difficult,0.03774,34,34,-0.02728,0.10276
2008,17-29 y.,Lower Saxony,Difficult,0.20080,59,59,0.09770,0.30390
2008,17-29 y.,North Rhine-Westphalia,Easy,0.03978,35,185,0.01154,0.06802
2008,17-29 y.,North Rhine-Westphalia,Difficult,0.22975,150,185,0.16897,0.29054
2008,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.19522,41,41,0.07238,0.31805
2008,17-29 y.,Baden-Wuerttemberg,Easy,0.07700,54,119,0.02890,0.12510
2008,17-29 y.,Baden-Wuerttemberg,Difficult,0.11083,65,119,0.05419,0.16747
2008,17-29 y.,Bavaria,Easy,0.06264,36,110,0.01715,0.10813
2008,17-29 y.,Bavaria,Difficult,0.13296,74,110,0.06922,0.19670
2008,17-29 y.,Berlin,Difficult,0.20519,32,32,0.06302,0.34735
2008,17-29 y.,Brandenburg,Difficult,0.25508,35,35,0.10855,0.40160
2008,17-29 y.,Saxony,Difficult,0.19687,61,61,0.09625,0.29748
2008,17-29 y.,Saxony-Anhalt,Difficult,0.16722,32,32,0.03585,0.29859
2008,17-29 y.,Thuringa,Difficult,0.26409,41,41,0.12747,0.40072
2008,30-45 y.,Lower Saxony,Difficult,0.07422,40,40,-0.00805,0.15648
2008,30-45 y.,North Rhine-Westphalia,Difficult,0.08029,89,89,0.02351,0.13707
2008,30-45 y.,Hesse,Difficult,0.08554,32,32,-0.01292,0.18400
2008,30-45 y.,Baden-Wuerttemberg,Difficult,0.05929,42,42,-0.01300,0.13158
2008,30-45 y.,Bavaria,Difficult,0.06666,60,60,0.00301,0.13031
2008,46-65 y.,North Rhine-Westphalia,Difficult,0.05247,51,89,0.00588,0.09906
2008,46-65 y.,North Rhine-Westphalia,Almost impossible,0.03289,38,89,-0.00437,0.07015
2009,17-29 y.,Lower Saxony,Easy,0.15949,32,64,0.06908,0.24990
2009,17-29 y.,Lower Saxony,Difficult,0.11715,32,64,0.03773,0.19656
2009,17-29 y.,North Rhine-Westphalia,Easy,0.07983,45,167,0.03860,0.12106
2009,17-29 y.,North Rhine-Westphalia,Difficult,0.19137,122,167,0.13152,0.25121
2009,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.21272,37,37,0.07904,0.34640
2009,17-29 y.,Baden-Wuerttemberg,Easy,0.07006,43,106,0.02124,0.11889
2009,17-29 y.,Baden-Wuerttemberg,Difficult,0.12908,63,106,0.06494,0.19321
2009,17-29 y.,Bavaria,Easy,0.04914,32,105,0.00759,0.09068
2009,17-29 y.,Bavaria,Difficult,0.11426,73,105,0.05312,0.17540
2009,17-29 y.,Saxony,Difficult,0.18708,50,50,0.07789,0.29627
2009,17-29 y.,Thuringa,Difficult,0.21796,32,32,0.07262,0.36329
2009,30-45 y.,Lower Saxony,Difficult,0.06676,32,32,-0.02111,0.15463
2009,30-45 y.,North Rhine-Westphalia,Difficult,0.08204,78,111,0.03075,0.13332
2009,30-45 y.,North Rhine-Westphalia,Almost impossible,0.03742,33,111,0.00195,0.07289
2009,30-45 y.,Baden-Wuerttemberg,Difficult,0.07019,44,44,-0.00617,0.14654
2009,30-45 y.,Bavaria,Difficult,0.05833,53,53,-0.00537,0.12203
2009,46-65 y.,North Rhine-Westphalia,Difficult,0.05168,37,73,0.00054,0.10282
2009,46-65 y.,North Rhine-Westphalia,Almost impossible,0.03816,36,73,-0.00609,0.08241
2010,17-29 y.,Lower Saxony,Easy,0.09241,37,111,0.03829,0.14653
2010,17-29 y.,Lower Saxony,Difficult,0.16785,74,111,0.09800,0.23769
2010,17-29 y.,North Rhine-Westphalia,Easy,0.07637,84,375,0.04946,0.10329
2010,17-29 y.,North Rhine-Westphalia,Difficult,0.22242,212,375,0.18027,0.26457
2010,17-29 y.,North Rhine-Westphalia,Almost impossible,0.04644,79,375,0.02511,0.06777
2010,17-29 y.,Hesse,Difficult,0.15437,58,58,0.06057,0.24817
2010,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.12315,49,49,0.03018,0.21611
2010,17-29 y.,Baden-Wuerttemberg,Easy,0.09144,61,192,0.05056,0.13231
2010,17-29 y.,Baden-Wuerttemberg,Difficult,0.12778,95,192,0.08043,0.17512
2010,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.04726,36,192,0.01716,0.07735
2010,17-29 y.,Bavaria,Easy,0.08031,53,199,0.04246,0.11817
2010,17-29 y.,Bavaria,Difficult,0.11350,114,199,0.06932,0.15769
2010,17-29 y.,Bavaria,Almost impossible,0.04006,32,199,0.01274,0.06737
2010,17-29 y.,Berlin,Difficult,0.24776,51,51,0.12810,0.36743
2010,17-29 y.,Brandenburg,Difficult,0.29464,33,33,0.13669,0.45259
2010,17-29 y.,Saxony,Easy,0.05436,32,129,0.01508,0.09363
2010,17-29 y.,Saxony,Difficult,0.25937,97,129,0.18344,0.33530
2010,17-29 y.,Saxony-Anhalt,Difficult,0.23620,48,48,0.11477,0.35764
2010,17-29 y.,Thuringa,Difficult,0.22067,42,42,0.09373,0.34761
2010,30-45 y.,Schleswig-Holstein,Difficult,0.13071,54,54,0.03996,0.22146
2010,30-45 y.,Lower Saxony,Easy,0.02048,43,173,-0.00069,0.04164
2010,30-45 y.,Lower Saxony,Difficult,0.09071,92,173,0.04779,0.13364
2010,30-45 y.,Lower Saxony,Almost impossible,0.04105,38,173,0.01140,0.07070
2010,30-45 y.,North Rhine-Westphalia,Easy,0.02580,113,496,0.01184,0.03977
2010,30-45 y.,North Rhine-Westphalia,Difficult,0.08806,286,496,0.06309,0.11302
2010,30-45 y.,North Rhine-Westphalia,Almost impossible,0.03264,97,496,0.01699,0.04830
2010,30-45 y.,Hesse,Easy,0.02537,32,136,-0.00116,0.05190
2010,30-45 y.,Hesse,Difficult,0.10001,104,136,0.04940,0.15062
2010,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.10987,69,69,0.03554,0.18420
2010,30-45 y.,Baden-Wuerttemberg,Easy,0.03339,82,273,0.01204,0.05474
2010,30-45 y.,Baden-Wuerttemberg,Difficult,0.06478,151,273,0.03552,0.09403
2010,30-45 y.,Baden-Wuerttemberg,Almost impossible,0.01590,40,273,0.00104,0.03077
2010,30-45 y.,Bavaria,Easy,0.02683,72,302,0.00858,0.04509
2010,30-45 y.,Bavaria,Difficult,0.08262,182,302,0.05151,0.11372
2010,30-45 y.,Bavaria,Almost impossible,0.01849,48,302,0.00327,0.03370
2010,30-45 y.,Berlin,Difficult,0.12176,45,45,0.02514,0.21839
2010,30-45 y.,Brandenburg,Difficult,0.10209,46,46,0.01363,0.19056
2010,30-45 y.,Saxony,Difficult,0.08584,74,105,0.03200,0.13968
2010,30-45 y.,Saxony,Almost impossible,0.03914,31,105,0.00187,0.07642
2010,30-45 y.,Saxony-Anhalt,Difficult,0.05693,39,39,-0.01674,0.13061
2010,30-45 y.,Thuringa,Difficult,0.09086,37,37,-0.00303,0.18474
2010,46-65 y.,North Rhine-Westphalia,Difficult,0.05156,61,107,0.00946,0.09365
2010,46-65 y.,North Rhine-Westphalia,Almost impossible,0.03812,46,107,0.00167,0.07458
2010,46-65 y.,Baden-Wuerttemberg,Difficult,0.04927,35,35,-0.02348,0.12202
2010,46-65 y.,Bavaria,Difficult,0.05064,53,53,-0.00896,0.11023
2010,46-65 y.,Saxony,Difficult,0.08187,32,32,-0.01464,0.17838
2011,17-29 y.,Schleswig-Holstein,Difficult,0.22654,40,40,0.09516,0.35791
2011,17-29 y.,Lower Saxony,Easy,0.11966,43,122,0.06183,0.17749
2011,17-29 y.,Lower Saxony,Difficult,0.12223,79,122,0.06387,0.18060
2011,17-29 y.,North Rhine-Westphalia,Easy,0.09670,94,342,0.06533,0.12807
2011,17-29 y.,North Rhine-Westphalia,Difficult,0.15224,187,342,0.11411,0.19037
2011,17-29 y.,North Rhine-Westphalia,Almost impossible,0.03798,61,342,0.01769,0.05827
2011,17-29 y.,Hesse,Easy,0.14648,39,92,0.07383,0.21913
2011,17-29 y.,Hesse,Difficult,0.11920,53,92,0.05262,0.18577
2011,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.17933,46,46,0.06725,0.29142
2011,17-29 y.,Baden-Wuerttemberg,Easy,0.13150,79,203,0.08490,0.17811
2011,17-29 y.,Baden-Wuerttemberg,Difficult,0.11656,87,203,0.07231,0.16082
2011,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.03602,37,203,0.01032,0.06172
2011,17-29 y.,Bavaria,Easy,0.06577,62,168,0.02818,0.10337
2011,17-29 y.,Bavaria,Difficult,0.10135,106,168,0.05557,0.14712
2011,17-29 y.,Berlin,Difficult,0.20092,36,36,0.06817,0.33367
2011,17-29 y.,Saxony,Difficult,0.23368,79,79,0.13977,0.32760
2011,17-29 y.,Saxony-Anhalt,Difficult,0.14741,33,33,0.02458,0.27024
2011,17-29 y.,Thuringa,Difficult,0.24442,39,39,0.10778,0.38106
2011,30-45 y.,Schleswig-Holstein,Difficult,0.11591,42,42,0.01792,0.21390
2011,30-45 y.,Lower Saxony,Difficult,0.07515,93,138,0.03100,0.11929
2011,30-45 y.,Lower Saxony,Almost impossible,0.02936,45,138,0.00109,0.05762
2011,30-45 y.,North Rhine-Westphalia,Easy,0.02096,79,414,0.00714,0.03477
2011,30-45 y.,North Rhine-Westphalia,Difficult,0.08317,253,414,0.05654,0.10981
2011,30-45 y.,North Rhine-Westphalia,Almost impossible,0.02498,82,414,0.00993,0.04003
2011,30-45 y.,Hesse,Difficult,0.11717,93,93,0.05145,0.18289
2011,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.13948,67,67,0.05590,0.22306
2011,30-45 y.,Baden-Wuerttemberg,Easy,0.03822,69,233,0.01355,0.06289
2011,30-45 y.,Baden-Wuerttemberg,Difficult,0.06149,125,233,0.03058,0.09241
2011,30-45 y.,Baden-Wuerttemberg,Almost impossible,0.01557,39,233,-0.00036,0.03150
2011,30-45 y.,Bavaria,Easy,0.02543,68,261,0.00629,0.04456
2011,30-45 y.,Bavaria,Difficult,0.05986,156,261,0.03103,0.08870
2011,30-45 y.,Bavaria,Almost impossible,0.01736,37,261,0.00149,0.03324
2011,30-45 y.,Berlin,Difficult,0.09371,46,46,0.00856,0.17885
2011,30-45 y.,Brandenburg,Difficult,0.06512,43,43,-0.00950,0.13974
2011,30-45 y.,Saxony,Difficult,0.08184,76,76,0.01980,0.14387
2011,30-45 y.,Saxony-Anhalt,Difficult,0.06115,49,49,-0.00663,0.12894
2011,46-65 y.,North Rhine-Westphalia,Difficult,0.04306,77,128,0.00776,0.07837
2011,46-65 y.,North Rhine-Westphalia,Almost impossible,0.03640,51,128,0.00383,0.06897
2011,46-65 y.,Baden-Wuerttemberg,Difficult,0.03591,48,48,-0.01728,0.08911
2011,46-65 y.,Bavaria,Difficult,0.03700,55,88,-0.00267,0.07666
2011,46-65 y.,Bavaria,Almost impossible,0.01999,33,88,-0.00942,0.04940
2011,46-65 y.,Brandenburg,Almost impossible,0.09091,34,34,-0.00718,0.18899
2012,17-29 y.,Schleswig-Holstein,Difficult,0.23479,48,48,0.11361,0.35597
2012,17-29 y.,Lower Saxony,Easy,0.10410,40,105,0.04540,0.16279
2012,17-29 y.,Lower Saxony,Difficult,0.14975,65,105,0.08117,0.21833
2012,17-29 y.,North Rhine-Westphalia,Easy,0.08336,99,316,0.05283,0.11388
2012,17-29 y.,North Rhine-Westphalia,Difficult,0.14791,164,316,0.10870,0.18711
2012,17-29 y.,North Rhine-Westphalia,Almost impossible,0.04088,53,316,0.01901,0.06274
2012,17-29 y.,Hesse,Easy,0.09049,38,74,0.02468,0.15630
2012,17-29 y.,Hesse,Difficult,0.08517,36,74,0.02114,0.14921
2012,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.14198,43,43,0.03642,0.24754
2012,17-29 y.,Baden-Wuerttemberg,Easy,0.11039,68,137,0.05772,0.16306
2012,17-29 y.,Baden-Wuerttemberg,Difficult,0.13646,69,137,0.07877,0.19415
2012,17-29 y.,Bavaria,Easy,0.08807,72,150,0.04257,0.13358
2012,17-29 y.,Bavaria,Difficult,0.08990,78,150,0.04397,0.13583
2012,17-29 y.,Berlin,Difficult,0.24275,37,37,0.10269,0.38281
2012,17-29 y.,Saxony,Difficult,0.21727,65,65,0.11623,0.31830
2012,17-29 y.,Thuringa,Difficult,0.28023,35,35,0.12927,0.43119
2012,30-45 y.,Schleswig-Holstein,Difficult,0.08601,39,39,-0.00314,0.17516
2012,30-45 y.,Lower Saxony,Difficult,0.05980,68,68,0.00302,0.11658
2012,30-45 y.,North Rhine-Westphalia,Easy,0.02810,76,347,0.01069,0.04551
2012,30-45 y.,North Rhine-Westphalia,Difficult,0.09066,204,347,0.06040,0.12091
2012,30-45 y.,North Rhine-Westphalia,Almost impossible,0.01826,67,347,0.00415,0.03237
2012,30-45 y.,Hesse,Difficult,0.09395,85,85,0.03155,0.15634
2012,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.11797,53,53,0.03029,0.20565
2012,30-45 y.,Baden-Wuerttemberg,Easy,0.03721,53,177,0.00924,0.06517
2012,30-45 y.,Baden-Wuerttemberg,Difficult,0.04980,85,177,0.01766,0.08194
2012,30-45 y.,Baden-Wuerttemberg,Almost impossible,0.01769,39,177,-0.00178,0.03717
2012,30-45 y.,Bavaria,Easy,0.03310,68,222,0.00951,0.05668
2012,30-45 y.,Bavaria,Difficult,0.07865,120,222,0.04316,0.11414
2012,30-45 y.,Bavaria,Almost impossible,0.01157,34,222,-0.00253,0.02568
2012,30-45 y.,Berlin,Difficult,0.13455,38,38,0.02460,0.24451
2012,30-45 y.,Brandenburg,Difficult,0.07677,36,36,-0.01143,0.16498
2012,30-45 y.,Saxony,Difficult,0.09894,64,64,0.02521,0.17267
2012,30-45 y.,Saxony-Anhalt,Difficult,0.08209,43,43,-0.00093,0.16511
2012,46-65 y.,Lower Saxony,Difficult,0.03735,33,33,-0.02835,0.10305
2012,46-65 y.,North Rhine-Westphalia,Difficult,0.04750,86,138,0.01188,0.08312
2012,46-65 y.,North Rhine-Westphalia,Almost impossible,0.03050,52,138,0.00171,0.05930
2012,46-65 y.,Hesse,Difficult,0.04717,31,31,-0.02869,0.12303
2012,46-65 y.,Baden-Wuerttemberg,Difficult,0.05126,55,55,-0.00756,0.11008
2012,46-65 y.,Bavaria,Difficult,0.02269,53,88,-0.00860,0.05398
2012,46-65 y.,Bavaria,Almost impossible,0.02227,35,88,-0.00874,0.05328
2012,46-65 y.,Berlin,Difficult,0.10136,31,31,-0.00664,0.20936
2012,46-65 y.,Saxony,Difficult,0.05489,34,34,-0.02282,0.13260
2012,46-65 y.,Saxony-Anhalt,Difficult,0.08878,34,34,-0.00826,0.18583
2013,17-29 y.,Schleswig-Holstein,Easy,0.11620,33,71,0.04112,0.19127
2013,17-29 y.,Schleswig-Holstein,Difficult,0.16437,38,71,0.07755,0.25119
2013,17-29 y.,Lower Saxony,Easy,0.08479,64,154,0.04065,0.12893
2013,17-29 y.,Lower Saxony,Difficult,0.13949,90,154,0.08459,0.19438
2013,17-29 y.,North Rhine-Westphalia,Easy,0.10577,137,434,0.07680,0.13474
2013,17-29 y.,North Rhine-Westphalia,Difficult,0.13619,215,434,0.10389,0.16850
2013,17-29 y.,North Rhine-Westphalia,Almost impossible,0.04831,82,434,0.02812,0.06851
2013,17-29 y.,Hesse,Easy,0.08075,31,101,0.02735,0.13415
2013,17-29 y.,Hesse,Difficult,0.14656,70,101,0.07724,0.21588
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.13463,46,46,0.03490,0.23436
2013,17-29 y.,Baden-Wuerttemberg,Easy,0.11460,89,213,0.07172,0.15748
2013,17-29 y.,Baden-Wuerttemberg,Difficult,0.10529,90,213,0.06397,0.14661
2013,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.03783,34,213,0.01215,0.06352
2013,17-29 y.,Bavaria,Easy,0.12525,110,251,0.08422,0.16629
2013,17-29 y.,Bavaria,Difficult,0.11463,106,251,0.07514,0.15412
2013,17-29 y.,Bavaria,Almost impossible,0.02469,35,251,0.00546,0.04393
2013,17-29 y.,Berlin,Easy,0.08833,31,73,0.02278,0.15388
2013,17-29 y.,Berlin,Difficult,0.21092,42,73,0.11669,0.30515
2013,17-29 y.,Saxony,Difficult,0.11838,43,43,0.02068,0.21609
2013,30-45 y.,Schleswig-Holstein,Difficult,0.09847,47,47,0.01237,0.18457
2013,30-45 y.,Lower Saxony,Easy,0.03038,36,168,0.00435,0.05641
2013,30-45 y.,Lower Saxony,Difficult,0.07991,92,168,0.03878,0.12103
2013,30-45 y.,Lower Saxony,Almost impossible,0.03306,40,168,0.00594,0.06017
2013,30-45 y.,North Rhine-Westphalia,Easy,0.02856,90,460,0.01332,0.04380
2013,30-45 y.,North Rhine-Westphalia,Difficult,0.10042,269,460,0.07292,0.12791
2013,30-45 y.,North Rhine-Westphalia,Almost impossible,0.03469,101,460,0.01795,0.05143
2013,30-45 y.,Hesse,Difficult,0.08396,84,84,0.02429,0.14362
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.09764,55,55,0.01847,0.17682
2013,30-45 y.,Baden-Wuerttemberg,Easy,0.03577,70,236,0.01203,0.05952
2013,30-45 y.,Baden-Wuerttemberg,Difficult,0.08039,124,236,0.04563,0.11515
2013,30-45 y.,Baden-Wuerttemberg,Almost impossible,0.02235,42,236,0.00345,0.04124
2013,30-45 y.,Bavaria,Easy,0.03743,56,202,0.01119,0.06367
2013,30-45 y.,Bavaria,Difficult,0.07595,146,202,0.03933,0.11257
2013,30-45 y.,Berlin,Difficult,0.10877,52,52,0.02332,0.19423
2013,30-45 y.,Brandenburg,Difficult,0.11143,43,43,0.01626,0.20659
2013,30-45 y.,Saxony,Difficult,0.09579,68,68,0.02532,0.16627
2013,30-45 y.,Saxony-Anhalt,Difficult,0.10692,49,49,0.01950,0.19434
2013,46-65 y.,Lower Saxony,Difficult,0.04537,49,49,-0.01350,0.10425
2013,46-65 y.,North Rhine-Westphalia,Difficult,0.03681,94,148,0.00637,0.06725
2013,46-65 y.,North Rhine-Westphalia,Almost impossible,0.02530,54,148,-0.00009,0.05068
2013,46-65 y.,Hesse,Difficult,0.03303,36,36,-0.02618,0.09224
2013,46-65 y.,Baden-Wuerttemberg,Difficult,0.04141,58,58,-0.01031,0.09314
2013,46-65 y.,Bavaria,Difficult,0.04419,80,113,0.00613,0.08226
2013,46-65 y.,Bavaria,Almost impossible,0.01957,33,113,-0.00608,0.04522
2013,46-65 y.,Brandenburg,Difficult,0.07709,31,31,-0.01836,0.17255
2013,46-65 y.,Saxony,Difficult,0.04459,36,36,-0.02379,0.11298
2014,17-29 y.,Lower Saxony,Easy,0.09117,57,142,0.04366,0.13869
2014,17-29 y.,Lower Saxony,Difficult,0.14971,85,142,0.09082,0.20860
2014,17-29 y.,North Rhine-Westphalia,Easy,0.07487,94,346,0.04710,0.10264
2014,17-29 y.,North Rhine-Westphalia,Difficult,0.15811,183,346,0.11961,0.19661
