year,quintil_oecd,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,3rd Quintile,Almost impossible,0.01215,85,472,0.00226,0.02205
2013,4th Quintile,Easy,0.01760,116,350,0.00380,0.03139
2013,4th Quintile,Difficult,0.02763,181,350,0.01043,0.04482
2013,4th Quintile,Almost impossible,0.00774,53,350,-0.00145,0.01693
2013,5th Quintile,Easy,0.01848,134,348,0.00431,0.03265
2013,5th Quintile,Difficult,0.02136,162,348,0.00615,0.03657
2013,5th Quintile,Almost impossible,0.00575,52,348,-0.00220,0.01371
2014,1st Quintile,Easy,0.03342,270,1808,0.02514,0.04171
2014,1st Quintile,Difficult,0.11407,1052,1808,0.09941,0.12873
2014,1st Quintile,Almost impossible,0.05456,486,1808,0.04409,0.06503
2014,2nd Quintile,Easy,0.01827,167,767,0.00879,0.02776
2014,2nd Quintile,Difficult,0.05945,428,767,0.04271,0.07620
2014,2nd Quintile,Almost impossible,0.02518,172,767,0.01408,0.03627
2014,3rd Quintile,Easy,0.01810,163,517,0.00660,0.02961
2014,3rd Quintile,Difficult,0.04142,280,517,0.02423,0.05862
2014,3rd Quintile,Almost impossible,0.01057,74,517,0.00175,0.01940
2014,4th Quintile,Easy,0.01479,119,392,0.00283,0.02676
2014,4th Quintile,Difficult,0.03225,198,392,0.01474,0.04976
2014,4th Quintile,Almost impossible,0.00775,75,392,-0.00094,0.01645
2014,5th Quintile,Easy,0.01736,135,344,0.00354,0.03118
2014,5th Quintile,Difficult,0.02472,156,344,0.00829,0.04115
2014,5th Quintile,Almost impossible,0.00594,53,344,-0.00219,0.01407
2015,1st Quintile,Easy,0.03571,245,1577,0.02655,0.04487
2015,1st Quintile,Difficult,0.12001,927,1577,0.10396,0.13605
2015,1st Quintile,Almost impossible,0.04909,405,1577,0.03843,0.05976
2015,2nd Quintile,Easy,0.01860,156,684,0.00846,0.02873
2015,2nd Quintile,Difficult,0.04808,371,684,0.03204,0.06413
2015,2nd Quintile,Almost impossible,0.01928,157,684,0.00896,0.02959
2015,3rd Quintile,Easy,0.01812,145,466,0.00600,0.03025
2015,3rd Quintile,Difficult,0.03599,240,466,0.01906,0.05292
2015,3rd Quintile,Almost impossible,0.01081,81,466,0.00141,0.02021
2015,4th Quintile,Easy,0.01908,130,341,0.00454,0.03362
2015,4th Quintile,Difficult,0.02771,158,341,0.01026,0.04516
2015,4th Quintile,Almost impossible,0.00651,53,341,-0.00204,0.01506
2015,5th Quintile,Easy,0.01347,102,316,0.00074,0.02620
2015,5th Quintile,Difficult,0.02741,158,316,0.00938,0.04545
2015,5th Quintile,Almost impossible,0.00711,56,316,-0.00217,0.01639
2016,1st Quintile,Easy,0.04122,259,1561,0.03136,0.05109
2016,1st Quintile,Difficult,0.12177,875,1561,0.10554,0.13800
2016,1st Quintile,Almost impossible,0.05409,427,1561,0.04287,0.06532
2016,2nd Quintile,Easy,0.02423,170,647,0.01237,0.03609
2016,2nd Quintile,Difficult,0.05051,346,647,0.03362,0.06740
2016,2nd Quintile,Almost impossible,0.01494,131,647,0.00558,0.02429
2016,3rd Quintile,Easy,0.02415,135,390,0.00889,0.03940
2016,3rd Quintile,Difficult,0.02471,173,390,0.00929,0.04014
2016,3rd Quintile,Almost impossible,0.01027,82,390,0.00025,0.02029
2016,4th Quintile,Easy,0.01647,108,330,0.00272,0.03023
2016,4th Quintile,Difficult,0.02459,158,330,0.00785,0.04132
2016,4th Quintile,Almost impossible,0.00790,64,330,-0.00167,0.01747
2016,5th Quintile,Easy,0.01577,107,301,0.00167,0.02986
2016,5th Quintile,Difficult,0.02704,147,301,0.00868,0.04539
2016,5th Quintile,Almost impossible,0.00609,47,301,-0.00271,0.01490
2017,1st Quintile,Easy,0.03872,411,2466,0.03111,0.04634
2017,1st Quintile,Difficult,0.11869,1522,2466,0.10592,0.13146
2017,1st Quintile,Almost impossible,0.04827,533,2466,0.03981,0.05673
2017,2nd Quintile,Easy,0.02092,159,643,0.00985,0.03199
2017,2nd Quintile,Difficult,0.04018,352,643,0.02499,0.05537
2017,2nd Quintile,Almost impossible,0.01739,132,643,0.00728,0.02751
2017,3rd Quintile,Easy,0.02178,127,393,0.00733,0.03623
2017,3rd Quintile,Difficult,0.02566,184,393,0.01001,0.04132
2017,3rd Quintile,Almost impossible,0.01261,82,393,0.00157,0.02366
2017,4th Quintile,Easy,0.01752,114,320,0.00312,0.03192
2017,4th Quintile,Difficult,0.02697,155,320,0.00919,0.04475
2017,4th Quintile,Almost impossible,0.00993,51,320,-0.00095,0.02080
2017,5th Quintile,Easy,0.02041,108,210,0.00124,0.03959
2017,5th Quintile,Difficult,0.01934,102,210,0.00067,0.03802
2018,1st Quintile,Easy,0.04168,533,2917,0.03443,0.04894
2018,1st Quintile,Difficult,0.10669,1788,2917,0.09548,0.11789
2018,1st Quintile,Almost impossible,0.05306,596,2917,0.04492,0.06120
2018,2nd Quintile,Easy,0.02535,206,721,0.01387,0.03683
2018,2nd Quintile,Difficult,0.03675,392,721,0.02301,0.05049
2018,2nd Quintile,Almost impossible,0.01400,123,721,0.00542,0.02258
2018,3rd Quintile,Easy,0.02167,156,435,0.00797,0.03536
2018,3rd Quintile,Difficult,0.02769,210,435,0.01225,0.04312
2018,3rd Quintile,Almost impossible,0.00822,69,435,-0.00028,0.01671
2018,4th Quintile,Easy,0.01779,117,339,0.00370,0.03189
2018,4th Quintile,Difficult,0.02656,167,339,0.00942,0.04370
2018,4th Quintile,Almost impossible,0.00787,55,339,-0.00155,0.01729
2018,5th Quintile,Easy,0.01737,119,272,0.00182,0.03293
2018,5th Quintile,Difficult,0.01743,111,272,0.00185,0.03301
2018,5th Quintile,Almost impossible,0.00635,42,272,-0.00311,0.01581
2019,1st Quintile,Easy,0.04049,516,2798,0.03318,0.04779
2019,1st Quintile,Difficult,0.10604,1812,2798,0.09463,0.11745
2019,1st Quintile,Almost impossible,0.04482,470,2798,0.03715,0.05249
2019,2nd Quintile,Easy,0.02429,186,588,0.01184,0.03675
2019,2nd Quintile,Difficult,0.03632,304,588,0.02118,0.05145
2019,2nd Quintile,Almost impossible,0.01421,98,588,0.00463,0.02378
2019,3rd Quintile,Easy,0.01781,132,333,0.00359,0.03204
2019,3rd Quintile,Difficult,0.02485,147,333,0.00811,0.04160
2019,3rd Quintile,Almost impossible,0.00862,54,333,-0.00132,0.01856
2019,4th Quintile,Easy,0.02964,129,287,0.00999,0.04930
2019,4th Quintile,Difficult,0.02445,118,287,0.00655,0.04235
2019,4th Quintile,Almost impossible,0.00682,40,287,-0.00272,0.01636
2019,5th Quintile,Easy,0.01820,123,212,0.00016,0.03623
2019,5th Quintile,Difficult,0.01529,89,212,-0.00127,0.03185
2020,1st Quintile,Easy,0.03533,411,2480,0.02806,0.04260
2020,1st Quintile,Difficult,0.10930,1614,2480,0.09702,0.12159
2020,1st Quintile,Almost impossible,0.04577,455,2480,0.03754,0.05400
2020,2nd Quintile,Easy,0.02357,161,579,0.01121,0.03594
2020,2nd Quintile,Difficult,0.03737,307,579,0.02191,0.05283
2020,2nd Quintile,Almost impossible,0.01504,111,579,0.00511,0.02496
2020,3rd Quintile,Easy,0.02380,120,346,0.00772,0.03989
2020,3rd Quintile,Difficult,0.02951,163,346,0.01165,0.04737
2020,3rd Quintile,Almost impossible,0.00974,63,346,-0.00063,0.02010
2020,4th Quintile,Easy,0.02328,138,289,0.00586,0.04070
2020,4th Quintile,Difficult,0.01682,115,289,0.00197,0.03168
2020,4th Quintile,Almost impossible,0.00589,36,289,-0.00295,0.01472
2020,5th Quintile,Easy,0.02352,148,270,0.00541,0.04164
2020,5th Quintile,Difficult,0.02117,122,270,0.00397,0.03838
2021,1st Quintile,Easy,0.00343,178,747,-0.00077,0.00762
2021,1st Quintile,Difficult,0.00622,474,747,0.00058,0.01187
2021,1st Quintile,Almost impossible,0.00211,95,747,-0.00118,0.00541
2021,2nd Quintile,Difficult,0.00104,67,67,-0.00673,0.00881
2022,1st Quintile,Easy,0.00503,158,674,-0.00032,0.01037
2022,1st Quintile,Difficult,0.01235,442,674,0.00401,0.02070
2022,1st Quintile,Almost impossible,0.00272,74,674,-0.00121,0.00666
2022,2nd Quintile,Difficult,0.00175,49,49,-0.01007,0.01357
