year,age_gr,bula_h,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,Schleswig-Holstein,Sometimes,0.31962,55,118,0.23512,0.40412
2013,17-29 y.,Schleswig-Holstein,Seldom,0.30884,63,118,0.22512,0.39256
2013,17-29 y.,Lower Saxony,Often,0.08259,41,358,0.05403,0.11114
2013,17-29 y.,Lower Saxony,Sometimes,0.25656,115,358,0.21126,0.30187
2013,17-29 y.,Lower Saxony,Seldom,0.29573,150,358,0.24839,0.34307
2013,17-29 y.,Lower Saxony,Never,0.11199,52,358,0.07927,0.14470
2013,17-29 y.,North Rhine-Westphalia,Often,0.06222,76,753,0.04495,0.07948
2013,17-29 y.,North Rhine-Westphalia,Sometimes,0.24302,221,753,0.21236,0.27367
2013,17-29 y.,North Rhine-Westphalia,Seldom,0.28155,293,753,0.24940,0.31369
2013,17-29 y.,North Rhine-Westphalia,Never,0.13673,163,753,0.11217,0.16128
2013,17-29 y.,Hesse,Sometimes,0.22133,69,165,0.15779,0.28487
2013,17-29 y.,Hesse,Seldom,0.29020,96,165,0.22074,0.35966
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.23556,59,176,0.17269,0.29843
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.31245,83,176,0.24378,0.38113
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.07932,34,176,0.03928,0.11936
2013,17-29 y.,Baden-Wuerttemberg,Often,0.05689,34,419,0.03468,0.07909
2013,17-29 y.,Baden-Wuerttemberg,Sometimes,0.22554,136,419,0.18547,0.26560
2013,17-29 y.,Baden-Wuerttemberg,Seldom,0.26376,159,419,0.22151,0.30601
2013,17-29 y.,Baden-Wuerttemberg,Never,0.15121,90,419,0.11687,0.18556
2013,17-29 y.,Bavaria,Often,0.06236,49,578,0.04263,0.08209
2013,17-29 y.,Bavaria,Sometimes,0.23360,198,578,0.19908,0.26813
2013,17-29 y.,Bavaria,Seldom,0.31742,230,578,0.27944,0.35540
2013,17-29 y.,Bavaria,Never,0.13455,101,578,0.10670,0.16239
2013,17-29 y.,Berlin,Sometimes,0.32469,58,105,0.23469,0.41468
2013,17-29 y.,Berlin,Seldom,0.23260,47,105,0.15140,0.31380
