year,bula_h,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Baden-Wuerttemberg,Very often,0.03606,131,2173,0.02822,0.04390
2021,Baden-Wuerttemberg,Often,0.11280,332,2173,0.09950,0.12611
2021,Baden-Wuerttemberg,Sometimes,0.31598,839,2173,0.29642,0.33553
2021,Baden-Wuerttemberg,Seldom,0.27013,627,2173,0.25146,0.28881
2021,Baden-Wuerttemberg,Never,0.08935,244,2173,0.07736,0.10135
2021,Bavaria,Very often,0.04020,188,2869,0.03301,0.04739
2021,Bavaria,Often,0.14245,485,2869,0.12966,0.15524
2021,Bavaria,Sometimes,0.28002,965,2869,0.26359,0.29646
2021,Bavaria,Seldom,0.26059,871,2869,0.24453,0.27666
2021,Bavaria,Never,0.10421,360,2869,0.09303,0.11539
2021,Berlin,Very often,0.02773,79,913,0.01707,0.03839
2021,Berlin,Often,0.11453,147,913,0.09386,0.13520
2021,Berlin,Sometimes,0.35475,334,913,0.32370,0.38580
2021,Berlin,Seldom,0.22460,235,913,0.19751,0.25168
2021,Berlin,Never,0.10328,118,913,0.08353,0.12303
2021,Brandenburg,Very often,0.02763,35,706,0.01553,0.03973
2021,Brandenburg,Often,0.08952,99,706,0.06844,0.11059
2021,Brandenburg,Sometimes,0.32172,274,706,0.28723,0.35620
2021,Brandenburg,Seldom,0.27397,211,706,0.24104,0.30689
2021,Brandenburg,Never,0.11177,87,706,0.08852,0.13503
2021,Mecklenburg-Western Pomerania,Often,0.10566,52,395,0.07531,0.13602
2021,Mecklenburg-Western Pomerania,Sometimes,0.34335,151,395,0.29646,0.39023
2021,Mecklenburg-Western Pomerania,Seldom,0.30336,146,395,0.25796,0.34875
2021,Mecklenburg-Western Pomerania,Never,0.08738,46,395,0.05950,0.11527
2021,Saxony,Very often,0.03654,51,1169,0.02578,0.04730
2021,Saxony,Often,0.11937,169,1169,0.10078,0.13796
2021,Saxony,Sometimes,0.30650,421,1169,0.28006,0.33294
2021,Saxony,Seldom,0.29562,396,1169,0.26945,0.32179
2021,Saxony,Never,0.08883,132,1169,0.07252,0.10515
2021,Saxony-Anhalt,Often,0.07602,67,576,0.05436,0.09768
2021,Saxony-Anhalt,Sometimes,0.32304,214,576,0.28481,0.36126
2021,Saxony-Anhalt,Seldom,0.35863,232,576,0.31943,0.39783
2021,Saxony-Anhalt,Never,0.05701,63,576,0.03806,0.07596
2021,Thuringa,Very often,0.03284,36,636,0.01898,0.04670
2021,Thuringa,Often,0.14732,93,636,0.11975,0.17489
2021,Thuringa,Sometimes,0.30363,239,636,0.26786,0.33939
2021,Thuringa,Seldom,0.24279,175,636,0.20944,0.27614
2021,Thuringa,Never,0.09520,93,636,0.07237,0.11803
