year,bula_h,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Schleswig-Holstein,Often,0.06632,75,892,0.04998,0.08265
2013,Schleswig-Holstein,Sometimes,0.31900,328,892,0.28840,0.34961
2013,Schleswig-Holstein,Seldom,0.29020,369,892,0.26040,0.32000
2013,Schleswig-Holstein,Never,0.09057,120,892,0.07173,0.10942
2013,Hamburg,Sometimes,0.21711,113,370,0.17504,0.25917
2013,Hamburg,Seldom,0.30271,143,370,0.25584,0.34959
2013,Hamburg,Never,0.16154,114,370,0.12399,0.19909
2013,Lower Saxony,Very often,0.01811,57,2445,0.01282,0.02340
2013,Lower Saxony,Often,0.07038,213,2445,0.06024,0.08052
2013,Lower Saxony,Sometimes,0.25978,787,2445,0.24239,0.27716
2013,Lower Saxony,Seldom,0.30311,969,2445,0.28489,0.32133
2013,Lower Saxony,Never,0.11719,419,2445,0.10444,0.12995
2013,Bremen,Sometimes,0.22728,54,163,0.16275,0.29182
2013,Bremen,Seldom,0.28935,69,163,0.21952,0.35918
2013,Bremen,Never,0.12485,40,163,0.07394,0.17575
2013,North Rhine-Westphalia,Very often,0.01243,87,5094,0.00938,0.01547
2013,North Rhine-Westphalia,Often,0.05491,394,5094,0.04866,0.06117
2013,North Rhine-Westphalia,Sometimes,0.26339,1682,5094,0.25129,0.27549
2013,North Rhine-Westphalia,Seldom,0.26550,1863,5094,0.25337,0.27763
2013,North Rhine-Westphalia,Never,0.14224,1068,5094,0.13265,0.15184
2013,Hesse,Very often,0.01789,41,1751,0.01168,0.02410
2013,Hesse,Often,0.06656,141,1751,0.05488,0.07824
2013,Hesse,Sometimes,0.25817,625,1751,0.23766,0.27867
2013,Hesse,Seldom,0.28311,696,1751,0.26201,0.30422
2013,Hesse,Never,0.11124,248,1751,0.09650,0.12597
2013,"Rhineland-Palatinate, Saarland",Very often,0.02088,35,1415,0.01343,0.02833
2013,"Rhineland-Palatinate, Saarland",Often,0.05037,107,1415,0.03897,0.06177
2013,"Rhineland-Palatinate, Saarland",Sometimes,0.24271,424,1415,0.22037,0.26506
2013,"Rhineland-Palatinate, Saarland",Seldom,0.27061,495,1415,0.24745,0.29377
2013,"Rhineland-Palatinate, Saarland",Never,0.17047,354,1415,0.15087,0.19007
2013,Baden-Wuerttemberg,Very often,0.01390,46,3003,0.00971,0.01809
2013,Baden-Wuerttemberg,Often,0.05667,227,3003,0.04840,0.06494
2013,Baden-Wuerttemberg,Sometimes,0.23607,952,3003,0.22087,0.25126
2013,Baden-Wuerttemberg,Seldom,0.29634,1215,3003,0.28001,0.31268
2013,Baden-Wuerttemberg,Never,0.12404,563,3003,0.11225,0.13583
2013,Bavaria,Very often,0.01334,55,4012,0.00979,0.01690
2013,Bavaria,Often,0.05568,290,4012,0.04859,0.06278
2013,Bavaria,Sometimes,0.24733,1338,4012,0.23398,0.26069
2013,Bavaria,Seldom,0.28716,1565,4012,0.27316,0.30117
2013,Bavaria,Never,0.15108,764,4012,0.13999,0.16216
2013,Berlin,Often,0.09235,120,958,0.07400,0.11069
2013,Berlin,Sometimes,0.28180,354,958,0.25330,0.31031
2013,Berlin,Seldom,0.29248,355,958,0.26366,0.32130
2013,Berlin,Never,0.08872,129,958,0.07071,0.10674
2013,Brandenburg,Often,0.08980,99,995,0.07203,0.10757
2013,Brandenburg,Sometimes,0.34713,388,995,0.31753,0.37673
2013,Brandenburg,Seldom,0.27480,371,995,0.24705,0.30255
2013,Brandenburg,Never,0.08881,137,995,0.07113,0.10650
2013,Mecklenburg-Western Pomerania,Often,0.09718,69,572,0.07289,0.12148
2013,Mecklenburg-Western Pomerania,Sometimes,0.35457,238,572,0.31534,0.39381
2013,Mecklenburg-Western Pomerania,Seldom,0.29617,207,572,0.25872,0.33362
2013,Mecklenburg-Western Pomerania,Never,0.07747,58,572,0.05554,0.09940
2013,Saxony,Often,0.08029,144,1684,0.06731,0.09327
2013,Saxony,Sometimes,0.33402,643,1684,0.31148,0.35655
2013,Saxony,Seldom,0.32823,648,1684,0.30580,0.35067
2013,Saxony,Never,0.09540,249,1684,0.08136,0.10943
2013,Saxony-Anhalt,Often,0.07741,89,935,0.06027,0.09454
2013,Saxony-Anhalt,Sometimes,0.26688,322,935,0.23851,0.29524
2013,Saxony-Anhalt,Seldom,0.35856,396,935,0.32780,0.38932
2013,Saxony-Anhalt,Never,0.10609,128,935,0.08634,0.12584
2013,Thuringa,Often,0.08673,98,967,0.06898,0.10448
2013,Thuringa,Sometimes,0.29830,341,967,0.26945,0.32715
2013,Thuringa,Seldom,0.25897,332,967,0.23134,0.28659
2013,Thuringa,Never,0.17785,196,967,0.15374,0.20197
2019,Lower Saxony,Sometimes,0.00039,34,34,-0.00636,0.00714
2021,Schleswig-Holstein,Very often,0.02273,44,829,0.01258,0.03288
2021,Schleswig-Holstein,Often,0.13002,142,829,0.10711,0.15293
2021,Schleswig-Holstein,Sometimes,0.26208,285,829,0.23213,0.29203
2021,Schleswig-Holstein,Seldom,0.26281,235,829,0.23283,0.29279
2021,Schleswig-Holstein,Never,0.09557,123,829,0.07555,0.11560
2021,Hamburg,Often,0.14256,69,429,0.10944,0.17569
2021,Hamburg,Sometimes,0.33382,160,429,0.28915,0.37850
2021,Hamburg,Seldom,0.27326,128,429,0.23104,0.31548
2021,Hamburg,Never,0.09253,72,429,0.06508,0.11998
2021,Lower Saxony,Very often,0.03628,137,1896,0.02786,0.04470
2021,Lower Saxony,Often,0.12524,325,1896,0.11034,0.14014
2021,Lower Saxony,Sometimes,0.30440,656,1896,0.28368,0.32512
2021,Lower Saxony,Seldom,0.27916,587,1896,0.25896,0.29936
2021,Lower Saxony,Never,0.07815,191,1896,0.06606,0.09023
2021,Bremen,Sometimes,0.27258,50,97,0.18350,0.36165
2021,Bremen,Seldom,0.39148,47,97,0.29385,0.48912
2021,North Rhine-Westphalia,Very often,0.05180,335,4132,0.04504,0.05856
2021,North Rhine-Westphalia,Often,0.14117,700,4132,0.13055,0.15179
2021,North Rhine-Westphalia,Sometimes,0.29885,1481,4132,0.28489,0.31281
2021,North Rhine-Westphalia,Seldom,0.25448,1142,4132,0.24120,0.26777
2021,North Rhine-Westphalia,Never,0.08276,474,4132,0.07436,0.09116
2021,Hesse,Very often,0.04140,115,1330,0.03069,0.05211
2021,Hesse,Often,0.12318,224,1330,0.10551,0.14085
2021,Hesse,Sometimes,0.27325,464,1330,0.24929,0.29721
2021,Hesse,Seldom,0.31227,391,1330,0.28736,0.33719
2021,Hesse,Never,0.09283,136,1330,0.07723,0.10843
2021,"Rhineland-Palatinate, Saarland",Very often,0.04763,82,1002,0.03444,0.06083
2021,"Rhineland-Palatinate, Saarland",Often,0.14240,162,1002,0.12075,0.16405
2021,"Rhineland-Palatinate, Saarland",Sometimes,0.29068,370,1002,0.26255,0.31881
2021,"Rhineland-Palatinate, Saarland",Seldom,0.30288,285,1002,0.27441,0.33134
2021,"Rhineland-Palatinate, Saarland",Never,0.05995,103,1002,0.04524,0.07465
