year,age_gr,quintil_oecd,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,1st Quintile,Often,0.08382,127,1077,0.06726,0.10038
2013,17-29 y.,1st Quintile,Sometimes,0.31956,368,1077,0.29170,0.34743
2013,17-29 y.,1st Quintile,Seldom,0.33569,404,1077,0.30747,0.36391
2013,17-29 y.,1st Quintile,Never,0.11890,178,1077,0.09956,0.13824
2013,17-29 y.,2nd Quintile,Often,0.09109,65,770,0.07076,0.11143
2013,17-29 y.,2nd Quintile,Sometimes,0.32862,282,770,0.29542,0.36182
2013,17-29 y.,2nd Quintile,Seldom,0.27615,283,770,0.24455,0.30775
2013,17-29 y.,2nd Quintile,Never,0.16401,140,770,0.13784,0.19018
2013,17-29 y.,3rd Quintile,Often,0.08632,59,657,0.06482,0.10781
2013,17-29 y.,3rd Quintile,Sometimes,0.29678,203,657,0.26182,0.33174
2013,17-29 y.,3rd Quintile,Seldom,0.35611,272,657,0.31946,0.39275
2013,17-29 y.,3rd Quintile,Never,0.16924,123,657,0.14055,0.19794
2013,17-29 y.,4th Quintile,Often,0.08490,49,567,0.06194,0.10787
2013,17-29 y.,4th Quintile,Sometimes,0.33121,181,567,0.29243,0.36998
2013,17-29 y.,4th Quintile,Seldom,0.33669,232,567,0.29775,0.37562
2013,17-29 y.,4th Quintile,Never,0.16073,105,567,0.13047,0.19098
2013,17-29 y.,5th Quintile,Often,0.06702,31,433,0.04344,0.09060
2013,17-29 y.,5th Quintile,Sometimes,0.24340,134,433,0.20293,0.28387
2013,17-29 y.,5th Quintile,Seldom,0.42882,190,433,0.38215,0.47550
2013,17-29 y.,5th Quintile,Never,0.13699,78,433,0.10456,0.16941
2013,30-45 y.,1st Quintile,Very often,0.03589,71,1768,0.02722,0.04456
2013,30-45 y.,1st Quintile,Often,0.12981,230,1768,0.11414,0.14548
2013,30-45 y.,1st Quintile,Sometimes,0.35127,612,1768,0.32902,0.37353
2013,30-45 y.,1st Quintile,Seldom,0.33165,582,1768,0.30970,0.35360
2013,30-45 y.,1st Quintile,Never,0.13327,273,1768,0.11742,0.14911
2013,30-45 y.,2nd Quintile,Often,0.09070,173,1752,0.07725,0.10415
2013,30-45 y.,2nd Quintile,Sometimes,0.38630,677,1752,0.36350,0.40911
