year,age_gr,migback,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,No migration background,Very often,0.01112,42,2806,0.00724,0.01500
2013,17-29 y.,No migration background,Often,0.08348,243,2806,0.07324,0.09372
2013,17-29 y.,No migration background,Sometimes,0.31637,949,2806,0.29916,0.33358
2013,17-29 y.,No migration background,Seldom,0.34372,1105,2806,0.32614,0.36129
2013,17-29 y.,No migration background,Never,0.13662,467,2806,0.12391,0.14933
2013,17-29 y.,Direct migration background,Often,0.02851,32,277,0.00888,0.04814
2013,17-29 y.,Direct migration background,Sometimes,0.10109,90,277,0.06552,0.13665
2013,17-29 y.,Direct migration background,Seldom,0.12799,100,277,0.08858,0.16740
2013,17-29 y.,Direct migration background,Never,0.08214,55,277,0.04975,0.11454
2013,17-29 y.,Indirect migration background,Often,0.04152,56,465,0.02337,0.05967
2013,17-29 y.,Indirect migration background,Sometimes,0.11492,129,465,0.08590,0.14394
2013,17-29 y.,Indirect migration background,Seldom,0.15581,178,465,0.12281,0.18881
2013,17-29 y.,Indirect migration background,Never,0.10637,102,465,0.07832,0.13442
2013,30-45 y.,No migration background,Very often,0.01589,99,6265,0.01279,0.01898
2013,30-45 y.,No migration background,Often,0.07550,511,6265,0.06896,0.08205
2013,30-45 y.,No migration background,Sometimes,0.36222,2262,6265,0.35032,0.37413
2013,30-45 y.,No migration background,Seldom,0.38527,2376,6265,0.37322,0.39732
2013,30-45 y.,No migration background,Never,0.13770,1017,6265,0.12917,0.14623
2013,30-45 y.,Direct migration background,Very often,0.01057,44,1222,0.00483,0.01630
2013,30-45 y.,Direct migration background,Often,0.05146,153,1222,0.03906,0.06385
2013,30-45 y.,Direct migration background,Sometimes,0.13379,411,1222,0.11469,0.15288
2013,30-45 y.,Direct migration background,Seldom,0.14095,387,1222,0.12143,0.16047
2013,30-45 y.,Direct migration background,Never,0.08167,227,1222,0.06630,0.09703
2013,30-45 y.,Indirect migration background,Often,0.05252,59,497,0.03289,0.07216
2013,30-45 y.,Indirect migration background,Sometimes,0.20270,166,497,0.16732,0.23808
2013,30-45 y.,Indirect migration background,Seldom,0.22151,184,497,0.18497,0.25806
2013,30-45 y.,Indirect migration background,Never,0.13601,88,497,0.10584,0.16618
2013,46-65 y.,No migration background,Very often,0.01825,123,7961,0.01531,0.02119
2013,46-65 y.,No migration background,Often,0.07242,545,7961,0.06672,0.07811
2013,46-65 y.,No migration background,Sometimes,0.34241,2642,7961,0.33198,0.35283
2013,46-65 y.,No migration background,Seldom,0.39799,3251,7961,0.38724,0.40875
2013,46-65 y.,No migration background,Never,0.15723,1400,7961,0.14923,0.16523
2013,46-65 y.,Direct migration background,Often,0.07847,98,838,0.06026,0.09669
2013,46-65 y.,Direct migration background,Sometimes,0.26028,307,838,0.23056,0.29001
2013,46-65 y.,Direct migration background,Seldom,0.19111,260,838,0.16448,0.21775
2013,46-65 y.,Direct migration background,Never,0.11522,173,838,0.09359,0.13685
2013,46-65 y.,Indirect migration background,Sometimes,0.29417,43,104,0.20617,0.38217
2013,46-65 y.,Indirect migration background,Seldom,0.45898,61,104,0.36274,0.55521
2013,66 and older,No migration background,Very often,0.02537,97,4546,0.02079,0.02994
2013,66 and older,No migration background,Often,0.08570,351,4546,0.07756,0.09383
2013,66 and older,No migration background,Sometimes,0.33883,1474,4546,0.32507,0.35259
2013,66 and older,No migration background,Seldom,0.34834,1676,4546,0.33449,0.36219
2013,66 and older,No migration background,Never,0.19431,948,4546,0.18281,0.20582
2013,66 and older,Direct migration background,Often,0.12746,50,363,0.09310,0.16181
2013,66 and older,Direct migration background,Sometimes,0.27584,115,363,0.22980,0.32188
2013,66 and older,Direct migration background,Seldom,0.26838,113,363,0.22274,0.31403
2013,66 and older,Direct migration background,Never,0.21996,85,363,0.17728,0.26263
2019,30-45 y.,Direct migration background,Sometimes,0.00188,44,44,-0.01108,0.01485
2021,17-29 y.,No migration background,Very often,0.02921,62,1781,0.02139,0.03704
2021,17-29 y.,No migration background,Often,0.12201,255,1781,0.10681,0.13722
2021,17-29 y.,No migration background,Sometimes,0.34336,667,1781,0.32130,0.36542
2021,17-29 y.,No migration background,Seldom,0.34080,623,1781,0.31878,0.36282
2021,17-29 y.,No migration background,Never,0.09817,174,1781,0.08435,0.11200
2021,17-29 y.,Direct migration background,Very often,0.07843,123,1016,0.06189,0.09497
2021,17-29 y.,Direct migration background,Often,0.17999,182,1016,0.15636,0.20363
2021,17-29 y.,Direct migration background,Sometimes,0.30777,383,1016,0.27938,0.33617
2021,17-29 y.,Direct migration background,Seldom,0.21326,187,1016,0.18806,0.23846
2021,17-29 y.,Direct migration background,Never,0.13807,141,1016,0.11685,0.15929
2021,17-29 y.,Indirect migration background,Often,0.16891,67,392,0.13177,0.20605
2021,17-29 y.,Indirect migration background,Sometimes,0.31071,143,392,0.26484,0.35658
2021,17-29 y.,Indirect migration background,Seldom,0.32175,127,392,0.27545,0.36806
2021,17-29 y.,Indirect migration background,Never,0.12170,55,392,0.08929,0.15411
2021,30-45 y.,No migration background,Very often,0.04721,133,2613,0.03908,0.05535
2021,30-45 y.,No migration background,Often,0.14114,414,2613,0.12778,0.15449
2021,30-45 y.,No migration background,Sometimes,0.36517,940,2613,0.34671,0.38363
2021,30-45 y.,No migration background,Seldom,0.34687,826,2613,0.32862,0.36513
2021,30-45 y.,No migration background,Never,0.09946,300,2613,0.08798,0.11094
2021,30-45 y.,Direct migration background,Very often,0.07905,341,2305,0.06804,0.09007
2021,30-45 y.,Direct migration background,Often,0.17460,447,2305,0.15909,0.19010
2021,30-45 y.,Direct migration background,Sometimes,0.36588,818,2305,0.34621,0.38554
2021,30-45 y.,Direct migration background,Seldom,0.25054,421,2305,0.23285,0.26823
2021,30-45 y.,Direct migration background,Never,0.11283,278,2305,0.09991,0.12575
2021,30-45 y.,Indirect migration background,Often,0.15579,52,302,0.11482,0.19677
2021,30-45 y.,Indirect migration background,Sometimes,0.34268,97,302,0.28906,0.39629
2021,30-45 y.,Indirect migration background,Seldom,0.31662,106,302,0.26407,0.36917
2021,30-45 y.,Indirect migration background,Never,0.12461,47,302,0.08730,0.16193
2021,46-65 y.,No migration background,Very often,0.04340,251,5594,0.03806,0.04874
2021,46-65 y.,No migration background,Often,0.13858,781,5594,0.12953,0.14764
2021,46-65 y.,No migration background,Sometimes,0.36744,1985,5594,0.35481,0.38008
2021,46-65 y.,No migration background,Seldom,0.33808,1873,5594,0.32568,0.35048
2021,46-65 y.,No migration background,Never,0.11187,704,5594,0.10361,0.12013
2021,46-65 y.,Direct migration background,Very often,0.05431,184,1471,0.04272,0.06589
2021,46-65 y.,Direct migration background,Often,0.20532,289,1471,0.18467,0.22597
2021,46-65 y.,Direct migration background,Sometimes,0.34851,518,1471,0.32415,0.37287
2021,46-65 y.,Direct migration background,Seldom,0.27057,320,1471,0.24786,0.29328
2021,46-65 y.,Direct migration background,Never,0.11151,160,1471,0.09542,0.12760
2021,46-65 y.,Indirect migration background,Sometimes,0.34043,62,143,0.26249,0.41837
2021,46-65 y.,Indirect migration background,Seldom,0.41142,81,143,0.33048,0.49236
2021,66 and older,No migration background,Very often,0.05462,176,3228,0.04678,0.06247
2021,66 and older,No migration background,Often,0.16797,510,3228,0.15507,0.18086
2021,66 and older,No migration background,Sometimes,0.36081,1161,3228,0.34424,0.37738
2021,66 and older,No migration background,Seldom,0.31393,1044,3228,0.29791,0.32994
2021,66 and older,No migration background,Never,0.10209,337,3228,0.09164,0.11254
2021,66 and older,Direct migration background,Often,0.19390,64,311,0.14989,0.23792
2021,66 and older,Direct migration background,Sometimes,0.31135,117,311,0.25981,0.36290
2021,66 and older,Direct migration background,Seldom,0.43119,97,311,0.37606,0.48632
2021,66 and older,Direct migration background,Never,0.03816,33,311,0.01684,0.05949
