year,rentown,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2001,Owner,West,2200,466.4840455720592,456.55720080550753,476.41089033861084,307.0,409.0,614.0,26.0,1074.5,409.0,383.0,409.0
2001,Owner,East,527,399.9050847203068,382.5796009345617,417.23056850605184,256.0,358.0,511.0,61.0,893.5,358.0,307.0,409.0
2001,Tenant,West,2284,350.18245465708014,341.36780799235936,358.9971013218009,205.0,307.0,460.0,0.0,842.5,307.0,307.0,307.0
2001,Tenant,East,798,302.7793229777739,291.4235025978809,314.13514335766695,205.0,256.0,409.0,26.0,715.0,256.0,256.0,256.0
2002,Owner,West,,,,,,,,,,,,
2002,Owner,East,,,,,,,,,,,,
2002,Tenant,West,,,,,,,,,,,,
2002,Tenant,East,,,,,,,,,,,,
2003,Owner,West,2418,472.0414932669584,461.7193929653009,482.3635935686159,300.0,400.0,600.0,40.0,1050.0,400.0,350.0,400.0
2003,Owner,East,508,432.86708655576456,414.80023818680456,450.93393492472455,300.0,400.0,500.0,60.0,800.0,400.0,400.0,400.0
2003,Tenant,West,2229,354.9372733119849,346.3030367565314,363.57150986743835,200.0,300.0,450.0,0.0,825.0,300.0,300.0,300.0
2003,Tenant,East,750,330.1311764776081,316.9452941111021,343.3170588441141,200.0,300.0,400.0,20.0,700.0,300.0,300.0,350.0
2004,Owner,West,,,,,,,,,,,,
2004,Owner,East,,,,,,,,,,,,
2004,Tenant,West,,,,,,,,,,,,
2004,Tenant,East,,,,,,,,,,,,
2005,Owner,West,2328,478.1942640941444,467.9854203643752,488.40310782391356,300.0,450.0,600.0,50.0,1050.0,450.0,450.0,500.0
2005,Owner,East,477,432.14253026710935,411.9972366057068,452.2878239285119,300.0,400.0,500.0,60.0,800.0,400.0,400.0,400.0
2005,Tenant,West,2128,355.42080185038,346.5540827804774,364.28752092028253,200.0,300.0,450.0,25.0,825.0,300.0,300.0,300.0
2005,Tenant,East,760,327.29196889764273,313.7983926877125,340.78554510757294,200.0,280.0,400.0,40.0,700.0,280.0,260.0,310.0
2006,Owner,West,,,,,,,,,,,,
2006,Owner,East,,,,,,,,,,,,
2006,Tenant,West,,,,,,,,,,,,
2006,Tenant,East,,,,,,,,,,,,
2007,Owner,West,2348,494.4642981228939,483.2568077879641,505.67178845782377,300.0,420.0,600.0,50.0,1050.0,420.0,390.0,440.0
2007,Owner,East,550,434.49672218720207,416.4851603739347,452.5082840004694,280.0,400.0,500.0,60.0,830.0,400.0,400.0,400.0
2007,Tenant,West,2186,354.4501774128992,345.15787927372173,363.7424755520767,200.0,300.0,450.0,20.0,825.0,300.0,300.0,300.0
2007,Tenant,East,777,315.06080919861824,301.7767132572012,328.3449051400353,200.0,300.0,400.0,40.0,700.0,300.0,300.0,350.0
2008,Owner,West,,,,,,,,,,,,
2008,Owner,East,,,,,,,,,,,,
2008,Tenant,West,,,,,,,,,,,,
2008,Tenant,East,,,,,,,,,,,,
2009,Owner,West,,,,,,,,,,,,
2009,Owner,East,,,,,,,,,,,,
2009,Tenant,West,,,,,,,,,,,,
2009,Tenant,East,,,,,,,,,,,,
2010,Owner,West,,,,,,,,,,,,
2010,Owner,East,,,,,,,,,,,,
2010,Tenant,West,,,,,,,,,,,,
2010,Tenant,East,,,,,,,,,,,,
2011,Owner,West,2574,479.64149031679506,469.78737118608086,489.49560944750925,300.0,400.0,600.0,50.0,1050.0,400.0,350.0,400.0
2011,Owner,East,604,417.5485394102195,402.72421174811274,432.3728670723263,300.0,400.0,500.0,40.0,800.0,400.0,400.0,440.0
2011,Tenant,West,2310,328.6567848637896,320.4090651003044,336.9045046272748,200.0,300.0,400.0,0.0,700.0,300.0,300.0,320.0
2011,Tenant,East,833,307.945884937042,295.63270345402475,320.2590664200593,200.0,250.0,400.0,25.0,700.0,250.0,200.0,250.0
2012,Owner,West,,,,,,,,,,,,
2012,Owner,East,,,,,,,,,,,,
2012,Tenant,West,,,,,,,,,,,,
2012,Tenant,East,,,,,,,,,,,,
2013,Owner,West,2582,481.267069540192,471.0732621621806,491.4608769182034,300.0,400.0,600.0,50.0,1050.0,400.0,350.0,400.0
2013,Owner,East,514,426.14433313012063,408.2576097672729,444.03105649296833,300.0,400.0,500.0,70.0,800.0,400.0,400.0,400.0
2013,Tenant,West,2820,332.176597824499,324.68712915828337,339.6660664907147,200.0,300.0,400.0,0.0,700.0,300.0,300.0,325.125
2013,Tenant,East,766,313.7452300674326,300.3084479654013,327.1820121694639,200.0,283.0943238721725,400.0,25.0,700.0,280.0,260.0,310.0
2014,Owner,West,,,,,,,,,,,,
2014,Owner,East,,,,,,,,,,,,
2014,Tenant,West,,,,,,,,,,,,
2014,Tenant,East,,,,,,,,,,,,
2015,Owner,West,,,,,,,,,,,,
2015,Owner,East,,,,,,,,,,,,
2015,Tenant,West,,,,,,,,,,,,
2015,Tenant,East,,,,,,,,,,,,
2016,Owner,West,2239,479.0766819240138,468.54128802099825,489.6120758270294,300.0,400.0,600.0,60.0,1050.0,400.0,350.0,400.0
2016,Owner,East,399,436.557906154308,412.5506990130257,460.5651132955903,300.0,400.0,500.0,20.0,800.0,400.0,400.0,400.5
2016,Tenant,West,2337,350.4950312255082,342.3919720477933,358.5980904032232,200.0,300.0,450.0,40.0,825.0,300.0,300.0,300.0
2016,Tenant,East,669,330.20546852600603,317.1390552630937,343.27188178891834,200.0,300.0,400.0,40.0,700.0,300.0,300.0,300.0
2017,Owner,West,,,,,,,,,,,,
2017,Owner,East,,,,,,,,,,,,
2017,Tenant,West,,,,,,,,,,,,
2017,Tenant,East,,,,,,,,,,,,
2018,Owner,West,2475,483.3200859247372,473.5411430597116,493.0990287897628,300.0,450.0,600.0,49.0,1050.0,450.0,400.0,500.0
2018,Owner,East,399,454.91280805197874,431.3714906219941,478.4541254819634,300.0,400.0,600.0,20.0,1050.0,400.0,400.0,400.0
2018,Tenant,West,3419,351.3570390558404,344.54878282216254,358.16529528951827,200.0,300.0,450.0,20.0,825.0,300.0,300.0,300.0
2018,Tenant,East,813,339.0729407031322,325.6965498451649,352.4493315610995,200.0,300.0,400.0,30.0,700.0,300.0,291.0,300.5
2019,Owner,West,,,,,,,,,,,,
2019,Owner,East,,,,,,,,,,,,
2019,Tenant,West,,,,,,,,,,,,
2019,Tenant,East,,,,,,,,,,,,
2020,Owner,West,2365,492.71041722293154,482.76264942466804,502.65818502119504,300.0,450.0,600.0,50.0,1050.0,450.0,400.0,500.0
2020,Owner,East,454,476.6468485808739,449.79159741172947,503.5020997500183,300.0,450.0,600.0,60.0,1050.0,450.0,400.0,500.0
2020,Tenant,West,3509,354.83327458094254,347.93750855388663,361.72904060799846,200.0,300.0,450.0,10.0,825.0,300.0,300.0,300.0
2020,Tenant,East,748,342.4316098461397,327.37836909940745,357.4848505928719,200.0,300.0,400.0,40.0,700.0,300.0,300.0,320.0
2021,Owner,West,,,,,,,,,,,,
2021,Owner,East,,,,,,,,,,,,
2021,Tenant,West,,,,,,,,,,,,
2021,Tenant,East,,,,,,,,,,,,
