year,bula_h,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No,0.82016,493,493,0.78622,0.85410
2009,Hamburg,No,0.85126,249,249,0.80697,0.89554
2009,Lower Saxony,Yes,0.03684,78,1633,0.02770,0.04598
2009,Lower Saxony,No,0.81118,1555,1633,0.79220,0.83017
2009,Bremen,No,0.85578,116,116,0.79157,0.91999
2009,North Rhine-Westphalia,Yes,0.05121,181,3628,0.04403,0.05838
2009,North Rhine-Westphalia,No,0.78577,3447,3628,0.77242,0.79912
2009,Hesse,Yes,0.06465,75,1217,0.05083,0.07847
2009,Hesse,No,0.75379,1142,1217,0.72958,0.77801
2009,"Rhineland-Palatinate, Saarland",Yes,0.05160,65,1024,0.03804,0.06515
2009,"Rhineland-Palatinate, Saarland",No,0.77222,959,1024,0.74652,0.79792
2009,Baden-Wuerttemberg,Yes,0.04252,104,2107,0.03391,0.05114
2009,Baden-Wuerttemberg,No,0.78676,2003,2107,0.76927,0.80425
2009,Bavaria,Yes,0.04538,129,2609,0.03739,0.05337
2009,Bavaria,No,0.79403,2480,2609,0.77851,0.80955
2009,Berlin,Yes,0.05855,42,683,0.04093,0.07617
2009,Berlin,No,0.80851,641,683,0.77898,0.83804
2009,Brandenburg,Yes,0.03603,31,789,0.02302,0.04905
2009,Brandenburg,No,0.81572,758,789,0.78865,0.84279
2009,Mecklenburg-Western Pomerania,No,0.83091,450,450,0.79623,0.86558
2009,Saxony,Yes,0.04048,47,1369,0.03004,0.05093
2009,Saxony,No,0.82526,1322,1369,0.80514,0.84539
2009,Saxony-Anhalt,Yes,0.03484,32,769,0.02187,0.04781
2009,Saxony-Anhalt,No,0.84980,737,769,0.82453,0.87507
2009,Thuringa,Yes,0.05270,41,823,0.03743,0.06798
2009,Thuringa,No,0.79738,782,823,0.76990,0.82486
2011,Schleswig-Holstein,No,0.71724,621,621,0.68179,0.75269
2011,Hamburg,No,0.75922,290,290,0.70993,0.80852
2011,Lower Saxony,Yes,0.03744,101,1908,0.02892,0.04596
2011,Lower Saxony,No,0.72200,1807,1908,0.70190,0.74211
2011,Bremen,No,0.70582,120,120,0.62395,0.78769
2011,North Rhine-Westphalia,Yes,0.04960,255,4131,0.04298,0.05622
2011,North Rhine-Westphalia,No,0.71444,3876,4131,0.70067,0.72822
2011,Hesse,Yes,0.05776,96,1409,0.04557,0.06995
2011,Hesse,No,0.67602,1313,1409,0.65157,0.70046
2011,"Rhineland-Palatinate, Saarland",Yes,0.05692,74,1206,0.04384,0.07000
2011,"Rhineland-Palatinate, Saarland",No,0.70037,1132,1206,0.67450,0.72623
2011,Baden-Wuerttemberg,Yes,0.03884,125,2486,0.03124,0.04643
2011,Baden-Wuerttemberg,No,0.70993,2361,2486,0.69209,0.72778
2011,Bavaria,Yes,0.05534,220,3184,0.04740,0.06329
2011,Bavaria,No,0.71444,2964,3184,0.69875,0.73013
2011,Berlin,Yes,0.05392,53,781,0.03807,0.06977
2011,Berlin,No,0.74716,728,781,0.71666,0.77766
2011,Brandenburg,Yes,0.05271,55,882,0.03796,0.06747
2011,Brandenburg,No,0.73986,827,882,0.71089,0.76883
2011,Mecklenburg-Western Pomerania,Yes,0.05559,32,515,0.03578,0.07540
2011,Mecklenburg-Western Pomerania,No,0.74288,483,515,0.70509,0.78066
2011,Saxony,Yes,0.05108,74,1404,0.03956,0.06260
2011,Saxony,No,0.74163,1330,1404,0.71873,0.76454
2011,Saxony-Anhalt,Yes,0.03508,45,867,0.02282,0.04733
2011,Saxony-Anhalt,No,0.76564,822,867,0.73743,0.79385
2011,Thuringa,Yes,0.05277,51,884,0.03802,0.06752
2011,Thuringa,No,0.74484,833,884,0.71609,0.77360
2013,Schleswig-Holstein,Yes,0.03611,34,593,0.02108,0.05114
2013,Schleswig-Holstein,No,0.68113,559,593,0.64359,0.71867
2013,Hamburg,No,0.66198,289,289,0.60735,0.71662
2013,Lower Saxony,Yes,0.04957,127,1775,0.03947,0.05967
2013,Lower Saxony,No,0.66882,1648,1775,0.64692,0.69072
2013,Bremen,No,0.59765,111,111,0.50601,0.68929
2013,North Rhine-Westphalia,Yes,0.05694,289,3718,0.04949,0.06439
2013,North Rhine-Westphalia,No,0.63392,3429,3718,0.61844,0.64941
2013,Hesse,Yes,0.05707,96,1290,0.04441,0.06974
2013,Hesse,No,0.62943,1194,1290,0.60306,0.65579
2013,"Rhineland-Palatinate, Saarland",Yes,0.05297,85,1098,0.03972,0.06623
2013,"Rhineland-Palatinate, Saarland",No,0.65656,1013,1098,0.62845,0.68466
2013,Baden-Wuerttemberg,Yes,0.04777,141,2123,0.03870,0.05685
2013,Baden-Wuerttemberg,No,0.62694,1982,2123,0.60636,0.64751
2013,Bavaria,Yes,0.05928,219,2947,0.05075,0.06781
