year,age_gr,bula_h,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Schleswig-Holstein,No,0.91662,82,82,0.85642,0.97683
2009,17-29 y.,Hamburg,No,0.94144,53,53,0.87763,1.00526
2009,17-29 y.,Lower Saxony,No,0.94768,223,223,0.91838,0.97697
2009,17-29 y.,North Rhine-Westphalia,No,0.90343,527,527,0.87819,0.92867
2009,17-29 y.,Hesse,No,0.92679,184,184,0.88904,0.96453
2009,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.84680,153,153,0.78954,0.90406
2009,17-29 y.,Baden-Wuerttemberg,No,0.92003,392,392,0.89315,0.94692
2009,17-29 y.,Bavaria,No,0.91012,405,405,0.88223,0.93801
2009,17-29 y.,Berlin,No,0.91366,117,117,0.86255,0.96478
2009,17-29 y.,Brandenburg,No,0.91724,100,100,0.86297,0.97151
2009,17-29 y.,Mecklenburg-Western Pomerania,No,0.96754,61,61,0.92270,1.01238
2009,17-29 y.,Saxony,No,0.92364,219,219,0.88839,0.95890
2009,17-29 y.,Saxony-Anhalt,No,0.98068,135,135,0.95738,1.00399
2009,17-29 y.,Thuringa,No,0.95780,131,131,0.92324,0.99236
2009,30-45 y.,Schleswig-Holstein,No,0.98702,105,105,0.96527,1.00877
2009,30-45 y.,Hamburg,No,0.91174,59,59,0.83873,0.98474
2009,30-45 y.,Lower Saxony,No,0.96210,435,435,0.94413,0.98007
2009,30-45 y.,Bremen,No,0.86656,38,38,0.75699,0.97613
2009,30-45 y.,North Rhine-Westphalia,Yes,0.07305,53,1000,0.05692,0.08919
2009,30-45 y.,North Rhine-Westphalia,No,0.92695,947,1000,0.91081,0.94308
2009,30-45 y.,Hesse,No,0.91748,298,298,0.88619,0.94878
2009,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.93941,233,233,0.90871,0.97011
2009,30-45 y.,Baden-Wuerttemberg,No,0.94087,554,554,0.92121,0.96053
2009,30-45 y.,Bavaria,Yes,0.05399,36,724,0.03751,0.07046
2009,30-45 y.,Bavaria,No,0.94601,688,724,0.92954,0.96249
2009,30-45 y.,Berlin,No,0.96040,146,146,0.92866,0.99215
2009,30-45 y.,Brandenburg,No,0.96625,177,177,0.93958,0.99293
2009,30-45 y.,Mecklenburg-Western Pomerania,No,0.91307,104,104,0.85866,0.96748
2009,30-45 y.,Saxony,No,0.95992,328,328,0.93867,0.98118
2009,30-45 y.,Saxony-Anhalt,No,0.93594,165,165,0.89847,0.97342
