year,quintil_oecd,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Yes,0.06444,210,2879,0.05547,0.07341
2009,1st Quintile,No,0.75451,2669,2879,0.73878,0.77023
2009,2nd Quintile,Yes,0.04357,142,3166,0.03645,0.05068
2009,2nd Quintile,No,0.76401,3024,3166,0.74922,0.77881
2009,3rd Quintile,Yes,0.03990,136,3434,0.03336,0.04645
2009,3rd Quintile,No,0.80070,3298,3434,0.78734,0.81406
2009,4th Quintile,Yes,0.04350,181,3732,0.03696,0.05005
2009,4th Quintile,No,0.80949,3551,3732,0.79689,0.82210
2009,5th Quintile,Yes,0.04506,215,4802,0.03919,0.05093
2009,5th Quintile,No,0.85295,4587,4802,0.84293,0.86297
2011,1st Quintile,Yes,0.06569,217,2462,0.05590,0.07548
2011,1st Quintile,No,0.60712,2245,2462,0.58782,0.62641
2011,2nd Quintile,Yes,0.04587,157,2762,0.03807,0.05367
2011,2nd Quintile,No,0.67197,2605,2762,0.65446,0.68948
2011,3rd Quintile,Yes,0.04354,175,3070,0.03632,0.05076
2011,3rd Quintile,No,0.73660,2895,3070,0.72101,0.75218
2011,4th Quintile,Yes,0.04846,185,3218,0.04104,0.05588
2011,4th Quintile,No,0.75592,3033,3218,0.74107,0.77076
2011,5th Quintile,Yes,0.05100,217,4150,0.04431,0.05770
2011,5th Quintile,No,0.79872,3933,4150,0.78652,0.81092
2013,1st Quintile,Yes,0.07638,307,3103,0.06703,0.08573
2013,1st Quintile,No,0.63292,2796,3103,0.61595,0.64988
2013,2nd Quintile,Yes,0.05764,242,3436,0.04984,0.06543
2013,2nd Quintile,No,0.68976,3194,3436,0.67429,0.70523
2013,3rd Quintile,Yes,0.05607,249,3592,0.04855,0.06360
2013,3rd Quintile,No,0.72340,3343,3592,0.70877,0.73803
2013,4th Quintile,Yes,0.05543,268,3938,0.04828,0.06258
2013,4th Quintile,No,0.76466,3670,3938,0.75140,0.77791
2013,5th Quintile,Yes,0.05542,283,4793,0.04894,0.06190
2013,5th Quintile,No,0.80929,4510,4793,0.79817,0.82042
2015,1st Quintile,Yes,0.09454,531,5007,0.08643,0.10264
2015,1st Quintile,No,0.70152,4476,5007,0.68884,0.71419
2015,2nd Quintile,Yes,0.07408,403,5281,0.06701,0.08114
2015,2nd Quintile,No,0.75283,4878,5281,0.74120,0.76447
2015,3rd Quintile,Yes,0.06418,332,4880,0.05730,0.07105
2015,3rd Quintile,No,0.77426,4548,4880,0.76253,0.78600
2015,4th Quintile,Yes,0.05905,311,4767,0.05236,0.06574
2015,4th Quintile,No,0.80378,4456,4767,0.79250,0.81505
2015,5th Quintile,Yes,0.05851,307,5101,0.05207,0.06495
2015,5th Quintile,No,0.83789,4794,5101,0.82778,0.84801
2017,1st Quintile,Yes,0.10819,550,4676,0.09928,0.11709
2017,1st Quintile,No,0.65967,4126,4676,0.64609,0.67325
2017,2nd Quintile,Yes,0.07030,381,4851,0.06310,0.07749
2017,2nd Quintile,No,0.75923,4470,4851,0.74720,0.77126
2017,3rd Quintile,Yes,0.06046,291,4415,0.05343,0.06750
2017,3rd Quintile,No,0.77646,4124,4415,0.76417,0.78875
2017,4th Quintile,Yes,0.06220,293,4340,0.05501,0.06938
2017,4th Quintile,No,0.81421,4047,4340,0.80263,0.82578
2017,5th Quintile,Yes,0.04398,219,4554,0.03802,0.04994
2017,5th Quintile,No,0.84859,4335,4554,0.83817,0.85900
2019,1st Quintile,Yes,0.10319,567,4398,0.09419,0.11218
2019,1st Quintile,No,0.65626,3831,4398,0.64222,0.67030
2019,2nd Quintile,Yes,0.08022,489,4763,0.07251,0.08794
2019,2nd Quintile,No,0.73732,4274,4763,0.72482,0.74982
2019,3rd Quintile,Yes,0.07960,401,4509,0.07170,0.08750
2019,3rd Quintile,No,0.75855,4108,4509,0.74605,0.77104
2019,4th Quintile,Yes,0.07162,342,4270,0.06389,0.07936
2019,4th Quintile,No,0.78512,3928,4270,0.77280,0.79744
2019,5th Quintile,Yes,0.06440,312,4786,0.05745,0.07136
2019,5th Quintile,No,0.83367,4474,4786,0.82312,0.84422
2021,1st Quintile,Yes,0.11247,516,4717,0.10346,0.12149
2021,1st Quintile,No,0.67605,4201,4717,0.66269,0.68940
2021,2nd Quintile,Yes,0.08354,370,3582,0.07448,0.09260
2021,2nd Quintile,No,0.71916,3212,3582,0.70444,0.73388
2021,3rd Quintile,Yes,0.08667,313,3034,0.07666,0.09669
2021,3rd Quintile,No,0.72813,2721,3034,0.71229,0.74396
2021,4th Quintile,Yes,0.08562,297,3246,0.07599,0.09525
2021,4th Quintile,No,0.76922,2949,3246,0.75472,0.78371
2021,5th Quintile,Yes,0.08194,327,4281,0.07373,0.09016
2021,5th Quintile,No,0.78659,3954,4281,0.77431,0.79886
