year,age_gr,migback,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,Yes,0.01805,50,2296,0.01261,0.02350
2009,17-29 y.,No migration background,No,0.92007,2246,2296,0.90897,0.93116
2009,17-29 y.,Direct migration background,No,0.94317,173,173,0.90856,0.97777
2009,17-29 y.,Indirect migration background,No,0.89478,378,378,0.86380,0.92575
2009,30-45 y.,No migration background,Yes,0.05897,173,3876,0.05155,0.06638
2009,30-45 y.,No migration background,No,0.94103,3703,3876,0.93362,0.94845
2009,30-45 y.,Direct migration background,No,0.93297,502,502,0.91107,0.95486
2009,30-45 y.,Indirect migration background,No,0.93908,256,256,0.90972,0.96844
2009,46-65 y.,No migration background,Yes,0.07857,380,5660,0.07156,0.08558
2009,46-65 y.,No migration background,No,0.92143,5280,5660,0.91442,0.92844
2009,46-65 y.,Direct migration background,Yes,0.09396,56,619,0.07096,0.11697
2009,46-65 y.,Direct migration background,No,0.90604,563,619,0.88303,0.92904
2009,46-65 y.,Indirect migration background,No,0.99404,45,45,0.97129,1.01679
2009,66 and older,No migration background,Yes,0.04398,157,3821,0.03748,0.05048
2009,66 and older,No migration background,No,0.95602,3664,3821,0.94952,0.96252
2009,66 and older,Direct migration background,No,0.93403,318,318,0.90671,0.96136
2011,17-29 y.,No migration background,Yes,0.02964,87,2395,0.02284,0.03643
2011,17-29 y.,No migration background,No,0.81977,2308,2395,0.80437,0.83517
2011,17-29 y.,Direct migration background,No,0.75546,213,213,0.69760,0.81332
2011,17-29 y.,Indirect migration background,No,0.79687,374,374,0.75604,0.83770
2011,30-45 y.,No migration background,Yes,0.05406,241,3956,0.04701,0.06111
2011,30-45 y.,No migration background,No,0.75244,3715,3956,0.73899,0.76589
2011,30-45 y.,Direct migration background,No,0.65478,561,561,0.61540,0.69416
2011,30-45 y.,Indirect migration background,No,0.72902,288,288,0.67760,0.78045
2011,46-65 y.,No migration background,Yes,0.09233,581,6893,0.08550,0.09916
2011,46-65 y.,No migration background,No,0.86678,6312,6893,0.85876,0.87480
2011,46-65 y.,Direct migration background,Yes,0.08855,63,793,0.06876,0.10834
2011,46-65 y.,Direct migration background,No,0.86539,730,793,0.84162,0.88916
2011,46-65 y.,Indirect migration background,No,0.83897,78,78,0.75688,0.92107
2011,66 and older,No migration background,Yes,0.03605,169,4696,0.03072,0.04139
2011,66 and older,No migration background,No,0.96310,4527,4696,0.95771,0.96849
2011,66 and older,Direct migration background,No,0.93910,396,396,0.91552,0.96269
2013,17-29 y.,No migration background,Yes,0.02772,82,2048,0.02061,0.03484
2013,17-29 y.,No migration background,No,0.79283,1966,2048,0.77527,0.81039
2013,17-29 y.,Direct migration background,No,0.31443,170,170,0.24443,0.38443
2013,17-29 y.,Indirect migration background,No,0.38308,305,305,0.32843,0.43772
2013,30-45 y.,No migration background,Yes,0.06365,230,3304,0.05533,0.07198
2013,30-45 y.,No migration background,No,0.73811,3074,3304,0.72311,0.75310
2013,30-45 y.,Direct migration background,No,0.30992,467,467,0.26793,0.35191
2013,30-45 y.,Indirect migration background,No,0.47603,257,257,0.41485,0.53721
2013,46-65 y.,No migration background,Yes,0.09882,633,6533,0.09159,0.10606
2013,46-65 y.,No migration background,No,0.84790,5900,6533,0.83919,0.85661
2013,46-65 y.,Direct migration background,Yes,0.07097,69,685,0.05172,0.09021
2013,46-65 y.,Direct migration background,No,0.56176,616,685,0.52457,0.59894
2013,46-65 y.,Indirect migration background,No,0.74650,85,85,0.65347,0.83953
2013,66 and older,No migration background,Yes,0.05744,239,4551,0.05068,0.06420
2013,66 and older,No migration background,No,0.94072,4312,4551,0.93386,0.94758
2013,66 and older,Direct migration background,No,0.88137,361,361,0.84797,0.91477
2015,17-29 y.,No migration background,Yes,0.05119,140,2560,0.04265,0.05972
2015,17-29 y.,No migration background,No,0.86937,2420,2560,0.85631,0.88243
2015,17-29 y.,Direct migration background,No,0.64893,575,575,0.60988,0.68797
2015,17-29 y.,Indirect migration background,No,0.88627,748,748,0.86350,0.90904
2015,30-45 y.,No migration background,Yes,0.08338,369,4777,0.07554,0.09122
2015,30-45 y.,No migration background,No,0.90994,4408,4777,0.90182,0.91806
2015,30-45 y.,Direct migration background,Yes,0.04224,90,1969,0.03335,0.05112
2015,30-45 y.,Direct migration background,No,0.77895,1879,1969,0.76061,0.79728
2015,30-45 y.,Indirect migration background,Yes,0.06524,41,610,0.04562,0.08485
2015,30-45 y.,Indirect migration background,No,0.90411,569,610,0.88073,0.92750
2015,46-65 y.,No migration background,Yes,0.11548,784,7278,0.10814,0.12283
2015,46-65 y.,No migration background,No,0.88305,6494,7278,0.87567,0.89044
2015,46-65 y.,Direct migration background,Yes,0.11915,139,1425,0.10232,0.13597
2015,46-65 y.,Direct migration background,No,0.83033,1286,1425,0.81084,0.84983
2015,46-65 y.,Indirect migration background,No,0.88503,153,153,0.83432,0.93574
2015,66 and older,No migration background,Yes,0.05968,238,4448,0.05272,0.06665
2015,66 and older,No migration background,No,0.93991,4210,4448,0.93293,0.94690
2015,66 and older,Direct migration background,No,0.92941,410,410,0.90459,0.95423
2017,17-29 y.,No migration background,Yes,0.06057,186,2940,0.05195,0.06920
2017,17-29 y.,No migration background,No,0.87077,2754,2940,0.85865,0.88290
2017,17-29 y.,Direct migration background,No,0.76359,605,605,0.72971,0.79748
2017,17-29 y.,Indirect migration background,No,0.89289,777,777,0.87113,0.91465
