year,regtyp,sex,pli0097_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,male,Never,0.9068825910931174,14443,0.9021432459251851,0.9116219362610497
1985,Urban regions,male,Seldom,0.05596570612050488,14443,0.052216992664244934,0.05971441957676483
1985,Urban regions,male,At least once per month,0.02262443438914027,14443,0.020199237682559826,0.025049631095720715
1985,Urban regions,male,At least once per week,0.014527268397237437,14443,0.01257588928581381,0.016478647508661064
1985,Urban regions,female,Never,0.9474775397373877,14443,0.9438393582626153,0.95111572121216
1985,Urban regions,female,Seldom,0.03570605851186363,14443,0.03267982078610643,0.038732296237620825
1985,Urban regions,female,At least once per month,0.0129002533978346,14443,0.011059875510183724,0.014740631285485478
1985,Urban regions,female,At least once per week,0.003916148352914075,14443,0.002897545511715202,0.004934751194112948
1985,Rural regions,male,Never,0.874561403508772,14443,0.8691596083377847,0.8799631986797593
1985,Rural regions,male,Seldom,0.0780701754385965,14443,0.07369476422273288,0.08244558665446011
1985,Rural regions,male,At least once per month,0.02982456140350877,14443,0.027050350103371278,0.032598772703646264
1985,Rural regions,male,At least once per week,0.017543859649122806,14443,0.015402712457593965,0.019685006840651647
1985,Rural regions,female,Never,0.9537037037037037,14443,0.9502767579904179,0.9571306494169896
1985,Rural regions,female,Seldom,0.030303030303030304,14443,0.027507344152530974,0.03309871645352964
1985,Rural regions,female,At least once per month,0.011784511784511785,14443,0.01002452668337148,0.01354449688565209
1985,Rural regions,female,At least once per week,0.004208754208754209,14443,0.003152938061700378,0.005264570355808039
1986,Urban regions,male,Never,0.907239263803681,13742,0.9023889022659549,0.9120896253414071
1986,Urban regions,male,Seldom,0.05840490797546012,13742,0.05448398903187471,0.062325826919045535
1986,Urban regions,male,At least once per month,0.020122699386503066,13742,0.017774904959104134,0.022470493813902
1986,Urban regions,male,At least once per week,0.014233128834355829,13742,0.012252658238369317,0.01621359943034234
1986,Urban regions,female,Never,0.9495899662325132,13742,0.9459318487249885,0.953248083740038
1986,Urban regions,female,Seldom,0.03690303907380608,13742,0.033750959504768044,0.04005511864284411
1986,Urban regions,female,At least once per month,0.010130246020260492,13742,0.008455958181460967,0.011804533859060017
1986,Urban regions,female,At least once per week,0.003376748673420164,13742,0.0024068062035339914,0.004346691143306337
1986,Rural regions,male,Never,0.8878760255241568,13742,0.8826006120307732,0.8931514390175403
1986,Rural regions,male,Seldom,0.06654512306289881,13742,0.062378004280506556,0.07071224184529107
1986,Rural regions,male,At least once per month,0.028258887876025523,13742,0.02548822349895241,0.031029552253098634
1986,Rural regions,male,At least once per week,0.01731996353691887,13742,0.015138687378115037,0.019501239695722705
1986,Rural regions,female,Never,0.9507908611599297,13742,0.9471742944439075,0.9544074278759519
1986,Rural regions,female,Seldom,0.03251318101933216,13742,0.029547780503873126,0.0354785815347912
1986,Rural regions,female,At least once per month,0.012302284710017574,13742,0.010459239406512754,0.014145330013522394
1986,Rural regions,female,At least once per week,0.004393673110720563,13742,0.0032878420245292745,0.005499504196911851
1988,Urban regions,male,Never,0.9062983995869902,12817,0.9012532739003295,0.9113435252736509
1988,Urban regions,male,Seldom,0.06530717604543108,12817,0.06102979652441926,0.06958455556644291
1988,Urban regions,male,At least once per month,0.016778523489932886,12817,0.014554878627277099,0.019002168352588673
1988,Urban regions,male,At least once per week,0.011615900877645843,12817,0.009760865472857523,0.013470936282434164
1988,Urban regions,female,Never,0.9578037620742247,12817,0.9543232911125747,0.9612842330358746
1988,Urban regions,female,Seldom,0.034316217590238944,12817,0.031164625116773044,0.037467810063704844
1988,Urban regions,female,At least once per month,0.005592272496187087,12817,0.004301233718092479,0.006883311274281694
1988,Urban regions,female,At least once per week,0.002287747839349263,12817,0.0014606257699828302,0.0031148699087156957
1988,Rural regions,male,Never,0.8804780876494024,12817,0.8748618442405419,0.8860943310582629
1988,Rural regions,male,Seldom,0.08266932270916334,12817,0.07790174228723673,0.08743690313108995
1988,Rural regions,male,At least once per month,0.025896414342629483,12817,0.02314671463322441,0.028646114052034558
1988,Rural regions,male,At least once per week,0.010956175298804782,12817,0.009153987134334247,0.012758363463275316
1988,Rural regions,female,Never,0.9496197718631179,12817,0.9458330115376312,0.9534065321886045
1988,Rural regions,female,Seldom,0.03612167300380228,12817,0.03289126100147327,0.039352085006131285
1988,Rural regions,female,At least once per month,0.010456273764258554,12817,0.008695235280256711,0.012217312248260398
1988,Rural regions,female,At least once per week,0.0038022813688212928,12817,0.002736770764373486,0.0048677919732691
1990,Urban regions,male,Never,0.8248964565117349,18165,0.8193695062452417,0.8304234067782281
1990,Urban regions,male,Seldom,0.12724344224574322,18165,0.12239722771685269,0.13208965677463375
1990,Urban regions,male,At least once per month,0.032903819604233775,18165,0.030309661972910566,0.035497977235556984
1990,Urban regions,male,At least once per week,0.01495628163828808,18165,0.013191146581118102,0.01672141669545806
1990,Urban regions,female,Never,0.8834070796460177,18165,0.8787398959123873,0.8880742633796481
1990,Urban regions,female,Seldom,0.09115044247787611,18165,0.08696478427909375,0.09533610067665847
1990,Urban regions,female,At least once per month,0.018805309734513276,18165,0.016829904453875347,0.020780715015151205
1990,Urban regions,female,At least once per week,0.00663716814159292,18165,0.005456348051992466,0.007817988231193375
1990,Rural regions,male,Never,0.7682663207955037,18165,0.7621302714114685,0.774402370179539
1990,Rural regions,male,Seldom,0.14396887159533073,18165,0.13886361647738676,0.1490741267132747
1990,Rural regions,male,At least once per month,0.057068741893644616,18165,0.05369526658428803,0.0604422172030012
1990,Rural regions,male,At least once per week,0.030696065715520967,18165,0.028187591068651804,0.03320454036239013
1990,Rural regions,female,Never,0.8594838181073331,18165,0.8544299908571811,0.8645376453574851
1990,Rural regions,female,Seldom,0.0991396968455551,18165,0.09479368517207287,0.10348570851903732
