year,pgisced97,sampreg,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Upper Secondary Level,West,Never,0.93332,7065,7621,0.92772,0.93893
2007,Upper Secondary Level,East,Seldom,0.03073,84,2583,0.02407,0.03738
2007,Upper Secondary Level,East,Never,0.95903,2499,2583,0.95138,0.96667
2007,Post-secondary Non-tertiary Level,West,Seldom,0.05228,49,973,0.03828,0.06627
2007,Post-secondary Non-tertiary Level,West,Never,0.92922,924,973,0.91310,0.94534
2007,Post-secondary Non-tertiary Level,East,Never,0.93402,156,156,0.89494,0.97310
2007,First Stage of Tertiary Education,West,Seldom,0.08547,97,1069,0.06870,0.10224
2007,First Stage of Tertiary Education,West,Never,0.87922,972,1069,0.85967,0.89876
2007,First Stage of Tertiary Education,East,Never,0.90024,356,356,0.86907,0.93142
2007,Second Stage of Tertiary Education,West,At least once per week,0.01725,64,3059,0.01264,0.02187
2007,Second Stage of Tertiary Education,West,At least once per month,0.01875,70,3059,0.01394,0.02355
2007,Second Stage of Tertiary Education,West,Seldom,0.08984,297,3059,0.07971,0.09998
2007,Second Stage of Tertiary Education,West,Never,0.87416,2628,3059,0.86240,0.88591
2007,Second Stage of Tertiary Education,East,At least once per month,0.03460,50,1267,0.02453,0.04467
2007,Second Stage of Tertiary Education,East,Seldom,0.11227,153,1267,0.09488,0.12966
2007,Second Stage of Tertiary Education,East,Never,0.83998,1064,1267,0.81979,0.86018
2008,No answer / don't know,West,Never,0.87148,225,225,0.82765,0.91530
2008,No answer / don't know,East,Never,0.98421,79,79,0.95655,1.01188
2008,Pre-primary Level,West,Never,0.93019,245,245,0.89822,0.96217
2008,Pre-primary Level,East,Never,0.91735,77,77,0.85544,0.97926
2008,Primary Level,West,Never,0.97257,159,159,0.94710,0.99804
2008,Lower Secondary Level,West,Seldom,0.04019,68,1678,0.03079,0.04959
2008,Lower Secondary Level,West,Never,0.94677,1610,1678,0.93602,0.95751
2008,Lower Secondary Level,East,Never,0.95827,289,289,0.93517,0.98136
2008,Upper Secondary Level,West,At least once per week,0.00587,56,7189,0.00410,0.00763
2008,Upper Secondary Level,West,At least once per month,0.01483,135,7189,0.01203,0.01762
2008,Upper Secondary Level,West,Seldom,0.07058,534,7189,0.06466,0.07650
2008,Upper Secondary Level,West,Never,0.90872,6464,7189,0.90206,0.91538
2008,Upper Secondary Level,East,Seldom,0.04452,120,2455,0.03636,0.05268
2008,Upper Secondary Level,East,Never,0.94332,2335,2455,0.93417,0.95247
2008,Post-secondary Non-tertiary Level,West,Seldom,0.08319,70,893,0.06507,0.10132
2008,Post-secondary Non-tertiary Level,West,Never,0.89204,823,893,0.87167,0.91241
2008,Post-secondary Non-tertiary Level,East,Never,0.94548,153,153,0.90939,0.98158
2008,First Stage of Tertiary Education,West,Seldom,0.10908,126,1001,0.08976,0.12840
2008,First Stage of Tertiary Education,West,Never,0.86121,875,1001,0.83978,0.88264
2008,First Stage of Tertiary Education,East,Seldom,0.07955,37,362,0.05164,0.10747
2008,First Stage of Tertiary Education,East,Never,0.89457,325,362,0.86289,0.92625
2008,Second Stage of Tertiary Education,West,At least once per week,0.01653,62,2938,0.01192,0.02114
2008,Second Stage of Tertiary Education,West,At least once per month,0.02414,101,2938,0.01859,0.02970
2008,Second Stage of Tertiary Education,West,Seldom,0.10444,329,2938,0.09338,0.11550
2008,Second Stage of Tertiary Education,West,Never,0.85489,2446,2938,0.84215,0.86763
2008,Second Stage of Tertiary Education,East,At least once per month,0.03965,57,1219,0.02869,0.05061
2008,Second Stage of Tertiary Education,East,Seldom,0.10855,137,1219,0.09108,0.12602
2008,Second Stage of Tertiary Education,East,Never,0.83736,1025,1219,0.81663,0.85808
2009,No answer / don't know,West,Never,0.91594,221,221,0.87927,0.95261
2009,No answer / don't know,East,Never,0.91990,76,76,0.85847,0.98134
2009,Pre-primary Level,West,Never,0.92274,227,227,0.88793,0.95755
2009,Pre-primary Level,East,Never,0.87146,50,50,0.77774,0.96517
2009,Primary Level,West,Never,0.99513,147,147,0.98383,1.00642
2009,Lower Secondary Level,West,Seldom,0.03211,42,1500,0.02319,0.04104
2009,Lower Secondary Level,West,Never,0.95923,1458,1500,0.94922,0.96924
2009,Lower Secondary Level,East,Never,0.97718,253,253,0.95874,0.99562
2009,Upper Secondary Level,West,At least once per week,0.00551,44,6604,0.00372,0.00730
2009,Upper Secondary Level,West,At least once per month,0.01277,104,6604,0.01007,0.01548
2009,Upper Secondary Level,West,Seldom,0.05561,379,6604,0.05008,0.06114
2009,Upper Secondary Level,West,Never,0.92611,6077,6604,0.91980,0.93242
2009,Upper Secondary Level,East,Seldom,0.05180,106,2358,0.04285,0.06074
2009,Upper Secondary Level,East,Never,0.94206,2252,2358,0.93262,0.95149
2009,Post-secondary Non-tertiary Level,West,Seldom,0.07627,51,827,0.05817,0.09437
2009,Post-secondary Non-tertiary Level,West,Never,0.90566,776,827,0.88573,0.92560
2009,Post-secondary Non-tertiary Level,East,Never,0.89575,142,142,0.84530,0.94619
2009,First Stage of Tertiary Education,West,Seldom,0.09325,86,923,0.07448,0.11202
2009,First Stage of Tertiary Education,West,Never,0.88370,837,923,0.86301,0.90440
2009,First Stage of Tertiary Education,East,Never,0.90071,332,332,0.86849,0.93293
2009,Second Stage of Tertiary Education,West,At least once per week,0.01428,49,2804,0.00989,0.01867
2009,Second Stage of Tertiary Education,West,At least once per month,0.02131,74,2804,0.01597,0.02666
2009,Second Stage of Tertiary Education,West,Seldom,0.07891,243,2804,0.06893,0.08889
2009,Second Stage of Tertiary Education,West,Never,0.88549,2438,2804,0.87371,0.89728
2009,Second Stage of Tertiary Education,East,At least once per month,0.02563,38,1179,0.01661,0.03465
2009,Second Stage of Tertiary Education,East,Seldom,0.09702,118,1179,0.08012,0.11393
2009,Second Stage of Tertiary Education,East,Never,0.86540,1023,1179,0.84591,0.88489
2011,No answer / don't know,West,Never,0.93909,433,433,0.91654,0.96164
2011,No answer / don't know,East,Never,0.91192,105,105,0.85744,0.96639
2011,Pre-primary Level,West,Never,0.87044,384,384,0.83681,0.90407
2011,Pre-primary Level,East,Never,0.94491,46,46,0.87825,1.01157
2011,Primary Level,West,Never,0.98884,351,351,0.97783,0.99984
2011,Lower Secondary Level,West,Seldom,0.03752,90,2511,0.03009,0.04496
2011,Lower Secondary Level,West,Never,0.95469,2421,2511,0.94655,0.96282
2011,Lower Secondary Level,East,Never,0.96957,387,387,0.95243,0.98670
2011,Upper Secondary Level,West,At least once per week,0.00650,81,10476,0.00496,0.00804
2011,Upper Secondary Level,West,At least once per month,0.01390,155,10476,0.01165,0.01614
2011,Upper Secondary Level,West,Seldom,0.06085,549,10476,0.05628,0.06543
2011,Upper Secondary Level,West,Never,0.91875,9691,10476,0.91352,0.92398
2011,Upper Secondary Level,East,Seldom,0.04693,148,3328,0.03975,0.05412
2011,Upper Secondary Level,East,Never,0.94170,3180,3328,0.93373,0.94966
2011,Post-secondary Non-tertiary Level,West,Seldom,0.03978,81,1676,0.03042,0.04914
2011,Post-secondary Non-tertiary Level,West,Never,0.93583,1595,1676,0.92410,0.94757
2011,Post-secondary Non-tertiary Level,East,Never,0.95194,274,274,0.92656,0.97731
2011,First Stage of Tertiary Education,West,At least once per month,0.01252,32,1349,0.00658,0.01846
2011,First Stage of Tertiary Education,West,Seldom,0.06512,117,1349,0.05195,0.07829
2011,First Stage of Tertiary Education,West,Never,0.91047,1200,1349,0.89523,0.92571
2011,First Stage of Tertiary Education,East,Seldom,0.07398,31,453,0.04985,0.09811
2011,First Stage of Tertiary Education,East,Never,0.89554,422,453,0.86734,0.92373
2011,Second Stage of Tertiary Education,West,At least once per week,0.02055,96,4631,0.01647,0.02464
2011,Second Stage of Tertiary Education,West,At least once per month,0.02847,134,4631,0.02368,0.03326
2011,Second Stage of Tertiary Education,West,Seldom,0.09253,422,4631,0.08419,0.10088
2011,Second Stage of Tertiary Education,West,Never,0.85844,3979,4631,0.84840,0.86848
2011,Second Stage of Tertiary Education,East,At least once per month,0.03352,59,1530,0.02450,0.04254
2011,Second Stage of Tertiary Education,East,Seldom,0.10948,168,1530,0.09383,0.12513
2011,Second Stage of Tertiary Education,East,Never,0.84219,1303,1530,0.82391,0.86046
2013,No answer / don't know,West,Seldom,0.10578,40,381,0.07485,0.13670
2013,No answer / don't know,West,Never,0.86998,341,381,0.83617,0.90380
2013,No answer / don't know,East,Never,0.88300,62,62,0.80233,0.96366
2013,Pre-primary Level,West,Seldom,0.11796,45,376,0.08531,0.15060
2013,Pre-primary Level,West,Never,0.85505,331,376,0.81942,0.89068
2013,Pre-primary Level,East,Never,0.88468,47,47,0.79237,0.97698
2013,Primary Level,West,Never,0.95769,267,267,0.93350,0.98188
2013,Primary Level,East,Never,0.93163,46,46,0.85789,1.00537
2013,Lower Secondary Level,West,Seldom,0.05723,132,2208,0.04754,0.06692
2013,Lower Secondary Level,West,Never,0.92755,2076,2208,0.91673,0.93836
2013,Lower Secondary Level,East,Never,0.90582,324,324,0.87396,0.93767
2013,Upper Secondary Level,West,At least once per week,0.00754,73,9294,0.00578,0.00930
2013,Upper Secondary Level,West,At least once per month,0.01589,149,9294,0.01335,0.01843
2013,Upper Secondary Level,West,Seldom,0.08621,731,9294,0.08051,0.09192
2013,Upper Secondary Level,West,Never,0.89036,8341,9294,0.88400,0.89671
2013,Upper Secondary Level,East,At least once per month,0.01248,37,3014,0.00851,0.01644
2013,Upper Secondary Level,East,Seldom,0.05953,176,3014,0.05108,0.06798
2013,Upper Secondary Level,East,Never,0.92388,2801,3014,0.91441,0.93335
2013,Post-secondary Non-tertiary Level,West,Seldom,0.07216,112,1453,0.05885,0.08546
2013,Post-secondary Non-tertiary Level,West,Never,0.89964,1341,1453,0.88418,0.91509
2013,Post-secondary Non-tertiary Level,East,Never,0.95457,256,256,0.92901,0.98013
2013,First Stage of Tertiary Education,West,At least once per month,0.02536,41,1211,0.01650,0.03422
2013,First Stage of Tertiary Education,West,Seldom,0.12135,147,1211,0.10296,0.13975
2013,First Stage of Tertiary Education,West,Never,0.84122,1023,1211,0.82062,0.86181
2013,First Stage of Tertiary Education,East,Never,0.89570,388,388,0.86525,0.92615
2013,Second Stage of Tertiary Education,West,At least once per week,0.02582,109,4354,0.02111,0.03053
2013,Second Stage of Tertiary Education,West,At least once per month,0.03147,140,4354,0.02628,0.03665
2013,Second Stage of Tertiary Education,West,Seldom,0.12442,490,4354,0.11461,0.13422
2013,Second Stage of Tertiary Education,West,Never,0.81830,3615,4354,0.80684,0.82975
2013,Second Stage of Tertiary Education,East,At least once per week,0.02455,35,1448,0.01658,0.03253
2013,Second Stage of Tertiary Education,East,At least once per month,0.03612,57,1448,0.02650,0.04573
2013,Second Stage of Tertiary Education,East,Seldom,0.13914,196,1448,0.12131,0.15698
2013,Second Stage of Tertiary Education,East,Never,0.80019,1160,1448,0.77958,0.82079
2015,No answer / don't know,West,Never,0.89058,515,515,0.86359,0.91756
2015,No answer / don't know,East,Never,0.93166,84,84,0.87737,0.98594
2015,Pre-primary Level,West,Never,0.94914,291,291,0.92385,0.97443
2015,Pre-primary Level,East,Never,0.95034,52,52,0.89072,1.00996
2015,Primary Level,West,Never,0.98302,463,463,0.97124,0.99480
2015,Primary Level,East,Never,0.96049,50,50,0.90595,1.01504
2015,Lower Secondary Level,West,Seldom,0.02959,87,2567,0.02304,0.03615
2015,Lower Secondary Level,West,Never,0.95681,2480,2567,0.94894,0.96467
2015,Lower Secondary Level,East,Never,0.93755,349,349,0.91213,0.96297
2015,Upper Secondary Level,West,At least once per week,0.00534,65,9369,0.00386,0.00681
2015,Upper Secondary Level,West,At least once per month,0.01010,114,9369,0.00807,0.01212
2015,Upper Secondary Level,West,Seldom,0.05626,514,9369,0.05159,0.06092
2015,Upper Secondary Level,West,Never,0.92831,8676,9369,0.92308,0.93353
2015,Upper Secondary Level,East,Seldom,0.04629,115,2691,0.03835,0.05423
2015,Upper Secondary Level,East,Never,0.94381,2576,2691,0.93511,0.95251
2015,Post-secondary Non-tertiary Level,West,Seldom,0.04957,91,1835,0.03964,0.05951
2015,Post-secondary Non-tertiary Level,West,Never,0.92423,1744,1835,0.91212,0.93634
2015,Post-secondary Non-tertiary Level,East,Never,0.96914,274,274,0.94863,0.98966
2015,First Stage of Tertiary Education,West,At least once per month,0.02372,40,1104,0.01474,0.03269
2015,First Stage of Tertiary Education,West,Seldom,0.09900,121,1104,0.08138,0.11663
2015,First Stage of Tertiary Education,West,Never,0.86379,943,1104,0.84354,0.88403
2015,First Stage of Tertiary Education,East,Never,0.91669,357,357,0.88798,0.94540
2015,Second Stage of Tertiary Education,West,At least once per week,0.02100,80,4989,0.01702,0.02498
2015,Second Stage of Tertiary Education,West,At least once per month,0.02511,124,4989,0.02077,0.02945
2015,Second Stage of Tertiary Education,West,Seldom,0.08200,418,4989,0.07439,0.08962
2015,Second Stage of Tertiary Education,West,Never,0.87189,4367,4989,0.86262,0.88117
2015,Second Stage of Tertiary Education,East,At least once per month,0.04640,59,1391,0.03534,0.05746
2015,Second Stage of Tertiary Education,East,Seldom,0.08756,150,1391,0.07270,0.10242
2015,Second Stage of Tertiary Education,East,Never,0.84803,1182,1391,0.82916,0.86690
2017,No answer / don't know,West,Never,0.93422,485,485,0.91213,0.95630
2017,No answer / don't know,East,Never,0.94729,87,87,0.90006,0.99452
2017,Pre-primary Level,West,Never,0.93990,322,322,0.91389,0.96590
2017,Pre-primary Level,East,Never,0.89630,61,61,0.81915,0.97344
2017,Primary Level,West,Never,0.96015,389,389,0.94068,0.97961
2017,Lower Secondary Level,West,Seldom,0.02875,77,2326,0.02196,0.03554
2017,Lower Secondary Level,West,Never,0.95823,2249,2326,0.95010,0.96636
2017,Lower Secondary Level,East,Never,0.96147,363,363,0.94164,0.98130
2017,Upper Secondary Level,West,At least once per week,0.00762,75,9178,0.00584,0.00940
2017,Upper Secondary Level,West,At least once per month,0.01173,121,9178,0.00953,0.01394
2017,Upper Secondary Level,West,Seldom,0.05965,520,9178,0.05481,0.06450
2017,Upper Secondary Level,West,Never,0.92100,8462,9178,0.91548,0.92652
2017,Upper Secondary Level,East,Seldom,0.04785,118,2793,0.03994,0.05577
2017,Upper Secondary Level,East,Never,0.93898,2675,2793,0.93010,0.94786
2017,Post-secondary Non-tertiary Level,West,Seldom,0.05423,90,1841,0.04388,0.06458
2017,Post-secondary Non-tertiary Level,West,Never,0.91635,1751,1841,0.90370,0.92900
2017,Post-secondary Non-tertiary Level,East,Never,0.95738,307,307,0.93475,0.98001
2017,First Stage of Tertiary Education,West,Seldom,0.07613,103,1073,0.06025,0.09200
2017,First Stage of Tertiary Education,West,Never,0.87647,970,1073,0.85677,0.89617
2017,First Stage of Tertiary Education,East,Never,0.89955,355,355,0.86824,0.93087
2017,Second Stage of Tertiary Education,West,At least once per week,0.02429,107,5067,0.02006,0.02853
2017,Second Stage of Tertiary Education,West,At least once per month,0.02893,128,5067,0.02431,0.03354
2017,Second Stage of Tertiary Education,West,Seldom,0.08458,402,5067,0.07692,0.09225
2017,Second Stage of Tertiary Education,West,Never,0.86219,4430,5067,0.85270,0.87169
2017,Second Stage of Tertiary Education,East,At least once per month,0.04074,55,1397,0.03037,0.05111
2017,Second Stage of Tertiary Education,East,Seldom,0.07081,127,1397,0.05735,0.08426
2017,Second Stage of Tertiary Education,East,Never,0.86765,1215,1397,0.84987,0.88543
2019,No answer / don't know,West,Seldom,0.11925,51,436,0.08880,0.14971
2019,No answer / don't know,West,Never,0.84408,385,436,0.80998,0.87817
2019,No answer / don't know,East,Never,0.86263,97,97,0.79377,0.93149
2019,Pre-primary Level,West,Seldom,0.09802,32,256,0.06153,0.13452
2019,Pre-primary Level,West,Never,0.86795,224,256,0.82640,0.90950
2019,Pre-primary Level,East,Never,0.85559,48,48,0.75509,0.95608
2019,Primary Level,West,Never,0.95778,321,321,0.93574,0.97981
2019,Primary Level,East,Never,0.73341,41,41,0.59638,0.87044
2019,Lower Secondary Level,West,Seldom,0.07012,130,1987,0.05889,0.08135
2019,Lower Secondary Level,West,Never,0.90210,1857,1987,0.88903,0.91517
2019,Lower Secondary Level,East,Never,0.95989,352,352,0.93937,0.98042
2019,Upper Secondary Level,West,At least once per week,0.00891,109,8450,0.00691,0.01092
2019,Upper Secondary Level,West,At least once per month,0.01493,146,8450,0.01234,0.01751
2019,Upper Secondary Level,West,Seldom,0.09622,803,8450,0.08993,0.10251
2019,Upper Secondary Level,West,Never,0.87994,7392,8450,0.87301,0.88687
2019,Upper Secondary Level,East,At least once per month,0.01148,44,2570,0.00736,0.01560
2019,Upper Secondary Level,East,Seldom,0.07792,184,2570,0.06756,0.08829
2019,Upper Secondary Level,East,Never,0.90547,2342,2570,0.89416,0.91679
2019,Post-secondary Non-tertiary Level,West,At least once per month,0.02228,31,1810,0.01548,0.02909
2019,Post-secondary Non-tertiary Level,West,Seldom,0.09945,179,1810,0.08566,0.11324
2019,Post-secondary Non-tertiary Level,West,Never,0.87174,1600,1810,0.85633,0.88714
2019,Post-secondary Non-tertiary Level,East,Never,0.90165,283,283,0.86690,0.93641
2019,First Stage of Tertiary Education,West,At least once per month,0.02526,46,1179,0.01630,0.03422
2019,First Stage of Tertiary Education,West,Seldom,0.11602,145,1179,0.09773,0.13430
2019,First Stage of Tertiary Education,West,Never,0.83845,988,1179,0.81744,0.85947
2019,First Stage of Tertiary Education,East,Seldom,0.07715,39,409,0.05126,0.10304
2019,First Stage of Tertiary Education,East,Never,0.89553,370,409,0.86586,0.92521
2019,Second Stage of Tertiary Education,West,At least once per week,0.02606,153,5377,0.02180,0.03032
2019,Second Stage of Tertiary Education,West,At least once per month,0.02954,193,5377,0.02502,0.03407
2019,Second Stage of Tertiary Education,West,Seldom,0.11017,718,5377,0.10180,0.11854
2019,Second Stage of Tertiary Education,West,Never,0.83422,4313,5377,0.82428,0.84417
2019,Second Stage of Tertiary Education,East,At least once per week,0.02903,51,1578,0.02074,0.03731
2019,Second Stage of Tertiary Education,East,At least once per month,0.04237,96,1578,0.03243,0.05231
2019,Second Stage of Tertiary Education,East,Seldom,0.11702,191,1578,0.10116,0.13289
2019,Second Stage of Tertiary Education,East,Never,0.81158,1240,1578,0.79228,0.83088
