"pli0097_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","1985","35-65 Jahre alt","maennlich","82","0.0352540442107171","0.0285092791124459","0.0419988093089883"
"Min 1x pro Monat","1985","35-65 Jahre alt","weiblich","40","0.0158783779347101","0.011268745261962","0.0204880106074582"
"Min 1x pro Monat","1985","66 und älter","maennlich","","","",""
"Min 1x pro Monat","1985","66 und älter","weiblich","","","",""
"Seltener","1985","16-34 Jahre alt","maennlich","143","0.0797284466274902","0.0680792897751007","0.0913776034798796"
"Seltener","1985","16-34 Jahre alt","weiblich","94","0.0549416443999731","0.0451040426998762","0.0647792461000701"
"Seltener","1985","35-65 Jahre alt","maennlich","172","0.0706249806074327","0.061255175848223","0.0799947853666423"
"Seltener","1985","35-65 Jahre alt","weiblich","87","0.0330632368677438","0.0264698192316921","0.0396566545037956"
"Seltener","1985","66 und älter","maennlich","","","",""
"Seltener","1985","66 und älter","weiblich","","","",""
"Nie","1985","16-34 Jahre alt","maennlich","1871","0.885322010793031","0.871618857745968","0.899025163840094"
"Nie","1985","16-34 Jahre alt","weiblich","1928","0.921901718341951","0.910317355641215","0.933486081042687"
"Nie","1985","35-65 Jahre alt","maennlich","2564","0.872690215667241","0.860499847620567","0.884880583713915"
"Nie","1985","35-65 Jahre alt","weiblich","2687","0.94550711968481","0.937136817279803","0.953877422089817"
"Nie","1985","66 und älter","maennlich","412","0.950158872474893","0.929661594721785","0.970656150228001"
"Nie","1985","66 und älter","weiblich","650","0.980450060823164","0.969911610054965","0.990988511591363"
"Nie, sehr selten (1984)","1985","16-34 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1985","16-34 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1985","35-65 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1985","35-65 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1985","66 und älter","maennlich","","","",""
"Nie, sehr selten (1984)","1985","66 und älter","weiblich","","","",""
"Gelegentlich (1984)","1985","16-34 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1985","16-34 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1985","35-65 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1985","35-65 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1985","66 und älter","maennlich","","","",""
"Gelegentlich (1984)","1985","66 und älter","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1985","16-34 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1985","16-34 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1985","35-65 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1985","35-65 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1985","66 und älter","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1985","66 und älter","weiblich","","","",""
"Taeglich","1986","16-34 Jahre alt","maennlich","","","",""
"Taeglich","1986","16-34 Jahre alt","weiblich","","","",""
"Taeglich","1986","35-65 Jahre alt","maennlich","","","",""
"Taeglich","1986","35-65 Jahre alt","weiblich","","","",""
"Taeglich","1986","66 und älter","maennlich","","","",""
"Taeglich","1986","66 und älter","weiblich","","","",""
"Min 1x pro Woche","1986","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Woche","1986","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1986","35-65 Jahre alt","maennlich","56","0.0231474857247691","0.0175036815840353","0.0287912898655028"
"Min 1x pro Woche","1986","35-65 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1986","66 und älter","maennlich","","","",""
"Min 1x pro Woche","1986","66 und älter","weiblich","","","",""
"Min 1x pro Monat","1986","16-34 Jahre alt","maennlich","39","0.0255417118257828","0.018733938227405","0.0323494854241606"
"Min 1x pro Monat","1986","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Monat","1986","35-65 Jahre alt","maennlich","70","0.0317694708040415","0.0251868339260445","0.0383521076820384"
"Min 1x pro Monat","1986","35-65 Jahre alt","weiblich","31","0.0131225903500046","0.00882693394070002","0.0174182467593092"
"Min 1x pro Monat","1986","66 und älter","maennlich","","","",""
"Min 1x pro Monat","1986","66 und älter","weiblich","","","",""
"Seltener","1986","16-34 Jahre alt","maennlich","131","0.0739694387336929","0.0626757113926948","0.085263166074691"
"Seltener","1986","16-34 Jahre alt","weiblich","91","0.0560099371644817","0.0459501067679633","0.0660697675610001"
"Seltener","1986","35-65 Jahre alt","maennlich","174","0.0786253071119065","0.0685233658448769","0.0887272483789361"
"Seltener","1986","35-65 Jahre alt","weiblich","94","0.0359160495936776","0.0288919630337081","0.0429401361536471"
"Seltener","1986","66 und älter","maennlich","","","",""
"Seltener","1986","66 und älter","weiblich","","","",""
"Nie","1986","16-34 Jahre alt","maennlich","1878","0.893091533068313","0.879757776747637","0.906425289388988"
"Nie","1986","16-34 Jahre alt","weiblich","1888","0.928717794355735","0.917461204230841","0.939974384480628"
"Nie","1986","35-65 Jahre alt","maennlich","2427","0.866457736359283","0.853690744521733","0.879224728196833"
"Nie","1986","35-65 Jahre alt","weiblich","2559","0.944486406371653","0.935842985233214","0.953129827510091"
"Nie","1986","66 und älter","maennlich","402","0.960645368706464","0.942005647138242","0.979285090274686"
"Nie","1986","66 und älter","weiblich","599","0.98662067289524","0.977488196827367","0.995753148963112"
"Nie, sehr selten (1984)","1986","16-34 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1986","16-34 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1986","35-65 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1986","35-65 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1986","66 und älter","maennlich","","","",""
"Nie, sehr selten (1984)","1986","66 und älter","weiblich","","","",""
"Gelegentlich (1984)","1986","16-34 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1986","16-34 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1986","35-65 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1986","35-65 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1986","66 und älter","maennlich","","","",""
"Gelegentlich (1984)","1986","66 und älter","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1986","16-34 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1986","16-34 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1986","35-65 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1986","35-65 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1986","66 und älter","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1986","66 und älter","weiblich","","","",""
"Taeglich","1987","16-34 Jahre alt","maennlich","","","",""
"Taeglich","1987","16-34 Jahre alt","weiblich","","","",""
"Taeglich","1987","35-65 Jahre alt","maennlich","","","",""
"Taeglich","1987","35-65 Jahre alt","weiblich","","","",""
"Taeglich","1987","66 und älter","maennlich","","","",""
"Taeglich","1987","66 und älter","weiblich","","","",""
"Min 1x pro Woche","1987","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Woche","1987","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1987","35-65 Jahre alt","maennlich","","","",""
"Min 1x pro Woche","1987","35-65 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1987","66 und älter","maennlich","","","",""
"Min 1x pro Woche","1987","66 und älter","weiblich","","","",""
"Min 1x pro Monat","1987","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Monat","1987","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Monat","1987","35-65 Jahre alt","maennlich","","","",""
"Min 1x pro Monat","1987","35-65 Jahre alt","weiblich","","","",""
"Min 1x pro Monat","1987","66 und älter","maennlich","","","",""
"Min 1x pro Monat","1987","66 und älter","weiblich","","","",""
"Seltener","1987","16-34 Jahre alt","maennlich","","","",""
"Seltener","1987","16-34 Jahre alt","weiblich","","","",""
"Seltener","1987","35-65 Jahre alt","maennlich","","","",""
"Seltener","1987","35-65 Jahre alt","weiblich","","","",""
"Seltener","1987","66 und älter","maennlich","","","",""
"Seltener","1987","66 und älter","weiblich","","","",""
"Nie","1987","16-34 Jahre alt","maennlich","","","",""
"Nie","1987","16-34 Jahre alt","weiblich","","","",""
"Nie","1987","35-65 Jahre alt","maennlich","","","",""
"Nie","1987","35-65 Jahre alt","weiblich","","","",""
"Nie","1987","66 und älter","maennlich","","","",""
"Nie","1987","66 und älter","weiblich","","","",""
"Nie, sehr selten (1984)","1987","16-34 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1987","16-34 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1987","35-65 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1987","35-65 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1987","66 und älter","maennlich","","","",""
"Nie, sehr selten (1984)","1987","66 und älter","weiblich","","","",""
"Gelegentlich (1984)","1987","16-34 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1987","16-34 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1987","35-65 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1987","35-65 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1987","66 und älter","maennlich","","","",""
"Gelegentlich (1984)","1987","66 und älter","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1987","16-34 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1987","16-34 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1987","35-65 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1987","35-65 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1987","66 und älter","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1987","66 und älter","weiblich","","","",""
"Taeglich","1988","16-34 Jahre alt","maennlich","","","",""
"Taeglich","1988","16-34 Jahre alt","weiblich","","","",""
"Taeglich","1988","35-65 Jahre alt","maennlich","","","",""
"Taeglich","1988","35-65 Jahre alt","weiblich","","","",""
"Taeglich","1988","66 und älter","maennlich","","","",""
"Taeglich","1988","66 und älter","weiblich","","","",""
"Min 1x pro Woche","1988","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Woche","1988","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1988","35-65 Jahre alt","maennlich","36","0.0163366019875958","0.0113950465011726","0.021278157474019"
"Min 1x pro Woche","1988","35-65 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1988","66 und älter","maennlich","","","",""
"Min 1x pro Woche","1988","66 und älter","weiblich","","","",""
"Min 1x pro Monat","1988","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Monat","1988","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Monat","1988","35-65 Jahre alt","maennlich","65","0.0313694971058365","0.0245744510443021","0.038164543167371"
"Min 1x pro Monat","1988","35-65 Jahre alt","weiblich","","","",""
"Min 1x pro Monat","1988","66 und älter","maennlich","","","",""
"Min 1x pro Monat","1988","66 und älter","weiblich","","","",""
"Seltener","1988","16-34 Jahre alt","maennlich","127","0.0773422490041135","0.0655189680508051","0.0891655299574219"
"Seltener","1988","16-34 Jahre alt","weiblich","69","0.04798825113075","0.038308419176709","0.0576680830847909"
"Seltener","1988","35-65 Jahre alt","maennlich","194","0.092837575780181","0.081524935480408","0.104150216079954"
"Seltener","1988","35-65 Jahre alt","weiblich","100","0.0436771586471334","0.0356992121084873","0.0516551051857794"
"Seltener","1988","66 und älter","maennlich","","","",""
"Seltener","1988","66 und älter","weiblich","","","",""
"Nie","1988","16-34 Jahre alt","maennlich","1797","0.901563570518161","0.888378410713241","0.914748730323081"
"Nie","1988","16-34 Jahre alt","weiblich","1795","0.944588206293548","0.934227208860144","0.954949203726953"
"Nie","1988","35-65 Jahre alt","maennlich","2233","0.859456325126387","0.845908265017748","0.873004385235026"
"Nie","1988","35-65 Jahre alt","weiblich","2387","0.940649611953524","0.93142628954678","0.949872934360268"
"Nie","1988","66 und älter","maennlich","390","0.942156052813226","0.919668701634566","0.964643403991886"
"Nie","1988","66 und älter","weiblich","612","0.990649360055529","0.983067366422973","0.998231353688085"
"Nie, sehr selten (1984)","1988","16-34 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1988","16-34 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1988","35-65 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1988","35-65 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1988","66 und älter","maennlich","","","",""
"Nie, sehr selten (1984)","1988","66 und älter","weiblich","","","",""
"Gelegentlich (1984)","1988","16-34 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1988","16-34 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1988","35-65 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1988","35-65 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1988","66 und älter","maennlich","","","",""
"Gelegentlich (1984)","1988","66 und älter","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1988","16-34 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1988","16-34 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1988","35-65 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1988","35-65 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1988","66 und älter","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1988","66 und älter","weiblich","","","",""
"Taeglich","1989","16-34 Jahre alt","maennlich","","","",""
"Taeglich","1989","16-34 Jahre alt","weiblich","","","",""
"Taeglich","1989","35-65 Jahre alt","maennlich","","","",""
"Taeglich","1989","35-65 Jahre alt","weiblich","","","",""
"Taeglich","1989","66 und älter","maennlich","","","",""
"Taeglich","1989","66 und älter","weiblich","","","",""
"Min 1x pro Woche","1989","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Woche","1989","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1989","35-65 Jahre alt","maennlich","","","",""
"Min 1x pro Woche","1989","35-65 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1989","66 und älter","maennlich","","","",""
"Min 1x pro Woche","1989","66 und älter","weiblich","","","",""
"Min 1x pro Monat","1989","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Monat","1989","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Monat","1989","35-65 Jahre alt","maennlich","","","",""
"Min 1x pro Monat","1989","35-65 Jahre alt","weiblich","","","",""
"Min 1x pro Monat","1989","66 und älter","maennlich","","","",""
"Min 1x pro Monat","1989","66 und älter","weiblich","","","",""
"Seltener","1989","16-34 Jahre alt","maennlich","","","",""
"Seltener","1989","16-34 Jahre alt","weiblich","","","",""
"Seltener","1989","35-65 Jahre alt","maennlich","","","",""
"Seltener","1989","35-65 Jahre alt","weiblich","","","",""
"Seltener","1989","66 und älter","maennlich","","","",""
"Seltener","1989","66 und älter","weiblich","","","",""
"Nie","1989","16-34 Jahre alt","maennlich","","","",""
"Nie","1989","16-34 Jahre alt","weiblich","","","",""
"Nie","1989","35-65 Jahre alt","maennlich","","","",""
"Nie","1989","35-65 Jahre alt","weiblich","","","",""
"Nie","1989","66 und älter","maennlich","","","",""
"Nie","1989","66 und älter","weiblich","","","",""
"Nie, sehr selten (1984)","1989","16-34 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1989","16-34 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1989","35-65 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1989","35-65 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1989","66 und älter","maennlich","","","",""
"Nie, sehr selten (1984)","1989","66 und älter","weiblich","","","",""
"Gelegentlich (1984)","1989","16-34 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1989","16-34 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1989","35-65 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1989","35-65 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1989","66 und älter","maennlich","","","",""
"Gelegentlich (1984)","1989","66 und älter","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1989","16-34 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1989","16-34 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1989","35-65 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1989","35-65 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1989","66 und älter","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1989","66 und älter","weiblich","","","",""
"Taeglich","1990","16-34 Jahre alt","maennlich","","","",""
"Taeglich","1990","16-34 Jahre alt","weiblich","","","",""
"Taeglich","1990","35-65 Jahre alt","maennlich","","","",""
"Taeglich","1990","35-65 Jahre alt","weiblich","","","",""
"Taeglich","1990","66 und älter","maennlich","","","",""
"Taeglich","1990","66 und älter","weiblich","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","maennlich","97","0.0275776747673464","0.0221562883531321","0.0329990611815607"
"Min 1x pro Woche","1990","35-65 Jahre alt","weiblich","34","0.00874840402751542","0.00566681538807706","0.0118299926669538"
"Min 1x pro Woche","1990","66 und älter","maennlich","","","",""
"Min 1x pro Woche","1990","66 und älter","weiblich","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","maennlich","72","0.0267655059821132","0.0206492919712868","0.0328817199929397"
"Min 1x pro Monat","1990","16-34 Jahre alt","weiblich","50","0.0210302604736266","0.0155496413570563","0.026510879590197"
"Min 1x pro Monat","1990","35-65 Jahre alt","maennlich","186","0.0562882595436764","0.0486581166897273","0.0639184023976254"
"Min 1x pro Monat","1990","35-65 Jahre alt","weiblich","101","0.0258636807985407","0.0206110928565482","0.0311162687405332"
"Min 1x pro Monat","1990","66 und älter","maennlich","","","",""
"Min 1x pro Monat","1990","66 und älter","weiblich","","","",""
"Seltener","1990","16-34 Jahre alt","maennlich","321","0.150876982988656","0.137313132309945","0.164440833667366"
"Seltener","1990","16-34 Jahre alt","weiblich","244","0.100960405486907","0.0894527297994014","0.112468081174414"
"Seltener","1990","35-65 Jahre alt","maennlich","520","0.165472841420007","0.153170502722139","0.177775180117874"
"Seltener","1990","35-65 Jahre alt","weiblich","381","0.125339772144395","0.114383004834872","0.136296539453918"
"Seltener","1990","66 und älter","maennlich","55","0.100849569744434","0.0757060834718624","0.125993056017005"
"Seltener","1990","66 und älter","weiblich","36","0.0351484225266411","0.0232292364986772","0.047067608554605"
"Nie","1990","16-34 Jahre alt","maennlich","2258","0.815535068263838","0.800836859014582","0.830233277513094"
"Nie","1990","16-34 Jahre alt","weiblich","2326","0.872784027375074","0.860056416833224","0.885511637916924"
"Nie","1990","35-65 Jahre alt","maennlich","2691","0.74666912146045","0.732270787577392","0.761067455343507"
"Nie","1990","35-65 Jahre alt","weiblich","2987","0.838282544299032","0.826098486232409","0.850466602365655"
"Nie","1990","66 und älter","maennlich","469","0.859809085819355","0.830820085400529","0.88879808623818"
"Nie","1990","66 und älter","weiblich","865","0.947045287636392","0.93255085889122","0.961539716381565"
"Nie, sehr selten (1984)","1990","16-34 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1990","16-34 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1990","35-65 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1990","35-65 Jahre alt","weiblich","","","",""
"Nie, sehr selten (1984)","1990","66 und älter","maennlich","","","",""
"Nie, sehr selten (1984)","1990","66 und älter","weiblich","","","",""
"Gelegentlich (1984)","1990","16-34 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1990","16-34 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1990","35-65 Jahre alt","maennlich","","","",""
"Gelegentlich (1984)","1990","35-65 Jahre alt","weiblich","","","",""
"Gelegentlich (1984)","1990","66 und älter","maennlich","","","",""
"Gelegentlich (1984)","1990","66 und älter","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1990","16-34 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1990","16-34 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1990","35-65 Jahre alt","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1990","35-65 Jahre alt","weiblich","","","",""
"Haeufig,regelmaessig (1984)","1990","66 und älter","maennlich","","","",""
"Haeufig,regelmaessig (1984)","1990","66 und älter","weiblich","","","",""
"Taeglich","1991","16-34 Jahre alt","maennlich","","","",""
"Taeglich","1991","16-34 Jahre alt","weiblich","","","",""
"Taeglich","1991","35-65 Jahre alt","maennlich","","","",""
"Taeglich","1991","35-65 Jahre alt","weiblich","","","",""
"Taeglich","1991","66 und älter","maennlich","","","",""
"Taeglich","1991","66 und älter","weiblich","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","maennlich","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1991","66 und älter","maennlich","","","",""
"Min 1x pro Woche","1991","66 und älter","weiblich","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Monat","1991","35-65 Jahre alt","maennlich","","","",""
"Min 1x pro Monat","1991","35-65 Jahre alt","weiblich","","","",""
"Min 1x pro Monat","1991","66 und älter","maennlich","","","",""
"Min 1x pro Monat","1991","66 und älter","weiblich","","","",""
"Seltener","1991","16-34 Jahre alt","maennlich","","","",""
"Seltener","1991","16-34 Jahre alt","weiblich","","","",""
"Seltener","1991","35-65 Jahre alt","maennlich","","","",""
"Seltener","1991","35-65 Jahre alt","weiblich","","","",""
"Seltener","1991","66 und älter","maennlich","","","",""
"Seltener","1991","66 und älter","weiblich","","","",""
"Nie","1991","16-34 Jahre alt","maennlich","","","",""
"Nie","1991","16-34 Jahre alt","weiblich","","","",""
"Nie","1991","35-65 Jahre alt","maennlich","","","",""
"Nie","1991","35-65 Jahre alt","weiblich","","","",""
"Nie","1991","66 und älter","maennlich","","","",""
"Nie","1991","66 und älter","weiblich","","","",""
"Nie, sehr selten (1984)","1991","16-34 Jahre alt","maennlich","","","",""
"Nie, sehr selten (1984)","1991","16-34 Jahre alt","weiblich","","","",""
