"pli0097_h","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","1993","17-34","AkademikerIn","","","",""
"Nie","1993","35-65","(noch) kein Abschluss","","","",""
"Nie","1993","35-65","Hauptschule","","","",""
"Nie","1993","35-65","Realschule","","","",""
"Nie","1993","35-65","(Fach-)Abitur","","","",""
"Nie","1993","35-65","AkademikerIn","","","",""
"Nie","1993","66 +","(noch) kein Abschluss","","","",""
"Nie","1993","66 +","Hauptschule","","","",""
"Nie","1993","66 +","Realschule","","","",""
"Nie","1993","66 +","(Fach-)Abitur","","","",""
"Nie","1993","66 +","AkademikerIn","","","",""
"Taeglich","1994","17-34","(noch) kein Abschluss","","","",""
"Taeglich","1994","17-34","Hauptschule","","","",""
"Taeglich","1994","17-34","Realschule","","","",""
"Taeglich","1994","17-34","(Fach-)Abitur","","","",""
"Taeglich","1994","17-34","AkademikerIn","","","",""
"Taeglich","1994","35-65","(noch) kein Abschluss","","","",""
"Taeglich","1994","35-65","Hauptschule","","","",""
"Taeglich","1994","35-65","Realschule","","","",""
"Taeglich","1994","35-65","(Fach-)Abitur","","","",""
"Taeglich","1994","35-65","AkademikerIn","","","",""
"Taeglich","1994","66 +","(noch) kein Abschluss","","","",""
"Taeglich","1994","66 +","Hauptschule","","","",""
"Taeglich","1994","66 +","Realschule","","","",""
"Taeglich","1994","66 +","(Fach-)Abitur","","","",""
"Taeglich","1994","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","1994","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1994","17-34","Hauptschule","3","","",""
"Min 1x pro Woche","1994","17-34","Realschule","3","","",""
"Min 1x pro Woche","1994","17-34","(Fach-)Abitur","9","0.0166371799295408","0.00673534174051622","0.0265390181185655"
"Min 1x pro Woche","1994","17-34","AkademikerIn","2","","",""
"Min 1x pro Woche","1994","35-65","(noch) kein Abschluss","2","","",""
"Min 1x pro Woche","1994","35-65","Hauptschule","27","","",""
"Min 1x pro Woche","1994","35-65","Realschule","14","","",""
"Min 1x pro Woche","1994","35-65","(Fach-)Abitur","6","0.0285473961457995","0.00707224840670557","0.0500225438848935"
"Min 1x pro Woche","1994","35-65","AkademikerIn","35","0.0267956751294146","0.0172221390782562","0.036369211180573"
"Min 1x pro Woche","1994","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1994","66 +","Hauptschule","4","0.00457824445500289","0.000531439327502584","0.0086250495825032"
"Min 1x pro Woche","1994","66 +","Realschule","","","",""
"Min 1x pro Woche","1994","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1994","66 +","AkademikerIn","1","","",""
"Min 1x pro Monat","1994","17-34","(noch) kein Abschluss","2","","",""
"Min 1x pro Monat","1994","17-34","Hauptschule","9","0.00649826808187849","0.00237111545624916","0.0106254207075078"
"Min 1x pro Monat","1994","17-34","Realschule","19","","",""
"Min 1x pro Monat","1994","17-34","(Fach-)Abitur","9","0.00804408285071972","0.00112890220085632","0.0149592635005831"
"Min 1x pro Monat","1994","17-34","AkademikerIn","4","0.00538143967136006","-0.00162372900639836","0.0123866083491185"
"Min 1x pro Monat","1994","35-65","(noch) kein Abschluss","3","","",""
"Min 1x pro Monat","1994","35-65","Hauptschule","44","0.0122052366877816","0.00856238206334327","0.0158480913122199"
"Min 1x pro Monat","1994","35-65","Realschule","30","0.0236400246363719","0.0149972800685015","0.0322827692042423"
"Min 1x pro Monat","1994","35-65","(Fach-)Abitur","5","0.0137175656778347","-0.00128208946794582","0.0287172208236151"
"Min 1x pro Monat","1994","35-65","AkademikerIn","61","0.0555191292298534","0.0419436266639665","0.0690946317957403"
"Min 1x pro Monat","1994","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1994","66 +","Hauptschule","10","","",""
"Min 1x pro Monat","1994","66 +","Realschule","4","0.0160473424034948","-0.0022588264858042","0.0343535112927938"
"Min 1x pro Monat","1994","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1994","66 +","AkademikerIn","5","0.034708390286128","0.00249149019699908","0.066925290375257"
"Seltener","1994","17-34","(noch) kein Abschluss","17","","",""
"Seltener","1994","17-34","Hauptschule","62","0.0409038584754449","0.0307301189586546","0.0510775979922352"
"Seltener","1994","17-34","Realschule","78","0.0479291478354548","0.0376188252960692","0.0582394703748404"
"Seltener","1994","17-34","(Fach-)Abitur","49","0.0684752698193906","0.0489236318527173","0.0880269077860638"
"Seltener","1994","17-34","AkademikerIn","39","0.116555220536393","0.0858298839519808","0.147280557120805"
"Seltener","1994","35-65","(noch) kein Abschluss","8","0.0279006417477396","0.0122800825139217","0.0435212009815576"
"Seltener","1994","35-65","Hauptschule","213","","",""
"Seltener","1994","35-65","Realschule","98","0.0837466893168407","0.0679882089955092","0.0995051696381722"
"Seltener","1994","35-65","(Fach-)Abitur","20","","",""
"Seltener","1994","35-65","AkademikerIn","115","","",""
"Seltener","1994","66 +","(noch) kein Abschluss","1","","",""
"Seltener","1994","66 +","Hauptschule","37","0.0388887546171228","0.0272994311249023","0.0504780781093434"
"Seltener","1994","66 +","Realschule","14","","",""
"Seltener","1994","66 +","(Fach-)Abitur","1","","",""
"Seltener","1994","66 +","AkademikerIn","18","","",""
"Nie","1994","17-34","(noch) kein Abschluss","363","0.931229970478548","0.905852724612895","0.956607216344202"
"Nie","1994","17-34","Hauptschule","1382","","",""
"Nie","1994","17-34","Realschule","1549","","",""
"Nie","1994","17-34","(Fach-)Abitur","574","0.906843467400349","0.884342981426148","0.92934395337455"
"Nie","1994","17-34","AkademikerIn","374","0.875868253871443","0.844296267653744","0.907440240089141"
"Nie","1994","35-65","(noch) kein Abschluss","414","0.955463644326126","0.935897800838361","0.975029487813892"
"Nie","1994","35-65","Hauptschule","3206","0.916197525521326","0.90700450232369","0.925390548718963"
"Nie","1994","35-65","Realschule","1045","","",""
"Nie","1994","35-65","(Fach-)Abitur","200","","",""
"Nie","1994","35-65","AkademikerIn","882","0.804932917000795","0.781441465673618","0.828424368327971"
"Nie","1994","66 +","(noch) kein Abschluss","30","0.981561881277039","0.934204858687191","1.02891890386689"
"Nie","1994","66 +","Hauptschule","1018","","",""
"Nie","1994","66 +","Realschule","163","","",""
"Nie","1994","66 +","(Fach-)Abitur","41","0.987070283107844","0.952904451798897","1.02123611441679"
"Nie","1994","66 +","AkademikerIn","100","","",""
"Taeglich","1995","17-34","(noch) kein Abschluss","","","",""
"Taeglich","1995","17-34","Hauptschule","3","","",""
"Taeglich","1995","17-34","Realschule","1","","",""
"Taeglich","1995","17-34","(Fach-)Abitur","","","",""
"Taeglich","1995","17-34","AkademikerIn","","","",""
"Taeglich","1995","35-65","(noch) kein Abschluss","","","",""
"Taeglich","1995","35-65","Hauptschule","5","0.00179192199694055","0.000390773519376422","0.00319307047450468"
"Taeglich","1995","35-65","Realschule","4","0.00327678271852146","0.000139857914579876","0.00641370752246304"
"Taeglich","1995","35-65","(Fach-)Abitur","2","","",""
"Taeglich","1995","35-65","AkademikerIn","9","0.00598666222496814","0.00157021781011333","0.0104031066398229"
"Taeglich","1995","66 +","(noch) kein Abschluss","","","",""
"Taeglich","1995","66 +","Hauptschule","1","","",""
"Taeglich","1995","66 +","Realschule","","","",""
"Taeglich","1995","66 +","(Fach-)Abitur","","","",""
"Taeglich","1995","66 +","AkademikerIn","1","","",""
"Min 1x pro Woche","1995","17-34","(noch) kein Abschluss","4","0.0109795305465118","0.000989783858715686","0.0209692772343078"
"Min 1x pro Woche","1995","17-34","Hauptschule","5","0.00261209873203605","2.12854708256769e-05","0.00520291199324643"
"Min 1x pro Woche","1995","17-34","Realschule","9","0.0079523302253764","0.00364308223733074","0.0122615782134221"
"Min 1x pro Woche","1995","17-34","(Fach-)Abitur","4","0.0042731796042678","-0.000579862194108893","0.0091262214026445"
"Min 1x pro Woche","1995","17-34","AkademikerIn","3","","",""
"Min 1x pro Woche","1995","35-65","(noch) kein Abschluss","2","","",""
"Min 1x pro Woche","1995","35-65","Hauptschule","31","0.0073217118184581","0.00449732194339073","0.0101461016935255"
"Min 1x pro Woche","1995","35-65","Realschule","19","","",""
"Min 1x pro Woche","1995","35-65","(Fach-)Abitur","5","0.0173096992369463","0.00308641380305002","0.0315329846708425"
"Min 1x pro Woche","1995","35-65","AkademikerIn","31","0.0235673906785844","0.014882563650603","0.0322522177065659"
"Min 1x pro Woche","1995","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1995","66 +","Hauptschule","3","","",""
"Min 1x pro Woche","1995","66 +","Realschule","3","","",""
"Min 1x pro Woche","1995","66 +","(Fach-)Abitur","1","","",""
"Min 1x pro Woche","1995","66 +","AkademikerIn","2","","",""
"Min 1x pro Monat","1995","17-34","(noch) kein Abschluss","1","","",""
"Min 1x pro Monat","1995","17-34","Hauptschule","6","0.00497364848195702","0.00140286017131197","0.00854443679260207"
"Min 1x pro Monat","1995","17-34","Realschule","17","","",""
"Min 1x pro Monat","1995","17-34","(Fach-)Abitur","9","0.0104756459854252","0.0029008314088351","0.0180504605620153"
"Min 1x pro Monat","1995","17-34","AkademikerIn","10","","",""
"Min 1x pro Monat","1995","35-65","(noch) kein Abschluss","1","","",""
"Min 1x pro Monat","1995","35-65","Hauptschule","64","0.01950134413606","0.0149202433840866","0.0240824448880335"
"Min 1x pro Monat","1995","35-65","Realschule","33","0.0284180314188978","0.0192972989568016","0.0375387638809939"
"Min 1x pro Monat","1995","35-65","(Fach-)Abitur","3","","",""
"Min 1x pro Monat","1995","35-65","AkademikerIn","54","0.0449321065345945","0.0330722401024416","0.0567919729667473"
"Min 1x pro Monat","1995","66 +","(noch) kein Abschluss","1","","",""
"Min 1x pro Monat","1995","66 +","Hauptschule","17","","",""
"Min 1x pro Monat","1995","66 +","Realschule","4","0.0204654015537582","0.000172352126106369","0.0407584509814101"
"Min 1x pro Monat","1995","66 +","(Fach-)Abitur","1","","",""
"Min 1x pro Monat","1995","66 +","AkademikerIn","14","","",""
"Seltener","1995","17-34","(noch) kein Abschluss","23","","",""
"Seltener","1995","17-34","Hauptschule","88","0.07069523819644","0.0576850544101463","0.0837054219827338"
"Seltener","1995","17-34","Realschule","114","","",""
"Seltener","1995","17-34","(Fach-)Abitur","62","0.104145454196889","0.0814202776498984","0.126870630743879"
"Seltener","1995","17-34","AkademikerIn","42","0.0952497000993509","0.0673731216438832","0.123126278554819"
"Seltener","1995","35-65","(noch) kein Abschluss","8","0.0369550183235699","0.0188915527060111","0.0550184839411287"
"Seltener","1995","35-65","Hauptschule","262","","",""
"Seltener","1995","35-65","Realschule","129","","",""
"Seltener","1995","35-65","(Fach-)Abitur","31","0.105867316986438","0.0723145169830401","0.139420116989835"
"Seltener","1995","35-65","AkademikerIn","162","","",""
"Seltener","1995","66 +","(noch) kein Abschluss","","","",""
"Seltener","1995","66 +","Hauptschule","46","0.0457208048512147","0.0332401717385704","0.058201437963859"
"Seltener","1995","66 +","Realschule","9","0.0502664404677586","0.0189503711143864","0.0815825098211308"
"Seltener","1995","66 +","(Fach-)Abitur","6","0.193272245489313","0.0709046740659886","0.315639816912637"
"Seltener","1995","66 +","AkademikerIn","15","","",""
"Nie","1995","17-34","(noch) kein Abschluss","390","0.920854812175149","0.894974602643073","0.946735021707225"
"Nie","1995","17-34","Hauptschule","1389","","",""
"Nie","1995","17-34","Realschule","1491","","",""
"Nie","1995","17-34","(Fach-)Abitur","619","0.881105720213418","0.857025367362261","0.905186073064575"
"Nie","1995","17-34","AkademikerIn","371","0.875512156629197","0.844162134374365","0.906862178884029"
"Nie","1995","35-65","(noch) kein Abschluss","408","0.950272087448599","0.929457625903877","0.971086548993321"
"Nie","1995","35-65","Hauptschule","3138","0.888464647504819","0.878035701552221","0.898893593457418"
"Nie","1995","35-65","Realschule","1090","","",""
"Nie","1995","35-65","(Fach-)Abitur","282","","",""
"Nie","1995","35-65","AkademikerIn","916","0.769596954925617","0.745489017098278","0.793704892752956"
"Nie","1995","66 +","(noch) kein Abschluss","36","0.99474732077996","0.97145600316635","1.01803863839357"
"Nie","1995","66 +","Hauptschule","1009","","",""
"Nie","1995","66 +","Realschule","171","","",""
"Nie","1995","66 +","(Fach-)Abitur","32","0.763981447656121","0.632388512870227","0.895574382442015"
"Nie","1995","66 +","AkademikerIn","117","","",""
"Taeglich","1996","17-34","(noch) kein Abschluss","","","",""
"Taeglich","1996","17-34","Hauptschule","","","",""
"Taeglich","1996","17-34","Realschule","","","",""
"Taeglich","1996","17-34","(Fach-)Abitur","","","",""
"Taeglich","1996","17-34","AkademikerIn","","","",""
"Taeglich","1996","35-65","(noch) kein Abschluss","","","",""
"Taeglich","1996","35-65","Hauptschule","","","",""
"Taeglich","1996","35-65","Realschule","","","",""
"Taeglich","1996","35-65","(Fach-)Abitur","","","",""
"Taeglich","1996","35-65","AkademikerIn","","","",""
"Taeglich","1996","66 +","(noch) kein Abschluss","","","",""
"Taeglich","1996","66 +","Hauptschule","","","",""
"Taeglich","1996","66 +","Realschule","","","",""
"Taeglich","1996","66 +","(Fach-)Abitur","","","",""
"Taeglich","1996","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","1996","17-34","(noch) kein Abschluss","1","","",""
"Min 1x pro Woche","1996","17-34","Hauptschule","1","","",""
"Min 1x pro Woche","1996","17-34","Realschule","4","0.00232398298669228","-7.16124158402875e-05","0.00471957838922484"
"Min 1x pro Woche","1996","17-34","(Fach-)Abitur","3","","",""
"Min 1x pro Woche","1996","17-34","AkademikerIn","2","","",""
"Min 1x pro Woche","1996","35-65","(noch) kein Abschluss","1","","",""
"Min 1x pro Woche","1996","35-65","Hauptschule","29","","",""
"Min 1x pro Woche","1996","35-65","Realschule","20","","",""
"Min 1x pro Woche","1996","35-65","(Fach-)Abitur","6","0.0247930468996799","0.00770281811757322","0.0418832756817865"
"Min 1x pro Woche","1996","35-65","AkademikerIn","26","","",""
"Min 1x pro Woche","1996","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1996","66 +","Hauptschule","3","","",""
"Min 1x pro Woche","1996","66 +","Realschule","1","","",""
"Min 1x pro Woche","1996","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1996","66 +","AkademikerIn","4","0.0177847230551874","-0.00302226115646625","0.0385917072668411"
"Min 1x pro Monat","1996","17-34","(noch) kein Abschluss","3","","",""
"Min 1x pro Monat","1996","17-34","Hauptschule","7","0.00428688394855479","0.000899456877193373","0.0076743110199162"
"Min 1x pro Monat","1996","17-34","Realschule","11","","",""
"Min 1x pro Monat","1996","17-34","(Fach-)Abitur","8","0.00934141435874629","0.00204636588616237","0.0166364628313302"
"Min 1x pro Monat","1996","17-34","AkademikerIn","9","0.0244035398419319","0.00966452131858693","0.0391425583652768"
"Min 1x pro Monat","1996","35-65","(noch) kein Abschluss","1","","",""
"Min 1x pro Monat","1996","35-65","Hauptschule","28","","",""
"Min 1x pro Monat","1996","35-65","Realschule","31","0.0215807774583984","0.013874959008781","0.0292865959080158"
"Min 1x pro Monat","1996","35-65","(Fach-)Abitur","5","0.020021011546965","0.00462579077602054","0.0354162323179094"
"Min 1x pro Monat","1996","35-65","AkademikerIn","53","0.0442893412392493","0.0325506437054339","0.0560280387730647"
"Min 1x pro Monat","1996","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1996","66 +","Hauptschule","16","","",""
"Min 1x pro Monat","1996","66 +","Realschule","4","0.0201815165444353","-0.000248189137518774","0.0406112222263894"
"Min 1x pro Monat","1996","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1996","66 +","AkademikerIn","8","0.0421180266250879","0.0104972705910365","0.0737387826591393"
"Seltener","1996","17-34","(noch) kein Abschluss","15","","",""
"Seltener","1996","17-34","Hauptschule","73","0.0697277377966594","0.0565226953887902","0.0829327802045286"
"Seltener","1996","17-34","Realschule","101","","",""
"Seltener","1996","17-34","(Fach-)Abitur","58","0.0894918634904738","0.0678450711429802","0.111138655837967"
"Seltener","1996","17-34","AkademikerIn","52","0.130975478700012","0.0987486139910293","0.163202343408995"
"Seltener","1996","35-65","(noch) kein Abschluss","6","0.0211541215347344","0.00670503942604193","0.0356032036434269"
"Seltener","1996","35-65","Hauptschule","250","","",""
"Seltener","1996","35-65","Realschule","117","","",""
"Seltener","1996","35-65","(Fach-)Abitur","31","0.0988767312442079","0.0660691900018996","0.131684272486516"
"Seltener","1996","35-65","AkademikerIn","173","","",""
"Seltener","1996","66 +","(noch) kein Abschluss","3","","",""
"Seltener","1996","66 +","Hauptschule","43","0.0460286548743217","0.0335830514629662","0.0584742582856771"
"Seltener","1996","66 +","Realschule","17","","",""
"Seltener","1996","66 +","(Fach-)Abitur","3","","",""
"Seltener","1996","66 +","AkademikerIn","29","","",""
"Nie","1996","17-34","(noch) kein Abschluss","391","0.955928582194808","0.936060891170278","0.975796273219338"
"Nie","1996","17-34","Hauptschule","1348","","",""
"Nie","1996","17-34","Realschule","1436","","",""
"Nie","1996","17-34","(Fach-)Abitur","599","0.8973852010284","0.874373203922997","0.920397198133803"
"Nie","1996","17-34","AkademikerIn","358","0.840742623398045","0.805789309707422","0.875695937088668"
"Nie","1996","35-65","(noch) kein Abschluss","373","0.969664376320339","0.952442804481876","0.986885948158801"
"Nie","1996","35-65","Hauptschule","3074","0.895881805284032","0.885587093828144","0.90617651673992"
"Nie","1996","35-65","Realschule","1198","","",""
"Nie","1996","35-65","(Fach-)Abitur","276","","",""
"Nie","1996","35-65","AkademikerIn","928","0.775090302200827","0.751267802512878","0.798912801888777"
"Nie","1996","66 +","(noch) kein Abschluss","43","0.946908202797041","0.882113898977183","1.0117025066169"
"Nie","1996","66 +","Hauptschule","1027","","",""
"Nie","1996","66 +","Realschule","160","","",""
"Nie","1996","66 +","(Fach-)Abitur","39","0.950477837603251","0.884864180717062","1.01609149448944"
"Nie","1996","66 +","AkademikerIn","114","","",""
"Taeglich","1997","17-34","(noch) kein Abschluss","","","",""
"Taeglich","1997","17-34","Hauptschule","","","",""
"Taeglich","1997","17-34","Realschule","","","",""
"Taeglich","1997","17-34","(Fach-)Abitur","","","",""
"Taeglich","1997","17-34","AkademikerIn","","","",""
"Taeglich","1997","35-65","(noch) kein Abschluss","","","",""
"Taeglich","1997","35-65","Hauptschule","","","",""
"Taeglich","1997","35-65","Realschule","","","",""
"Taeglich","1997","35-65","(Fach-)Abitur","","","",""
"Taeglich","1997","35-65","AkademikerIn","","","",""
"Taeglich","1997","66 +","(noch) kein Abschluss","","","",""
"Taeglich","1997","66 +","Hauptschule","","","",""
"Taeglich","1997","66 +","Realschule","","","",""
"Taeglich","1997","66 +","(Fach-)Abitur","","","",""
"Taeglich","1997","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","1997","17-34","(noch) kein Abschluss","2","","",""
"Min 1x pro Woche","1997","17-34","Hauptschule","3","","",""
"Min 1x pro Woche","1997","17-34","Realschule","5","0.00333988307689081","0.000416259431598171","0.00626350672218344"
"Min 1x pro Woche","1997","17-34","(Fach-)Abitur","2","","",""
"Min 1x pro Woche","1997","17-34","AkademikerIn","2","","",""
"Min 1x pro Woche","1997","35-65","(noch) kein Abschluss","1","","",""
"Min 1x pro Woche","1997","35-65","Hauptschule","25","","",""
"Min 1x pro Woche","1997","35-65","Realschule","20","","",""
"Min 1x pro Woche","1997","35-65","(Fach-)Abitur","4","0.0213690171549104","0.00527112555811636","0.0374669087517043"
"Min 1x pro Woche","1997","35-65","AkademikerIn","21","","",""
"Min 1x pro Woche","1997","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1997","66 +","Hauptschule","4","0.00440995903568564","0.000492478978397461","0.00832743909297382"
"Min 1x pro Woche","1997","66 +","Realschule","1","","",""
"Min 1x pro Woche","1997","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1997","66 +","AkademikerIn","2","","",""
"Min 1x pro Monat","1997","17-34","(noch) kein Abschluss","8","0.0186208908174378","0.00559922481720848","0.0316425568176672"
"Min 1x pro Monat","1997","17-34","Hauptschule","8","0.00706473839586238","0.00258701805464846","0.0115424587370763"
"Min 1x pro Monat","1997","17-34","Realschule","17","","",""
"Min 1x pro Monat","1997","17-34","(Fach-)Abitur","4","0.00724145347932985","0.000767939748652238","0.0137149672100075"
"Min 1x pro Monat","1997","17-34","AkademikerIn","8","0.0219177952042522","0.00764057954952557","0.0361950108589788"
"Min 1x pro Monat","1997","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1997","35-65","Hauptschule","44","0.0139479924830617","0.00992040507061637","0.017975579895507"
"Min 1x pro Monat","1997","35-65","Realschule","25","","",""
"Min 1x pro Monat","1997","35-65","(Fach-)Abitur","6","0.0135767727579604","0.000694361376258185","0.0264591841396627"
"Min 1x pro Monat","1997","35-65","AkademikerIn","59","0.0451337055002788","0.0333337888157514","0.0569336221848062"
"Min 1x pro Monat","1997","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1997","66 +","Hauptschule","14","","",""
"Min 1x pro Monat","1997","66 +","Realschule","2","","",""
"Min 1x pro Monat","1997","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1997","66 +","AkademikerIn","17","","",""
"Seltener","1997","17-34","(noch) kein Abschluss","16","","",""
"Seltener","1997","17-34","Hauptschule","59","0.0511108231920211","0.0393371319894495","0.0628845143945928"
"Seltener","1997","17-34","Realschule","64","0.0452909340367629","0.0347537769087585","0.0558280911647672"
"Seltener","1997","17-34","(Fach-)Abitur","35","0.0639556565526208","0.0452749595583799","0.0826363535468617"
"Seltener","1997","17-34","AkademikerIn","34","0.0765655416153675","0.0506370575423265","0.102494025688409"
"Seltener","1997","35-65","(noch) kein Abschluss","11","","",""
"Seltener","1997","35-65","Hauptschule","202","","",""
"Seltener","1997","35-65","Realschule","121","","",""
"Seltener","1997","35-65","(Fach-)Abitur","30","0.127762850974637","0.0906018989999537","0.164923802949321"
"Seltener","1997","35-65","AkademikerIn","138","","",""
"Seltener","1997","66 +","(noch) kein Abschluss","","","",""
"Seltener","1997","66 +","Hauptschule","30","0.0342016879680282","0.0234564450991465","0.0449469308369098"
"Seltener","1997","66 +","Realschule","14","","",""
"Seltener","1997","66 +","(Fach-)Abitur","1","","",""
"Seltener","1997","66 +","AkademikerIn","17","","",""
"Nie","1997","17-34","(noch) kein Abschluss","388","0.927568466276","0.90260040916161","0.952536523390391"
"Nie","1997","17-34","Hauptschule","1274","","",""
"Nie","1997","17-34","Realschule","1410","","",""
"Nie","1997","17-34","(Fach-)Abitur","618","0.925648096422917","0.905618399131265","0.945677793714569"
"Nie","1997","17-34","AkademikerIn","360","0.897950646257762","0.868432520985389","0.927468771530136"
"Nie","1997","35-65","(noch) kein Abschluss","350","0.961599456937051","0.941804270630333","0.98139464324377"
"Nie","1997","35-65","Hauptschule","2986","","",""
"Nie","1997","35-65","Realschule","1225","","",""
"Nie","1997","35-65","(Fach-)Abitur","270","","",""
"Nie","1997","35-65","AkademikerIn","971","0.812074164697721","0.789869293650125","0.834279035745317"
"Nie","1997","66 +","(noch) kein Abschluss","48","1","1","1"
"Nie","1997","66 +","Hauptschule","1051","","",""
"Nie","1997","66 +","Realschule","153","","",""
"Nie","1997","66 +","(Fach-)Abitur","41","0.985163923862884","0.948601311132618","1.02172653659315"
"Nie","1997","66 +","AkademikerIn","127","","",""
"Taeglich","1998","17-34","(noch) kein Abschluss","1","","",""
"Taeglich","1998","17-34","Hauptschule","","","",""
"Taeglich","1998","17-34","Realschule","","","",""
"Taeglich","1998","17-34","(Fach-)Abitur","2","","",""
"Taeglich","1998","17-34","AkademikerIn","","","",""
"Taeglich","1998","35-65","(noch) kein Abschluss","","","",""
"Taeglich","1998","35-65","Hauptschule","3","","",""
"Taeglich","1998","35-65","Realschule","2","","",""
"Taeglich","1998","35-65","(Fach-)Abitur","1","","",""
"Taeglich","1998","35-65","AkademikerIn","5","0.00339066736459071","0.000275903682082709","0.00650543104709871"
"Taeglich","1998","66 +","(noch) kein Abschluss","","","",""
"Taeglich","1998","66 +","Hauptschule","1","","",""
"Taeglich","1998","66 +","Realschule","","","",""
"Taeglich","1998","66 +","(Fach-)Abitur","","","",""
"Taeglich","1998","66 +","AkademikerIn","1","","",""
"Min 1x pro Woche","1998","17-34","(noch) kein Abschluss","1","","",""
"Min 1x pro Woche","1998","17-34","Hauptschule","2","","",""
"Min 1x pro Woche","1998","17-34","Realschule","3","","",""
"Min 1x pro Woche","1998","17-34","(Fach-)Abitur","5","0.00947423196580575","0.0024516907240192","0.0164967732075923"
"Min 1x pro Woche","1998","17-34","AkademikerIn","4","0.00687279634109341","-0.000846734902623005","0.0145923275848098"
"Min 1x pro Woche","1998","35-65","(noch) kein Abschluss","2","","",""
"Min 1x pro Woche","1998","35-65","Hauptschule","25","","",""
"Min 1x pro Woche","1998","35-65","Realschule","18","","",""
"Min 1x pro Woche","1998","35-65","(Fach-)Abitur","3","","",""
"Min 1x pro Woche","1998","35-65","AkademikerIn","20","","",""
"Min 1x pro Woche","1998","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1998","66 +","Hauptschule","4","0.00367013869327319","0.00032989588499013","0.00701038150155624"
"Min 1x pro Woche","1998","66 +","Realschule","1","","",""
"Min 1x pro Woche","1998","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1998","66 +","AkademikerIn","7","0.0451072810163285","0.0150379918334772","0.0751765701991798"
"Min 1x pro Monat","1998","17-34","(noch) kein Abschluss","6","0.0177187548029257","0.00513163427697926","0.0303058753288722"
"Min 1x pro Monat","1998","17-34","Hauptschule","11","","",""
"Min 1x pro Monat","1998","17-34","Realschule","9","0.0057726414711931","0.00204067459072767","0.00950460835165852"
"Min 1x pro Monat","1998","17-34","(Fach-)Abitur","5","0.00322885234039665","-0.000883697972072636","0.00734140265286594"
"Min 1x pro Monat","1998","17-34","AkademikerIn","10","","",""
"Min 1x pro Monat","1998","35-65","(noch) kein Abschluss","2","","",""
"Min 1x pro Monat","1998","35-65","Hauptschule","52","0.0135241976384286","0.00973317485594101","0.0173152204209163"
"Min 1x pro Monat","1998","35-65","Realschule","28","","",""
"Min 1x pro Monat","1998","35-65","(Fach-)Abitur","7","0.0206208248793513","0.00598145932975184","0.0352601904289508"
"Min 1x pro Monat","1998","35-65","AkademikerIn","66","0.0432065727220801","0.0323121547070473","0.0541009907371129"
"Min 1x pro Monat","1998","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1998","66 +","Hauptschule","22","","",""
"Min 1x pro Monat","1998","66 +","Realschule","3","","",""
"Min 1x pro Monat","1998","66 +","(Fach-)Abitur","1","","",""
"Min 1x pro Monat","1998","66 +","AkademikerIn","13","","",""
"Seltener","1998","17-34","(noch) kein Abschluss","24","","",""
"Seltener","1998","17-34","Hauptschule","96","0.0719924531057839","0.058075012005662","0.0859098942059058"
"Seltener","1998","17-34","Realschule","107","","",""
"Seltener","1998","17-34","(Fach-)Abitur","72","0.108097618251568","0.0855886220991301","0.130606614404006"
"Seltener","1998","17-34","AkademikerIn","42","0.0798222759791326","0.0544990130717763","0.105145538886489"
"Seltener","1998","35-65","(noch) kein Abschluss","16","","",""
"Seltener","1998","35-65","Hauptschule","318","0.103349838310178","0.0933584960120913","0.113341180608264"
"Seltener","1998","35-65","Realschule","159","","",""
"Seltener","1998","35-65","(Fach-)Abitur","55","0.175362424524274","0.136188810817323","0.214536038231226"
"Seltener","1998","35-65","AkademikerIn","233","","",""
"Seltener","1998","66 +","(noch) kein Abschluss","3","","",""
"Seltener","1998","66 +","Hauptschule","85","0.0729409966122772","0.0585770176482573","0.0873049755762971"
"Seltener","1998","66 +","Realschule","26","","",""
"Seltener","1998","66 +","(Fach-)Abitur","3","","",""
"Seltener","1998","66 +","AkademikerIn","27","","",""
