"pli0097_h","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Nie, sehr selten (1984)","2000","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2000","66 und älter","","","",""
"Gelegentlich (1984)","2000","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2000","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2000","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2000","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2000","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2000","66 und älter","","","",""
"Taeglich","2001","16-34 Jahre alt","","","",""
"Taeglich","2001","35-65 Jahre alt","","","",""
"Taeglich","2001","66 und älter","","","",""
"Min 1x pro Woche","2001","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2001","35-65 Jahre alt","143","0.0117745456981673","0.00985523098062395","0.0136938604157106"
"Min 1x pro Woche","2001","66 und älter","","","",""
"Min 1x pro Monat","2001","16-34 Jahre alt","53","0.0111618326540551","0.00855766481974153","0.0137660004883687"
"Min 1x pro Monat","2001","35-65 Jahre alt","252","0.0200768061916211","0.0175811231521868","0.0225724892310553"
"Min 1x pro Monat","2001","66 und älter","76","0.0193450610574295","0.0147037544993779","0.0239863676154811"
"Seltener","2001","16-34 Jahre alt","317","0.0499218270248954","0.0445234462744847","0.0553202077753061"
"Seltener","2001","35-65 Jahre alt","897","0.0733240133207067","0.0686859874786988","0.0779620391627146"
"Seltener","2001","66 und älter","181","0.0557044885423126","0.0479759718311046","0.0634330052535207"
"Nie","2001","16-34 Jahre alt","5858","0.935234518832966","0.929133945267893","0.941335092398039"
"Nie","2001","35-65 Jahre alt","10842","0.894824634789505","0.889366150357476","0.900283119221534"
"Nie","2001","66 und älter","3100","0.917041454678804","0.907747037960333","0.926335871397274"
"Nie, sehr selten (1984)","2001","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2001","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2001","66 und älter","","","",""
"Gelegentlich (1984)","2001","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2001","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2001","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2001","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2001","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2001","66 und älter","","","",""
"Taeglich","2002","16-34 Jahre alt","","","",""
"Taeglich","2002","35-65 Jahre alt","","","",""
"Taeglich","2002","66 und älter","","","",""
"Min 1x pro Woche","2002","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2002","35-65 Jahre alt","","","",""
"Min 1x pro Woche","2002","66 und älter","","","",""
"Min 1x pro Monat","2002","16-34 Jahre alt","","","",""
"Min 1x pro Monat","2002","35-65 Jahre alt","","","",""
"Min 1x pro Monat","2002","66 und älter","","","",""
"Seltener","2002","16-34 Jahre alt","","","",""
"Seltener","2002","35-65 Jahre alt","","","",""
"Seltener","2002","66 und älter","","","",""
"Nie","2002","16-34 Jahre alt","","","",""
"Nie","2002","35-65 Jahre alt","","","",""
"Nie","2002","66 und älter","","","",""
"Nie, sehr selten (1984)","2002","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2002","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2002","66 und älter","","","",""
"Gelegentlich (1984)","2002","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2002","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2002","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2002","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2002","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2002","66 und älter","","","",""
"Taeglich","2003","16-34 Jahre alt","","","",""
"Taeglich","2003","35-65 Jahre alt","39","0.00195097498826145","0.00118134391687165","0.00272060605965125"
"Taeglich","2003","66 und älter","","","",""
"Min 1x pro Woche","2003","16-34 Jahre alt","36","0.00540297431714584","0.00352512058504616","0.00728082804924553"
"Min 1x pro Woche","2003","35-65 Jahre alt","130","0.00882078719704641","0.00718995014662508","0.0104516242474677"
"Min 1x pro Woche","2003","66 und älter","42","0.00949834127507464","0.0063619516868662","0.0126347308632831"
"Min 1x pro Monat","2003","16-34 Jahre alt","68","0.014319256994991","0.0112759195485507","0.0173625944414314"
"Min 1x pro Monat","2003","35-65 Jahre alt","306","0.0204582002258491","0.0179891722920365","0.0229272281596617"
"Min 1x pro Monat","2003","66 und älter","79","0.0209035017600788","0.0162775533364668","0.0255294501836907"
"Seltener","2003","16-34 Jahre alt","430","0.0744223856513153","0.0676991250257539","0.0811456462768767"
"Seltener","2003","35-65 Jahre alt","1311","0.102637132965359","0.0973439475442297","0.107930318386488"
"Seltener","2003","66 und älter","265","0.0721461563171184","0.0637800207093645","0.0805122919248723"
"Nie","2003","16-34 Jahre alt","5319","0.905642061312929","0.898153657656376","0.913130464969481"
"Nie","2003","35-65 Jahre alt","10842","0.866132904623484","0.860193950185892","0.872071859061076"
"Nie","2003","66 und älter","3281","0.896396748398639","0.886542685177016","0.906250811620263"
"Nie, sehr selten (1984)","2003","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2003","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2003","66 und älter","","","",""
"Gelegentlich (1984)","2003","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2003","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2003","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2003","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2003","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2003","66 und älter","","","",""
"Taeglich","2004","16-34 Jahre alt","","","",""
"Taeglich","2004","35-65 Jahre alt","","","",""
"Taeglich","2004","66 und älter","","","",""
"Min 1x pro Woche","2004","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2004","35-65 Jahre alt","","","",""
"Min 1x pro Woche","2004","66 und älter","","","",""
"Min 1x pro Monat","2004","16-34 Jahre alt","","","",""
"Min 1x pro Monat","2004","35-65 Jahre alt","","","",""
"Min 1x pro Monat","2004","66 und älter","","","",""
"Seltener","2004","16-34 Jahre alt","","","",""
"Seltener","2004","35-65 Jahre alt","","","",""
"Seltener","2004","66 und älter","","","",""
"Nie","2004","16-34 Jahre alt","","","",""
"Nie","2004","35-65 Jahre alt","","","",""
"Nie","2004","66 und älter","","","",""
"Nie, sehr selten (1984)","2004","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2004","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2004","66 und älter","","","",""
"Gelegentlich (1984)","2004","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2004","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2004","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2004","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2004","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2004","66 und älter","","","",""
"Taeglich","2005","16-34 Jahre alt","","","",""
"Taeglich","2005","35-65 Jahre alt","","","",""
"Taeglich","2005","66 und älter","","","",""
"Min 1x pro Woche","2005","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2005","35-65 Jahre alt","171","0.0133035448613281","0.0112164398293342","0.015390649893322"
"Min 1x pro Woche","2005","66 und älter","41","0.00745148028822692","0.00470408951680931","0.0101988710596445"
"Min 1x pro Monat","2005","16-34 Jahre alt","49","0.00925908873172818","0.00668418718519444","0.0118339902782619"
"Min 1x pro Monat","2005","35-65 Jahre alt","235","0.0210008240095315","0.0183887939963218","0.0236128540227412"
"Min 1x pro Monat","2005","66 und älter","107","0.0225840577542025","0.0178376616299294","0.0273304538784757"
"Seltener","2005","16-34 Jahre alt","290","0.058539798137311","0.0522284367310746","0.0648511595435474"
"Seltener","2005","35-65 Jahre alt","960","0.0791759762905002","0.0742572362970753","0.0840947162839251"
"Seltener","2005","66 und älter","252","0.0648379170078668","0.0569714222867732","0.0727044117289603"
"Nie","2005","16-34 Jahre alt","4954","0.929147010294442","0.922249096481536","0.936044924107348"
"Nie","2005","35-65 Jahre alt","10210","0.88651965483864","0.880741710678791","0.892297598998489"
"Nie","2005","66 und älter","3364","0.905126544949704","0.895764940376581","0.914488149522827"
"Nie, sehr selten (1984)","2005","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2005","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2005","66 und älter","","","",""
"Gelegentlich (1984)","2005","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2005","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2005","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2005","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2005","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2005","66 und älter","","","",""
"Taeglich","2006","16-34 Jahre alt","","","",""
"Taeglich","2006","35-65 Jahre alt","","","",""
"Taeglich","2006","66 und älter","","","",""
"Min 1x pro Woche","2006","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2006","35-65 Jahre alt","","","",""
"Min 1x pro Woche","2006","66 und älter","","","",""
"Min 1x pro Monat","2006","16-34 Jahre alt","","","",""
"Min 1x pro Monat","2006","35-65 Jahre alt","","","",""
"Min 1x pro Monat","2006","66 und älter","","","",""
"Seltener","2006","16-34 Jahre alt","","","",""
"Seltener","2006","35-65 Jahre alt","","","",""
"Seltener","2006","66 und älter","","","",""
"Nie","2006","16-34 Jahre alt","","","",""
"Nie","2006","35-65 Jahre alt","","","",""
"Nie","2006","66 und älter","","","",""
"Nie, sehr selten (1984)","2006","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2006","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2006","66 und älter","","","",""
"Gelegentlich (1984)","2006","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2006","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2006","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2006","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2006","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2006","66 und älter","","","",""
"Taeglich","2007","16-34 Jahre alt","","","",""
"Taeglich","2007","35-65 Jahre alt","","","",""
"Taeglich","2007","66 und älter","","","",""
"Min 1x pro Woche","2007","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2007","35-65 Jahre alt","139","0.0105824316679677","0.00870250709561392","0.0124623562403214"
"Min 1x pro Woche","2007","66 und älter","44","0.00867339089723945","0.00591277185544217","0.0114340099390367"
"Min 1x pro Monat","2007","16-34 Jahre alt","36","0.00559221122593162","0.00345937214928252","0.00772505030258071"
"Min 1x pro Monat","2007","35-65 Jahre alt","190","0.0143466792809688","0.0121619598619555","0.016531398699982"
"Min 1x pro Monat","2007","66 und älter","84","0.0151854326751896","0.01154465252341","0.0188262128269692"
"Seltener","2007","16-34 Jahre alt","186","0.0404956497598526","0.0348578232579184","0.0461334762617869"
"Seltener","2007","35-65 Jahre alt","765","0.0623645113616161","0.0579218454081999","0.0668071773150323"
"Seltener","2007","66 und älter","226","0.0451562919861481","0.0389742931475521","0.0513382908247442"
"Nie","2007","16-34 Jahre alt","4455","0.949157714917591","0.94287473359495","0.955440696240232"
"Nie","2007","35-65 Jahre alt","10287","0.912706377689447","0.907520590630809","0.917892164748086"
"Nie","2007","66 und älter","3980","0.930984884441423","0.923438358623544","0.938531410259301"
"Nie, sehr selten (1984)","2007","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2007","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2007","66 und älter","","","",""
"Gelegentlich (1984)","2007","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2007","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2007","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2007","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2007","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2007","66 und älter","","","",""
"Taeglich","2008","16-34 Jahre alt","","","",""
"Taeglich","2008","35-65 Jahre alt","","","",""
"Taeglich","2008","66 und älter","","","",""
"Min 1x pro Woche","2008","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2008","35-65 Jahre alt","110","0.00911177035012814","0.00730706047383078","0.0109164802264255"
"Min 1x pro Woche","2008","66 und älter","33","0.00553720418179745","0.00332438586937359","0.0077500224942213"
"Min 1x pro Monat","2008","16-34 Jahre alt","58","0.0113015544717771","0.00816569217173227","0.014437416771822"
"Min 1x pro Monat","2008","35-65 Jahre alt","225","0.0150438157025589","0.0127318513403191","0.0173557800647987"
"Min 1x pro Monat","2008","66 und älter","115","0.0227809524324195","0.0183316890234844","0.0272302158413545"
"Seltener","2008","16-34 Jahre alt","253","0.0661997672729248","0.0588239323677891","0.0735756021780604"
"Seltener","2008","35-65 Jahre alt","914","0.0746510337873405","0.06965915119028","0.079642916384401"
"Seltener","2008","66 und älter","323","0.0729708838216228","0.0652150640549422","0.0807267035883035"
"Nie","2008","16-34 Jahre alt","4039","0.91946998035907","0.911397562272207","0.927542398445932"
"Nie","2008","35-65 Jahre alt","9378","0.900392480259613","0.894704531567288","0.906080428951937"
"Nie","2008","66 und älter","3836","0.896078174262772","0.886978359511806","0.905177989013739"
"Nie, sehr selten (1984)","2008","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2008","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2008","66 und älter","","","",""
"Gelegentlich (1984)","2008","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2008","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2008","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2008","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2008","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2008","66 und älter","","","",""
"Taeglich","2009","16-34 Jahre alt","","","",""
"Taeglich","2009","35-65 Jahre alt","","","",""
"Taeglich","2009","66 und älter","","","",""
"Min 1x pro Woche","2009","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2009","35-65 Jahre alt","100","0.00792596096546336","0.00617194079113128","0.00967998113979545"
"Min 1x pro Woche","2009","66 und älter","37","0.00770226962478562","0.00504914070343745","0.0103553985461338"
"Min 1x pro Monat","2009","16-34 Jahre alt","42","0.00914182813397024","0.006186836864846","0.0120968194030945"
"Min 1x pro Monat","2009","35-65 Jahre alt","181","0.0151578151607273","0.0127410291298873","0.0175746011915673"
"Min 1x pro Monat","2009","66 und älter","69","0.0141605732200129","0.0105748934204966","0.0177462530195291"
"Seltener","2009","16-34 Jahre alt","210","0.0568175046257659","0.0496300871350089","0.0640049221165229"
"Seltener","2009","35-65 Jahre alt","663","0.0648048783542525","0.0599352979246418","0.0696744587838633"
"Seltener","2009","66 und älter","234","0.0586497963586373","0.0515190192636678","0.0657805734536068"
"Nie","2009","16-34 Jahre alt","3718","0.930232680303693","0.922323058034513","0.938142302572873"
"Nie","2009","35-65 Jahre alt","8874","0.912111345519557","0.90651084407055","0.917711846968563"
"Nie","2009","66 und älter","3831","0.919487360796564","0.911230158787978","0.927744562805151"
"Nie, sehr selten (1984)","2009","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2009","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2009","66 und älter","","","",""
"Gelegentlich (1984)","2009","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2009","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2009","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2009","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2009","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2009","66 und älter","","","",""
"Taeglich","2010","16-34 Jahre alt","","","",""
"Taeglich","2010","35-65 Jahre alt","","","",""
"Taeglich","2010","66 und älter","","","",""
"Min 1x pro Woche","2010","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2010","35-65 Jahre alt","","","",""
"Min 1x pro Woche","2010","66 und älter","","","",""
"Min 1x pro Monat","2010","16-34 Jahre alt","","","",""
"Min 1x pro Monat","2010","35-65 Jahre alt","","","",""
"Min 1x pro Monat","2010","66 und älter","","","",""
"Seltener","2010","16-34 Jahre alt","","","",""
"Seltener","2010","35-65 Jahre alt","","","",""
"Seltener","2010","66 und älter","","","",""
"Nie","2010","16-34 Jahre alt","","","",""
"Nie","2010","35-65 Jahre alt","","","",""
"Nie","2010","66 und älter","","","",""
"Nie, sehr selten (1984)","2010","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2010","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2010","66 und älter","","","",""
"Gelegentlich (1984)","2010","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2010","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2010","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2010","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2010","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2010","66 und älter","","","",""
"Taeglich","2011","16-34 Jahre alt","","","",""
"Taeglich","2011","35-65 Jahre alt","","","",""
"Taeglich","2011","66 und älter","","","",""
"Min 1x pro Woche","2011","16-34 Jahre alt","39","0.0100385947248795","0.00767145175557936","0.0124057376941796"
"Min 1x pro Woche","2011","35-65 Jahre alt","196","0.00987523790608673","0.00836191477175136","0.0113885610404221"
"Min 1x pro Woche","2011","66 und älter","51","0.0101269355743594","0.00739458639488469","0.0128592847538341"
"Min 1x pro Monat","2011","16-34 Jahre alt","67","0.0104001643000948","0.00799120865323235","0.0128091199469573"
"Min 1x pro Monat","2011","35-65 Jahre alt","302","0.0166645905519885","0.01470547032028","0.018623710783697"
"Min 1x pro Monat","2011","66 und älter","101","0.0150296340008631","0.0117092125813802","0.0183500554203461"
"Seltener","2011","16-34 Jahre alt","306","0.0547870202020065","0.0493834278899818","0.0601906125140311"
"Seltener","2011","35-65 Jahre alt","1083","0.0649679883211592","0.0611959519106563","0.0687400247316621"
"Seltener","2011","66 und älter","301","0.0599151479425129","0.0534383661214104","0.0663919297636155"
"Nie","2011","16-34 Jahre alt","6401","0.924774220773019","0.918511254089068","0.931037187456971"
"Nie","2011","35-65 Jahre alt","14820","0.908492183220766","0.904079501322163","0.912904865119368"
"Nie","2011","66 und älter","4705","0.914928282482265","0.907314621252169","0.92254194371236"
"Nie, sehr selten (1984)","2011","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2011","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2011","66 und älter","","","",""
"Gelegentlich (1984)","2011","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2011","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2011","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2011","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2011","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2011","66 und älter","","","",""
"Taeglich","2012","16-34 Jahre alt","","","",""
"Taeglich","2012","35-65 Jahre alt","","","",""
"Taeglich","2012","66 und älter","","","",""
"Min 1x pro Woche","2012","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2012","35-65 Jahre alt","","","",""
"Min 1x pro Woche","2012","66 und älter","","","",""
"Min 1x pro Monat","2012","16-34 Jahre alt","","","",""
"Min 1x pro Monat","2012","35-65 Jahre alt","","","",""
"Min 1x pro Monat","2012","66 und älter","","","",""
"Seltener","2012","16-34 Jahre alt","","","",""
"Seltener","2012","35-65 Jahre alt","","","",""
"Seltener","2012","66 und älter","","","",""
"Nie","2012","16-34 Jahre alt","","","",""
"Nie","2012","35-65 Jahre alt","","","",""
"Nie","2012","66 und älter","","","",""
"Nie, sehr selten (1984)","2012","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2012","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2012","66 und älter","","","",""
"Gelegentlich (1984)","2012","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2012","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2012","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2012","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2012","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2012","66 und älter","","","",""
"Taeglich","2013","16-34 Jahre alt","","","",""
"Taeglich","2013","35-65 Jahre alt","44","0.00246965023005505","0.00167242409790104","0.00326687636220905"
"Taeglich","2013","66 und älter","","","",""
"Min 1x pro Woche","2013","16-34 Jahre alt","32","0.0115353106492696","0.00874604986549551","0.0143245714330437"
"Min 1x pro Woche","2013","35-65 Jahre alt","157","0.00953532839845118","0.00797438173298677","0.0110962750639156"
"Min 1x pro Woche","2013","66 und älter","44","0.00535870325306233","0.00332407939659221","0.00739332710953245"
"Min 1x pro Monat","2013","16-34 Jahre alt","73","0.013335360843088","0.010339090046243","0.016331631639933"
"Min 1x pro Monat","2013","35-65 Jahre alt","312","0.0205039331308749","0.0182276793573117","0.0227801869044381"
"Min 1x pro Monat","2013","66 und älter","119","0.0204451281659117","0.0165011878129551","0.0243890685188683"
"Seltener","2013","16-34 Jahre alt","423","0.0916355389955333","0.0840992780058838","0.0991717999851827"
"Seltener","2013","35-65 Jahre alt","1229","0.0812994227942108","0.0769097568863664","0.0856890887020553"
"Seltener","2013","66 und älter","489","0.0993325299618945","0.0909966966403279","0.107668363283461"
"Nie","2013","16-34 Jahre alt","5092","0.880203474222331","0.871721293049262","0.8886856553954"
"Nie","2013","35-65 Jahre alt","13148","0.886191665446408","0.881090709101509","0.891292621791307"
"Nie","2013","66 und älter","4283","0.872257896872631","0.862955164629474","0.881560629115788"
"Nie, sehr selten (1984)","2013","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2013","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2013","66 und älter","","","",""
"Gelegentlich (1984)","2013","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2013","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2013","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2013","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2013","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2013","66 und älter","","","",""
"Taeglich","2014","16-34 Jahre alt","","","",""
"Taeglich","2014","35-65 Jahre alt","","","",""
"Taeglich","2014","66 und älter","","","",""
"Min 1x pro Woche","2014","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2014","35-65 Jahre alt","","","",""
"Min 1x pro Woche","2014","66 und älter","","","",""
"Min 1x pro Monat","2014","16-34 Jahre alt","","","",""
"Min 1x pro Monat","2014","35-65 Jahre alt","","","",""
"Min 1x pro Monat","2014","66 und älter","","","",""
"Seltener","2014","16-34 Jahre alt","","","",""
"Seltener","2014","35-65 Jahre alt","","","",""
"Seltener","2014","66 und älter","","","",""
"Nie","2014","16-34 Jahre alt","","","",""
"Nie","2014","35-65 Jahre alt","","","",""
"Nie","2014","66 und älter","","","",""
"Nie, sehr selten (1984)","2014","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2014","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2014","66 und älter","","","",""
"Gelegentlich (1984)","2014","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2014","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2014","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2014","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2014","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2014","66 und älter","","","",""
"Taeglich","2015","16-34 Jahre alt","","","",""
"Taeglich","2015","35-65 Jahre alt","","","",""
"Taeglich","2015","66 und älter","","","",""
"Min 1x pro Woche","2015","16-34 Jahre alt","41","0.0110283508240071","0.00852711206989298","0.0135295895781212"
"Min 1x pro Woche","2015","35-65 Jahre alt","148","0.00917925440270925","0.00766335490385699","0.0106951539015615"
"Min 1x pro Woche","2015","66 und älter","50","0.0101700316601781","0.00736961894130772","0.0129704443790484"
"Min 1x pro Monat","2015","16-34 Jahre alt","63","0.00895972797428351","0.00670288675555462","0.0112165691930124"
"Min 1x pro Monat","2015","35-65 Jahre alt","261","0.0158023867964301","0.0138200764020685","0.0177846971907918"
"Min 1x pro Monat","2015","66 und älter","103","0.0178410429902882","0.0141463224037257","0.0215357635768508"
"Seltener","2015","16-34 Jahre alt","289","0.0414565075540755","0.0366822020086193","0.0462308130995317"
"Seltener","2015","35-65 Jahre alt","968","0.0616727416670419","0.0578489611623435","0.0654965221717404"
"Seltener","2015","66 und älter","353","0.068688985836557","0.0616295253541352","0.0757484463189788"
"Nie","2015","16-34 Jahre alt","6304","0.938555413647634","0.932803932328566","0.944306894966702"
"Nie","2015","35-65 Jahre alt","13827","0.913345617133819","0.908873820940472","0.917817413327165"
"Nie","2015","66 und älter","4425","0.903299939512977","0.895050775220705","0.911549103805249"
"Nie, sehr selten (1984)","2015","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2015","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2015","66 und älter","","","",""
"Gelegentlich (1984)","2015","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2015","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2015","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2015","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2015","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2015","66 und älter","","","",""
"Taeglich","2016","16-34 Jahre alt","","","",""
"Taeglich","2016","35-65 Jahre alt","","","",""
"Taeglich","2016","66 und älter","","","",""
"Min 1x pro Woche","2016","16-34 Jahre alt","","","",""
"Min 1x pro Woche","2016","35-65 Jahre alt","","","",""
"Min 1x pro Woche","2016","66 und älter","","","",""
"Min 1x pro Monat","2016","16-34 Jahre alt","","","",""
"Min 1x pro Monat","2016","35-65 Jahre alt","","","",""
"Min 1x pro Monat","2016","66 und älter","","","",""
"Seltener","2016","16-34 Jahre alt","","","",""
"Seltener","2016","35-65 Jahre alt","","","",""
"Seltener","2016","66 und älter","","","",""
"Nie","2016","16-34 Jahre alt","","","",""
"Nie","2016","35-65 Jahre alt","","","",""
"Nie","2016","66 und älter","","","",""
"Nie, sehr selten (1984)","2016","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2016","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2016","66 und älter","","","",""
"Gelegentlich (1984)","2016","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2016","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2016","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2016","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2016","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2016","66 und älter","","","",""
"Taeglich","2017","16-34 Jahre alt","","","",""
"Taeglich","2017","35-65 Jahre alt","","","",""
"Taeglich","2017","66 und älter","","","",""
"Min 1x pro Woche","2017","16-34 Jahre alt","38","0.00950992383798888","0.00709837161381323","0.0119214760621645"
"Min 1x pro Woche","2017","35-65 Jahre alt","182","0.0131536984696373","0.0113535023797548","0.0149538945595197"
"Min 1x pro Woche","2017","66 und älter","70","0.0111981403788229","0.00828028026653753","0.0141160004911083"
"Min 1x pro Monat","2017","16-34 Jahre alt","64","0.0101082625763441","0.00762275440848473","0.0125937707442035"
