year,sampreg,pli0097_h,proportion,n,lower_confidence,upper_confidence
1992,Ostdeutschland,Nie,0.2690575997515914,17350,0.2624587150375113,0.2756564844656715
1992,Westdeutschland,Seltener,0.03795994410805775,17350,0.03511636253416518,0.04080352568195032
1992,Ostdeutschland,Seltener,0.01832013662474771,17350,0.016324618727535493,0.020315654521959926
1992,Westdeutschland,Min 1x pro Monat,0.01055736686849868,17350,0.009036541149966585,0.012078192587030774
1992,Ostdeutschland,Min 1x pro Monat,0.007452258965999069,17350,0.006172506416130585,0.008732011515867551
1992,Westdeutschland,Min 1x pro Woche,0.0050458003415618695,17350,0.003991479218827018,0.006100121464296721
1992,Ostdeutschland,Min 1x pro Woche,0.0035708740878745535,17350,0.002683275082240433,0.004458473093508674
1994,Westdeutschland,Nie,0.64613420569696,16642,0.6388692332564782,0.6533991781374419
1994,Ostdeutschland,Nie,0.26681560679805316,16642,0.2600956646690964,0.27353554892700993
1994,Westdeutschland,Seltener,0.04627782653793984,16642,0.04308591586160361,0.04946973721427607
1994,Ostdeutschland,Seltener,0.015718503151679566,16642,0.013828691308668359,0.017608314994690774
1994,Westdeutschland,Min 1x pro Monat,0.009734301444187346,16642,0.008242601147881258,0.011226001740493433
1994,Ostdeutschland,Min 1x pro Monat,0.00686188462459108,16642,0.005607646946122175,0.008116122303059983
1994,Westdeutschland,Min 1x pro Woche,0.00534588685869305,16642,0.004237990243634537,0.006453783473751563
1994,Ostdeutschland,Min 1x pro Woche,0.0031117848878959545,16642,0.0022655687035987226,0.003958001072193186
1995,Westdeutschland,Nie,0.6476623977781206,17246,0.6405327886739124,0.6547920068823289
1995,Ostdeutschland,Nie,0.2448696188859744,17246,0.23845175791363904,0.25128747985830974
1995,Westdeutschland,Seltener,0.05593272643110631,17246,0.052503103718164516,0.05936234914404811
1995,Ostdeutschland,Seltener,0.021910199043357507,17246,0.019725335052236902,0.02409506303447811
1995,Westdeutschland,Min 1x pro Monat,0.011495139638944607,17246,0.009904182753103884,0.01308609652478533
1995,Westdeutschland,Min 1x pro Woche,0.007946304582626138,17246,0.006621163635817345,0.00927144552943493
1995,Ostdeutschland,Min 1x pro Monat,0.006711927171732758,17246,0.005493293683240695,0.00793056066022482
1995,Ostdeutschland,Min 1x pro Woche,0.003471686468137633,17246,0.0025938230533908303,0.004349549882884436
1996,Westdeutschland,Nie,0.648235294117647,16862,0.641027639016054,0.6554429492192401
1996,Ostdeutschland,Nie,0.252156862745098,16862,0.24560232329938173,0.25871140219081434
1996,Westdeutschland,Seltener,0.056,16862,0.052529583979378625,0.05947041602062138
1996,Ostdeutschland,Seltener,0.021098039215686273,16862,0.018928876276863044,0.023267202154509503
1996,Westdeutschland,Min 1x pro Monat,0.009019607843137255,16862,0.007592594981535782,0.01044662070473873
1996,Ostdeutschland,Min 1x pro Monat,0.005568627450980392,16862,0.004445412128302893,0.006691842773657892
1996,Westdeutschland,Min 1x pro Woche,0.005411764705882353,16862,0.004304394994069606,0.0065191344176951
1996,Ostdeutschland,Min 1x pro Woche,0.0025098039215686275,16862,0.0017545799897615666,0.0032650278533756885
1997,Westdeutschland,Nie,0.6551143200962696,16487,0.6478585856438761,0.662370054548663
1997,Ostdeutschland,Nie,0.25792218210990775,16487,0.25124406048202585,0.26460030373778964
1997,Westdeutschland,Seltener,0.046450060168471724,16487,0.04323750855116582,0.049662611785777626
1997,Ostdeutschland,Seltener,0.016205375050140393,16487,0.014277996513291173,0.01813275358698961
1997,Westdeutschland,Min 1x pro Monat,0.010910549538708384,16487,0.009324830100166492,0.012496268977250275
1997,Ostdeutschland,Min 1x pro Monat,0.006016847172081829,16487,0.0048363654844193246,0.007197328859744334
1997,Westdeutschland,Min 1x pro Woche,0.005615724027276374,16487,0.004475040276210932,0.006756407778341815
1997,Ostdeutschland,Min 1x pro Woche,0.0017649418371440031,16487,0.001124223932282164,0.0024056597420058423
1998,Westdeutschland,Nie,0.640782283577797,18147,0.6338017636137548,0.6477628035418391
1998,Ostdeutschland,Nie,0.2392148403796376,18147,0.23300788351355012,0.2454217972457251
1998,Westdeutschland,Seltener,0.06974403221167673,18147,0.066038006651689,0.07345005777166445
1998,Ostdeutschland,Seltener,0.02451826287029048,18147,0.022268130477796463,0.0267683952627845
1998,Westdeutschland,Min 1x pro Monat,0.011504170261719874,18147,0.009952609732793181,0.013055730790646567
1998,Westdeutschland,Min 1x pro Woche,0.006327293643945931,18147,0.005173616397387375,0.007480970890504486
1998,Ostdeutschland,Min 1x pro Monat,0.006183491515674432,18147,0.005042917063207044,0.0073240659681418204
1998,Ostdeutschland,Min 1x pro Woche,0.001725625539257981,18147,0.0011217438057233176,0.0023295072727926446
1999,Westdeutschland,Nie,0.6533443311337732,17396,0.6462721790932647,0.6604164831742817
1999,Ostdeutschland,Nie,0.2488002399520096,17396,0.24237581160709248,0.2552246682969267
1999,Westdeutschland,Seltener,0.05293941211757648,17396,0.04961197535256292,0.056266848882590044
1999,Ostdeutschland,Seltener,0.01934613077384523,17396,0.017299279419996472,0.02139298212769399
1999,Westdeutschland,Min 1x pro Monat,0.011472705458908218,17396,0.009890151136330488,0.013055259781485948
1999,Westdeutschland,Min 1x pro Woche,0.006523695260947811,17396,0.005327348821472757,0.007720041700422864
1999,Ostdeutschland,Min 1x pro Monat,0.005173965206958608,17396,0.004107819174732772,0.006240111239184444
1999,Ostdeutschland,Min 1x pro Woche,0.0023995200959808036,17396,0.001672457350105263,0.0031265828418563443
2001,Westdeutschland,Nie,0.6825664837484171,27798,0.6770944575802292,0.688038509916605
2001,Ostdeutschland,Nie,0.22639651048262277,27798,0.22147675667606784,0.2313162642891777
2001,Westdeutschland,Seltener,0.04957553585666714,27798,0.04702376420783041,0.052127307505503866
2001,Ostdeutschland,Seltener,0.014914872660757,27798,0.01348993471402432,0.016339810607489683
2001,Westdeutschland,Min 1x pro Monat,0.012100745743633038,27798,0.01081542447871264,0.013386067008553437
2001,Westdeutschland,Min 1x pro Woche,0.0072229257539515035,27798,0.006227447582884863,0.008218403925018143
2001,Ostdeutschland,Min 1x pro Monat,0.005487547488391726,27798,0.0046191000178858405,0.006355994958897612
2001,Ostdeutschland,Min 1x pro Woche,0.0017353782655597767,27798,0.0012460850284833223,0.0022246715026362314
2003,Westdeutschland,Nie,0.6632219966783539,27727,0.6576590365153732,0.6687849568413347
2003,Ostdeutschland,Nie,0.21318508949990772,27727,0.208364287062185,0.21800589193763045
2003,Westdeutschland,Seltener,0.07127698837423879,27727,0.06824852445352436,0.07430545229495322
2003,Ostdeutschland,Seltener,0.020114412253183243,27727,0.01846189505253736,0.021766929453829128
2003,Westdeutschland,Min 1x pro Monat,0.015224211109060711,27727,0.01378295649623754,0.016665465721883883
2003,Westdeutschland,Min 1x pro Woche,0.009226794611551946,27727,0.008101367991894167,0.010352221231209725
2003,Ostdeutschland,Min 1x pro Monat,0.00525927292858461,27727,0.004407894907587974,0.006110650949581246
2003,Ostdeutschland,Min 1x pro Woche,0.0024912345451190256,27727,0.0019044613054513778,0.0030780077847866734
2005,Westdeutschland,Nie,0.676949740034662,25520,0.671212156829135,0.682687323240189
2005,Ostdeutschland,Nie,0.21886605595444417,25520,0.2137930228370123,0.22393908907187604
2005,Westdeutschland,Seltener,0.05531072047536519,25520,0.052506159493882466,0.05811528145684792
2005,Ostdeutschland,Seltener,0.01822233226046051,25520,0.016581272896960944,0.01986339162396008
2005,Westdeutschland,Min 1x pro Monat,0.014359990096558554,25520,0.012900329216650089,0.01581965097646702
2005,Westdeutschland,Min 1x pro Woche,0.009507303788066353,25520,0.008316692322035411,0.010697915254097296
2005,Ostdeutschland,Min 1x pro Monat,0.004803169101262689,25520,0.0039548989861567085,0.005651439216368669
2005,Ostdeutschland,Min 1x pro Woche,0.0019806882891804903,25520,0.0014351901471288885,0.0025261864312320923
2007,Westdeutschland,Nie,0.6917241379310345,25385,0.6860434136185486,0.6974048622435204
2007,Ostdeutschland,Nie,0.22551724137931034,25385,0.22037605628525625,0.23065842647336443
2007,Westdeutschland,Seltener,0.04389162561576355,25385,0.041371559809599084,0.04641169142192801
2007,Ostdeutschland,Seltener,0.013694581280788177,25385,0.012264872527729105,0.015124290033847248
2007,Westdeutschland,Min 1x pro Monat,0.011527093596059114,25385,0.010213957371013618,0.01284022982110461
2007,Westdeutschland,Min 1x pro Woche,0.008029556650246305,25385,0.006931657025082508,0.009127456275410102
2007,Ostdeutschland,Min 1x pro Monat,0.00374384236453202,25385,0.002992545158065018,0.004495139570999021
2007,Ostdeutschland,Min 1x pro Woche,0.00187192118226601,25385,0.0013401749719944849,0.002403667392537535
2008,Westdeutschland,Nie,0.6684183142559833,23673,0.6624211097272557,0.674415518784711
2008,Ostdeutschland,Nie,0.2238293444328824,23673,0.21851968649725076,0.22913900236851406
2008,Westdeutschland,Seltener,0.060665972944849114,23673,0.057625003662459144,0.06370694222723909
2008,Ostdeutschland,Seltener,0.01659729448491155,23673,0.01496982156262764,0.01822476740719546
2008,Westdeutschland,Min 1x pro Monat,0.01550468262226847,23673,0.013930816851993884,0.017078548392543056
2008,Westdeutschland,Min 1x pro Woche,0.008168574401664932,23673,0.007021949183589258,0.009315199619740606
2008,Ostdeutschland,Min 1x pro Monat,0.004994797086368366,23673,0.004096746040449075,0.005892848132287657
2008,Ostdeutschland,Min 1x pro Woche,0.0018210197710718003,23673,0.0012779058147799427,0.002364133727363658
2009,Westdeutschland,Nie,0.6817978282771745,21983,0.6756405048304113,0.6879551517239377
2009,Ostdeutschland,Nie,0.23189298108138362,21983,0.2263138410741039,0.23747212108866333
2009,Westdeutschland,Seltener,0.046512929586924885,21983,0.043729008999988564,0.049296850173861206
2009,Ostdeutschland,Seltener,0.015056531960147767,21983,0.013446699356728129,0.016666364563567404
2009,Westdeutschland,Min 1x pro Monat,0.012761670211575059,21983,0.01127786342063616,0.014245477002513957
2009,Westdeutschland,Min 1x pro Woche,0.006716668532407925,21983,0.005636911295885451,0.0077964257689303994
2009,Ostdeutschland,Min 1x pro Monat,0.003582223217284227,21983,0.0027924368243535313,0.0043720096102149225
2009,Ostdeutschland,Min 1x pro Woche,0.0016791671331019813,21983,0.0011379212313486985,0.002220413034855264
2011,Westdeutschland,Nie,0.7097904573127566,41903,0.7054448104122073,0.7141361042133059
2011,Ostdeutschland,Nie,0.20398555854452782,41903,0.20012727893891116,0.20784383815014448
2011,Westdeutschland,Seltener,0.04633300297324083,41903,0.04432031192899288,0.04834569401748879
2011,Ostdeutschland,Seltener,0.01323800084949738,41903,0.012143664252309637,0.014332337446685123
2011,Westdeutschland,Min 1x pro Monat,0.01288404360753221,41903,0.011804242690354311,0.013963844524710108
2011,Westdeutschland,Min 1x pro Woche,0.00867195242814668,41903,0.007784182043497386,0.009559722812795973
2011,Ostdeutschland,Min 1x pro Monat,0.003645759592241257,41903,0.0030686817314740235,0.004222837453008491
2011,Ostdeutschland,Min 1x pro Woche,0.0014512246920571994,41903,0.0010867348041382835,0.0018157145799761153
2013,Westdeutschland,Nie,0.6837869822485207,44486,0.6794658786434911,0.6881080858535504
2013,Ostdeutschland,Nie,0.20055226824457595,44486,0.1968313235157405,0.2042732129734114
2013,Westdeutschland,Seltener,0.06717948717948719,44486,0.06485320829520318,0.0695057660637712
2013,Ostdeutschland,Seltener,0.016962524654832348,44486,0.015762542809196294,0.0181625065004684
2013,Westdeutschland,Min 1x pro Monat,0.015463510848126232,44486,0.014316904471653343,0.01661011722459912
2013,Westdeutschland,Min 1x pro Woche,0.009546351084812624,44486,0.008642742867044929,0.010449959302580318
2013,Ostdeutschland,Min 1x pro Monat,0.004378698224852071,44486,0.0037651284040607865,0.004992268045643356
2013,Ostdeutschland,Min 1x pro Woche,0.0021301775147928993,44486,0.0017017382798400148,0.002558616749745784
2015,Westdeutschland,Nie,0.7304879420920376,38036,0.7260287695424891,0.7349471146415861
2015,Ostdeutschland,Nie,0.18463788770956008,38036,0.18073851877817307,0.1885372566409471
2015,Westdeutschland,Seltener,0.04796909575066571,38036,0.04582143865549767,0.05011675284583376
2015,Westdeutschland,Min 1x pro Monat,0.012151670854742527,38036,0.011050583473417207,0.013252758236067846
2015,Ostdeutschland,Seltener,0.012039155383865281,38036,0.010943115070402982,0.01313519569732758
2015,Westdeutschland,Min 1x pro Woche,0.007463526234857293,38036,0.006598550505824088,0.008328501963890499
2015,Ostdeutschland,Min 1x pro Monat,0.003825526009826351,38036,0.003205125799867524,0.004445926219785178
2015,Ostdeutschland,Min 1x pro Woche,0.0014251959644451112,38036,0.0010460676274846143,0.001804324301405608
2017,Westdeutschland,Nie,0.7209926985207884,45410,0.7168674175062543,0.7251179795353225
2017,Ostdeutschland,Nie,0.1934702833579238,45410,0.18983701362395486,0.19710355309189273
2017,Westdeutschland,Seltener,0.04687322664850755,45410,0.04492912897681871,0.04881732432019639
2017,Westdeutschland,Min 1x pro Monat,0.012522226005372073,45410,0.011499440054189337,0.01354501195655481
2017,Ostdeutschland,Seltener,0.011652101539741989,45410,0.010665055586604612,0.012639147492879366
2017,Westdeutschland,Min 1x pro Woche,0.009003896644346083,45410,0.008135073174089425,0.00987272011460274
2017,Ostdeutschland,Min 1x pro Monat,0.0036696553550486133,45410,0.0031135019015811347,0.004225808808516092
2017,Ostdeutschland,Min 1x pro Woche,0.001815911928271479,45410,0.0014243206301755426,0.0022075032263674152
2019,Westdeutschland,Nie,0.6681924882629108,42417,0.6637114361136723,0.6726735404121492
2019,Ostdeutschland,Nie,0.18673708920187793,42417,0.18302843046333517,0.19044574794042068
2019,Westdeutschland,Seltener,0.08118153364632238,42417,0.07858239420231579,0.08378067309032898
2019,Ostdeutschland,Seltener,0.01881846635367762,42417,0.01752530447592923,0.020111628231426013
2019,Westdeutschland,Min 1x pro Monat,0.017918622848200314,42417,0.016656178771794112,0.019181066924606516
2019,Westdeutschland,Min 1x pro Woche,0.013888888888888888,42417,0.01277515156351863,0.015002626214259147
2019,Ostdeutschland,Min 1x pro Monat,0.006690140845070422,42417,0.005914347409862382,0.007465934280278462
2019,Ostdeutschland,Min 1x pro Woche,0.0035993740219092333,42417,0.0030294505000338645,0.004169297543784602
2019,-2,Nie,0.0020344287949921754,42417,0.0016056185792091995,0.0024632390107751515
2019,-2,Seltener,0.0005086071987480439,42417,0.0002940382480328735,0.0007231761494632142
2019,-2,Min 1x pro Monat,0.00023474178403755868,42417,8.895091736326588e-05,0.0003805326507118515
2019,-2,Min 1x pro Woche,0.00019561815336463224,42417,6.252730540494463e-05,0.00032870900132431983
