,Unnamed: 0,year,bula_h,sampreg,pli0097_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
329,329,2003,"Rhineland-Palatinate, Saarland",West,At least once per month,0.03478,48,21676,0.029,0.04305
330,330,2003,"Rhineland-Palatinate, Saarland",West,Seldom,0.11193,157,21676,0.09999,0.12539
331,331,2003,"Rhineland-Palatinate, Saarland",West,Never,0.8533,1124,21676,0.82185,0.89499
332,332,2003,Baden-Wuerttemberg,West,At least once per month,0.01221,39,21676,0.00834,0.01724
333,333,2003,Baden-Wuerttemberg,West,Seldom,0.08548,195,21676,0.07547,0.09598
334,334,2003,Baden-Wuerttemberg,West,Never,0.90231,2414,21676,0.87223,0.93059
335,335,2003,Bavaria,West,At least once per week,0.01001,38,21676,0.00767,0.01256
336,336,2003,Bavaria,West,At least once per month,0.02316,76,21676,0.01883,0.02693
337,337,2003,Bavaria,West,Seldom,0.08851,321,21676,0.07867,0.09905
338,338,2003,Bavaria,West,Never,0.87831,2661,21676,0.85071,0.90342
339,339,2003,Berlin,West,Seldom,0.08444,40,21676,0.0704,0.10218
340,340,2003,Berlin,West,Never,0.91556,383,21676,0.84943,0.99088
341,341,2003,Berlin,East,Seldom,0.09467,32,21676,0.07664,0.11551
342,342,2003,Berlin,East,Never,0.90533,327,21676,0.84471,0.97627
343,343,2003,Brandenburg,East,Seldom,0.1026,88,21676,0.08587,0.1206
344,344,2003,Brandenburg,East,Never,0.8974,817,21676,0.85112,0.9375
345,345,2003,Mecklenburg-Western Pomerania,East,Seldom,0.09704,52,21676,0.07928,0.11877
346,346,2003,Mecklenburg-Western Pomerania,East,Never,0.90296,449,21676,0.84692,0.95955
347,347,2003,Saxony,East,At least once per month,0.01893,32,21676,0.014,0.02408
348,348,2003,Saxony,East,Seldom,0.07377,124,21676,0.06457,0.08441
349,349,2003,Saxony,East,Never,0.9073,1431,21676,0.87706,0.93739
350,350,2003,Saxony-Anhalt,East,Seldom,0.05867,65,21676,0.04907,0.06959
351,351,2003,Saxony-Anhalt,East,Never,0.94133,844,21676,0.89649,0.98282
352,352,2003,Thuringa,East,Seldom,0.07621,80,21676,0.0615,0.09213
353,353,2003,Thuringa,East,Never,0.92379,846,21676,0.87763,0.98315
354,354,2005,Schleswig-Holstein,West,At least once per month,0.06559,46,20158,0.05219,0.07959
355,355,2005,Schleswig-Holstein,West,Seldom,0.25815,154,20158,0.23208,0.29254
356,356,2005,Schleswig-Holstein,West,Never,0.67625,429,20158,0.62949,0.72272
357,357,2005,Hamburg,West,Never,1.0,266,20158,0.90683,1.07805
358,358,2005,Lower Saxony,West,At least once per month,0.02562,39,20158,0.01908,0.03246
359,359,2005,Lower Saxony,West,Seldom,0.05314,108,20158,0.04485,0.06323
360,360,2005,Lower Saxony,West,Never,0.92123,1606,20158,0.8893,0.96842
361,361,2005,Bremen,West,Never,1.0,125,20158,0.88224,1.13755
362,362,2005,North Rhine-Westphalia,West,At least once per week,0.00766,47,20158,0.00585,0.00983
363,363,2005,North Rhine-Westphalia,West,At least once per month,0.00885,51,20158,0.00693,0.01133
364,364,2005,North Rhine-Westphalia,West,Seldom,0.05017,234,20158,0.04468,0.05619
365,365,2005,North Rhine-Westphalia,West,Never,0.93332,3990,20158,0.90961,0.95674
366,366,2005,Hesse,West,Seldom,0.06815,83,20158,0.05595,0.08141
367,367,2005,Hesse,West,Never,0.93185,1229,20158,0.89391,0.97916
368,368,2005,"Rhineland-Palatinate, Saarland",West,At least once per month,0.02475,36,20158,0.01715,0.03383
369,369,2005,"Rhineland-Palatinate, Saarland",West,Seldom,0.07488,94,20158,0.06292,0.08674
370,370,2005,"Rhineland-Palatinate, Saarland",West,Never,0.90037,1087,20158,0.85982,0.94266
371,371,2005,Baden-Wuerttemberg,West,Seldom,0.07164,169,20158,0.06325,0.07937
372,372,2005,Baden-Wuerttemberg,West,Never,0.92836,2279,20158,0.89827,0.96098
373,373,2005,Bavaria,West,At least once per week,0.01002,36,20158,0.00772,0.01245
374,374,2005,Bavaria,West,At least once per month,0.02191,51,20158,0.01691,0.02793
375,375,2005,Bavaria,West,Seldom,0.07523,234,20158,0.06622,0.08564
376,376,2005,Bavaria,West,Never,0.89285,2545,20158,0.85821,0.92264
377,377,2005,Berlin,West,Never,1.0,371,20158,0.91598,1.08257
378,378,2005,Berlin,East,Never,1.0,314,20158,0.92114,1.07295
379,379,2005,Brandenburg,East,Seldom,0.08045,62,20158,0.05935,0.11095
380,380,2005,Brandenburg,East,Never,0.91955,789,20158,0.87873,0.97061
381,381,2005,Mecklenburg-Western Pomerania,East,Seldom,0.08136,48,20158,0.06441,0.09605
382,382,2005,Mecklenburg-Western Pomerania,East,Never,0.91864,430,20158,0.85727,0.98355
383,383,2005,Saxony,East,Seldom,0.06414,121,20158,0.05504,0.07815
384,384,2005,Saxony,East,Never,0.93586,1354,20158,0.89311,0.96731
385,385,2005,Saxony-Anhalt,East,Seldom,0.0606,68,20158,0.04787,0.07667
386,386,2005,Saxony-Anhalt,East,Never,0.9394,798,20158,0.88657,0.99423
387,387,2005,Thuringa,East,Seldom,0.04649,53,20158,0.03637,0.05656
388,388,2005,Thuringa,East,Never,0.95351,812,20158,0.89349,1.00829
389,389,2007,Schleswig-Holstein,West,Seldom,0.06314,32,19936,0.04463,0.07875
390,390,2007,Schleswig-Holstein,West,Never,0.93686,563,19936,0.872,0.99291
391,391,2007,Hamburg,West,Never,1.0,269,19936,0.9091,1.09965
392,392,2007,Lower Saxony,West,At least once per month,0.01795,35,19936,0.01414,0.0232
393,393,2007,Lower Saxony,West,Seldom,0.05925,120,19936,0.05134,0.06804
394,394,2007,Lower Saxony,West,Never,0.92281,1625,19936,0.88877,0.96297
395,395,2007,Bremen,West,Never,1.0,131,19936,0.89814,1.14714
396,396,2007,North Rhine-Westphalia,West,At least once per week,0.00836,43,19936,0.00576,0.01064
397,397,2007,North Rhine-Westphalia,West,At least once per month,0.00878,42,19936,0.00658,0.01121
398,398,2007,North Rhine-Westphalia,West,Seldom,0.04538,219,19936,0.04105,0.04973
399,399,2007,North Rhine-Westphalia,West,Never,0.93748,3864,19936,0.91423,0.95732
400,400,2007,Hesse,West,Seldom,0.06501,82,19936,0.05269,0.07944
401,401,2007,Hesse,West,Never,0.93499,1252,19936,0.90139,0.97423
402,402,2007,"Rhineland-Palatinate, Saarland",West,Seldom,0.04907,64,19936,0.03989,0.05983
403,403,2007,"Rhineland-Palatinate, Saarland",West,Never,0.95093,1057,19936,0.9082,0.99399
404,404,2007,Baden-Wuerttemberg,West,Seldom,0.05108,130,19936,0.0445,0.05829
405,405,2007,Baden-Wuerttemberg,West,Never,0.94892,2284,19936,0.9125,0.98186
406,406,2007,Bavaria,West,At least once per week,0.01161,34,19936,0.00831,0.01436
407,407,2007,Bavaria,West,At least once per month,0.01468,54,19936,0.01115,0.01911
408,408,2007,Bavaria,West,Seldom,0.05827,201,19936,0.05035,0.06644
409,409,2007,Bavaria,West,Never,0.91543,2624,19936,0.88495,0.94463
410,410,2007,Berlin,West,Never,1.0,373,19936,0.92385,1.06886
411,411,2007,Berlin,East,Never,1.0,317,19936,0.93162,1.08
412,412,2007,Brandenburg,East,Seldom,0.04615,55,19936,0.03914,0.0527
413,413,2007,Brandenburg,East,Never,0.95385,777,19936,0.89366,1.01615
414,414,2007,Mecklenburg-Western Pomerania,East,Seldom,0.07009,33,19936,0.05071,0.09068
415,415,2007,Mecklenburg-Western Pomerania,East,Never,0.92991,440,19936,0.87045,0.99218
416,416,2007,Saxony,East,Seldom,0.05704,78,19936,0.04613,0.07148
417,417,2007,Saxony,East,Never,0.94296,1396,19936,0.89742,0.97769
418,418,2007,Saxony-Anhalt,East,Seldom,0.04092,47,19936,0.03068,0.05165
419,419,2007,Saxony-Anhalt,East,Never,0.95908,804,19936,0.91494,1.01058
420,420,2007,Thuringa,East,Seldom,0.04575,47,19936,0.02989,0.06369
421,421,2007,Thuringa,East,Never,0.95425,844,19936,0.90662,1.00825
422,422,2008,Schleswig-Holstein,West,Seldom,0.10276,41,18913,0.08198,0.12031
423,423,2008,Schleswig-Holstein,West,Never,0.89724,482,18913,0.84079,0.95225
424,424,2008,Hamburg,West,Never,1.0,255,18913,0.91053,1.08929
425,425,2008,Lower Saxony,West,At least once per month,0.01615,37,18913,0.01304,0.01949
426,426,2008,Lower Saxony,West,Seldom,0.07509,148,18913,0.066,0.08558
427,427,2008,Lower Saxony,West,Never,0.90876,1523,18913,0.8653,0.94815
428,428,2008,Bremen,West,Never,1.0,118,18913,0.85545,1.12864
429,429,2008,North Rhine-Westphalia,West,At least once per week,0.00537,35,18913,0.00392,0.00771
430,430,2008,North Rhine-Westphalia,West,At least once per month,0.01343,69,18913,0.01156,0.01533
431,431,2008,North Rhine-Westphalia,West,Seldom,0.07287,295,18913,0.06542,0.08053
432,432,2008,North Rhine-Westphalia,West,Never,0.90834,3509,18913,0.88408,0.9358
433,433,2008,Hesse,West,Seldom,0.07471,95,18913,0.06036,0.08873
434,434,2008,Hesse,West,Never,0.92529,1175,18913,0.87273,0.97496
435,435,2008,"Rhineland-Palatinate, Saarland",West,At least once per month,0.03301,41,18913,0.02381,0.04367
436,436,2008,"Rhineland-Palatinate, Saarland",West,Seldom,0.05331,72,18913,0.04338,0.06429
437,437,2008,"Rhineland-Palatinate, Saarland",West,Never,0.91368,974,18913,0.86708,0.95762
438,438,2008,Baden-Wuerttemberg,West,At least once per month,0.01095,33,18913,0.00733,0.01638
439,439,2008,Baden-Wuerttemberg,West,Seldom,0.06715,172,18913,0.0589,0.07661
440,440,2008,Baden-Wuerttemberg,West,Never,0.9219,2121,18913,0.88845,0.95589
441,441,2008,Bavaria,West,At least once per week,0.01254,46,18913,0.00899,0.01596
442,442,2008,Bavaria,West,At least once per month,0.01964,72,18913,0.01535,0.02474
443,443,2008,Bavaria,West,Seldom,0.08276,271,18913,0.07459,0.09023
444,444,2008,Bavaria,West,Never,0.88506,2353,18913,0.8545,0.91805
445,445,2008,Berlin,West,Seldom,0.10387,40,18913,0.07943,0.13044
446,446,2008,Berlin,West,Never,0.89613,337,18913,0.81474,0.97872
447,447,2008,Berlin,East,Never,1.0,305,18913,0.91716,1.07127
448,448,2008,Brandenburg,East,Seldom,0.07709,66,18913,0.06135,0.09652
449,449,2008,Brandenburg,East,Never,0.92291,728,18913,0.87412,0.98667
450,450,2008,Mecklenburg-Western Pomerania,East,Seldom,0.06834,32,18913,0.05126,0.08961
451,451,2008,Mecklenburg-Western Pomerania,East,Never,0.93166,428,18913,0.87299,0.9985
452,452,2008,Saxony,East,Seldom,0.05247,85,18913,0.04316,0.06292
453,453,2008,Saxony,East,Never,0.94753,1309,18913,0.89775,0.99364
454,454,2008,Saxony-Anhalt,East,Seldom,0.05855,50,18913,0.04475,0.07489
455,455,2008,Saxony-Anhalt,East,Never,0.94145,747,18913,0.88307,1.00024
456,456,2008,Thuringa,East,Seldom,0.06299,64,18913,0.05044,0.08402
457,457,2008,Thuringa,East,Never,0.93701,785,18913,0.88762,0.99938
458,458,2009,Schleswig-Holstein,West,Never,1.0,474,17503,0.9315,1.06833
459,459,2009,Hamburg,West,Never,1.0,247,17503,0.90274,1.10886
460,460,2009,Lower Saxony,West,At least once per month,0.0197,35,17503,0.01409,0.0273
461,461,2009,Lower Saxony,West,Seldom,0.06336,99,17503,0.05291,0.07407
462,462,2009,Lower Saxony,West,Never,0.91694,1459,17503,0.87976,0.95642
463,463,2009,Bremen,West,Never,1.0,102,17503,0.83474,1.16722
464,464,2009,North Rhine-Westphalia,West,At least once per month,0.00869,37,17503,0.00627,0.01126
465,465,2009,North Rhine-Westphalia,West,Seldom,0.04425,183,17503,0.03761,0.04931
466,466,2009,North Rhine-Westphalia,West,Never,0.94706,3364,17503,0.91665,0.97969
467,467,2009,Hesse,West,Seldom,0.07093,79,17503,0.05718,0.08395
468,468,2009,Hesse,West,Never,0.92907,1096,17503,0.88483,0.97797
469,469,2009,"Rhineland-Palatinate, Saarland",West,At least once per month,0.02471,31,17503,0.0175,0.03288
470,470,2009,"Rhineland-Palatinate, Saarland",West,Seldom,0.0638,62,17503,0.05066,0.07608
471,471,2009,"Rhineland-Palatinate, Saarland",West,Never,0.91149,915,17503,0.85103,0.96268
472,472,2009,Baden-Wuerttemberg,West,Seldom,0.05937,129,17503,0.04903,0.07119
473,473,2009,Baden-Wuerttemberg,West,Never,0.94063,1916,17503,0.90217,0.98312
474,474,2009,Bavaria,West,At least once per month,0.01892,64,17503,0.01352,0.02455
475,475,2009,Bavaria,West,Seldom,0.07372,210,17503,0.06272,0.08637
476,476,2009,Bavaria,West,Never,0.90736,2282,17503,0.87704,0.94754
477,477,2009,Berlin,West,Never,1.0,326,17503,0.91264,1.09626
478,478,2009,Berlin,East,Never,1.0,293,17503,0.89226,1.07882
479,479,2009,Brandenburg,East,Seldom,0.06329,48,17503,0.03844,0.0921
480,480,2009,Brandenburg,East,Never,0.93671,719,17503,0.87569,0.99315
481,481,2009,Mecklenburg-Western Pomerania,East,Seldom,0.07016,37,17503,0.04877,0.09862
482,482,2009,Mecklenburg-Western Pomerania,East,Never,0.92984,405,17503,0.84652,1.01185
483,483,2009,Saxony,East,Seldom,0.05964,70,17503,0.04376,0.07828
484,484,2009,Saxony,East,Never,0.94036,1263,17503,0.89328,1.00042
485,485,2009,Saxony-Anhalt,East,Seldom,0.05845,44,17503,0.03902,0.07962
486,486,2009,Saxony-Anhalt,East,Never,0.94155,702,17503,0.87462,1.01668
487,487,2009,Thuringa,East,Seldom,0.06943,51,17503,0.04707,0.09245
488,488,2009,Thuringa,East,Never,0.93057,761,17503,0.86033,0.99454
489,489,2011,Schleswig-Holstein,West,Seldom,0.05101,45,28016,0.03387,0.07056
490,490,2011,Schleswig-Holstein,West,Never,0.94899,907,28016,0.88725,1.00413
491,491,2011,Hamburg,West,Never,1.0,397,28016,0.8925,1.10952
492,492,2011,Lower Saxony,West,At least once per week,0.01564,42,28016,0.01165,0.02079
493,493,2011,Lower Saxony,West,At least once per month,0.018,51,28016,0.01276,0.02553
494,494,2011,Lower Saxony,West,Seldom,0.05577,139,28016,0.04641,0.06538
495,495,2011,Lower Saxony,West,Never,0.91059,2401,28016,0.86869,0.94641
496,496,2011,Bremen,West,Never,1.0,170,28016,0.83299,1.17714
497,497,2011,North Rhine-Westphalia,West,At least once per week,0.0093,44,28016,0.00627,0.01321
498,498,2011,North Rhine-Westphalia,West,At least once per month,0.01207,63,28016,0.00897,0.01461
499,499,2011,North Rhine-Westphalia,West,Seldom,0.04328,267,28016,0.03821,0.04786
500,500,2011,North Rhine-Westphalia,West,Never,0.93535,5326,28016,0.9128,0.96259
501,501,2011,Hesse,West,At least once per week,0.01705,32,28016,0.01112,0.02564
502,502,2011,Hesse,West,Seldom,0.06519,125,28016,0.05385,0.07856
503,503,2011,Hesse,West,Never,0.91775,1770,28016,0.8699,0.96269
504,504,2011,"Rhineland-Palatinate, Saarland",West,At least once per month,0.02751,41,28016,0.02091,0.03518
505,505,2011,"Rhineland-Palatinate, Saarland",West,Seldom,0.08986,116,28016,0.07099,0.10795
506,506,2011,"Rhineland-Palatinate, Saarland",West,Never,0.88263,1428,28016,0.83937,0.92637
507,507,2011,Baden-Wuerttemberg,West,At least once per week,0.00846,39,28016,0.00601,0.0113
508,508,2011,Baden-Wuerttemberg,West,At least once per month,0.0132,59,28016,0.01004,0.01692
509,509,2011,Baden-Wuerttemberg,West,Seldom,0.07373,225,28016,0.06222,0.0835
510,510,2011,Baden-Wuerttemberg,West,Never,0.90461,3199,28016,0.87013,0.94649
511,511,2011,Bavaria,West,At least once per week,0.00849,49,28016,0.00613,0.01104
512,512,2011,Bavaria,West,At least once per month,0.01626,96,28016,0.01252,0.02024
513,513,2011,Bavaria,West,Seldom,0.07522,321,28016,0.0656,0.08513
514,514,2011,Bavaria,West,Never,0.90004,3953,28016,0.8633,0.93297
515,515,2011,Berlin,West,Seldom,0.06177,37,28016,0.03702,0.08977
516,516,2011,Berlin,West,Never,0.93823,503,28016,0.86397,1.02882
517,517,2011,Berlin,East,Seldom,0.0647,35,28016,0.05047,0.08265
518,518,2011,Berlin,East,Never,0.9353,416,28016,0.85759,1.02502
519,519,2011,Brandenburg,East,Seldom,0.04259,66,28016,0.03265,0.05398
520,520,2011,Brandenburg,East,Never,0.95741,1046,28016,0.90173,1.01122
521,521,2011,Mecklenburg-Western Pomerania,East,Seldom,0.09095,44,28016,0.06735,0.11911
522,522,2011,Mecklenburg-Western Pomerania,East,Never,0.90905,596,28016,0.84115,0.98934
523,523,2011,Saxony,East,At least once per month,0.02314,33,28016,0.01745,0.03057
524,524,2011,Saxony,East,Seldom,0.06549,98,28016,0.0495,0.08068
525,525,2011,Saxony,East,Never,0.91137,1685,28016,0.86952,0.96561
526,526,2011,Saxony-Anhalt,East,Seldom,0.057,66,28016,0.04462,0.07172
527,527,2011,Saxony-Anhalt,East,Never,0.943,1005,28016,0.87774,1.0123
528,528,2011,Thuringa,East,Seldom,0.04754,65,28016,0.03636,0.06003
529,529,2011,Thuringa,East,Never,0.95246,1016,28016,0.87531,1.01307
530,530,2013,Schleswig-Holstein,West,Seldom,0.09405,80,25020,0.0753,0.11562
531,531,2013,Schleswig-Holstein,West,Never,0.90595,791,25020,0.84138,0.97773
532,532,2013,Hamburg,West,Seldom,0.08141,38,25020,0.05666,0.10737
533,533,2013,Hamburg,West,Never,0.91859,346,25020,0.81856,1.03299
534,534,2013,Lower Saxony,West,At least once per week,0.01474,42,25020,0.00986,0.01992
535,535,2013,Lower Saxony,West,At least once per month,0.02226,66,25020,0.01637,0.02816
536,536,2013,Lower Saxony,West,Seldom,0.10014,223,25020,0.08626,0.11372
537,537,2013,Lower Saxony,West,Never,0.86286,2106,25020,0.81983,0.90129
538,538,2013,Bremen,West,Never,1.0,153,25020,0.80701,1.20469
539,539,2013,North Rhine-Westphalia,West,At least once per week,0.01343,51,25020,0.00934,0.01748
540,540,2013,North Rhine-Westphalia,West,At least once per month,0.0115,60,25020,0.00906,0.0143
541,541,2013,North Rhine-Westphalia,West,Seldom,0.08364,395,25020,0.07515,0.0908
542,542,2013,North Rhine-Westphalia,West,Never,0.89142,4563,25020,0.86282,0.91911
543,543,2013,Hesse,West,Seldom,0.08207,144,25020,0.06991,0.09685
544,544,2013,Hesse,West,Never,0.91793,1560,25020,0.87057,0.96936
545,545,2013,"Rhineland-Palatinate, Saarland",West,At least once per month,0.0311,46,25020,0.02334,0.03876
546,546,2013,"Rhineland-Palatinate, Saarland",West,Seldom,0.09802,124,25020,0.08062,0.11908
547,547,2013,"Rhineland-Palatinate, Saarland",West,Never,0.87088,1215,25020,0.81339,0.92772
548,548,2013,Baden-Wuerttemberg,West,At least once per week,0.01168,32,25020,0.00645,0.01737
549,549,2013,Baden-Wuerttemberg,West,At least once per month,0.01519,49,25020,0.011,0.01869
550,550,2013,Baden-Wuerttemberg,West,Seldom,0.0835,228,25020,0.07254,0.09516
551,551,2013,Baden-Wuerttemberg,West,Never,0.88963,2684,25020,0.85278,0.93411
552,552,2013,Bavaria,West,At least once per week,0.00968,51,25020,0.00674,0.01306
553,553,2013,Bavaria,West,At least once per month,0.02085,96,25020,0.0164,0.02553
554,554,2013,Bavaria,West,Seldom,0.10341,399,25020,0.09051,0.11481
555,555,2013,Bavaria,West,Never,0.86606,3451,25020,0.83518,0.90272
556,556,2013,Berlin,West,Seldom,0.12816,47,25020,0.08995,0.16892
557,557,2013,Berlin,West,Never,0.87184,466,25020,0.79229,0.94725
558,558,2013,Berlin,East,Seldom,0.0796,40,25020,0.06388,0.09756
559,559,2013,Berlin,East,Never,0.9204,392,25020,0.82511,1.00536
560,560,2013,Brandenburg,East,Seldom,0.09056,82,25020,0.06372,0.11568
561,561,2013,Brandenburg,East,Never,0.90944,887,25020,0.84125,0.97843
562,562,2013,Mecklenburg-Western Pomerania,East,Seldom,0.12397,51,25020,0.09225,0.16586
563,563,2013,Mecklenburg-Western Pomerania,East,Never,0.87603,506,25020,0.79646,0.95253
564,564,2013,Saxony,East,Seldom,0.06312,102,25020,0.04722,0.07824
565,565,2013,Saxony,East,Never,0.93688,1557,25020,0.88534,0.98916
566,566,2013,Saxony-Anhalt,East,Seldom,0.07667,70,25020,0.06044,0.09439
567,567,2013,Saxony-Anhalt,East,Never,0.92333,862,25020,0.86646,0.98934
568,568,2013,Thuringa,East,Seldom,0.07361,85,25020,0.06016,0.08837
569,569,2013,Thuringa,East,Never,0.92639,880,25020,0.87229,0.99326
570,570,2015,Schleswig-Holstein,West,Seldom,0.05631,44,26312,0.03945,0.07272
571,571,2015,Schleswig-Holstein,West,Never,0.94369,830,26312,0.8666,1.01447
572,572,2015,Hamburg,West,Never,1.0,429,26312,0.87088,1.09444
573,573,2015,Lower Saxony,West,At least once per month,0.01401,48,26312,0.00979,0.01973
574,574,2015,Lower Saxony,West,Seldom,0.07215,178,26312,0.05902,0.0856
575,575,2015,Lower Saxony,West,Never,0.91384,2353,26312,0.8747,0.96042
576,576,2015,Bremen,West,Never,1.0,175,26312,0.84116,1.18706
577,577,2015,North Rhine-Westphalia,West,At least once per week,0.0112,50,26312,0.00842,0.01511
578,578,2015,North Rhine-Westphalia,West,At least once per month,0.00995,57,26312,0.00717,0.01313
579,579,2015,North Rhine-Westphalia,West,Seldom,0.05261,253,26312,0.04672,0.05989
580,580,2015,North Rhine-Westphalia,West,Never,0.92625,5201,26312,0.89796,0.95613
581,581,2015,Hesse,West,Seldom,0.05489,115,26312,0.04322,0.06824
582,582,2015,Hesse,West,Never,0.94511,1714,26312,0.89471,0.99007
583,583,2015,"Rhineland-Palatinate, Saarland",West,At least once per month,0.02942,33,26312,0.02041,0.0403
584,584,2015,"Rhineland-Palatinate, Saarland",West,Seldom,0.0662,110,26312,0.05377,0.08055
585,585,2015,"Rhineland-Palatinate, Saarland",West,Never,0.90438,1438,26312,0.85231,0.96588
586,586,2015,Baden-Wuerttemberg,West,At least once per week,0.01008,33,26312,0.00532,0.01541
587,587,2015,Baden-Wuerttemberg,West,At least once per month,0.00881,46,26312,0.00653,0.01157
588,588,2015,Baden-Wuerttemberg,West,Seldom,0.0583,196,26312,0.04898,0.06783
589,589,2015,Baden-Wuerttemberg,West,Never,0.92282,2924,26312,0.88756,0.96202
590,590,2015,Bavaria,West,At least once per week,0.01001,40,26312,0.00574,0.01448
591,591,2015,Bavaria,West,At least once per month,0.01935,90,26312,0.01461,0.02485
592,592,2015,Bavaria,West,Seldom,0.06931,314,26312,0.0613,0.07965
593,593,2015,Bavaria,West,Never,0.90134,3912,26312,0.86324,0.94138
594,594,2015,Berlin,West,Seldom,0.06546,35,26312,0.04536,0.08137
595,595,2015,Berlin,West,Never,0.93454,503,26312,0.86308,1.00897
596,596,2015,Berlin,East,Never,1.0,395,26312,0.90074,1.10897
597,597,2015,Brandenburg,East,Seldom,0.07336,62,26312,0.05462,0.09581
598,598,2015,Brandenburg,East,Never,0.92664,915,26312,0.86526,0.99576
599,599,2015,Mecklenburg-Western Pomerania,East,Never,1.0,506,26312,0.91022,1.1088
600,600,2015,Saxony,East,Seldom,0.05819,95,26312,0.04691,0.07366
601,601,2015,Saxony,East,Never,0.94181,1397,26312,0.88676,0.99732
602,602,2015,Saxony-Anhalt,East,Seldom,0.04805,47,26312,0.03707,0.06077
603,603,2015,Saxony-Anhalt,East,Never,0.95195,824,26312,0.88067,1.02166
604,604,2015,Thuringa,East,Seldom,0.05894,63,26312,0.03977,0.09011
605,605,2015,Thuringa,East,Never,0.94106,887,26312,0.88078,0.99716
606,606,2017,Schleswig-Holstein,West,Seldom,0.065,54,26087,0.04822,0.08321
607,607,2017,Schleswig-Holstein,West,Never,0.935,874,26087,0.86634,0.99583
608,608,2017,Hamburg,West,Never,1.0,432,26087,0.90056,1.09539
609,609,2017,Lower Saxony,West,At least once per week,0.0135,37,26087,0.0088,0.01774
610,610,2017,Lower Saxony,West,At least once per month,0.0191,51,26087,0.0147,0.02551
611,611,2017,Lower Saxony,West,Seldom,0.06827,180,26087,0.05905,0.07971
612,612,2017,Lower Saxony,West,Never,0.89912,2409,26087,0.85788,0.9358
613,613,2017,Bremen,West,Never,1.0,206,26087,0.84092,1.16932
614,614,2017,North Rhine-Westphalia,West,At least once per week,0.01316,57,26087,0.01031,0.01645
615,615,2017,North Rhine-Westphalia,West,At least once per month,0.01442,55,26087,0.01052,0.01795
616,616,2017,North Rhine-Westphalia,West,Seldom,0.05507,279,26087,0.04802,0.06405
617,617,2017,North Rhine-Westphalia,West,Never,0.91735,5110,26087,0.89176,0.94385
618,618,2017,Hesse,West,Seldom,0.05479,106,26087,0.04502,0.06604
619,619,2017,Hesse,West,Never,0.94521,1627,26087,0.8804,1.00441
620,620,2017,"Rhineland-Palatinate, Saarland",West,At least once per week,0.02917,33,26087,0.02029,0.03803
621,621,2017,"Rhineland-Palatinate, Saarland",West,At least once per month,0.02304,34,26087,0.01728,0.03063
622,622,2017,"Rhineland-Palatinate, Saarland",West,Seldom,0.0678,94,26087,0.05493,0.07963
623,623,2017,"Rhineland-Palatinate, Saarland",West,Never,0.87999,1358,26087,0.82623,0.93888
624,624,2017,Baden-Wuerttemberg,West,At least once per month,0.01566,50,26087,0.01181,0.01935
625,625,2017,Baden-Wuerttemberg,West,Seldom,0.06512,191,26087,0.05553,0.07614
626,626,2017,Baden-Wuerttemberg,West,Never,0.91922,2731,26087,0.8841,0.95239
627,627,2017,Bavaria,West,At least once per week,0.01116,47,26087,0.00796,0.01435
628,628,2017,Bavaria,West,At least once per month,0.01873,91,26087,0.01477,0.02418
629,629,2017,Bavaria,West,Seldom,0.06316,269,26087,0.05361,0.07291
630,630,2017,Bavaria,West,Never,0.90695,3793,26087,0.87622,0.93789
631,631,2017,Berlin,West,Never,1.0,518,26087,0.90467,1.09796
632,632,2017,Berlin,East,Never,1.0,394,26087,0.87771,1.1262
633,633,2017,Brandenburg,East,Seldom,0.05366,56,26087,0.0398,0.06663
634,634,2017,Brandenburg,East,Never,0.94634,940,26087,0.87457,1.01944
635,635,2017,Mecklenburg-Western Pomerania,East,Seldom,0.08675,35,26087,0.05699,0.1222
636,636,2017,Mecklenburg-Western Pomerania,East,Never,0.91325,520,26087,0.82796,1.00513
637,637,2017,Saxony,East,Seldom,0.04259,79,26087,0.03139,0.05613
638,638,2017,Saxony,East,Never,0.95741,1524,26087,0.90768,1.00754
639,639,2017,Saxony-Anhalt,East,Seldom,0.06774,56,26087,0.04487,0.08768
640,640,2017,Saxony-Anhalt,East,Never,0.93226,848,26087,0.85435,0.99308
641,641,2017,Thuringa,East,Seldom,0.05508,61,26087,0.0418,0.06742
642,642,2017,Thuringa,East,Never,0.94492,888,26087,0.86932,1.02155
643,643,2019,Schleswig-Holstein,West,Seldom,0.10988,112,25173,0.08424,0.13441
644,644,2019,Schleswig-Holstein,West,Never,0.89012,784,25173,0.82623,0.95863
645,645,2019,Hamburg,West,Seldom,0.07881,60,25173,0.06235,0.10016
646,646,2019,Hamburg,West,Never,0.92119,457,25173,0.8066,1.02526
647,647,2019,Lower Saxony,West,At least once per week,0.01594,51,25173,0.01262,0.01954
648,648,2019,Lower Saxony,West,At least once per month,0.01898,54,25173,0.01341,0.02657
649,649,2019,Lower Saxony,West,Seldom,0.08959,276,25173,0.07878,0.10025
650,650,2019,Lower Saxony,West,Never,0.87549,2085,25173,0.82307,0.92537
651,651,2019,Bremen,West,Never,1.0,191,25173,0.81598,1.20371
652,652,2019,North Rhine-Westphalia,West,At least once per week,0.0151,82,25173,0.01092,0.01991
653,653,2019,North Rhine-Westphalia,West,At least once per month,0.01441,86,25173,0.0107,0.02028
654,654,2019,North Rhine-Westphalia,West,Seldom,0.08961,484,25173,0.08073,0.10014
