year,quintil_oecd,sex,pli0097_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,male,Seldom,0.003955123778152947,41,10636,0.003937465942833718,0.003972781613472177
1985,1st Quintile,male,Never,0.06904048206703364,916,10636,0.06896915813535973,0.06911180599870756
1985,1st Quintile,female,Seldom,0.003493433087187783,32,10636,0.0034768339976857863,0.0035100321766897793
1985,1st Quintile,female,Never,0.1084144770204763,1179,10636,0.10832701024562938,0.10850194379532321
1985,2nd Quintile,male,Seldom,0.004552104464325701,50,10636,0.00453316649774247,0.004571042430908932
1985,2nd Quintile,male,Never,0.07936871827648974,933,10636,0.07929267067576823,0.07944476587721125
1985,2nd Quintile,female,Never,0.10338425390323872,1070,10636,0.10329859976515504,0.10346990804132239
1985,3rd Quintile,male,Seldom,0.006118195013133171,62,10636,0.006096257014889133,0.006140133011377208
1985,3rd Quintile,male,Never,0.08753730000003976,988,10636,0.08745778993601154,0.08761681006406798
1985,3rd Quintile,female,Seldom,0.0046912203779068285,45,10636,0.004671996552894532,0.004710444202919125
1985,3rd Quintile,female,Never,0.10200355495599732,1030,10636,0.10191840921446549,0.10208870069752915
1985,4th Quintile,male,At least once per month,0.003030445869333836,31,10636,0.003014982213228219,0.0030459095254394527
1985,4th Quintile,male,Seldom,0.008694233034182847,82,10636,0.008668115184132663,0.00872035088423303
1985,4th Quintile,male,Never,0.09515462704579937,1014,10636,0.09507207646937048,0.09523717762222826
1985,4th Quintile,female,Seldom,0.004438141955288926,44,10636,0.004419441478095498,0.004456842432482354
1985,4th Quintile,female,Never,0.0988505966698947,1003,10636,0.09876663017645558,0.09893456316333381
1985,5th Quintile,male,At least once per week,0.003377955250760734,33,10636,0.003361631868157385,0.003394278633364083
1985,5th Quintile,male,At least once per month,0.004130301187193185,39,10636,0.004112258131495016,0.004148344242891354
1985,5th Quintile,male,Seldom,0.009434191813033678,89,10636,0.00940699537752755,0.009461388248539806
1985,5th Quintile,male,Never,0.0961788210678322,952,10636,0.09609587439866017,0.09626176773700422
1985,5th Quintile,female,Seldom,0.004347263105186349,44,10636,0.004328754236334967,0.004365771974037731
1985,5th Quintile,female,Never,0.09980456005751231,959,10636,0.09972023404468619,0.09988888607033844
1986,1st Quintile,male,Seldom,0.004375990587512175,45,10164,0.004357369850665294,0.004394611324359056
1986,1st Quintile,male,Never,0.06848159961380915,838,10164,0.06841034817157246,0.06855285105604583
1986,1st Quintile,female,Never,0.11344982790486773,1104,10164,0.11336036055516378,0.11353929525457167
