year,pli0097_h,bula_h,pgisced97,proportion,n,lower_confidence,upper_confidence
1985,At least once per week,Bavaria,middle vocational,0.09900990099009901,14443,0.09413880499750688,0.10388099698269115
1985,At least once per week,North Rhine-Westphalia,middle vocational,0.07920792079207921,14443,0.07480346292672728,0.08361237865743114
1985,At least once per week,"Rhineland-Palatinate, Saarland",middle vocational,0.0594059405940594,14443,0.05555077160553731,0.0632611095825815
1985,At least once per week,North Rhine-Westphalia,higher education,0.04950495049504951,14443,0.045967204804262196,0.05304269618583682
1985,At least once per week,Baden-Wuerttemberg,middle vocational,0.04950495049504951,14443,0.045967204804262196,0.05304269618583682
1985,At least once per week,Hesse,middle vocational,0.04950495049504951,14443,0.045967204804262196,0.05304269618583682
1985,At least once per week,Baden-Wuerttemberg,higher vocational,0.039603960396039604,14443,0.03642326665154721,0.042784654140532
1985,At least once per week,Baden-Wuerttemberg,higher education,0.039603960396039604,14443,0.03642326665154721,0.042784654140532
1985,At least once per week,Bavaria,higher education,0.039603960396039604,14443,0.03642326665154721,0.042784654140532
1985,At least once per week,Hesse,higher education,0.039603960396039604,14443,0.03642326665154721,0.042784654140532
1985,At least once per week,North Rhine-Westphalia,general elementary,0.039603960396039604,14443,0.03642326665154721,0.042784654140532
1985,At least once per week,Lower Saxony,middle vocational,0.0297029702970297,14443,0.026934246348932114,0.03247169424512729
1985,At least once per week,Lower Saxony,higher vocational,0.0297029702970297,14443,0.026934246348932114,0.03247169424512729
1985,At least once per week,"Rhineland-Palatinate, Saarland",higher education,0.0297029702970297,14443,0.026934246348932114,0.03247169424512729
1985,At least once per week,"Rhineland-Palatinate, Saarland",general elementary,0.0297029702970297,14443,0.026934246348932114,0.03247169424512729
1985,At least once per week,Bavaria,higher vocational,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,Berlin,middle vocational,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,Hamburg,middle vocational,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,Lower Saxony,general elementary,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,Bavaria,general elementary,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,Bavaria,inadequately,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,Hesse,general elementary,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,Lower Saxony,vocational + Abi,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,Lower Saxony,higher education,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,Hesse,higher vocational,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,"Rhineland-Palatinate, Saarland",higher vocational,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,Baden-Wuerttemberg,vocational + Abi,0.009900990099009901,14443,0.008286237501042477,0.011515742696977325
1985,At least once per week,Hesse,vocational + Abi,0.009900990099009901,14443,0.008286237501042477,0.011515742696977325
1985,At least once per week,Bremen,middle vocational,0.009900990099009901,14443,0.008286237501042477,0.011515742696977325
1985,At least once per week,Lower Saxony,inadequately,0.009900990099009901,14443,0.008286237501042477,0.011515742696977325
1985,At least once per week,Hamburg,higher vocational,0.009900990099009901,14443,0.008286237501042477,0.011515742696977325
1985,At least once per week,Schleswig-Holstein,higher education,0.009900990099009901,14443,0.008286237501042477,0.011515742696977325
1985,At least once per week,Schleswig-Holstein,general elementary,0.009900990099009901,14443,0.008286237501042477,0.011515742696977325
1985,At least once per week,Schleswig-Holstein,vocational + Abi,0.009900990099009901,14443,0.008286237501042477,0.011515742696977325
1985,At least once per month,North Rhine-Westphalia,middle vocational,0.16161616161616163,14443,0.15561284555416638,0.16761947767815688
1985,At least once per month,Bavaria,middle vocational,0.09090909090909091,14443,0.0862205827018875,0.09559759911629433
1985,At least once per month,Lower Saxony,middle vocational,0.050505050505050504,14443,0.046933629076191384,0.054076471933909624
1985,At least once per month,Bavaria,general elementary,0.050505050505050504,14443,0.046933629076191384,0.054076471933909624
1985,At least once per month,Bavaria,higher education,0.045454545454545456,14443,0.04205739851413617,0.048851692394954745
1985,At least once per month,Schleswig-Holstein,middle vocational,0.04040404040404041,14443,0.03719271755453822,0.043615363253542594
1985,At least once per month,North Rhine-Westphalia,general elementary,0.04040404040404041,14443,0.03719271755453822,0.043615363253542594
1985,At least once per month,Hesse,middle vocational,0.04040404040404041,14443,0.03719271755453822,0.043615363253542594
1985,At least once per month,Baden-Wuerttemberg,middle vocational,0.03535353535353535,14443,0.03234172321637905,0.038365347490691655
1985,At least once per month,"Rhineland-Palatinate, Saarland",middle vocational,0.03535353535353535,14443,0.03234172321637905,0.038365347490691655
1985,At least once per month,Hesse,higher education,0.030303030303030304,14443,0.027507344152530974,0.03309871645352964
1985,At least once per month,Bavaria,higher vocational,0.025252525252525252,14443,0.022693787174595026,0.027811263330455478
1985,At least once per month,Lower Saxony,higher education,0.025252525252525252,14443,0.022693787174595026,0.027811263330455478
1985,At least once per month,Baden-Wuerttemberg,higher education,0.025252525252525252,14443,0.022693787174595026,0.027811263330455478
1985,At least once per month,North Rhine-Westphalia,higher education,0.025252525252525252,14443,0.022693787174595026,0.027811263330455478
1985,At least once per month,"Rhineland-Palatinate, Saarland",higher education,0.025252525252525252,14443,0.022693787174595026,0.027811263330455478
1985,At least once per month,Baden-Wuerttemberg,general elementary,0.020202020202020204,14443,0.017907493922460316,0.02249654648158009
1985,At least once per month,North Rhine-Westphalia,vocational + Abi,0.020202020202020204,14443,0.017907493922460316,0.02249654648158009
1985,At least once per month,Berlin,middle vocational,0.020202020202020204,14443,0.017907493922460316,0.02249654648158009
1985,At least once per month,Bavaria,vocational + Abi,0.015151515151515152,14443,0.01315928224833431,0.017143748054695995
1985,At least once per month,"Rhineland-Palatinate, Saarland",general elementary,0.015151515151515152,14443,0.01315928224833431,0.017143748054695995
1985,At least once per month,North Rhine-Westphalia,higher vocational,0.015151515151515152,14443,0.01315928224833431,0.017143748054695995
1985,At least once per month,Schleswig-Holstein,general elementary,0.010101010101010102,14443,0.008470193179885493,0.011731827022134711
1985,At least once per month,Schleswig-Holstein,vocational + Abi,0.010101010101010102,14443,0.008470193179885493,0.011731827022134711
1985,At least once per month,Lower Saxony,general elementary,0.010101010101010102,14443,0.008470193179885493,0.011731827022134711
