year,bula_h,hhtyp,pet_fish,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Saxony,Couple without children,No,0.90111,279,279,0.86602,0.93620
2011,Saxony,Single parent,No,0.96246,53,53,0.91079,1.01412
2011,Saxony,Couple with children,Yes,0.18712,32,202,0.13320,0.24104
2011,Saxony,Couple with children,No,0.81288,170,202,0.75896,0.86680
2011,Saxony-Anhalt,Single-person household,No,0.96946,147,147,0.94155,0.99737
2011,Saxony-Anhalt,Couple without children,No,0.93610,171,171,0.89934,0.97287
2011,Saxony-Anhalt,Couple with children,No,0.83824,112,112,0.76974,0.90675
2011,Thuringa,Single-person household,No,0.96701,161,161,0.93933,0.99469
2011,Thuringa,Couple without children,No,0.92798,178,178,0.88989,0.96606
2011,Thuringa,Couple with children,No,0.86809,98,98,0.80074,0.93543
2016,Schleswig-Holstein,Single-person household,No,0.98864,125,125,0.96998,1.00729
2016,Schleswig-Holstein,Couple without children,No,0.99196,128,128,0.97643,1.00749
2016,Schleswig-Holstein,Single parent,No,0.91635,54,54,0.84181,0.99089
2016,Schleswig-Holstein,Couple with children,No,0.83064,157,157,0.77178,0.88950
2016,Hamburg,Couple without children,No,0.96455,66,66,0.91960,1.00951
2016,Hamburg,Couple with children,No,0.95118,88,88,0.90589,0.99646
2016,Lower Saxony,Single-person household,No,0.96761,281,281,0.94687,0.98835
2016,Lower Saxony,Couple without children,No,0.94000,372,372,0.91583,0.96416
2016,Lower Saxony,Single parent,No,0.93730,146,146,0.89783,0.97676
2016,Lower Saxony,Couple with children,Yes,0.08913,45,478,0.06356,0.11470
2016,Lower Saxony,Couple with children,No,0.91087,433,478,0.88530,0.93644
2016,Bremen,Couple with children,No,0.97578,33,33,0.92252,1.02904
2016,North Rhine-Westphalia,Single-person household,No,0.99418,603,603,0.98810,1.00026
2016,North Rhine-Westphalia,Couple without children,No,0.96637,758,758,0.95352,0.97921
2016,North Rhine-Westphalia,Single parent,No,0.97206,306,306,0.95356,0.99055
2016,North Rhine-Westphalia,Couple with children,Yes,0.06553,72,1139,0.05115,0.07991
2016,North Rhine-Westphalia,Couple with children,No,0.93447,1067,1139,0.92009,0.94885
2016,Hesse,Single-person household,No,0.98108,206,206,0.96243,0.99973
2016,Hesse,Couple without children,No,0.97531,272,272,0.95683,0.99378
2016,Hesse,Single parent,No,0.96722,104,104,0.93283,1.00161
2016,Hesse,Couple with children,No,0.96472,328,328,0.94472,0.98471
2016,"Rhineland-Palatinate, Saarland",Single-person household,No,0.99025,203,203,0.97669,1.00380
2016,"Rhineland-Palatinate, Saarland",Couple without children,No,0.97547,234,234,0.95560,0.99533
2016,"Rhineland-Palatinate, Saarland",Single parent,No,0.99580,80,80,0.98153,1.01006
2016,"Rhineland-Palatinate, Saarland",Couple with children,No,0.92407,275,275,0.89270,0.95543
2016,Baden-Wuerttemberg,Single-person household,No,0.99756,347,347,0.99236,1.00276
2016,Baden-Wuerttemberg,Couple without children,No,0.99144,420,420,0.98262,1.00026
2016,Baden-Wuerttemberg,Single parent,No,0.97675,142,142,0.95188,1.00163
2016,Baden-Wuerttemberg,Couple with children,Yes,0.05451,45,670,0.03731,0.07171
2016,Baden-Wuerttemberg,Couple with children,No,0.94549,625,670,0.92829,0.96269
2016,Bavaria,Single-person household,No,0.99040,513,513,0.98195,0.99884
2016,Bavaria,Couple without children,No,0.96701,620,620,0.95294,0.98108
2016,Bavaria,Single parent,No,0.98054,227,227,0.96253,0.99855
2016,Bavaria,Couple with children,Yes,0.07704,71,866,0.05927,0.09481
2016,Bavaria,Couple with children,No,0.92296,795,866,0.90519,0.94073
2016,Berlin,Single-person household,No,0.99137,224,224,0.97923,1.00351
2016,Berlin,Couple without children,No,0.95786,160,160,0.92663,0.98909
2016,Berlin,Single parent,No,0.99509,67,67,0.97822,1.01196
2016,Berlin,Couple with children,No,0.94474,127,127,0.90485,0.98464
2016,Brandenburg,Single-person household,No,0.95851,132,132,0.92435,0.99266
2016,Brandenburg,Couple without children,No,0.96468,202,202,0.93917,0.99020
2016,Brandenburg,Single parent,No,0.90027,49,49,0.81551,0.98504
2016,Brandenburg,Couple with children,No,0.82115,129,129,0.75475,0.88754
2016,Mecklenburg-Western Pomerania,Single-person household,No,0.99124,101,101,0.97298,1.00950
2016,Mecklenburg-Western Pomerania,Couple without children,No,0.98831,104,104,0.96754,1.00907
2016,Mecklenburg-Western Pomerania,Couple with children,No,0.86316,68,68,0.78087,0.94546
2016,Saxony,Single-person household,No,0.95523,221,221,0.92791,0.98256
2016,Saxony,Couple without children,No,0.93048,266,266,0.89986,0.96110
2016,Saxony,Single parent,No,0.88931,80,80,0.82013,0.95850
2016,Saxony,Couple with children,No,0.89509,221,221,0.85459,0.93558
2016,Saxony-Anhalt,Single-person household,No,0.96990,143,143,0.94179,0.99800
2016,Saxony-Anhalt,Couple without children,No,0.91394,139,139,0.86715,0.96073
2016,Saxony-Anhalt,Single parent,No,0.91655,62,62,0.84715,0.98595
2016,Saxony-Anhalt,Couple with children,No,0.86134,115,115,0.79789,0.92478
2016,Thuringa,Single-person household,No,0.98760,149,149,0.96978,1.00543
2016,Thuringa,Couple without children,No,0.95260,174,174,0.92094,0.98427
2016,Thuringa,Single parent,No,0.85129,47,47,0.74846,0.95411
2016,Thuringa,Couple with children,No,0.86529,129,129,0.80614,0.92443
2021,Schleswig-Holstein,Couple without children,No,0.95834,120,120,0.92244,0.99424
2021,Schleswig-Holstein,Single parent,No,0.98300,31,31,0.93675,1.02926
2021,Schleswig-Holstein,Couple with children,No,0.84966,139,139,0.79003,0.90929
2021,Hamburg,Couple without children,No,0.99899,89,89,0.99236,1.00563
2021,Hamburg,Couple with children,No,0.98179,61,61,0.94796,1.01562
2021,Lower Saxony,Single-person household,No,0.97785,284,284,0.96070,0.99500
2021,Lower Saxony,Couple without children,No,0.96657,317,317,0.94675,0.98639
2021,Lower Saxony,Single parent,No,0.96622,86,86,0.92781,1.00463
2021,Lower Saxony,Couple with children,No,0.92799,295,295,0.89844,0.95754
2021,North Rhine-Westphalia,Single-person household,No,0.99366,624,624,0.98743,0.99989
2021,North Rhine-Westphalia,Couple without children,No,0.98197,657,657,0.97178,0.99215
2021,North Rhine-Westphalia,Single parent,No,0.91854,156,156,0.87548,0.96160
2021,North Rhine-Westphalia,Couple with children,Yes,0.06029,42,714,0.04282,0.07776
2021,North Rhine-Westphalia,Couple with children,No,0.93971,672,714,0.92224,0.95718
2021,North Rhine-Westphalia,Other Combinations,No,0.95139,62,62,0.89741,1.00536
2021,Hesse,Single-person household,No,0.99808,206,206,0.99208,1.00407
2021,Hesse,Couple without children,No,0.97847,208,208,0.95870,0.99824
2021,Hesse,Single parent,No,0.97937,59,59,0.94279,1.01595
2021,Hesse,Couple with children,No,0.95574,172,172,0.92491,0.98657
2021,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98668,146,146,0.96801,1.00534
2021,"Rhineland-Palatinate, Saarland",Couple without children,No,0.94599,157,157,0.91052,0.98146
2021,"Rhineland-Palatinate, Saarland",Single parent,No,0.99350,37,37,0.96725,1.01975
2021,"Rhineland-Palatinate, Saarland",Couple with children,No,0.94963,144,144,0.91379,0.98548
2021,Baden-Wuerttemberg,Single-person household,No,0.99256,310,310,0.98297,1.00214
2021,Baden-Wuerttemberg,Couple without children,No,0.98080,356,356,0.96652,0.99507
2021,Baden-Wuerttemberg,Single parent,No,0.99839,84,84,0.98976,1.00702
2021,Baden-Wuerttemberg,Couple with children,No,0.95746,390,390,0.93741,0.97752
2021,Bavaria,Single-person household,No,0.97237,510,510,0.95812,0.98661
2021,Bavaria,Couple without children,No,0.96940,486,486,0.95407,0.98472
2021,Bavaria,Single parent,No,0.93542,117,117,0.89069,0.98014
2021,Bavaria,Couple with children,Yes,0.07694,32,529,0.05421,0.09967
2021,Bavaria,Couple with children,No,0.92306,497,529,0.90033,0.94579
2021,Bavaria,Other Combinations,No,0.99516,44,44,0.97440,1.01591
2021,Berlin,Single-person household,No,0.98809,234,234,0.97417,1.00202
2021,Berlin,Couple without children,No,0.98301,148,148,0.96212,1.00390
2021,Berlin,Couple with children,No,0.99089,115,115,0.97345,1.00833
2021,Brandenburg,Single-person household,No,0.98622,117,117,0.96501,1.00743
2021,Brandenburg,Couple without children,No,0.98288,159,159,0.96265,1.00311
2021,Brandenburg,Single parent,No,0.92180,37,37,0.83410,1.00951
2021,Brandenburg,Couple with children,No,0.91039,100,100,0.85412,0.96665
2021,Mecklenburg-Western Pomerania,Single-person household,No,0.99254,82,82,0.97381,1.01128
2021,Mecklenburg-Western Pomerania,Couple without children,No,0.96482,80,80,0.92420,1.00545
2021,Mecklenburg-Western Pomerania,Couple with children,No,0.84492,49,49,0.74252,0.94733
2021,Saxony,Single-person household,No,0.94051,186,186,0.90643,0.97460
2021,Saxony,Couple without children,No,0.95006,258,258,0.92342,0.97669
2021,Saxony,Single parent,No,0.91200,71,71,0.84563,0.97836
2021,Saxony,Couple with children,No,0.94384,156,156,0.90759,0.98008
2021,Saxony-Anhalt,Single-person household,No,0.97797,113,113,0.95079,1.00515
2021,Saxony-Anhalt,Couple without children,No,0.91338,110,110,0.86057,0.96618
2021,Saxony-Anhalt,Single parent,No,0.75871,35,35,0.61489,0.90253
2021,Saxony-Anhalt,Couple with children,No,0.72958,57,57,0.61324,0.84592
2021,Thuringa,Single-person household,No,0.99823,118,118,0.99062,1.00585
2021,Thuringa,Couple without children,No,0.95744,118,118,0.92086,0.99402
2021,Thuringa,Single parent,No,0.84437,32,32,0.71676,0.97198
2021,Thuringa,Couple with children,No,0.90141,81,81,0.83608,0.96674
