"plj0047","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2011","(Fach-)Abitur","467","0.205439425061532","0.189292272365263","0.221586577757801"
"Grosse Sorgen","2011","(noch) kein Abschluss","114","0.208195759660212","0.174139525657848","0.242251993662576"
"Grosse Sorgen","2011","AkademikerIn","744","0.162038263750988","0.151332551708036","0.172743975793941"
"Grosse Sorgen","2011","Hauptschule","1375","0.204257672418293","0.194807868425342","0.213707476411243"
"Grosse Sorgen","2011","Realschule","1038","0.185465348733319","0.175159614985075","0.195771082481562"
"Keine Sorgen","2011","(Fach-)Abitur","591","0.247434552285037","0.230188374422207","0.264680730147867"
"Keine Sorgen","2011","(noch) kein Abschluss","170","0.339555046584691","0.299833588927174","0.379276504242208"
"Keine Sorgen","2011","AkademikerIn","1087","0.25809280831767","0.24537953407704","0.2708060825583"
"Keine Sorgen","2011","Hauptschule","1966","0.277317643890252","0.266824397804626","0.287810889975878"
"Keine Sorgen","2011","Realschule","1331","0.249034593873653","0.237568049624492","0.260501138122814"
"Einige Sorgen","2012","(Fach-)Abitur","1389","0.563133449618565","0.543367839893996","0.582899059343134"
"Einige Sorgen","2012","(noch) kein Abschluss","258","0.528793074181391","0.486534542016161","0.571051606346622"
"Einige Sorgen","2012","AkademikerIn","2827","0.595289787997083","0.581139365136598","0.609440210857568"
"Einige Sorgen","2012","Hauptschule","3609","0.519298998614626","0.507497358287866","0.531100638941387"
"Einige Sorgen","2012","Realschule","3164","0.57488053828958","0.561723062316037","0.588038014263124"
"Grosse Sorgen","2012","(Fach-)Abitur","515","0.222238120340251","0.205670399772837","0.238805840907665"
"Grosse Sorgen","2012","(noch) kein Abschluss","126","0.187461127337479","0.15442087298322","0.220501381691738"
"Grosse Sorgen","2012","AkademikerIn","870","0.184632591175615","0.173446870325427","0.195818312025802"
"Grosse Sorgen","2012","Hauptschule","1503","0.229033238640541","0.219107491593165","0.238958985687916"
"Grosse Sorgen","2012","Realschule","1060","0.201936409205426","0.191251905537751","0.212620912873101"
"Keine Sorgen","2012","(Fach-)Abitur","515","0.214628430041184","0.198267372605536","0.230989487476831"
"Keine Sorgen","2012","(noch) kein Abschluss","152","0.28374579848113","0.245580909165501","0.321910687796758"
"Keine Sorgen","2012","AkademikerIn","925","0.220077620827303","0.208133704487037","0.232021537167568"
"Keine Sorgen","2012","Hauptschule","1773","0.251667762744833","0.241416977380196","0.26191854810947"
"Keine Sorgen","2012","Realschule","1199","0.223183052504994","0.212101050068414","0.234265054941574"
"Einige Sorgen","2013","(Fach-)Abitur","1676","0.546041251680942","0.529199264126484","0.5628832392354"
"Einige Sorgen","2013","(noch) kein Abschluss","393","0.438002158629379","0.406682643984254","0.469321673274503"
"Einige Sorgen","2013","AkademikerIn","3062","0.57373676811027","0.56060495118067","0.58686858503987"
"Einige Sorgen","2013","Hauptschule","3818","0.519329519588722","0.508231026575614","0.530428012601829"
"Einige Sorgen","2013","Realschule","3085","0.571072274833386","0.558065482799431","0.58407906686734"
"Grosse Sorgen","2013","(Fach-)Abitur","538","0.185954344551988","0.172793008854144","0.199115680249831"
"Grosse Sorgen","2013","(noch) kein Abschluss","167","0.174741471724362","0.150769565000086","0.198713378448638"
"Grosse Sorgen","2013","AkademikerIn","897","0.16676127406548","0.156862945472399","0.17665960265856"
"Grosse Sorgen","2013","Hauptschule","1492","0.201362937483099","0.192454874438864","0.210271000527334"
"Grosse Sorgen","2013","Realschule","1016","0.176759319567972","0.166734255177096","0.186784383958848"
"Keine Sorgen","2013","(Fach-)Abitur","1143","0.26800440376707","0.253021443780719","0.282987363753421"
"Keine Sorgen","2013","(noch) kein Abschluss","404","0.38725636964626","0.356506147210605","0.418006592081914"
"Keine Sorgen","2013","AkademikerIn","1489","0.25950195782425","0.247861720946653","0.271142194701847"
"Keine Sorgen","2013","Hauptschule","2475","0.279307542928179","0.269341216603182","0.289273869253176"
"Keine Sorgen","2013","Realschule","1461","0.252168405598642","0.240755930586324","0.263580880610961"
"Einige Sorgen","2014","(Fach-)Abitur","2115","0.547156059044531","0.531589513791575","0.562722604297486"
"Einige Sorgen","2014","(noch) kein Abschluss","441","0.419239692637206","0.388502786288153","0.44997659898626"
"Einige Sorgen","2014","AkademikerIn","3749","0.598490422116576","0.586285531258674","0.610695312974478"
"Einige Sorgen","2014","Hauptschule","4186","0.525888971202575","0.515036304475019","0.536741637930131"
"Einige Sorgen","2014","Realschule","3919","0.568936844401765","0.557206779668115","0.580666909135415"
"Grosse Sorgen","2014","(Fach-)Abitur","895","0.220734769050116","0.207764757154129","0.233704780946103"
"Grosse Sorgen","2014","(noch) kein Abschluss","244","0.240124423598463","0.213515953525043","0.266732893671882"
"Grosse Sorgen","2014","AkademikerIn","1212","0.192043923604649","0.182236577457138","0.201851269752159"
"Grosse Sorgen","2014","Hauptschule","1852","0.220056809760756","0.211052544147625","0.229061075373886"
"Grosse Sorgen","2014","Realschule","1490","0.210265421689162","0.200613307897805","0.21991753548052"
"Keine Sorgen","2014","(Fach-)Abitur","918","0.232109171905354","0.218906609083275","0.245311734727432"
"Keine Sorgen","2014","(noch) kein Abschluss","305","0.340635883764331","0.31111438882375","0.370157378704912"
"Keine Sorgen","2014","AkademikerIn","1236","0.209465654278775","0.199334145482578","0.219597163074972"
"Keine Sorgen","2014","Hauptschule","2094","0.254054219036669","0.244592582893657","0.263515855179681"
"Keine Sorgen","2014","Realschule","1438","0.220797733909072","0.210973010415781","0.230622457402364"
"Einige Sorgen","2015","(Fach-)Abitur","2005","0.494058939435681","0.478818334723393","0.509299544147968"
"Einige Sorgen","2015","(noch) kein Abschluss","410","0.456455546739719","0.424731405110116","0.488179688369321"
"Einige Sorgen","2015","AkademikerIn","3407","0.521311539846921","0.509062366089113","0.533560713604729"
"Einige Sorgen","2015","Hauptschule","3705","0.483258760966856","0.472113724271528","0.494403797662184"
"Einige Sorgen","2015","Realschule","3367","0.52983797399563","0.517728650772917","0.541947297218344"
"Grosse Sorgen","2015","(Fach-)Abitur","1318","0.335298851798225","0.320907814377478","0.349689889218972"
"Grosse Sorgen","2015","(noch) kein Abschluss","296","0.303530795251959","0.274247129537358","0.33281446096656"
"Grosse Sorgen","2015","AkademikerIn","2039","0.343494317014854","0.331850089834261","0.355138544195447"
"Grosse Sorgen","2015","Hauptschule","2447","0.338126989891317","0.327576264280466","0.348677715502168"
"Grosse Sorgen","2015","Realschule","2262","0.334078510581862","0.322634971909041","0.345522049254683"
"Keine Sorgen","2015","(Fach-)Abitur","811","0.170642208766095","0.15917448953784","0.18210992799435"
"Keine Sorgen","2015","(noch) kein Abschluss","241","0.240013658008322","0.212812087869743","0.267215228146901"
"Keine Sorgen","2015","AkademikerIn","943","0.135194143138225","0.126809783534836","0.143578502741614"
"Keine Sorgen","2015","Hauptschule","1571","0.178614249141827","0.170071715318712","0.187156782964941"
"Keine Sorgen","2015","Realschule","897","0.136083515422508","0.127764667276409","0.144402363568606"
"Einige Sorgen","2016","(Fach-)Abitur","1661","0.410506440171332","0.395595414184489","0.425417466158174"
"Einige Sorgen","2016","(noch) kein Abschluss","540","0.438167329881922","0.415509058747515","0.460825601016329"
"Einige Sorgen","2016","AkademikerIn","2569","0.395932555565557","0.384009588759382","0.407855522371732"
"Einige Sorgen","2016","Hauptschule","3037","0.428059365125436","0.416903561572702","0.439215168678169"
"Einige Sorgen","2016","Realschule","2516","0.425875836384792","0.413371412489912","0.438380260279673"
"Grosse Sorgen","2016","(Fach-)Abitur","1786","0.481994277759713","0.466848337934312","0.497140217585113"
"Grosse Sorgen","2016","(noch) kein Abschluss","394","0.375992704074671","0.353872566651661","0.398112841497681"
"Grosse Sorgen","2016","AkademikerIn","3065","0.523675369889707","0.511499118481872","0.535851621297542"
"Grosse Sorgen","2016","Hauptschule","3089","0.437104910227658","0.425921353303964","0.448288467151352"
"Grosse Sorgen","2016","Realschule","2852","0.459681153272354","0.447078189660854","0.472284116883854"
"Keine Sorgen","2016","(Fach-)Abitur","734","0.107499282068956","0.0981103742264977","0.116888189911414"
"Keine Sorgen","2016","(noch) kein Abschluss","908","0.185839966043407","0.168076499325456","0.203603432761359"
"Keine Sorgen","2016","AkademikerIn","829","0.0803920745447358","0.0737632124558923","0.0870209366335793"
"Keine Sorgen","2016","Hauptschule","1431","0.134835724646906","0.127135114172314","0.142536335121499"
"Keine Sorgen","2016","Realschule","639","0.114443010342854","0.106392523042789","0.122493497642918"
"Einige Sorgen","2017","(Fach-)Abitur","2139","0.466673994748954","0.452548851301972","0.480799138195937"
"Einige Sorgen","2017","(noch) kein Abschluss","573","0.382603893949677","0.363020076294774","0.40218771160458"
"Einige Sorgen","2017","AkademikerIn","3432","0.480087418264704","0.468571349000791","0.491603487528616"
"Einige Sorgen","2017","Hauptschule","3405","0.456801480095964","0.445848200331032","0.467754759860896"
"Einige Sorgen","2017","Realschule","3244","0.463559060953659","0.451796247924759","0.475321873982558"
"Grosse Sorgen","2017","(Fach-)Abitur","1708","0.412543962863294","0.39860557677955","0.426482348947038"
"Grosse Sorgen","2017","(noch) kein Abschluss","474","0.397054751643285","0.377339384990388","0.416770118296182"
"Grosse Sorgen","2017","AkademikerIn","2749","0.433336384118813","0.421914067766761","0.444758700470865"
"Grosse Sorgen","2017","Hauptschule","2892","0.404342587676817","0.393551277926839","0.415133897426795"
"Grosse Sorgen","2017","Realschule","2909","0.421596634110723","0.40994835756219","0.433244910659256"
"Keine Sorgen","2017","(Fach-)Abitur","945","0.120782042387752","0.11155549650536","0.130008588270144"
"Keine Sorgen","2017","(noch) kein Abschluss","1319","0.220341354407038","0.203640412023482","0.237042296790594"
"Keine Sorgen","2017","AkademikerIn","1049","0.0865761976164835","0.0800941180362369","0.0930582771967302"
"Keine Sorgen","2017","Hauptschule","1648","0.138855932227219","0.131252297131288","0.14645956732315"
"Keine Sorgen","2017","Realschule","751","0.114844304935619","0.107323535660132","0.122365074211105"
"Einige Sorgen","2018","(Fach-)Abitur","2333","0.540421599780398","0.526038595966906","0.55480460359389"
"Einige Sorgen","2018","(noch) kein Abschluss","673","0.413312413059042","0.392655572505","0.433969253613084"
"Einige Sorgen","2018","AkademikerIn","3783","0.562797712474947","0.551140742471155","0.574454682478739"
"Einige Sorgen","2018","Hauptschule","3448","0.502136600844136","0.490832145627688","0.513441056060585"
"Einige Sorgen","2018","Realschule","3424","0.510475733133794","0.498463769937145","0.522487696330443"
"Grosse Sorgen","2018","(Fach-)Abitur","1396","0.329598612362977","0.316032244744942","0.343164979981012"
"Grosse Sorgen","2018","(noch) kein Abschluss","414","0.344851732188525","0.324912555234565","0.364790909142484"
"Grosse Sorgen","2018","AkademikerIn","2123","0.328905296661238","0.317864621211352","0.339945972111124"
"Grosse Sorgen","2018","Hauptschule","2367","0.338177259673288","0.327481130437907","0.348873388908669"
"Grosse Sorgen","2018","Realschule","2311","0.344031142463916","0.332616039875619","0.355446245052212"
"Keine Sorgen","2018","(Fach-)Abitur","883","0.129979787856625","0.12027455355027","0.139685022162979"
"Keine Sorgen","2018","(noch) kein Abschluss","1096","0.241835854752433","0.223873503312072","0.259798206192795"
"Keine Sorgen","2018","AkademikerIn","1050","0.108296990863815","0.100994237806572","0.115599743921057"
"Keine Sorgen","2018","Hauptschule","1700","0.159686139482576","0.151404087101847","0.167968191863305"
"Keine Sorgen","2018","Realschule","918","0.14549312440229","0.137020492372899","0.153965756431681"
"Einige Sorgen","2019","(Fach-)Abitur","2113","0.488414255282827","0.474071614992136","0.502756895573519"
"Einige Sorgen","2019","(noch) kein Abschluss","564","0.380682139054857","0.359658147915151","0.401706130194564"
"Einige Sorgen","2019","AkademikerIn","3752","0.527145330586319","0.51591039220593","0.538380268966708"
"Einige Sorgen","2019","Hauptschule","3124","0.483478616396258","0.47166260489873","0.495294627893785"
"Einige Sorgen","2019","Realschule","3398","0.51431701231626","0.502393942272405","0.526240082360116"
"Grosse Sorgen","2019","(Fach-)Abitur","1744","0.385868344322039","0.371900607564739","0.399836081079339"
"Grosse Sorgen","2019","(noch) kein Abschluss","367","0.358026766064818","0.337268392639217","0.378785139490418"
"Grosse Sorgen","2019","AkademikerIn","2879","0.384595738990122","0.373648007038063","0.39554347094218"
"Grosse Sorgen","2019","Hauptschule","2245","0.354903421927168","0.343589697943588","0.366217145910749"
"Grosse Sorgen","2019","Realschule","2589","0.366259873822879","0.354766527895401","0.377753219750356"
"Keine Sorgen","2019","(Fach-)Abitur","809","0.125717400395134","0.116204798160881","0.135230002629387"
"Keine Sorgen","2019","(noch) kein Abschluss","1118","0.261291094880325","0.24226822297946","0.280313966781189"
"Keine Sorgen","2019","AkademikerIn","955","0.0882589304235596","0.0818754613164585","0.0946423995306608"
"Keine Sorgen","2019","Hauptschule","1502","0.161617961676574","0.152914261703068","0.17032166165008"
"Keine Sorgen","2019","Realschule","763","0.119423113860861","0.111686978842193","0.127159248879529"
"Einige Sorgen","2020","(Fach-)Abitur","2361","0.505889658621022","0.492090790007816","0.519688527234227"
"Einige Sorgen","2020","(noch) kein Abschluss","703","0.39200848476457","0.371836282003905","0.412180687525235"
"Einige Sorgen","2020","AkademikerIn","3873","0.505635312912114","0.494518507582518","0.516752118241711"
"Einige Sorgen","2020","Hauptschule","3111","0.49703922892126","0.485068839771378","0.509009618071142"
"Einige Sorgen","2020","Realschule","3150","0.50723172924376","0.494809267675431","0.519654190812089"
"Grosse Sorgen","2020","(Fach-)Abitur","1518","0.364505477457791","0.351222007367978","0.377788947547604"
"Grosse Sorgen","2020","(noch) kein Abschluss","320","0.318617926086778","0.299365419215147","0.337870432958408"
"Grosse Sorgen","2020","AkademikerIn","2712","0.396356805672597","0.38548076317841","0.407232848166783"
"Grosse Sorgen","2020","Hauptschule","2018","0.351341812302443","0.339912535523048","0.362771089081838"
"Grosse Sorgen","2020","Realschule","2243","0.351619870117945","0.339755774430081","0.363483965805809"
"Keine Sorgen","2020","(Fach-)Abitur","1164","0.129604863921187","0.120335018655399","0.138874709186976"
"Keine Sorgen","2020","(noch) kein Abschluss","1227","0.289373589148653","0.270636291767311","0.308110886529994"
"Keine Sorgen","2020","AkademikerIn","1185","0.098007881415289","0.0913968464563324","0.104618916374246"
"Keine Sorgen","2020","Hauptschule","1573","0.151618958776297","0.143032420473074","0.16020549707952"
"Keine Sorgen","2020","Realschule","829","0.141148400638295","0.132497125329608","0.149799675946982"
