"plj0047","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1992","46-65","(noch) kein Abschluss","126","0.437884106642473","0.3800815035635","0.495686709721446"
"Einige Sorgen","1992","46-65","Hauptschule","161","0.39033639649234","0.340153071019433","0.440519721965248"
"Einige Sorgen","1992","46-65","Realschule","","","",""
"Einige Sorgen","1992","46-65","(Fach-)Abitur","22","","",""
"Einige Sorgen","1992","46-65","AkademikerIn","6","","",""
"Einige Sorgen","1992","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1992","66","Hauptschule","","","",""
"Einige Sorgen","1992","66","Realschule","","","",""
"Einige Sorgen","1992","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1992","66","AkademikerIn","","","",""
"Keine Sorgen","1992","17-29","(noch) kein Abschluss","23","","",""
"Keine Sorgen","1992","17-29","Hauptschule","71","0.142097260132203","0.110190621425853","0.174003898838554"
"Keine Sorgen","1992","17-29","Realschule","20","","",""
"Keine Sorgen","1992","17-29","(Fach-)Abitur","9","","",""
"Keine Sorgen","1992","17-29","AkademikerIn","","","",""
"Keine Sorgen","1992","30-45","(noch) kein Abschluss","46","0.195252869233125","0.138590125898261","0.251915612567989"
"Keine Sorgen","1992","30-45","Hauptschule","62","0.157403331583128","0.119519775103924","0.195286888062333"
"Keine Sorgen","1992","30-45","Realschule","1","","",""
"Keine Sorgen","1992","30-45","(Fach-)Abitur","5","","",""
"Keine Sorgen","1992","30-45","AkademikerIn","3","","",""
"Keine Sorgen","1992","46-65","(noch) kein Abschluss","61","0.226192410781925","0.17744962121969","0.27493520034416"
"Keine Sorgen","1992","46-65","Hauptschule","83","0.238404995140331","0.194570652577467","0.282239337703195"
"Keine Sorgen","1992","46-65","Realschule","1","","",""
"Keine Sorgen","1992","46-65","(Fach-)Abitur","7","","",""
"Keine Sorgen","1992","46-65","AkademikerIn","","","",""
"Keine Sorgen","1992","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1992","66","Hauptschule","","","",""
"Keine Sorgen","1992","66","Realschule","","","",""
"Keine Sorgen","1992","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1992","66","AkademikerIn","","","",""
"Grosse Sorgen","1993","17-29","(noch) kein Abschluss","62","0.46970297616505","0.381859705128237","0.557546247201863"
"Grosse Sorgen","1993","17-29","Hauptschule","217","0.553181042816348","0.506674369971764","0.599687715660931"
"Grosse Sorgen","1993","17-29","Realschule","51","0.530548657113057","0.43642601365533","0.624671300570784"
"Grosse Sorgen","1993","17-29","(Fach-)Abitur","56","0.588513837029876","0.487406341722653","0.689621332337099"
"Grosse Sorgen","1993","17-29","AkademikerIn","8","","",""
"Grosse Sorgen","1993","30-45","(noch) kein Abschluss","78","0.528886231134552","0.453179606359692","0.604592855909412"
"Grosse Sorgen","1993","30-45","Hauptschule","156","0.492487058436862","0.438790438829851","0.546183678043872"
"Grosse Sorgen","1993","30-45","Realschule","3","","",""
"Grosse Sorgen","1993","30-45","(Fach-)Abitur","24","","",""
"Grosse Sorgen","1993","30-45","AkademikerIn","3","","",""
"Grosse Sorgen","1993","46-65","(noch) kein Abschluss","136","0.511808427250049","0.453775494791566","0.569841359708531"
"Grosse Sorgen","1993","46-65","Hauptschule","150","0.430607476334052","0.379171172244899","0.482043780423206"
"Grosse Sorgen","1993","46-65","Realschule","1","","",""
"Grosse Sorgen","1993","46-65","(Fach-)Abitur","18","","",""
"Grosse Sorgen","1993","46-65","AkademikerIn","7","","",""
"Grosse Sorgen","1993","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1993","66","Hauptschule","","","",""
"Grosse Sorgen","1993","66","Realschule","","","",""
"Grosse Sorgen","1993","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1993","66","AkademikerIn","","","",""
"Einige Sorgen","1993","17-29","(noch) kein Abschluss","52","0.467302229085565","0.379485629890995","0.555118828280135"
"Einige Sorgen","1993","17-29","Hauptschule","173","0.357548501667261","0.312714914829181","0.402382088505341"
"Einige Sorgen","1993","17-29","Realschule","42","0.333252981844267","0.244352569296316","0.422153394392217"
"Einige Sorgen","1993","17-29","(Fach-)Abitur","34","0.386068971610023","0.286041420623418","0.486096522596628"
"Einige Sorgen","1993","17-29","AkademikerIn","3","","",""
"Einige Sorgen","1993","30-45","(noch) kein Abschluss","68","0.369969689964425","0.296745656143728","0.443193723785121"
"Einige Sorgen","1993","30-45","Hauptschule","147","0.427363681987019","0.374230695813701","0.480496668160338"
"Einige Sorgen","1993","30-45","Realschule","3","","",""
"Einige Sorgen","1993","30-45","(Fach-)Abitur","21","","",""
"Einige Sorgen","1993","30-45","AkademikerIn","10","","",""
"Einige Sorgen","1993","46-65","(noch) kein Abschluss","108","0.366024342807172","0.310097933469522","0.421950752144822"
"Einige Sorgen","1993","46-65","Hauptschule","153","0.403487861678693","0.352525684683543","0.454450038673843"
"Einige Sorgen","1993","46-65","Realschule","1","","",""
"Einige Sorgen","1993","46-65","(Fach-)Abitur","21","","",""
"Einige Sorgen","1993","46-65","AkademikerIn","6","","",""
"Einige Sorgen","1993","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1993","66","Hauptschule","","","",""
"Einige Sorgen","1993","66","Realschule","","","",""
"Einige Sorgen","1993","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1993","66","AkademikerIn","","","",""
"Keine Sorgen","1993","17-29","(noch) kein Abschluss","10","","",""
"Keine Sorgen","1993","17-29","Hauptschule","49","0.0892704555163916","0.062597912815636","0.115942998217147"
"Keine Sorgen","1993","17-29","Realschule","15","","",""
"Keine Sorgen","1993","17-29","(Fach-)Abitur","1","","",""
"Keine Sorgen","1993","17-29","AkademikerIn","1","","",""
"Keine Sorgen","1993","30-45","(noch) kein Abschluss","21","","",""
"Keine Sorgen","1993","30-45","Hauptschule","30","0.0801492595761192","0.0509861108454577","0.109312408306781"
"Keine Sorgen","1993","30-45","Realschule","1","","",""
"Keine Sorgen","1993","30-45","(Fach-)Abitur","5","","",""
"Keine Sorgen","1993","30-45","AkademikerIn","3","","",""
"Keine Sorgen","1993","46-65","(noch) kein Abschluss","41","0.12216722994278","0.0841475095171848","0.160186950368374"
"Keine Sorgen","1993","46-65","Hauptschule","53","0.165904661987254","0.127262605238975","0.204546718735534"
"Keine Sorgen","1993","46-65","Realschule","1","","",""
"Keine Sorgen","1993","46-65","(Fach-)Abitur","6","","",""
"Keine Sorgen","1993","46-65","AkademikerIn","","","",""
"Keine Sorgen","1993","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1993","66","Hauptschule","","","",""
"Keine Sorgen","1993","66","Realschule","","","",""
"Keine Sorgen","1993","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1993","66","AkademikerIn","","","",""
"Grosse Sorgen","1994","17-29","(noch) kein Abschluss","56","0.560563359430043","0.469852421515471","0.651274297344615"
"Grosse Sorgen","1994","17-29","Hauptschule","180","0.495423940164009","0.445546259115323","0.545301621212695"
"Grosse Sorgen","1994","17-29","Realschule","52","0.543639732898746","0.446015507933159","0.641263957864333"
"Grosse Sorgen","1994","17-29","(Fach-)Abitur","48","0.495970354758056","0.390908669133346","0.601032040382766"
"Grosse Sorgen","1994","17-29","AkademikerIn","5","","",""
"Grosse Sorgen","1994","30-45","(noch) kein Abschluss","74","0.577892523173547","0.498051795977904","0.65773325036919"
"Grosse Sorgen","1994","30-45","Hauptschule","151","0.505304025336319","0.450438654782872","0.560169395889766"
"Grosse Sorgen","1994","30-45","Realschule","4","","",""
"Grosse Sorgen","1994","30-45","(Fach-)Abitur","15","","",""
"Grosse Sorgen","1994","30-45","AkademikerIn","2","","",""
"Grosse Sorgen","1994","46-65","(noch) kein Abschluss","119","0.43409465245305","0.375936566331255","0.492252738574846"
"Grosse Sorgen","1994","46-65","Hauptschule","144","0.454246750958553","0.402084280878093","0.506409221039013"
"Grosse Sorgen","1994","46-65","Realschule","1","","",""
"Grosse Sorgen","1994","46-65","(Fach-)Abitur","19","","",""
"Grosse Sorgen","1994","46-65","AkademikerIn","6","","",""
"Grosse Sorgen","1994","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1994","66","Hauptschule","","","",""
"Grosse Sorgen","1994","66","Realschule","","","",""
"Grosse Sorgen","1994","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1994","66","AkademikerIn","","","",""
"Einige Sorgen","1994","17-29","(noch) kein Abschluss","50","0.390381064599985","0.301220508820359","0.479541620379612"
"Einige Sorgen","1994","17-29","Hauptschule","165","0.415645516555019","0.366480727620801","0.464810305489236"
"Einige Sorgen","1994","17-29","Realschule","38","0.34634277965648","0.253086906769535","0.439598652543424"
"Einige Sorgen","1994","17-29","(Fach-)Abitur","32","0.44251734432933","0.338148879955102","0.546885808703557"
"Einige Sorgen","1994","17-29","AkademikerIn","7","","",""
"Einige Sorgen","1994","30-45","(noch) kein Abschluss","60","0.36934206359461","0.2913229984663","0.44736112872292"
"Einige Sorgen","1994","30-45","Hauptschule","138","0.400115963237887","0.346353477368436","0.453878449107339"
"Einige Sorgen","1994","30-45","Realschule","4","","",""
"Einige Sorgen","1994","30-45","(Fach-)Abitur","28","","",""
"Einige Sorgen","1994","30-45","AkademikerIn","10","","",""
"Einige Sorgen","1994","46-65","(noch) kein Abschluss","123","0.456525864840928","0.398078070950948","0.514973658730907"
"Einige Sorgen","1994","46-65","Hauptschule","140","0.372103687112725","0.321464115633558","0.422743258591891"
"Einige Sorgen","1994","46-65","Realschule","1","","",""
"Einige Sorgen","1994","46-65","(Fach-)Abitur","20","","",""
"Einige Sorgen","1994","46-65","AkademikerIn","7","","",""
"Einige Sorgen","1994","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1994","66","Hauptschule","","","",""
"Einige Sorgen","1994","66","Realschule","","","",""
"Einige Sorgen","1994","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1994","66","AkademikerIn","","","",""
"Keine Sorgen","1994","17-29","(noch) kein Abschluss","9","","",""
"Keine Sorgen","1994","17-29","Hauptschule","41","0.0889305432809723","0.0605346421702544","0.11732644439169"
"Keine Sorgen","1994","17-29","Realschule","10","","",""
"Keine Sorgen","1994","17-29","(Fach-)Abitur","7","","",""
"Keine Sorgen","1994","17-29","AkademikerIn","","","",""
"Keine Sorgen","1994","30-45","(noch) kein Abschluss","13","","",""
"Keine Sorgen","1994","30-45","Hauptschule","30","0.0945800114257939","0.0624672635506171","0.126692759300971"
"Keine Sorgen","1994","30-45","Realschule","1","","",""
"Keine Sorgen","1994","30-45","(Fach-)Abitur","5","","",""
"Keine Sorgen","1994","30-45","AkademikerIn","5","","",""
"Keine Sorgen","1994","46-65","(noch) kein Abschluss","37","0.109379482706022","0.0727559469810344","0.14600301843101"
"Keine Sorgen","1994","46-65","Hauptschule","66","0.173649561928722","0.133963953249715","0.21333517060773"
"Keine Sorgen","1994","46-65","Realschule","","","",""
"Keine Sorgen","1994","46-65","(Fach-)Abitur","2","","",""
"Keine Sorgen","1994","46-65","AkademikerIn","","","",""
"Keine Sorgen","1994","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1994","66","Hauptschule","","","",""
"Keine Sorgen","1994","66","Realschule","","","",""
"Keine Sorgen","1994","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1994","66","AkademikerIn","","","",""
"Grosse Sorgen","1995","17-29","(noch) kein Abschluss","41","0.501789492011525","0.397323729691758","0.606255254331292"
"Grosse Sorgen","1995","17-29","Hauptschule","142","0.503078640903749","0.448382416777369","0.557774865030128"
"Grosse Sorgen","1995","17-29","Realschule","36","0.396851354143488","0.298470089657518","0.495232618629457"
"Grosse Sorgen","1995","17-29","(Fach-)Abitur","41","0.49144130785593","0.382570373187483","0.600312242524376"
"Grosse Sorgen","1995","17-29","AkademikerIn","4","","",""
"Grosse Sorgen","1995","30-45","(noch) kein Abschluss","54","0.457948634540012","0.37263055939695","0.543266709683073"
"Grosse Sorgen","1995","30-45","Hauptschule","113","0.430772646565292","0.373383202948193","0.48816209018239"
"Grosse Sorgen","1995","30-45","Realschule","3","","",""
"Grosse Sorgen","1995","30-45","(Fach-)Abitur","15","","",""
"Grosse Sorgen","1995","30-45","AkademikerIn","3","","",""
"Grosse Sorgen","1995","46-65","(noch) kein Abschluss","103","0.41684867286117","0.35726187293563","0.47643547278671"
"Grosse Sorgen","1995","46-65","Hauptschule","135","0.41840563671451","0.36612463553589","0.470686637893129"
"Grosse Sorgen","1995","46-65","Realschule","1","","",""
"Grosse Sorgen","1995","46-65","(Fach-)Abitur","13","","",""
"Grosse Sorgen","1995","46-65","AkademikerIn","6","","",""
"Grosse Sorgen","1995","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1995","66","Hauptschule","","","",""
"Grosse Sorgen","1995","66","Realschule","","","",""
"Grosse Sorgen","1995","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1995","66","AkademikerIn","","","",""
"Einige Sorgen","1995","17-29","(noch) kein Abschluss","41","0.432131448814576","0.328631865640229","0.535631031988924"
"Einige Sorgen","1995","17-29","Hauptschule","145","0.398867517806113","0.345300803543226","0.452434232069"
"Einige Sorgen","1995","17-29","Realschule","50","0.526078867695257","0.425671691351173","0.626486044039342"
"Einige Sorgen","1995","17-29","(Fach-)Abitur","27","","",""
"Einige Sorgen","1995","17-29","AkademikerIn","6","","",""
"Einige Sorgen","1995","30-45","(noch) kein Abschluss","61","0.432812901544841","0.34796800704382","0.517657796045862"
"Einige Sorgen","1995","30-45","Hauptschule","134","0.465892880141706","0.408080307618714","0.523705452664698"
"Einige Sorgen","1995","30-45","Realschule","7","","",""
"Einige Sorgen","1995","30-45","(Fach-)Abitur","26","","",""
"Einige Sorgen","1995","30-45","AkademikerIn","9","","",""
"Einige Sorgen","1995","46-65","(noch) kein Abschluss","122","0.447145887355994","0.387056177167964","0.507235597544025"
"Einige Sorgen","1995","46-65","Hauptschule","148","0.412927862963013","0.360746205849506","0.46510952007652"
"Einige Sorgen","1995","46-65","Realschule","1","","",""
"Einige Sorgen","1995","46-65","(Fach-)Abitur","19","","",""
"Einige Sorgen","1995","46-65","AkademikerIn","6","","",""
"Einige Sorgen","1995","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1995","66","Hauptschule","","","",""
"Einige Sorgen","1995","66","Realschule","","","",""
"Einige Sorgen","1995","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1995","66","AkademikerIn","","","",""
"Keine Sorgen","1995","17-29","(noch) kein Abschluss","6","","",""
"Keine Sorgen","1995","17-29","Hauptschule","34","0.0980538412901384","0.0655212851844227","0.130586397395854"
"Keine Sorgen","1995","17-29","Realschule","9","","",""
"Keine Sorgen","1995","17-29","(Fach-)Abitur","13","","",""
"Keine Sorgen","1995","17-29","AkademikerIn","1","","",""
"Keine Sorgen","1995","30-45","(noch) kein Abschluss","16","","",""
"Keine Sorgen","1995","30-45","Hauptschule","39","0.103334473293002","0.0680565569424401","0.138612389643565"
"Keine Sorgen","1995","30-45","Realschule","2","","",""
"Keine Sorgen","1995","30-45","(Fach-)Abitur","7","","",""
"Keine Sorgen","1995","30-45","AkademikerIn","2","","",""
"Keine Sorgen","1995","46-65","(noch) kein Abschluss","38","0.136005439782836","0.0945764960810767","0.177434383484595"
"Keine Sorgen","1995","46-65","Hauptschule","59","0.168666500322477","0.128980521567523","0.208352479077431"
"Keine Sorgen","1995","46-65","Realschule","1","","",""
"Keine Sorgen","1995","46-65","(Fach-)Abitur","8","","",""
"Keine Sorgen","1995","46-65","AkademikerIn","1","","",""
"Keine Sorgen","1995","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1995","66","Hauptschule","","","",""
"Keine Sorgen","1995","66","Realschule","","","",""
"Keine Sorgen","1995","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1995","66","AkademikerIn","","","",""
"Grosse Sorgen","1996","17-29","(noch) kein Abschluss","110","0.306503351124974","0.258476262913522","0.354530439336426"
"Grosse Sorgen","1996","17-29","Hauptschule","315","0.35901711793495","0.327412012058649","0.390622223811251"
"Grosse Sorgen","1996","17-29","Realschule","298","0.284735114663427","0.257094221030874","0.31237600829598"
"Grosse Sorgen","1996","17-29","(Fach-)Abitur","141","0.288710198945383","0.248586182035236","0.328834215855531"
"Grosse Sorgen","1996","17-29","AkademikerIn","34","0.229890938487198","0.164074358984105","0.29570751799029"
"Grosse Sorgen","1996","30-45","(noch) kein Abschluss","69","0.523043454637792","0.44415816526384","0.601928744011743"
"Grosse Sorgen","1996","30-45","Hauptschule","517","0.309530788871536","0.286706667371998","0.332354910371075"
"Grosse Sorgen","1996","30-45","Realschule","337","0.252259859524488","0.229219927803103","0.275299791245872"
"Grosse Sorgen","1996","30-45","(Fach-)Abitur","104","0.281653876301243","0.236309134457298","0.326998618145189"
"Grosse Sorgen","1996","30-45","AkademikerIn","173","0.205038379487097","0.177784711233697","0.232292047740497"
"Grosse Sorgen","1996","46-65","(noch) kein Abschluss","97","0.35213183826517","0.295264956938932","0.408998719591407"
"Grosse Sorgen","1996","46-65","Hauptschule","757","0.339029272894248","0.319754255162972","0.358304290625524"
"Grosse Sorgen","1996","46-65","Realschule","141","0.267793447982409","0.229057605027281","0.306529290937538"
"Grosse Sorgen","1996","46-65","(Fach-)Abitur","33","0.275089833733143","0.1908697674474","0.359309900018886"
"Grosse Sorgen","1996","46-65","AkademikerIn","127","0.179926475257034","0.148904862272225","0.210948088241844"
"Grosse Sorgen","1996","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1996","66","Hauptschule","","","",""
"Grosse Sorgen","1996","66","Realschule","","","",""
"Grosse Sorgen","1996","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1996","66","AkademikerIn","","","",""
"Einige Sorgen","1996","17-29","(noch) kein Abschluss","187","0.538826876416537","0.486898699027836","0.590755053805239"
"Einige Sorgen","1996","17-29","Hauptschule","418","0.472497597948063","0.439605734471642","0.505389461424485"
"Einige Sorgen","1996","17-29","Realschule","566","0.536514294009402","0.505971628659188","0.567056959359616"
"Einige Sorgen","1996","17-29","(Fach-)Abitur","287","0.597329833994021","0.553905628510081","0.640754039477962"
"Einige Sorgen","1996","17-29","AkademikerIn","105","0.661216800303311","0.587182813468473","0.735250787138149"
"Einige Sorgen","1996","30-45","(noch) kein Abschluss","63","0.307139468310464","0.234281265210307","0.37999767141062"
"Einige Sorgen","1996","30-45","Hauptschule","812","0.528540581562355","0.503895440310104","0.553185722814606"
"Einige Sorgen","1996","30-45","Realschule","776","0.573913392029211","0.547680033968083","0.600146750090339"
"Einige Sorgen","1996","30-45","(Fach-)Abitur","220","0.599293157819219","0.549892215871265","0.648694099767172"
"Einige Sorgen","1996","30-45","AkademikerIn","528","0.618715546200822","0.585928343398915","0.651502749002728"
"Einige Sorgen","1996","46-65","(noch) kein Abschluss","139","0.502912106148442","0.443383449270351","0.562440763026533"
"Einige Sorgen","1996","46-65","Hauptschule","1193","0.50580380380709","0.48544623933744","0.526161368276741"
"Einige Sorgen","1996","46-65","Realschule","274","0.560996204987089","0.517584151301526","0.604408258672651"
"Einige Sorgen","1996","46-65","(Fach-)Abitur","60","0.512981650535172","0.418714627804528","0.607248673265815"
"Einige Sorgen","1996","46-65","AkademikerIn","332","0.604282613475481","0.564791165368116","0.643774061582847"
"Einige Sorgen","1996","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1996","66","Hauptschule","","","",""
"Einige Sorgen","1996","66","Realschule","","","",""
"Einige Sorgen","1996","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1996","66","AkademikerIn","","","",""
"Keine Sorgen","1996","17-29","(noch) kein Abschluss","57","0.154669772458489","0.117002655310842","0.192336889606135"
"Keine Sorgen","1996","17-29","Hauptschule","152","0.168485284116987","0.143825321562794","0.19314524667118"
"Keine Sorgen","1996","17-29","Realschule","160","0.178750591327171","0.155283493098144","0.202217689556199"
"Keine Sorgen","1996","17-29","(Fach-)Abitur","62","0.113959967060596","0.0858245808645887","0.142095353256602"
"Keine Sorgen","1996","17-29","AkademikerIn","18","","",""
"Keine Sorgen","1996","30-45","(noch) kein Abschluss","22","","",""
"Keine Sorgen","1996","30-45","Hauptschule","247","0.161928629566109","0.143741158850156","0.180116100282062"
"Keine Sorgen","1996","30-45","Realschule","252","0.173826748446301","0.153723065168858","0.193930431723744"
"Keine Sorgen","1996","30-45","(Fach-)Abitur","54","0.119052965879538","0.0864056711779032","0.151700260581173"
"Keine Sorgen","1996","30-45","AkademikerIn","142","0.176246074312082","0.150524782384477","0.201967366239686"
"Keine Sorgen","1996","46-65","(noch) kein Abschluss","35","0.144956055586388","0.103040440379173","0.186871670793603"
"Keine Sorgen","1996","46-65","Hauptschule","367","0.155166923298661","0.140424458379152","0.169909388218171"
"Keine Sorgen","1996","46-65","Realschule","87","0.171210347030502","0.138258224301571","0.204162469759433"
"Keine Sorgen","1996","46-65","(Fach-)Abitur","15","","",""
"Keine Sorgen","1996","46-65","AkademikerIn","130","0.215790911267484","0.182569126994354","0.249012695540614"
"Keine Sorgen","1996","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1996","66","Hauptschule","","","",""
"Keine Sorgen","1996","66","Realschule","","","",""
"Keine Sorgen","1996","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1996","66","AkademikerIn","","","",""
"Grosse Sorgen","1997","17-29","(noch) kein Abschluss","98","0.239240282081815","0.196003516598313","0.282477047565317"
"Grosse Sorgen","1997","17-29","Hauptschule","299","0.344279336469738","0.311877249688475","0.376681423251001"
"Grosse Sorgen","1997","17-29","Realschule","296","0.32480047180225","0.295192354821674","0.354408588782826"
"Grosse Sorgen","1997","17-29","(Fach-)Abitur","117","0.254426906961712","0.215176500996507","0.293677312926917"
"Grosse Sorgen","1997","17-29","AkademikerIn","28","","",""
"Grosse Sorgen","1997","30-45","(noch) kein Abschluss","53","0.419763553398058","0.337423069669279","0.502104037126837"
"Grosse Sorgen","1997","30-45","Hauptschule","537","0.366133908465126","0.341899582724621","0.390368234205631"
"Grosse Sorgen","1997","30-45","Realschule","392","0.293388996673949","0.269340206682545","0.317437786665354"
"Grosse Sorgen","1997","30-45","(Fach-)Abitur","110","0.295634713222428","0.250111687027278","0.341157739417578"
"Grosse Sorgen","1997","30-45","AkademikerIn","146","0.177893621068202","0.151923750388189","0.203863491748215"
"Grosse Sorgen","1997","46-65","(noch) kein Abschluss","99","0.372419140959647","0.314212036489824","0.43062624542947"
"Grosse Sorgen","1997","46-65","Hauptschule","784","0.34120833839332","0.321613701138003","0.360802975648636"
"Grosse Sorgen","1997","46-65","Realschule","143","0.241409130573766","0.205415237036435","0.277403024111096"
"Grosse Sorgen","1997","46-65","(Fach-)Abitur","35","0.329439632152916","0.239964567386363","0.41891469691947"
"Grosse Sorgen","1997","46-65","AkademikerIn","131","0.203438405131751","0.171545173060371","0.23533163720313"
"Grosse Sorgen","1997","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1997","66","Hauptschule","","","",""
"Grosse Sorgen","1997","66","Realschule","","","",""
"Grosse Sorgen","1997","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1997","66","AkademikerIn","","","",""
"Einige Sorgen","1997","17-29","(noch) kein Abschluss","205","0.55394098945264","0.503563073273278","0.604318905632001"
"Einige Sorgen","1997","17-29","Hauptschule","376","0.463484228195461","0.429477347787232","0.49749110860369"
"Einige Sorgen","1997","17-29","Realschule","485","0.473585668982179","0.442017490374238","0.505153847590119"
"Einige Sorgen","1997","17-29","(Fach-)Abitur","275","0.583654712347276","0.539230233105631","0.62807919158892"
"Einige Sorgen","1997","17-29","AkademikerIn","94","0.630382355090586","0.552351243156872","0.7084134670243"
"Einige Sorgen","1997","30-45","(noch) kein Abschluss","66","0.455949425186139","0.372852200205125","0.539046650167152"
"Einige Sorgen","1997","30-45","Hauptschule","730","0.462684141995339","0.437601727423662","0.487766556567016"
"Einige Sorgen","1997","30-45","Realschule","706","0.515217827520494","0.488821112596988","0.541614542444"
"Einige Sorgen","1997","30-45","(Fach-)Abitur","217","0.56813476926173","0.518720287705134","0.617549250818326"
"Einige Sorgen","1997","30-45","AkademikerIn","530","0.617954389718035","0.584958381117199","0.650950398318872"
"Einige Sorgen","1997","46-65","(noch) kein Abschluss","122","0.467342644159107","0.407271372708219","0.527413915609994"
"Einige Sorgen","1997","46-65","Hauptschule","1099","0.489213496361652","0.468553878462677","0.509873114260626"
"Einige Sorgen","1997","46-65","Realschule","283","0.553137583925007","0.51132069925124","0.594954468598775"
"Einige Sorgen","1997","46-65","(Fach-)Abitur","52","0.493779350697367","0.398602452128411","0.588956249266323"
"Einige Sorgen","1997","46-65","AkademikerIn","370","0.619725375776135","0.581264365082384","0.658186386469886"
"Einige Sorgen","1997","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1997","66","Hauptschule","","","",""
"Einige Sorgen","1997","66","Realschule","","","",""
"Einige Sorgen","1997","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1997","66","AkademikerIn","","","",""
"Keine Sorgen","1997","17-29","(noch) kein Abschluss","71","0.206818728465545","0.16577059182091","0.247866865110181"
"Keine Sorgen","1997","17-29","Hauptschule","151","0.192236435334801","0.165363317923847","0.219109552745756"
