year,bula_h,pgisced97,plj0047,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2019,Saxony,Upper Secondary Level,Somewhat concerned,0.509829619921363,42417,0.5050721926195063,0.5145870472232197
2019,Saxony,Upper Secondary Level,Very concerned,0.34338138925294887,42417,0.3388625065610331,0.3479002719448646
2019,Saxony,Upper Secondary Level,Not concerned at all,0.14678899082568808,42417,0.14342107627351955,0.15015690537785661
2019,Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.6067415730337079,42417,0.6020929215018732,0.6113902245655426
2019,Saxony,Post-secondary Non-tertiary Level,Very concerned,0.3258426966292135,42417,0.32138232839447384,0.33030306486395317
2019,Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.06741573033707865,42417,0.06502950879814946,0.06980195187600784
2019,Saxony,First Stage of Tertiary Education,Somewhat concerned,0.48936170212765956,42417,0.48460443237873674,0.4941189718765824
2019,Saxony,First Stage of Tertiary Education,Very concerned,0.3262411347517731,42417,0.32177935937323454,0.3307029101303116
2019,Saxony,First Stage of Tertiary Education,Not concerned at all,0.18439716312056736,42417,0.18070651552462746,0.18808781071650726
2019,Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.49101796407185627,42417,0.486260385004561,0.49577554313915156
2019,Saxony,Second Stage of Tertiary Education,Very concerned,0.42115768463073855,42417,0.4164588669149585,0.4258565023465186
2019,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.08782435129740519,42417,0.08513075312218059,0.0905179494726298
2019,Saxony-Anhalt,Pre-primary Level,Somewhat concerned,0.6666666666666666,42417,0.662180454179515,0.6711528791538183
2019,Saxony-Anhalt,Pre-primary Level,Very concerned,0.3333333333333333,42417,0.3288471208461816,0.337819545820485
2019,Saxony-Anhalt,Primary Level,Not concerned at all,0.4745762711864407,42417,0.469824079527484,0.4793284628453974
2019,Saxony-Anhalt,Primary Level,Somewhat concerned,0.3050847457627119,42417,0.3007028477424272,0.30946664378299654
2019,Saxony-Anhalt,Primary Level,Very concerned,0.22033898305084745,42417,0.21639454920109147,0.22428341690060344
2019,Saxony-Anhalt,Lower Secondary Level,Somewhat concerned,0.37349397590361444,42417,0.3688904507220069,0.378097501085222
2019,Saxony-Anhalt,Lower Secondary Level,Very concerned,0.3132530120481928,42417,0.3088390143108463,0.31766700978553924
2019,Saxony-Anhalt,Lower Secondary Level,Not concerned at all,0.3132530120481928,42417,0.3088390143108463,0.31766700978553924
2019,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.5245535714285714,42417,0.5198009653885346,0.5293061774686082
2019,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.33482142857142855,42417,0.3303302342691636,0.3393126228736935
2019,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.140625,42417,0.13731667076861992,0.14393332923138008
2019,Saxony-Anhalt,Post-secondary Non-tertiary Level,Somewhat concerned,0.49056603773584906,42417,0.4858085378863421,0.495323537585356
2019,Saxony-Anhalt,Post-secondary Non-tertiary Level,Very concerned,0.4339622641509434,42417,0.42924560196549955,0.4386789263363873
2019,Saxony-Anhalt,Post-secondary Non-tertiary Level,Not concerned at all,0.07547169811320754,42417,0.07295785446408742,0.07798554176232766
2019,Saxony-Anhalt,First Stage of Tertiary Education,Somewhat concerned,0.5223880597014925,42417,0.517634485194401,0.527141634208584
2019,Saxony-Anhalt,First Stage of Tertiary Education,Very concerned,0.373134328358209,42417,0.36853169963297866,0.3777369570834393
2019,Saxony-Anhalt,First Stage of Tertiary Education,Not concerned at all,0.1044776119402985,42417,0.10156665394112949,0.10738856993946752
2019,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.5289256198347108,42417,0.5241752421374652,0.5336759975319563
2019,Saxony-Anhalt,Second Stage of Tertiary Education,Very concerned,0.39669421487603307,42417,0.3920385385960079,0.40134989115605824
2019,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.0743801652892562,42417,0.07188309370544302,0.07687723687306938
2019,Thuringa,Pre-primary Level,Very concerned,0.42857142857142855,42417,0.4238618865123326,0.4332809706305245
2019,Thuringa,Pre-primary Level,Somewhat concerned,0.2857142857142857,42417,0.28141508167880874,0.29001348974976265
2019,Thuringa,Pre-primary Level,Not concerned at all,0.2857142857142857,42417,0.28141508167880874,0.29001348974976265
2019,Thuringa,Primary Level,Somewhat concerned,0.4230769230769231,42417,0.4183752251758641,0.427778620977982
2019,Thuringa,Primary Level,Not concerned at all,0.34615384615384615,42417,0.3416263460995438,0.3506813462081485
2019,Thuringa,Primary Level,Very concerned,0.23076923076923078,42417,0.22675960932685704,0.23477885221160452
2019,Thuringa,Lower Secondary Level,Somewhat concerned,0.4189189189189189,42417,0.4142235529091228,0.423614284928715
2019,Thuringa,Lower Secondary Level,Not concerned at all,0.33783783783783783,42417,0.33333669887150785,0.3423389768041678
2019,Thuringa,Lower Secondary Level,Very concerned,0.24324324324324326,42417,0.23916019376160277,0.24732629272488374
2019,Thuringa,Upper Secondary Level,Somewhat concerned,0.4657258064516129,42417,0.46097865216185285,0.4704729607413729
2019,Thuringa,Upper Secondary Level,Very concerned,0.3165322580645161,42417,0.3121058230199831,0.3209586931090492
2019,Thuringa,Upper Secondary Level,Not concerned at all,0.21774193548387097,42417,0.21381429108433914,0.2216695798834028
2019,Thuringa,Post-secondary Non-tertiary Level,Somewhat concerned,0.4888888888888889,42417,0.484131717027182,0.49364606075059575
2019,Thuringa,Post-secondary Non-tertiary Level,Not concerned at all,0.26666666666666666,42417,0.2624582263163361,0.27087510701699724
2019,Thuringa,Post-secondary Non-tertiary Level,Very concerned,0.24444444444444444,42417,0.2403545755719272,0.24853431331696169
2019,Thuringa,First Stage of Tertiary Education,Somewhat concerned,0.4605263157894737,42417,0.4557828207034794,0.4652698108754679
2019,Thuringa,First Stage of Tertiary Education,Very concerned,0.40789473684210525,42417,0.40321782042780324,0.41257165325640727
2019,Thuringa,First Stage of Tertiary Education,Not concerned at all,0.13157894736842105,42417,0.12836199617295965,0.13479589856388244
2019,Thuringa,Second Stage of Tertiary Education,Somewhat concerned,0.448,42417,0.44326745619408703,0.452732543805913
2019,Thuringa,Second Stage of Tertiary Education,Very concerned,0.44,42417,0.43527603742291643,0.4447239625770836
2019,Thuringa,Second Stage of Tertiary Education,Not concerned at all,0.112,42417,0.10899875402256441,0.11500124597743559
2020,Schleswig-Holstein,Pre-primary Level,Somewhat concerned,0.6,42741,0.5953554958774638,0.6046445041225361
2020,Schleswig-Holstein,Pre-primary Level,Not concerned at all,0.3,42741,0.29565546421050265,0.30434453578949733
2020,Schleswig-Holstein,Pre-primary Level,Very concerned,0.1,42741,0.09715583369788341,0.1028441663021166
2020,Schleswig-Holstein,Primary Level,Not concerned at all,0.4268292682926829,42741,0.42214002430120706,0.4315185122841588
2020,Schleswig-Holstein,Primary Level,Somewhat concerned,0.3780487804878049,42741,0.37345166076290515,0.3826459002127046
2020,Schleswig-Holstein,Primary Level,Very concerned,0.1951219512195122,42741,0.1913648591434851,0.1988790432955393
2020,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.4351145038167939,42741,0.43041431046476164,0.43981469716882615
2020,Schleswig-Holstein,Lower Secondary Level,Not concerned at all,0.2824427480916031,42741,0.27817472043445374,0.2867107757487524
2020,Schleswig-Holstein,Lower Secondary Level,Very concerned,0.2824427480916031,42741,0.27817472043445374,0.2867107757487524
2020,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.4975124378109453,42741,0.49277221930645854,0.502252656315432
2020,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.36069651741293535,42741,0.3561439305426621,0.3652491042832086
2020,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.1417910447761194,42741,0.13848388898266875,0.14509820056957004
2020,Schleswig-Holstein,Post-secondary Non-tertiary Level,Somewhat concerned,0.4563106796116505,42741,0.4515885331867166,0.4610328260365844
2020,Schleswig-Holstein,Post-secondary Non-tertiary Level,Very concerned,0.32038834951456313,42741,0.3159644780803722,0.32481222094875406
2020,Schleswig-Holstein,Post-secondary Non-tertiary Level,Not concerned at all,0.22330097087378642,42741,0.2193527138317377,0.22724922791583513
2020,Schleswig-Holstein,First Stage of Tertiary Education,Somewhat concerned,0.5573770491803278,42741,0.5526680866206968,0.5620860117399589
2020,Schleswig-Holstein,First Stage of Tertiary Education,Very concerned,0.36065573770491804,42741,0.3561032630065823,0.3652082124032538
2020,Schleswig-Holstein,First Stage of Tertiary Education,Not concerned at all,0.08196721311475409,42741,0.07936655709967629,0.0845678691298319
2020,Schleswig-Holstein,Second Stage of Tertiary Education,Somewhat concerned,0.491869918699187,42741,0.48713026821820354,0.49660956918017046
2020,Schleswig-Holstein,Second Stage of Tertiary Education,Very concerned,0.34959349593495936,42741,0.3450727735123081,0.35411421835761064
2020,Schleswig-Holstein,Second Stage of Tertiary Education,Not concerned at all,0.15853658536585366,42741,0.15507387552668542,0.1619992952050219
2020,Hamburg,Pre-primary Level,Somewhat concerned,0.7777777777777778,42741,0.7738363348690637,0.7817192206864919
2020,Hamburg,Pre-primary Level,Not concerned at all,0.2222222222222222,42741,0.2182807793135081,0.22616366513093633
2020,Hamburg,Primary Level,Not concerned at all,0.6129032258064516,42741,0.6082853796371276,0.6175210719757757
2020,Hamburg,Primary Level,Somewhat concerned,0.25806451612903225,42741,0.2539161130348731,0.2622129192231914
2020,Hamburg,Primary Level,Very concerned,0.12903225806451613,42741,0.12585403836100564,0.1322104777680266
2020,Hamburg,Lower Secondary Level,Somewhat concerned,0.3709677419354839,42741,0.36638802892239036,0.3755474549485774
2020,Hamburg,Lower Secondary Level,Not concerned at all,0.3548387096774194,42741,0.35030260175767625,0.3593748175971625
2020,Hamburg,Lower Secondary Level,Very concerned,0.27419354838709675,42741,0.26996420682801636,0.27842288994617714
2020,Hamburg,Upper Secondary Level,Somewhat concerned,0.5135135135135135,42741,0.5087749679514756,0.5182520590755514
2020,Hamburg,Upper Secondary Level,Very concerned,0.33513513513513515,42741,0.3306599562090406,0.3396103140612297
2020,Hamburg,Upper Secondary Level,Not concerned at all,0.15135135135135136,42741,0.1479536058563843,0.1547490968463184
2020,Hamburg,Post-secondary Non-tertiary Level,Somewhat concerned,0.4745762711864407,42741,0.4698421258901077,0.47931041648277367
2020,Hamburg,Post-secondary Non-tertiary Level,Very concerned,0.3728813559322034,42741,0.3682968353941951,0.3774658764702117
2020,Hamburg,Post-secondary Non-tertiary Level,Not concerned at all,0.15254237288135594,42741,0.1491336791880527,0.15595106657465918
2020,Hamburg,First Stage of Tertiary Education,Somewhat concerned,0.6190476190476191,42741,0.6144436636589221,0.623651574436316
2020,Hamburg,First Stage of Tertiary Education,Very concerned,0.38095238095238093,42741,0.3763484255636839,0.38555633634107794
2020,Hamburg,Second Stage of Tertiary Education,Somewhat concerned,0.4675925925925926,42741,0.4628622827594227,0.4723229024257625
2020,Hamburg,Second Stage of Tertiary Education,Very concerned,0.3888888888888889,42741,0.38426713740501967,0.3935106403727581
2020,Hamburg,Second Stage of Tertiary Education,Not concerned at all,0.14351851851851852,42741,0.1401946281442708,0.14684240889276623
2020,Lower Saxony,Pre-primary Level,Very concerned,0.35294117647058826,42741,0.348410565437732,0.3574717875034445
2020,Lower Saxony,Pre-primary Level,Somewhat concerned,0.35294117647058826,42741,0.348410565437732,0.3574717875034445
2020,Lower Saxony,Pre-primary Level,Not concerned at all,0.29411764705882354,42741,0.2897978789325718,0.29843741518507527
2020,Lower Saxony,Primary Level,Not concerned at all,0.7131474103585658,42741,0.7088594301313028,0.7174353905858287
2020,Lower Saxony,Primary Level,Somewhat concerned,0.199203187250996,42741,0.19541664295882727,0.20298973154316474
2020,Lower Saxony,Primary Level,Very concerned,0.08764940239043825,42741,0.08496845005993023,0.09033035472094628
2020,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.40404040404040403,42741,0.3993882451556055,0.40869256292520256
2020,Lower Saxony,Lower Secondary Level,Not concerned at all,0.3005050505050505,42741,0.2961584281313589,0.3048516728787421
2020,Lower Saxony,Lower Secondary Level,Very concerned,0.29545454545454547,42741,0.29112907272371485,0.2997800181853761
2020,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.4741454864154251,42741,0.46941155081935587,0.4788794220114943
2020,Lower Saxony,Upper Secondary Level,Very concerned,0.3637160385626643,42741,0.35915524467316384,0.3682768324521648
2020,Lower Saxony,Upper Secondary Level,Not concerned at all,0.16213847502191062,42741,0.15864415322096823,0.165632796822853
2020,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.5236051502145923,42741,0.5188701585855869,0.5283401418435977
2020,Lower Saxony,Post-secondary Non-tertiary Level,Very concerned,0.3218884120171674,42741,0.3174590927453729,0.3263177312889619
2020,Lower Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.15450643776824036,42741,0.151079847522398,0.1579330280140827
2020,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.5701754385964912,42741,0.5654820815015549,0.5748687956914276
2020,Lower Saxony,First Stage of Tertiary Education,Very concerned,0.3157894736842105,42741,0.3113826321676558,0.3201963152007652
2020,Lower Saxony,First Stage of Tertiary Education,Not concerned at all,0.11403508771929824,42741,0.11102165677557817,0.11704851866301831
2020,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.49019607843137253,42741,0.4854567125900668,0.49493544427267827
2020,Lower Saxony,Second Stage of Tertiary Education,Very concerned,0.32679738562091504,42741,0.3223506028373748,0.33124416840445525
2020,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.1830065359477124,42741,0.1793406721656372,0.1866723997297876
2020,Bremen,Pre-primary Level,Somewhat concerned,0.5,42741,0.4952597228298057,0.5047402771701943
2020,Bremen,Pre-primary Level,Very concerned,0.5,42741,0.4952597228298057,0.5047402771701943
2020,Bremen,Primary Level,Not concerned at all,0.7857142857142857,42741,0.781824168690552,0.7896044027380194
2020,Bremen,Primary Level,Somewhat concerned,0.17142857142857143,42741,0.1678555114075325,0.17500163144961037
2020,Bremen,Primary Level,Very concerned,0.04285714285714286,42741,0.04093699920654233,0.04477728650774339
2020,Bremen,Lower Secondary Level,Somewhat concerned,0.38461538461538464,42741,0.3800030545851349,0.3892277146456344
2020,Bremen,Lower Secondary Level,Very concerned,0.3076923076923077,42741,0.30331666722751294,0.3120679481571025
2020,Bremen,Lower Secondary Level,Not concerned at all,0.3076923076923077,42741,0.30331666722751294,0.3120679481571025
2020,Bremen,Upper Secondary Level,Somewhat concerned,0.375,42741,0.3704102463658575,0.3795897536341425
2020,Bremen,Upper Secondary Level,Very concerned,0.33653846153846156,42741,0.33205865808627877,0.34101826499064436
2020,Bremen,Upper Secondary Level,Not concerned at all,0.28846153846153844,42741,0.2841664028570674,0.29275667406600947
2020,Bremen,Post-secondary Non-tertiary Level,Very concerned,0.4666666666666667,42741,0.46193693517620976,0.4713963981571236
2020,Bremen,Post-secondary Non-tertiary Level,Somewhat concerned,0.3333333333333333,42741,0.3288641571576691,0.33780250950899754
2020,Bremen,Post-secondary Non-tertiary Level,Not concerned at all,0.2,42741,0.19620777826384456,0.20379222173615547
2020,Bremen,First Stage of Tertiary Education,Somewhat concerned,0.5714285714285714,42741,0.5667369137710083,0.5761202290861345
2020,Bremen,First Stage of Tertiary Education,Very concerned,0.42857142857142855,42741,0.4238797709138655,0.4332630862289916
2020,Bremen,Second Stage of Tertiary Education,Somewhat concerned,0.42857142857142855,42741,0.4238797709138655,0.4332630862289916
2020,Bremen,Second Stage of Tertiary Education,Very concerned,0.4142857142857143,42741,0.40961560956494064,0.418955819006488
2020,Bremen,Second Stage of Tertiary Education,Not concerned at all,0.15714285714285714,42741,0.15369254775181757,0.16059316653389671
2020,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.4329896907216495,42741,0.42829217775544676,0.43768720368785224
2020,North Rhine-Westphalia,Pre-primary Level,Very concerned,0.31958762886597936,42741,0.3151666869169084,0.3240085708150503
2020,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,0.24742268041237114,42741,0.24333168447236173,0.25151367635238053
2020,North Rhine-Westphalia,Primary Level,Not concerned at all,0.5595959595959596,42741,0.554889474754648,0.5643024444372713
2020,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.32525252525252524,42741,0.32081117826637695,0.3296938722386735
2020,North Rhine-Westphalia,Primary Level,Very concerned,0.11515151515151516,42741,0.11212527759982195,0.11817775270320836
2020,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.40540540540540543,42741,0.4007507345342079,0.41006007627660296
2020,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.3316953316953317,42741,0.3272316762977969,0.3361589870928665
2020,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.2628992628992629,42741,0.25872584534139326,0.26707268045713256
2020,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.46321070234113715,42741,0.4584832740641455,0.4679381306181288
2020,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.358695652173913,42741,0.3541486110685013,0.36324269327932474
2020,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.17809364548494983,42741,0.1744664654456359,0.18172082552426375
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.517774343122102,42741,0.5130370620644439,0.5225116241797602
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.33384853168469864,42741,0.3293776316264239,0.33831943174297335
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.14837712519319937,42741,0.1450070400971747,0.15174721028922405
2020,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.5095057034220533,42741,0.5047662829769763,0.5142451238671302
2020,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.3916349809885932,42741,0.3870073727345057,0.39626258924268065
2020,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.09885931558935361,42741,0.09602962578272516,0.10168900539598207
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.4642857142857143,42741,0.45955754512295777,0.46901388344847084
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.36507936507936506,42741,0.36051492935214413,0.369643800806586
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.17063492063492064,42741,0.167068434320041,0.17420140694980027
2020,Hesse,Pre-primary Level,Somewhat concerned,0.4642857142857143,42741,0.45955754512295777,0.46901388344847084
2020,Hesse,Pre-primary Level,Very concerned,0.35714285714285715,42741,0.35260017914939507,0.36168553513631924
2020,Hesse,Pre-primary Level,Not concerned at all,0.17857142857142858,42741,0.1749404421845445,0.18220241495831266
2020,Hesse,Primary Level,Not concerned at all,0.7530864197530864,42741,0.7489982527525383,0.7571745867536346
2020,Hesse,Primary Level,Somewhat concerned,0.19753086419753085,42741,0.19375631245980424,0.20130541593525747
2020,Hesse,Primary Level,Very concerned,0.04938271604938271,42741,0.04732860427877417,0.05143682781999126
2020,Hesse,Lower Secondary Level,Not concerned at all,0.4,42741,0.39535549587746394,0.4046445041225361
2020,Hesse,Lower Secondary Level,Somewhat concerned,0.36363636363636365,42741,0.35907578380441774,0.36819694346830956
2020,Hesse,Lower Secondary Level,Very concerned,0.23636363636363636,42741,0.232335841314882,0.24039143141239072
2020,Hesse,Upper Secondary Level,Somewhat concerned,0.48753462603878117,42741,0.4827958222386943,0.492273429838868
2020,Hesse,Upper Secondary Level,Very concerned,0.3407202216066482,42741,0.3362268993778785,0.34521354383541797
2020,Hesse,Upper Secondary Level,Not concerned at all,0.17174515235457063,42741,0.16816947792433756,0.1753208267848037
2020,Hesse,Post-secondary Non-tertiary Level,Somewhat concerned,0.4945652173913043,42741,0.48982522025520686,0.4993052145274018
2020,Hesse,Post-secondary Non-tertiary Level,Very concerned,0.30978260869565216,42741,0.30539876362709667,0.31416645376420765
2020,Hesse,Post-secondary Non-tertiary Level,Not concerned at all,0.1956521739130435,42741,0.19189121995381486,0.1994131278722721
2020,Hesse,First Stage of Tertiary Education,Somewhat concerned,0.4942528735632184,42741,0.4895129095409795,0.4989928375854573
2020,Hesse,First Stage of Tertiary Education,Very concerned,0.39080459770114945,42741,0.38617874422320536,0.39543045117909353
2020,Hesse,First Stage of Tertiary Education,Not concerned at all,0.11494252873563218,42741,0.11191868153529637,0.117966375935968
2020,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.506514657980456,42741,0.5017747831893526,0.5112545327715594
2020,Hesse,Second Stage of Tertiary Education,Very concerned,0.3289902280130293,42741,0.3245358235016454,0.3334446325244132
2020,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.16449511400651465,42741,0.16098044258432953,0.16800978542869976
2020,"Rhineland-Palatinate, Saarland",Pre-primary Level,Somewhat concerned,0.5416666666666666,42741,0.5369428774670204,0.5463904558663129
2020,"Rhineland-Palatinate, Saarland",Pre-primary Level,Not concerned at all,0.25,42741,0.2458947995496323,0.2541052004503677
2020,"Rhineland-Palatinate, Saarland",Pre-primary Level,Very concerned,0.20833333333333334,42741,0.20448312444039357,0.21218354222627311
2020,"Rhineland-Palatinate, Saarland",Primary Level,Not concerned at all,0.723404255319149,42741,0.7191634629614062,0.7276450476768918
2020,"Rhineland-Palatinate, Saarland",Primary Level,Somewhat concerned,0.2127659574468085,42741,0.20888591268393786,0.21664600220967917
2020,"Rhineland-Palatinate, Saarland",Primary Level,Very concerned,0.06382978723404255,42741,0.06151227070926507,0.06614730375882003
2020,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.4155251141552511,42741,0.4108529800708623,0.42019724823963994
2020,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.2922374429223744,42741,0.28792577352799575,0.29654911231675307
2020,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.2922374429223744,42741,0.28792577352799575,0.29654911231675307
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.5314465408805031,42741,0.5267156481770088,0.5361774335839975
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.2830188679245283,42741,0.27874820504566256,0.28728953080339403
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.18553459119496854,42741,0.1818492092851312,0.18921997310480587
2020,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Somewhat concerned,0.5214285714285715,42741,0.5166926495749551,0.5261644932821878
2020,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Very concerned,0.25,42741,0.2458947995496323,0.2541052004503677
2020,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not concerned at all,0.22857142857142856,42741,0.2245904250378262,0.23255243210503093
2020,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Somewhat concerned,0.5063291139240507,42741,0.5015892165381113,0.51106901130999
2020,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very concerned,0.379746835443038,42741,0.37514569692541894,0.38434797396065706
2020,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not concerned at all,0.11392405063291139,42741,0.11091189841291621,0.11693620285290657
2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Somewhat concerned,0.5158227848101266,42741,0.5110848817909812,0.5205606878292719
2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very concerned,0.30063291139240506,42741,0.2962857617650142,0.3049800610197959
2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not concerned at all,0.18354430379746836,42741,0.17987426632157658,0.18721434127336015
2020,Baden-Wuerttemberg,Pre-primary Level,Somewhat concerned,0.4883720930232558,42741,0.48363309787530806,0.4931110881712035
2020,Baden-Wuerttemberg,Pre-primary Level,Not concerned at all,0.3023255813953488,42741,0.2979714896105905,0.30667967318010714
2020,Baden-Wuerttemberg,Pre-primary Level,Very concerned,0.20930232558139536,42741,0.20544553560730655,0.21315911555548417
2020,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.6705882352941176,42741,0.6661323782439965,0.6750440923442387
2020,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.2411764705882353,42741,0.237120716692863,0.2452322244836076
2020,Baden-Wuerttemberg,Primary Level,Very concerned,0.08823529411764706,42741,0.08554626014472577,0.09092432809056836
2020,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.40298507462686567,42741,0.39833488345980506,0.4076352657939263
2020,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.3940298507462687,42741,0.3893972602768595,0.39866244121567784
2020,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.20298507462686566,42741,0.19917179185051748,0.20679835740321384
2020,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.4636283961437336,42741,0.45890067737335094,0.4683561149141162
2020,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.32077125328659073,42741,0.3163459862636919,0.32519652030948953
2020,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.21560035056967572,42741,0.21170158467216443,0.219499116467187
2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.5150375939849624,42741,0.5102994611302503,0.5197757268396745
2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very concerned,0.2556390977443609,42741,0.2515034918399394,0.25977470364878236
2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not concerned at all,0.22932330827067668,42741,0.22533770613188248,0.23330891040947088
2020,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.5542168674698795,42741,0.5495045404942563,0.5589291944455027
2020,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.3373493975903614,42741,0.3328669419548251,0.34183185322589776
2020,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.10843373493975904,42741,0.10548597064525678,0.1113814992342613
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.513255567338282,42741,0.5085169562897173,0.5179941783868468
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.3213149522799576,42741,0.3168877094796643,0.3257421950802509
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.16542948038176034,42741,0.16190681246127073,0.16895214830224994
2020,Bavaria,Pre-primary Level,Somewhat concerned,0.5135135135135135,42741,0.5087749679514756,0.5182520590755514
2020,Bavaria,Pre-primary Level,Very concerned,0.2702702702702703,42741,0.2660599620514451,0.27448057848909546
2020,Bavaria,Pre-primary Level,Not concerned at all,0.21621621621621623,42741,0.21231341887706956,0.2201190135553629
2020,Bavaria,Primary Level,Not concerned at all,0.5279503105590062,42741,0.5232174455812324,0.53268317553678
2020,Bavaria,Primary Level,Somewhat concerned,0.33540372670807456,42741,0.3309276592347269,0.3398797941814222
2020,Bavaria,Primary Level,Very concerned,0.13664596273291926,42741,0.13338964633397563,0.1399022791318629
2020,Bavaria,Lower Secondary Level,Somewhat concerned,0.4880174291938998,42741,0.48327851345619366,0.4927563449316059
2020,Bavaria,Lower Secondary Level,Not concerned at all,0.26143790849673204,42741,0.25727198281141095,0.26560383418205313
2020,Bavaria,Lower Secondary Level,Very concerned,0.25054466230936817,42741,0.24643648492200243,0.2546528396967339
2020,Bavaria,Upper Secondary Level,Somewhat concerned,0.49036873968079253,42741,0.4856293420195535,0.4951081373420316
2020,Bavaria,Upper Secondary Level,Very concerned,0.34892680242157403,42741,0.34440807852555555,0.3534455263175925
2020,Bavaria,Upper Secondary Level,Not concerned at all,0.16070445789763346,42741,0.1572226472255584,0.16418626856970853
2020,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.5815384615384616,42741,0.576861640764186,0.5862152823127371
