"plj0047","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","2003","35-65 Jahre alt","(noch) kein Abschluss","78","0.524830913910568","0.447452131270987","0.60220969655015"
"Einige Sorgen","2003","35-65 Jahre alt","Hauptschulabschluss","2589","0.541873886195259","0.527694312840061","0.556053459550457"
"Einige Sorgen","2003","35-65 Jahre alt","Realschulabschluss","2029","0.596609727272047","0.580239812466559","0.612979642077534"
"Einige Sorgen","2003","35-65 Jahre alt","(Fach-)Abitur","561","0.523614971997701","0.492843879570198","0.554386064425203"
"Einige Sorgen","2003","35-65 Jahre alt","AkademikerInnen","1980","0.610787076712402","0.59389388745342","0.627680265971383"
"Einige Sorgen","2003","66 und älter","(noch) kein Abschluss","31","0.463369529544277","0.341200955633073","0.58553810345548"
"Einige Sorgen","2003","66 und älter","Hauptschulabschluss","1256","0.520666611324061","0.500766779719249","0.540566442928873"
"Einige Sorgen","2003","66 und älter","Realschulabschluss","231","0.541418148434083","0.494156486437578","0.588679810430588"
"Einige Sorgen","2003","66 und älter","(Fach-)Abitur","85","0.606209221798373","0.528279404598848","0.684139038997899"
"Einige Sorgen","2003","66 und älter","AkademikerInnen","314","0.536190549371996","0.495535588618893","0.576845510125099"
"Keine Sorgen","2003","16-34 Jahre alt","(noch) kein Abschluss","153","0.253475370391349","0.220388628399604","0.286562112383095"
"Keine Sorgen","2003","16-34 Jahre alt","Hauptschulabschluss","341","0.257541384446989","0.233309952756511","0.281772816137467"
"Keine Sorgen","2003","16-34 Jahre alt","Realschulabschluss","428","0.235265514535311","0.216066367760565","0.254464661310057"
"Keine Sorgen","2003","16-34 Jahre alt","(Fach-)Abitur","269","0.20951687010433","0.187063878428545","0.231969861780115"
"Keine Sorgen","2003","16-34 Jahre alt","AkademikerInnen","96","0.167143087937398","0.136296343091334","0.197989832783462"
"Keine Sorgen","2003","35-65 Jahre alt","(noch) kein Abschluss","48","0.260191819840045","0.192209734313618","0.328173905366471"
"Keine Sorgen","2003","35-65 Jahre alt","Hauptschulabschluss","1038","0.210447852037609","0.198847152271923","0.222048551803295"
"Keine Sorgen","2003","35-65 Jahre alt","Realschulabschluss","623","0.175272472626253","0.162585714927994","0.187959230324512"
"Keine Sorgen","2003","35-65 Jahre alt","(Fach-)Abitur","195","0.175463407549347","0.152028886524765","0.198897928573928"
"Keine Sorgen","2003","35-65 Jahre alt","AkademikerInnen","501","0.1543715314982","0.141853198329664","0.166889864666735"
"Keine Sorgen","2003","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2003","66 und älter","Hauptschulabschluss","686","0.286731682162156","0.268717481150938","0.304745883173374"
"Keine Sorgen","2003","66 und älter","Realschulabschluss","113","0.258635632996863","0.217102548371457","0.300168717622269"
"Keine Sorgen","2003","66 und älter","(Fach-)Abitur","32","0.181901016120672","0.120371980734735","0.243430051506609"
"Keine Sorgen","2003","66 und älter","AkademikerInnen","128","0.222056184100572","0.188172570193733","0.255939798007411"
"Grosse Sorgen","2004","16-34 Jahre alt","(noch) kein Abschluss","195","0.269351977398485","0.235959592718745","0.302744362078225"
"Grosse Sorgen","2004","16-34 Jahre alt","Hauptschulabschluss","274","0.220845520326036","0.196648761087164","0.245042279564908"
"Grosse Sorgen","2004","16-34 Jahre alt","Realschulabschluss","394","0.231372137938833","0.211517480378071","0.251226795499595"
"Grosse Sorgen","2004","16-34 Jahre alt","(Fach-)Abitur","280","0.238180680111783","0.214461935742507","0.261899424481058"
"Grosse Sorgen","2004","16-34 Jahre alt","AkademikerInnen","126","0.300623205059234","0.262020716108943","0.339225694009525"
"Grosse Sorgen","2004","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2004","35-65 Jahre alt","Hauptschulabschluss","1036","0.248100759586981","0.235403614611655","0.260797904562306"
"Grosse Sorgen","2004","35-65 Jahre alt","Realschulabschluss","838","0.245398900764495","0.230987279965483","0.259810521563507"
"Grosse Sorgen","2004","35-65 Jahre alt","(Fach-)Abitur","278","0.303471151222755","0.274989883725983","0.331952418719527"
"Grosse Sorgen","2004","35-65 Jahre alt","AkademikerInnen","728","0.2369905790929","0.222079019460769","0.251902138725031"
"Grosse Sorgen","2004","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2004","66 und älter","Hauptschulabschluss","466","0.183352248796939","0.168020502926557","0.19868399466732"
"Grosse Sorgen","2004","66 und älter","Realschulabschluss","90","0.185117473859693","0.149031428083179","0.221203519636206"
"Grosse Sorgen","2004","66 und älter","(Fach-)Abitur","39","0.275879906490573","0.206407096813236","0.345352716167909"
"Grosse Sorgen","2004","66 und älter","AkademikerInnen","154","0.264975495884476","0.230376631217201","0.299574360551751"
"Einige Sorgen","2004","16-34 Jahre alt","(noch) kein Abschluss","326","0.460855968349982","0.423335499799129","0.498376436900836"
"Einige Sorgen","2004","16-34 Jahre alt","Hauptschulabschluss","539","0.489925474138586","0.460765781084281","0.519085167192891"
"Einige Sorgen","2004","16-34 Jahre alt","Realschulabschluss","918","0.524703991681569","0.501192072665085","0.548215910698052"
"Einige Sorgen","2004","16-34 Jahre alt","(Fach-)Abitur","721","0.593915571858551","0.566570254875337","0.621260888841765"
"Einige Sorgen","2004","16-34 Jahre alt","AkademikerInnen","319","0.531503320082471","0.48949312508637","0.573513515078573"
"Einige Sorgen","2004","35-65 Jahre alt","(noch) kein Abschluss","78","0.564383411709284","0.484768524943496","0.643998298475071"
"Einige Sorgen","2004","35-65 Jahre alt","Hauptschulabschluss","2400","0.522993162556136","0.508309901642115","0.537676423470157"
"Einige Sorgen","2004","35-65 Jahre alt","Realschulabschluss","1928","0.558105654943035","0.541474008791103","0.574737301094968"
"Einige Sorgen","2004","35-65 Jahre alt","(Fach-)Abitur","545","0.516206656296126","0.485248663357964","0.547164649234289"
"Einige Sorgen","2004","35-65 Jahre alt","AkademikerInnen","1884","0.599650582443123","0.582469073248949","0.616832091637297"
"Einige Sorgen","2004","66 und älter","(noch) kein Abschluss","32","0.444863341795326","0.325869646104758","0.563857037485894"
"Einige Sorgen","2004","66 und älter","Hauptschulabschluss","1293","0.536592784385491","0.516835151279429","0.556350417491553"
"Einige Sorgen","2004","66 und älter","Realschulabschluss","235","0.551755069548518","0.505549008789024","0.597961130308013"
"Einige Sorgen","2004","66 und älter","(Fach-)Abitur","82","0.468089371174618","0.390530183272303","0.545648559076933"
"Einige Sorgen","2004","66 und älter","AkademikerInnen","334","0.519815944924719","0.48064746222527","0.558984427624168"
"Keine Sorgen","2004","16-34 Jahre alt","(noch) kein Abschluss","157","0.269792054251533","0.236382467888244","0.303201640614821"
"Keine Sorgen","2004","16-34 Jahre alt","Hauptschulabschluss","316","0.289229005535378","0.262781367619872","0.315676643450883"
"Keine Sorgen","2004","16-34 Jahre alt","Realschulabschluss","421","0.243923870379598","0.22370491450928","0.264142826249916"
"Keine Sorgen","2004","16-34 Jahre alt","(Fach-)Abitur","238","0.167903748029667","0.147091000494893","0.18871649556444"
"Keine Sorgen","2004","16-34 Jahre alt","AkademikerInnen","97","0.167873474858295","0.136408008656103","0.199338941060487"
"Keine Sorgen","2004","35-65 Jahre alt","(noch) kein Abschluss","42","0.201082185505087","0.136725627607818","0.265438743402356"
"Keine Sorgen","2004","35-65 Jahre alt","Hauptschulabschluss","1009","0.228906077856883","0.216555294314746","0.241256861399021"
"Keine Sorgen","2004","35-65 Jahre alt","Realschulabschluss","659","0.19649544429247","0.183188197301432","0.209802691283507"
"Keine Sorgen","2004","35-65 Jahre alt","(Fach-)Abitur","178","0.180322192481119","0.156505731358714","0.204138653603523"
"Keine Sorgen","2004","35-65 Jahre alt","AkademikerInnen","512","0.163358838463977","0.150395002995281","0.176322673932673"
"Keine Sorgen","2004","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2004","66 und älter","Hauptschulabschluss","688","0.28005496681757","0.262263882580639","0.297846051054501"
"Keine Sorgen","2004","66 und älter","Realschulabschluss","120","0.263127456591789","0.222215772543476","0.304039140640102"
"Keine Sorgen","2004","66 und älter","(Fach-)Abitur","38","0.25603072233481","0.188192716889359","0.32386872778026"
"Keine Sorgen","2004","66 und älter","AkademikerInnen","137","0.215208559190805","0.182989342238171","0.247427776143439"
"Grosse Sorgen","2005","16-34 Jahre alt","(noch) kein Abschluss","230","0.332149537414748","0.297058073563604","0.367241001265891"
"Grosse Sorgen","2005","16-34 Jahre alt","Hauptschulabschluss","300","0.317358392868591","0.288836283176474","0.345880502560707"
"Grosse Sorgen","2005","16-34 Jahre alt","Realschulabschluss","431","0.289420094362973","0.267115535236724","0.311724653489222"
"Grosse Sorgen","2005","16-34 Jahre alt","(Fach-)Abitur","337","0.302787997951984","0.276301720172373","0.329274275731595"
"Grosse Sorgen","2005","16-34 Jahre alt","AkademikerInnen","155","0.315981732528031","0.27602304111472","0.355940423941342"
"Grosse Sorgen","2005","35-65 Jahre alt","(noch) kein Abschluss","53","0.38403239260748","0.304316862531776","0.463747922683184"
"Grosse Sorgen","2005","35-65 Jahre alt","Hauptschulabschluss","1268","0.329401658146746","0.315003022345399","0.343800293948094"
"Grosse Sorgen","2005","35-65 Jahre alt","Realschulabschluss","1048","0.324071753172874","0.308203988338347","0.339939518007402"
"Grosse Sorgen","2005","35-65 Jahre alt","(Fach-)Abitur","307","0.34049419284537","0.310810296129211","0.370178089561529"
"Grosse Sorgen","2005","35-65 Jahre alt","AkademikerInnen","966","0.334110279380361","0.317152469474095","0.351068089286628"
"Grosse Sorgen","2005","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2005","66 und älter","Hauptschulabschluss","609","0.243400671451084","0.226331296766582","0.260470046135586"
"Grosse Sorgen","2005","66 und älter","Realschulabschluss","140","0.290963333187692","0.248619474142967","0.333307192232417"
"Grosse Sorgen","2005","66 und älter","(Fach-)Abitur","43","0.267254517788265","0.199936216344263","0.334572819232267"
"Grosse Sorgen","2005","66 und älter","AkademikerInnen","189","0.270448000081382","0.236712978701851","0.304183021460913"
"Einige Sorgen","2005","16-34 Jahre alt","(noch) kein Abschluss","303","0.427146147168178","0.390290400874139","0.464001893462217"
"Einige Sorgen","2005","16-34 Jahre alt","Hauptschulabschluss","487","0.465433066783511","0.434866973303715","0.495999160263307"
"Einige Sorgen","2005","16-34 Jahre alt","Realschulabschluss","845","0.501030015215549","0.476438124239164","0.525621906191933"
"Einige Sorgen","2005","16-34 Jahre alt","(Fach-)Abitur","616","0.538713130945316","0.50997665547679","0.567449606413843"
"Einige Sorgen","2005","16-34 Jahre alt","AkademikerInnen","298","0.563601516445287","0.520975562431436","0.606227470459138"
"Einige Sorgen","2005","35-65 Jahre alt","(noch) kein Abschluss","67","0.494101440992826","0.412156932679707","0.576045949305945"
"Einige Sorgen","2005","35-65 Jahre alt","Hauptschulabschluss","2073","0.492756859176738","0.477440637289009","0.508073081064467"
"Einige Sorgen","2005","35-65 Jahre alt","Realschulabschluss","1784","0.515176210272002","0.498232257616975","0.532120162927028"
"Einige Sorgen","2005","35-65 Jahre alt","(Fach-)Abitur","521","0.531230682506436","0.499971478884089","0.562489886128783"
"Einige Sorgen","2005","35-65 Jahre alt","AkademikerInnen","1625","0.524420577870911","0.506466004987492","0.54237515075433"
"Einige Sorgen","2005","66 und älter","(noch) kein Abschluss","31","0.481276315565614","0.358864486293499","0.603688144837728"
"Einige Sorgen","2005","66 und älter","Hauptschulabschluss","1228","0.505462505816264","0.485575571706902","0.525349439925626"
"Einige Sorgen","2005","66 und älter","Realschulabschluss","211","0.501425837631465","0.454813037274701","0.548038637988229"
"Einige Sorgen","2005","66 und älter","(Fach-)Abitur","97","0.5650037204256","0.489587897900656","0.640419542950544"
"Einige Sorgen","2005","66 und älter","AkademikerInnen","352","0.53535897960111","0.49748052112298","0.573237438079241"
"Keine Sorgen","2005","16-34 Jahre alt","(noch) kein Abschluss","159","0.240704315417074","0.208851894373872","0.272556736460277"
"Keine Sorgen","2005","16-34 Jahre alt","Hauptschulabschluss","236","0.217208540347898","0.191940488338661","0.242476592357136"
"Keine Sorgen","2005","16-34 Jahre alt","Realschulabschluss","312","0.209549890421479","0.189532669007495","0.229567111835462"
"Keine Sorgen","2005","16-34 Jahre alt","(Fach-)Abitur","203","0.1584988711027","0.137446083348081","0.179551658857318"
"Keine Sorgen","2005","16-34 Jahre alt","AkademikerInnen","67","0.120416751026682","0.0924444401115533","0.148389061941811"
"Keine Sorgen","2005","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Keine Sorgen","2005","35-65 Jahre alt","Hauptschulabschluss","752","0.177841482676515","0.166127042628722","0.189555922724309"
"Keine Sorgen","2005","35-65 Jahre alt","Realschulabschluss","510","0.160752036555124","0.148299200856523","0.173204872253725"
"Keine Sorgen","2005","35-65 Jahre alt","(Fach-)Abitur","151","0.128275124648194","0.107328324587804","0.149221924708583"
"Keine Sorgen","2005","35-65 Jahre alt","AkademikerInnen","381","0.141469142748728","0.128939678421171","0.153998607076285"
"Keine Sorgen","2005","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2005","66 und älter","Hauptschulabschluss","591","0.251136822732652","0.233887176780091","0.268386468685214"
"Keine Sorgen","2005","66 und älter","Realschulabschluss","91","0.207610829180843","0.169798692102369","0.245422966259317"
"Keine Sorgen","2005","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","2005","66 und älter","AkademikerInnen","125","0.194193020317507","0.164150020367477","0.224236020267538"
"Grosse Sorgen","2006","16-34 Jahre alt","(noch) kein Abschluss","132","0.348202225832274","0.303121421832022","0.393283029832526"
"Grosse Sorgen","2006","16-34 Jahre alt","Hauptschulabschluss","286","0.314786291032673","0.285797469508438","0.343775112556909"
"Grosse Sorgen","2006","16-34 Jahre alt","Realschulabschluss","402","0.277032810311197","0.254853164090278","0.299212456532116"
"Grosse Sorgen","2006","16-34 Jahre alt","(Fach-)Abitur","284","0.248048097675438","0.223520489949912","0.272575705400965"
"Grosse Sorgen","2006","16-34 Jahre alt","AkademikerInnen","135","0.244171181581377","0.208996537972501","0.279345825190253"
"Grosse Sorgen","2006","35-65 Jahre alt","(noch) kein Abschluss","42","0.342965234429186","0.262591357741993","0.423339111116379"
"Grosse Sorgen","2006","35-65 Jahre alt","Hauptschulabschluss","1293","0.316096063851013","0.302125774399517","0.330066353302509"
"Grosse Sorgen","2006","35-65 Jahre alt","Realschulabschluss","1107","0.31308544632532","0.298005555718982","0.328165336931658"
"Grosse Sorgen","2006","35-65 Jahre alt","(Fach-)Abitur","323","0.326165116181006","0.298140520255174","0.354189712106838"
"Grosse Sorgen","2006","35-65 Jahre alt","AkademikerInnen","877","0.280020044456102","0.264441048955399","0.295599039956806"
"Grosse Sorgen","2006","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2006","66 und älter","Hauptschulabschluss","633","0.228670923407415","0.213134458478057","0.244207388336773"
"Grosse Sorgen","2006","66 und älter","Realschulabschluss","148","0.261163167838995","0.223801086362853","0.298525249315138"
"Grosse Sorgen","2006","66 und älter","(Fach-)Abitur","57","0.284984420301852","0.220285713602436","0.349683127001267"
"Grosse Sorgen","2006","66 und älter","AkademikerInnen","224","0.299804075438874","0.26811432100577","0.331493829871978"
"Einige Sorgen","2006","16-34 Jahre alt","(noch) kein Abschluss","204","0.42414366095098","0.377377360958663","0.470909960943297"
"Einige Sorgen","2006","16-34 Jahre alt","Hauptschulabschluss","457","0.434184558294427","0.403247129389412","0.465121987199443"
"Einige Sorgen","2006","16-34 Jahre alt","Realschulabschluss","850","0.514713283109141","0.48994410438838","0.539482461829903"
"Einige Sorgen","2006","16-34 Jahre alt","(Fach-)Abitur","695","0.580012607533282","0.551982223109143","0.60804299195742"
"Einige Sorgen","2006","16-34 Jahre alt","AkademikerInnen","339","0.590213382079378","0.549945926148544","0.630480838010212"
"Einige Sorgen","2006","35-65 Jahre alt","(noch) kein Abschluss","61","0.481350551394091","0.396751909932883","0.565949192855298"
"Einige Sorgen","2006","35-65 Jahre alt","Hauptschulabschluss","2201","0.50393568073504","0.488912743297417","0.518958618172663"
"Einige Sorgen","2006","35-65 Jahre alt","Realschulabschluss","1941","0.521470606009899","0.505226918778619","0.537714293241179"
"Einige Sorgen","2006","35-65 Jahre alt","(Fach-)Abitur","585","0.521764121986198","0.491903280482435","0.551624963489962"
"Einige Sorgen","2006","35-65 Jahre alt","AkademikerInnen","1827","0.555949816421338","0.538710560716463","0.573189072126212"
"Einige Sorgen","2006","66 und älter","(noch) kein Abschluss","41","0.435223883672717","0.326581916971571","0.543865850373862"
"Einige Sorgen","2006","66 und älter","Hauptschulabschluss","1511","0.533891106765785","0.515436834543744","0.552345378987827"
"Einige Sorgen","2006","66 und älter","Realschulabschluss","277","0.527546300331034","0.485083293026092","0.570009307635976"
"Einige Sorgen","2006","66 und älter","(Fach-)Abitur","96","0.505230362646139","0.433570902990855","0.576889822301423"
"Einige Sorgen","2006","66 und älter","AkademikerInnen","432","0.503973857318585","0.469392136057939","0.538555578579232"
"Keine Sorgen","2006","16-34 Jahre alt","(noch) kein Abschluss","93","0.227654113216746","0.187974894284976","0.267333332148516"
"Keine Sorgen","2006","16-34 Jahre alt","Hauptschulabschluss","243","0.251029150672899","0.223964391355353","0.278093909990446"
"Keine Sorgen","2006","16-34 Jahre alt","Realschulabschluss","312","0.208253906579662","0.188129677159014","0.22837813600031"
"Keine Sorgen","2006","16-34 Jahre alt","(Fach-)Abitur","212","0.17193929479128","0.150509852480751","0.193368737101809"
"Keine Sorgen","2006","16-34 Jahre alt","AkademikerInnen","99","0.165615436339245","0.135178263037155","0.196052609641335"
"Keine Sorgen","2006","35-65 Jahre alt","(noch) kein Abschluss","31","0.175684214176724","0.111251137346045","0.240117291007402"
"Keine Sorgen","2006","35-65 Jahre alt","Hauptschulabschluss","761","0.179968255413947","0.16842544414998","0.191511066677913"
"Keine Sorgen","2006","35-65 Jahre alt","Realschulabschluss","585","0.165443947664781","0.153361119763996","0.177526775565566"
"Keine Sorgen","2006","35-65 Jahre alt","(Fach-)Abitur","167","0.152070761832795","0.130604989192588","0.173536534473003"
"Keine Sorgen","2006","35-65 Jahre alt","AkademikerInnen","487","0.16403013912256","0.15118195281287","0.17687832543225"
"Keine Sorgen","2006","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2006","66 und älter","Hauptschulabschluss","663","0.2374379698268","0.221696707434146","0.253179232219453"
"Keine Sorgen","2006","66 und älter","Realschulabschluss","106","0.211290531829971","0.176568960116388","0.246012103543553"
"Keine Sorgen","2006","66 und älter","(Fach-)Abitur","34","0.20978521705201","0.151428976816059","0.268141457287961"
"Keine Sorgen","2006","66 und älter","AkademikerInnen","147","0.19622206724254","0.168753735671367","0.223690398813713"
"Grosse Sorgen","2007","16-34 Jahre alt","(noch) kein Abschluss","108","0.277054828956789","0.231636702227761","0.322472955685817"
"Grosse Sorgen","2007","16-34 Jahre alt","Hauptschulabschluss","234","0.292618208607566","0.261759164786221","0.323477252428911"
"Grosse Sorgen","2007","16-34 Jahre alt","Realschulabschluss","373","0.27353062689444","0.250011554813739","0.29704969897514"
"Grosse Sorgen","2007","16-34 Jahre alt","(Fach-)Abitur","302","0.277712754780797","0.251737014987229","0.303688494574364"
"Grosse Sorgen","2007","16-34 Jahre alt","AkademikerInnen","142","0.237052972652684","0.201607936727873","0.272498008577494"
"Grosse Sorgen","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2007","35-65 Jahre alt","Hauptschulabschluss","1063","0.290846670417505","0.276324564002678","0.305368776832332"
"Grosse Sorgen","2007","35-65 Jahre alt","Realschulabschluss","945","0.287904440976063","0.272804326315597","0.303004555636529"
"Grosse Sorgen","2007","35-65 Jahre alt","(Fach-)Abitur","269","0.275345476998225","0.248052878854419","0.302638075142031"
"Grosse Sorgen","2007","35-65 Jahre alt","AkademikerInnen","858","0.288771233670738","0.272573173870314","0.304969293471163"
"Grosse Sorgen","2007","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2007","66 und älter","Hauptschulabschluss","631","0.230024387586239","0.214135476572618","0.24591329859986"
"Grosse Sorgen","2007","66 und älter","Realschulabschluss","152","0.256744343929862","0.220203256060948","0.293285431798776"
"Grosse Sorgen","2007","66 und älter","(Fach-)Abitur","61","0.320689875111488","0.255347228132545","0.38603252209043"
"Grosse Sorgen","2007","66 und älter","AkademikerInnen","245","0.324171837837113","0.292076433823839","0.356267241850388"
"Einige Sorgen","2007","16-34 Jahre alt","(noch) kein Abschluss","183","0.514721873542052","0.46400232894542","0.565441418138684"
"Einige Sorgen","2007","16-34 Jahre alt","Hauptschulabschluss","378","0.433779107275668","0.400164184825311","0.467394029726025"
"Einige Sorgen","2007","16-34 Jahre alt","Realschulabschluss","692","0.479776804950528","0.453418163179543","0.506135446721514"
"Einige Sorgen","2007","16-34 Jahre alt","(Fach-)Abitur","638","0.566501255406338","0.537759757425004","0.595242753387671"
"Einige Sorgen","2007","16-34 Jahre alt","AkademikerInnen","337","0.632608149615891","0.592427433208633","0.67278886602315"
"Einige Sorgen","2007","35-65 Jahre alt","(noch) kein Abschluss","57","0.536438563742714","0.444898900423174","0.627978227062254"
"Einige Sorgen","2007","35-65 Jahre alt","Hauptschulabschluss","1946","0.518355892938596","0.502378546980107","0.534333238897085"
"Einige Sorgen","2007","35-65 Jahre alt","Realschulabschluss","1943","0.547811537438133","0.531213289394656","0.56440978548161"
"Einige Sorgen","2007","35-65 Jahre alt","(Fach-)Abitur","596","0.578259823964773","0.548086413484687","0.60843323444486"
"Einige Sorgen","2007","35-65 Jahre alt","AkademikerInnen","1729","0.565209946266237","0.547491482078367","0.582928410454107"
"Einige Sorgen","2007","66 und älter","(noch) kein Abschluss","31","0.405210466578272","0.287657748401087","0.522763184755456"
"Einige Sorgen","2007","66 und älter","Hauptschulabschluss","1384","0.512701134013369","0.493829976238085","0.531572291788654"
"Einige Sorgen","2007","66 und älter","Realschulabschluss","295","0.534209588242547","0.492482985196683","0.575936191288411"
"Einige Sorgen","2007","66 und älter","(Fach-)Abitur","99","0.45866041318598","0.388901359930218","0.528419466441742"
"Einige Sorgen","2007","66 und älter","AkademikerInnen","416","0.479564528005013","0.445307945593692","0.513821110416334"
"Keine Sorgen","2007","16-34 Jahre alt","(noch) kein Abschluss","82","0.208223297501159","0.167017369967871","0.249429225034447"
"Keine Sorgen","2007","16-34 Jahre alt","Hauptschulabschluss","223","0.273602684116766","0.243364747979881","0.303840620253651"
"Keine Sorgen","2007","16-34 Jahre alt","Realschulabschluss","315","0.246692568155032","0.223948261252465","0.269436875057599"
"Keine Sorgen","2007","16-34 Jahre alt","(Fach-)Abitur","202","0.155785989812866","0.134752781859452","0.176819197766279"
"Keine Sorgen","2007","16-34 Jahre alt","AkademikerInnen","74","0.130338877731425","0.102278239688982","0.158399515773868"
"Keine Sorgen","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Keine Sorgen","2007","35-65 Jahre alt","Hauptschulabschluss","748","0.190797436643899","0.178233018356568","0.20336185493123"
"Keine Sorgen","2007","35-65 Jahre alt","Realschulabschluss","566","0.164284021585804","0.151926996166152","0.176641047005456"
"Keine Sorgen","2007","35-65 Jahre alt","(Fach-)Abitur","164","0.146394699037001","0.1247957991762","0.167993598897803"
"Keine Sorgen","2007","35-65 Jahre alt","AkademikerInnen","420","0.146018820063025","0.133397349921516","0.158640290204534"
"Keine Sorgen","2007","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2007","66 und älter","Hauptschulabschluss","680","0.257274478400392","0.240770781720747","0.273778175080036"
"Keine Sorgen","2007","66 und älter","Realschulabschluss","102","0.209046067827591","0.17503200457818","0.243060131077002"
"Keine Sorgen","2007","66 und älter","(Fach-)Abitur","36","0.220649711702532","0.162594917789381","0.278704505615684"
"Keine Sorgen","2007","66 und älter","AkademikerInnen","156","0.196263634157873","0.169029486340799","0.223497781974948"
"Grosse Sorgen","2008","16-34 Jahre alt","(noch) kein Abschluss","98","0.256451600354502","0.213001622781663","0.299901577927342"
"Grosse Sorgen","2008","16-34 Jahre alt","Hauptschulabschluss","184","0.292790455809435","0.259644440825069","0.325936470793801"
"Grosse Sorgen","2008","16-34 Jahre alt","Realschulabschluss","266","0.220454316522694","0.197636790569016","0.243271842476372"
"Grosse Sorgen","2008","16-34 Jahre alt","(Fach-)Abitur","221","0.236227916913803","0.210044880271213","0.262410953556392"
"Grosse Sorgen","2008","16-34 Jahre alt","AkademikerInnen","98","0.188937516321721","0.155641897718","0.222233134925442"
"Grosse Sorgen","2008","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2008","35-65 Jahre alt","Hauptschulabschluss","909","0.28408404152521","0.269035549443477","0.299132533606944"
"Grosse Sorgen","2008","35-65 Jahre alt","Realschulabschluss","814","0.248775968731626","0.233999483782017","0.263552453681236"
"Grosse Sorgen","2008","35-65 Jahre alt","(Fach-)Abitur","220","0.223220483894936","0.197229331332042","0.24921163645783"
"Grosse Sorgen","2008","35-65 Jahre alt","AkademikerInnen","615","0.221472768515879","0.206067642896653","0.236877894135105"
"Grosse Sorgen","2008","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2008","66 und älter","Hauptschulabschluss","571","0.207651769443755","0.192122878327072","0.223180660560439"
"Grosse Sorgen","2008","66 und älter","Realschulabschluss","117","0.197157419738417","0.164057772798094","0.230257066678741"
"Grosse Sorgen","2008","66 und älter","(Fach-)Abitur","44","0.286126456898007","0.22100083571039","0.351252078085623"
"Grosse Sorgen","2008","66 und älter","AkademikerInnen","200","0.229453354367673","0.201544852690704","0.257361856044642"
"Einige Sorgen","2008","16-34 Jahre alt","(noch) kein Abschluss","194","0.520584013791763","0.470875142981818","0.570292884601707"
"Einige Sorgen","2008","16-34 Jahre alt","Hauptschulabschluss","344","0.452542429723783","0.416286112098702","0.488798747348865"
"Einige Sorgen","2008","16-34 Jahre alt","Realschulabschluss","694","0.528758250636233","0.50128317336258","0.556233327909886"
"Einige Sorgen","2008","16-34 Jahre alt","(Fach-)Abitur","598","0.574478664489291","0.544001810425935","0.604955518552648"
"Einige Sorgen","2008","16-34 Jahre alt","AkademikerInnen","332","0.586105237251806","0.544212995888823","0.62799747861479"
"Einige Sorgen","2008","35-65 Jahre alt","(noch) kein Abschluss","49","0.554073583695964","0.456650154161335","0.651497013230593"
"Einige Sorgen","2008","35-65 Jahre alt","Hauptschulabschluss","1814","0.516672218676329","0.499997175080938","0.53334726227172"
"Einige Sorgen","2008","35-65 Jahre alt","Realschulabschluss","1858","0.556569211019351","0.539588545880328","0.573549876158374"
"Einige Sorgen","2008","35-65 Jahre alt","(Fach-)Abitur","586","0.596379800612146","0.565756109005666","0.627003492218626"
"Einige Sorgen","2008","35-65 Jahre alt","AkademikerInnen","1678","0.586663641894461","0.568394650802211","0.604932632986711"
"Einige Sorgen","2008","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","2008","66 und älter","Hauptschulabschluss","1385","0.54792135739794","0.528867597412114","0.566975117383767"
"Einige Sorgen","2008","66 und älter","Realschulabschluss","324","0.597851463516985","0.557057914148926","0.638645012885045"
"Einige Sorgen","2008","66 und älter","(Fach-)Abitur","99","0.506884262200189","0.434841382826562","0.578927141573816"
"Einige Sorgen","2008","66 und älter","AkademikerInnen","485","0.557300299873392","0.524332565615538","0.590268034131247"
"Keine Sorgen","2008","16-34 Jahre alt","(noch) kein Abschluss","96","0.222964385853735","0.18154816768115","0.26438060402632"
"Keine Sorgen","2008","16-34 Jahre alt","Hauptschulabschluss","196","0.254667114466782","0.222931977030909","0.286402251902654"
"Keine Sorgen","2008","16-34 Jahre alt","Realschulabschluss","308","0.250787432841073","0.226928892180353","0.274645973501793"
