"plj0047","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1992","16-34 Jahre alt","direkter Migrationshintergrund","304","0.461174067576187","0.424219664894006","0.498128470258367"
"Grosse Sorgen","1992","16-34 Jahre alt","indirekter Migrationshintergrund","133","0.481784645465283","0.426605568672771","0.536963722257796"
"Grosse Sorgen","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1992","35-65 Jahre alt","direkter Migrationshintergrund","420","0.394566400115127","0.36699316237168","0.422139637858574"
"Grosse Sorgen","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1992","66 und älter","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","16-34 Jahre alt","direkter Migrationshintergrund","295","0.407689641639289","0.371260494353903","0.444118788924675"
"Einige Sorgen","1992","16-34 Jahre alt","indirekter Migrationshintergrund","121","0.339261794882863","0.286977049014478","0.391546540751248"
"Einige Sorgen","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","35-65 Jahre alt","direkter Migrationshintergrund","537","0.398405577491344","0.370786506813384","0.426024648169305"
"Einige Sorgen","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","66 und älter","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","direkter Migrationshintergrund","100","0.131136290784524","0.106112864185663","0.156159717383385"
"Keine Sorgen","1992","16-34 Jahre alt","indirekter Migrationshintergrund","61","0.178953559651854","0.136623698279805","0.221283421023903"
"Keine Sorgen","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","direkter Migrationshintergrund","250","0.207028022393529","0.184170037417715","0.229886007369343"
"Keine Sorgen","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","66 und älter","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","direkter Migrationshintergrund","359","0.548575014593194","0.511033912969719","0.58611611621667"
"Grosse Sorgen","1993","16-34 Jahre alt","indirekter Migrationshintergrund","162","0.54489493958734","0.49242358678293","0.597366292391749"
"Grosse Sorgen","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","direkter Migrationshintergrund","505","0.465429538395358","0.436423502823505","0.494435573967212"
