"plj0047","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1992","(noch) kein Abschluss","Staedtischer Raum","201","0.396303760328008","0.35504895491236","0.437558565743656"
"Grosse Sorgen","1992","(noch) kein Abschluss","Laendlicher Raum","25","","",""
"Grosse Sorgen","1992","Hauptschule","Staedtischer Raum","398","0.422536978998071","0.392311801401236","0.452762156594906"
"Grosse Sorgen","1992","Hauptschule","Laendlicher Raum","54","0.35265150748058","0.278847984049627","0.426455030911533"
"Grosse Sorgen","1992","Realschule","Staedtischer Raum","49","0.581220928835874","0.482530376121374","0.679911481550374"
"Grosse Sorgen","1992","Realschule","Laendlicher Raum","1","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Staedtischer Raum","78","0.444576781381614","0.372580850685912","0.516572712077315"
"Grosse Sorgen","1992","(Fach-)Abitur","Laendlicher Raum","4","","",""
"Grosse Sorgen","1992","AkademikerIn","Staedtischer Raum","15","","",""
"Grosse Sorgen","1992","AkademikerIn","Laendlicher Raum","2","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Staedtischer Raum","230","0.400401038497","0.359074479605207","0.441727597388794"
"Einige Sorgen","1992","(noch) kein Abschluss","Laendlicher Raum","22","","",""
"Einige Sorgen","1992","Hauptschule","Staedtischer Raum","450","0.403349865047875","0.373332315220208","0.433367414875541"
"Einige Sorgen","1992","Hauptschule","Laendlicher Raum","67","0.430632513407573","0.354145994948005","0.50711903186714"
"Einige Sorgen","1992","Realschule","Staedtischer Raum","29","","",""
"Einige Sorgen","1992","Realschule","Laendlicher Raum","4","","",""
"Einige Sorgen","1992","(Fach-)Abitur","Staedtischer Raum","89","0.458160576952793","0.385972295198556","0.530348858707029"
"Einige Sorgen","1992","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Einige Sorgen","1992","AkademikerIn","Staedtischer Raum","21","","",""
"Einige Sorgen","1992","AkademikerIn","Laendlicher Raum","1","","",""
"Keine Sorgen","1992","(noch) kein Abschluss","Staedtischer Raum","109","0.203295201174991","0.169351164247757","0.237239238102226"
"Keine Sorgen","1992","(noch) kein Abschluss","Laendlicher Raum","25","","",""
"Keine Sorgen","1992","Hauptschule","Staedtischer Raum","178","0.174113155954054","0.150909817309471","0.197316494598637"
"Keine Sorgen","1992","Hauptschule","Laendlicher Raum","40","0.216715979111847","0.153074501615363","0.280357456608331"
"Keine Sorgen","1992","Realschule","Staedtischer Raum","18","","",""
"Keine Sorgen","1992","Realschule","Laendlicher Raum","4","","",""
"Keine Sorgen","1992","(Fach-)Abitur","Staedtischer Raum","16","","",""
"Keine Sorgen","1992","(Fach-)Abitur","Laendlicher Raum","5","","",""
"Keine Sorgen","1992","AkademikerIn","Staedtischer Raum","4","","",""
"Keine Sorgen","1992","AkademikerIn","Laendlicher Raum","","","",""
"Grosse Sorgen","1993","(noch) kein Abschluss","Staedtischer Raum","245","0.502597897447815","0.459540541902079","0.545655252993552"
"Grosse Sorgen","1993","(noch) kein Abschluss","Laendlicher Raum","36","0.507275507341237","0.394875764575645","0.619675250106828"
"Grosse Sorgen","1993","Hauptschule","Staedtischer Raum","453","0.490196500400448","0.459009326343458","0.521383674457439"
"Grosse Sorgen","1993","Hauptschule","Laendlicher Raum","75","0.517592249607173","0.439179476631214","0.596005022583131"
"Grosse Sorgen","1993","Realschule","Staedtischer Raum","49","0.501086448686543","0.405450224685288","0.596722672687798"
"Grosse Sorgen","1993","Realschule","Laendlicher Raum","6","","",""
"Grosse Sorgen","1993","(Fach-)Abitur","Staedtischer Raum","92","0.493342489842507","0.420305420017974","0.566379559667041"
"Grosse Sorgen","1993","(Fach-)Abitur","Laendlicher Raum","6","","",""
"Grosse Sorgen","1993","AkademikerIn","Staedtischer Raum","15","","",""
"Grosse Sorgen","1993","AkademikerIn","Laendlicher Raum","3","","",""
"Einige Sorgen","1993","(noch) kein Abschluss","Staedtischer Raum","208","0.392750651706609","0.350694919654362","0.434806383758857"
"Einige Sorgen","1993","(noch) kein Abschluss","Laendlicher Raum","29","","",""
"Einige Sorgen","1993","Hauptschule","Staedtischer Raum","421","0.400297098800192","0.369730380760409","0.430863816839975"
"Einige Sorgen","1993","Hauptschule","Laendlicher Raum","60","0.350743353879806","0.275859408285624","0.425627299473988"
"Einige Sorgen","1993","Realschule","Staedtischer Raum","41","0.306840756473308","0.218628999274424","0.395052513672192"
"Einige Sorgen","1993","Realschule","Laendlicher Raum","5","","",""
"Einige Sorgen","1993","(Fach-)Abitur","Staedtischer Raum","77","0.447197933063566","0.374562829286419","0.519833036840712"
"Einige Sorgen","1993","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Einige Sorgen","1993","AkademikerIn","Staedtischer Raum","19","","",""
"Einige Sorgen","1993","AkademikerIn","Laendlicher Raum","1","","",""
"Keine Sorgen","1993","(noch) kein Abschluss","Staedtischer Raum","65","0.104651450845575","0.0782910563705768","0.131011845320574"
"Keine Sorgen","1993","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"Keine Sorgen","1993","Hauptschule","Staedtischer Raum","113","0.10950640079936","0.0900247987276507","0.128988002871069"
"Keine Sorgen","1993","Hauptschule","Laendlicher Raum","21","","",""
"Keine Sorgen","1993","Realschule","Staedtischer Raum","15","","",""
"Keine Sorgen","1993","Realschule","Laendlicher Raum","2","","",""
"Keine Sorgen","1993","(Fach-)Abitur","Staedtischer Raum","11","","",""
"Keine Sorgen","1993","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Keine Sorgen","1993","AkademikerIn","Staedtischer Raum","4","","",""
"Keine Sorgen","1993","AkademikerIn","Laendlicher Raum","","","",""
"Grosse Sorgen","1994","(noch) kein Abschluss","Staedtischer Raum","234","0.508052552869185","0.463922107951759","0.552182997786612"
"Grosse Sorgen","1994","(noch) kein Abschluss","Laendlicher Raum","25","","",""
"Grosse Sorgen","1994","Hauptschule","Staedtischer Raum","437","0.503092928811849","0.470854504986322","0.535331352637376"
"Grosse Sorgen","1994","Hauptschule","Laendlicher Raum","43","0.320897085804514","0.245433036136709","0.396361135472319"
"Grosse Sorgen","1994","Realschule","Staedtischer Raum","52","0.541416636113417","0.443755215590519","0.639078056636315"
"Grosse Sorgen","1994","Realschule","Laendlicher Raum","5","","",""
"Grosse Sorgen","1994","(Fach-)Abitur","Staedtischer Raum","79","0.436720041390652","0.362381549421131","0.511058533360173"
"Grosse Sorgen","1994","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Grosse Sorgen","1994","AkademikerIn","Staedtischer Raum","11","","",""
"Grosse Sorgen","1994","AkademikerIn","Laendlicher Raum","2","","",""
"Einige Sorgen","1994","(noch) kein Abschluss","Staedtischer Raum","212","0.426190366783341","0.382537741904137","0.469842991662546"
"Einige Sorgen","1994","(noch) kein Abschluss","Laendlicher Raum","31","0.386604346900229","0.273332330906665","0.499876362893794"
"Einige Sorgen","1994","Hauptschule","Staedtischer Raum","374","0.380647243588943","0.349340169039266","0.411954318138621"
"Einige Sorgen","1994","Hauptschule","Laendlicher Raum","76","0.515993016122534","0.435206821857068","0.596779210388001"
"Einige Sorgen","1994","Realschule","Staedtischer Raum","40","0.334549665088894","0.2420721365465","0.427027193631289"
"Einige Sorgen","1994","Realschule","Laendlicher Raum","3","","",""
"Einige Sorgen","1994","(Fach-)Abitur","Staedtischer Raum","79","0.502605007130306","0.427664928268223","0.577545085992388"
"Einige Sorgen","1994","(Fach-)Abitur","Laendlicher Raum","5","","",""
"Einige Sorgen","1994","AkademikerIn","Staedtischer Raum","23","","",""
"Einige Sorgen","1994","AkademikerIn","Laendlicher Raum","1","","",""
"Keine Sorgen","1994","(noch) kein Abschluss","Staedtischer Raum","47","0.0657570803474734","0.0438781643939408","0.0876359963010061"
"Keine Sorgen","1994","(noch) kein Abschluss","Laendlicher Raum","15","","",""
"Keine Sorgen","1994","Hauptschule","Staedtischer Raum","113","0.116259827599208","0.0955922659692582","0.136927389229157"
"Keine Sorgen","1994","Hauptschule","Laendlicher Raum","28","","",""
"Keine Sorgen","1994","Realschule","Staedtischer Raum","8","","",""
"Keine Sorgen","1994","Realschule","Laendlicher Raum","3","","",""
"Keine Sorgen","1994","(Fach-)Abitur","Staedtischer Raum","13","","",""
"Keine Sorgen","1994","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Keine Sorgen","1994","AkademikerIn","Staedtischer Raum","6","","",""
"Keine Sorgen","1994","AkademikerIn","Laendlicher Raum","","","",""
"Grosse Sorgen","1995","(noch) kein Abschluss","Staedtischer Raum","189","0.458284477241427","0.412094521798338","0.504474432684516"
"Grosse Sorgen","1995","(noch) kein Abschluss","Laendlicher Raum","24","","",""
"Grosse Sorgen","1995","Hauptschule","Staedtischer Raum","346","0.466468640248264","0.432570362819185","0.500366917677343"
"Grosse Sorgen","1995","Hauptschule","Laendlicher Raum","45","0.286401387523403","0.210141569593002","0.362661205453805"
"Grosse Sorgen","1995","Realschule","Staedtischer Raum","38","0.382492232140808","0.288177284594927","0.476807179686689"
"Grosse Sorgen","1995","Realschule","Laendlicher Raum","2","","",""
"Grosse Sorgen","1995","(Fach-)Abitur","Staedtischer Raum","65","0.404110681490942","0.328777336073796","0.479444026908087"
"Grosse Sorgen","1995","(Fach-)Abitur","Laendlicher Raum","4","","",""
"Grosse Sorgen","1995","AkademikerIn","Staedtischer Raum","12","","",""
"Grosse Sorgen","1995","AkademikerIn","Laendlicher Raum","1","","",""
"Einige Sorgen","1995","(noch) kein Abschluss","Staedtischer Raum","205","0.427377801911594","0.381517765009563","0.473237838813626"
"Einige Sorgen","1995","(noch) kein Abschluss","Laendlicher Raum","27","","",""
"Einige Sorgen","1995","Hauptschule","Staedtischer Raum","380","0.423190161674951","0.389618677709719","0.456761645640184"
"Einige Sorgen","1995","Hauptschule","Laendlicher Raum","60","0.466257166232565","0.382106027885851","0.550408304579279"
"Einige Sorgen","1995","Realschule","Staedtischer Raum","54","0.472735005469246","0.375846700978833","0.569623309959658"
"Einige Sorgen","1995","Realschule","Laendlicher Raum","4","","",""
"Einige Sorgen","1995","(Fach-)Abitur","Staedtischer Raum","73","0.399730046691454","0.324531233143615","0.474928860239293"
"Einige Sorgen","1995","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Einige Sorgen","1995","AkademikerIn","Staedtischer Raum","22","","",""
"Einige Sorgen","1995","AkademikerIn","Laendlicher Raum","","","",""
"Keine Sorgen","1995","(noch) kein Abschluss","Staedtischer Raum","53","0.114337720846979","0.0848376425235212","0.143837799170436"
"Keine Sorgen","1995","(noch) kein Abschluss","Laendlicher Raum","10","","",""
