"plj0047","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Keine Sorgen","1995","16-34 J.","männlich","49","0.102258097032475","0.074448783321193","0.130067410743756"
"Keine Sorgen","1995","16-34 J.","weiblich","50","0.105142470055234","0.0764490796734247","0.133835860437043"
"Keine Sorgen","1995","35-65 J.","männlich","90","0.165795455119123","0.134133863520413","0.197457046717833"
"Keine Sorgen","1995","35-65 J.","weiblich","64","0.122036081011671","0.0925063458380136","0.151565816185329"
"Keine Sorgen","1995","66 und älter","männlich","","","",""
"Keine Sorgen","1995","66 und älter","weiblich","","","",""
"Einige Sorgen","1996","16-34 J.","männlich","1203","0.531607849435553","0.511333338073478","0.551882360797628"
"Einige Sorgen","1996","16-34 J.","weiblich","1312","0.558162530341006","0.538219606838691","0.578105453843321"
"Einige Sorgen","1996","35-65 J.","männlich","1742","0.535745640195427","0.518732571834969","0.552758708555885"
"Einige Sorgen","1996","35-65 J.","weiblich","1853","0.544833307714762","0.527944774994498","0.561721840435026"
"Einige Sorgen","1996","66 und älter","männlich","285","0.475644761843699","0.435381540817181","0.515907982870216"
"Einige Sorgen","1996","66 und älter","weiblich","446","0.473433601478082","0.441257506520428","0.505609696435736"
"Große Sorgen","1996","16-34 J.","männlich","690","0.285827636797244","0.267470559835989","0.3041847137585"
"Große Sorgen","1996","16-34 J.","weiblich","757","0.31276220447815","0.294143997104748","0.331380411851551"
"Große Sorgen","1996","35-65 J.","männlich","931","0.270584304935356","0.255429017352869","0.285739592517843"
"Große Sorgen","1996","35-65 J.","weiblich","996","0.310502863123567","0.294811022238741","0.326194704008393"
"Große Sorgen","1996","66 und älter","männlich","193","0.336038400438464","0.297956353303626","0.374120447573301"
"Große Sorgen","1996","66 und älter","weiblich","277","0.305085066589517","0.275412608710455","0.334757524468578"
"Keine Sorgen","1996","16-34 J.","männlich","434","0.182564513767202","0.166868664282377","0.198260363252028"
"Keine Sorgen","1996","16-34 J.","weiblich","313","0.129075265180844","0.115610802159646","0.142539728202041"
"Keine Sorgen","1996","35-65 J.","männlich","628","0.193670054869217","0.18018933882054","0.207150770917894"
"Keine Sorgen","1996","35-65 J.","weiblich","491","0.144663829161671","0.132734301326424","0.156593356996918"
"Keine Sorgen","1996","66 und älter","männlich","113","0.188316837717838","0.156796403221444","0.219837272214232"
"Keine Sorgen","1996","66 und älter","weiblich","202","0.221481331932401","0.19472168965923","0.248240974205573"
"Einige Sorgen","1997","16-34 J.","männlich","1118","0.48407205832057","0.463550007291783","0.504594109349357"
"Einige Sorgen","1997","16-34 J.","weiblich","1218","0.540067838652515","0.519668451936679","0.560467225368352"
"Einige Sorgen","1997","35-65 J.","männlich","1648","0.512239149135108","0.495038393668911","0.529439904601306"
"Einige Sorgen","1997","35-65 J.","weiblich","1797","0.529492161457226","0.512552162820414","0.546432160094038"
"Einige Sorgen","1997","66 und älter","männlich","304","0.471588798502425","0.432515320639071","0.510662276365778"
"Einige Sorgen","1997","66 und älter","weiblich","460","0.485914584127068","0.453653404796911","0.518175763457224"
"Große Sorgen","1997","16-34 J.","männlich","692","0.305077894871229","0.286169935304418","0.32398585443804"
"Große Sorgen","1997","16-34 J.","weiblich","729","0.307679861567855","0.288789116738024","0.326570606397686"
"Große Sorgen","1997","35-65 J.","männlich","929","0.280315718624777","0.264859530232651","0.295771907016904"
"Große Sorgen","1997","35-65 J.","weiblich","1043","0.323641016324755","0.307762110189222","0.339519922460288"
"Große Sorgen","1997","66 und älter","männlich","201","0.346587752069279","0.309338756900604","0.383836747237955"
"Große Sorgen","1997","66 und älter","weiblich","278","0.29992085606863","0.270343487451768","0.329498224685491"
"Keine Sorgen","1997","16-34 J.","männlich","468","0.210850046808201","0.194099158240273","0.227600935376129"
"Keine Sorgen","1997","16-34 J.","weiblich","346","0.152252299779629","0.13754742588353","0.166957173675729"
"Keine Sorgen","1997","35-65 J.","männlich","667","0.207445132240114","0.193491927677105","0.221398336803124"
"Keine Sorgen","1997","35-65 J.","weiblich","495","0.146866822218019","0.134853297762909","0.158880346673129"
"Keine Sorgen","1997","66 und älter","männlich","122","0.181823449428296","0.151633472507089","0.212013426349502"
"Keine Sorgen","1997","66 und älter","weiblich","184","0.214164559804302","0.187684300200554","0.240644819408051"
"Einige Sorgen","1998","16-34 J.","männlich","1161","0.489929916780258","0.469833649139971","0.510026184420545"
"Einige Sorgen","1998","16-34 J.","weiblich","1303","0.532482827858544","0.512575131086148","0.552390524630941"
"Einige Sorgen","1998","35-65 J.","männlich","1802","0.49254953281797","0.476363780675887","0.508735284960052"
"Einige Sorgen","1998","35-65 J.","weiblich","1974","0.526570631588467","0.510566715235479","0.542574547941455"
"Einige Sorgen","1998","66 und älter","männlich","346","0.457354788670495","0.421509610687596","0.493199966653394"
"Einige Sorgen","1998","66 und älter","weiblich","535","0.503777185571136","0.473635453223293","0.533918917918978"
"Große Sorgen","1998","16-34 J.","männlich","698","0.292217510121263","0.27393497041671","0.310500049825816"
"Große Sorgen","1998","16-34 J.","weiblich","737","0.307409718035308","0.288999182439679","0.325820253630938"
"Große Sorgen","1998","35-65 J.","männlich","1076","0.299315754507606","0.284489308302217","0.314142200712996"
"Große Sorgen","1998","35-65 J.","weiblich","1147","0.31338061283222","0.298512205442196","0.328249020222244"
"Große Sorgen","1998","66 und älter","männlich","264","0.368883756769063","0.334166485458417","0.403601028079709"
"Große Sorgen","1998","66 und älter","weiblich","323","0.305314779007234","0.277551002435737","0.33307855557873"
"Keine Sorgen","1998","16-34 J.","männlich","518","0.217852573098479","0.201258264680488","0.23444688151647"
"Keine Sorgen","1998","16-34 J.","weiblich","373","0.160107454106147","0.145476014150166","0.174738894062128"
"Keine Sorgen","1998","35-65 J.","männlich","787","0.208134712674424","0.194991273696844","0.221278151652004"
"Keine Sorgen","1998","35-65 J.","weiblich","618","0.160048755579313","0.14829643720192","0.171801073956706"
"Keine Sorgen","1998","66 und älter","männlich","132","0.173761454560442","0.146498332627379","0.201024576493504"
"Keine Sorgen","1998","66 und älter","weiblich","199","0.19090803542163","0.167214948614003","0.214601122229258"
"Einige Sorgen","1999","16-34 J.","männlich","1208","0.52591667649013","0.505293777795304","0.546539575184956"
"Einige Sorgen","1999","16-34 J.","weiblich","1292","0.546702782456157","0.526467755784963","0.56693780912735"
"Einige Sorgen","1999","35-65 J.","männlich","2001","0.54641319720631","0.530116698513432","0.562709695899188"
"Einige Sorgen","1999","35-65 J.","weiblich","2058","0.554659209515649","0.53857087036927","0.570747548662027"
"Einige Sorgen","1999","66 und älter","männlich","407","0.542282001822361","0.50655476898323","0.578009234661493"
"Einige Sorgen","1999","66 und älter","weiblich","544","0.53068269910481","0.500278843384011","0.561086554825608"
"Große Sorgen","1999","16-34 J.","männlich","645","0.293019592063938","0.274221407167016","0.31181777696086"
"Große Sorgen","1999","16-34 J.","weiblich","758","0.333541432904134","0.314376906781519","0.352705959026749"
"Große Sorgen","1999","35-65 J.","männlich","1002","0.28907186479705","0.274232364596018","0.303911364998082"
"Große Sorgen","1999","35-65 J.","weiblich","1200","0.338411947094939","0.32309512983071","0.353728764359168"
"Große Sorgen","1999","66 und älter","männlich","184","0.241385031617603","0.210698086131587","0.272071977103619"
"Große Sorgen","1999","66 und älter","weiblich","269","0.243191816129621","0.217055444060296","0.269328188198946"
"Keine Sorgen","1999","16-34 J.","männlich","399","0.181063731445932","0.165159793089967","0.196967669801896"
"Keine Sorgen","1999","16-34 J.","weiblich","275","0.119755784639709","0.106558443208408","0.132953126071011"
"Keine Sorgen","1999","35-65 J.","männlich","582","0.164514937996641","0.152378939198773","0.176650936794508"
"Keine Sorgen","1999","35-65 J.","weiblich","408","0.106928843389412","0.0969255656531728","0.116932121125652"
"Keine Sorgen","1999","66 und älter","männlich","156","0.216332966560036","0.186806265178677","0.245859667941394"
"Keine Sorgen","1999","66 und älter","weiblich","222","0.226125484765569","0.200640290756087","0.251610678775051"
"Einige Sorgen","2000","16-34 J.","männlich","1721","0.491620907128813","0.47476457778824","0.508477236469386"
"Einige Sorgen","2000","16-34 J.","weiblich","1834","0.499241563348152","0.482953730249953","0.515529396446351"
"Einige Sorgen","2000","35-65 J.","männlich","3419","0.510127287857061","0.498036753799342","0.522217821914779"
"Einige Sorgen","2000","35-65 J.","weiblich","3430","0.49761237794737","0.485675707731245","0.509549048163496"
"Einige Sorgen","2000","66 und älter","männlich","770","0.508325831089251","0.483151869774884","0.533499792403617"
"Einige Sorgen","2000","66 und älter","weiblich","1020","0.502334352102203","0.48052487753426","0.524143826670145"
"Große Sorgen","2000","16-34 J.","männlich","982","0.311285166064342","0.295673367954144","0.326896964174541"
"Große Sorgen","2000","16-34 J.","weiblich","1291","0.36526417344569","0.34957883658013","0.380949510311251"
"Große Sorgen","2000","35-65 J.","männlich","1989","0.315587790232643","0.304347343977426","0.326828236487859"
"Große Sorgen","2000","35-65 J.","weiblich","2404","0.366055871337871","0.354555355424062","0.377556387251679"
"Große Sorgen","2000","66 und älter","männlich","357","0.224116605902843","0.203118649898034","0.245114561907651"
"Große Sorgen","2000","66 und älter","weiblich","474","0.227361697313406","0.209079571223055","0.245643823403757"
"Keine Sorgen","2000","16-34 J.","männlich","676","0.197093926806845","0.183681017510001","0.210506836103688"
"Keine Sorgen","2000","16-34 J.","weiblich","495","0.135494263206158","0.12434520457443","0.146643321837886"
"Keine Sorgen","2000","35-65 J.","männlich","1159","0.174284921910297","0.165109847426951","0.183459996393643"
"Keine Sorgen","2000","35-65 J.","weiblich","906","0.136331750714759","0.128139747280799","0.144523754148719"
"Keine Sorgen","2000","66 und älter","männlich","388","0.267557563007907","0.245266173534928","0.289848952480885"
"Keine Sorgen","2000","66 und älter","weiblich","525","0.270303950584391","0.250931831700137","0.289676069468645"
"Einige Sorgen","2001","16-34 J.","männlich","1431","0.479473298822911","0.461554581888122","0.4973920157577"
"Einige Sorgen","2001","16-34 J.","weiblich","1484","0.454495428946178","0.437256986191766","0.47173387170059"
"Einige Sorgen","2001","35-65 J.","männlich","2974","0.493672242477745","0.480989997201108","0.506354487754382"
"Einige Sorgen","2001","35-65 J.","weiblich","2985","0.485963018776514","0.473487887522094","0.498438150030934"
"Einige Sorgen","2001","66 und älter","männlich","700","0.484118055852218","0.458466120707401","0.509769990997035"
"Einige Sorgen","2001","66 und älter","weiblich","919","0.490412148982474","0.46786860166665","0.512955696298297"
"Große Sorgen","2001","16-34 J.","männlich","1040","0.350762408583273","0.333646043543944","0.367878773622601"
"Große Sorgen","2001","16-34 J.","weiblich","1336","0.41546077626959","0.398399719916769","0.432521832622412"
"Große Sorgen","2001","35-65 J.","männlich","2029","0.34000827246841","0.327991857619362","0.352024687317459"
"Große Sorgen","2001","35-65 J.","weiblich","2435","0.394171748616811","0.381974444881126","0.406369052352496"
"Große Sorgen","2001","66 und älter","männlich","418","0.272275115925657","0.249426656769873","0.295123575081441"
"Große Sorgen","2001","66 und älter","weiblich","551","0.283122496859677","0.262806329688791","0.303438664030564"
"Keine Sorgen","2001","16-34 J.","männlich","515","0.169764292593816","0.156298650492246","0.183229934695386"
"Keine Sorgen","2001","16-34 J.","weiblich","385","0.130043794784232","0.118399114039883","0.141688475528581"
"Keine Sorgen","2001","35-65 J.","männlich","967","0.166319485053844","0.156873824881118","0.175765145226571"
"Keine Sorgen","2001","35-65 J.","weiblich","746","0.119865232606675","0.11175809516836","0.127972370044989"
"Keine Sorgen","2001","66 und älter","männlich","340","0.243606828222125","0.221573106634664","0.265640549809586"
"Keine Sorgen","2001","66 und älter","weiblich","419","0.226465354157849","0.207590965987016","0.245339742328682"
"Einige Sorgen","2002","16-34 J.","männlich","1518","0.508120596805466","0.490043240679292","0.52619795293164"
"Einige Sorgen","2002","16-34 J.","weiblich","1719","0.546682895610989","0.529306691809193","0.564059099412784"
"Einige Sorgen","2002","35-65 J.","männlich","3663","0.560640196115713","0.54858401194592","0.572696380285506"
"Einige Sorgen","2002","35-65 J.","weiblich","3747","0.553385427690691","0.541481480442471","0.565289374938911"
"Einige Sorgen","2002","66 und älter","männlich","815","0.497367145492148","0.472928954643834","0.521805336340463"
"Einige Sorgen","2002","66 und älter","weiblich","1039","0.532224166026443","0.510015351743859","0.554432980309026"
"Große Sorgen","2002","16-34 J.","männlich","759","0.267408085344062","0.251403643852976","0.283412526835149"
"Große Sorgen","2002","16-34 J.","weiblich","973","0.30655457114509","0.290461232550195","0.322647909739985"
"Große Sorgen","2002","35-65 J.","männlich","1707","0.260699029899857","0.250034592670794","0.271363467128921"
"Große Sorgen","2002","35-65 J.","weiblich","2089","0.313680242917172","0.302570154299496","0.324790331534848"
"Große Sorgen","2002","66 und älter","männlich","402","0.253956086330535","0.232681232865751","0.27523093979532"
"Große Sorgen","2002","66 und älter","weiblich","476","0.245135936278103","0.225989098708411","0.264282773847796"
"Keine Sorgen","2002","16-34 J.","männlich","661","0.224471317850472","0.209384364217178","0.239558271483766"
"Keine Sorgen","2002","16-34 J.","weiblich","461","0.146762533243921","0.134410778373793","0.15911428811405"
"Keine Sorgen","2002","35-65 J.","männlich","1140","0.178660773984429","0.169355407447646","0.187966140521212"
"Keine Sorgen","2002","35-65 J.","weiblich","864","0.132934329392137","0.124804989911347","0.141063668872927"
"Keine Sorgen","2002","66 und älter","männlich","391","0.248676768177316","0.227549853173469","0.269803683181163"
"Keine Sorgen","2002","66 und älter","weiblich","424","0.222639897695454","0.204122847373854","0.241156948017054"
"Einige Sorgen","2003","16-34 J.","männlich","1486","0.527358813159167","0.508773479415624","0.545944146902709"
"Einige Sorgen","2003","16-34 J.","weiblich","1659","0.54194589268325","0.524167324100641","0.55972446126586"
"Einige Sorgen","2003","35-65 J.","männlich","3541","0.567610727733234","0.555260314984054","0.579961140482415"
"Einige Sorgen","2003","35-65 J.","weiblich","3692","0.564209150160961","0.552050348807772","0.576367951514149"
"Einige Sorgen","2003","66 und älter","männlich","857","0.512986729320067","0.488840093146052","0.537133365494082"
"Einige Sorgen","2003","66 und älter","weiblich","1038","0.534264389472795","0.512135683352645","0.556393095592945"
"Große Sorgen","2003","16-34 J.","männlich","547","0.205604715881491","0.190559918521266","0.220649513241717"
"Große Sorgen","2003","16-34 J.","weiblich","752","0.253319461482587","0.237800518768331","0.268838404196844"
"Große Sorgen","2003","35-65 J.","männlich","1290","0.215021436799681","0.204779348930499","0.225263524668863"
"Große Sorgen","2003","35-65 J.","weiblich","1637","0.271430819259906","0.260526548574399","0.282335089945413"
"Große Sorgen","2003","66 und älter","männlich","319","0.199472497384945","0.180167808069799","0.218777186700091"
"Große Sorgen","2003","66 und älter","weiblich","415","0.203116844391345","0.185269299698572","0.220964389084117"
"Keine Sorgen","2003","16-34 J.","männlich","739","0.267036470959342","0.250567064393052","0.283505877525632"
"Keine Sorgen","2003","16-34 J.","weiblich","606","0.204734645834162","0.190336315336428","0.219132976331897"
"Keine Sorgen","2003","35-65 J.","männlich","1350","0.217367835467085","0.207085418625977","0.227650252308193"
"Keine Sorgen","2003","35-65 J.","weiblich","1060","0.164360030579133","0.155272636624376","0.17344742453389"
"Keine Sorgen","2003","66 und älter","männlich","470","0.287540773294988","0.265675097657387","0.309406448932588"
"Keine Sorgen","2003","66 und älter","weiblich","499","0.26261876613586","0.24309709002512","0.282140442246601"
"Einige Sorgen","2004","16-34 J.","männlich","1353","0.511718746127312","0.492751430660709","0.530686061593915"
"Einige Sorgen","2004","16-34 J.","weiblich","1578","0.537320232169719","0.519132374353796","0.555508089985641"
"Einige Sorgen","2004","35-65 J.","männlich","3297","0.53605374268555","0.523360904355975","0.548746581015125"
"Einige Sorgen","2004","35-65 J.","weiblich","3544","0.559266524929823","0.54692836685124","0.571604683008407"
"Einige Sorgen","2004","66 und älter","männlich","892","0.51918156552593","0.495437989919138","0.542925141132723"
"Einige Sorgen","2004","66 und älter","weiblich","1058","0.533741362217464","0.511845382145512","0.555637342289416"
"Große Sorgen","2004","16-34 J.","männlich","564","0.210350894138915","0.19488608966084","0.225815698616991"
"Große Sorgen","2004","16-34 J.","weiblich","766","0.271771672886319","0.255543838116153","0.287999507656484"
"Große Sorgen","2004","35-65 J.","männlich","1293","0.228299178671353","0.217616076052757","0.238982281289948"
"Große Sorgen","2004","35-65 J.","weiblich","1615","0.269913625602222","0.25888167204773","0.280945579156714"
"Große Sorgen","2004","66 und älter","männlich","347","0.205331960784615","0.186135680402348","0.224528241166882"
"Große Sorgen","2004","66 und älter","weiblich","405","0.198713071041338","0.181198771991597","0.216227370091078"
"Keine Sorgen","2004","16-34 J.","männlich","751","0.277930359733773","0.260931776903601","0.294928942563944"
"Keine Sorgen","2004","16-34 J.","weiblich","543","0.190908094943962","0.176571837242166","0.205244352645759"
"Keine Sorgen","2004","35-65 J.","männlich","1340","0.235647078643097","0.224845213791066","0.246448943495128"
"Keine Sorgen","2004","35-65 J.","weiblich","1061","0.170819849467955","0.161466944650585","0.180172754285325"
"Keine Sorgen","2004","66 und älter","männlich","462","0.275486473689455","0.254255528791552","0.296717418587359"
"Keine Sorgen","2004","66 und älter","weiblich","531","0.267545566741198","0.248115481783672","0.286975651698724"
"Einige Sorgen","2005","16-34 J.","männlich","1244","0.480276947079135","0.460770432271617","0.499783461886654"
"Einige Sorgen","2005","16-34 J.","weiblich","1441","0.515452763579366","0.496780955579533","0.534124571579199"
"Einige Sorgen","2005","35-65 J.","männlich","2968","0.521843115678943","0.508750702717764","0.534935528640122"
"Einige Sorgen","2005","35-65 J.","weiblich","3109","0.498913464141805","0.486210002083734","0.511616926199875"
"Einige Sorgen","2005","66 und älter","männlich","864","0.503149238305841","0.479527108829325","0.526771367782357"
"Einige Sorgen","2005","66 und älter","weiblich","1034","0.518152693841716","0.496259549289639","0.540045838393793"
"Große Sorgen","2005","16-34 J.","männlich","680","0.287912447058185","0.270233974518848","0.305590919597523"
"Große Sorgen","2005","16-34 J.","weiblich","856","0.322498849957992","0.305034879833907","0.339962820082078"
"Große Sorgen","2005","35-65 J.","männlich","1580","0.289977290776099","0.27808453163744","0.301870049914759"
"Große Sorgen","2005","35-65 J.","weiblich","2068","0.367712479025483","0.355461674634737","0.379963283416229"
"Große Sorgen","2005","66 und älter","männlich","451","0.25462685944803","0.234044430158156","0.275209288737904"
"Große Sorgen","2005","66 und älter","weiblich","535","0.256843117616599","0.237700612793217","0.275985622439981"
"Keine Sorgen","2005","16-34 J.","männlich","596","0.231810605862679","0.21533472567615","0.248286486049208"
"Keine Sorgen","2005","16-34 J.","weiblich","455","0.162048386462641","0.148280866890572","0.175815906034711"
"Keine Sorgen","2005","35-65 J.","männlich","1044","0.188179593544958","0.177935329716962","0.198423857372954"
"Keine Sorgen","2005","35-65 J.","weiblich","774","0.133374056832712","0.124736227092093","0.142011886573331"
"Keine Sorgen","2005","66 und älter","männlich","406","0.242223902246129","0.221982685973943","0.262465118518315"
"Keine Sorgen","2005","66 und älter","weiblich","432","0.225004188541685","0.206707625105915","0.243300751977454"
"Einige Sorgen","2006","16-34 J.","männlich","1238","0.498947804189391","0.478964854573363","0.518930753805419"
"Einige Sorgen","2006","16-34 J.","weiblich","1476","0.527376507763682","0.508453706334683","0.54629930919268"
"Einige Sorgen","2006","35-65 J.","männlich","3190","0.520951432632739","0.508224835038955","0.533678030226522"
"Einige Sorgen","2006","35-65 J.","weiblich","3438","0.526435348339086","0.514195053803419","0.538675642874754"
"Einige Sorgen","2006","66 und älter","männlich","1110","0.529075104380265","0.507530513634222","0.550619695126308"
"Einige Sorgen","2006","66 und älter","weiblich","1222","0.523301945148871","0.502907836997297","0.543696053300446"
"Große Sorgen","2006","16-34 J.","männlich","573","0.256388476400691","0.238937776215774","0.273839176585607"
"Große Sorgen","2006","16-34 J.","weiblich","755","0.300094196254621","0.282723549641658","0.317464842867584"
"Große Sorgen","2006","35-65 J.","männlich","1562","0.276918467876285","0.265518765422433","0.288318170330137"
"Große Sorgen","2006","35-65 J.","weiblich","2088","0.339158065566875","0.32755214538219","0.350763985751561"
"Große Sorgen","2006","66 und älter","männlich","494","0.242031837268255","0.223544877700105","0.260518796836405"
"Große Sorgen","2006","66 und älter","weiblich","575","0.247407925472974","0.229788429620997","0.265027421324951"
"Keine Sorgen","2006","16-34 J.","männlich","594","0.244663719409919","0.227482835229359","0.261844603590478"
"Keine Sorgen","2006","16-34 J.","weiblich","443","0.172529295981697","0.158208237176129","0.186850354787266"
"Keine Sorgen","2006","35-65 J.","männlich","1167","0.202130099490976","0.191899396971493","0.212360802010459"
"Keine Sorgen","2006","35-65 J.","weiblich","866","0.134406586094038","0.12604484041084","0.142768331777236"
"Keine Sorgen","2006","66 und älter","männlich","458","0.22889305835148","0.210759736168697","0.247026380534264"
"Keine Sorgen","2006","66 und älter","weiblich","507","0.229290129378155","0.212125082498164","0.246455176258146"
"Einige Sorgen","2007","16-34 J.","männlich","1105","0.487760961722516","0.466925958325304","0.508595965119729"
"Einige Sorgen","2007","16-34 J.","weiblich","1286","0.519692581965594","0.499876939066542","0.539508224864647"
"Einige Sorgen","2007","35-65 J.","männlich","3004","0.538243285869665","0.525033047517476","0.551453524221854"
"Einige Sorgen","2007","35-65 J.","weiblich","3273","0.545038174690894","0.532342514486181","0.557733834895606"
"Einige Sorgen","2007","66 und älter","männlich","1056","0.51544826721114","0.493654363701011","0.537242170721268"
"Einige Sorgen","2007","66 und älter","weiblich","1149","0.505762918336112","0.485136516845245","0.526389319826979"
"Große Sorgen","2007","16-34 J.","männlich","539","0.249985771180392","0.231937063294504","0.26803447906628"
"Große Sorgen","2007","16-34 J.","weiblich","709","0.297928958365606","0.279789590417618","0.316068326313593"
"Große Sorgen","2007","35-65 J.","männlich","1375","0.261845461852085","0.250195864731058","0.273495058973111"
"Große Sorgen","2007","35-65 J.","weiblich","1804","0.313636522198963","0.301807611629617","0.32546543276831"
"Große Sorgen","2007","66 und älter","männlich","497","0.239597435877969","0.220983625917187","0.25821124583875"
"Große Sorgen","2007","66 und älter","weiblich","591","0.253734149877761","0.235781913545082","0.27168638621044"
