year,bula_h,sampreg,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,West,No,0.93853,482,482,0.91706,0.95999
2009,Hamburg,West,No,0.93902,250,250,0.90930,0.96874
2009,Lower Saxony,West,Yes,0.05270,88,1633,0.04186,0.06354
2009,Lower Saxony,West,No,0.94730,1545,1633,0.93646,0.95814
2009,Bremen,West,No,0.97133,116,116,0.94082,1.00183
2009,North Rhine-Westphalia,West,Yes,0.04693,175,3628,0.04005,0.05381
2009,North Rhine-Westphalia,West,No,0.95307,3453,3628,0.94619,0.95995
2009,Hesse,West,Yes,0.05324,71,1217,0.04062,0.06586
2009,Hesse,West,No,0.94676,1146,1217,0.93414,0.95938
2009,"Rhineland-Palatinate, Saarland",West,Yes,0.04270,48,1024,0.03031,0.05509
2009,"Rhineland-Palatinate, Saarland",West,No,0.95730,976,1024,0.94491,0.96969
2009,Baden-Wuerttemberg,West,Yes,0.05404,102,2107,0.04438,0.06370
2009,Baden-Wuerttemberg,West,No,0.94596,2005,2107,0.93630,0.95562
2009,Bavaria,West,Yes,0.04452,113,2609,0.03660,0.05244
2009,Bavaria,West,No,0.95548,2496,2609,0.94756,0.96340
2009,Berlin,West,No,0.91252,334,334,0.88218,0.94287
2009,Berlin,East,No,0.92692,302,302,0.89752,0.95633
2009,Brandenburg,East,No,0.96689,761,761,0.95417,0.97961
2009,Mecklenburg-Western Pomerania,East,No,0.93847,449,449,0.91622,0.96073
2009,Saxony,East,Yes,0.04682,59,1369,0.03563,0.05802
2009,Saxony,East,No,0.95318,1310,1369,0.94198,0.96437
2009,Saxony-Anhalt,East,Yes,0.04813,35,769,0.03299,0.06326
2009,Saxony-Anhalt,East,No,0.95187,734,769,0.93674,0.96701
2009,Thuringa,East,Yes,0.04924,33,823,0.03445,0.06404
2009,Thuringa,East,No,0.95076,790,823,0.93596,0.96555
2011,Schleswig-Holstein,West,Yes,0.06134,37,651,0.04290,0.07979
2011,Schleswig-Holstein,West,No,0.93866,614,651,0.92021,0.95710
2011,Hamburg,West,No,0.95061,293,293,0.92575,0.97546
2011,Lower Saxony,West,Yes,0.05338,107,1908,0.04329,0.06347
2011,Lower Saxony,West,No,0.94662,1801,1908,0.93653,0.95671
2011,Bremen,West,No,0.97720,122,122,0.95061,1.00380
2011,North Rhine-Westphalia,West,Yes,0.05955,233,4131,0.05234,0.06677
2011,North Rhine-Westphalia,West,No,0.94045,3898,4131,0.93323,0.94766
2011,Hesse,West,Yes,0.05531,84,1409,0.04337,0.06725
2011,Hesse,West,No,0.94469,1325,1409,0.93275,0.95663
2011,"Rhineland-Palatinate, Saarland",West,Yes,0.05820,70,1206,0.04498,0.07141
2011,"Rhineland-Palatinate, Saarland",West,No,0.94180,1136,1206,0.92859,0.95502
2011,Baden-Wuerttemberg,West,Yes,0.05805,130,2486,0.04886,0.06724
2011,Baden-Wuerttemberg,West,No,0.94195,2356,2486,0.93276,0.95114
2011,Bavaria,West,Yes,0.05143,149,3184,0.04376,0.05911
2011,Bavaria,West,No,0.94857,3035,3184,0.94089,0.95624
2011,Berlin,West,Yes,0.09679,36,428,0.06875,0.12484
2011,Berlin,West,No,0.90321,392,428,0.87516,0.93125
2011,Berlin,East,No,0.93790,331,331,0.91187,0.96394
2011,Brandenburg,East,Yes,0.05047,45,882,0.03601,0.06492
2011,Brandenburg,East,No,0.94953,837,882,0.93508,0.96399
2011,Mecklenburg-Western Pomerania,East,No,0.92427,487,487,0.90074,0.94779
2011,Saxony,East,Yes,0.04687,64,1404,0.03581,0.05793
2011,Saxony,East,No,0.95313,1340,1404,0.94207,0.96419
2011,Saxony-Anhalt,East,Yes,0.04608,41,867,0.03212,0.06005
2011,Saxony-Anhalt,East,No,0.95392,826,867,0.93995,0.96788
2011,Thuringa,East,Yes,0.04328,38,884,0.02986,0.05670
2011,Thuringa,East,No,0.95672,846,884,0.94330,0.97014
2013,Schleswig-Holstein,West,Yes,0.06891,41,593,0.04851,0.08932
2013,Schleswig-Holstein,West,No,0.93109,552,593,0.91068,0.95149
2013,Hamburg,West,No,0.95563,289,289,0.93185,0.97942
2013,Lower Saxony,West,Yes,0.06623,113,1775,0.05466,0.07780
2013,Lower Saxony,West,No,0.93377,1662,1775,0.92220,0.94534
2013,Bremen,West,No,0.99866,117,117,0.99200,1.00532
2013,North Rhine-Westphalia,West,Yes,0.06689,237,3718,0.05885,0.07492
2013,North Rhine-Westphalia,West,No,0.93311,3481,3718,0.92508,0.94115
2013,Hesse,West,Yes,0.05758,89,1290,0.04487,0.07030
2013,Hesse,West,No,0.94242,1201,1290,0.92970,0.95513
2013,"Rhineland-Palatinate, Saarland",West,Yes,0.07081,66,1098,0.05563,0.08599
2013,"Rhineland-Palatinate, Saarland",West,No,0.92919,1032,1098,0.91401,0.94437
2013,Baden-Wuerttemberg,West,Yes,0.06307,127,2123,0.05273,0.07341
2013,Baden-Wuerttemberg,West,No,0.93693,1996,2123,0.92659,0.94727
2013,Bavaria,West,Yes,0.06635,177,2947,0.05737,0.07534
2013,Bavaria,West,No,0.93365,2770,2947,0.92466,0.94263
2013,Berlin,West,Yes,0.08692,37,443,0.06066,0.11318
2013,Berlin,West,No,0.91308,406,443,0.88682,0.93934
2013,Berlin,East,No,0.92605,300,300,0.89638,0.95571
2013,Brandenburg,East,Yes,0.03736,34,780,0.02404,0.05068
2013,Brandenburg,East,No,0.96264,746,780,0.94932,0.97596
2013,Mecklenburg-Western Pomerania,East,No,0.95416,434,434,0.93446,0.97386
2013,Saxony,East,Yes,0.05721,67,1335,0.04475,0.06967
2013,Saxony,East,No,0.94279,1268,1335,0.93033,0.95525
2013,Saxony-Anhalt,East,Yes,0.05453,41,759,0.03836,0.07069
2013,Saxony-Anhalt,East,No,0.94547,718,759,0.92931,0.96164
2013,Thuringa,East,Yes,0.04224,33,799,0.02829,0.05620
2013,Thuringa,East,No,0.95776,766,799,0.94380,0.97171
2015,Schleswig-Holstein,West,Yes,0.08149,76,874,0.06334,0.09963
2015,Schleswig-Holstein,West,No,0.91851,798,874,0.90037,0.93666
2015,Hamburg,West,No,0.95154,400,400,0.93047,0.97261
2015,Lower Saxony,West,Yes,0.07012,155,2421,0.05994,0.08029
2015,Lower Saxony,West,No,0.92988,2266,2421,0.91971,0.94006
2015,Bremen,West,No,0.97241,164,164,0.94726,0.99755
2015,North Rhine-Westphalia,West,Yes,0.07168,331,5165,0.06464,0.07871
2015,North Rhine-Westphalia,West,No,0.92832,4834,5165,0.92129,0.93536
2015,Hesse,West,Yes,0.05000,104,1705,0.03965,0.06035
2015,Hesse,West,No,0.95000,1601,1705,0.93965,0.96035
2015,"Rhineland-Palatinate, Saarland",West,Yes,0.05464,75,1496,0.04312,0.06616
2015,"Rhineland-Palatinate, Saarland",West,No,0.94536,1421,1496,0.93384,0.95688
2015,Baden-Wuerttemberg,West,Yes,0.06421,191,2985,0.05541,0.07301
2015,Baden-Wuerttemberg,West,No,0.93579,2794,2985,0.92699,0.94459
2015,Bavaria,West,Yes,0.06736,232,4027,0.05962,0.07511
2015,Bavaria,West,No,0.93264,3795,4027,0.92489,0.94038
2015,Berlin,West,Yes,0.08414,42,516,0.06017,0.10812
2015,Berlin,West,No,0.91586,474,516,0.89188,0.93983
2015,Berlin,East,No,0.93841,370,370,0.91388,0.96294
2015,Brandenburg,East,Yes,0.03437,41,984,0.02298,0.04576
2015,Brandenburg,East,No,0.96563,943,984,0.95424,0.97702
2015,Mecklenburg-Western Pomerania,East,Yes,0.05584,33,557,0.03675,0.07492
2015,Mecklenburg-Western Pomerania,East,No,0.94416,524,557,0.92508,0.96325
2015,Saxony,East,Yes,0.06318,91,1511,0.05091,0.07545
2015,Saxony,East,No,0.93682,1420,1511,0.92455,0.94909
2015,Saxony-Anhalt,East,Yes,0.07272,56,885,0.05560,0.08984
2015,Saxony-Anhalt,East,No,0.92728,829,885,0.91016,0.94440
2015,Thuringa,East,Yes,0.04470,42,920,0.03134,0.05806
2015,Thuringa,East,No,0.95530,878,920,0.94194,0.96866
2017,Schleswig-Holstein,West,Yes,0.06928,67,951,0.05313,0.08542
2017,Schleswig-Holstein,West,No,0.93072,884,951,0.91458,0.94687
2017,Hamburg,West,No,0.94604,437,437,0.92483,0.96725
2017,Lower Saxony,West,Yes,0.06822,187,2697,0.05870,0.07773
2017,Lower Saxony,West,No,0.93178,2510,2697,0.92227,0.94130
2017,Bremen,West,No,0.97439,212,212,0.95307,0.99570
2017,North Rhine-Westphalia,West,Yes,0.07682,397,5524,0.06980,0.08384
2017,North Rhine-Westphalia,West,No,0.92318,5127,5524,0.91616,0.93020
2017,Hesse,West,Yes,0.06599,115,1789,0.05448,0.07750
2017,Hesse,West,No,0.93401,1674,1789,0.92250,0.94552
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.05546,76,1524,0.04397,0.06696
2017,"Rhineland-Palatinate, Saarland",West,No,0.94454,1448,1524,0.93304,0.95603
2017,Baden-Wuerttemberg,West,Yes,0.06781,209,3018,0.05884,0.07679
2017,Baden-Wuerttemberg,West,No,0.93219,2809,3018,0.92321,0.94116
2017,Bavaria,West,Yes,0.06575,257,4211,0.05826,0.07324
2017,Bavaria,West,No,0.93425,3954,4211,0.92676,0.94174
2017,Berlin,West,Yes,0.09575,51,559,0.07133,0.12016
2017,Berlin,West,No,0.90425,508,559,0.87984,0.92867
2017,Berlin,East,Yes,0.09283,32,430,0.06537,0.12029
