year,bula_h,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Mecklenburg-Western Pomerania,No,0.76741,568,611,0.73388,0.80093
2019,Saxony,Yes,0.05475,91,1634,0.04371,0.06578
2019,Saxony,No,0.79800,1543,1634,0.77853,0.81747
2019,Saxony-Anhalt,Yes,0.07116,64,889,0.05425,0.08807
2019,Saxony-Anhalt,No,0.77383,825,889,0.74631,0.80135
2019,Thuringa,Yes,0.06847,64,923,0.05217,0.08477
2019,Thuringa,No,0.78106,859,923,0.75437,0.80776
2021,Schleswig-Holstein,Yes,0.06522,62,825,0.04836,0.08208
2021,Schleswig-Holstein,No,0.69863,763,825,0.66730,0.72996
2021,Hamburg,Yes,0.08963,40,450,0.06321,0.11605
2021,Hamburg,No,0.75890,410,450,0.71933,0.79847
2021,Lower Saxony,Yes,0.07800,156,1881,0.06587,0.09012
2021,Lower Saxony,No,0.74139,1725,1881,0.72160,0.76119
2021,Bremen,No,0.86978,141,141,0.81403,0.92553
2021,North Rhine-Westphalia,Yes,0.07883,352,4112,0.07059,0.08707
2021,North Rhine-Westphalia,No,0.74591,3760,4112,0.73261,0.75922
2021,Hesse,Yes,0.07555,96,1323,0.06131,0.08980
2021,Hesse,No,0.75964,1227,1323,0.73660,0.78267
2021,"Rhineland-Palatinate, Saarland",Yes,0.06345,69,996,0.04831,0.07860
2021,"Rhineland-Palatinate, Saarland",No,0.77275,927,996,0.74671,0.79879
2021,Baden-Wuerttemberg,Yes,0.07674,169,2167,0.06553,0.08795
2021,Baden-Wuerttemberg,No,0.74385,1998,2167,0.72546,0.76223
2021,Bavaria,Yes,0.05543,204,2852,0.04703,0.06383
2021,Bavaria,No,0.76180,2648,2852,0.74616,0.77743
2021,Berlin,Yes,0.07630,72,906,0.05901,0.09360
2021,Berlin,No,0.74399,834,906,0.71556,0.77243
2021,Brandenburg,Yes,0.04689,53,701,0.03123,0.06255
2021,Brandenburg,No,0.76269,648,701,0.73118,0.79421
2021,Mecklenburg-Western Pomerania,Yes,0.07492,34,407,0.04931,0.10052
2021,Mecklenburg-Western Pomerania,No,0.77274,373,407,0.73198,0.81351
2021,Saxony,Yes,0.06373,79,1160,0.04966,0.07779
2021,Saxony,No,0.77167,1081,1160,0.74750,0.79584
2021,Saxony-Anhalt,Yes,0.06978,44,599,0.04936,0.09020
2021,Saxony-Anhalt,No,0.76970,555,599,0.73596,0.80345
2021,Thuringa,Yes,0.05503,37,633,0.03725,0.07281
2021,Thuringa,No,0.75751,596,633,0.72409,0.79092
