year,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,West,3.537862352969413,3.503771110586269,3.5719535953525567,2.0,3.0,4.0,0.0,7.0,3.0,3.0,3.0,5831.0
1985,West,3.251892125595943,3.118131075697882,3.3856531754940042,2.0,3.0,4.0,0.0,7.0,3.0,3.0,3.0,435.0
1986,West,2.998868911493004,2.935950698103684,3.0617871248823243,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,554.0
1987,West,2.9565720512527793,2.8994291620974004,3.0137149404081582,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,499.0
1988,West,2.9198078687496145,2.8532553415633286,2.9863603959359004,2.0,3.0,4.0,0.0,7.0,3.0,3.0,4.0,466.0
1989,West,2.997201167549161,2.9291028522490565,3.065299482849266,2.0,3.0,4.0,0.0,7.0,3.0,3.0,3.0,456.0
1990,West,3.043392935971897,2.9064892823017208,3.1802965896420736,2.0,3.0,4.0,0.0,7.0,3.0,3.0,3.0,407.0
1990,East,2.993549165594414,2.9685337534702323,3.0185645777185957,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,2118.0
1991,West,3.19384796157153,3.1230271433989043,3.2646687797441554,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,486.0
1991,East,2.97512372680718,2.8517457342541417,3.0985017193602187,2.0,3.0,3.704053306525216,1.0,6.26013326631304,3.0,3.0,4.0,137.0
1992,West,3.17773533372834,3.105160258446629,3.2503104090100505,2.0,3.0,4.0,0.0,7.0,3.0,3.0,3.0,481.0
1992,East,2.8299190270424277,2.7299780304700314,2.929860023614824,2.0,3.0,3.0,1.0,4.5,3.0,3.0,4.0,169.0
1993,West,3.2673798742890816,3.1996567912804035,3.3351029572977597,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,548.0
1993,East,3.0573945838143106,2.9465695739418236,3.1682195936867976,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,152.0
