year,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1985,Urban regions,2.9726792592096194,2.894086103642707,3.0512724147765318,2.0,3.0,4.0,0.0,7.0,3.0,3.0,3.0,351.0
1985,Rural regions,4.410149689198391,3.816805241121573,5.00349413727521,3.0,4.0,5.0,1.0,8.0,4.0,4.0,5.0,84.0
1986,Urban regions,2.8287781248168864,2.765793528502977,2.891762721130796,2.0,3.0,3.0,1.0,4.5,3.0,3.0,4.0,456.0
1986,Rural regions,3.672903401663027,3.4921482090577043,3.85365859426835,2.4321358813694403,3.0,4.0,1.0,6.35179617794584,3.0,2.0,3.0,98.0
1987,Urban regions,2.8765869315262464,2.813766818279228,2.9394070447732648,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0,406.0
1987,Rural regions,3.3058774901685215,3.174193264301972,3.437561716035071,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,93.0
1988,Urban regions,2.8646157120026277,2.7934621382368063,2.935769285768449,2.0,3.0,3.0,0.5,4.5,3.0,3.0,4.0,386.0
1988,Rural regions,3.165125783951099,2.988865699123703,3.3413858687784947,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0,80.0
1989,Urban regions,2.955996546328415,2.8814239388160243,3.0305691538408053,2.0,3.0,4.0,0.0,7.0,3.0,3.0,4.0,370.0
1989,Rural regions,3.17469622448706,3.010260774498105,3.339131674476015,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,86.0
1990,Urban regions,2.8077370865225997,2.772350140721107,2.8431240323240923,2.0,3.0,3.0,0.5,4.5,3.0,3.0,3.0,1048.0
1990,Rural regions,3.190820304888244,3.1349172387400115,3.2467233710364765,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,1434.0
1991,Urban regions,3.0725807101366467,3.0019090635473886,3.1432523567259048,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,428.0
1991,Rural regions,3.3848890509416005,3.259661654025293,3.510116447857908,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0,189.0
1992,Urban regions,2.975629486337782,2.9029414624786503,3.048317510196914,2.0,3.0,4.0,0.0,7.0,3.0,3.0,4.0,430.0
1992,Rural regions,3.45424864581058,3.341656548014441,3.566840743606719,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,209.0
1993,Urban regions,3.1241089001132476,3.0561208944601383,3.192096905766357,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,479.0
1993,Rural regions,3.5044310587596232,3.3913557897602167,3.61750632775903,2.0,3.0,5.0,1.0,9.0,3.0,2.0,3.0,221.0
1994,Urban regions,2.9140822133852886,2.8505978562896717,2.9775665704809056,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0,510.0
1994,Rural regions,3.383514403553602,3.275343692844232,3.491685114262972,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,242.0
1995,Urban regions,3.074781960884833,3.0188706630145212,3.1306932587551444,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,679.0
1995,Rural regions,3.5550811678011898,3.4630950570821275,3.647067278520252,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,295.0
1996,Urban regions,3.1868590297756803,3.1291437727835905,3.24457428676777,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,617.0
1996,Rural regions,3.279175113868805,3.1856995574432,3.37265067029441,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,289.0
1997,Urban regions,3.139683864356444,3.077930356486739,3.201437372226149,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,546.0
1997,Rural regions,3.303523604746839,3.2155002705218316,3.3915469389718464,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,286.0
1998,Urban regions,3.398958799172877,3.377889741634585,3.4200278567111693,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,4828.0
1998,Rural regions,3.7924073337935313,3.760202648016024,3.8246120195710387,3.0,3.0,5.0,1.0,8.0,3.0,2.0,3.0,2449.0
1999,Urban regions,3.2284333817859605,3.160551002353865,3.296315761218056,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,619.0
1999,Rural regions,3.4762749858936535,3.3660354926010236,3.5865144791862833,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,300.0
2000,Urban regions,3.5613186318573504,3.538072159355729,3.5845651043589717,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,4514.0
