year,bula_h,hhtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Saxony,Couple without children,Reasonable,0.44864,59,100,0.35067,0.54662
1993,Saxony,Couple without children,Slightly Expensive,0.35060,41,100,0.25660,0.44459
1993,Saxony,Couple with children,Reasonable,0.44080,77,133,0.35610,0.52550
1993,Saxony,Couple with children,Slightly Expensive,0.33250,56,133,0.25213,0.41287
1993,Saxony-Anhalt,Couple with children,Reasonable,0.47243,47,80,0.36234,0.58253
1993,Saxony-Anhalt,Couple with children,Slightly Expensive,0.31401,33,80,0.21166,0.41636
1993,Thuringa,Couple with children,Reasonable,0.47089,36,36,0.30552,0.63626
1994,Lower Saxony,Single-person household,Reasonable,0.43507,36,36,0.27082,0.59932
1994,Lower Saxony,Couple without children,Reasonable,0.48915,31,31,0.31027,0.66803
1994,North Rhine-Westphalia,Single-person household,Inexpensive,0.25417,49,143,0.18256,0.32579
1994,North Rhine-Westphalia,Single-person household,Reasonable,0.47980,94,143,0.39763,0.56198
1994,North Rhine-Westphalia,Couple without children,Inexpensive,0.40878,71,155,0.33114,0.48643
1994,North Rhine-Westphalia,Couple without children,Reasonable,0.36895,84,155,0.29274,0.44516
1994,North Rhine-Westphalia,Couple with children,Inexpensive,0.30324,80,253,0.24649,0.36000
1994,North Rhine-Westphalia,Couple with children,Reasonable,0.46283,137,253,0.40126,0.52439
1994,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.09542,36,253,0.05914,0.13169
1994,Hesse,Single-person household,Reasonable,0.38060,31,31,0.20686,0.55435
1994,Hesse,Couple without children,Inexpensive,0.31655,31,31,0.15010,0.48299
1994,Hesse,Couple with children,Inexpensive,0.35769,37,71,0.24540,0.46998
1994,Hesse,Couple with children,Reasonable,0.27518,34,71,0.17056,0.37980
1994,Baden-Wuerttemberg,Single-person household,Inexpensive,0.39139,36,69,0.27538,0.50739
1994,Baden-Wuerttemberg,Single-person household,Reasonable,0.33375,33,69,0.22167,0.44583
1994,Baden-Wuerttemberg,Couple without children,Inexpensive,0.45983,42,83,0.35195,0.56770
1994,Baden-Wuerttemberg,Couple without children,Reasonable,0.35937,41,83,0.25552,0.46323
1994,Baden-Wuerttemberg,Couple with children,Inexpensive,0.35820,69,175,0.28695,0.42944
1994,Baden-Wuerttemberg,Couple with children,Reasonable,0.34576,75,175,0.27509,0.41643
1994,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.09338,31,175,0.05015,0.13662
1994,Bavaria,Single-person household,Inexpensive,0.32085,41,93,0.22546,0.41624
1994,Bavaria,Single-person household,Reasonable,0.40479,52,93,0.30448,0.50509
1994,Bavaria,Couple without children,Reasonable,0.50023,57,57,0.36927,0.63119
1994,Bavaria,Couple with children,Inexpensive,0.22059,41,103,0.14012,0.30106
1994,Bavaria,Couple with children,Reasonable,0.41133,62,103,0.31584,0.50683
1994,Berlin,Single-person household,Reasonable,0.49528,39,39,0.33631,0.65425
1994,Berlin,Couple with children,Reasonable,0.45739,46,46,0.31183,0.60294
1994,Brandenburg,Couple with children,Reasonable,0.50811,37,37,0.34480,0.67142
1994,Saxony,Single-person household,Reasonable,0.56626,41,41,0.41267,0.71984
1994,Saxony,Couple without children,Reasonable,0.46616,60,100,0.36789,0.56443
1994,Saxony,Couple without children,Slightly Expensive,0.33093,40,100,0.23824,0.42362
1994,Saxony,Couple with children,Reasonable,0.53985,83,124,0.45177,0.62793
1994,Saxony,Couple with children,Slightly Expensive,0.25601,41,124,0.17888,0.33314
1994,Saxony-Anhalt,Single-person household,Reasonable,0.69202,31,31,0.52682,0.85722
1994,Saxony-Anhalt,Couple with children,Reasonable,0.48899,49,49,0.34757,0.63041
1994,Thuringa,Couple with children,Reasonable,0.39262,32,32,0.22072,0.56453
1995,Lower Saxony,Single-person household,Reasonable,0.42935,31,31,0.25222,0.60648
1995,Lower Saxony,Couple without children,Reasonable,0.57089,42,42,0.41939,0.72240
1995,Lower Saxony,Couple with children,Reasonable,0.37293,38,38,0.21711,0.52875
1995,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.16621,31,174,0.11074,0.22169
1995,North Rhine-Westphalia,Single-person household,Inexpensive,0.30800,63,174,0.23920,0.37679
1995,North Rhine-Westphalia,Single-person household,Reasonable,0.41065,80,174,0.33734,0.48396
1995,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.14703,32,195,0.09719,0.19686
1995,North Rhine-Westphalia,Couple without children,Inexpensive,0.32234,69,195,0.25657,0.38810
1995,North Rhine-Westphalia,Couple without children,Reasonable,0.42438,94,195,0.35483,0.49393
1995,North Rhine-Westphalia,Couple with children,Inexpensive,0.32470,95,278,0.26955,0.37984
1995,North Rhine-Westphalia,Couple with children,Reasonable,0.42281,127,278,0.36463,0.48099
1995,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.14209,56,278,0.10097,0.18320
1995,Hesse,Single-person household,Reasonable,0.44105,33,33,0.26902,0.61309
1995,Hesse,Couple without children,Inexpensive,0.41053,32,68,0.29274,0.52833
1995,Hesse,Couple without children,Reasonable,0.37142,36,68,0.25572,0.48712
1995,Hesse,Couple with children,Inexpensive,0.30386,35,83,0.20431,0.40340
1995,Hesse,Couple with children,Reasonable,0.38319,48,83,0.27796,0.48841
1995,Baden-Wuerttemberg,Single-person household,Inexpensive,0.33828,38,86,0.23769,0.43886
1995,Baden-Wuerttemberg,Single-person household,Reasonable,0.41905,48,86,0.31416,0.52395
1995,Baden-Wuerttemberg,Couple without children,Reasonable,0.36939,46,46,0.22837,0.51041
1995,Baden-Wuerttemberg,Couple with children,Inexpensive,0.43561,74,156,0.35755,0.51367
1995,Baden-Wuerttemberg,Couple with children,Reasonable,0.32802,82,156,0.25411,0.40194
1995,Bavaria,Single-person household,Inexpensive,0.32786,44,99,0.23491,0.42080
1995,Bavaria,Single-person household,Reasonable,0.40445,55,99,0.30728,0.50162
1995,Bavaria,Couple without children,Inexpensive,0.24973,36,84,0.15661,0.34286
1995,Bavaria,Couple without children,Reasonable,0.40210,48,84,0.29662,0.50759
1995,Bavaria,Couple with children,Inexpensive,0.19954,42,146,0.13449,0.26459
1995,Bavaria,Couple with children,Reasonable,0.36921,67,146,0.29066,0.44776
1995,Bavaria,Couple with children,Slightly Expensive,0.20064,37,146,0.13546,0.26583
1995,Berlin,Single-person household,Reasonable,0.48704,40,40,0.33017,0.64392
1995,Berlin,Couple with children,Reasonable,0.47054,46,46,0.32471,0.61638
1995,Mecklenburg-Western Pomerania,Couple with children,Reasonable,0.56588,34,34,0.39677,0.73499
1995,Saxony,Single-person household,Reasonable,0.48091,39,39,0.32205,0.63977
1995,Saxony,Couple without children,Reasonable,0.53855,67,67,0.41827,0.65882
1995,Saxony,Couple with children,Inexpensive,0.19591,31,105,0.11963,0.27219
1995,Saxony,Couple with children,Reasonable,0.54890,74,105,0.45327,0.64454
1995,Saxony-Anhalt,Couple with children,Reasonable,0.46120,37,37,0.29836,0.62404
1995,Thuringa,Couple with children,Reasonable,0.46254,33,33,0.28979,0.63529
1996,Lower Saxony,Single-person household,Reasonable,0.40966,32,32,0.23654,0.58277
1996,Lower Saxony,Couple without children,Inexpensive,0.36639,33,65,0.24835,0.48444
1996,Lower Saxony,Couple without children,Reasonable,0.43698,32,65,0.31546,0.55850
1996,Lower Saxony,Couple with children,Inexpensive,0.34806,32,65,0.23136,0.46477
1996,Lower Saxony,Couple with children,Reasonable,0.39384,33,65,0.27414,0.51355
1996,North Rhine-Westphalia,Single-person household,Inexpensive,0.30975,68,188,0.24348,0.37603
1996,North Rhine-Westphalia,Single-person household,Reasonable,0.41793,87,188,0.34724,0.48863
1996,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.11889,33,188,0.07250,0.16527
1996,North Rhine-Westphalia,Couple without children,Inexpensive,0.37553,72,152,0.29829,0.45277
1996,North Rhine-Westphalia,Couple without children,Reasonable,0.39225,80,152,0.31437,0.47013
1996,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.11786,31,306,0.08167,0.15404
1996,North Rhine-Westphalia,Couple with children,Inexpensive,0.31401,82,306,0.26193,0.36610
1996,North Rhine-Westphalia,Couple with children,Reasonable,0.39558,135,306,0.34070,0.45046
1996,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.14776,58,306,0.10794,0.18759
1996,Hesse,Single-person household,Reasonable,0.46982,31,31,0.29123,0.64842
1996,Hesse,Couple without children,Reasonable,0.40775,35,35,0.24257,0.57293
1996,Hesse,Couple with children,Inexpensive,0.29544,33,70,0.18779,0.40310
1996,Hesse,Couple with children,Reasonable,0.30481,37,70,0.19619,0.41343
1996,Baden-Wuerttemberg,Single-person household,Inexpensive,0.37880,39,83,0.27381,0.48380
1996,Baden-Wuerttemberg,Single-person household,Reasonable,0.35595,44,83,0.25231,0.45958
1996,Baden-Wuerttemberg,Couple without children,Inexpensive,0.27512,32,75,0.17337,0.37687
1996,Baden-Wuerttemberg,Couple without children,Reasonable,0.46107,43,75,0.34749,0.57464
1996,Baden-Wuerttemberg,Couple with children,Inexpensive,0.34531,46,174,0.27445,0.41616
1996,Baden-Wuerttemberg,Couple with children,Reasonable,0.33971,90,174,0.26913,0.41028
1996,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.16397,38,174,0.10879,0.21914
1996,Bavaria,Single-person household,Inexpensive,0.24811,34,115,0.16882,0.32739
1996,Bavaria,Single-person household,Reasonable,0.43480,48,115,0.34380,0.52580
1996,Bavaria,Single-person household,Slightly Expensive,0.24495,33,115,0.16601,0.32390
1996,Bavaria,Couple without children,Inexpensive,0.29224,34,96,0.20079,0.38370
1996,Bavaria,Couple without children,Reasonable,0.40829,62,96,0.30945,0.50713
1996,Bavaria,Couple with children,Inexpensive,0.24502,49,119,0.16742,0.32262
1996,Bavaria,Couple with children,Reasonable,0.43952,70,119,0.34997,0.52907
1996,Berlin,Single-person household,Reasonable,0.40557,35,35,0.24053,0.57062
1996,Berlin,Couple without children,Reasonable,0.48083,33,33,0.30772,0.65395
1996,Berlin,Couple with children,Reasonable,0.43041,47,47,0.28733,0.57350
1996,Brandenburg,Couple with children,Reasonable,0.49020,32,32,0.31422,0.66618
1996,Saxony,Single-person household,Reasonable,0.51193,39,39,0.35300,0.67086
1996,Saxony,Couple without children,Reasonable,0.51416,63,63,0.38975,0.63857
1996,Saxony,Couple with children,Reasonable,0.49632,66,66,0.37477,0.61787
1996,Saxony-Anhalt,Couple without children,Reasonable,0.57295,35,35,0.40668,0.73922
1996,Saxony-Anhalt,Couple with children,Reasonable,0.56546,39,39,0.40785,0.72307
1997,Lower Saxony,Single-person household,Reasonable,0.44116,35,35,0.27426,0.60806
1997,Lower Saxony,Couple without children,Reasonable,0.53139,41,41,0.37674,0.68603
1997,Lower Saxony,Couple with children,Reasonable,0.38592,36,36,0.22464,0.54720
1997,North Rhine-Westphalia,Single-person household,Inexpensive,0.26296,52,182,0.19882,0.32710
1997,North Rhine-Westphalia,Single-person household,Reasonable,0.40801,89,182,0.33641,0.47961
1997,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.18835,41,182,0.13139,0.24532
1997,North Rhine-Westphalia,Couple without children,Inexpensive,0.29579,65,160,0.22485,0.36673
1997,North Rhine-Westphalia,Couple without children,Reasonable,0.47886,95,160,0.40121,0.55651
1997,North Rhine-Westphalia,Couple with children,Inexpensive,0.21159,65,249,0.16076,0.26243
1997,North Rhine-Westphalia,Couple with children,Reasonable,0.45635,125,249,0.39436,0.51834
1997,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.16904,59,249,0.12239,0.21568
1997,Hesse,Couple without children,Reasonable,0.47538,36,36,0.30993,0.64083
1997,Hesse,Couple with children,Reasonable,0.31965,35,35,0.16290,0.47641
1997,Baden-Wuerttemberg,Single-person household,Inexpensive,0.26044,31,88,0.16822,0.35266
1997,Baden-Wuerttemberg,Single-person household,Reasonable,0.44770,57,88,0.34321,0.55219
1997,Baden-Wuerttemberg,Couple without children,Inexpensive,0.30727,32,76,0.20286,0.41169
1997,Baden-Wuerttemberg,Couple without children,Reasonable,0.47492,44,76,0.36190,0.58794
1997,Baden-Wuerttemberg,Couple with children,Inexpensive,0.28935,52,180,0.22292,0.35578
1997,Baden-Wuerttemberg,Couple with children,Reasonable,0.43148,91,180,0.35893,0.50404
1997,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.15291,37,180,0.10018,0.20563
1997,Bavaria,Single-person household,Inexpensive,0.26283,33,81,0.16637,0.35929
1997,Bavaria,Single-person household,Reasonable,0.44017,48,81,0.33139,0.54895
1997,Bavaria,Couple without children,Inexpensive,0.28226,35,87,0.18713,0.37739
1997,Bavaria,Couple without children,Reasonable,0.37381,52,87,0.27155,0.47606
1997,Bavaria,Couple with children,Inexpensive,0.23293,35,103,0.15090,0.31496
1997,Bavaria,Couple with children,Reasonable,0.38573,68,103,0.29126,0.48019
1997,Berlin,Single-person household,Reasonable,0.47579,41,41,0.32102,0.63056
1997,Berlin,Couple without children,Reasonable,0.52859,34,34,0.35827,0.69890
1997,Saxony,Single-person household,Reasonable,0.50151,38,38,0.34040,0.66262
1997,Saxony,Couple without children,Reasonable,0.49292,61,93,0.39076,0.59509
1997,Saxony,Couple without children,Slightly Expensive,0.25498,32,93,0.16592,0.34404
1997,Saxony,Couple with children,Inexpensive,0.27246,31,86,0.17781,0.36711
1997,Saxony,Couple with children,Reasonable,0.43548,55,86,0.33007,0.54089
1997,Saxony-Anhalt,Couple without children,Reasonable,0.58926,38,38,0.43074,0.74778
1997,Thuringa,Couple without children,Reasonable,0.74598,34,34,0.59746,0.89451
1998,Lower Saxony,Single-person household,Reasonable,0.40720,40,40,0.25300,0.56139
1998,Lower Saxony,Couple without children,Reasonable,0.47035,41,41,0.31567,0.62503
1998,Lower Saxony,Couple with children,Reasonable,0.41559,36,36,0.25232,0.57886
1998,North Rhine-Westphalia,Single-person household,Inexpensive,0.21476,54,221,0.16049,0.26902
1998,North Rhine-Westphalia,Single-person household,Reasonable,0.44775,118,221,0.38204,0.51346
1998,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.18784,49,221,0.13623,0.23945
1998,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.12532,31,257,0.08476,0.16588
1998,North Rhine-Westphalia,Couple without children,Inexpensive,0.29060,82,257,0.23498,0.34622
1998,North Rhine-Westphalia,Couple without children,Reasonable,0.41279,104,257,0.35248,0.47310
1998,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.15468,40,257,0.11038,0.19897
1998,North Rhine-Westphalia,Couple with children,Inexpensive,0.33331,77,268,0.27677,0.38986
1998,North Rhine-Westphalia,Couple with children,Reasonable,0.39160,135,268,0.33305,0.45015
1998,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.14389,56,268,0.10179,0.18599
1998,Hesse,Couple without children,Reasonable,0.45461,37,37,0.29196,0.61727
1998,Hesse,Couple with children,Reasonable,0.44753,48,48,0.30537,0.58969
1998,Baden-Wuerttemberg,Single-person household,Inexpensive,0.37804,44,98,0.28154,0.47454
1998,Baden-Wuerttemberg,Single-person household,Reasonable,0.38448,54,98,0.28767,0.48129
1998,Baden-Wuerttemberg,Couple without children,Reasonable,0.40522,45,45,0.26016,0.55028
1998,Baden-Wuerttemberg,Couple with children,Inexpensive,0.32544,55,169,0.25459,0.39629
1998,Baden-Wuerttemberg,Couple with children,Reasonable,0.40124,78,169,0.32712,0.47536
1998,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.17137,36,169,0.11439,0.22836
1998,Bavaria,Single-person household,Inexpensive,0.28117,44,111,0.19715,0.36518
1998,Bavaria,Single-person household,Reasonable,0.51628,67,111,0.42289,0.60967
1998,Bavaria,Couple without children,Inexpensive,0.24693,36,90,0.15734,0.33652
1998,Bavaria,Couple without children,Reasonable,0.38857,54,90,0.28731,0.48984
1998,Bavaria,Couple with children,Reasonable,0.47588,81,81,0.36644,0.58532
1998,Berlin,Single-person household,Reasonable,0.42431,43,43,0.27484,0.57378
1998,Berlin,Couple without children,Reasonable,0.50141,37,37,0.33808,0.66474
1998,Berlin,Couple with children,Reasonable,0.41905,31,31,0.24249,0.59561
1998,Saxony,Single-person household,Reasonable,0.46675,36,36,0.30147,0.63203
1998,Saxony,Couple without children,Reasonable,0.46493,60,91,0.36189,0.56798
1998,Saxony,Couple without children,Slightly Expensive,0.21685,31,91,0.13171,0.30199
1998,Saxony,Couple with children,Inexpensive,0.23760,32,89,0.14867,0.32653
1998,Saxony,Couple with children,Reasonable,0.45127,57,89,0.34730,0.55524
1999,Lower Saxony,Single-person household,Reasonable,0.46975,42,42,0.31698,0.62252
1999,Lower Saxony,Couple without children,Reasonable,0.45234,36,36,0.28745,0.61724
1999,Lower Saxony,Couple with children,Reasonable,0.41812,41,41,0.26526,0.57098
1999,North Rhine-Westphalia,Single-person household,Inexpensive,0.24650,64,212,0.18835,0.30465
1999,North Rhine-Westphalia,Single-person household,Reasonable,0.44805,106,212,0.38095,0.51515
1999,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.17950,42,212,0.12772,0.23129
1999,North Rhine-Westphalia,Couple without children,Inexpensive,0.26330,73,224,0.20550,0.32111
1999,North Rhine-Westphalia,Couple without children,Reasonable,0.48807,117,224,0.42247,0.55368
1999,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.11956,34,224,0.07698,0.16215
1999,North Rhine-Westphalia,Couple with children,Inexpensive,0.27638,71,272,0.22313,0.32962
1999,North Rhine-Westphalia,Couple with children,Reasonable,0.41579,140,272,0.35711,0.47447
1999,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.19723,61,272,0.14986,0.24461
1999,Hesse,Couple without children,Inexpensive,0.35981,32,71,0.24738,0.47225
1999,Hesse,Couple without children,Reasonable,0.38728,39,71,0.27316,0.50140
1999,Hesse,Couple with children,Reasonable,0.44577,40,40,0.28977,0.60177
1999,Baden-Wuerttemberg,Single-person household,Inexpensive,0.25811,35,107,0.17480,0.34141
1999,Baden-Wuerttemberg,Single-person household,Reasonable,0.46501,72,107,0.37006,0.55996
1999,Baden-Wuerttemberg,Couple without children,Reasonable,0.34522,42,42,0.19969,0.49075
1999,Baden-Wuerttemberg,Couple with children,Inexpensive,0.33819,57,168,0.26644,0.40994
1999,Baden-Wuerttemberg,Couple with children,Reasonable,0.37285,79,168,0.29951,0.44619
1999,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.16430,32,168,0.10810,0.22050
1999,Bavaria,Single-person household,Reasonable,0.53386,61,61,0.40763,0.66008
1999,Bavaria,Couple without children,Inexpensive,0.30332,48,104,0.21455,0.39210
1999,Bavaria,Couple without children,Reasonable,0.40854,56,104,0.31361,0.50347
1999,Bavaria,Couple with children,Reasonable,0.45484,68,68,0.33561,0.57408
1999,Berlin,Single-person household,Reasonable,0.44844,44,44,0.29979,0.59709
1999,Berlin,Couple without children,Reasonable,0.50365,38,38,0.34254,0.66475
1999,Berlin,Couple with children,Reasonable,0.45662,33,33,0.28403,0.62921
1999,Saxony,Single-person household,Reasonable,0.49262,44,44,0.34319,0.64205
1999,Saxony,Couple without children,Reasonable,0.50596,64,64,0.38250,0.62942
1999,Saxony,Couple with children,Reasonable,0.36428,49,49,0.22814,0.50043
1999,Saxony-Anhalt,Couple without children,Reasonable,0.49320,36,36,0.32757,0.65884
2000,Schleswig-Holstein,Single-person household,Reasonable,0.48920,34,34,0.31864,0.65976
2000,Hamburg,Single-person household,Reasonable,0.51858,41,41,0.36374,0.67343
2000,Lower Saxony,Single-person household,Inexpensive,0.27254,43,117,0.19151,0.35357
2000,Lower Saxony,Single-person household,Reasonable,0.47355,74,117,0.38269,0.56442
2000,Lower Saxony,Couple without children,Inexpensive,0.29563,34,77,0.19304,0.39822
2000,Lower Saxony,Couple without children,Reasonable,0.34130,43,77,0.23470,0.44790
2000,Lower Saxony,Couple with children,Inexpensive,0.22973,36,136,0.15877,0.30070
2000,Lower Saxony,Couple with children,Reasonable,0.44573,68,136,0.36189,0.52958
2000,Lower Saxony,Couple with children,Slightly Expensive,0.20192,32,136,0.13420,0.26964
2000,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.09814,52,472,0.07127,0.12501
2000,North Rhine-Westphalia,Single-person household,Inexpensive,0.24760,113,472,0.20862,0.28658
2000,North Rhine-Westphalia,Single-person household,Reasonable,0.46921,228,472,0.42414,0.51428
2000,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.16503,79,472,0.13150,0.19855
2000,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.07026,31,425,0.04593,0.09459
2000,North Rhine-Westphalia,Couple without children,Inexpensive,0.30227,134,425,0.25856,0.34599
2000,North Rhine-Westphalia,Couple without children,Reasonable,0.43840,200,425,0.39117,0.48563
2000,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.15990,60,425,0.12502,0.19479
2000,North Rhine-Westphalia,Single parent,Reasonable,0.46719,46,46,0.32141,0.61296
2000,North Rhine-Westphalia,Couple with children,Inexpensive,0.26360,122,429,0.22185,0.30534
2000,North Rhine-Westphalia,Couple with children,Reasonable,0.44442,219,429,0.39735,0.49150
2000,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.16118,88,429,0.12635,0.19602
2000,Hesse,Single-person household,Inexpensive,0.33539,41,84,0.23382,0.43696
2000,Hesse,Single-person household,Reasonable,0.33531,43,84,0.23374,0.43687
2000,Hesse,Couple without children,Inexpensive,0.32141,41,95,0.22700,0.41583
2000,Hesse,Couple without children,Reasonable,0.38182,54,95,0.28360,0.48004
2000,Hesse,Couple with children,Inexpensive,0.23808,35,125,0.16311,0.31304
2000,Hesse,Couple with children,Reasonable,0.44293,57,125,0.35550,0.53036
2000,Hesse,Couple with children,Slightly Expensive,0.20102,33,125,0.13048,0.27156
2000,"Rhineland-Palatinate, Saarland",Single-person household,Inexpensive,0.30675,32,72,0.19949,0.41402
2000,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.48379,40,72,0.36754,0.60003
2000,"Rhineland-Palatinate, Saarland",Couple without children,Reasonable,0.53287,38,38,0.37210,0.69363
2000,"Rhineland-Palatinate, Saarland",Couple with children,Reasonable,0.33264,36,36,0.17654,0.48873
2000,Baden-Wuerttemberg,Single-person household,Inexpensive,0.28956,63,175,0.22216,0.35695
2000,Baden-Wuerttemberg,Single-person household,Reasonable,0.50950,112,175,0.43522,0.58378
2000,Baden-Wuerttemberg,Couple without children,Inexpensive,0.24047,40,122,0.16432,0.31662
2000,Baden-Wuerttemberg,Couple without children,Reasonable,0.49974,82,122,0.41065,0.58883
2000,Baden-Wuerttemberg,Single parent,Reasonable,0.51020,35,35,0.34216,0.67823
2000,Baden-Wuerttemberg,Couple with children,Inexpensive,0.25648,76,248,0.20202,0.31094
2000,Baden-Wuerttemberg,Couple with children,Reasonable,0.42640,117,248,0.36473,0.48808
2000,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.20457,55,248,0.15426,0.25488
2000,Bavaria,Single-person household,Inexpensive,0.24802,66,235,0.19269,0.30336
2000,Bavaria,Single-person household,Reasonable,0.49617,131,235,0.43210,0.56023
2000,Bavaria,Single-person household,Slightly Expensive,0.15520,38,235,0.10880,0.20159
2000,Bavaria,Couple without children,Inexpensive,0.27638,67,204,0.21486,0.33790
2000,Bavaria,Couple without children,Reasonable,0.47034,99,204,0.40168,0.53900
2000,Bavaria,Couple without children,Slightly Expensive,0.16129,38,204,0.11069,0.21189
2000,Bavaria,Single parent,Reasonable,0.53523,35,35,0.36758,0.70288
2000,Bavaria,Couple with children,Inexpensive,0.22557,45,190,0.16598,0.28516
2000,Bavaria,Couple with children,Reasonable,0.43017,102,190,0.35958,0.50075
2000,Bavaria,Couple with children,Slightly Expensive,0.17997,43,190,0.12520,0.23474
2000,Berlin,Single-person household,Inexpensive,0.18914,35,163,0.12884,0.24945
2000,Berlin,Single-person household,Reasonable,0.47713,87,163,0.40022,0.55405
2000,Berlin,Single-person household,Slightly Expensive,0.23113,41,163,0.16621,0.29604
2000,Berlin,Couple without children,Reasonable,0.48397,52,52,0.34681,0.62113
2000,Berlin,Couple with children,Inexpensive,0.31694,35,79,0.21368,0.42020
2000,Berlin,Couple with children,Reasonable,0.42744,44,79,0.31765,0.53722
2000,Brandenburg,Single-person household,Reasonable,0.41542,41,41,0.26270,0.56814
2000,Brandenburg,Couple without children,Reasonable,0.40329,37,37,0.24304,0.56354
2000,Brandenburg,Couple with children,Reasonable,0.45378,34,34,0.28391,0.62364
2000,Saxony,Single-person household,Inexpensive,0.23002,40,140,0.16005,0.29998
2000,Saxony,Single-person household,Reasonable,0.42108,65,140,0.33900,0.50316
2000,Saxony,Single-person household,Slightly Expensive,0.21154,35,140,0.14364,0.27943
2000,Saxony,Couple without children,Inexpensive,0.30578,59,179,0.23810,0.37347
2000,Saxony,Couple without children,Reasonable,0.40079,78,179,0.32880,0.47279
2000,Saxony,Couple without children,Slightly Expensive,0.20804,42,179,0.14841,0.26767
2000,Saxony,Couple with children,Inexpensive,0.23973,40,138,0.16824,0.31122
2000,Saxony,Couple with children,Reasonable,0.44269,65,138,0.35951,0.52586
2000,Saxony,Couple with children,Slightly Expensive,0.20904,33,138,0.14095,0.27713
2000,Saxony-Anhalt,Single-person household,Reasonable,0.47773,41,41,0.32293,0.63253
2000,Saxony-Anhalt,Couple without children,Reasonable,0.45438,49,49,0.31352,0.59524
2000,Thuringa,Single-person household,Reasonable,0.40768,36,36,0.24488,0.57048
2000,Thuringa,Couple without children,Reasonable,0.56756,35,35,0.40103,0.73409
2001,Schleswig-Holstein,Single-person household,Reasonable,0.55503,32,32,0.38008,0.72997
2001,Hamburg,Single-person household,Reasonable,0.41755,33,33,0.24668,0.58842
2001,Lower Saxony,Single-person household,Reasonable,0.45983,63,63,0.33577,0.58388
2001,Lower Saxony,Couple without children,Reasonable,0.42288,43,43,0.27347,0.57229
2001,Lower Saxony,Couple with children,Inexpensive,0.18304,32,101,0.10724,0.25883
2001,Lower Saxony,Couple with children,Reasonable,0.53041,69,101,0.43259,0.62823
2001,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.10642,44,409,0.07649,0.13634
2001,North Rhine-Westphalia,Single-person household,Inexpensive,0.24137,97,409,0.19985,0.28289
2001,North Rhine-Westphalia,Single-person household,Reasonable,0.46826,198,409,0.41984,0.51668
2001,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.16602,70,409,0.12991,0.20212
2001,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.06889,32,403,0.04414,0.09365
2001,North Rhine-Westphalia,Couple without children,Inexpensive,0.29501,122,403,0.25043,0.33959
2001,North Rhine-Westphalia,Couple without children,Reasonable,0.46120,188,403,0.41247,0.50993
2001,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.16165,61,403,0.12566,0.19763
2001,North Rhine-Westphalia,Single parent,Reasonable,0.49412,45,45,0.34639,0.64185
2001,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.08280,32,414,0.05622,0.10937
2001,North Rhine-Westphalia,Couple with children,Inexpensive,0.26463,108,414,0.22209,0.30718
2001,North Rhine-Westphalia,Couple with children,Reasonable,0.45384,203,414,0.40582,0.50185
2001,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.16688,71,414,0.13092,0.20284
2001,Hesse,Single-person household,Inexpensive,0.30877,32,73,0.20205,0.41548
2001,Hesse,Single-person household,Reasonable,0.39551,41,73,0.28257,0.50846
2001,Hesse,Couple without children,Inexpensive,0.24617,32,88,0.15565,0.33669
2001,Hesse,Couple without children,Reasonable,0.48533,56,88,0.38031,0.59035
2001,Hesse,Couple with children,Reasonable,0.40715,50,50,0.26958,0.54471
2001,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.50915,41,41,0.35422,0.66408
