year,bula_h,sampreg,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Hesse,West,Inexpensive,0.24290,96,387,0.20011,0.28568
2002,Hesse,West,Reasonable,0.41352,171,387,0.36439,0.46265
2002,Hesse,West,Slightly Expensive,0.22376,86,387,0.18218,0.26534
2002,"Rhineland-Palatinate, Saarland",West,Very Inexpensive,0.12747,33,255,0.08645,0.16848
2002,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.17612,55,255,0.12927,0.22296
2002,"Rhineland-Palatinate, Saarland",West,Reasonable,0.49849,119,255,0.43700,0.55998
2002,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.17328,48,255,0.12673,0.21982
2002,Baden-Wuerttemberg,West,Very Inexpensive,0.06933,45,654,0.04984,0.08881
2002,Baden-Wuerttemberg,West,Inexpensive,0.24838,162,654,0.21524,0.28153
2002,Baden-Wuerttemberg,West,Reasonable,0.48319,332,654,0.44487,0.52152
2002,Baden-Wuerttemberg,West,Slightly Expensive,0.16298,115,654,0.13465,0.19131
2002,Bavaria,West,Very Inexpensive,0.08856,63,694,0.06741,0.10971
2002,Bavaria,West,Inexpensive,0.24635,178,694,0.21427,0.27843
2002,Bavaria,West,Reasonable,0.45791,323,694,0.42081,0.49500
2002,Bavaria,West,Slightly Expensive,0.17435,130,694,0.14610,0.20260
2002,Berlin,West,Inexpensive,0.19390,45,191,0.13768,0.25011
2002,Berlin,West,Reasonable,0.45301,97,191,0.38223,0.52379
2002,Berlin,West,Slightly Expensive,0.24042,49,191,0.17966,0.30119
2002,Berlin,East,Inexpensive,0.32694,64,171,0.25643,0.39746
2002,Berlin,East,Reasonable,0.38932,72,171,0.31603,0.46262
2002,Berlin,East,Slightly Expensive,0.20423,35,171,0.14363,0.26483
2002,Brandenburg,East,Inexpensive,0.27134,76,250,0.21611,0.32657
2002,Brandenburg,East,Reasonable,0.41409,118,250,0.35291,0.47528
2002,Brandenburg,East,Slightly Expensive,0.18846,56,250,0.13989,0.23704
2002,Mecklenburg-Western Pomerania,East,Inexpensive,0.23618,44,157,0.16953,0.30284
2002,Mecklenburg-Western Pomerania,East,Reasonable,0.49120,76,157,0.41275,0.56965
2002,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.23266,37,157,0.16636,0.29897
2002,Saxony,East,Inexpensive,0.27649,134,459,0.23553,0.31746
2002,Saxony,East,Reasonable,0.45400,231,459,0.40840,0.49960
2002,Saxony,East,Slightly Expensive,0.19873,94,459,0.16219,0.23528
2002,Saxony-Anhalt,East,Inexpensive,0.23569,64,235,0.18131,0.29008
2002,Saxony-Anhalt,East,Reasonable,0.51925,123,235,0.45523,0.58327
2002,Saxony-Anhalt,East,Slightly Expensive,0.16598,48,235,0.11831,0.21365
2002,Thuringa,East,Inexpensive,0.21533,49,195,0.15749,0.27317
2002,Thuringa,East,Reasonable,0.50442,99,195,0.43406,0.57478
2002,Thuringa,East,Slightly Expensive,0.19037,47,195,0.13513,0.24562
2005,Schleswig-Holstein,West,Reasonable,0.59606,81,81,0.48854,0.70359
2005,Hamburg,West,Reasonable,0.50175,66,66,0.38019,0.62330
2005,Lower Saxony,West,Very Inexpensive,0.14644,46,335,0.10852,0.18435
2005,Lower Saxony,West,Inexpensive,0.19596,71,335,0.15339,0.23853
2005,Lower Saxony,West,Reasonable,0.45007,158,335,0.39671,0.50342
2005,Lower Saxony,West,Slightly Expensive,0.17687,60,335,0.13595,0.21779
2005,North Rhine-Westphalia,West,Very Inexpensive,0.06113,64,1178,0.04744,0.07481
2005,North Rhine-Westphalia,West,Inexpensive,0.24973,290,1178,0.22500,0.27446
2005,North Rhine-Westphalia,West,Reasonable,0.49626,612,1178,0.46769,0.52482
2005,North Rhine-Westphalia,West,Slightly Expensive,0.17372,212,1178,0.15208,0.19537
2005,Hesse,West,Inexpensive,0.29448,96,331,0.24530,0.34366
2005,Hesse,West,Reasonable,0.46716,165,331,0.41333,0.52100
2005,Hesse,West,Slightly Expensive,0.17570,70,331,0.13464,0.21676
2005,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.27196,64,226,0.21382,0.33010
2005,"Rhineland-Palatinate, Saarland",West,Reasonable,0.46146,113,226,0.39632,0.52659
2005,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.18629,49,226,0.13542,0.23717
2005,Baden-Wuerttemberg,West,Inexpensive,0.25552,139,562,0.21943,0.29161
2005,Baden-Wuerttemberg,West,Reasonable,0.49057,302,562,0.44920,0.53194
2005,Baden-Wuerttemberg,West,Slightly Expensive,0.19373,121,562,0.16102,0.22643
2005,Bavaria,West,Very Inexpensive,0.07592,55,626,0.05516,0.09669
2005,Bavaria,West,Inexpensive,0.27259,170,626,0.23768,0.30750
2005,Bavaria,West,Reasonable,0.43058,286,626,0.39176,0.46940
2005,Bavaria,West,Slightly Expensive,0.19021,115,626,0.15944,0.22098
2005,Berlin,West,Inexpensive,0.20896,49,180,0.14940,0.26852
2005,Berlin,West,Reasonable,0.52207,99,180,0.44890,0.59525
2005,Berlin,West,Slightly Expensive,0.14798,32,180,0.09596,0.20000
2005,Berlin,East,Inexpensive,0.27219,47,121,0.19256,0.35183
2005,Berlin,East,Reasonable,0.44321,74,121,0.35433,0.53210
2005,Brandenburg,East,Inexpensive,0.15945,44,235,0.11254,0.20636
2005,Brandenburg,East,Reasonable,0.47188,118,235,0.40792,0.53585
2005,Brandenburg,East,Slightly Expensive,0.26189,73,235,0.20556,0.31822
2005,Mecklenburg-Western Pomerania,East,Inexpensive,0.27775,42,142,0.20382,0.35168
2005,Mecklenburg-Western Pomerania,East,Reasonable,0.40968,69,142,0.32851,0.49086
2005,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.23212,31,142,0.16243,0.30181
2005,Saxony,East,Inexpensive,0.23123,107,425,0.19110,0.27136
2005,Saxony,East,Reasonable,0.51917,235,425,0.47161,0.56673
2005,Saxony,East,Slightly Expensive,0.19383,83,425,0.15620,0.23145
2005,Saxony-Anhalt,East,Inexpensive,0.15243,48,208,0.10346,0.20139
2005,Saxony-Anhalt,East,Reasonable,0.53404,115,208,0.46609,0.60200
2005,Saxony-Anhalt,East,Slightly Expensive,0.20268,45,208,0.14791,0.25744
2005,Thuringa,East,Inexpensive,0.18838,36,184,0.13172,0.24503
2005,Thuringa,East,Reasonable,0.54298,107,184,0.47080,0.61515
2005,Thuringa,East,Slightly Expensive,0.18469,41,184,0.12847,0.24091
2006,Schleswig-Holstein,West,Inexpensive,0.22654,41,146,0.15840,0.29467
2006,Schleswig-Holstein,West,Reasonable,0.45163,69,146,0.37063,0.53263
2006,Schleswig-Holstein,West,Slightly Expensive,0.21806,36,146,0.15085,0.28527
2006,Hamburg,West,Inexpensive,0.21281,35,115,0.13768,0.28795
2006,Hamburg,West,Reasonable,0.59168,80,115,0.50145,0.68191
2006,Lower Saxony,West,Inexpensive,0.24028,97,358,0.19596,0.28460
2006,Lower Saxony,West,Reasonable,0.48170,187,358,0.42987,0.53353
2006,Lower Saxony,West,Slightly Expensive,0.19630,74,358,0.15510,0.23751
2006,North Rhine-Westphalia,West,Very Inexpensive,0.05716,63,1262,0.04435,0.06997
2006,North Rhine-Westphalia,West,Inexpensive,0.23922,296,1262,0.21567,0.26276
2006,North Rhine-Westphalia,West,Reasonable,0.50108,642,1262,0.47348,0.52867
2006,North Rhine-Westphalia,West,Slightly Expensive,0.17474,230,1262,0.15378,0.19569
2006,North Rhine-Westphalia,West,Too Expensive,0.02781,31,1262,0.01873,0.03688
2006,Hesse,West,Inexpensive,0.26236,100,343,0.21574,0.30899
2006,Hesse,West,Reasonable,0.45096,171,343,0.39822,0.50370
2006,Hesse,West,Slightly Expensive,0.20135,72,343,0.15885,0.24385
2006,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.27734,76,245,0.22116,0.33351
2006,"Rhineland-Palatinate, Saarland",West,Reasonable,0.46502,123,245,0.40243,0.52760
2006,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.13784,46,245,0.09459,0.18110
2006,Baden-Wuerttemberg,West,Inexpensive,0.25658,158,604,0.22172,0.29144
2006,Baden-Wuerttemberg,West,Reasonable,0.49783,324,604,0.45792,0.53773
2006,Baden-Wuerttemberg,West,Slightly Expensive,0.18608,122,604,0.15501,0.21714
2006,Bavaria,West,Very Inexpensive,0.08505,65,678,0.06403,0.10606
2006,Bavaria,West,Inexpensive,0.23722,159,678,0.20517,0.26926
2006,Bavaria,West,Reasonable,0.42035,311,678,0.38317,0.45754
2006,Bavaria,West,Slightly Expensive,0.21932,143,678,0.18815,0.25049
2006,Berlin,West,Inexpensive,0.24575,57,178,0.18233,0.30918
2006,Berlin,West,Reasonable,0.36557,77,178,0.29462,0.43652
2006,Berlin,West,Slightly Expensive,0.22494,44,178,0.16342,0.28645
2006,Berlin,East,Inexpensive,0.32103,53,156,0.24753,0.39453
2006,Berlin,East,Reasonable,0.32569,64,156,0.25191,0.39946
2006,Berlin,East,Slightly Expensive,0.25293,39,156,0.18450,0.32137
2006,Brandenburg,East,Inexpensive,0.19015,60,267,0.14299,0.23730
2006,Brandenburg,East,Reasonable,0.47077,135,267,0.41079,0.53076
2006,Brandenburg,East,Slightly Expensive,0.23854,72,267,0.18732,0.28976
2006,Mecklenburg-Western Pomerania,East,Inexpensive,0.28490,42,120,0.20380,0.36600
2006,Mecklenburg-Western Pomerania,East,Reasonable,0.45485,78,120,0.36538,0.54432
2006,Saxony,East,Inexpensive,0.22655,119,465,0.18846,0.26464
2006,Saxony,East,Reasonable,0.50606,253,465,0.46057,0.55155
2006,Saxony,East,Slightly Expensive,0.21383,93,465,0.17652,0.25114
2006,Saxony-Anhalt,East,Inexpensive,0.22095,66,234,0.16768,0.27423
2006,Saxony-Anhalt,East,Reasonable,0.50505,116,234,0.44085,0.56925
2006,Saxony-Anhalt,East,Slightly Expensive,0.20782,52,234,0.15572,0.25992
2006,Thuringa,East,Inexpensive,0.24318,53,193,0.18250,0.30386
2006,Thuringa,East,Reasonable,0.48230,102,193,0.41161,0.55298
2006,Thuringa,East,Slightly Expensive,0.16991,38,193,0.11679,0.22304
2007,Schleswig-Holstein,West,Inexpensive,0.18263,32,147,0.11995,0.24530
2007,Schleswig-Holstein,West,Reasonable,0.48872,77,147,0.40764,0.56981
2007,Schleswig-Holstein,West,Slightly Expensive,0.24775,38,147,0.17772,0.31777
2007,Hamburg,West,Inexpensive,0.34077,38,133,0.25992,0.42163
2007,Hamburg,West,Reasonable,0.39814,61,133,0.31463,0.48165
2007,Hamburg,West,Slightly Expensive,0.22252,34,133,0.15156,0.29348
2007,Lower Saxony,West,Inexpensive,0.24473,89,324,0.19785,0.29162
2007,Lower Saxony,West,Reasonable,0.43635,165,324,0.38226,0.49043
2007,Lower Saxony,West,Slightly Expensive,0.19585,70,324,0.15257,0.23912
2007,North Rhine-Westphalia,West,Very Inexpensive,0.07274,77,1153,0.05774,0.08774
2007,North Rhine-Westphalia,West,Inexpensive,0.22911,262,1153,0.20485,0.25338
2007,North Rhine-Westphalia,West,Reasonable,0.50034,588,1153,0.47147,0.52921
2007,North Rhine-Westphalia,West,Slightly Expensive,0.16638,192,1153,0.14487,0.18788
2007,North Rhine-Westphalia,West,Too Expensive,0.03143,34,1153,0.02135,0.04150
2007,Hesse,West,Inexpensive,0.27866,103,329,0.23014,0.32718
2007,Hesse,West,Reasonable,0.44758,165,329,0.39377,0.50139
2007,Hesse,West,Slightly Expensive,0.17597,61,329,0.13476,0.21718
2007,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.25700,71,222,0.19939,0.31461
2007,"Rhineland-Palatinate, Saarland",West,Reasonable,0.53281,117,222,0.46703,0.59859
2007,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.11979,34,222,0.07698,0.16260
2007,Baden-Wuerttemberg,West,Inexpensive,0.23360,134,543,0.19798,0.26922
2007,Baden-Wuerttemberg,West,Reasonable,0.51891,297,543,0.47684,0.56097
2007,Baden-Wuerttemberg,West,Slightly Expensive,0.17368,112,543,0.14179,0.20557
2007,Bavaria,West,Very Inexpensive,0.08938,55,633,0.06714,0.11162
2007,Bavaria,West,Inexpensive,0.21778,150,633,0.18560,0.24996
2007,Bavaria,West,Reasonable,0.47817,307,633,0.43923,0.51712
2007,Bavaria,West,Slightly Expensive,0.17770,121,633,0.14790,0.20750
2007,Berlin,West,Inexpensive,0.21775,49,164,0.15439,0.28111
2007,Berlin,West,Reasonable,0.35652,73,164,0.28299,0.43005
2007,Berlin,West,Slightly Expensive,0.24945,42,164,0.18302,0.31588
2007,Berlin,East,Inexpensive,0.23699,43,143,0.16704,0.30693
2007,Berlin,East,Reasonable,0.39697,66,143,0.31649,0.47744
2007,Berlin,East,Slightly Expensive,0.20654,34,143,0.13996,0.27313
2007,Brandenburg,East,Inexpensive,0.18848,57,245,0.13940,0.23755
2007,Brandenburg,East,Reasonable,0.42356,113,245,0.36156,0.48556
2007,Brandenburg,East,Slightly Expensive,0.28745,75,245,0.23066,0.34424
2007,Mecklenburg-Western Pomerania,East,Inexpensive,0.29936,44,135,0.22181,0.37690
2007,Mecklenburg-Western Pomerania,East,Reasonable,0.41722,60,135,0.33372,0.50071
2007,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.19271,31,135,0.12593,0.25949
2007,Saxony,East,Inexpensive,0.22357,115,435,0.18437,0.26277
2007,Saxony,East,Reasonable,0.51038,235,435,0.46334,0.55741
2007,Saxony,East,Slightly Expensive,0.19030,85,435,0.15337,0.22723
2007,Saxony-Anhalt,East,Inexpensive,0.17112,45,206,0.11956,0.22268
2007,Saxony-Anhalt,East,Reasonable,0.55723,114,206,0.48923,0.62523
2007,Saxony-Anhalt,East,Slightly Expensive,0.19524,47,206,0.14098,0.24950
2007,Thuringa,East,Inexpensive,0.23970,43,187,0.17835,0.30105
2007,Thuringa,East,Reasonable,0.52111,108,187,0.44931,0.59290
2007,Thuringa,East,Slightly Expensive,0.18304,36,187,0.12746,0.23861
2008,Schleswig-Holstein,West,Reasonable,0.56608,82,113,0.47429,0.65787
2008,Schleswig-Holstein,West,Slightly Expensive,0.21339,31,113,0.13751,0.28926
2008,Hamburg,West,Inexpensive,0.23567,33,128,0.16185,0.30949
2008,Hamburg,West,Reasonable,0.44595,64,128,0.35950,0.53241
2008,Hamburg,West,Slightly Expensive,0.25291,31,128,0.17731,0.32851
2008,Lower Saxony,West,Very Inexpensive,0.10667,36,338,0.07371,0.13963
2008,Lower Saxony,West,Inexpensive,0.21948,85,338,0.17529,0.26368
2008,Lower Saxony,West,Reasonable,0.43270,152,338,0.37980,0.48560
2008,Lower Saxony,West,Slightly Expensive,0.19908,65,338,0.15645,0.24171
2008,North Rhine-Westphalia,West,Very Inexpensive,0.06292,58,1031,0.04810,0.07775
2008,North Rhine-Westphalia,West,Inexpensive,0.23371,240,1031,0.20787,0.25956
2008,North Rhine-Westphalia,West,Reasonable,0.50421,548,1031,0.47368,0.53475
2008,North Rhine-Westphalia,West,Slightly Expensive,0.17914,185,1031,0.15572,0.20256
2008,Hesse,West,Inexpensive,0.30634,99,293,0.25347,0.35921
2008,Hesse,West,Reasonable,0.41944,135,293,0.36283,0.47604
2008,Hesse,West,Slightly Expensive,0.18840,59,293,0.14355,0.23325
2008,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.25845,60,191,0.19620,0.32070
2008,"Rhineland-Palatinate, Saarland",West,Reasonable,0.43964,96,191,0.36907,0.51022
2008,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.15763,35,191,0.10582,0.20944
2008,Baden-Wuerttemberg,West,Inexpensive,0.24990,131,501,0.21195,0.28785
2008,Baden-Wuerttemberg,West,Reasonable,0.48223,261,501,0.43843,0.52603
2008,Baden-Wuerttemberg,West,Slightly Expensive,0.20483,109,501,0.16945,0.24020
2008,Bavaria,West,Very Inexpensive,0.08543,54,594,0.06294,0.10793
2008,Bavaria,West,Inexpensive,0.29799,176,594,0.26118,0.33480
2008,Bavaria,West,Reasonable,0.42516,262,594,0.38537,0.46496
2008,Bavaria,West,Slightly Expensive,0.17055,102,594,0.14028,0.20083
2008,Berlin,West,Inexpensive,0.18389,42,123,0.11515,0.25263
2008,Berlin,West,Reasonable,0.42857,81,123,0.34076,0.51639
2008,Berlin,East,Inexpensive,0.28767,42,145,0.21373,0.36161
2008,Berlin,East,Reasonable,0.39565,71,145,0.31578,0.47552
2008,Berlin,East,Slightly Expensive,0.19751,32,145,0.13248,0.26254
2008,Brandenburg,East,Inexpensive,0.18951,56,223,0.13795,0.24106
2008,Brandenburg,East,Reasonable,0.41678,105,223,0.35192,0.48163
2008,Brandenburg,East,Slightly Expensive,0.24899,62,223,0.19211,0.30588
2008,Mecklenburg-Western Pomerania,East,Inexpensive,0.38152,50,100,0.28583,0.47721
2008,Mecklenburg-Western Pomerania,East,Reasonable,0.32559,50,100,0.23328,0.41789
2008,Saxony,East,Inexpensive,0.23439,108,422,0.19393,0.27486
2008,Saxony,East,Reasonable,0.49600,232,422,0.44824,0.54376
2008,Saxony,East,Slightly Expensive,0.18030,82,422,0.14358,0.21703
2008,Saxony-Anhalt,East,Inexpensive,0.23610,51,200,0.17710,0.29511
2008,Saxony-Anhalt,East,Reasonable,0.46203,100,200,0.39276,0.53130
2008,Saxony-Anhalt,East,Slightly Expensive,0.25395,49,200,0.19348,0.31443
2008,Thuringa,East,Inexpensive,0.18821,36,178,0.13062,0.24579
2008,Thuringa,East,Reasonable,0.52231,107,178,0.44872,0.59590
2008,Thuringa,East,Slightly Expensive,0.18692,35,178,0.12949,0.24436
2009,Schleswig-Holstein,West,Reasonable,0.46123,62,62,0.33613,0.58632
2009,Hamburg,West,Inexpensive,0.33815,42,93,0.24148,0.43482
2009,Hamburg,West,Reasonable,0.38126,51,93,0.28201,0.48051
2009,Lower Saxony,West,Very Inexpensive,0.10027,32,340,0.06830,0.13225
2009,Lower Saxony,West,Inexpensive,0.22665,84,340,0.18208,0.27122
2009,Lower Saxony,West,Reasonable,0.47027,168,340,0.41714,0.52340
2009,Lower Saxony,West,Slightly Expensive,0.18406,56,340,0.14280,0.22531
2009,North Rhine-Westphalia,West,Very Inexpensive,0.05686,58,958,0.04219,0.07154
2009,North Rhine-Westphalia,West,Inexpensive,0.26236,247,958,0.23449,0.29024
2009,North Rhine-Westphalia,West,Reasonable,0.49908,494,958,0.46740,0.53076
2009,North Rhine-Westphalia,West,Slightly Expensive,0.15240,159,958,0.12963,0.17517
2009,Hesse,West,Inexpensive,0.22672,77,271,0.17678,0.27667
2009,Hesse,West,Reasonable,0.44265,136,271,0.38340,0.50190
2009,Hesse,West,Slightly Expensive,0.22366,58,271,0.17395,0.27336
2009,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.25927,56,183,0.19560,0.32294
2009,"Rhineland-Palatinate, Saarland",West,Reasonable,0.44071,89,183,0.36858,0.51284
2009,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.17717,38,183,0.12170,0.23265
2009,Baden-Wuerttemberg,West,Inexpensive,0.23175,112,447,0.19259,0.27091
2009,Baden-Wuerttemberg,West,Reasonable,0.54066,256,447,0.49441,0.58691
2009,Baden-Wuerttemberg,West,Slightly Expensive,0.15815,79,447,0.12428,0.19201
2009,Bavaria,West,Very Inexpensive,0.07499,50,575,0.05344,0.09653
2009,Bavaria,West,Inexpensive,0.22456,125,575,0.19042,0.25870
2009,Bavaria,West,Reasonable,0.48024,290,575,0.43937,0.52111
2009,Bavaria,West,Slightly Expensive,0.20379,110,575,0.17084,0.23674
2009,Berlin,West,Inexpensive,0.25843,49,156,0.18951,0.32735
2009,Berlin,West,Reasonable,0.37641,69,156,0.30014,0.45268
2009,Berlin,West,Slightly Expensive,0.23202,38,156,0.16557,0.29848
2009,Berlin,East,Inexpensive,0.25805,46,142,0.18583,0.33028
2009,Berlin,East,Reasonable,0.37210,65,142,0.29231,0.45188
2009,Berlin,East,Slightly Expensive,0.21654,31,142,0.14855,0.28452
2009,Brandenburg,East,Inexpensive,0.18381,48,217,0.13215,0.23546
2009,Brandenburg,East,Reasonable,0.43998,106,217,0.37378,0.50618
2009,Brandenburg,East,Slightly Expensive,0.26958,63,217,0.21040,0.32876
2009,Mecklenburg-Western Pomerania,East,Inexpensive,0.29202,42,128,0.21294,0.37111
2009,Mecklenburg-Western Pomerania,East,Reasonable,0.41961,52,128,0.33378,0.50544
2009,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.22446,34,128,0.15190,0.29703
2009,Saxony,East,Very Inexpensive,0.06454,36,419,0.04098,0.08809
2009,Saxony,East,Inexpensive,0.25457,111,419,0.21280,0.29633
2009,Saxony,East,Reasonable,0.44365,191,419,0.39602,0.49128
2009,Saxony,East,Slightly Expensive,0.21017,81,419,0.17111,0.24923
2009,Saxony-Anhalt,East,Inexpensive,0.19752,45,182,0.13952,0.25552
2009,Saxony-Anhalt,East,Reasonable,0.51691,100,182,0.44411,0.58972
2009,Saxony-Anhalt,East,Slightly Expensive,0.16636,37,182,0.11211,0.22062
2009,Thuringa,East,Inexpensive,0.21062,44,165,0.14821,0.27303
2009,Thuringa,East,Reasonable,0.55300,86,165,0.47691,0.62909
2009,Thuringa,East,Slightly Expensive,0.13673,35,165,0.08415,0.18931
2010,Schleswig-Holstein,West,Inexpensive,0.20321,55,206,0.14812,0.25829
2010,Schleswig-Holstein,West,Reasonable,0.46310,104,206,0.39484,0.53136
2010,Schleswig-Holstein,West,Slightly Expensive,0.24987,47,206,0.19060,0.30913
2010,Hamburg,West,Inexpensive,0.25452,52,165,0.18785,0.32119
2010,Hamburg,West,Reasonable,0.42389,73,165,0.34825,0.49952
2010,Hamburg,West,Slightly Expensive,0.26669,40,165,0.19900,0.33437
2010,Lower Saxony,West,Very Inexpensive,0.11108,57,541,0.08457,0.13758
2010,Lower Saxony,West,Inexpensive,0.19825,140,541,0.16462,0.23187
2010,Lower Saxony,West,Reasonable,0.45434,239,541,0.41234,0.49633
2010,Lower Saxony,West,Slightly Expensive,0.20375,105,541,0.16978,0.23773
2010,North Rhine-Westphalia,West,Very Inexpensive,0.07622,111,1515,0.06285,0.08959
2010,North Rhine-Westphalia,West,Inexpensive,0.21837,328,1515,0.19756,0.23918
2010,North Rhine-Westphalia,West,Reasonable,0.51547,766,1515,0.49030,0.54064
2010,North Rhine-Westphalia,West,Slightly Expensive,0.17556,273,1515,0.15640,0.19472
2010,North Rhine-Westphalia,West,Too Expensive,0.01438,37,1515,0.00839,0.02038
2010,Hesse,West,Very Inexpensive,0.05749,33,470,0.03643,0.07856
2010,Hesse,West,Inexpensive,0.24298,138,470,0.20416,0.28179
2010,Hesse,West,Reasonable,0.40849,197,470,0.36401,0.45298
2010,Hesse,West,Slightly Expensive,0.26560,102,470,0.22563,0.30557
2010,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.29136,90,248,0.23469,0.34803
2010,"Rhineland-Palatinate, Saarland",West,Reasonable,0.39766,111,248,0.33663,0.45870
2010,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.13749,47,248,0.09454,0.18043
2010,Baden-Wuerttemberg,West,Very Inexpensive,0.06281,60,717,0.04504,0.08058
2010,Baden-Wuerttemberg,West,Inexpensive,0.27281,203,717,0.24018,0.30543
2010,Baden-Wuerttemberg,West,Reasonable,0.49492,340,717,0.45830,0.53154
2010,Baden-Wuerttemberg,West,Slightly Expensive,0.15052,114,717,0.12433,0.17672
2010,Bavaria,West,Very Inexpensive,0.09375,83,870,0.07437,0.11313
2010,Bavaria,West,Inexpensive,0.23839,234,870,0.21006,0.26672
2010,Bavaria,West,Reasonable,0.46348,389,870,0.43032,0.49663
2010,Bavaria,West,Slightly Expensive,0.19065,164,870,0.16454,0.21677
2010,Berlin,West,Inexpensive,0.23018,67,243,0.17715,0.28322
2010,Berlin,West,Reasonable,0.39854,111,243,0.33685,0.46023
2010,Berlin,West,Slightly Expensive,0.24113,65,243,0.18723,0.29503
2010,Berlin,East,Inexpensive,0.26991,58,180,0.20487,0.33494
2010,Berlin,East,Reasonable,0.35064,78,180,0.28073,0.42054
2010,Berlin,East,Slightly Expensive,0.27075,44,180,0.20566,0.33585
2010,Brandenburg,East,Inexpensive,0.14667,67,273,0.10463,0.18872
2010,Brandenburg,East,Reasonable,0.46966,138,273,0.41035,0.52897
2010,Brandenburg,East,Slightly Expensive,0.26639,68,273,0.21385,0.31892
2010,Mecklenburg-Western Pomerania,East,Inexpensive,0.36783,63,191,0.29926,0.43640
2010,Mecklenburg-Western Pomerania,East,Reasonable,0.39470,83,191,0.32520,0.46420
2010,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.18672,45,191,0.13131,0.24213
2010,Saxony,East,Very Inexpensive,0.05044,35,550,0.03213,0.06875
2010,Saxony,East,Inexpensive,0.27777,151,550,0.24031,0.31524
2010,Saxony,East,Reasonable,0.47070,257,550,0.42895,0.51246
2010,Saxony,East,Slightly Expensive,0.18231,107,550,0.15002,0.21461
2010,Saxony-Anhalt,East,Inexpensive,0.21885,56,239,0.16632,0.27138
2010,Saxony-Anhalt,East,Reasonable,0.52533,130,239,0.46188,0.58877
2010,Saxony-Anhalt,East,Slightly Expensive,0.16901,53,239,0.12140,0.21662
2010,Thuringa,East,Inexpensive,0.17396,44,203,0.12169,0.22624
2010,Thuringa,East,Reasonable,0.50784,118,203,0.43890,0.57679
2010,Thuringa,East,Slightly Expensive,0.18792,41,203,0.13405,0.24179
2011,Schleswig-Holstein,West,Inexpensive,0.29262,95,283,0.23952,0.34572
2011,Schleswig-Holstein,West,Reasonable,0.47634,151,283,0.41805,0.53463
2011,Schleswig-Holstein,West,Slightly Expensive,0.13576,37,283,0.09578,0.17574
2011,Hamburg,West,Inexpensive,0.24047,49,181,0.17804,0.30290
2011,Hamburg,West,Reasonable,0.47611,96,181,0.40314,0.54907
2011,Hamburg,West,Slightly Expensive,0.23049,36,181,0.16897,0.29202
2011,Lower Saxony,West,Very Inexpensive,0.09753,60,604,0.07385,0.12121
2011,Lower Saxony,West,Inexpensive,0.22595,156,604,0.19257,0.25933
2011,Lower Saxony,West,Reasonable,0.47719,297,604,0.43733,0.51706
2011,Lower Saxony,West,Slightly Expensive,0.17961,91,604,0.14897,0.21025
2011,Bremen,West,Reasonable,0.62616,41,41,0.47622,0.77610
2011,North Rhine-Westphalia,West,Very Inexpensive,0.06571,111,1745,0.05408,0.07734
2011,North Rhine-Westphalia,West,Inexpensive,0.22640,412,1745,0.20675,0.24604
2011,North Rhine-Westphalia,West,Reasonable,0.51649,861,1745,0.49303,0.53994
2011,North Rhine-Westphalia,West,Slightly Expensive,0.16657,310,1745,0.14908,0.18405
2011,North Rhine-Westphalia,West,Too Expensive,0.02484,51,1745,0.01753,0.03214
2011,Hesse,West,Very Inexpensive,0.07542,42,543,0.05319,0.09765
2011,Hesse,West,Inexpensive,0.25535,142,543,0.21864,0.29207
2011,Hesse,West,Reasonable,0.45122,243,543,0.40933,0.49312
2011,Hesse,West,Slightly Expensive,0.19524,116,543,0.16187,0.22861
2011,"Rhineland-Palatinate, Saarland",West,Very Inexpensive,0.12373,38,356,0.08948,0.15798
2011,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.30213,104,356,0.25436,0.34990
2011,"Rhineland-Palatinate, Saarland",West,Reasonable,0.42641,160,356,0.37497,0.47786
2011,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.10938,54,356,0.07691,0.14185
2011,Baden-Wuerttemberg,West,Very Inexpensive,0.06907,83,844,0.05195,0.08618
2011,Baden-Wuerttemberg,West,Inexpensive,0.24185,216,844,0.21295,0.27076
2011,Baden-Wuerttemberg,West,Reasonable,0.52416,411,844,0.49045,0.55787
