year,quintil_oecd_hh,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,5th Quintile,Very Inexpensive,0.08278,64,705,0.06243,0.10314
2000,5th Quintile,Inexpensive,0.25886,189,705,0.22651,0.29122
2000,5th Quintile,Reasonable,0.44139,316,705,0.40471,0.47807
2000,5th Quintile,Slightly Expensive,0.18664,136,705,0.15786,0.21542
2001,1st Quintile,Very Inexpensive,0.06152,101,1732,0.05020,0.07284
2001,1st Quintile,Inexpensive,0.25346,427,1732,0.23296,0.27395
2001,1st Quintile,Reasonable,0.45349,780,1732,0.43004,0.47695
2001,1st Quintile,Slightly Expensive,0.20302,364,1732,0.18407,0.22197
2001,1st Quintile,Too Expensive,0.02852,60,1732,0.02067,0.03636
2001,2nd Quintile,Very Inexpensive,0.07905,106,1476,0.06528,0.09282
2001,2nd Quintile,Inexpensive,0.27021,388,1476,0.24754,0.29287
2001,2nd Quintile,Reasonable,0.46479,689,1476,0.43934,0.49024
2001,2nd Quintile,Slightly Expensive,0.16515,261,1476,0.14620,0.18410
2001,2nd Quintile,Too Expensive,0.02080,32,1476,0.01351,0.02808
2001,3rd Quintile,Very Inexpensive,0.07884,92,1166,0.06336,0.09431
2001,3rd Quintile,Inexpensive,0.24839,301,1166,0.22358,0.27321
2001,3rd Quintile,Reasonable,0.48014,567,1166,0.45145,0.50883
2001,3rd Quintile,Slightly Expensive,0.17606,206,1166,0.15418,0.19793
2001,4th Quintile,Very Inexpensive,0.09147,93,931,0.07294,0.11000
2001,4th Quintile,Inexpensive,0.25874,251,931,0.23060,0.28689
2001,4th Quintile,Reasonable,0.45672,430,931,0.42470,0.48873
2001,4th Quintile,Slightly Expensive,0.16883,157,931,0.14475,0.19290
2001,5th Quintile,Very Inexpensive,0.08182,56,652,0.06077,0.10288
2001,5th Quintile,Inexpensive,0.23852,156,652,0.20578,0.27125
2001,5th Quintile,Reasonable,0.46931,320,652,0.43098,0.50765
2001,5th Quintile,Slightly Expensive,0.19214,120,652,0.16188,0.22241
2002,1st Quintile,Very Inexpensive,0.05974,90,1613,0.04817,0.07131
2002,1st Quintile,Inexpensive,0.25250,403,1613,0.23129,0.27370
2002,1st Quintile,Reasonable,0.42449,684,1613,0.40036,0.44861
2002,1st Quintile,Slightly Expensive,0.21337,360,1613,0.19337,0.23337
2002,1st Quintile,Too Expensive,0.04991,76,1613,0.03928,0.06055
2002,2nd Quintile,Very Inexpensive,0.07131,91,1318,0.05741,0.08521
2002,2nd Quintile,Inexpensive,0.25715,348,1318,0.23354,0.28075
2002,2nd Quintile,Reasonable,0.46357,611,1318,0.43664,0.49050
2002,2nd Quintile,Slightly Expensive,0.18490,235,1318,0.16393,0.20587
2002,2nd Quintile,Too Expensive,0.02308,33,1318,0.01497,0.03118
2002,3rd Quintile,Very Inexpensive,0.07638,80,1115,0.06078,0.09198
2002,3rd Quintile,Inexpensive,0.24508,283,1115,0.21982,0.27034
2002,3rd Quintile,Reasonable,0.49257,548,1115,0.46322,0.52193
2002,3rd Quintile,Slightly Expensive,0.16668,204,1115,0.14479,0.18856
2002,4th Quintile,Very Inexpensive,0.09063,88,939,0.07226,0.10901
2002,4th Quintile,Inexpensive,0.25795,243,939,0.22996,0.28595
2002,4th Quintile,Reasonable,0.45009,448,939,0.41826,0.48193
2002,4th Quintile,Slightly Expensive,0.16993,160,939,0.14590,0.19397
2002,5th Quintile,Very Inexpensive,0.10325,93,884,0.08318,0.12332
2002,5th Quintile,Inexpensive,0.23307,222,884,0.20518,0.26096
2002,5th Quintile,Reasonable,0.49494,440,884,0.46196,0.52792
2002,5th Quintile,Slightly Expensive,0.15135,129,884,0.12771,0.17499
2005,1st Quintile,Very Inexpensive,0.04844,71,1564,0.03779,0.05908
2005,1st Quintile,Inexpensive,0.23669,365,1564,0.21561,0.25776
2005,1st Quintile,Reasonable,0.46056,720,1564,0.43585,0.48527
2005,1st Quintile,Slightly Expensive,0.20448,343,1564,0.18449,0.22448
2005,1st Quintile,Too Expensive,0.04984,65,1564,0.03905,0.06062
2005,2nd Quintile,Very Inexpensive,0.08000,88,1219,0.06477,0.09524
2005,2nd Quintile,Inexpensive,0.24826,289,1219,0.22400,0.27252
2005,2nd Quintile,Reasonable,0.47280,588,1219,0.44476,0.50084
2005,2nd Quintile,Slightly Expensive,0.16914,214,1219,0.14809,0.19020
2005,2nd Quintile,Too Expensive,0.02979,40,1219,0.02024,0.03934
2005,3rd Quintile,Very Inexpensive,0.06030,65,965,0.04527,0.07533
2005,3rd Quintile,Inexpensive,0.24969,240,965,0.22237,0.27702
2005,3rd Quintile,Reasonable,0.49041,486,965,0.45886,0.52197
2005,3rd Quintile,Slightly Expensive,0.17996,174,965,0.15571,0.20421
2005,4th Quintile,Very Inexpensive,0.06735,58,820,0.05019,0.08452
2005,4th Quintile,Inexpensive,0.22996,186,820,0.20114,0.25878
2005,4th Quintile,Reasonable,0.50510,428,820,0.47086,0.53935
2005,4th Quintile,Slightly Expensive,0.18333,148,820,0.15683,0.20984
2005,5th Quintile,Very Inexpensive,0.06444,62,779,0.04719,0.08169
2005,5th Quintile,Inexpensive,0.24076,189,779,0.21071,0.27080
2005,5th Quintile,Reasonable,0.52052,398,779,0.48541,0.55562
2005,5th Quintile,Slightly Expensive,0.15794,130,779,0.13231,0.18356
2006,1st Quintile,Very Inexpensive,0.04702,81,1664,0.03684,0.05719
2006,1st Quintile,Inexpensive,0.22824,384,1664,0.20807,0.24841
2006,1st Quintile,Reasonable,0.46739,767,1664,0.44341,0.49137
2006,1st Quintile,Slightly Expensive,0.21015,363,1664,0.19057,0.22974
2006,1st Quintile,Too Expensive,0.04720,69,1664,0.03701,0.05739
2006,2nd Quintile,Very Inexpensive,0.06906,90,1328,0.05541,0.08270
2006,2nd Quintile,Inexpensive,0.25485,347,1328,0.23140,0.27829
2006,2nd Quintile,Reasonable,0.46114,606,1328,0.43432,0.48796
2006,2nd Quintile,Slightly Expensive,0.18091,243,1328,0.16020,0.20162
2006,2nd Quintile,Too Expensive,0.03404,42,1328,0.02429,0.04380
2006,3rd Quintile,Very Inexpensive,0.06278,74,1070,0.04824,0.07732
2006,3rd Quintile,Inexpensive,0.25004,273,1070,0.22408,0.27599
2006,3rd Quintile,Reasonable,0.47185,524,1070,0.44193,0.50178
2006,3rd Quintile,Slightly Expensive,0.19816,199,1070,0.17426,0.22205
2006,4th Quintile,Very Inexpensive,0.07168,61,893,0.05475,0.08861
2006,4th Quintile,Inexpensive,0.24511,225,893,0.21688,0.27334
2006,4th Quintile,Reasonable,0.45593,430,893,0.42325,0.48862
2006,4th Quintile,Slightly Expensive,0.20514,177,893,0.17864,0.23164
2006,5th Quintile,Very Inexpensive,0.06328,59,810,0.04650,0.08005
2006,5th Quintile,Inexpensive,0.24612,193,810,0.21643,0.27580
2006,5th Quintile,Reasonable,0.51038,425,810,0.47593,0.54483
2006,5th Quintile,Slightly Expensive,0.16052,133,810,0.13522,0.18581
2007,1st Quintile,Very Inexpensive,0.05572,94,1555,0.04432,0.06713
2007,1st Quintile,Inexpensive,0.21198,344,1555,0.19166,0.23230
2007,1st Quintile,Reasonable,0.47084,731,1555,0.44602,0.49566
2007,1st Quintile,Slightly Expensive,0.20811,320,1555,0.18792,0.22829
2007,1st Quintile,Too Expensive,0.05335,66,1555,0.04218,0.06453
2007,2nd Quintile,Very Inexpensive,0.06908,82,1275,0.05515,0.08300
2007,2nd Quintile,Inexpensive,0.25873,323,1275,0.23468,0.28278
2007,2nd Quintile,Reasonable,0.46548,595,1275,0.43809,0.49287
2007,2nd Quintile,Slightly Expensive,0.17127,231,1275,0.15058,0.19196
2007,2nd Quintile,Too Expensive,0.03544,44,1275,0.02529,0.04559
2007,3rd Quintile,Very Inexpensive,0.07185,65,964,0.05554,0.08817
2007,3rd Quintile,Inexpensive,0.22717,248,964,0.20071,0.25364
2007,3rd Quintile,Reasonable,0.49415,470,964,0.46257,0.52573
2007,3rd Quintile,Slightly Expensive,0.18288,181,964,0.15847,0.20730
2007,4th Quintile,Very Inexpensive,0.08358,70,832,0.06476,0.10239
2007,4th Quintile,Inexpensive,0.22847,193,832,0.19992,0.25702
2007,4th Quintile,Reasonable,0.48051,415,832,0.44654,0.51448
2007,4th Quintile,Slightly Expensive,0.18562,154,832,0.15919,0.21206
2007,5th Quintile,Very Inexpensive,0.06294,47,715,0.04513,0.08075
2007,5th Quintile,Inexpensive,0.25192,174,715,0.22007,0.28376
2007,5th Quintile,Reasonable,0.49542,361,715,0.45875,0.53209
2007,5th Quintile,Slightly Expensive,0.16864,133,715,0.14118,0.19611
2008,1st Quintile,Very Inexpensive,0.07338,97,1473,0.06006,0.08670
2008,1st Quintile,Inexpensive,0.21855,336,1473,0.19744,0.23966
2008,1st Quintile,Reasonable,0.45747,692,1473,0.43202,0.48292
2008,1st Quintile,Slightly Expensive,0.20624,291,1473,0.18557,0.22691
2008,1st Quintile,Too Expensive,0.04436,57,1473,0.03384,0.05488
2008,2nd Quintile,Very Inexpensive,0.06248,72,1159,0.04854,0.07642
2008,2nd Quintile,Inexpensive,0.26800,318,1159,0.24249,0.29351
2008,2nd Quintile,Reasonable,0.46062,532,1159,0.43191,0.48933
2008,2nd Quintile,Slightly Expensive,0.18510,206,1159,0.16274,0.20747
2008,2nd Quintile,Too Expensive,0.02380,31,1159,0.01502,0.03258
2008,3rd Quintile,Very Inexpensive,0.08084,79,951,0.06350,0.09817
2008,3rd Quintile,Inexpensive,0.22738,234,951,0.20073,0.25403
2008,3rd Quintile,Reasonable,0.45522,440,951,0.42355,0.48688
2008,3rd Quintile,Slightly Expensive,0.21166,198,951,0.18568,0.23763
2008,4th Quintile,Very Inexpensive,0.07019,50,748,0.05187,0.08851
2008,4th Quintile,Inexpensive,0.26326,193,748,0.23168,0.29484
2008,4th Quintile,Reasonable,0.48253,381,748,0.44670,0.51836
2008,4th Quintile,Slightly Expensive,0.16515,124,748,0.13852,0.19178
2008,5th Quintile,Very Inexpensive,0.06723,53,658,0.04808,0.08638
2008,5th Quintile,Inexpensive,0.26952,157,658,0.23559,0.30345
2008,5th Quintile,Reasonable,0.46860,326,658,0.43044,0.50675
2008,5th Quintile,Slightly Expensive,0.17258,122,658,0.14368,0.20148
2009,1st Quintile,Very Inexpensive,0.05971,90,1413,0.04735,0.07207
2009,1st Quintile,Inexpensive,0.24135,352,1413,0.21903,0.26367
2009,1st Quintile,Reasonable,0.45532,637,1413,0.42934,0.48129
2009,1st Quintile,Slightly Expensive,0.20239,286,1413,0.18143,0.22335
2009,1st Quintile,Too Expensive,0.04123,48,1413,0.03086,0.05160
2009,2nd Quintile,Very Inexpensive,0.07920,87,1111,0.06332,0.09509
2009,2nd Quintile,Inexpensive,0.23162,277,1111,0.20680,0.25643
2009,2nd Quintile,Reasonable,0.47019,511,1111,0.44083,0.49956
2009,2nd Quintile,Slightly Expensive,0.19068,205,1111,0.16757,0.21379
2009,2nd Quintile,Too Expensive,0.02831,31,1111,0.01855,0.03807
2009,3rd Quintile,Very Inexpensive,0.07004,58,846,0.05283,0.08725
2009,3rd Quintile,Inexpensive,0.25336,225,846,0.22404,0.28269
2009,3rd Quintile,Reasonable,0.48402,412,846,0.45033,0.51772
2009,3rd Quintile,Slightly Expensive,0.18029,151,846,0.15437,0.20621
2009,4th Quintile,Very Inexpensive,0.06462,50,715,0.04659,0.08266
2009,4th Quintile,Inexpensive,0.22066,158,715,0.19024,0.25107
2009,4th Quintile,Reasonable,0.52350,386,715,0.48686,0.56013
2009,4th Quintile,Slightly Expensive,0.17112,121,715,0.14349,0.19874
2009,5th Quintile,Very Inexpensive,0.07414,49,607,0.05328,0.09500
2009,5th Quintile,Inexpensive,0.26810,152,607,0.23283,0.30337
2009,5th Quintile,Reasonable,0.44375,291,607,0.40420,0.48331
2009,5th Quintile,Slightly Expensive,0.19522,115,607,0.16366,0.22678
2010,1st Quintile,Very Inexpensive,0.07384,176,2613,0.06381,0.08387
2010,1st Quintile,Inexpensive,0.22190,636,2613,0.20597,0.23784
2010,1st Quintile,Reasonable,0.45599,1126,2613,0.43689,0.47509
2010,1st Quintile,Slightly Expensive,0.21735,556,2613,0.20154,0.23317
2010,1st Quintile,Too Expensive,0.03091,119,2613,0.02427,0.03755
2010,2nd Quintile,Very Inexpensive,0.06907,132,1690,0.05697,0.08116
2010,2nd Quintile,Inexpensive,0.24299,445,1690,0.22253,0.26344
2010,2nd Quintile,Reasonable,0.47703,766,1690,0.45321,0.50085
2010,2nd Quintile,Slightly Expensive,0.18918,295,1690,0.17050,0.20786
2010,2nd Quintile,Too Expensive,0.02174,52,1690,0.01478,0.02869
2010,3rd Quintile,Very Inexpensive,0.08391,105,1097,0.06750,0.10033
2010,3rd Quintile,Inexpensive,0.23958,296,1097,0.21431,0.26485
2010,3rd Quintile,Reasonable,0.46790,501,1097,0.43836,0.49744
2010,3rd Quintile,Slightly Expensive,0.18898,195,1097,0.16580,0.21215
2010,4th Quintile,Very Inexpensive,0.07648,71,866,0.05877,0.09420
2010,4th Quintile,Inexpensive,0.24754,207,866,0.21878,0.27630
2010,4th Quintile,Reasonable,0.46040,423,866,0.42718,0.49362
2010,4th Quintile,Slightly Expensive,0.19895,165,866,0.17234,0.22555
2010,5th Quintile,Very Inexpensive,0.08919,62,703,0.06811,0.11027
2010,5th Quintile,Inexpensive,0.25191,178,703,0.21979,0.28402
2010,5th Quintile,Reasonable,0.47378,344,703,0.43684,0.51072
2010,5th Quintile,Slightly Expensive,0.17491,119,703,0.14681,0.20302
2011,1st Quintile,Very Inexpensive,0.06490,199,3026,0.05612,0.07368
2011,1st Quintile,Inexpensive,0.25971,762,3026,0.24409,0.27534
2011,1st Quintile,Reasonable,0.44169,1289,3026,0.42400,0.45939
2011,1st Quintile,Slightly Expensive,0.19612,633,3026,0.18197,0.21026
2011,1st Quintile,Too Expensive,0.03758,143,3026,0.03080,0.04435
2011,2nd Quintile,Very Inexpensive,0.06589,156,1978,0.05495,0.07682
2011,2nd Quintile,Inexpensive,0.25095,515,1978,0.23184,0.27006
2011,2nd Quintile,Reasonable,0.47839,893,1978,0.45637,0.50041
2011,2nd Quintile,Slightly Expensive,0.16892,347,1978,0.15241,0.18544
2011,2nd Quintile,Too Expensive,0.03584,67,1978,0.02765,0.04404
2011,3rd Quintile,Very Inexpensive,0.09400,145,1409,0.07875,0.10924
2011,3rd Quintile,Inexpensive,0.22155,333,1409,0.19985,0.24324
2011,3rd Quintile,Reasonable,0.47758,685,1409,0.45148,0.50367
2011,3rd Quintile,Slightly Expensive,0.18948,246,1409,0.16901,0.20995
2011,4th Quintile,Very Inexpensive,0.09005,105,1082,0.07299,0.10712
2011,4th Quintile,Inexpensive,0.23276,262,1082,0.20757,0.25795
2011,4th Quintile,Reasonable,0.49872,544,1082,0.46891,0.52852
2011,4th Quintile,Slightly Expensive,0.16883,171,1082,0.14650,0.19116
2011,5th Quintile,Very Inexpensive,0.08349,69,801,0.06432,0.10265
2011,5th Quintile,Inexpensive,0.25113,199,801,0.22107,0.28118
2011,5th Quintile,Reasonable,0.48658,401,801,0.45194,0.52121
2011,5th Quintile,Slightly Expensive,0.16508,132,801,0.13935,0.19081
2012,1st Quintile,Very Inexpensive,0.06152,195,2982,0.05289,0.07014
2012,1st Quintile,Inexpensive,0.24804,750,2982,0.23253,0.26354
2012,1st Quintile,Reasonable,0.46959,1322,2982,0.45167,0.48750
2012,1st Quintile,Slightly Expensive,0.18069,566,2982,0.16687,0.19450
2012,1st Quintile,Too Expensive,0.04017,149,2982,0.03312,0.04722
2012,2nd Quintile,Very Inexpensive,0.06581,142,1972,0.05486,0.07675
2012,2nd Quintile,Inexpensive,0.24857,544,1972,0.22949,0.26765
2012,2nd Quintile,Reasonable,0.47237,894,1972,0.45033,0.49441
2012,2nd Quintile,Slightly Expensive,0.18439,328,1972,0.16727,0.20151
2012,2nd Quintile,Too Expensive,0.02886,64,1972,0.02147,0.03625
2012,3rd Quintile,Very Inexpensive,0.08882,132,1407,0.07395,0.10369
2012,3rd Quintile,Inexpensive,0.27430,422,1407,0.25097,0.29762
2012,3rd Quintile,Reasonable,0.43952,638,1407,0.41358,0.46547
2012,3rd Quintile,Slightly Expensive,0.17890,215,1407,0.15887,0.19893
2012,4th Quintile,Very Inexpensive,0.09106,96,1009,0.07330,0.10882
2012,4th Quintile,Inexpensive,0.24088,268,1009,0.21448,0.26727
2012,4th Quintile,Reasonable,0.49860,495,1009,0.46773,0.52946
2012,4th Quintile,Slightly Expensive,0.15634,150,1009,0.13392,0.17876
2012,5th Quintile,Very Inexpensive,0.08894,60,772,0.06885,0.10904
2012,5th Quintile,Inexpensive,0.26018,204,772,0.22921,0.29115
2012,5th Quintile,Reasonable,0.48848,398,772,0.45319,0.52376
2012,5th Quintile,Slightly Expensive,0.14792,110,772,0.12286,0.17299
2013,1st Quintile,Very Inexpensive,0.05989,203,3570,0.05210,0.06767
2013,1st Quintile,Inexpensive,0.25151,825,3570,0.23728,0.26575
2013,1st Quintile,Reasonable,0.46922,1647,3570,0.45285,0.48560
2013,1st Quintile,Slightly Expensive,0.18479,718,3570,0.17206,0.19753
2013,1st Quintile,Too Expensive,0.03458,177,3570,0.02859,0.04058
2013,2nd Quintile,Very Inexpensive,0.07294,180,2464,0.06267,0.08321
2013,2nd Quintile,Inexpensive,0.26166,677,2464,0.24430,0.27901
2013,2nd Quintile,Reasonable,0.46752,1103,2464,0.44781,0.48722
2013,2nd Quintile,Slightly Expensive,0.16766,424,2464,0.15290,0.18241
2013,2nd Quintile,Too Expensive,0.03023,80,2464,0.02347,0.03699
2013,3rd Quintile,Very Inexpensive,0.07636,125,1573,0.06324,0.08949
2013,3rd Quintile,Inexpensive,0.27289,436,1573,0.25087,0.29491
2013,3rd Quintile,Reasonable,0.47354,718,1573,0.44886,0.49822
2013,3rd Quintile,Slightly Expensive,0.15241,253,1573,0.13464,0.17018
2013,3rd Quintile,Too Expensive,0.02479,41,1573,0.01710,0.03248
2013,4th Quintile,Very Inexpensive,0.10747,127,1164,0.08967,0.12527
2013,4th Quintile,Inexpensive,0.25984,302,1164,0.23464,0.28505
2013,4th Quintile,Reasonable,0.48782,583,1164,0.45909,0.51655
2013,4th Quintile,Slightly Expensive,0.13403,152,1164,0.11445,0.15361
2013,5th Quintile,Very Inexpensive,0.09352,86,854,0.07398,0.11306
2013,5th Quintile,Inexpensive,0.30894,237,854,0.27793,0.33995
2013,5th Quintile,Reasonable,0.42451,397,854,0.39134,0.45768
2013,5th Quintile,Slightly Expensive,0.16177,134,854,0.13705,0.18648
2014,1st Quintile,Very Inexpensive,0.06576,195,2874,0.05669,0.07482
2014,1st Quintile,Inexpensive,0.25642,683,2874,0.24045,0.27238
2014,1st Quintile,Reasonable,0.43035,1246,2874,0.41224,0.44845
2014,1st Quintile,Slightly Expensive,0.21003,614,2874,0.19513,0.22492
2014,1st Quintile,Too Expensive,0.03745,136,2874,0.03051,0.04440
2014,2nd Quintile,Very Inexpensive,0.08730,181,2138,0.07533,0.09927
2014,2nd Quintile,Inexpensive,0.26718,564,2138,0.24842,0.28594
2014,2nd Quintile,Reasonable,0.45875,959,2138,0.43762,0.47988
2014,2nd Quintile,Slightly Expensive,0.16612,373,2138,0.15034,0.18190
2014,2nd Quintile,Too Expensive,0.02065,61,2138,0.01462,0.02668
2014,3rd Quintile,Very Inexpensive,0.10787,159,1456,0.09193,0.12382
2014,3rd Quintile,Inexpensive,0.28409,441,1456,0.26092,0.30727
2014,3rd Quintile,Reasonable,0.43392,642,1456,0.40845,0.45938
2014,3rd Quintile,Slightly Expensive,0.15332,214,1456,0.13481,0.17184
2014,4th Quintile,Very Inexpensive,0.08729,119,1145,0.07093,0.10365
2014,4th Quintile,Inexpensive,0.30328,339,1145,0.27665,0.32992
2014,4th Quintile,Reasonable,0.46393,524,1145,0.43503,0.49283
2014,4th Quintile,Slightly Expensive,0.12687,163,1145,0.10758,0.14615
2014,5th Quintile,Very Inexpensive,0.10743,90,826,0.08630,0.12856
2014,5th Quintile,Inexpensive,0.28068,222,826,0.25002,0.31135
2014,5th Quintile,Reasonable,0.46297,393,826,0.42894,0.49699
2014,5th Quintile,Slightly Expensive,0.14072,121,826,0.11699,0.16444
