year,bula_h,regtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Thuringa,Urban regions,Reasonable,0.70401,46,46,0.57063,0.83739
1992,Thuringa,Rural regions,Reasonable,0.41722,50,50,0.27916,0.55529
1993,Hamburg,Urban regions,Reasonable,0.47770,38,38,0.31675,0.63865
1993,Lower Saxony,Urban regions,Inexpensive,0.27358,42,138,0.19893,0.34823
1993,Lower Saxony,Urban regions,Reasonable,0.46954,65,138,0.38597,0.55311
1993,Lower Saxony,Urban regions,Slightly Expensive,0.15941,31,138,0.09812,0.22071
1993,Lower Saxony,Rural regions,Inexpensive,0.35098,37,70,0.23837,0.46360
1993,Lower Saxony,Rural regions,Reasonable,0.34811,33,70,0.23571,0.46051
1993,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.11978,83,756,0.09662,0.14294
1993,North Rhine-Westphalia,Urban regions,Inexpensive,0.34056,258,756,0.30675,0.37436
1993,North Rhine-Westphalia,Urban regions,Reasonable,0.43012,318,756,0.39481,0.46544
1993,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.09049,97,756,0.07003,0.11096
1993,Hesse,Urban regions,Very Inexpensive,0.15992,31,243,0.11374,0.20610
1993,Hesse,Urban regions,Inexpensive,0.42022,93,243,0.35803,0.48241
1993,Hesse,Urban regions,Reasonable,0.33730,83,243,0.27773,0.39687
1993,Hesse,Urban regions,Slightly Expensive,0.07667,36,243,0.04315,0.11019
1993,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.30168,36,74,0.19639,0.40697
1993,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.31579,38,74,0.20916,0.42242
1993,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.14418,43,401,0.10976,0.17861
1993,Baden-Wuerttemberg,Urban regions,Inexpensive,0.38172,132,401,0.33411,0.42933
1993,Baden-Wuerttemberg,Urban regions,Reasonable,0.35855,171,401,0.31155,0.40555
1993,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.09867,55,401,0.06944,0.12789
1993,Bavaria,Urban regions,Very Inexpensive,0.14127,34,256,0.09852,0.18402
1993,Bavaria,Urban regions,Inexpensive,0.27837,74,256,0.22335,0.33338
1993,Bavaria,Urban regions,Reasonable,0.36051,98,256,0.30158,0.41945
1993,Bavaria,Urban regions,Slightly Expensive,0.17511,50,256,0.12846,0.22176
1993,Bavaria,Rural regions,Inexpensive,0.37201,66,133,0.28955,0.45447
1993,Bavaria,Rural regions,Reasonable,0.36961,67,133,0.28727,0.45196
1993,Berlin,Urban regions,Inexpensive,0.23615,57,249,0.18329,0.28901
1993,Berlin,Urban regions,Reasonable,0.40425,118,249,0.34318,0.46533
1993,Berlin,Urban regions,Slightly Expensive,0.21512,74,249,0.16398,0.26626
1993,Brandenburg,Rural regions,Reasonable,0.38899,60,123,0.30248,0.47550
1993,Brandenburg,Rural regions,Slightly Expensive,0.35577,63,123,0.27082,0.44073
1993,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.48444,50,90,0.38061,0.58827
1993,Mecklenburg-Western Pomerania,Rural regions,Slightly Expensive,0.33564,40,90,0.23753,0.43375
1993,Saxony,Urban regions,Reasonable,0.49587,113,184,0.42343,0.56831
1993,Saxony,Urban regions,Slightly Expensive,0.27466,71,184,0.20999,0.33933
1993,Saxony,Rural regions,Reasonable,0.48209,84,140,0.39902,0.56516
1993,Saxony,Rural regions,Slightly Expensive,0.32867,56,140,0.25058,0.40676
1993,Saxony-Anhalt,Urban regions,Slightly Expensive,0.38728,31,31,0.21297,0.56160
1993,Saxony-Anhalt,Rural regions,Reasonable,0.49042,67,121,0.40097,0.57986
1993,Saxony-Anhalt,Rural regions,Slightly Expensive,0.34481,54,121,0.25977,0.42986
1993,Thuringa,Urban regions,Reasonable,0.51079,32,32,0.33482,0.68676
1993,Thuringa,Rural regions,Reasonable,0.44908,48,82,0.34076,0.55741
1993,Thuringa,Rural regions,Slightly Expensive,0.29641,34,82,0.19696,0.39587
1994,Hamburg,Urban regions,Reasonable,0.53403,38,38,0.37330,0.69477
1994,Lower Saxony,Urban regions,Inexpensive,0.20710,42,116,0.13304,0.28117
1994,Lower Saxony,Urban regions,Reasonable,0.50023,74,116,0.40884,0.59162
1994,Lower Saxony,Rural regions,Inexpensive,0.39873,36,68,0.28149,0.51598
1994,Lower Saxony,Rural regions,Reasonable,0.34807,32,68,0.23400,0.46213
1994,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.12191,83,771,0.09880,0.14501
1994,North Rhine-Westphalia,Urban regions,Inexpensive,0.30155,216,771,0.26913,0.33397
1994,North Rhine-Westphalia,Urban regions,Reasonable,0.43746,341,771,0.40242,0.47250
1994,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.10533,100,771,0.08365,0.12702
1994,North Rhine-Westphalia,Urban regions,Too Expensive,0.03375,31,771,0.02099,0.04650
1994,Hesse,Urban regions,Inexpensive,0.40796,94,212,0.34165,0.47427
1994,Hesse,Urban regions,Reasonable,0.28779,79,212,0.22670,0.34888
1994,Hesse,Urban regions,Slightly Expensive,0.09131,39,212,0.05244,0.13017
1994,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.29207,37,86,0.19540,0.38874
1994,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.41816,49,86,0.31330,0.52303
1994,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.12584,40,400,0.09329,0.15838
1994,Baden-Wuerttemberg,Urban regions,Inexpensive,0.38121,138,400,0.33356,0.42887
1994,Baden-Wuerttemberg,Urban regions,Reasonable,0.37947,160,400,0.33186,0.42708
1994,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.10085,62,400,0.07130,0.13040
1994,Bavaria,Urban regions,Very Inexpensive,0.15982,41,253,0.11458,0.20506
1994,Bavaria,Urban regions,Inexpensive,0.22997,59,253,0.17802,0.28193
1994,Bavaria,Urban regions,Reasonable,0.40259,110,253,0.34204,0.46314
1994,Bavaria,Urban regions,Slightly Expensive,0.17527,43,253,0.12833,0.22221
1994,Bavaria,Rural regions,Inexpensive,0.31930,58,134,0.24007,0.39854
1994,Bavaria,Rural regions,Reasonable,0.44174,76,134,0.35734,0.52613
1994,Berlin,Urban regions,Inexpensive,0.22763,62,252,0.17576,0.27951
1994,Berlin,Urban regions,Reasonable,0.44864,120,252,0.38711,0.51017
1994,Berlin,Urban regions,Slightly Expensive,0.18561,70,252,0.13751,0.23371
1994,Brandenburg,Rural regions,Reasonable,0.54086,79,127,0.45385,0.62788
1994,Brandenburg,Rural regions,Slightly Expensive,0.25429,48,127,0.17825,0.33033
1994,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.47135,49,84,0.36396,0.57875
1994,Mecklenburg-Western Pomerania,Rural regions,Slightly Expensive,0.32414,35,84,0.22344,0.42483
1994,Saxony,Urban regions,Reasonable,0.55611,128,188,0.48489,0.62732
1994,Saxony,Urban regions,Slightly Expensive,0.22824,60,188,0.16808,0.28839
1994,Saxony,Rural regions,Reasonable,0.51960,80,125,0.43166,0.60754
1994,Saxony,Rural regions,Slightly Expensive,0.29252,45,125,0.21244,0.37259
1994,Saxony-Anhalt,Urban regions,Reasonable,0.62840,44,44,0.48396,0.77284
1994,Saxony-Anhalt,Rural regions,Reasonable,0.51803,73,115,0.42630,0.60976
1994,Saxony-Anhalt,Rural regions,Slightly Expensive,0.29077,42,115,0.20741,0.37414
1994,Thuringa,Urban regions,Reasonable,0.53880,38,38,0.37818,0.69943
1994,Thuringa,Rural regions,Reasonable,0.38667,44,44,0.24111,0.53223
1995,Lower Saxony,Urban regions,Inexpensive,0.26633,45,122,0.18757,0.34510
1995,Lower Saxony,Urban regions,Reasonable,0.50264,77,122,0.41355,0.59173
1995,Lower Saxony,Rural regions,Inexpensive,0.31800,36,82,0.21659,0.41942
1995,Lower Saxony,Rural regions,Reasonable,0.38114,46,82,0.27538,0.48691
1995,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.13998,93,808,0.11604,0.16392
1995,North Rhine-Westphalia,Urban regions,Inexpensive,0.31224,237,808,0.28027,0.34422
1995,North Rhine-Westphalia,Urban regions,Reasonable,0.40398,323,808,0.37013,0.43784
1995,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.11868,121,808,0.09637,0.14100
1995,North Rhine-Westphalia,Urban regions,Too Expensive,0.02511,34,808,0.01431,0.03590
1995,Hesse,Urban regions,Inexpensive,0.38151,84,195,0.31316,0.44987
1995,Hesse,Urban regions,Reasonable,0.38217,111,195,0.31379,0.45055
1995,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.33317,43,99,0.23985,0.42649
1995,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.31902,56,99,0.22674,0.41131
1995,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.09502,41,426,0.06714,0.12290
1995,Baden-Wuerttemberg,Urban regions,Inexpensive,0.35753,136,426,0.31197,0.40310
1995,Baden-Wuerttemberg,Urban regions,Reasonable,0.39503,181,426,0.34855,0.44150
1995,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.13373,68,426,0.10137,0.16609
1995,Bavaria,Urban regions,Inexpensive,0.25130,69,243,0.19665,0.30595
1995,Bavaria,Urban regions,Reasonable,0.36442,111,243,0.30379,0.42506
1995,Bavaria,Urban regions,Slightly Expensive,0.26151,63,243,0.20614,0.31688
1995,Bavaria,Rural regions,Inexpensive,0.33313,66,172,0.26249,0.40378
1995,Bavaria,Rural regions,Reasonable,0.41570,74,172,0.34183,0.48957
1995,Bavaria,Rural regions,Slightly Expensive,0.13622,32,172,0.08480,0.18763
1995,Berlin,Urban regions,Inexpensive,0.24617,68,260,0.19371,0.29864
1995,Berlin,Urban regions,Reasonable,0.47790,131,260,0.41706,0.53873
1995,Berlin,Urban regions,Slightly Expensive,0.17164,61,260,0.12572,0.21756
1995,Brandenburg,Rural regions,Reasonable,0.47319,74,127,0.38601,0.56037
1995,Brandenburg,Rural regions,Slightly Expensive,0.32092,53,127,0.23941,0.40243
1995,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.50544,60,98,0.40594,0.60494
1995,Mecklenburg-Western Pomerania,Rural regions,Slightly Expensive,0.35078,38,98,0.25581,0.44575
1995,Saxony,Urban regions,Inexpensive,0.24854,56,203,0.18894,0.30814
1995,Saxony,Urban regions,Reasonable,0.50941,112,203,0.44047,0.57835
1995,Saxony,Urban regions,Slightly Expensive,0.16032,35,203,0.10972,0.21092
1995,Saxony,Rural regions,Inexpensive,0.18962,31,117,0.11828,0.26095
1995,Saxony,Rural regions,Reasonable,0.51673,86,117,0.42579,0.60767
1995,Saxony-Anhalt,Urban regions,Reasonable,0.56459,36,36,0.40033,0.72885
1995,Saxony-Anhalt,Rural regions,Reasonable,0.46981,64,108,0.37524,0.56437
1995,Saxony-Anhalt,Rural regions,Slightly Expensive,0.27350,44,108,0.18904,0.35797
1995,Thuringa,Urban regions,Reasonable,0.56996,39,39,0.41255,0.72738
1995,Thuringa,Rural regions,Reasonable,0.54260,56,56,0.41094,0.67427
1996,Lower Saxony,Urban regions,Inexpensive,0.29633,55,157,0.22467,0.36799
1996,Lower Saxony,Urban regions,Reasonable,0.44835,71,157,0.37031,0.52640
1996,Lower Saxony,Urban regions,Slightly Expensive,0.19151,31,157,0.12976,0.25326
1996,Lower Saxony,Rural regions,Inexpensive,0.43635,46,90,0.33332,0.53939
1996,Lower Saxony,Rural regions,Reasonable,0.40154,44,90,0.29969,0.50338
1996,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.12556,84,793,0.10248,0.14864
1996,North Rhine-Westphalia,Urban regions,Inexpensive,0.32048,240,793,0.28798,0.35298
1996,North Rhine-Westphalia,Urban regions,Reasonable,0.40137,329,793,0.36723,0.43550
1996,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.12882,140,793,0.10549,0.15215
1996,Hesse,Urban regions,Very Inexpensive,0.22286,38,238,0.16988,0.27585
1996,Hesse,Urban regions,Inexpensive,0.29706,67,238,0.23888,0.35523
1996,Hesse,Urban regions,Reasonable,0.37657,98,238,0.31488,0.43826
1996,Hesse,Urban regions,Slightly Expensive,0.09104,35,238,0.05442,0.12767
1996,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.31541,41,84,0.21544,0.41538
1996,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.29390,43,84,0.19589,0.39190
1996,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.08450,35,412,0.05761,0.11139
1996,Baden-Wuerttemberg,Urban regions,Inexpensive,0.33368,115,412,0.28809,0.37927
1996,Baden-Wuerttemberg,Urban regions,Reasonable,0.39145,175,412,0.34426,0.43863
1996,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.17072,87,412,0.13434,0.20710
1996,Bavaria,Urban regions,Inexpensive,0.27005,72,235,0.21316,0.32694
1996,Bavaria,Urban regions,Reasonable,0.39472,110,235,0.33209,0.45735
1996,Bavaria,Urban regions,Slightly Expensive,0.23352,53,235,0.17931,0.28773
1996,Bavaria,Rural regions,Inexpensive,0.27804,59,173,0.21108,0.34500
1996,Bavaria,Rural regions,Reasonable,0.44863,83,173,0.37430,0.52296
1996,Bavaria,Rural regions,Slightly Expensive,0.14623,31,173,0.09343,0.19904
1996,Berlin,Urban regions,Inexpensive,0.26993,66,252,0.21501,0.32485
1996,Berlin,Urban regions,Reasonable,0.42029,125,252,0.35923,0.48136
1996,Berlin,Urban regions,Slightly Expensive,0.21429,61,252,0.16352,0.26505
1996,Brandenburg,Rural regions,Reasonable,0.50290,81,124,0.41454,0.59126
1996,Brandenburg,Rural regions,Slightly Expensive,0.23531,43,124,0.16034,0.31027
1996,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.50786,56,88,0.40281,0.61291
1996,Mecklenburg-Western Pomerania,Rural regions,Slightly Expensive,0.26516,32,88,0.17240,0.35791
1996,Saxony,Urban regions,Inexpensive,0.22852,49,207,0.17118,0.28586
1996,Saxony,Urban regions,Reasonable,0.49765,111,207,0.42937,0.56593
1996,Saxony,Urban regions,Slightly Expensive,0.20275,47,207,0.14785,0.25766
1996,Saxony,Rural regions,Reasonable,0.52521,76,107,0.43014,0.62027
1996,Saxony,Rural regions,Slightly Expensive,0.18635,31,107,0.11222,0.26048
1996,Saxony-Anhalt,Urban regions,Reasonable,0.56585,35,35,0.39925,0.73246
1996,Saxony-Anhalt,Rural regions,Reasonable,0.53903,69,69,0.42055,0.65751
1996,Thuringa,Urban regions,Reasonable,0.54000,32,32,0.36455,0.71545
1996,Thuringa,Rural regions,Reasonable,0.49407,49,82,0.38519,0.60295
1996,Thuringa,Rural regions,Slightly Expensive,0.30960,33,82,0.20891,0.41028
1997,Hamburg,Urban regions,Reasonable,0.46071,32,32,0.28524,0.63618
1997,Lower Saxony,Urban regions,Inexpensive,0.22848,37,149,0.16083,0.29612
1997,Lower Saxony,Urban regions,Reasonable,0.48634,78,149,0.40582,0.56687
1997,Lower Saxony,Urban regions,Slightly Expensive,0.21296,34,149,0.14700,0.27891
1997,Lower Saxony,Rural regions,Reasonable,0.45373,52,52,0.31709,0.59037
1997,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.11535,71,781,0.09293,0.13777
1997,North Rhine-Westphalia,Urban regions,Inexpensive,0.25943,201,781,0.22867,0.29020
1997,North Rhine-Westphalia,Urban regions,Reasonable,0.43843,338,781,0.40360,0.47325
1997,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.15991,140,781,0.13419,0.18564
1997,North Rhine-Westphalia,Urban regions,Too Expensive,0.02687,31,781,0.01552,0.03822
1997,Hesse,Urban regions,Inexpensive,0.29766,53,185,0.23159,0.36372
1997,Hesse,Urban regions,Reasonable,0.38785,89,185,0.31744,0.45825
1997,Hesse,Urban regions,Slightly Expensive,0.16145,43,185,0.10829,0.21462
1997,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.29282,44,104,0.20494,0.38070
1997,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.36220,60,104,0.26938,0.45502
1997,Baden-Wuerttemberg,Urban regions,Inexpensive,0.25590,107,387,0.21237,0.29943
1997,Baden-Wuerttemberg,Urban regions,Reasonable,0.46104,197,387,0.41131,0.51077
1997,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.18309,83,387,0.14451,0.22167
1997,Bavaria,Urban regions,Very Inexpensive,0.12363,31,236,0.08155,0.16572
1997,Bavaria,Urban regions,Inexpensive,0.26151,68,236,0.20532,0.31769
1997,Bavaria,Urban regions,Reasonable,0.39152,103,236,0.32912,0.45393
1997,Bavaria,Urban regions,Slightly Expensive,0.18020,34,236,0.13106,0.22934
1997,Bavaria,Rural regions,Inexpensive,0.25397,46,136,0.18054,0.32739
1997,Bavaria,Rural regions,Reasonable,0.47036,90,136,0.38616,0.55455
1997,Berlin,Urban regions,Inexpensive,0.23675,60,235,0.18229,0.29122
1997,Berlin,Urban regions,Reasonable,0.47598,118,235,0.41199,0.53997
1997,Berlin,Urban regions,Slightly Expensive,0.16989,57,235,0.12178,0.21801
1997,Brandenburg,Rural regions,Reasonable,0.46860,83,130,0.38248,0.55471
1997,Brandenburg,Rural regions,Slightly Expensive,0.26590,47,130,0.18966,0.34215
1997,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.50144,52,52,0.36421,0.63866
1997,Saxony,Urban regions,Inexpensive,0.23897,50,199,0.17957,0.29837
1997,Saxony,Urban regions,Reasonable,0.46291,102,199,0.39345,0.53236
1997,Saxony,Urban regions,Slightly Expensive,0.20382,47,199,0.14771,0.25993
1997,Saxony,Rural regions,Inexpensive,0.24653,35,99,0.16120,0.33186
1997,Saxony,Rural regions,Reasonable,0.45772,64,99,0.35908,0.55636
1997,Saxony-Anhalt,Urban regions,Reasonable,0.57268,36,36,0.40879,0.73657
1997,Saxony-Anhalt,Rural regions,Reasonable,0.46230,58,58,0.33287,0.59174
1997,Thuringa,Urban regions,Reasonable,0.48643,32,32,0.31048,0.66238
1997,Thuringa,Rural regions,Reasonable,0.56053,50,50,0.42156,0.69950
1998,Hamburg,Urban regions,Reasonable,0.47486,37,37,0.31173,0.63798
1998,Lower Saxony,Urban regions,Inexpensive,0.17471,35,171,0.11763,0.23179
1998,Lower Saxony,Urban regions,Reasonable,0.45492,85,171,0.38006,0.52977
1998,Lower Saxony,Urban regions,Slightly Expensive,0.27254,51,171,0.20561,0.33948
1998,Lower Saxony,Rural regions,Inexpensive,0.36032,42,89,0.26001,0.46063
1998,Lower Saxony,Rural regions,Reasonable,0.39473,47,89,0.29261,0.49686
1998,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.11233,86,909,0.09179,0.13287
1998,North Rhine-Westphalia,Urban regions,Inexpensive,0.26199,233,909,0.23338,0.29059
1998,North Rhine-Westphalia,Urban regions,Reasonable,0.42481,387,909,0.39265,0.45696
1998,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.16891,162,909,0.14454,0.19328
1998,North Rhine-Westphalia,Urban regions,Too Expensive,0.03196,41,909,0.02052,0.04340
1998,Hesse,Urban regions,Inexpensive,0.28753,64,216,0.22703,0.34803
1998,Hesse,Urban regions,Reasonable,0.42616,103,216,0.36005,0.49226
1998,Hesse,Urban regions,Slightly Expensive,0.15227,49,216,0.10424,0.20029
1998,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.25659,45,144,0.18501,0.32818
1998,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.29735,50,144,0.22243,0.37226
1998,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.34720,49,144,0.26917,0.42523
1998,Baden-Wuerttemberg,Urban regions,Inexpensive,0.33409,128,410,0.28838,0.37980
1998,Baden-Wuerttemberg,Urban regions,Reasonable,0.38880,191,410,0.34156,0.43604
1998,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.19257,91,410,0.15435,0.23078
1998,Bavaria,Urban regions,Inexpensive,0.22139,67,243,0.16908,0.27370
1998,Bavaria,Urban regions,Reasonable,0.46658,131,243,0.40373,0.52944
1998,Bavaria,Urban regions,Slightly Expensive,0.17884,45,243,0.13056,0.22712
1998,Bavaria,Rural regions,Inexpensive,0.29910,54,151,0.22583,0.37238
1998,Bavaria,Rural regions,Reasonable,0.49080,97,151,0.41080,0.57081
1998,Berlin,Urban regions,Inexpensive,0.26419,72,263,0.21080,0.31757
1998,Berlin,Urban regions,Reasonable,0.45181,125,263,0.39155,0.51207
1998,Berlin,Urban regions,Slightly Expensive,0.20538,66,263,0.15646,0.25430
1998,Brandenburg,Rural regions,Reasonable,0.46378,83,131,0.37806,0.54951
1998,Brandenburg,Rural regions,Slightly Expensive,0.27133,48,131,0.19490,0.34777
1998,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.51304,56,56,0.38094,0.64514
1998,Saxony,Urban regions,Inexpensive,0.25092,53,206,0.19157,0.31026
1998,Saxony,Urban regions,Reasonable,0.47527,103,206,0.40691,0.54364
1998,Saxony,Urban regions,Slightly Expensive,0.20330,50,206,0.14821,0.25840
1998,Saxony,Rural regions,Inexpensive,0.24084,40,141,0.17001,0.31167
1998,Saxony,Rural regions,Reasonable,0.44476,67,141,0.36244,0.52707
1998,Saxony,Rural regions,Slightly Expensive,0.21251,34,141,0.14474,0.28027
1998,Saxony-Anhalt,Rural regions,Inexpensive,0.21083,34,131,0.14071,0.28095
1998,Saxony-Anhalt,Rural regions,Reasonable,0.40766,63,131,0.32319,0.49213
1998,Saxony-Anhalt,Rural regions,Slightly Expensive,0.27494,34,131,0.19819,0.35169
1998,Thuringa,Rural regions,Reasonable,0.46080,46,46,0.31516,0.60644
1999,Lower Saxony,Urban regions,Reasonable,0.50903,93,135,0.42439,0.59368
1999,Lower Saxony,Urban regions,Slightly Expensive,0.23952,42,135,0.16726,0.31178
1999,Lower Saxony,Rural regions,Reasonable,0.33239,36,36,0.17633,0.48846
1999,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.10055,74,865,0.08049,0.12060
1999,North Rhine-Westphalia,Urban regions,Inexpensive,0.25516,221,865,0.22609,0.28423
1999,North Rhine-Westphalia,Urban regions,Reasonable,0.45362,391,865,0.42042,0.48682
1999,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.16364,148,865,0.13897,0.18831
1999,North Rhine-Westphalia,Urban regions,Too Expensive,0.02703,31,865,0.01621,0.03784
1999,Hesse,Urban regions,Inexpensive,0.23306,55,192,0.17310,0.29302
1999,Hesse,Urban regions,Reasonable,0.44293,97,192,0.37249,0.51338
1999,Hesse,Urban regions,Slightly Expensive,0.15539,40,192,0.10401,0.20676
1999,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.26242,46,125,0.18498,0.33986
1999,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.32908,43,125,0.24637,0.41178
1999,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.26617,36,125,0.18838,0.34397
1999,Baden-Wuerttemberg,Urban regions,Inexpensive,0.27422,108,403,0.23061,0.31783
1999,Baden-Wuerttemberg,Urban regions,Reasonable,0.43315,209,403,0.38471,0.48159
1999,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.20092,86,403,0.16175,0.24009
1999,Bavaria,Urban regions,Inexpensive,0.20634,61,236,0.15460,0.25808
1999,Bavaria,Urban regions,Reasonable,0.46395,122,236,0.40019,0.52771
1999,Bavaria,Urban regions,Slightly Expensive,0.21801,53,236,0.16522,0.27080
1999,Bavaria,Rural regions,Inexpensive,0.24729,47,162,0.18065,0.31394
1999,Bavaria,Rural regions,Reasonable,0.48684,81,162,0.40963,0.56404
1999,Bavaria,Rural regions,Slightly Expensive,0.14693,34,162,0.09225,0.20162
1999,Berlin,Urban regions,Inexpensive,0.23347,64,256,0.18154,0.28539
1999,Berlin,Urban regions,Reasonable,0.47056,127,256,0.40929,0.53182
1999,Berlin,Urban regions,Slightly Expensive,0.22395,65,256,0.17278,0.27512
1999,Brandenburg,Rural regions,Inexpensive,0.27674,41,144,0.20341,0.35007
1999,Brandenburg,Rural regions,Reasonable,0.42339,69,144,0.34241,0.50438
1999,Brandenburg,Rural regions,Slightly Expensive,0.21286,34,144,0.14577,0.27995
1999,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.43025,48,48,0.28870,0.57180
1999,Saxony,Urban regions,Inexpensive,0.25592,55,189,0.19354,0.31830
1999,Saxony,Urban regions,Reasonable,0.43096,94,189,0.36017,0.50175
1999,Saxony,Urban regions,Slightly Expensive,0.18339,40,189,0.12807,0.23871
1999,Saxony,Rural regions,Inexpensive,0.17607,31,143,0.11342,0.23871
1999,Saxony,Rural regions,Reasonable,0.46693,72,143,0.38487,0.54899
1999,Saxony,Rural regions,Slightly Expensive,0.29147,40,143,0.21673,0.36622
1999,Saxony-Anhalt,Rural regions,Inexpensive,0.21819,35,136,0.14852,0.28787
1999,Saxony-Anhalt,Rural regions,Reasonable,0.44857,69,136,0.36468,0.53247
1999,Saxony-Anhalt,Rural regions,Slightly Expensive,0.28082,32,136,0.20501,0.35662
1999,Thuringa,Rural regions,Reasonable,0.50038,45,45,0.35264,0.64812
2000,Schleswig-Holstein,Urban regions,Reasonable,0.50374,39,39,0.34477,0.66271
2000,Schleswig-Holstein,Rural regions,Reasonable,0.35197,32,32,0.18385,0.52009
2000,Hamburg,Urban regions,Inexpensive,0.24355,35,111,0.16334,0.32376
2000,Hamburg,Urban regions,Reasonable,0.49050,76,111,0.39708,0.58392
2000,Lower Saxony,Urban regions,Inexpensive,0.25808,70,255,0.20426,0.31189
2000,Lower Saxony,Urban regions,Reasonable,0.48179,133,255,0.42034,0.54324
2000,Lower Saxony,Urban regions,Slightly Expensive,0.18052,52,255,0.13322,0.22782
2000,Lower Saxony,Rural regions,Inexpensive,0.30133,55,161,0.23023,0.37242
2000,Lower Saxony,Rural regions,Reasonable,0.36209,73,161,0.28762,0.43656
2000,Lower Saxony,Rural regions,Slightly Expensive,0.19411,33,161,0.13282,0.25539
2000,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.08711,123,1500,0.07283,0.10138
2000,North Rhine-Westphalia,Urban regions,Inexpensive,0.26451,393,1500,0.24218,0.28684
2000,North Rhine-Westphalia,Urban regions,Reasonable,0.45042,684,1500,0.42523,0.47561
2000,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.16777,253,1500,0.14886,0.18669
2000,North Rhine-Westphalia,Urban regions,Too Expensive,0.03019,47,1500,0.02153,0.03885
2000,Hesse,Urban regions,Very Inexpensive,0.10675,33,376,0.07549,0.13800
2000,Hesse,Urban regions,Inexpensive,0.29855,108,376,0.25223,0.34487
2000,Hesse,Urban regions,Reasonable,0.37258,152,376,0.32364,0.42152
2000,Hesse,Urban regions,Slightly Expensive,0.19111,83,376,0.15131,0.23090
2000,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.27421,71,211,0.21387,0.33455
2000,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.44480,102,211,0.37759,0.51201
2000,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.14636,38,211,0.09855,0.19417
2000,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.08070,43,645,0.05966,0.10173
2000,Baden-Wuerttemberg,Urban regions,Inexpensive,0.26029,173,645,0.22640,0.29418
2000,Baden-Wuerttemberg,Urban regions,Reasonable,0.47399,316,645,0.43542,0.51255
2000,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.15969,113,645,0.13140,0.18799
2000,Baden-Wuerttemberg,Rural regions,Reasonable,0.56552,37,37,0.40360,0.72745
2000,Bavaria,Urban regions,Very Inexpensive,0.06196,31,440,0.03941,0.08451
