year,bula_h,quintil_oecd_hh,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,North Rhine-Westphalia,1st Quintile,Reasonable,0.43963,107,222,0.37419,0.50507
1986,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.20241,56,222,0.14943,0.25538
1986,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.23303,48,169,0.16910,0.29696
1986,North Rhine-Westphalia,2nd Quintile,Reasonable,0.44605,87,169,0.37089,0.52122
1986,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.14001,34,169,0.08754,0.19248
1986,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.28869,61,143,0.21415,0.36322
1986,North Rhine-Westphalia,3rd Quintile,Reasonable,0.40915,82,143,0.32828,0.49002
1986,North Rhine-Westphalia,4th Quintile,Inexpensive,0.28666,49,127,0.20770,0.36562
1986,North Rhine-Westphalia,4th Quintile,Reasonable,0.47826,78,127,0.39104,0.56548
1986,North Rhine-Westphalia,5th Quintile,Reasonable,0.56671,71,71,0.45062,0.68279
1986,Hesse,1st Quintile,Reasonable,0.28766,32,32,0.12831,0.44702
1986,Baden-Wuerttemberg,1st Quintile,Reasonable,0.42121,53,53,0.28701,0.55541
1986,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.52518,62,62,0.39986,0.65050
1986,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.34413,39,95,0.24809,0.44018
1986,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.40255,56,95,0.30341,0.50170
1986,Baden-Wuerttemberg,4th Quintile,Reasonable,0.54017,52,52,0.40339,0.67695
1986,Baden-Wuerttemberg,5th Quintile,Reasonable,0.37912,31,31,0.20551,0.55274
1986,Bavaria,1st Quintile,Reasonable,0.35907,42,42,0.21223,0.50592
1986,Bavaria,2nd Quintile,Inexpensive,0.51224,37,37,0.34896,0.67553
1986,Bavaria,3rd Quintile,Inexpensive,0.37255,38,72,0.26009,0.48501
1986,Bavaria,3rd Quintile,Reasonable,0.30466,34,72,0.19760,0.41172
1986,Bavaria,4th Quintile,Reasonable,0.42941,38,38,0.26991,0.58891
1987,North Rhine-Westphalia,1st Quintile,Inexpensive,0.34157,74,219,0.27862,0.40453
1987,North Rhine-Westphalia,1st Quintile,Reasonable,0.37126,100,219,0.30712,0.43539
1987,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.15652,45,219,0.10829,0.20476
1987,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.25226,58,201,0.19207,0.31245
1987,North Rhine-Westphalia,2nd Quintile,Reasonable,0.43399,104,201,0.36530,0.50268
1987,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.16013,39,201,0.10930,0.21095
1987,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.29564,50,120,0.21365,0.37763
1987,North Rhine-Westphalia,3rd Quintile,Reasonable,0.42698,70,120,0.33811,0.51585
1987,North Rhine-Westphalia,4th Quintile,Inexpensive,0.27370,44,114,0.19149,0.35590
1987,North Rhine-Westphalia,4th Quintile,Reasonable,0.44892,70,114,0.35721,0.54063
1987,North Rhine-Westphalia,5th Quintile,Reasonable,0.56438,69,69,0.44653,0.68223
1987,Hesse,2nd Quintile,Reasonable,0.51463,33,33,0.34146,0.68780
1987,Baden-Wuerttemberg,1st Quintile,Reasonable,0.26531,32,32,0.10989,0.42073
1987,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.39565,42,82,0.28916,0.50214
1987,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.31022,40,82,0.20948,0.41096
1987,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.28361,38,100,0.19482,0.37240
1987,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.50861,62,100,0.41013,0.60709
1987,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.34999,33,80,0.24481,0.45517
1987,Baden-Wuerttemberg,4th Quintile,Reasonable,0.30648,47,80,0.20481,0.40814
1987,Bavaria,1st Quintile,Reasonable,0.37399,38,38,0.21808,0.52990
1987,Bavaria,2nd Quintile,Inexpensive,0.30373,35,75,0.19895,0.40851
1987,Bavaria,2nd Quintile,Reasonable,0.37181,40,75,0.26170,0.48193
1987,Bavaria,3rd Quintile,Reasonable,0.42839,42,42,0.27692,0.57986
1987,Bavaria,4th Quintile,Inexpensive,0.31218,31,67,0.20038,0.42397
1987,Bavaria,4th Quintile,Reasonable,0.38565,36,67,0.26822,0.50309
1988,Lower Saxony,1st Quintile,Reasonable,0.49246,31,31,0.31355,0.67136
1988,North Rhine-Westphalia,1st Quintile,Inexpensive,0.23441,50,221,0.17843,0.29039
1988,North Rhine-Westphalia,1st Quintile,Reasonable,0.43538,118,221,0.36986,0.50090
1988,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.19112,53,221,0.13916,0.24307
1988,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.32051,57,147,0.24482,0.39621
1988,North Rhine-Westphalia,2nd Quintile,Reasonable,0.43459,90,147,0.35418,0.51500
1988,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.29706,49,116,0.21354,0.38058
1988,North Rhine-Westphalia,3rd Quintile,Reasonable,0.35576,67,116,0.26826,0.44326
1988,North Rhine-Westphalia,4th Quintile,Inexpensive,0.27719,39,101,0.18945,0.36492
1988,North Rhine-Westphalia,4th Quintile,Reasonable,0.45487,62,101,0.35727,0.55247
1988,North Rhine-Westphalia,5th Quintile,Reasonable,0.55141,62,62,0.42660,0.67622
1988,Baden-Wuerttemberg,1st Quintile,Reasonable,0.40587,43,43,0.25736,0.55439
1988,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.29774,33,90,0.20274,0.39274
1988,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.44026,57,90,0.33712,0.54339
1988,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.31685,36,93,0.22178,0.41192
1988,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.44986,57,93,0.34820,0.55151
1988,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.31924,31,82,0.21771,0.42076
1988,Baden-Wuerttemberg,4th Quintile,Reasonable,0.38155,51,82,0.27576,0.48734
1988,Bavaria,1st Quintile,Inexpensive,0.37340,32,70,0.25927,0.48754
1988,Bavaria,1st Quintile,Reasonable,0.38179,38,70,0.26715,0.49642
1988,Bavaria,2nd Quintile,Inexpensive,0.42128,33,71,0.30561,0.53695
1988,Bavaria,2nd Quintile,Reasonable,0.32230,38,71,0.21281,0.43178
1988,Bavaria,3rd Quintile,Reasonable,0.33295,36,36,0.17682,0.48908
1988,Bavaria,4th Quintile,Reasonable,0.46690,35,35,0.29920,0.63460
1989,North Rhine-Westphalia,1st Quintile,Inexpensive,0.27431,54,200,0.21232,0.33630
1989,North Rhine-Westphalia,1st Quintile,Reasonable,0.43691,102,200,0.36800,0.50583
1989,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.16179,44,200,0.11062,0.21295
1989,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.32623,59,166,0.25469,0.39776
1989,North Rhine-Westphalia,2nd Quintile,Reasonable,0.31512,72,166,0.24423,0.38600
1989,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.15710,35,166,0.10157,0.21262
1989,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.24678,45,113,0.16693,0.32662
1989,North Rhine-Westphalia,3rd Quintile,Reasonable,0.47251,68,113,0.38005,0.56497
1989,North Rhine-Westphalia,4th Quintile,Inexpensive,0.30041,43,101,0.21055,0.39026
1989,North Rhine-Westphalia,4th Quintile,Reasonable,0.41756,58,101,0.32090,0.51422
1989,North Rhine-Westphalia,5th Quintile,Inexpensive,0.26203,32,82,0.16626,0.35779
1989,North Rhine-Westphalia,5th Quintile,Reasonable,0.45793,50,82,0.34943,0.56644
1989,Baden-Wuerttemberg,1st Quintile,Reasonable,0.30813,38,38,0.15935,0.45691
1989,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.32647,38,88,0.22793,0.42500
1989,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.39885,50,88,0.29596,0.50175
1989,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.31530,32,77,0.21083,0.41976
1989,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.42956,45,77,0.31827,0.54085
1989,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.44169,42,73,0.32699,0.55640
1989,Baden-Wuerttemberg,4th Quintile,Reasonable,0.29649,31,73,0.19100,0.40199
1989,Bavaria,1st Quintile,Reasonable,0.50673,41,41,0.35180,0.66167
1989,Bavaria,2nd Quintile,Inexpensive,0.33785,32,72,0.22783,0.44787
1989,Bavaria,2nd Quintile,Reasonable,0.39223,40,72,0.27866,0.50580
1989,Bavaria,3rd Quintile,Inexpensive,0.34361,34,34,0.18158,0.50565
1989,Bavaria,4th Quintile,Reasonable,0.46052,40,40,0.30409,0.61696
1990,Lower Saxony,2nd Quintile,Reasonable,0.45319,35,35,0.28586,0.62052
1990,Lower Saxony,3rd Quintile,Reasonable,0.38355,31,31,0.20955,0.55755
1990,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.28220,75,241,0.22525,0.33914
1990,North Rhine-Westphalia,2nd Quintile,Reasonable,0.45076,122,241,0.38781,0.51371
1990,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.13295,44,241,0.08999,0.17590
1990,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.31697,75,175,0.24783,0.38611
1990,North Rhine-Westphalia,3rd Quintile,Reasonable,0.44354,100,175,0.36972,0.51736
1990,North Rhine-Westphalia,4th Quintile,Inexpensive,0.25738,49,114,0.17677,0.33799
1990,North Rhine-Westphalia,4th Quintile,Reasonable,0.44242,65,114,0.35084,0.53399
1990,North Rhine-Westphalia,5th Quintile,Inexpensive,0.28360,39,92,0.19099,0.37622
1990,North Rhine-Westphalia,5th Quintile,Reasonable,0.44869,53,92,0.34650,0.55088
1990,Hesse,2nd Quintile,Reasonable,0.32541,33,33,0.16307,0.48775
1990,Hesse,4th Quintile,Inexpensive,0.31566,31,67,0.20353,0.42779
1990,Hesse,4th Quintile,Reasonable,0.39612,36,67,0.27812,0.51411
1990,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.37439,41,95,0.27656,0.47223
1990,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.31829,54,95,0.22412,0.41245
1990,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.34914,43,96,0.25328,0.44500
1990,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.41689,53,96,0.31774,0.51604
1990,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.30935,41,91,0.21385,0.40485
1990,Baden-Wuerttemberg,4th Quintile,Reasonable,0.36016,50,91,0.26098,0.45934
1990,Bavaria,2nd Quintile,Inexpensive,0.36007,40,82,0.25553,0.46460
1990,Bavaria,2nd Quintile,Reasonable,0.40827,42,82,0.30123,0.51531
1990,Bavaria,3rd Quintile,Inexpensive,0.31147,41,87,0.21359,0.40934
1990,Bavaria,3rd Quintile,Reasonable,0.36841,46,87,0.26646,0.47036
1990,Bavaria,4th Quintile,Inexpensive,0.30314,35,35,0.14864,0.45763
1990,Bavaria,5th Quintile,Inexpensive,0.33206,34,72,0.22251,0.44161
1990,Bavaria,5th Quintile,Reasonable,0.32873,38,72,0.21946,0.43800
1990,Berlin,1st Quintile,Inexpensive,0.29277,48,126,0.21300,0.37254
1990,Berlin,1st Quintile,Reasonable,0.42523,78,126,0.33856,0.51190
1990,Brandenburg,1st Quintile,Very Inexpensive,0.23139,52,207,0.17380,0.28898
1990,Brandenburg,1st Quintile,Inexpensive,0.36829,79,207,0.30242,0.43416
1990,Brandenburg,1st Quintile,Reasonable,0.34212,76,207,0.27734,0.40691
1990,Mecklenburg-Western Pomerania,1st Quintile,Very Inexpensive,0.27463,49,160,0.20525,0.34401
1990,Mecklenburg-Western Pomerania,1st Quintile,Inexpensive,0.28774,47,160,0.21737,0.35811
1990,Mecklenburg-Western Pomerania,1st Quintile,Reasonable,0.40734,64,160,0.33096,0.48371
1990,Saxony,1st Quintile,Very Inexpensive,0.24091,123,466,0.20204,0.27978
1990,Saxony,1st Quintile,Inexpensive,0.30687,154,466,0.26495,0.34879
1990,Saxony,1st Quintile,Reasonable,0.38636,189,466,0.34211,0.43062
1990,Saxony-Anhalt,1st Quintile,Very Inexpensive,0.23815,60,235,0.18358,0.29273
1990,Saxony-Anhalt,1st Quintile,Inexpensive,0.35840,93,235,0.29696,0.41984
1990,Saxony-Anhalt,1st Quintile,Reasonable,0.32265,82,235,0.26276,0.38255
1990,Thuringa,1st Quintile,Very Inexpensive,0.19916,43,194,0.14282,0.25551
1990,Thuringa,1st Quintile,Inexpensive,0.36982,72,194,0.30171,0.43792
1990,Thuringa,1st Quintile,Reasonable,0.38412,79,194,0.31549,0.45274
1991,Lower Saxony,2nd Quintile,Reasonable,0.49911,41,41,0.34416,0.65406
1991,Lower Saxony,3rd Quintile,Reasonable,0.55449,39,39,0.39646,0.71252
1991,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.30047,77,246,0.24306,0.35788
1991,North Rhine-Westphalia,2nd Quintile,Reasonable,0.41306,127,246,0.35140,0.47471
1991,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.11041,42,246,0.07117,0.14966
1991,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.31496,73,166,0.24408,0.38583
1991,North Rhine-Westphalia,3rd Quintile,Reasonable,0.42709,93,166,0.35162,0.50257
1991,North Rhine-Westphalia,4th Quintile,Inexpensive,0.40695,74,141,0.32558,0.48833
1991,North Rhine-Westphalia,4th Quintile,Reasonable,0.35839,67,141,0.27896,0.43782
1991,North Rhine-Westphalia,5th Quintile,Inexpensive,0.23224,32,73,0.13470,0.32977
1991,North Rhine-Westphalia,5th Quintile,Reasonable,0.41156,41,73,0.29789,0.52524
1991,Hesse,2nd Quintile,Reasonable,0.42042,40,40,0.26549,0.57534
1991,Hesse,3rd Quintile,Reasonable,0.35714,32,32,0.18846,0.52582
1991,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.23187,34,88,0.14318,0.32055
1991,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.37254,54,88,0.27094,0.47413
1991,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.46917,53,103,0.37232,0.56602
1991,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.29251,50,103,0.20422,0.38079
1991,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.21961,35,87,0.13211,0.30710
1991,Baden-Wuerttemberg,4th Quintile,Reasonable,0.38723,52,87,0.28428,0.49018
1991,Bavaria,2nd Quintile,Inexpensive,0.36004,38,77,0.25212,0.46796
1991,Bavaria,2nd Quintile,Reasonable,0.37390,39,77,0.26512,0.48268
1991,Bavaria,3rd Quintile,Inexpensive,0.27225,32,83,0.17590,0.36859
1991,Bavaria,3rd Quintile,Reasonable,0.42417,51,83,0.31720,0.53114
1991,Bavaria,4th Quintile,Inexpensive,0.28975,31,64,0.17772,0.40177
1991,Bavaria,4th Quintile,Reasonable,0.31248,33,64,0.19802,0.42693
1991,Bavaria,5th Quintile,Very Inexpensive,0.29231,32,63,0.17910,0.40553
1991,Bavaria,5th Quintile,Inexpensive,0.29334,31,63,0.18001,0.40667
1991,Berlin,1st Quintile,Very Inexpensive,0.21079,32,134,0.14147,0.28010
1991,Berlin,1st Quintile,Inexpensive,0.38359,49,134,0.30095,0.46623
1991,Berlin,1st Quintile,Reasonable,0.35123,53,134,0.27010,0.43236
1991,Brandenburg,1st Quintile,Very Inexpensive,0.22119,48,192,0.16233,0.28005
1991,Brandenburg,1st Quintile,Inexpensive,0.47034,91,192,0.39956,0.54113
1991,Brandenburg,1st Quintile,Reasonable,0.26995,53,192,0.20699,0.33291
1991,Mecklenburg-Western Pomerania,1st Quintile,Very Inexpensive,0.22264,36,152,0.15628,0.28900
1991,Mecklenburg-Western Pomerania,1st Quintile,Inexpensive,0.40736,60,152,0.32899,0.48573
1991,Mecklenburg-Western Pomerania,1st Quintile,Reasonable,0.33711,56,152,0.26171,0.41251
1991,Saxony,1st Quintile,Very Inexpensive,0.25297,127,421,0.21140,0.29455
1991,Saxony,1st Quintile,Inexpensive,0.39540,165,421,0.34864,0.44216
1991,Saxony,1st Quintile,Reasonable,0.29324,129,421,0.24970,0.33678
1991,Saxony-Anhalt,1st Quintile,Very Inexpensive,0.23320,64,227,0.17807,0.28833
1991,Saxony-Anhalt,1st Quintile,Inexpensive,0.50059,108,227,0.43540,0.56577
1991,Saxony-Anhalt,1st Quintile,Reasonable,0.20646,55,227,0.15369,0.25923
1991,Thuringa,1st Quintile,Very Inexpensive,0.20928,44,182,0.15002,0.26855
1991,Thuringa,1st Quintile,Inexpensive,0.38510,73,182,0.31421,0.45599
1991,Thuringa,1st Quintile,Reasonable,0.38315,65,182,0.31233,0.45398
1992,Lower Saxony,4th Quintile,Reasonable,0.55964,34,34,0.39026,0.72902
1992,North Rhine-Westphalia,1st Quintile,Inexpensive,0.27118,37,89,0.17829,0.36407
1992,North Rhine-Westphalia,1st Quintile,Reasonable,0.39452,52,89,0.29240,0.49663
1992,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.34476,66,179,0.27493,0.41458
1992,North Rhine-Westphalia,2nd Quintile,Reasonable,0.43757,81,179,0.36469,0.51045
1992,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.11119,32,179,0.06501,0.15737
1992,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.36637,74,156,0.29051,0.44222
1992,North Rhine-Westphalia,3rd Quintile,Reasonable,0.43180,82,156,0.35382,0.50978
1992,North Rhine-Westphalia,4th Quintile,Inexpensive,0.36449,56,117,0.27691,0.45208
1992,North Rhine-Westphalia,4th Quintile,Reasonable,0.40332,61,117,0.31404,0.49259
1992,North Rhine-Westphalia,5th Quintile,Inexpensive,0.36224,42,79,0.25557,0.46890
1992,North Rhine-Westphalia,5th Quintile,Reasonable,0.44123,37,79,0.33104,0.55143
1992,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.33972,33,74,0.23107,0.44837
1992,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.26928,41,74,0.16752,0.37104
1992,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.37499,45,79,0.26755,0.48243
1992,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.31371,34,79,0.21073,0.41668
1992,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.35409,41,85,0.25182,0.45636
1992,Baden-Wuerttemberg,4th Quintile,Reasonable,0.28999,44,85,0.19295,0.38702
1992,Bavaria,3rd Quintile,Reasonable,0.33623,32,32,0.16993,0.50254
1992,Bavaria,4th Quintile,Inexpensive,0.29361,32,79,0.19254,0.39468
1992,Bavaria,4th Quintile,Reasonable,0.41010,47,79,0.30095,0.51925
1992,Berlin,1st Quintile,Reasonable,0.43871,31,31,0.26114,0.61628
1992,Berlin,4th Quintile,Reasonable,0.54952,35,35,0.38228,0.71676
1992,Brandenburg,1st Quintile,Reasonable,0.52656,45,45,0.37903,0.67409
1992,Saxony,1st Quintile,Reasonable,0.49736,92,144,0.41541,0.57931
1992,Saxony,1st Quintile,Slightly Expensive,0.30382,52,144,0.22844,0.37920
1992,Saxony,2nd Quintile,Reasonable,0.54286,72,72,0.42698,0.65873
1992,Saxony,3rd Quintile,Reasonable,0.60639,42,42,0.45685,0.75594
1992,Saxony-Anhalt,1st Quintile,Reasonable,0.45680,44,84,0.34963,0.56397
1992,Saxony-Anhalt,1st Quintile,Slightly Expensive,0.34656,40,84,0.24418,0.44893
1992,Saxony-Anhalt,2nd Quintile,Reasonable,0.57245,48,48,0.43101,0.71389
1992,Thuringa,1st Quintile,Reasonable,0.49484,45,76,0.38168,0.60799
1992,Thuringa,1st Quintile,Slightly Expensive,0.32004,31,76,0.21446,0.42562
1992,Thuringa,2nd Quintile,Reasonable,0.50986,34,34,0.33930,0.68043
1993,North Rhine-Westphalia,1st Quintile,Inexpensive,0.36882,57,122,0.28285,0.45479
1993,North Rhine-Westphalia,1st Quintile,Reasonable,0.40275,65,122,0.31536,0.49014
1993,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.37171,62,139,0.29108,0.45234
1993,North Rhine-Westphalia,2nd Quintile,Reasonable,0.40830,77,139,0.32629,0.49031
1993,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.31832,53,114,0.23243,0.40421
1993,North Rhine-Westphalia,3rd Quintile,Reasonable,0.45405,61,114,0.36225,0.54585
1993,North Rhine-Westphalia,4th Quintile,Inexpensive,0.36773,54,120,0.28109,0.45436
1993,North Rhine-Westphalia,4th Quintile,Reasonable,0.41264,66,120,0.32418,0.50109
1993,North Rhine-Westphalia,5th Quintile,Inexpensive,0.27121,36,88,0.17779,0.36463
1993,North Rhine-Westphalia,5th Quintile,Reasonable,0.48240,52,88,0.37740,0.58740
1993,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.51579,57,57,0.38490,0.64669
1993,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.44613,46,85,0.33983,0.55244
1993,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.25781,39,85,0.16426,0.35135
1993,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.31258,44,87,0.21461,0.41055
1993,Baden-Wuerttemberg,4th Quintile,Reasonable,0.36663,43,87,0.26478,0.46847
1993,Bavaria,1st Quintile,Reasonable,0.41424,31,31,0.23797,0.59051
1993,Bavaria,2nd Quintile,Inexpensive,0.36114,32,65,0.24346,0.47882
1993,Bavaria,2nd Quintile,Reasonable,0.32806,33,65,0.21303,0.44309
1993,Bavaria,3rd Quintile,Reasonable,0.33584,33,33,0.17220,0.49948
1993,Bavaria,4th Quintile,Reasonable,0.40545,40,40,0.25135,0.55954
1993,Saxony,1st Quintile,Reasonable,0.50233,73,118,0.41173,0.59293
1993,Saxony,1st Quintile,Slightly Expensive,0.29750,45,118,0.21466,0.38034
1993,Saxony,2nd Quintile,Reasonable,0.52561,65,109,0.43143,0.61978
1993,Saxony,2nd Quintile,Slightly Expensive,0.31516,44,109,0.22754,0.40278
1993,Saxony,3rd Quintile,Reasonable,0.39604,31,31,0.22103,0.57105
1993,Saxony-Anhalt,1st Quintile,Reasonable,0.43078,32,65,0.30946,0.55210
1993,Saxony-Anhalt,1st Quintile,Slightly Expensive,0.42223,33,65,0.30122,0.54324
