year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2018,Direct migration background,Urban regions,3018,6.85749,6.78896,6.92603,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2018,Direct migration background,Rural regions,1019,7.05946,6.93630,7.18261,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2018,Indirect migration background,Urban regions,1146,6.96630,6.84667,7.08593,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2018,Indirect migration background,Rural regions,255,7.12706,6.90406,7.35005,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
2019,No migration background,Urban regions,10615,6.86691,6.83108,6.90273,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2019,No migration background,Rural regions,6560,6.92678,6.88110,6.97246,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2019,Direct migration background,Urban regions,2672,6.94635,6.87103,7.02167,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2019,Direct migration background,Rural regions,908,7.16490,7.04249,7.28730,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2019,Indirect migration background,Urban regions,1090,7.14531,7.02591,7.26472,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2019,Indirect migration background,Rural regions,250,6.79440,6.56461,7.02419,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2020,No migration background,Urban regions,10060,6.84766,6.81027,6.88506,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2020,No migration background,Rural regions,6098,6.85947,6.81199,6.90694,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2020,Direct migration background,Urban regions,3812,6.92985,6.86849,6.99120,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2020,Direct migration background,Rural regions,1241,7.00075,6.89069,7.11081,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2020,Indirect migration background,Urban regions,1112,7.20746,7.08925,7.32566,6.00000,8.00000,8.10378,2.84433,10.00000,8.00000,7.00000,8.00000
2020,Indirect migration background,Rural regions,254,6.86104,6.62157,7.10052,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,8.00000
2021,No migration background,Urban regions,7505,7.00344,6.96256,7.04433,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2021,No migration background,Rural regions,4392,6.94053,6.88452,6.99655,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2021,Direct migration background,Urban regions,2137,7.06457,6.98352,7.14563,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2021,Direct migration background,Rural regions,670,7.31164,7.16748,7.45580,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2021,Indirect migration background,Urban regions,679,7.21124,7.08487,7.33760,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2021,Indirect migration background,Rural regions,175,7.15499,6.94502,7.36496,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2022,No migration background,Urban regions,10060,6.75894,6.72016,6.79771,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2022,No migration background,Rural regions,6266,6.77210,6.72198,6.82222,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2022,Direct migration background,Urban regions,4131,6.85205,6.78970,6.91439,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2022,Direct migration background,Rural regions,896,7.09383,6.96428,7.22338,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2022,Indirect migration background,Urban regions,1000,6.85561,6.73405,6.97717,5.46975,7.00000,8.00000,1.67438,10.00000,7.00000,7.00000,7.00000
2022,Indirect migration background,Rural regions,309,7.07529,6.86554,7.28505,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
