year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,2192,6.38890,6.27871,6.49908,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1984,female,5594,7.20021,7.13983,7.26059,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,8.00000,8.00000
1985,male,1494,6.39675,6.27603,6.51747,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1985,female,4898,7.14033,7.07902,7.20163,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1986,male,1655,6.42708,6.31651,6.53765,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1986,female,4696,7.06145,7.00024,7.12265,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1987,male,1674,6.50199,6.39698,6.60700,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1987,female,4651,7.13561,7.07655,7.19467,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
1988,male,1623,6.38842,6.27870,6.49815,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1988,female,4459,6.95882,6.89748,7.02016,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,male,1687,6.37978,6.27358,6.48599,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1989,female,4346,6.86430,6.80226,6.92634,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1990,male,2042,6.39064,6.29557,6.48571,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1990,female,4314,6.84383,6.78217,6.90548,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1991,male,,,,,,,,,,,,
1991,female,,,,,,,,,,,,
1992,male,,,,,,,,,,,,
1992,female,,,,,,,,,,,,
1993,male,2877,6.33282,6.25375,6.41188,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1993,female,5701,6.57135,6.51666,6.62604,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1994,male,2849,6.28741,6.20652,6.36829,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1994,female,5743,6.58370,6.53006,6.63734,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,male,3155,6.32075,6.24391,6.39758,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1995,female,5922,6.59630,6.54286,6.64973,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1996,male,3124,6.36636,6.29285,6.43986,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1996,female,5838,6.56872,6.51549,6.62195,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1997,male,3181,6.35152,6.27718,6.42587,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1997,female,5701,6.53940,6.48675,6.59205,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1998,male,3508,6.46463,6.39268,6.53658,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1998,female,6379,6.60803,6.55762,6.65844,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1999,male,3536,6.38795,6.31672,6.45918,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1999,female,6151,6.57474,6.52304,6.62643,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2000,male,6337,6.41222,6.35651,6.46792,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2000,female,10953,6.72816,6.68956,6.76675,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2001,male,5939,6.48659,6.43033,6.54284,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2001,female,10052,6.73505,6.69532,6.77477,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2002,male,6173,6.37266,6.31835,6.42696,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2002,female,10387,6.62411,6.58508,6.66314,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2003,male,6359,6.45864,6.40594,6.51134,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2003,female,10058,6.63869,6.59936,6.67802,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2004,male,6267,6.42314,6.36990,6.47637,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2004,female,9888,6.60340,6.56460,6.64220,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2005,male,6113,6.42680,6.37216,6.48144,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2005,female,9477,6.59285,6.55213,6.63356,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2006,male,6607,6.46133,6.40969,6.51297,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2006,female,10141,6.60583,6.56619,6.64547,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2007,male,6272,6.57464,6.52326,6.62602,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2007,female,9506,6.61034,6.57025,6.65043,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2008,male,5991,6.61163,6.56015,6.66311,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2008,female,8843,6.65879,6.61778,6.69979,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2009,male,5728,6.60785,6.55468,6.66102,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2009,female,8309,6.68721,6.64543,6.72899,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2010,male,7729,6.70522,6.66002,6.75042,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2010,female,11847,6.70618,6.67057,6.74179,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2011,male,8449,6.80634,6.76322,6.84947,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2011,female,12979,6.71530,6.68116,6.74944,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2012,male,8923,6.92264,6.88245,6.96283,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2012,female,13172,6.75673,6.72321,6.79025,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2013,male,8687,6.93376,6.89246,6.97506,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2013,female,12736,6.76236,6.72751,6.79721,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2014,male,9240,6.91175,6.87139,6.95211,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2014,female,13321,6.77166,6.73824,6.80507,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2015,male,8614,6.98603,6.94594,7.02613,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2015,female,12342,6.79428,6.76008,6.82848,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2016,male,8533,6.96945,6.92915,7.00975,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2016,female,12009,6.79022,6.75575,6.82469,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2017,male,9855,7.02094,6.98417,7.05770,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
