year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,6.98214,6.92832,7.03596,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000,7786.00000
1985,6.96806,6.91275,7.02338,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,7.00000,6392.00000
1986,6.89720,6.84313,6.95126,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,6351.00000
1987,6.96690,6.91488,7.01891,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,6325.00000
1988,6.80361,6.74956,6.85767,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,6082.00000
1989,6.72645,6.67250,6.78040,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,6033.00000
1990,6.69619,6.64412,6.74827,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,6356.00000
1991,,,,,,,,,,,,
1992,,,,,,,,,,,,
1993,6.49144,6.44639,6.53649,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,8578.00000
1994,6.48463,6.43976,6.52951,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,8592.00000
1995,6.49978,6.45578,6.54378,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,9077.00000
1996,6.49668,6.45352,6.53984,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,8962.00000
1997,6.47179,6.42873,6.51485,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,8882.00000
1998,6.55647,6.51510,6.59784,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,9887.00000
1999,6.50554,6.46362,6.54746,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,9687.00000
2000,6.60932,6.57735,6.64128,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,17290.00000
2001,6.64041,6.60777,6.67305,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,15991.00000
2002,6.52765,6.49581,6.55950,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,16560.00000
2003,6.56726,6.53564,6.59889,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,16417.00000
2004,6.53102,6.49948,6.56255,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,16155.00000
2005,6.52537,6.49257,6.55816,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,15590.00000
2006,6.54612,6.51459,6.57765,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,16748.00000
2007,6.59560,6.56395,6.62725,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,15778.00000
2008,6.63890,6.60679,6.67101,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,14834.00000
2009,6.65343,6.62050,6.68637,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,14037.00000
2010,6.70576,6.67776,6.73377,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,19576.00000
2011,6.75474,6.72795,6.78154,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,21428.00000
2012,6.82960,6.80384,6.85535,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,22095.00000
2013,6.83817,6.81153,6.86481,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,21423.00000
2014,6.83436,6.80860,6.86012,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,22561.00000
2015,6.88006,6.85403,6.90610,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,20956.00000
2016,6.87159,6.84538,6.89781,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,20542.00000
2017,6.87326,6.84844,6.89809,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,23075.00000
2018,6.83617,6.81123,6.86110,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,22479.00000
2019,6.91716,6.89227,6.94205,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,22603.00000
2020,6.88212,6.85710,6.90714,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,22577.00000
2021,7.01499,6.98607,7.04390,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,15559.00000
2022,6.79365,6.76760,6.81970,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,22670.00000
