year,bula_h,hhtyp,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,North Rhine-Westphalia,Single-person household,No,0.98063,636,636,0.96991,0.99135
2015,North Rhine-Westphalia,Couple without children,No,0.98877,794,794,0.98143,0.99610
2015,North Rhine-Westphalia,Single parent,Yes,0.07893,38,366,0.05127,0.10659
2015,North Rhine-Westphalia,Single parent,No,0.92107,328,366,0.89341,0.94873
2015,North Rhine-Westphalia,Couple with children,Yes,0.03059,63,1238,0.02099,0.04018
2015,North Rhine-Westphalia,Couple with children,No,0.96941,1175,1238,0.95982,0.97901
2015,North Rhine-Westphalia,Other Combinations,No,0.98428,51,51,0.94981,1.01876
2015,Hesse,Single-person household,No,0.98139,235,235,0.96408,0.99871
2015,Hesse,Couple without children,No,0.99652,285,285,0.98966,1.00337
2015,Hesse,Single parent,No,0.98762,116,116,0.96741,1.00783
2015,Hesse,Couple with children,No,0.97843,397,397,0.96412,0.99274
2015,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96164,213,213,0.93578,0.98749
2015,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99799,252,252,0.99246,1.00353
2015,"Rhineland-Palatinate, Saarland",Single parent,No,0.97854,84,84,0.94736,1.00971
2015,"Rhineland-Palatinate, Saarland",Couple with children,No,0.96504,297,297,0.94411,0.98597
2015,Baden-Wuerttemberg,Single-person household,No,0.96222,350,350,0.94222,0.98223
2015,Baden-Wuerttemberg,Couple without children,No,0.99878,470,470,0.99563,1.00194
2015,Baden-Wuerttemberg,Single parent,No,0.90543,141,141,0.85696,0.95390
2015,Baden-Wuerttemberg,Couple with children,No,0.98757,746,746,0.97962,0.99553
2015,Bavaria,Single-person household,No,0.98004,559,559,0.96844,0.99165
2015,Bavaria,Couple without children,No,0.99841,676,676,0.99541,1.00142
2015,Bavaria,Single parent,No,0.95424,229,229,0.92712,0.98137
2015,Bavaria,Couple with children,No,0.99092,936,936,0.98484,0.99700
2015,Bavaria,Other Combinations,No,0.95148,32,32,0.87584,1.02712
2015,Berlin,Single-person household,No,0.95699,209,209,0.92942,0.98456
2015,Berlin,Couple without children,No,0.99554,164,164,0.98532,1.00577
2015,Berlin,Single parent,No,0.85857,72,72,0.77752,0.93963
2015,Berlin,Couple with children,No,0.98042,149,149,0.95810,1.00274
2015,Brandenburg,Single-person household,No,0.95909,130,130,0.92491,0.99327
2015,Brandenburg,Couple without children,No,0.99774,215,215,0.99138,1.00410
2015,Brandenburg,Single parent,No,0.81648,55,55,0.71324,0.91973
2015,Brandenburg,Couple with children,No,0.93298,147,147,0.89242,0.97354
2015,Mecklenburg-Western Pomerania,Single-person household,No,0.96140,96,96,0.92266,1.00014
2015,Mecklenburg-Western Pomerania,Couple without children,No,0.98751,104,104,0.96606,1.00896
2015,Mecklenburg-Western Pomerania,Single parent,No,0.89417,35,35,0.79077,0.99757
2015,Mecklenburg-Western Pomerania,Couple with children,No,0.92120,71,71,0.85808,0.98432
2015,Saxony,Single-person household,No,0.95488,217,217,0.92719,0.98256
2015,Saxony,Couple without children,No,0.99117,288,288,0.98034,1.00199
2015,Saxony,Single parent,No,0.86249,79,79,0.78606,0.93892
2015,Saxony,Couple with children,No,0.97860,258,258,0.96091,0.99629
2015,Saxony-Anhalt,Single-person household,No,0.95628,141,141,0.92241,0.99015
2015,Saxony-Anhalt,Couple without children,No,0.98042,172,172,0.95966,1.00119
2015,Saxony-Anhalt,Single parent,No,0.86462,53,53,0.77162,0.95761
2015,Saxony-Anhalt,Couple with children,No,0.93182,127,127,0.88781,0.97583
2015,Thuringa,Single-person household,No,0.95006,149,149,0.91497,0.98515
2015,Thuringa,Couple without children,No,0.98278,179,179,0.96367,1.00189
2015,Thuringa,Single parent,No,0.82148,40,40,0.70129,0.94167
2015,Thuringa,Couple with children,No,0.97500,155,155,0.95034,0.99966
2016,Schleswig-Holstein,Single-person household,No,0.92720,117,117,0.87992,0.97448
2016,Schleswig-Holstein,Single parent,No,0.79829,50,50,0.68593,0.91065
2016,Schleswig-Holstein,Couple with children,No,0.98241,166,166,0.96236,1.00247
2016,Hamburg,Single-person household,No,0.98257,69,69,0.95147,1.01368
2016,Hamburg,Couple with children,No,0.98619,87,87,0.96152,1.01085
2016,Lower Saxony,Single-person household,No,0.98547,277,277,0.97135,0.99959
2016,Lower Saxony,Couple without children,No,0.99836,387,387,0.99433,1.00240
2016,Lower Saxony,Single parent,No,0.87974,134,134,0.82446,0.93502
2016,Lower Saxony,Couple with children,No,0.97248,454,454,0.95741,0.98754
2016,Bremen,Couple with children,No,0.99202,35,35,0.96211,1.02193
2016,North Rhine-Westphalia,Single-person household,No,0.98180,589,589,0.97100,0.99260
2016,North Rhine-Westphalia,Couple without children,No,0.99809,777,777,0.99501,1.00116
2016,North Rhine-Westphalia,Single parent,Yes,0.07370,31,312,0.04466,0.10273
2016,North Rhine-Westphalia,Single parent,No,0.92630,281,312,0.89727,0.95534
2016,North Rhine-Westphalia,Couple with children,Yes,0.03174,54,1119,0.02147,0.04202
2016,North Rhine-Westphalia,Couple with children,No,0.96826,1065,1119,0.95798,0.97853
2016,North Rhine-Westphalia,Other Combinations,No,0.96952,40,40,0.91556,1.02347
2016,Hesse,Single-person household,No,0.97416,200,200,0.95211,0.99620
2016,Hesse,Couple without children,No,0.98931,279,279,0.97722,1.00140
2016,Hesse,Single parent,No,0.94515,104,104,0.90118,0.98912
2016,Hesse,Couple with children,No,0.97082,321,321,0.95238,0.98926
2016,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96587,198,198,0.94052,0.99123
2016,"Rhineland-Palatinate, Saarland",Single parent,No,0.98280,75,75,0.95318,1.01242
2016,"Rhineland-Palatinate, Saarland",Couple with children,No,0.96563,280,280,0.94425,0.98700
2016,Baden-Wuerttemberg,Single-person household,No,0.96430,337,337,0.94446,0.98414
2016,Baden-Wuerttemberg,Couple without children,No,0.99314,422,422,0.98525,1.00102
2016,Baden-Wuerttemberg,Single parent,No,0.97790,140,140,0.95346,1.00234
2016,Baden-Wuerttemberg,Couple with children,No,0.98940,655,655,0.98155,0.99725
2016,Bavaria,Single-person household,No,0.98270,504,504,0.97131,0.99410
2016,Bavaria,Couple without children,No,0.99659,629,629,0.99202,1.00115
2016,Bavaria,Single parent,No,0.96161,219,219,0.93610,0.98711
2016,Bavaria,Couple with children,No,0.98898,833,833,0.98188,0.99607
2016,Berlin,Single-person household,No,0.97137,221,221,0.94933,0.99341
2016,Berlin,Couple without children,No,0.99923,166,166,0.99499,1.00347
2016,Berlin,Single parent,No,0.89425,62,62,0.81708,0.97142
2016,Berlin,Couple with children,No,0.98306,132,132,0.96096,1.00516
2016,Brandenburg,Single-person household,No,0.98174,130,130,0.95864,1.00485
2016,Brandenburg,Couple without children,No,0.99709,209,209,0.98978,1.00441
2016,Brandenburg,Single parent,No,0.90026,45,45,0.81172,0.98880
2016,Brandenburg,Couple with children,No,0.97159,138,138,0.94377,0.99941
2016,Mecklenburg-Western Pomerania,Single-person household,No,0.97531,97,97,0.94427,1.00635
2016,Mecklenburg-Western Pomerania,Couple without children,No,0.97845,103,103,0.95027,1.00663
2016,Mecklenburg-Western Pomerania,Couple with children,No,0.92924,67,67,0.86737,0.99110
2016,Saxony,Single-person household,No,0.94475,214,214,0.91407,0.97543
2016,Saxony,Couple without children,No,0.98879,282,282,0.97648,1.00110
2016,Saxony,Single parent,No,0.89325,85,85,0.82721,0.95929
2016,Saxony,Couple with children,No,0.98326,231,231,0.96667,0.99984
2016,Saxony-Anhalt,Single-person household,No,0.95333,138,138,0.91801,0.98865
2016,Saxony-Anhalt,Couple without children,No,0.99430,153,153,0.98233,1.00627
2016,Saxony-Anhalt,Single parent,No,0.92975,61,61,0.86508,0.99442
2016,Saxony-Anhalt,Couple with children,No,0.91235,123,123,0.86217,0.96253
2016,Thuringa,Single-person household,No,0.97386,144,144,0.94771,1.00001
2016,Thuringa,Couple without children,No,0.99167,178,178,0.97828,1.00506
2016,Thuringa,Single parent,No,0.86136,40,40,0.75291,0.96982
2016,Thuringa,Couple with children,No,0.97504,143,143,0.94938,1.00070
2017,Schleswig-Holstein,Single-person household,No,0.95366,146,146,0.91944,0.98787
2017,Schleswig-Holstein,Couple without children,No,0.99490,163,163,0.98394,1.00587
2017,Schleswig-Holstein,Single parent,No,0.93752,74,74,0.88200,0.99304
2017,Schleswig-Holstein,Couple with children,No,0.97512,246,246,0.95562,0.99462
2017,Hamburg,Single-person household,No,0.98904,78,78,0.96579,1.01230
2017,Hamburg,Single parent,No,0.96612,32,32,0.90243,1.02981
2017,Hamburg,Couple with children,No,0.98368,104,104,0.95921,1.00815
2017,Lower Saxony,Single-person household,No,0.98489,366,366,0.97238,0.99741
2017,Lower Saxony,Couple without children,No,0.99931,470,470,0.99694,1.00169
2017,Lower Saxony,Single parent,No,0.93019,164,164,0.89107,0.96931
2017,Lower Saxony,Couple with children,No,0.97123,630,630,0.95816,0.98429
2017,Bremen,Single-person household,No,0.96065,43,43,0.90185,1.01945
2017,Bremen,Couple with children,No,0.98720,70,70,0.96068,1.01372
2017,North Rhine-Westphalia,Single-person household,No,0.98129,729,729,0.97144,0.99113
2017,North Rhine-Westphalia,Couple without children,No,0.99530,906,906,0.99085,0.99976
2017,North Rhine-Westphalia,Single parent,Yes,0.07134,40,351,0.04437,0.09831
2017,North Rhine-Westphalia,Single parent,No,0.92866,311,351,0.90169,0.95563
2017,North Rhine-Westphalia,Couple with children,Yes,0.02635,85,1402,0.01797,0.03474
2017,North Rhine-Westphalia,Couple with children,No,0.97365,1317,1402,0.96526,0.98203
2017,North Rhine-Westphalia,Other Combinations,No,0.91710,82,82,0.85705,0.97715
2017,Hesse,Single-person household,No,0.98109,265,265,0.96466,0.99752
2017,Hesse,Couple without children,No,0.98782,286,286,0.97508,1.00055
2017,Hesse,Single parent,No,0.89907,110,110,0.84252,0.95562
2017,Hesse,Couple with children,No,0.98753,454,454,0.97731,0.99775
2017,Hesse,Other Combinations,No,0.92428,37,37,0.83786,1.01070
2017,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96932,235,235,0.94723,0.99142
2017,"Rhineland-Palatinate, Saarland",Single parent,No,0.99098,88,88,0.97110,1.01085
2017,"Rhineland-Palatinate, Saarland",Couple with children,No,0.96693,357,357,0.94835,0.98551
2017,Baden-Wuerttemberg,Single-person household,No,0.97271,392,392,0.95656,0.98886
2017,Baden-Wuerttemberg,Couple without children,No,0.99687,491,491,0.99193,1.00182
2017,Baden-Wuerttemberg,Single parent,No,0.96574,155,155,0.93701,0.99447
2017,Baden-Wuerttemberg,Couple with children,No,0.98883,811,811,0.98160,0.99607
2017,Baden-Wuerttemberg,Other Combinations,No,0.99185,32,32,0.96021,1.02350
2017,Bavaria,Single-person household,No,0.98266,603,603,0.97223,0.99308
2017,Bavaria,Couple without children,No,0.99711,707,707,0.99315,1.00107
2017,Bavaria,Single parent,No,0.95521,237,237,0.92883,0.98160
2017,Bavaria,Couple with children,Yes,0.00876,35,1014,0.00302,0.01450
2017,Bavaria,Couple with children,No,0.99124,979,1014,0.98550,0.99698
2017,Bavaria,Other Combinations,No,0.95972,55,55,0.90729,1.01216
2017,Berlin,Single-person household,No,0.97810,250,250,0.95992,0.99628
2017,Berlin,Couple without children,No,0.97516,184,184,0.95261,0.99771
2017,Berlin,Single parent,No,0.90459,69,69,0.83477,0.97442
2017,Berlin,Couple with children,No,0.96688,168,168,0.93973,0.99402
2017,Brandenburg,Single-person household,No,0.95862,162,162,0.92785,0.98939
2017,Brandenburg,Couple without children,No,0.99118,226,226,0.97897,1.00340
2017,Brandenburg,Single parent,No,0.90484,51,51,0.82350,0.98618
2017,Brandenburg,Couple with children,No,0.95792,212,212,0.93083,0.98501
2017,Mecklenburg-Western Pomerania,Single-person household,No,0.95834,116,116,0.92181,0.99486
2017,Mecklenburg-Western Pomerania,Couple without children,No,0.98229,110,110,0.95753,1.00705
2017,Mecklenburg-Western Pomerania,Couple with children,No,0.99126,97,97,0.97264,1.00988
2017,Saxony,Single-person household,No,0.94949,268,268,0.92322,0.97576
2017,Saxony,Couple without children,No,0.99021,318,318,0.97937,1.00105
2017,Saxony,Single parent,No,0.90830,91,91,0.84868,0.96793
2017,Saxony,Couple with children,No,0.97802,317,317,0.96185,0.99419
2017,Saxony-Anhalt,Single-person household,No,0.93499,153,153,0.89580,0.97419
2017,Saxony-Anhalt,Couple without children,No,0.99572,192,192,0.98646,1.00498
2017,Saxony-Anhalt,Single parent,No,0.91659,66,66,0.84937,0.98381
2017,Saxony-Anhalt,Couple with children,No,0.94730,166,166,0.91321,0.98140
2017,Thuringa,Single-person household,No,0.94179,174,174,0.90690,0.97668
2017,Thuringa,Couple without children,No,0.99615,195,195,0.98744,1.00486
2017,Thuringa,Single parent,No,0.79615,40,40,0.66971,0.92259
2017,Thuringa,Couple with children,No,0.98817,181,181,0.97238,1.00397
2018,Schleswig-Holstein,Single-person household,No,0.97544,140,140,0.94971,1.00117
2018,Schleswig-Holstein,Couple without children,No,0.99774,159,159,0.99034,1.00514
2018,Schleswig-Holstein,Single parent,No,0.79065,53,53,0.68006,0.90123
2018,Schleswig-Holstein,Couple with children,No,0.97477,240,240,0.95489,0.99465
2018,Hamburg,Single-person household,No,0.95612,92,92,0.91403,0.99820
2018,Hamburg,Couple without children,No,0.98995,94,94,0.96967,1.01022
2018,Hamburg,Single parent,No,0.88905,37,37,0.78646,0.99165
2018,Hamburg,Couple with children,No,0.99390,111,111,0.97935,1.00845
2018,Lower Saxony,Single-person household,No,0.96453,372,372,0.94570,0.98335
2018,Lower Saxony,Couple without children,No,0.99274,452,452,0.98491,1.00058
2018,Lower Saxony,Single parent,No,0.95154,157,157,0.91785,0.98524
2018,Lower Saxony,Couple with children,Yes,0.02007,45,685,0.00956,0.03058
2018,Lower Saxony,Couple with children,No,0.97993,640,685,0.96942,0.99044
2018,Lower Saxony,Other Combinations,No,0.98313,45,45,0.94507,1.02118
2018,Bremen,Single-person household,No,0.98828,39,39,0.95406,1.02250
2018,Bremen,Couple without children,No,0.99717,39,39,0.98028,1.01406
2018,Bremen,Couple with children,Yes,0.05601,31,74,0.00326,0.10876
2018,Bremen,Couple with children,No,0.94399,43,74,0.89124,0.99674
2018,North Rhine-Westphalia,Single-person household,No,0.97845,832,832,0.96857,0.98832
2018,North Rhine-Westphalia,Couple without children,No,0.99755,920,920,0.99435,1.00075
2018,North Rhine-Westphalia,Single parent,Yes,0.06751,37,378,0.04218,0.09284
2018,North Rhine-Westphalia,Single parent,No,0.93249,341,378,0.90716,0.95782
2018,North Rhine-Westphalia,Couple with children,Yes,0.03705,100,1434,0.02727,0.04683
2018,North Rhine-Westphalia,Couple with children,No,0.96295,1334,1434,0.95317,0.97273
2018,North Rhine-Westphalia,Multi-generational household,No,0.90975,32,32,0.80888,1.01062
2018,North Rhine-Westphalia,Other Combinations,No,0.93322,101,101,0.88429,0.98215
2018,Hesse,Single-person household,No,0.96955,279,279,0.94935,0.98975
2018,Hesse,Couple without children,No,0.99141,274,274,0.98046,1.00236
2018,Hesse,Single parent,No,0.92167,117,117,0.87278,0.97057
2018,Hesse,Couple with children,Yes,0.01689,35,467,0.00519,0.02859
2018,Hesse,Couple with children,No,0.98311,432,467,0.97141,0.99481
2018,Hesse,Other Combinations,No,0.94443,31,31,0.86245,1.02641
2018,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98195,253,253,0.96551,0.99839
2018,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99513,260,260,0.98666,1.00361
2018,"Rhineland-Palatinate, Saarland",Single parent,No,0.92446,89,89,0.86925,0.97967
2018,"Rhineland-Palatinate, Saarland",Couple with children,No,0.97342,361,361,0.95680,0.99004
2018,"Rhineland-Palatinate, Saarland",Other Combinations,No,0.99009,34,34,0.95629,1.02389
2018,Baden-Wuerttemberg,Single-person household,No,0.97775,385,385,0.96300,0.99250
2018,Baden-Wuerttemberg,Couple without children,No,0.99786,472,472,0.99369,1.00203
2018,Baden-Wuerttemberg,Single parent,No,0.94536,146,146,0.90836,0.98235
2018,Baden-Wuerttemberg,Couple with children,Yes,0.02120,33,782,0.01109,0.03130
2018,Baden-Wuerttemberg,Couple with children,No,0.97880,749,782,0.96870,0.98891
2018,Bavaria,Single-person household,No,0.99036,640,640,0.98279,0.99794
2018,Bavaria,Couple without children,No,0.99336,666,666,0.98719,0.99953
2018,Bavaria,Single parent,No,0.96343,242,242,0.93973,0.98713
2018,Bavaria,Couple with children,Yes,0.01865,48,970,0.01013,0.02717
2018,Bavaria,Couple with children,No,0.98135,922,970,0.97283,0.98987
2018,Bavaria,Other Combinations,No,0.99768,55,55,0.98485,1.01051
2018,Berlin,Single-person household,No,0.97743,295,295,0.96045,0.99441
2018,Berlin,Couple without children,No,0.96892,186,186,0.94391,0.99393
2018,Berlin,Single parent,No,0.94231,73,73,0.88846,0.99617
2018,Berlin,Couple with children,No,0.96331,187,187,0.93629,0.99033
2018,Brandenburg,Single-person household,No,0.94189,175,175,0.90713,0.97665
2018,Brandenburg,Couple without children,No,0.99221,231,231,0.98084,1.00357
2018,Brandenburg,Single parent,No,0.92215,57,57,0.85198,0.99233
2018,Brandenburg,Couple with children,No,0.95523,187,187,0.92551,0.98495
2018,Mecklenburg-Western Pomerania,Single-person household,No,0.95513,124,124,0.91854,0.99171
2018,Mecklenburg-Western Pomerania,Couple without children,No,0.99061,119,119,0.97321,1.00801
2018,Mecklenburg-Western Pomerania,Single parent,No,0.74066,31,31,0.58382,0.89749
2018,Mecklenburg-Western Pomerania,Couple with children,No,0.98101,113,113,0.95573,1.00629
2018,Saxony,Single-person household,No,0.93817,276,276,0.90971,0.96664
2018,Saxony,Couple without children,No,0.99933,315,315,0.99647,1.00219
2018,Saxony,Single parent,No,0.90760,92,92,0.84810,0.96710
2018,Saxony,Couple with children,No,0.98056,305,305,0.96503,0.99608
2018,Saxony-Anhalt,Single-person household,No,0.97619,169,169,0.95314,0.99924
2018,Saxony-Anhalt,Couple without children,No,0.99534,182,182,0.98543,1.00526
2018,Saxony-Anhalt,Single parent,No,0.86909,67,67,0.78771,0.95046
2018,Saxony-Anhalt,Couple with children,No,0.98756,163,163,0.97049,1.00463
2018,Thuringa,Single-person household,No,0.94981,179,179,0.91773,0.98188
2018,Thuringa,Couple without children,No,0.99845,194,194,0.99291,1.00400
2018,Thuringa,Single parent,No,0.87002,50,50,0.77586,0.96418
2018,Thuringa,Couple with children,No,0.98273,178,178,0.96354,1.00192
2019,Schleswig-Holstein,Single-person household,No,0.96478,140,140,0.93414,0.99543
2019,Schleswig-Holstein,Couple without children,No,0.99908,190,190,0.99476,1.00340
2019,Schleswig-Holstein,Single parent,No,0.92697,57,57,0.85883,0.99512
2019,Schleswig-Holstein,Couple with children,No,0.98543,261,261,0.97087,1.00000
2019,Hamburg,Single-person household,No,0.95207,95,95,0.90888,0.99525
2019,Hamburg,Couple without children,No,0.98879,115,115,0.96947,1.00812
2019,Hamburg,Single parent,No,0.92274,47,47,0.84559,0.99990
2019,Hamburg,Couple with children,No,0.98553,118,118,0.96389,1.00717
2019,Lower Saxony,Single-person household,No,0.94008,377,377,0.91609,0.96407
2019,Lower Saxony,Couple without children,No,0.99210,481,481,0.98418,1.00002
2019,Lower Saxony,Single parent,No,0.94083,161,161,0.90427,0.97739
2019,Lower Saxony,Couple with children,Yes,0.02828,40,655,0.01557,0.04098
2019,Lower Saxony,Couple with children,No,0.97172,615,655,0.95902,0.98443
2019,Lower Saxony,Other Combinations,No,0.93617,31,31,0.84869,1.02364
2019,Bremen,Single-person household,No,0.98960,38,38,0.95691,1.02229
2019,Bremen,Couple without children,No,0.99262,41,41,0.96610,1.01914
2019,Bremen,Couple with children,No,0.95061,37,37,0.87982,1.02139
2019,North Rhine-Westphalia,Single-person household,No,0.97339,872,872,0.96270,0.98408
2019,North Rhine-Westphalia,Couple without children,No,0.99749,1008,1008,0.99440,1.00058
2019,North Rhine-Westphalia,Single parent,No,0.94017,314,314,0.91390,0.96645
2019,North Rhine-Westphalia,Couple with children,Yes,0.02949,62,1475,0.02085,0.03813
2019,North Rhine-Westphalia,Couple with children,No,0.97051,1413,1475,0.96187,0.97915
2019,North Rhine-Westphalia,Other Combinations,No,0.97376,94,94,0.94128,1.00625
2019,Hesse,Single-person household,No,0.95691,304,304,0.93404,0.97977
2019,Hesse,Couple without children,No,0.99226,344,344,0.98299,1.00154
2019,Hesse,Single parent,No,0.95583,110,110,0.91726,0.99441
2019,Hesse,Couple with children,No,0.97344,458,458,0.95870,0.98818
2019,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98251,259,259,0.96652,0.99851
2019,"Rhineland-Palatinate, Saarland",Couple without children,No,0.98138,294,294,0.96590,0.99686
2019,"Rhineland-Palatinate, Saarland",Single parent,No,0.85902,86,86,0.78504,0.93301
2019,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98191,354,354,0.96800,0.99581
2019,Baden-Wuerttemberg,Single-person household,No,0.96345,407,407,0.94520,0.98170
2019,Baden-Wuerttemberg,Couple without children,No,0.99902,521,521,0.99633,1.00171
2019,Baden-Wuerttemberg,Single parent,No,0.96317,116,116,0.92875,0.99759
2019,Baden-Wuerttemberg,Couple with children,Yes,0.01821,32,807,0.00898,0.02745
2019,Baden-Wuerttemberg,Couple with children,No,0.98179,775,807,0.97255,0.99102
2019,Bavaria,Single-person household,No,0.98642,689,689,0.97777,0.99507
2019,Bavaria,Couple without children,No,0.99399,750,750,0.98845,0.99952
2019,Bavaria,Single parent,No,0.98683,233,233,0.97217,1.00150
2019,Bavaria,Couple with children,No,0.98903,977,977,0.98250,0.99557
2019,Bavaria,Other Combinations,No,0.98814,57,57,0.95978,1.01649
2019,Berlin,Single-person household,No,0.96177,318,318,0.94066,0.98288
2019,Berlin,Single parent,No,0.95016,74,74,0.90024,1.00008
2019,Berlin,Couple with children,No,0.96534,192,192,0.93940,0.99128
2019,Brandenburg,Single-person household,No,0.94196,177,177,0.90741,0.97650
2019,Brandenburg,Couple without children,No,0.99568,267,267,0.98781,1.00356
2019,Brandenburg,Single parent,No,0.89324,59,59,0.81377,0.97272
2019,Brandenburg,Couple with children,No,0.96369,234,234,0.93967,0.98771
2019,Mecklenburg-Western Pomerania,Single-person household,No,0.91057,111,111,0.85725,0.96390
2019,Mecklenburg-Western Pomerania,Couple without children,No,0.99809,143,143,0.99092,1.00527
2019,Mecklenburg-Western Pomerania,Single parent,No,0.80018,35,35,0.66577,0.93459
2019,Mecklenburg-Western Pomerania,Couple with children,No,0.99312,120,120,0.97828,1.00797
2019,Saxony,Single-person household,No,0.95622,268,268,0.93168,0.98076
2019,Saxony,Couple without children,No,0.99898,371,371,0.99572,1.00223
2019,Saxony,Single parent,No,0.94950,88,88,0.90349,0.99551
2019,Saxony,Couple with children,No,0.97908,319,319,0.96335,0.99481
2019,Saxony-Anhalt,Single-person household,No,0.97910,163,163,0.95708,1.00113
2019,Saxony-Anhalt,Couple without children,No,0.99537,193,193,0.98578,1.00497
2019,Saxony-Anhalt,Single parent,No,0.84813,61,61,0.75732,0.93895
2019,Saxony-Anhalt,Couple with children,No,0.98497,164,164,0.96629,1.00365
2019,Thuringa,Single-person household,No,0.95594,182,182,0.92604,0.98584
2019,Thuringa,Couple without children,No,0.98677,190,190,0.97048,1.00306
2019,Thuringa,Single parent,No,0.88821,49,49,0.79906,0.97735
2019,Thuringa,Couple with children,No,0.96172,178,178,0.93346,0.98999
2020,Schleswig-Holstein,Single-person household,No,0.97479,150,150,0.94962,0.99996
2020,Schleswig-Holstein,Couple without children,No,0.99839,173,173,0.99239,1.00439
2020,Schleswig-Holstein,Single parent,No,0.93649,56,56,0.87204,1.00094
2020,Schleswig-Holstein,Couple with children,No,0.97957,248,248,0.96193,0.99721
2020,Hamburg,Single-person household,No,0.97175,121,121,0.94211,1.00140
2020,Hamburg,Couple without children,No,0.98262,116,116,0.95874,1.00651
2020,Hamburg,Single parent,No,0.91886,44,44,0.83725,1.00048
2020,Lower Saxony,Single-person household,No,0.96476,445,445,0.94761,0.98191
2020,Lower Saxony,Couple without children,No,0.99898,487,487,0.99615,1.00182
2020,Lower Saxony,Single parent,No,0.94867,142,142,0.91224,0.98509
2020,Lower Saxony,Couple with children,No,0.97586,611,611,0.96368,0.98804
2020,Lower Saxony,Other Combinations,No,0.91540,51,51,0.83826,0.99254
2020,Bremen,Couple with children,No,0.99866,74,74,0.99025,1.00706
2020,North Rhine-Westphalia,Single-person household,Yes,0.02493,43,1151,0.01592,0.03394
2020,North Rhine-Westphalia,Single-person household,No,0.97507,1108,1151,0.96606,0.98408
2020,North Rhine-Westphalia,Couple without children,No,0.99777,1048,1048,0.99491,1.00063
2020,North Rhine-Westphalia,Single parent,Yes,0.06933,36,351,0.04272,0.09595
2020,North Rhine-Westphalia,Single parent,No,0.93067,315,351,0.90405,0.95728
2020,North Rhine-Westphalia,Couple with children,Yes,0.03560,97,1572,0.02643,0.04476
2020,North Rhine-Westphalia,Couple with children,No,0.96440,1475,1572,0.95524,0.97357
2020,North Rhine-Westphalia,Multi-generational household,No,0.90851,35,35,0.81160,1.00542
2020,North Rhine-Westphalia,Other Combinations,No,0.97492,131,131,0.94804,1.00180
2020,Hesse,Single-person household,No,0.97039,389,389,0.95353,0.98726
2020,Hesse,Single parent,No,0.97244,108,108,0.94142,1.00346
2020,Hesse,Couple with children,No,0.98134,443,443,0.96872,0.99395
2020,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97155,270,270,0.95169,0.99142
2020,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99018,287,287,0.97875,1.00161
2020,"Rhineland-Palatinate, Saarland",Single parent,No,0.91662,83,83,0.85679,0.97646
2020,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99691,351,351,0.99110,1.00272
2020,Baden-Wuerttemberg,Single-person household,No,0.96581,462,462,0.94922,0.98240
2020,Baden-Wuerttemberg,Single parent,No,0.95367,134,134,0.91795,0.98940
2020,Baden-Wuerttemberg,Couple with children,No,0.98749,743,743,0.97949,0.99548
2020,Bavaria,Single-person household,No,0.97928,764,764,0.96917,0.98939
2020,Bavaria,Couple without children,No,0.99849,770,770,0.99575,1.00123
2020,Bavaria,Single parent,No,0.94897,223,223,0.92002,0.97792
2020,Bavaria,Couple with children,No,0.99456,945,945,0.98986,0.99925
2020,Berlin,Single-person household,No,0.97905,409,409,0.96516,0.99295
2020,Berlin,Couple without children,No,0.99294,255,255,0.98263,1.00324
2020,Berlin,Single parent,No,0.98757,82,82,0.96345,1.01170
2020,Berlin,Couple with children,No,0.97325,223,223,0.95203,0.99448
2020,Brandenburg,Single-person household,No,0.94823,179,179,0.91568,0.98078
2020,Brandenburg,Couple without children,No,0.99905,252,252,0.99524,1.00286
2020,Brandenburg,Single parent,No,0.87445,51,51,0.78261,0.96630
2020,Brandenburg,Couple with children,No,0.98611,218,218,0.97054,1.00168
2020,Mecklenburg-Western Pomerania,Single-person household,No,0.98178,120,120,0.95775,1.00581
2020,Mecklenburg-Western Pomerania,Couple without children,No,0.99322,112,112,0.97795,1.00849
2020,Mecklenburg-Western Pomerania,Couple with children,No,0.95230,95,95,0.90921,0.99539
2020,Saxony,Single-person household,No,0.97332,312,312,0.95542,0.99123
2020,Saxony,Couple without children,No,0.99935,343,343,0.99664,1.00205
2020,Saxony,Single parent,No,0.93831,87,87,0.88746,0.98916
2020,Saxony,Couple with children,No,0.98105,295,295,0.96546,0.99663
2020,Saxony-Anhalt,Single-person household,No,0.95616,169,169,0.92520,0.98712
2020,Saxony-Anhalt,Couple without children,No,0.99237,182,182,0.97969,1.00505
2020,Saxony-Anhalt,Single parent,No,0.86191,60,60,0.77388,0.94994
