year,quintil_oecd_hh,rentown,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,2nd Quintile,Tenant,No,0.95727,2049,2204,0.94882,0.96571
2014,3rd Quintile,Owner,No,0.99991,1560,1560,0.99945,1.00037
2014,3rd Quintile,Tenant,No,0.98904,1493,1493,0.98375,0.99432
2014,4th Quintile,Owner,No,0.99955,1692,1692,0.99853,1.00056
2014,4th Quintile,Tenant,No,0.99574,1187,1187,0.99203,0.99945
2014,5th Quintile,Owner,No,0.99970,2134,2134,0.99896,1.00044
2014,5th Quintile,Tenant,No,0.99850,857,857,0.99590,1.00109
2015,1st Quintile,Owner,No,0.97720,450,450,0.96339,0.99100
2015,1st Quintile,Tenant,Yes,0.09742,331,2998,0.08680,0.10803
2015,1st Quintile,Tenant,No,0.90258,2667,2998,0.89197,0.91320
2015,2nd Quintile,Owner,No,0.99638,1040,1040,0.99272,1.00003
2015,2nd Quintile,Tenant,Yes,0.03520,142,2242,0.02757,0.04283
2015,2nd Quintile,Tenant,No,0.96480,2100,2242,0.95717,0.97243
2015,3rd Quintile,Owner,No,0.99934,1394,1394,0.99800,1.00069
2015,3rd Quintile,Tenant,Yes,0.01338,31,1544,0.00764,0.01911
2015,3rd Quintile,Tenant,No,0.98662,1513,1544,0.98089,0.99236
2015,4th Quintile,Owner,No,0.99993,1595,1595,0.99952,1.00034
2015,4th Quintile,Tenant,No,0.99083,1146,1146,0.98531,0.99635
2015,5th Quintile,Tenant,No,0.99777,884,884,0.99466,1.00088
2016,1st Quintile,Owner,No,0.97997,373,373,0.96573,0.99421
2016,1st Quintile,Tenant,Yes,0.09122,305,2679,0.08031,0.10212
2016,1st Quintile,Tenant,No,0.90878,2374,2679,0.89788,0.91969
2016,2nd Quintile,Owner,No,0.99682,997,997,0.99332,1.00032
2016,2nd Quintile,Tenant,Yes,0.03300,96,2004,0.02518,0.04083
2016,2nd Quintile,Tenant,No,0.96700,1908,2004,0.95917,0.97482
2016,3rd Quintile,Owner,No,0.99946,1323,1323,0.99820,1.00071
2016,3rd Quintile,Tenant,No,0.98482,1363,1363,0.97832,0.99131
2016,4th Quintile,Tenant,No,0.99191,1085,1085,0.98658,0.99724
2016,5th Quintile,Tenant,No,0.99733,771,771,0.99368,1.00097
2017,1st Quintile,Owner,No,0.97883,361,361,0.96396,0.99370
2017,1st Quintile,Tenant,Yes,0.08554,414,4438,0.07731,0.09377
2017,1st Quintile,Tenant,No,0.91446,4024,4438,0.90623,0.92269
2017,2nd Quintile,Owner,No,0.99603,1085,1085,0.99229,0.99977
2017,2nd Quintile,Tenant,Yes,0.03153,115,2215,0.02425,0.03880
2017,2nd Quintile,Tenant,No,0.96847,2100,2215,0.96120,0.97575
2017,3rd Quintile,Owner,No,0.99855,1516,1516,0.99663,1.00046
2017,3rd Quintile,Tenant,No,0.98301,1538,1538,0.97655,0.98947
2017,4th Quintile,Owner,No,0.99933,1769,1769,0.99812,1.00054
2017,4th Quintile,Tenant,No,0.99906,1233,1233,0.99735,1.00077
2017,5th Quintile,Tenant,No,0.99473,845,845,0.98985,0.99962
2018,1st Quintile,Owner,No,0.97991,360,360,0.96540,0.99442
2018,1st Quintile,Tenant,Yes,0.09668,584,4942,0.08844,0.10492
2018,1st Quintile,Tenant,No,0.90332,4358,4942,0.89508,0.91156
2018,2nd Quintile,Owner,No,0.99628,1065,1065,0.99262,0.99994
2018,2nd Quintile,Tenant,Yes,0.03182,198,2346,0.02471,0.03892
2018,2nd Quintile,Tenant,No,0.96818,2148,2346,0.96108,0.97529
2018,3rd Quintile,Owner,No,0.99920,1390,1390,0.99771,1.00069
2018,3rd Quintile,Tenant,Yes,0.00710,40,1584,0.00297,0.01124
2018,3rd Quintile,Tenant,No,0.99290,1544,1584,0.98876,0.99703
2018,4th Quintile,Owner,No,0.99875,1691,1691,0.99706,1.00043
2018,4th Quintile,Tenant,No,0.99373,1174,1174,0.98922,0.99825
2018,5th Quintile,Tenant,No,0.99910,835,835,0.99706,1.00114
2019,1st Quintile,Owner,No,0.97456,376,376,0.95862,0.99049
2019,1st Quintile,Tenant,Yes,0.09829,445,4627,0.08971,0.10687
2019,1st Quintile,Tenant,No,0.90171,4182,4627,0.89313,0.91029
2019,2nd Quintile,Owner,No,0.99514,1009,1009,0.99085,0.99943
2019,2nd Quintile,Tenant,Yes,0.03320,110,2122,0.02558,0.04083
2019,2nd Quintile,Tenant,No,0.96680,2012,2122,0.95917,0.97442
2019,3rd Quintile,Owner,No,0.99945,1401,1401,0.99823,1.00068
2019,3rd Quintile,Tenant,No,0.98276,1455,1455,0.97607,0.98945
2019,4th Quintile,Owner,No,0.99520,1761,1761,0.99197,0.99843
2019,4th Quintile,Tenant,No,0.99288,1132,1132,0.98798,0.99778
2019,5th Quintile,Owner,No,0.99993,3244,3244,0.99963,1.00022
2019,5th Quintile,Tenant,No,0.99991,1084,1084,0.99933,1.00048
2020,1st Quintile,Owner,No,0.96842,307,307,0.94882,0.98801
2020,1st Quintile,Tenant,Yes,0.08457,460,5706,0.07735,0.09179
2020,1st Quintile,Tenant,No,0.91543,5246,5706,0.90821,0.92265
2020,2nd Quintile,Owner,No,0.99447,960,960,0.98978,0.99917
2020,2nd Quintile,Tenant,Yes,0.03344,87,2494,0.02638,0.04050
2020,2nd Quintile,Tenant,No,0.96656,2407,2494,0.95950,0.97362
2020,3rd Quintile,Owner,No,0.99999,1276,1276,0.99979,1.00018
2020,3rd Quintile,Tenant,No,0.99358,1572,1572,0.98963,0.99753
2020,4th Quintile,Owner,No,0.99906,1583,1583,0.99755,1.00057
2020,4th Quintile,Tenant,No,0.99754,1242,1242,0.99478,1.00029
2020,5th Quintile,Tenant,No,0.99507,1000,1000,0.99073,0.99941
2021,1st Quintile,Owner,No,0.99518,273,273,0.98694,1.00341
2021,1st Quintile,Tenant,Yes,0.08196,302,2938,0.07204,0.09188
2021,1st Quintile,Tenant,No,0.91804,2636,2938,0.90812,0.92796
2021,2nd Quintile,Owner,No,0.99870,669,669,0.99597,1.00143
2021,2nd Quintile,Tenant,Yes,0.02618,93,1682,0.01855,0.03382
2021,2nd Quintile,Tenant,No,0.97382,1589,1682,0.96618,0.98145
2021,3rd Quintile,Owner,No,0.99706,917,917,0.99355,1.00056
2021,3rd Quintile,Tenant,No,0.98576,1123,1123,0.97883,0.99270
2021,4th Quintile,Owner,No,0.99779,1202,1202,0.99513,1.00044
2021,4th Quintile,Tenant,No,0.99737,871,871,0.99397,1.00077
2021,5th Quintile,Owner,No,0.99921,1976,1976,0.99796,1.00045
2021,5th Quintile,Tenant,No,0.99762,727,727,0.99407,1.00116
2022,1st Quintile,Owner,No,0.99573,972,972,0.99162,0.99983
2022,1st Quintile,Tenant,Yes,0.07065,272,4203,0.06290,0.07839
2022,1st Quintile,Tenant,No,0.92935,3931,4203,0.92161,0.93710
2022,2nd Quintile,Owner,No,0.99792,1101,1101,0.99523,1.00061
2022,2nd Quintile,Tenant,Yes,0.03682,147,3023,0.03010,0.04353
2022,2nd Quintile,Tenant,No,0.96318,2876,3023,0.95647,0.96990
2022,3rd Quintile,Owner,No,0.99739,1394,1394,0.99471,1.00007
2022,3rd Quintile,Tenant,Yes,0.02329,35,2050,0.01676,0.02982
2022,3rd Quintile,Tenant,No,0.97671,2015,2050,0.97018,0.98324
2022,4th Quintile,Owner,No,0.99758,1726,1726,0.99526,0.99990
2022,4th Quintile,Tenant,No,0.99509,1671,1671,0.99174,0.99844
2022,5th Quintile,Owner,No,0.99970,2538,2538,0.99903,1.00037
2022,5th Quintile,Tenant,No,0.99756,1242,1242,0.99482,1.00031
