"e11102","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","1995","Mecklenburg-Vorpommern","274","","",""
"erwerbstätig","1995","Sachsen","687","0.554007662592395","0.524619608592248","0.583395716592543"
"erwerbstätig","1995","Sachsen-Anhalt","456","0.568481348955183","0.531498839568781","0.605463858341585"
"erwerbstätig","1995","Thueringen","429","0.574387868627492","0.536435933786843","0.612339803468141"
"nicht erwerbstätig","1996","Schleswig-Holstein","103","","",""
"nicht erwerbstätig","1996","Hamburg","48","0.403001417121575","0.317694122881483","0.488308711361668"
"nicht erwerbstätig","1996","Niedersachsen","370","0.407151119550482","0.377320377946186","0.436981861154778"
"nicht erwerbstätig","1996","Bremen","49","0.590940174477012","0.491548653493777","0.690331695460248"
"nicht erwerbstätig","1996","Nordrhein-Westfalen","922","0.398994848266545","0.380003299368868","0.417986397164223"
"nicht erwerbstätig","1996","Hessen","319","0.428363393056909","0.396177070587488","0.460549715526331"
"nicht erwerbstätig","1996","Rheinland-Pfalz,Saarland","270","","",""
"nicht erwerbstätig","1996","Baden-Wuerttemberg","588","0.404878152953535","0.381571580242873","0.428184725664197"
"nicht erwerbstätig","1996","Bayern","553","0.395452127775348","0.37193109680209","0.418973158748606"
"nicht erwerbstätig","1996","Saarland","","","",""
"nicht erwerbstätig","1996","Berlin","194","","",""
"nicht erwerbstätig","1996","Brandenburg","201","","",""
"nicht erwerbstätig","1996","Mecklenburg-Vorpommern","137","","",""
"nicht erwerbstätig","1996","Sachsen","394","0.43586697428657","0.40668262178006","0.465051326793081"
"nicht erwerbstätig","1996","Sachsen-Anhalt","246","","",""
"nicht erwerbstätig","1996","Thueringen","231","","",""
"erwerbstätig","1996","Schleswig-Holstein","181","","",""
"erwerbstätig","1996","Hamburg","79","0.596998582878424","0.511691288638332","0.682305877118517"
"erwerbstätig","1996","Niedersachsen","672","0.592848880449518","0.563018138845222","0.622679622053814"
"erwerbstätig","1996","Bremen","45","0.409059825522988","0.309668304539753","0.508451346506223"
"erwerbstätig","1996","Nordrhein-Westfalen","1632","","",""
"erwerbstätig","1996","Hessen","589","0.571636606943091","0.539450284473669","0.603822929412512"
"erwerbstätig","1996","Rheinland-Pfalz,Saarland","422","0.551556637590537","0.514501886389956","0.588611388791118"
"erwerbstätig","1996","Baden-Wuerttemberg","1116","","",""
"erwerbstätig","1996","Bayern","1107","","",""
"erwerbstätig","1996","Saarland","","","",""
"erwerbstätig","1996","Berlin","348","0.598044803018806","0.55676818254456","0.639321423493052"
"erwerbstätig","1996","Brandenburg","397","0.610591218856996","0.571509320899843","0.649673116814149"
"erwerbstätig","1996","Mecklenburg-Vorpommern","263","","",""
"erwerbstätig","1996","Sachsen","715","0.56413302571343","0.534948673206919","0.59331737821994"
"erwerbstätig","1996","Sachsen-Anhalt","428","0.557842993215396","0.520348940142416","0.595337046288375"
"erwerbstätig","1996","Thueringen","429","0.567500780777243","0.529704243066826","0.605297318487661"
"nicht erwerbstätig","1997","Schleswig-Holstein","99","0.387300753430904","0.329087778375357","0.445513728486451"
"nicht erwerbstätig","1997","Hamburg","51","0.45165160053942","0.364410095050502","0.538893106028338"
"nicht erwerbstätig","1997","Niedersachsen","388","0.427593832074996","0.397482734844167","0.457704929305824"
"nicht erwerbstätig","1997","Bremen","46","0.585168943348041","0.48503463958736","0.685303247108723"
"nicht erwerbstätig","1997","Nordrhein-Westfalen","927","0.409141266197038","0.389894871131113","0.428387661262963"
"nicht erwerbstätig","1997","Hessen","316","0.443364113211073","0.40990824877272","0.476819977649425"
"nicht erwerbstätig","1997","Rheinland-Pfalz,Saarland","292","","",""
"nicht erwerbstätig","1997","Baden-Wuerttemberg","615","0.406283628850815","0.382977896682619","0.42958936101901"
"nicht erwerbstätig","1997","Bayern","543","0.393312670778492","0.369547537058365","0.417077804498618"
"nicht erwerbstätig","1997","Saarland","","","",""
"nicht erwerbstätig","1997","Berlin","178","","",""
"nicht erwerbstätig","1997","Brandenburg","228","","",""
"nicht erwerbstätig","1997","Mecklenburg-Vorpommern","143","","",""
"nicht erwerbstätig","1997","Sachsen","397","0.437670330488078","0.408178456365162","0.467162204610994"
"nicht erwerbstätig","1997","Sachsen-Anhalt","235","","",""
"nicht erwerbstätig","1997","Thueringen","242","","",""
"erwerbstätig","1997","Schleswig-Holstein","170","","",""
"erwerbstätig","1997","Hamburg","74","0.54834839946058","0.461106893971662","0.635589904949498"
"erwerbstätig","1997","Niedersachsen","649","0.572406167925004","0.542295070694176","0.602517265155833"
"erwerbstätig","1997","Bremen","47","0.414831056651959","0.314696752891277","0.51496536041264"
"erwerbstätig","1997","Nordrhein-Westfalen","1580","","",""
"erwerbstätig","1997","Hessen","531","0.556635886788927","0.523180022350575","0.590091751227279"
"erwerbstätig","1997","Rheinland-Pfalz,Saarland","419","0.532748507973088","0.496075227482012","0.569421788464165"
"erwerbstätig","1997","Baden-Wuerttemberg","1091","","",""
"erwerbstätig","1997","Bayern","1080","","",""
"erwerbstätig","1997","Saarland","","","",""
"erwerbstätig","1997","Berlin","332","0.605909436521014","0.563499767898023","0.648319105144006"
"erwerbstätig","1997","Brandenburg","367","0.568105397325891","0.528304491688141","0.607906302963642"
"erwerbstätig","1997","Mecklenburg-Vorpommern","247","","",""
"erwerbstätig","1997","Sachsen","690","0.562329669511922","0.532837795389006","0.591821543634838"
"erwerbstätig","1997","Sachsen-Anhalt","431","0.563327242559002","0.525659516540443","0.600994968577562"
"erwerbstätig","1997","Thueringen","419","0.566227003634935","0.528445963851144","0.604008043418725"
"nicht erwerbstätig","1998","Schleswig-Holstein","134","","",""
"nicht erwerbstätig","1998","Hamburg","61","0.417689431800491","0.339797619224863","0.495581244376118"
"nicht erwerbstätig","1998","Niedersachsen","454","0.431437055775234","0.403367825807042","0.459506285743426"
"nicht erwerbstätig","1998","Bremen","48","0.590604657997254","0.494228863014193","0.686980452980316"
"nicht erwerbstätig","1998","Nordrhein-Westfalen","1101","","",""
"nicht erwerbstätig","1998","Hessen","362","0.432748678402326","0.401192911827254","0.464304444977398"
"nicht erwerbstätig","1998","Rheinland-Pfalz,Saarland","335","0.470531331301724","0.436051545649708","0.505011116953741"
"nicht erwerbstätig","1998","Baden-Wuerttemberg","671","0.40807567036668","0.385471237474206","0.430680103259155"
"nicht erwerbstätig","1998","Bayern","694","0.425519146199839","0.403116024927204","0.447922267472473"
"nicht erwerbstätig","1998","Saarland","","","",""
"nicht erwerbstätig","1998","Berlin","192","","",""
"nicht erwerbstätig","1998","Brandenburg","229","","",""
"nicht erwerbstätig","1998","Mecklenburg-Vorpommern","140","","",""
"nicht erwerbstätig","1998","Sachsen","419","0.424509054763067","0.396307710259652","0.452710399266482"
"nicht erwerbstätig","1998","Sachsen-Anhalt","267","","",""
"nicht erwerbstätig","1998","Thueringen","276","","",""
"erwerbstätig","1998","Schleswig-Holstein","214","","",""
"erwerbstätig","1998","Hamburg","93","0.582310568199509","0.504418755623882","0.660202380775137"
"erwerbstätig","1998","Niedersachsen","742","0.568562944224766","0.540493714256574","0.596632174192958"
"erwerbstätig","1998","Bremen","52","0.409395342002746","0.313019547019684","0.505771136985807"
"erwerbstätig","1998","Nordrhein-Westfalen","1739","","",""
"erwerbstätig","1998","Hessen","585","0.567251321597674","0.535695555022602","0.598807088172746"
"erwerbstätig","1998","Rheinland-Pfalz,Saarland","470","0.529468668698275","0.494988883046259","0.563948454350292"
"erwerbstätig","1998","Baden-Wuerttemberg","1145","","",""
"erwerbstätig","1998","Bayern","1177","","",""
"erwerbstätig","1998","Saarland","","","",""
"erwerbstätig","1998","Berlin","338","0.593109666214332","0.55128655434344","0.634932778085224"
"erwerbstätig","1998","Brandenburg","391","0.590158775962475","0.551446874728225","0.628870677196725"
"erwerbstätig","1998","Mecklenburg-Vorpommern","269","","",""
"erwerbstätig","1998","Sachsen","761","0.575490945236933","0.547289600733518","0.603692289740348"
"erwerbstätig","1998","Sachsen-Anhalt","424","0.523804547114403","0.486566549354848","0.561042544873959"
"erwerbstätig","1998","Thueringen","455","0.548280506392575","0.5122039379366","0.58435707484855"
"nicht erwerbstätig","1999","Schleswig-Holstein","107","","",""
"nicht erwerbstätig","1999","Hamburg","45","0.32372872659925","0.245944456587139","0.401512996611361"
"nicht erwerbstätig","1999","Niedersachsen","405","0.399013071743969","0.370905398862512","0.427120744625426"
"nicht erwerbstätig","1999","Bremen","45","0.576358816024022","0.473699434258403","0.679018197789641"
"nicht erwerbstätig","1999","Nordrhein-Westfalen","974","0.392111895406621","0.373686176177844","0.410537614635398"
"nicht erwerbstätig","1999","Hessen","332","0.430202092669751","0.397765647095151","0.462638538244352"
"nicht erwerbstätig","1999","Rheinland-Pfalz,Saarland","301","0.44458666431418","0.409510889815171","0.479662438813188"
"nicht erwerbstätig","1999","Baden-Wuerttemberg","616","0.397189784047888","0.374118829761014","0.420260738334763"
"nicht erwerbstätig","1999","Bayern","608","0.388446896148865","0.365886804406939","0.411006987890791"
"nicht erwerbstätig","1999","Saarland","","","",""
"nicht erwerbstätig","1999","Berlin","190","","",""
"nicht erwerbstätig","1999","Brandenburg","226","","",""
"nicht erwerbstätig","1999","Mecklenburg-Vorpommern","132","","",""
"nicht erwerbstätig","1999","Sachsen","402","0.414918270104774","0.386454004916775","0.443382535292773"
"nicht erwerbstätig","1999","Sachsen-Anhalt","266","","",""
"nicht erwerbstätig","1999","Thueringen","260","","",""
"erwerbstätig","1999","Schleswig-Holstein","216","","",""
"erwerbstätig","1999","Hamburg","94","0.67627127340075","0.598487003388639","0.754055543412861"
"erwerbstätig","1999","Niedersachsen","761","0.600986928256031","0.572879255374574","0.629094601137488"
"erwerbstätig","1999","Bremen","44","0.423641183975978","0.320981802210359","0.526300565741597"
"erwerbstätig","1999","Nordrhein-Westfalen","1723","","",""
"erwerbstätig","1999","Hessen","563","0.569797907330248","0.537361461755648","0.602234352904849"
"erwerbstätig","1999","Rheinland-Pfalz,Saarland","470","0.55541333568582","0.520337561186812","0.590489110184829"
"erwerbstätig","1999","Baden-Wuerttemberg","1112","","",""
"erwerbstätig","1999","Bayern","1185","","",""
"erwerbstätig","1999","Saarland","","","",""
"erwerbstätig","1999","Berlin","325","0.584775046377639","0.542217104690939","0.627332988064338"
"erwerbstätig","1999","Brandenburg","370","0.577396865726566","0.537739073870679","0.617054657582452"
"erwerbstätig","1999","Mecklenburg-Vorpommern","268","","",""
"erwerbstätig","1999","Sachsen","749","0.585081729895226","0.556617464707227","0.613545995083225"
"erwerbstätig","1999","Sachsen-Anhalt","426","0.533198593538502","0.496027475906011","0.570369711170994"
"erwerbstätig","1999","Thueringen","459","0.557955475189125","0.521654656017466","0.594256294360784"
"nicht erwerbstätig","2000","Schleswig-Holstein","261","","",""
"nicht erwerbstätig","2000","Hamburg","112","","",""
"nicht erwerbstätig","2000","Niedersachsen","759","0.39372091116484","0.37244643350607","0.414995388823611"
"nicht erwerbstätig","2000","Bremen","82","0.480857238501384","0.40943710677492","0.552277370227848"
"nicht erwerbstätig","2000","Nordrhein-Westfalen","1966","","",""
"nicht erwerbstätig","2000","Hessen","619","0.408455010457288","0.384886840025004","0.432023180889572"
"nicht erwerbstätig","2000","Rheinland-Pfalz,Saarland","592","0.431884910693165","0.406494099133682","0.457275722252649"
"nicht erwerbstätig","2000","Baden-Wuerttemberg","1047","","",""
"nicht erwerbstätig","2000","Bayern","1180","","",""
"nicht erwerbstätig","2000","Saarland","","","",""
"nicht erwerbstätig","2000","Berlin","290","","",""
"nicht erwerbstätig","2000","Brandenburg","386","0.413617614583887","0.383350042505109","0.443885186662664"
"nicht erwerbstätig","2000","Mecklenburg-Vorpommern","191","","",""
"nicht erwerbstätig","2000","Sachsen","682","0.428657641993134","0.405641628312211","0.451673655674057"
"nicht erwerbstätig","2000","Sachsen-Anhalt","428","0.465922941329919","0.435893021866442","0.495952860793397"
"nicht erwerbstätig","2000","Thueringen","398","0.437945347160743","0.4079648070113","0.467925887310186"
"erwerbstätig","2000","Schleswig-Holstein","447","0.619869211686257","0.584113286636059","0.655625136736454"
"erwerbstätig","2000","Hamburg","187","","",""
"erwerbstätig","2000","Niedersachsen","1267","","",""
"erwerbstätig","2000","Bremen","106","","",""
"erwerbstätig","2000","Nordrhein-Westfalen","3175","0.600521042750933","0.587132436856717","0.61390964864515"
"erwerbstätig","2000","Hessen","1052","","",""
"erwerbstätig","2000","Rheinland-Pfalz,Saarland","870","0.568115089306835","0.542724277747351","0.593505900866318"
"erwerbstätig","2000","Baden-Wuerttemberg","1910","","",""
"erwerbstätig","2000","Bayern","2193","","",""
"erwerbstätig","2000","Saarland","","","",""
"erwerbstätig","2000","Berlin","521","0.626915835378935","0.593631055294857","0.660200615463014"
"erwerbstätig","2000","Brandenburg","631","0.586382385416113","0.556114813337336","0.616649957494891"
"erwerbstätig","2000","Mecklenburg-Vorpommern","375","0.609189685886555","0.568992175623734","0.649387196149375"
"erwerbstätig","2000","Sachsen","1094","","",""
"erwerbstätig","2000","Sachsen-Anhalt","632","0.534077058670081","0.504047139206603","0.564106978133558"
"erwerbstätig","2000","Thueringen","654","0.562054652839257","0.532074112689814","0.5920351929887"
"nicht erwerbstätig","2001","Schleswig-Holstein","230","","",""
"nicht erwerbstätig","2001","Hamburg","104","","",""
"nicht erwerbstätig","2001","Niedersachsen","687","0.394085225281405","0.371836187725536","0.416334262837274"
"nicht erwerbstätig","2001","Bremen","57","0.413026883152523","0.336008121700303","0.490045644604743"
"nicht erwerbstätig","2001","Nordrhein-Westfalen","1766","","",""
"nicht erwerbstätig","2001","Hessen","517","0.382900547311175","0.358152293385878","0.407648801236472"
"nicht erwerbstätig","2001","Rheinland-Pfalz,Saarland","547","0.422470663586503","0.396150747760739","0.448790579412268"
"nicht erwerbstätig","2001","Baden-Wuerttemberg","882","0.358698465425906","0.340262863755447","0.377134067096366"
"nicht erwerbstätig","2001","Bayern","1021","","",""
"nicht erwerbstätig","2001","Saarland","","","",""
"nicht erwerbstätig","2001","Berlin","276","","",""
"nicht erwerbstätig","2001","Brandenburg","388","0.436667420689423","0.405227823393223","0.468107017985624"
"nicht erwerbstätig","2001","Mecklenburg-Vorpommern","168","","",""
"nicht erwerbstätig","2001","Sachsen","636","0.432730774709416","0.408766459825031","0.456695089593802"
"nicht erwerbstätig","2001","Sachsen-Anhalt","411","0.466241672832642","0.43535350800298","0.497129837662304"
"nicht erwerbstätig","2001","Thueringen","376","0.445566132818238","0.414239348576318","0.476892917060159"
"erwerbstätig","2001","Schleswig-Holstein","417","0.630149452476154","0.592950486724998","0.667348418227309"
"erwerbstätig","2001","Hamburg","170","","",""
"erwerbstätig","2001","Niedersachsen","1166","","",""
"erwerbstätig","2001","Bremen","100","","",""
"erwerbstätig","2001","Nordrhein-Westfalen","2881","","",""
"erwerbstätig","2001","Hessen","965","0.617099452688825","0.592351198763528","0.641847706614122"
"erwerbstätig","2001","Rheinland-Pfalz,Saarland","806","0.577529336413497","0.551209420587732","0.603849252239261"
"erwerbstätig","2001","Baden-Wuerttemberg","1718","","",""
"erwerbstätig","2001","Bayern","2018","","",""
"erwerbstätig","2001","Saarland","","","",""
"erwerbstätig","2001","Berlin","514","0.644976368957637","0.611607992416759","0.678344745498516"
"erwerbstätig","2001","Brandenburg","568","0.563332579310576","0.531892982014376","0.594772176606777"
"erwerbstätig","2001","Mecklenburg-Vorpommern","344","0.619036118457537","0.576971882333417","0.661100354581657"
"erwerbstätig","2001","Sachsen","1006","","",""
"erwerbstätig","2001","Sachsen-Anhalt","591","0.533758327167358","0.502870162337696","0.56464649199702"
"erwerbstätig","2001","Thueringen","591","0.554433867181762","0.523107082939841","0.585760651423682"
"nicht erwerbstätig","2002","Schleswig-Holstein","249","","",""
"nicht erwerbstätig","2002","Hamburg","111","","",""
"nicht erwerbstätig","2002","Niedersachsen","742","0.417145097153186","0.395415146195356","0.438875048111015"
"nicht erwerbstätig","2002","Bremen","61","0.452641342114062","0.378254354389207","0.527028329838917"
"nicht erwerbstätig","2002","Nordrhein-Westfalen","1784","","",""
"nicht erwerbstätig","2002","Hessen","530","0.378699517871736","0.355216341730116","0.402182694013355"
"nicht erwerbstätig","2002","Rheinland-Pfalz,Saarland","535","0.422660872931615","0.396560278850629","0.448761467012601"
"nicht erwerbstätig","2002","Baden-Wuerttemberg","921","0.362775707589433","0.344966920731745","0.380584494447121"
"nicht erwerbstätig","2002","Bayern","1051","","",""
"nicht erwerbstätig","2002","Saarland","","","",""
"nicht erwerbstätig","2002","Berlin","288","","",""
"nicht erwerbstätig","2002","Brandenburg","393","0.451943054649219","0.420477086522686","0.483409022775752"
"nicht erwerbstätig","2002","Mecklenburg-Vorpommern","178","","",""
"nicht erwerbstätig","2002","Sachsen","619","0.429473861846684","0.405575087476436","0.453372636216933"
"nicht erwerbstätig","2002","Sachsen-Anhalt","401","0.473334347222267","0.441929984552589","0.504738709891944"
"nicht erwerbstätig","2002","Thueringen","377","0.464383392389","0.432949351689969","0.495817433088031"
"erwerbstätig","2002","Schleswig-Holstein","470","0.633506007711918","0.598285756874629","0.668726258549206"
"erwerbstätig","2002","Hamburg","214","","",""
"erwerbstätig","2002","Niedersachsen","1236","","",""
"erwerbstätig","2002","Bremen","111","","",""
"erwerbstätig","2002","Nordrhein-Westfalen","3085","0.595496563258605","0.581710859510402","0.609282267006808"
"erwerbstätig","2002","Hessen","1109","","",""
"erwerbstätig","2002","Rheinland-Pfalz,Saarland","841","0.577339127068385","0.551238532987399","0.603439721149371"
"erwerbstätig","2002","Baden-Wuerttemberg","1879","","",""
"erwerbstätig","2002","Bayern","2205","","",""
"erwerbstätig","2002","Saarland","","","",""
"erwerbstätig","2002","Berlin","540","0.62243255886077","0.589412614130325","0.655452503591215"
"erwerbstätig","2002","Brandenburg","568","0.548056945350781","0.516590977224248","0.579522913477314"
"erwerbstätig","2002","Mecklenburg-Vorpommern","339","0.57895307896214","0.536394241979146","0.621511915945133"
"erwerbstätig","2002","Sachsen","1029","","",""
"erwerbstätig","2002","Sachsen-Anhalt","570","0.526665652777734","0.495261290108056","0.558070015447411"
"erwerbstätig","2002","Thueringen","590","0.535616607611","0.504182566911969","0.567050648310031"
"nicht erwerbstätig","2003","Schleswig-Holstein","242","","",""
"nicht erwerbstätig","2003","Hamburg","105","","",""
"nicht erwerbstätig","2003","Niedersachsen","709","0.414538281582924","0.392427488650161","0.436649074515686"
"nicht erwerbstätig","2003","Bremen","70","0.50781600585029","0.433532840315081","0.582099171385499"
"nicht erwerbstätig","2003","Nordrhein-Westfalen","1765","","",""
"nicht erwerbstätig","2003","Hessen","481","0.37769152949389","0.353140841726613","0.402242217261166"
"nicht erwerbstätig","2003","Rheinland-Pfalz,Saarland","548","0.431086809643471","0.404698925931134","0.457474693355809"
"nicht erwerbstätig","2003","Baden-Wuerttemberg","896","0.368466357459268","0.350226920667898","0.386705794250638"
"nicht erwerbstätig","2003","Bayern","1041","","",""
"nicht erwerbstätig","2003","Saarland","","","",""
"nicht erwerbstätig","2003","Berlin","299","","",""
"nicht erwerbstätig","2003","Brandenburg","394","0.465300633740624","0.433448077123771","0.497153190357477"
"nicht erwerbstätig","2003","Mecklenburg-Vorpommern","187","","",""
"nicht erwerbstätig","2003","Sachsen","619","0.443676244609251","0.419415886264999","0.467936602953503"
"nicht erwerbstätig","2003","Sachsen-Anhalt","401","0.496897173454564","0.464831800564984","0.528962546344143"
"nicht erwerbstätig","2003","Thueringen","382","0.4545116129786","0.422948168467477","0.486075057489722"
"erwerbstätig","2003","Schleswig-Holstein","425","0.626884682919781","0.590181769236871","0.663587596602692"
"erwerbstätig","2003","Hamburg","189","","",""
"erwerbstätig","2003","Niedersachsen","1198","","",""
"erwerbstätig","2003","Bremen","104","","",""
"erwerbstätig","2003","Nordrhein-Westfalen","2903","","",""
"erwerbstätig","2003","Hessen","1017","","",""
"erwerbstätig","2003","Rheinland-Pfalz,Saarland","805","0.568913190356529","0.542525306644191","0.595301074068866"
"erwerbstätig","2003","Baden-Wuerttemberg","1791","","",""
"erwerbstätig","2003","Bayern","2085","","",""
"erwerbstätig","2003","Saarland","","","",""
"erwerbstätig","2003","Berlin","524","0.598522170624219","0.565031867509467","0.63201247373897"
"erwerbstätig","2003","Brandenburg","548","0.534699366259376","0.502846809642523","0.566551922876229"
"erwerbstätig","2003","Mecklenburg-Vorpommern","339","0.585634367959326","0.54353647492351","0.627732260995143"
"erwerbstätig","2003","Sachsen","992","0.556323755390749","0.532063397046496","0.580584113735001"
"erwerbstätig","2003","Sachsen-Anhalt","533","0.503102826545436","0.471037453655857","0.535168199435016"
"erwerbstätig","2003","Thueringen","574","0.5454883870214","0.513924942510278","0.577051831532523"
"nicht erwerbstätig","2004","Schleswig-Holstein","249","","",""
"nicht erwerbstätig","2004","Hamburg","105","","",""
"nicht erwerbstätig","2004","Niedersachsen","704","0.421923758529843","0.399629041496287","0.444218475563399"
"nicht erwerbstätig","2004","Bremen","63","0.488899748285666","0.413085154965689","0.564714341605644"
"nicht erwerbstätig","2004","Nordrhein-Westfalen","1751","","",""
"nicht erwerbstätig","2004","Hessen","466","0.374128830264345","0.349153081208067","0.399104579320622"
"nicht erwerbstätig","2004","Rheinland-Pfalz,Saarland","532","0.434634575284635","0.407729385872449","0.461539764696821"
"nicht erwerbstätig","2004","Baden-Wuerttemberg","922","0.385282789938878","0.366594407268272","0.403971172609483"
"nicht erwerbstätig","2004","Bayern","1046","","",""
"nicht erwerbstätig","2004","Saarland","","","",""
"nicht erwerbstätig","2004","Berlin","296","","",""
"nicht erwerbstätig","2004","Brandenburg","388","0.479117377508741","0.446534074153737","0.511700680863745"
"nicht erwerbstätig","2004","Mecklenburg-Vorpommern","196","","",""
"nicht erwerbstätig","2004","Sachsen","634","0.46752214108802","0.442849714405592","0.492194567770447"
"nicht erwerbstätig","2004","Sachsen-Anhalt","406","0.513594383139822","0.48134980763087","0.545838958648774"
"nicht erwerbstätig","2004","Thueringen","387","0.466649556314732","0.434841733335079","0.498457379294385"
"erwerbstätig","2004","Schleswig-Holstein","420","0.607336248959639","0.570331280443211","0.644341217476067"
"erwerbstätig","2004","Hamburg","189","","",""
"erwerbstätig","2004","Niedersachsen","1181","","",""
"erwerbstätig","2004","Bremen","104","","",""
"erwerbstätig","2004","Nordrhein-Westfalen","2792","","",""
"erwerbstätig","2004","Hessen","976","0.625871169735655","0.600895420679378","0.650846918791933"
"erwerbstätig","2004","Rheinland-Pfalz,Saarland","772","0.565365424715365","0.538460235303179","0.592270614127552"
"erwerbstätig","2004","Baden-Wuerttemberg","1683","","",""
"erwerbstätig","2004","Bayern","1999","","",""
"erwerbstätig","2004","Saarland","","","",""
"erwerbstätig","2004","Berlin","509","0.600694882336643","0.56686273566084","0.634527029012445"
"erwerbstätig","2004","Brandenburg","515","0.520882622491259","0.488299319136255","0.553465925846263"
"erwerbstätig","2004","Mecklenburg-Vorpommern","315","0.565213636264219","0.522232102009702","0.608195170518735"
"erwerbstätig","2004","Sachsen","937","0.53247785891198","0.507805432229553","0.557150285594408"
"erwerbstätig","2004","Sachsen-Anhalt","517","0.486405616860178","0.454161041351226","0.51865019236913"
"erwerbstätig","2004","Thueringen","558","0.533350443685268","0.501542620705615","0.565158266664921"
"nicht erwerbstätig","2005","Schleswig-Holstein","241","","",""
"nicht erwerbstätig","2005","Hamburg","107","","",""
"nicht erwerbstätig","2005","Niedersachsen","684","0.419092064617875","0.396189675307535","0.441994453928215"
"nicht erwerbstätig","2005","Bremen","62","0.533262477816964","0.452338255516853","0.614186700117074"
"nicht erwerbstätig","2005","Nordrhein-Westfalen","1699","","",""
"nicht erwerbstätig","2005","Hessen","453","0.353531857895985","0.328198492688344","0.378865223103626"
"nicht erwerbstätig","2005","Rheinland-Pfalz,Saarland","491","0.412450767655146","0.385051090972598","0.439850444337694"
"nicht erwerbstätig","2005","Baden-Wuerttemberg","909","0.381082243951361","0.362116938780365","0.400047549122357"
"nicht erwerbstätig","2005","Bayern","965","0.365165594149046","0.34763893514604","0.382692253152051"
"nicht erwerbstätig","2005","Saarland","","","",""
"nicht erwerbstätig","2005","Berlin","284","","",""
"nicht erwerbstätig","2005","Brandenburg","381","0.456987060174521","0.424111675791996","0.489862444557045"
"nicht erwerbstätig","2005","Mecklenburg-Vorpommern","206","","",""
"nicht erwerbstätig","2005","Sachsen","612","0.461468880076272","0.436440530086648","0.486497230065897"
"nicht erwerbstätig","2005","Sachsen-Anhalt","387","0.496831900372042","0.464093657031612","0.529570143712471"
"nicht erwerbstätig","2005","Thueringen","373","0.454459543625395","0.421765372281541","0.487153714969248"
"erwerbstätig","2005","Schleswig-Holstein","405","0.632058558601477","0.594870813720507","0.669246303482447"
"erwerbstätig","2005","Hamburg","180","","",""
"erwerbstätig","2005","Niedersachsen","1099","","",""
"erwerbstätig","2005","Bremen","84","0.466737522183036","0.385813299882926","0.547661744483147"
"erwerbstätig","2005","Nordrhein-Westfalen","2661","","",""
"erwerbstätig","2005","Hessen","915","0.646468142104015","0.621134776896374","0.671801507311656"
"erwerbstätig","2005","Rheinland-Pfalz,Saarland","749","0.587549232344854","0.560149555662306","0.614948909027402"
"erwerbstätig","2005","Baden-Wuerttemberg","1610","","",""
"erwerbstätig","2005","Bayern","1934","","",""
"erwerbstätig","2005","Saarland","","","",""
"erwerbstätig","2005","Berlin","471","0.621624953513317","0.587031009458025","0.65621889756861"
"erwerbstätig","2005","Brandenburg","501","0.543012939825479","0.510137555442955","0.575888324208004"
"erwerbstätig","2005","Mecklenburg-Vorpommern","296","","",""
"erwerbstätig","2005","Sachsen","912","0.538531119923728","0.513502769934103","0.563559469913352"
"erwerbstätig","2005","Sachsen-Anhalt","509","0.503168099627958","0.470429856287529","0.535906342968388"
"erwerbstätig","2005","Thueringen","518","0.545540456374605","0.512846285030752","0.578234627718459"
"nicht erwerbstätig","2006","Schleswig-Holstein","276","","",""
"nicht erwerbstätig","2006","Hamburg","133","","",""
"nicht erwerbstätig","2006","Niedersachsen","792","0.431770162125269","0.409996662822319","0.453543661428219"
"nicht erwerbstätig","2006","Bremen","59","0.51089048303322","0.429526715019141","0.5922542510473"
"nicht erwerbstätig","2006","Nordrhein-Westfalen","1874","","",""
"nicht erwerbstätig","2006","Hessen","531","0.361870996052435","0.337576956688406","0.386165035416465"
"nicht erwerbstätig","2006","Rheinland-Pfalz,Saarland","512","0.384704248685513","0.358368104292283","0.411040393078743"
"nicht erwerbstätig","2006","Baden-Wuerttemberg","1052","","",""
"nicht erwerbstätig","2006","Bayern","1130","","",""
"nicht erwerbstätig","2006","Saarland","","","",""
"nicht erwerbstätig","2006","Berlin","307","0.40549951079853","0.371283362091884","0.439715659505175"
"nicht erwerbstätig","2006","Brandenburg","415","0.451035767573758","0.419393776439433","0.482677758708082"
"nicht erwerbstätig","2006","Mecklenburg-Vorpommern","237","","",""
"nicht erwerbstätig","2006","Sachsen","680","0.47091864889049","0.446521490796568","0.495315806984412"
"nicht erwerbstätig","2006","Sachsen-Anhalt","402","0.478493129890542","0.446336087786498","0.510650171994586"
"nicht erwerbstätig","2006","Thueringen","419","0.468923112063942","0.437437368467075","0.500408855660809"
"erwerbstätig","2006","Schleswig-Holstein","403","0.591817060161659","0.554848344010973","0.628785776312345"
"erwerbstätig","2006","Hamburg","174","","",""
"erwerbstätig","2006","Niedersachsen","1196","","",""
"erwerbstätig","2006","Bremen","86","0.48910951696678","0.4077457489527","0.570473284980859"
"erwerbstätig","2006","Nordrhein-Westfalen","2735","","",""
"erwerbstätig","2006","Hessen","972","0.638129003947565","0.613834964583535","0.662423043311594"
"erwerbstätig","2006","Rheinland-Pfalz,Saarland","799","0.615295751314487","0.588959606921257","0.641631895707717"
"erwerbstätig","2006","Baden-Wuerttemberg","1698","","",""
