"e11102","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1999","(Fach-)Abitur","Ostdeutschland","61","0.364094900544184","0.295855553999932","0.432334247088435"
"nicht erwerbstätig","1999","AkademikerIn","Westdeutschland","191","","",""
"nicht erwerbstätig","1999","AkademikerIn","Ostdeutschland","229","","",""
"erwerbstätig","1999","(noch) kein Abschluss","Westdeutschland","256","","",""
"erwerbstätig","1999","(noch) kein Abschluss","Ostdeutschland","21","","",""
"erwerbstätig","1999","Hauptschule","Westdeutschland","2806","","",""
"erwerbstätig","1999","Hauptschule","Ostdeutschland","446","0.307727909988323","0.28109816291403","0.334357657062616"
"erwerbstätig","1999","Realschule","Westdeutschland","1488","","",""
"erwerbstätig","1999","Realschule","Ostdeutschland","1143","","",""
"erwerbstätig","1999","(Fach-)Abitur","Westdeutschland","677","0.710473354161863","0.681556546013833","0.739390162309892"
"erwerbstätig","1999","(Fach-)Abitur","Ostdeutschland","130","","",""
"erwerbstätig","1999","AkademikerIn","Westdeutschland","911","0.793677106858294","0.769785083534855","0.817569130181733"
"erwerbstätig","1999","AkademikerIn","Ostdeutschland","628","0.652130153132935","0.620241717538669","0.684018588727201"
"nicht erwerbstätig","2000","(noch) kein Abschluss","Westdeutschland","526","0.679894889997113","0.646640086544672","0.713149693449555"
"nicht erwerbstätig","2000","(noch) kein Abschluss","Ostdeutschland","134","","",""
"nicht erwerbstätig","2000","Hauptschule","Westdeutschland","4016","0.483322053992244","0.472940629275083","0.493703478709404"
"nicht erwerbstätig","2000","Hauptschule","Ostdeutschland","1210","","",""
"nicht erwerbstätig","2000","Realschule","Westdeutschland","1076","","",""
"nicht erwerbstätig","2000","Realschule","Ostdeutschland","412","0.19116513111478","0.174957032064313","0.207373230165248"
"nicht erwerbstätig","2000","(Fach-)Abitur","Westdeutschland","602","0.304249071677988","0.284064973467545","0.32443316988843"
"nicht erwerbstätig","2000","(Fach-)Abitur","Ostdeutschland","128","","",""
"nicht erwerbstätig","2000","AkademikerIn","Westdeutschland","520","0.222749851205578","0.206529932453181","0.238969769957974"
"nicht erwerbstätig","2000","AkademikerIn","Ostdeutschland","335","0.322956914351639","0.297419871419518","0.34849395728376"
"erwerbstätig","2000","(noch) kein Abschluss","Westdeutschland","230","","",""
"erwerbstätig","2000","(noch) kein Abschluss","Ostdeutschland","28","","",""
"erwerbstätig","2000","Hauptschule","Westdeutschland","4885","0.516677946007756","0.506296521290595","0.527059370724917"
"erwerbstätig","2000","Hauptschule","Ostdeutschland","568","0.273883754965202","0.25315522870947","0.294612281220933"
"erwerbstätig","2000","Realschule","Westdeutschland","2952","","",""
"erwerbstätig","2000","Realschule","Ostdeutschland","1849","","",""
"erwerbstätig","2000","(Fach-)Abitur","Westdeutschland","1394","","",""
"erwerbstätig","2000","(Fach-)Abitur","Ostdeutschland","228","","",""
"erwerbstätig","2000","AkademikerIn","Westdeutschland","2008","","",""
"erwerbstätig","2000","AkademikerIn","Ostdeutschland","953","0.677043085648361","0.65150604271624","0.702580128580482"
"nicht erwerbstätig","2001","(noch) kein Abschluss","Westdeutschland","471","0.659704677564734","0.624529647814415","0.694879707315053"
"nicht erwerbstätig","2001","(noch) kein Abschluss","Ostdeutschland","141","","",""
"nicht erwerbstätig","2001","Hauptschule","Westdeutschland","3456","0.476357888277843","0.465269923089594","0.487445853466091"
"nicht erwerbstätig","2001","Hauptschule","Ostdeutschland","1103","","",""
"nicht erwerbstätig","2001","Realschule","Westdeutschland","955","0.287412744513433","0.272848374270907","0.301977114755959"
"nicht erwerbstätig","2001","Realschule","Ostdeutschland","412","0.209544882694493","0.192004059898186","0.227085705490801"
"nicht erwerbstätig","2001","(Fach-)Abitur","Westdeutschland","563","0.302215857224808","0.281418968206277","0.323012746243339"
"nicht erwerbstätig","2001","(Fach-)Abitur","Ostdeutschland","107","","",""
"nicht erwerbstätig","2001","AkademikerIn","Westdeutschland","477","0.22030737379874","0.203471609644807","0.237143137952673"
"nicht erwerbstätig","2001","AkademikerIn","Ostdeutschland","331","0.325934227569305","0.299654030926337","0.352214424212274"
"erwerbstätig","2001","(noch) kein Abschluss","Westdeutschland","226","","",""
"erwerbstätig","2001","(noch) kein Abschluss","Ostdeutschland","33","0.195543399194196","0.136612053696612","0.254474744691781"
"erwerbstätig","2001","Hauptschule","Westdeutschland","4338","0.523642111722157","0.512554146533909","0.534730076910406"
"erwerbstätig","2001","Hauptschule","Ostdeutschland","496","0.272067587940934","0.250254970079686","0.293880205802182"
"erwerbstätig","2001","Realschule","Westdeutschland","2754","","",""
"erwerbstätig","2001","Realschule","Ostdeutschland","1656","","",""
"erwerbstätig","2001","(Fach-)Abitur","Westdeutschland","1310","","",""
"erwerbstätig","2001","(Fach-)Abitur","Ostdeutschland","242","","",""
"erwerbstätig","2001","AkademikerIn","Westdeutschland","1851","","",""
"erwerbstätig","2001","AkademikerIn","Ostdeutschland","891","0.674065772430695","0.647785575787726","0.700345969073663"
"nicht erwerbstätig","2002","(noch) kein Abschluss","Westdeutschland","515","0.699462052023247","0.666360673214067","0.732563430832427"
"nicht erwerbstätig","2002","(noch) kein Abschluss","Ostdeutschland","145","","",""
"nicht erwerbstätig","2002","Hauptschule","Westdeutschland","3340","0.481316057203823","0.469943474853348","0.492688639554299"
"nicht erwerbstätig","2002","Hauptschule","Ostdeutschland","1067","","",""
"nicht erwerbstätig","2002","Realschule","Westdeutschland","1017","","",""
"nicht erwerbstätig","2002","Realschule","Ostdeutschland","405","0.215139008445879","0.197245960560179","0.233032056331579"
"nicht erwerbstätig","2002","(Fach-)Abitur","Westdeutschland","627","0.313157531822002","0.293317065630146","0.332997998013858"
"nicht erwerbstätig","2002","(Fach-)Abitur","Ostdeutschland","105","","",""
"nicht erwerbstätig","2002","AkademikerIn","Westdeutschland","591","0.224660548262968","0.210280737091002","0.239040359434933"
"nicht erwerbstätig","2002","AkademikerIn","Ostdeutschland","353","0.364965251539724","0.339023895608087","0.390906607471361"
"erwerbstätig","2002","(noch) kein Abschluss","Westdeutschland","222","","",""
"erwerbstätig","2002","(noch) kein Abschluss","Ostdeutschland","27","","",""
"erwerbstätig","2002","Hauptschule","Westdeutschland","4075","0.518683942796177","0.507311360445701","0.530056525146652"
"erwerbstätig","2002","Hauptschule","Ostdeutschland","437","0.256198633959715","0.234136827843564","0.278260440075866"
"erwerbstätig","2002","Realschule","Westdeutschland","2947","","",""
"erwerbstätig","2002","Realschule","Ostdeutschland","1621","","",""
"erwerbstätig","2002","(Fach-)Abitur","Westdeutschland","1472","","",""
"erwerbstätig","2002","(Fach-)Abitur","Ostdeutschland","252","","",""
"erwerbstätig","2002","AkademikerIn","Westdeutschland","2645","","",""
"erwerbstätig","2002","AkademikerIn","Ostdeutschland","970","0.635034748460276","0.609093392528639","0.660976104391913"
"nicht erwerbstätig","2003","(noch) kein Abschluss","Westdeutschland","511","0.714875974332435","0.681760479954461","0.74799146871041"
"nicht erwerbstätig","2003","(noch) kein Abschluss","Ostdeutschland","157","","",""
"nicht erwerbstätig","2003","Hauptschule","Westdeutschland","3247","0.496583372534347","0.484884817633779","0.508281927434915"
"nicht erwerbstätig","2003","Hauptschule","Ostdeutschland","1042","","",""
"nicht erwerbstätig","2003","Realschule","Westdeutschland","974","0.288197630268663","0.273766596443181","0.302628664094146"
"nicht erwerbstätig","2003","Realschule","Ostdeutschland","415","0.221926934388752","0.203715326498445","0.240138542279059"
"nicht erwerbstätig","2003","(Fach-)Abitur","Westdeutschland","606","0.313147049153489","0.293026833343326","0.333267264963652"
"nicht erwerbstätig","2003","(Fach-)Abitur","Ostdeutschland","119","","",""
"nicht erwerbstätig","2003","AkademikerIn","Westdeutschland","604","0.23661252540643","0.221559046504238","0.251666004308621"
"nicht erwerbstätig","2003","AkademikerIn","Ostdeutschland","362","0.369633525793621","0.343312726999226","0.395954324588016"
"erwerbstätig","2003","(noch) kein Abschluss","Westdeutschland","203","","",""
"erwerbstätig","2003","(noch) kein Abschluss","Ostdeutschland","27","","",""
"erwerbstätig","2003","Hauptschule","Westdeutschland","3770","0.503416627465653","0.491718072565085","0.515115182366221"
"erwerbstätig","2003","Hauptschule","Ostdeutschland","399","0.234076996780896","0.21221509063493","0.255938902926862"
"erwerbstätig","2003","Realschule","Westdeutschland","2810","","",""
"erwerbstätig","2003","Realschule","Ostdeutschland","1585","","",""
"erwerbstätig","2003","(Fach-)Abitur","Westdeutschland","1435","","",""
"erwerbstätig","2003","(Fach-)Abitur","Ostdeutschland","250","","",""
"erwerbstätig","2003","AkademikerIn","Westdeutschland","2458","","",""
"erwerbstätig","2003","AkademikerIn","Ostdeutschland","930","0.630366474206379","0.604045675411984","0.656687273000774"
"nicht erwerbstätig","2004","(noch) kein Abschluss","Westdeutschland","542","0.735755548850454","0.70361534302864","0.767895754672268"
"nicht erwerbstätig","2004","(noch) kein Abschluss","Ostdeutschland","162","","",""
"nicht erwerbstätig","2004","Hauptschule","Westdeutschland","3152","0.500481518798117","0.488510032163671","0.512453005432562"
"nicht erwerbstätig","2004","Hauptschule","Ostdeutschland","1008","","",""
"nicht erwerbstätig","2004","Realschule","Westdeutschland","980","0.287901097317632","0.273299799344891","0.302502395290373"
"nicht erwerbstätig","2004","Realschule","Ostdeutschland","450","0.251788064380361","0.232418856389297","0.271157272371426"
"nicht erwerbstätig","2004","(Fach-)Abitur","Westdeutschland","604","0.317568438157073","0.297201646371876","0.337935229942269"
"nicht erwerbstätig","2004","(Fach-)Abitur","Ostdeutschland","133","","",""
"nicht erwerbstätig","2004","AkademikerIn","Westdeutschland","629","0.238927389155541","0.22371622161787","0.254138556693212"
"nicht erwerbstätig","2004","AkademikerIn","Ostdeutschland","361","0.387245587516971","0.360518033470077","0.413973141563865"
"erwerbstätig","2004","(noch) kein Abschluss","Westdeutschland","181","","",""
"erwerbstätig","2004","(noch) kein Abschluss","Ostdeutschland","24","","",""
"erwerbstätig","2004","Hauptschule","Westdeutschland","3549","0.499518481201883","0.487546994567438","0.511489967836329"
"erwerbstätig","2004","Hauptschule","Ostdeutschland","364","0.231017603614683","0.208715194840644","0.253320012388723"
"erwerbstätig","2004","Realschule","Westdeutschland","2714","","",""
"erwerbstätig","2004","Realschule","Ostdeutschland","1479","","",""
"erwerbstätig","2004","(Fach-)Abitur","Westdeutschland","1403","","",""
"erwerbstätig","2004","(Fach-)Abitur","Ostdeutschland","258","","",""
"erwerbstätig","2004","AkademikerIn","Westdeutschland","2390","","",""
"erwerbstätig","2004","AkademikerIn","Ostdeutschland","915","0.612754412483029","0.586026858436135","0.639481966529923"
"nicht erwerbstätig","2005","(noch) kein Abschluss","Westdeutschland","561","0.7286440543494","0.696563098931004","0.760725009767796"
"nicht erwerbstätig","2005","(noch) kein Abschluss","Ostdeutschland","148","","",""
"nicht erwerbstätig","2005","Hauptschule","Westdeutschland","2981","","",""
"nicht erwerbstätig","2005","Hauptschule","Ostdeutschland","986","0.784767772208715","0.762331749925825","0.807203794491605"
"nicht erwerbstätig","2005","Realschule","Westdeutschland","937","0.281456503595399","0.266642288857847","0.29627071833295"
"nicht erwerbstätig","2005","Realschule","Ostdeutschland","409","0.229413307774134","0.210233144564928","0.24859347098334"
"nicht erwerbstätig","2005","(Fach-)Abitur","Westdeutschland","555","0.295211601309908","0.27470691563537","0.315716286984446"
"nicht erwerbstätig","2005","(Fach-)Abitur","Ostdeutschland","131","","",""
"nicht erwerbstätig","2005","AkademikerIn","Westdeutschland","622","0.239696133094479","0.224193625160913","0.255198641028044"
"nicht erwerbstätig","2005","AkademikerIn","Ostdeutschland","377","0.388799673679867","0.361808156910448","0.415791190449287"
"erwerbstätig","2005","(noch) kein Abschluss","Westdeutschland","177","","",""
"erwerbstätig","2005","(noch) kein Abschluss","Ostdeutschland","19","","",""
"erwerbstätig","2005","Hauptschule","Westdeutschland","3301","0.511556105719309","0.499195120023619","0.523917091415"
"erwerbstätig","2005","Hauptschule","Ostdeutschland","303","0.215232227791285","0.192796205508395","0.237668250074175"
"erwerbstätig","2005","Realschule","Westdeutschland","2603","","",""
"erwerbstätig","2005","Realschule","Ostdeutschland","1437","","",""
"erwerbstätig","2005","(Fach-)Abitur","Westdeutschland","1346","","",""
"erwerbstätig","2005","(Fach-)Abitur","Ostdeutschland","264","","",""
"erwerbstätig","2005","AkademikerIn","Westdeutschland","2291","","",""
"erwerbstätig","2005","AkademikerIn","Ostdeutschland","876","0.611200326320133","0.584208809550713","0.638191843089552"
"nicht erwerbstätig","2006","(noch) kein Abschluss","Westdeutschland","582","0.759953761664477","0.728777682503036","0.791129840825918"
"nicht erwerbstätig","2006","(noch) kein Abschluss","Ostdeutschland","155","","",""
"nicht erwerbstätig","2006","Hauptschule","Westdeutschland","3341","0.505165063354463","0.493230664505662","0.517099462203264"
"nicht erwerbstätig","2006","Hauptschule","Ostdeutschland","1066","","",""
"nicht erwerbstätig","2006","Realschule","Westdeutschland","1098","","",""
"nicht erwerbstätig","2006","Realschule","Ostdeutschland","479","0.252756786734544","0.233551167539559","0.271962405929529"
"nicht erwerbstätig","2006","(Fach-)Abitur","Westdeutschland","627","0.303958299389892","0.284022848278851","0.323893750500933"
"nicht erwerbstätig","2006","(Fach-)Abitur","Ostdeutschland","151","","",""
"nicht erwerbstätig","2006","AkademikerIn","Westdeutschland","751","0.248850227313002","0.233974677334497","0.263725777291506"
"nicht erwerbstätig","2006","AkademikerIn","Ostdeutschland","413","0.386668034162299","0.360515552044344","0.412820516280254"
"erwerbstätig","2006","(noch) kein Abschluss","Westdeutschland","139","","",""
"erwerbstätig","2006","(noch) kein Abschluss","Ostdeutschland","17","","",""
"erwerbstätig","2006","Hauptschule","Westdeutschland","3401","0.494834936645537","0.482900537796737","0.506769335494338"
"erwerbstätig","2006","Hauptschule","Ostdeutschland","326","0.228111443246557","0.206068006226426","0.250154880266689"
"erwerbstätig","2006","Realschule","Westdeutschland","2717","","",""
"erwerbstätig","2006","Realschule","Ostdeutschland","1488","","",""
"erwerbstätig","2006","(Fach-)Abitur","Westdeutschland","1418","","",""
"erwerbstätig","2006","(Fach-)Abitur","Ostdeutschland","260","","",""
"erwerbstätig","2006","AkademikerIn","Westdeutschland","2494","","",""
"erwerbstätig","2006","AkademikerIn","Ostdeutschland","919","0.613331965837701","0.587179483719746","0.639484447955656"
"nicht erwerbstätig","2007","(noch) kein Abschluss","Westdeutschland","553","0.77560889919959","0.7440435180904","0.80717428030878"
"nicht erwerbstätig","2007","(noch) kein Abschluss","Ostdeutschland","157","","",""
"nicht erwerbstätig","2007","Hauptschule","Westdeutschland","3001","0.501036245175817","0.4884775599405","0.513594930411135"
"nicht erwerbstätig","2007","Hauptschule","Ostdeutschland","997","0.782425545818667","0.75975144896208","0.805099642675254"
"nicht erwerbstätig","2007","Realschule","Westdeutschland","1065","","",""
"nicht erwerbstätig","2007","Realschule","Ostdeutschland","439","0.250322878709807","0.230529197089486","0.270116560330128"
"nicht erwerbstätig","2007","(Fach-)Abitur","Westdeutschland","613","0.30772515338477","0.287338496792678","0.328111809976862"
"nicht erwerbstätig","2007","(Fach-)Abitur","Ostdeutschland","126","","",""
"nicht erwerbstätig","2007","AkademikerIn","Westdeutschland","737","0.24809995578235","0.232868811382974","0.263331100181726"
"nicht erwerbstätig","2007","AkademikerIn","Ostdeutschland","412","0.381931291932995","0.355520135712624","0.408342448153365"
"erwerbstätig","2007","(noch) kein Abschluss","Westdeutschland","118","","",""
"erwerbstätig","2007","(noch) kein Abschluss","Ostdeutschland","15","","",""
"erwerbstätig","2007","Hauptschule","Westdeutschland","3088","0.498963754824183","0.486405069588865","0.5115224400595"
"erwerbstätig","2007","Hauptschule","Ostdeutschland","275","","",""
"erwerbstätig","2007","Realschule","Westdeutschland","2530","","",""
"erwerbstätig","2007","Realschule","Ostdeutschland","1401","","",""
"erwerbstätig","2007","(Fach-)Abitur","Westdeutschland","1356","","",""
"erwerbstätig","2007","(Fach-)Abitur","Ostdeutschland","267","","",""
"erwerbstätig","2007","AkademikerIn","Westdeutschland","2352","","",""
"erwerbstätig","2007","AkademikerIn","Ostdeutschland","888","0.618068708067005","0.591657551846635","0.644479864287376"
"nicht erwerbstätig","2008","(noch) kein Abschluss","Westdeutschland","491","0.755964707737449","0.722018785442307","0.789910630032592"
"nicht erwerbstätig","2008","(noch) kein Abschluss","Ostdeutschland","114","","",""
"nicht erwerbstätig","2008","Hauptschule","Westdeutschland","2779","","",""
"nicht erwerbstätig","2008","Hauptschule","Ostdeutschland","931","0.76369783480503","0.739632292874139","0.787763376735921"
"nicht erwerbstätig","2008","Realschule","Westdeutschland","980","0.297743037026901","0.282354795180906","0.313131278872896"
"nicht erwerbstätig","2008","Realschule","Ostdeutschland","394","0.227918051295498","0.20828651183154","0.247549590759455"
"nicht erwerbstätig","2008","(Fach-)Abitur","Westdeutschland","552","0.297734588057795","0.276668975706593","0.318800200408997"
"nicht erwerbstätig","2008","(Fach-)Abitur","Ostdeutschland","116","","",""
"nicht erwerbstätig","2008","AkademikerIn","Westdeutschland","737","0.244369738131516","0.228863178058186","0.259876298204845"
"nicht erwerbstätig","2008","AkademikerIn","Ostdeutschland","415","0.395731640526343","0.368535792347975","0.422927488704711"
"erwerbstätig","2008","(noch) kein Abschluss","Westdeutschland","124","","",""
"erwerbstätig","2008","(noch) kein Abschluss","Ostdeutschland","17","","",""
"erwerbstätig","2008","Hauptschule","Westdeutschland","2862","","",""
"erwerbstätig","2008","Hauptschule","Ostdeutschland","266","","",""
"erwerbstätig","2008","Realschule","Westdeutschland","2412","","",""
"erwerbstätig","2008","Realschule","Ostdeutschland","1360","","",""
"erwerbstätig","2008","(Fach-)Abitur","Westdeutschland","1258","","",""
"erwerbstätig","2008","(Fach-)Abitur","Ostdeutschland","248","","",""
"erwerbstätig","2008","AkademikerIn","Westdeutschland","2213","","",""
"erwerbstätig","2008","AkademikerIn","Ostdeutschland","827","0.604268359473657","0.577072511295289","0.631464207652025"
"nicht erwerbstätig","2009","(noch) kein Abschluss","Westdeutschland","470","0.763580848934909","0.728972757487043","0.798188940382775"
"nicht erwerbstätig","2009","(noch) kein Abschluss","Ostdeutschland","76","0.793173190459623","0.712982771449718","0.873363609469528"
"nicht erwerbstätig","2009","Hauptschule","Westdeutschland","2505","","",""
"nicht erwerbstätig","2009","Hauptschule","Ostdeutschland","874","0.770290412157154","0.745666214298319","0.79491461001599"
"nicht erwerbstätig","2009","Realschule","Westdeutschland","885","0.283711653767685","0.267994023080874","0.299429284454495"
"nicht erwerbstätig","2009","Realschule","Ostdeutschland","362","0.218075730061011","0.198276610407921","0.237874849714101"
"nicht erwerbstätig","2009","(Fach-)Abitur","Westdeutschland","484","0.282670982720297","0.260996155615595","0.304345809824999"
"nicht erwerbstätig","2009","(Fach-)Abitur","Ostdeutschland","113","","",""
"nicht erwerbstätig","2009","AkademikerIn","Westdeutschland","692","0.227781593992775","0.212324146610943","0.243239041374607"
"nicht erwerbstätig","2009","AkademikerIn","Ostdeutschland","405","0.376025975180884","0.348699310067651","0.403352640294117"
"erwerbstätig","2009","(noch) kein Abschluss","Westdeutschland","109","","",""
"erwerbstätig","2009","(noch) kein Abschluss","Ostdeutschland","22","","",""
"erwerbstätig","2009","Hauptschule","Westdeutschland","2609","","",""
"erwerbstätig","2009","Hauptschule","Ostdeutschland","247","","",""
"erwerbstätig","2009","Realschule","Westdeutschland","2275","","",""
"erwerbstätig","2009","Realschule","Ostdeutschland","1309","","",""
"erwerbstätig","2009","(Fach-)Abitur","Westdeutschland","1174","","",""
"erwerbstätig","2009","(Fach-)Abitur","Ostdeutschland","234","","",""
"erwerbstätig","2009","AkademikerIn","Westdeutschland","2136","","",""
"erwerbstätig","2009","AkademikerIn","Ostdeutschland","802","0.623974024819116","0.596647359705883","0.651300689932349"
"nicht erwerbstätig","2010","(noch) kein Abschluss","Westdeutschland","745","0.773537834449217","0.746824330770342","0.800251338128092"
"nicht erwerbstätig","2010","(noch) kein Abschluss","Ostdeutschland","106","","",""
"nicht erwerbstätig","2010","Hauptschule","Westdeutschland","2891","","",""
"nicht erwerbstätig","2010","Hauptschule","Ostdeutschland","860","0.7430835498621","0.718185203817088","0.767981895907111"
"nicht erwerbstätig","2010","Realschule","Westdeutschland","1255","","",""
"nicht erwerbstätig","2010","Realschule","Ostdeutschland","515","0.210551219613715","0.193549568775541","0.227552870451888"
"nicht erwerbstätig","2010","(Fach-)Abitur","Westdeutschland","739","0.275340274614391","0.258050433045148","0.292630116183634"
"nicht erwerbstätig","2010","(Fach-)Abitur","Ostdeutschland","161","","",""
"nicht erwerbstätig","2010","AkademikerIn","Westdeutschland","900","0.238691416956529","0.22544783939552","0.251934994517538"
"nicht erwerbstätig","2010","AkademikerIn","Ostdeutschland","417","0.377483382704482","0.352054353802774","0.402912411606189"
"erwerbstätig","2010","(noch) kein Abschluss","Westdeutschland","198","","",""
"erwerbstätig","2010","(noch) kein Abschluss","Ostdeutschland","18","","",""
"erwerbstätig","2010","Hauptschule","Westdeutschland","3457","0.49777316150812","0.485473438558295","0.510072884457946"
"erwerbstätig","2010","Hauptschule","Ostdeutschland","323","0.2569164501379","0.232018104092889","0.281814796182912"
"erwerbstätig","2010","Realschule","Westdeutschland","3362","0.717113377964402","0.70412160953685","0.730105146391954"
"erwerbstätig","2010","Realschule","Ostdeutschland","1694","","",""
"erwerbstätig","2010","(Fach-)Abitur","Westdeutschland","1825","","",""
"erwerbstätig","2010","(Fach-)Abitur","Ostdeutschland","337","0.659217757365611","0.617589680608977","0.700845834122245"
"erwerbstätig","2010","AkademikerIn","Westdeutschland","3080","0.761308583043471","0.748065005482462","0.77455216060448"
"erwerbstätig","2010","AkademikerIn","Ostdeutschland","979","0.622516617295518","0.597087588393811","0.647945646197226"
"nicht erwerbstätig","2011","(noch) kein Abschluss","Westdeutschland","915","0.756320908751354","0.731584104173648","0.78105771332906"
"nicht erwerbstätig","2011","(noch) kein Abschluss","Ostdeutschland","135","","",""
"nicht erwerbstätig","2011","Hauptschule","Westdeutschland","3581","0.508231778045801","0.496981029007008","0.519482527084594"
"nicht erwerbstätig","2011","Hauptschule","Ostdeutschland","1017","","",""
"nicht erwerbstätig","2011","Realschule","Westdeutschland","1478","","",""
"nicht erwerbstätig","2011","Realschule","Ostdeutschland","595","0.203616440917765","0.18794693072485","0.21928595111068"
"nicht erwerbstätig","2011","(Fach-)Abitur","Westdeutschland","871","0.268610757888813","0.252921658980957","0.284299856796669"
"nicht erwerbstätig","2011","(Fach-)Abitur","Ostdeutschland","185","","",""
"nicht erwerbstätig","2011","AkademikerIn","Westdeutschland","1078","","",""
"nicht erwerbstätig","2011","AkademikerIn","Ostdeutschland","493","0.379850783958632","0.355781554383483","0.403920013533782"
"erwerbstätig","2011","(noch) kein Abschluss","Westdeutschland","242","","",""
"erwerbstätig","2011","(noch) kein Abschluss","Ostdeutschland","28","","",""
"erwerbstätig","2011","Hauptschule","Westdeutschland","4004","0.491768221954199","0.480517472915406","0.503018970992992"
"erwerbstätig","2011","Hauptschule","Ostdeutschland","388","0.25231849940019","0.229607157612634","0.275029841187745"
"erwerbstätig","2011","Realschule","Westdeutschland","3949","0.722434624963921","0.710520830563408","0.734348419364434"
"erwerbstätig","2011","Realschule","Ostdeutschland","1942","","",""
"erwerbstätig","2011","(Fach-)Abitur","Westdeutschland","2195","","",""
"erwerbstätig","2011","(Fach-)Abitur","Ostdeutschland","384","0.670512287457162","0.63189204998314","0.709132524931184"
"erwerbstätig","2011","AkademikerIn","Westdeutschland","3572","0.763655886412104","0.75144512173973","0.775866651084478"
"erwerbstätig","2011","AkademikerIn","Ostdeutschland","1069","","",""
"nicht erwerbstätig","2012","(noch) kein Abschluss","Westdeutschland","902","0.741351261966126","0.716238535448941","0.766463988483311"
"nicht erwerbstätig","2012","(noch) kein Abschluss","Ostdeutschland","139","","",""
"nicht erwerbstätig","2012","Hauptschule","Westdeutschland","3413","0.50235026129649","0.490890765470842","0.513809757122138"
"nicht erwerbstätig","2012","Hauptschule","Ostdeutschland","999","0.7506261890654","0.72790611146992","0.773346266660879"
"nicht erwerbstätig","2012","Realschule","Westdeutschland","1441","","",""
"nicht erwerbstätig","2012","Realschule","Ostdeutschland","625","0.244690728683332","0.227743643096005","0.26163781427066"
"nicht erwerbstätig","2012","(Fach-)Abitur","Westdeutschland","817","0.268906809592818","0.253019346090545","0.284794273095091"
"nicht erwerbstätig","2012","(Fach-)Abitur","Ostdeutschland","163","","",""
"nicht erwerbstätig","2012","AkademikerIn","Westdeutschland","1075","","",""
"nicht erwerbstätig","2012","AkademikerIn","Ostdeutschland","489","0.366212389836741","0.342119390294702","0.390305389378781"
"erwerbstätig","2012","(noch) kein Abschluss","Westdeutschland","266","","",""
"erwerbstätig","2012","(noch) kein Abschluss","Ostdeutschland","23","","",""
"erwerbstätig","2012","Hauptschule","Westdeutschland","3900","0.49764973870351","0.486190242877862","0.509109234529158"
"erwerbstätig","2012","Hauptschule","Ostdeutschland","394","0.2493738109346","0.226653733339121","0.27209388853008"
"erwerbstätig","2012","Realschule","Westdeutschland","3892","0.723950453293493","0.711952415087959","0.735948491499028"
"erwerbstätig","2012","Realschule","Ostdeutschland","1847","","",""
"erwerbstätig","2012","(Fach-)Abitur","Westdeutschland","2175","","",""
"erwerbstätig","2012","(Fach-)Abitur","Ostdeutschland","402","0.712679722680331","0.675367234856895","0.749992210503768"
"erwerbstätig","2012","AkademikerIn","Westdeutschland","3535","0.753893544861607","0.741459450949505","0.766327638773708"
"erwerbstätig","2012","AkademikerIn","Ostdeutschland","1047","","",""
"nicht erwerbstätig","2013","(noch) kein Abschluss","Westdeutschland","1296","","",""
"nicht erwerbstätig","2013","(noch) kein Abschluss","Ostdeutschland","188","","",""
"nicht erwerbstätig","2013","Hauptschule","Westdeutschland","4549","0.560012193667737","0.549193534684183","0.570830852651292"
"nicht erwerbstätig","2013","Hauptschule","Ostdeutschland","1007","","",""
"nicht erwerbstätig","2013","Realschule","Westdeutschland","1823","","",""
"nicht erwerbstätig","2013","Realschule","Ostdeutschland","623","0.243337913213777","0.226047849348234","0.26062797707932"
"nicht erwerbstätig","2013","(Fach-)Abitur","Westdeutschland","1811","","",""
"nicht erwerbstätig","2013","(Fach-)Abitur","Ostdeutschland","196","","",""
"nicht erwerbstätig","2013","AkademikerIn","Westdeutschland","1899","","",""
"nicht erwerbstätig","2013","AkademikerIn","Ostdeutschland","576","0.389941316603687","0.365691524639088","0.414191108568285"
"erwerbstätig","2013","(noch) kein Abschluss","Westdeutschland","245","","",""
"erwerbstätig","2013","(noch) kein Abschluss","Ostdeutschland","31","0.174967726388383","0.12464774444184","0.225287708334926"
"erwerbstätig","2013","Hauptschule","Westdeutschland","3538","0.439987806332263","0.429169147348708","0.450806465315817"
"erwerbstätig","2013","Hauptschule","Ostdeutschland","372","0.239099067976804","0.21658681514731","0.261611320806297"
"erwerbstätig","2013","Realschule","Westdeutschland","3663","0.671937420385027","0.65951337723676","0.684361463533295"
"erwerbstätig","2013","Realschule","Ostdeutschland","1743","","",""
"erwerbstätig","2013","(Fach-)Abitur","Westdeutschland","2084","","",""
"erwerbstätig","2013","(Fach-)Abitur","Ostdeutschland","374","0.691634451614219","0.65372199748092","0.729546905747517"
"erwerbstätig","2013","AkademikerIn","Westdeutschland","3409","0.68109152569454","0.668553810442958","0.693629240946122"
"erwerbstätig","2013","AkademikerIn","Ostdeutschland","978","0.610058683396314","0.585808891431715","0.634308475360912"
"nicht erwerbstätig","2014","(noch) kein Abschluss","Westdeutschland","944","0.752496552156912","0.728695875759337","0.776297228554486"
"nicht erwerbstätig","2014","(noch) kein Abschluss","Ostdeutschland","150","","",""
