"e11102","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1994","66","Sachsen","","","",""
"nicht erwerbstätig","1994","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1994","66","Thüringen","","","",""
"erwerbstätig","1994","17-29","Schleswig-Holstein","44","0.662137130344442","0.549718616669991","0.774555644018894"
"erwerbstätig","1994","17-29","Hamburg","19","","",""
"erwerbstätig","1994","17-29","Niedersachsen","202","0.716700669136375","0.66392171807855","0.769479620194201"
"erwerbstätig","1994","17-29","Bremen","11","","",""
"erwerbstätig","1994","17-29","Nordrhein-Westfalen","446","0.68349125871953","0.648033874127846","0.718948643311214"
"erwerbstätig","1994","17-29","Hessen","169","0.677015860909787","0.618581196124903","0.735450525694671"
"erwerbstätig","1994","17-29","Rheinland-Pfalz,Saarland","106","0.664858465582321","0.589317733418437","0.740399197746205"
"erwerbstätig","1994","17-29","Baden-Württemberg","392","0.729464657807743","0.692134246663691","0.766795068951795"
"erwerbstätig","1994","17-29","Bayern","331","0.761757382482246","0.721350791137487","0.802163973827006"
"erwerbstätig","1994","17-29","Saarland","","","",""
"erwerbstätig","1994","17-29","Berlin","90","0.720162377944193","0.642694528200534","0.797630227687853"
"erwerbstätig","1994","17-29","Brandenburg","96","0.742395258266835","0.66862594715459","0.81616456937908"
"erwerbstätig","1994","17-29","Mecklenburg-Vorpommern","66","0.659835133899985","0.566511220989219","0.753159046810751"
"erwerbstätig","1994","17-29","Sachsen","166","0.723964636934306","0.667289813116833","0.780639460751778"
"erwerbstätig","1994","17-29","Sachsen-Anhalt","123","0.792289607619379","0.729821021494361","0.854758193744398"
"erwerbstätig","1994","17-29","Thüringen","116","0.709166933036577","0.638353495402534","0.77998037067062"
"erwerbstätig","1994","30-45","Schleswig-Holstein","74","0.852961495055064","0.778969113276338","0.92695387683379"
"erwerbstätig","1994","30-45","Hamburg","39","0.900634652222869","0.814185451974756","0.987083852470982"
"erwerbstätig","1994","30-45","Niedersachsen","209","0.792790002900667","0.743712565225119","0.841867440576216"
"erwerbstätig","1994","30-45","Bremen","16","","",""
"erwerbstätig","1994","30-45","Nordrhein-Westfalen","659","0.817894620593135","0.791431130112787","0.844358111073483"
"erwerbstätig","1994","30-45","Hessen","231","0.854162478667476","0.812295497247492","0.89602946008746"
"erwerbstätig","1994","30-45","Rheinland-Pfalz,Saarland","166","0.823100657528175","0.771491350551081","0.87470996450527"
"erwerbstätig","1994","30-45","Baden-Württemberg","412","0.834875996958512","0.802396273397689","0.867355720519334"
"erwerbstätig","1994","30-45","Bayern","433","0.872421636677649","0.843438797501541","0.901404475853757"
"erwerbstätig","1994","30-45","Saarland","","","",""
"erwerbstätig","1994","30-45","Berlin","167","0.883298351764199","0.837033153059251","0.929563550469146"
"erwerbstätig","1994","30-45","Brandenburg","188","0.885797514619222","0.843479700113415","0.928115329125029"
"erwerbstätig","1994","30-45","Mecklenburg-Vorpommern","127","0.860068780126744","0.803602654284841","0.916534905968647"
"erwerbstätig","1994","30-45","Sachsen","354","0.864760503872671","0.831247157872922","0.89827384987242"
"erwerbstätig","1994","30-45","Sachsen-Anhalt","204","0.843938799672699","0.797735087857073","0.890142511488325"
"erwerbstätig","1994","30-45","Thüringen","209","0.867770147430762","0.824552691358755","0.91098760350277"
"erwerbstätig","1994","46-65","Schleswig-Holstein","67","0.685558307960235","0.592682044267709","0.778434571652762"
"erwerbstätig","1994","46-65","Hamburg","24","","",""
"erwerbstätig","1994","46-65","Niedersachsen","194","0.637027223739128","0.583150224296081","0.690904223182175"
"erwerbstätig","1994","46-65","Bremen","14","","",""
"erwerbstätig","1994","46-65","Nordrhein-Westfalen","444","0.63877527948991","0.603216089115417","0.674334469864403"
"erwerbstätig","1994","46-65","Hessen","192","0.644662281945016","0.589481740861088","0.699842823028943"
"erwerbstätig","1994","46-65","Rheinland-Pfalz,Saarland","100","0.58689207968748","0.514556998215825","0.659227161159136"
"erwerbstätig","1994","46-65","Baden-Württemberg","351","0.691953129586692","0.651805216591904","0.732101042581481"
"erwerbstätig","1994","46-65","Bayern","305","0.642371605820638","0.598282699181487","0.68646051245979"
"erwerbstätig","1994","46-65","Saarland","","","",""
"erwerbstätig","1994","46-65","Berlin","122","0.684880774785502","0.61829641544397","0.751465134127035"
"erwerbstätig","1994","46-65","Brandenburg","111","0.563837202136986","0.4923771381875","0.635297266086472"
"erwerbstätig","1994","46-65","Mecklenburg-Vorpommern","72","0.453910188583468","0.371439223706106","0.53638115346083"
"erwerbstätig","1994","46-65","Sachsen","189","0.500246856579514","0.448380715816461","0.552112997342567"
"erwerbstätig","1994","46-65","Sachsen-Anhalt","136","0.538130535727408","0.473978928416921","0.602282143037895"
"erwerbstätig","1994","46-65","Thüringen","102","0.482753738718074","0.412617529608062","0.552889947828086"
"erwerbstätig","1994","66","Schleswig-Holstein","","","",""
"erwerbstätig","1994","66","Hamburg","","","",""
"erwerbstätig","1994","66","Niedersachsen","","","",""
"erwerbstätig","1994","66","Bremen","","","",""
"erwerbstätig","1994","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","1994","66","Hessen","","","",""
"erwerbstätig","1994","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","1994","66","Baden-Württemberg","","","",""
"erwerbstätig","1994","66","Bayern","","","",""
"erwerbstätig","1994","66","Saarland","","","",""
"erwerbstätig","1994","66","Berlin","","","",""
"erwerbstätig","1994","66","Brandenburg","","","",""
"erwerbstätig","1994","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1994","66","Sachsen","","","",""
"erwerbstätig","1994","66","Sachsen-Anhalt","","","",""
"erwerbstätig","1994","66","Thüringen","","","",""
"nicht erwerbstätig","1995","17-29","Schleswig-Holstein","21","","",""
"nicht erwerbstätig","1995","17-29","Hamburg","6","","",""
"nicht erwerbstätig","1995","17-29","Niedersachsen","85","0.342144157040783","0.285763053624027","0.398525260457539"
"nicht erwerbstätig","1995","17-29","Bremen","7","","",""
"nicht erwerbstätig","1995","17-29","Nordrhein-Westfalen","234","0.339402796902226","0.30360226095612","0.375203332848331"
"nicht erwerbstätig","1995","17-29","Hessen","69","0.294523238450554","0.236733559675753","0.352312917225355"
"nicht erwerbstätig","1995","17-29","Rheinland-Pfalz,Saarland","60","0.354117326606803","0.282014026202738","0.426220627010868"
"nicht erwerbstätig","1995","17-29","Baden-Württemberg","160","0.28189962547857","0.243191313012909","0.32060793794423"
"nicht erwerbstätig","1995","17-29","Bayern","121","0.271939574927964","0.230828223456937","0.313050926398991"
"nicht erwerbstätig","1995","17-29","Saarland","","","",""
"nicht erwerbstätig","1995","17-29","Berlin","51","0.38440007543618","0.300127917045119","0.468672233827242"
"nicht erwerbstätig","1995","17-29","Brandenburg","49","0.3390350164528","0.259475865318885","0.418594167586716"
"nicht erwerbstätig","1995","17-29","Mecklenburg-Vorpommern","34","0.287162784574521","0.201436211587345","0.372889357561697"
"nicht erwerbstätig","1995","17-29","Sachsen","88","0.34228723561559","0.281880216510966","0.402694254720214"
"nicht erwerbstätig","1995","17-29","Sachsen-Anhalt","37","0.209701563692447","0.146022794502007","0.273380332882887"
"nicht erwerbstätig","1995","17-29","Thüringen","41","0.269897823406823","0.198859292070972","0.340936354742674"
"nicht erwerbstätig","1995","30-45","Schleswig-Holstein","15","","",""
"nicht erwerbstätig","1995","30-45","Hamburg","7","","",""
"nicht erwerbstätig","1995","30-45","Niedersachsen","77","0.237285824894154","0.191865530274228","0.28270611951408"
"nicht erwerbstätig","1995","30-45","Bremen","5","","",""
"nicht erwerbstätig","1995","30-45","Nordrhein-Westfalen","192","0.195202184591194","0.169206090939184","0.221198278243204"
"nicht erwerbstätig","1995","30-45","Hessen","61","0.205210527428822","0.159586805194428","0.250834249663215"
"nicht erwerbstätig","1995","30-45","Rheinland-Pfalz,Saarland","59","0.197486093232016","0.149002728543557","0.245969457920475"
"nicht erwerbstätig","1995","30-45","Baden-Württemberg","102","0.184527817197847","0.152710355156666","0.216345279239027"
"nicht erwerbstätig","1995","30-45","Bayern","90","0.149114914633929","0.119346017593841","0.178883811674017"
"nicht erwerbstätig","1995","30-45","Saarland","","","",""
"nicht erwerbstätig","1995","30-45","Berlin","21","","",""
"nicht erwerbstätig","1995","30-45","Brandenburg","35","0.147148096336437","0.0991206955471979","0.195175497125676"
"nicht erwerbstätig","1995","30-45","Mecklenburg-Vorpommern","15","","",""
"nicht erwerbstätig","1995","30-45","Sachsen","44","0.121551029318534","0.0886966034493367","0.154405455187732"
"nicht erwerbstätig","1995","30-45","Sachsen-Anhalt","29","","",""
"nicht erwerbstätig","1995","30-45","Thüringen","24","","",""
"nicht erwerbstätig","1995","46-65","Schleswig-Holstein","32","0.395790050209028","0.293032240849592","0.498547859568464"
"nicht erwerbstätig","1995","46-65","Hamburg","12","","",""
"nicht erwerbstätig","1995","46-65","Niedersachsen","120","0.366812044108004","0.313675578233389","0.419948509982619"
"nicht erwerbstätig","1995","46-65","Bremen","11","","",""
"nicht erwerbstätig","1995","46-65","Nordrhein-Westfalen","261","0.35805758141272","0.323700064728626","0.392415098096815"
"nicht erwerbstätig","1995","46-65","Hessen","101","0.39013108687062","0.33399105960837","0.44627111413287"
"nicht erwerbstätig","1995","46-65","Rheinland-Pfalz,Saarland","75","0.399964198049744","0.328595471991957","0.471332924107531"
"nicht erwerbstätig","1995","46-65","Baden-Württemberg","175","0.33373504949274","0.292729689563203","0.374740409422276"
"nicht erwerbstätig","1995","46-65","Bayern","163","0.357458972969384","0.315154317298166","0.399763628640601"
"nicht erwerbstätig","1995","46-65","Saarland","","","",""
"nicht erwerbstätig","1995","46-65","Berlin","66","0.365351979327892","0.296336027011826","0.434367931643959"
"nicht erwerbstätig","1995","46-65","Brandenburg","65","0.415517349691139","0.343120697617354","0.487914001764925"
"nicht erwerbstätig","1995","46-65","Mecklenburg-Vorpommern","65","0.52463848260854","0.444182319915598","0.605094645301482"
"nicht erwerbstätig","1995","46-65","Sachsen","150","0.472537899805543","0.420309287615042","0.524766511996043"
"nicht erwerbstätig","1995","46-65","Sachsen-Anhalt","91","0.443657477179125","0.379590072487495","0.507724881870754"
"nicht erwerbstätig","1995","46-65","Thüringen","84","0.499869734971128","0.428586536449524","0.571152933492732"
"nicht erwerbstätig","1995","66","Schleswig-Holstein","","","",""
"nicht erwerbstätig","1995","66","Hamburg","","","",""
"nicht erwerbstätig","1995","66","Niedersachsen","","","",""
"nicht erwerbstätig","1995","66","Bremen","","","",""
"nicht erwerbstätig","1995","66","Nordrhein-Westfalen","","","",""
"nicht erwerbstätig","1995","66","Hessen","","","",""
"nicht erwerbstätig","1995","66","Rheinland-Pfalz,Saarland","","","",""
"nicht erwerbstätig","1995","66","Baden-Württemberg","","","",""
"nicht erwerbstätig","1995","66","Bayern","","","",""
"nicht erwerbstätig","1995","66","Saarland","","","",""
"nicht erwerbstätig","1995","66","Berlin","","","",""
"nicht erwerbstätig","1995","66","Brandenburg","","","",""
"nicht erwerbstätig","1995","66","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1995","66","Sachsen","","","",""
"nicht erwerbstätig","1995","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1995","66","Thüringen","","","",""
"erwerbstätig","1995","17-29","Schleswig-Holstein","50","0.724029340156037","0.620054453531677","0.828004226780397"
"erwerbstätig","1995","17-29","Hamburg","19","","",""
"erwerbstätig","1995","17-29","Niedersachsen","187","0.657855842959217","0.601474739542461","0.714236946375973"
"erwerbstätig","1995","17-29","Bremen","16","","",""
"erwerbstätig","1995","17-29","Nordrhein-Westfalen","438","0.660597203097774","0.624796667151669","0.69639773904388"
"erwerbstätig","1995","17-29","Hessen","170","0.705476761549446","0.647687082774645","0.763266440324247"
"erwerbstätig","1995","17-29","Rheinland-Pfalz,Saarland","109","0.645882673393197","0.573779372989132","0.717985973797262"
"erwerbstätig","1995","17-29","Baden-Württemberg","359","0.71810037452143","0.67939206205577","0.756808686987091"
"erwerbstätig","1995","17-29","Bayern","329","0.728060425072036","0.686949073601009","0.769171776543062"
"erwerbstätig","1995","17-29","Saarland","","","",""
"erwerbstätig","1995","17-29","Berlin","77","0.61559992456382","0.531327766172758","0.699872082954881"
"erwerbstätig","1995","17-29","Brandenburg","87","0.660964983547199","0.581405832413283","0.740524134681115"
"erwerbstätig","1995","17-29","Mecklenburg-Vorpommern","73","0.712837215425479","0.627110642438303","0.798563788412655"
"erwerbstätig","1995","17-29","Sachsen","149","0.65771276438441","0.597305745279786","0.718119783489034"
"erwerbstätig","1995","17-29","Sachsen-Anhalt","120","0.790298436307553","0.726619667117113","0.853977205497993"
"erwerbstätig","1995","17-29","Thüringen","109","0.730102176593177","0.659063645257326","0.801140707929028"
"erwerbstätig","1995","30-45","Schleswig-Holstein","76","0.821193552009123","0.742463280679596","0.899923823338651"
"erwerbstätig","1995","30-45","Hamburg","37","0.903557146309812","0.816333428997814","0.990780863621811"
"erwerbstätig","1995","30-45","Niedersachsen","260","0.762714175105846","0.71729388048592","0.808134469725772"
"erwerbstätig","1995","30-45","Bremen","16","","",""
"erwerbstätig","1995","30-45","Nordrhein-Westfalen","701","0.804797815408806","0.778801721756796","0.830793909060816"
"erwerbstätig","1995","30-45","Hessen","240","0.794789472571178","0.749165750336785","0.840413194805572"
"erwerbstätig","1995","30-45","Rheinland-Pfalz,Saarland","200","0.802513906767984","0.754030542079525","0.850997271456443"
"erwerbstätig","1995","30-45","Baden-Württemberg","469","0.815472182802153","0.783654720760973","0.847289644843334"
"erwerbstätig","1995","30-45","Bayern","460","0.850885085366071","0.821116188325983","0.88065398240616"
"erwerbstätig","1995","30-45","Saarland","","","",""
"erwerbstätig","1995","30-45","Berlin","171","0.87363859975338","0.826641549704545","0.920635649802215"
"erwerbstätig","1995","30-45","Brandenburg","174","0.852851903663563","0.804824502874324","0.900879304452802"
"erwerbstätig","1995","30-45","Mecklenburg-Vorpommern","115","0.876061212509023","0.819418080040841","0.932704344977204"
"erwerbstätig","1995","30-45","Sachsen","336","0.878448970681466","0.845594544812268","0.911303396550663"
"erwerbstätig","1995","30-45","Sachsen-Anhalt","194","0.863265057852849","0.81817222742748","0.908357888278219"
"erwerbstätig","1995","30-45","Thüringen","215","0.881956577959901","0.841049954051547","0.922863201868256"
"erwerbstätig","1995","46-65","Schleswig-Holstein","55","0.604209949790972","0.501452140431536","0.706967759150408"
"erwerbstätig","1995","46-65","Hamburg","24","","",""
"erwerbstätig","1995","46-65","Niedersachsen","196","0.633187955891996","0.580051490017381","0.686324421766611"
"erwerbstätig","1995","46-65","Bremen","13","","",""
"erwerbstätig","1995","46-65","Nordrhein-Westfalen","487","0.64194241858728","0.607584901903185","0.676299935271374"
"erwerbstätig","1995","46-65","Hessen","189","0.60986891312938","0.55372888586713","0.66600894039163"
"erwerbstätig","1995","46-65","Rheinland-Pfalz,Saarland","106","0.600035801950256","0.528667075892469","0.671404528008043"
"erwerbstätig","1995","46-65","Baden-Württemberg","333","0.66626495050726","0.625259590577724","0.707270310436797"
"erwerbstätig","1995","46-65","Bayern","330","0.642541027030616","0.600236371359398","0.684845682701834"
"erwerbstätig","1995","46-65","Saarland","","","",""
"erwerbstätig","1995","46-65","Berlin","121","0.634648020672108","0.565632068356041","0.703663972988175"
"erwerbstätig","1995","46-65","Brandenburg","113","0.584482650308861","0.512085998235075","0.656879302382646"
"erwerbstätig","1995","46-65","Mecklenburg-Vorpommern","83","0.47536151739146","0.394905354698518","0.555817680084402"
"erwerbstätig","1995","46-65","Sachsen","201","0.527462100194457","0.475233488003957","0.579690712384958"
"erwerbstätig","1995","46-65","Sachsen-Anhalt","140","0.556342522820875","0.492275118129246","0.620409927512505"
"erwerbstätig","1995","46-65","Thüringen","105","0.500130265028872","0.428847066507268","0.571413463550476"
"erwerbstätig","1995","66","Schleswig-Holstein","","","",""
"erwerbstätig","1995","66","Hamburg","","","",""
"erwerbstätig","1995","66","Niedersachsen","","","",""
"erwerbstätig","1995","66","Bremen","","","",""
"erwerbstätig","1995","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","1995","66","Hessen","","","",""
"erwerbstätig","1995","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","1995","66","Baden-Württemberg","","","",""
"erwerbstätig","1995","66","Bayern","","","",""
"erwerbstätig","1995","66","Saarland","","","",""
"erwerbstätig","1995","66","Berlin","","","",""
"erwerbstätig","1995","66","Brandenburg","","","",""
"erwerbstätig","1995","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1995","66","Sachsen","","","",""
"erwerbstätig","1995","66","Sachsen-Anhalt","","","",""
"erwerbstätig","1995","66","Thüringen","","","",""
"nicht erwerbstätig","1996","17-29","Schleswig-Holstein","22","","",""
"nicht erwerbstätig","1996","17-29","Hamburg","5","","",""
"nicht erwerbstätig","1996","17-29","Niedersachsen","68","0.29405701440376","0.237579097240081","0.350534931567439"
"nicht erwerbstätig","1996","17-29","Bremen","7","","",""
"nicht erwerbstätig","1996","17-29","Nordrhein-Westfalen","213","0.318484242490526","0.282640968803322","0.35432751617773"
"nicht erwerbstätig","1996","17-29","Hessen","63","0.304455540196831","0.241615150535207","0.367295929858455"
"nicht erwerbstätig","1996","17-29","Rheinland-Pfalz,Saarland","42","0.312834798383216","0.240077946527477","0.385591650238955"
"nicht erwerbstätig","1996","17-29","Baden-Württemberg","145","0.331774319814331","0.288885849163334","0.374662790465328"
"nicht erwerbstätig","1996","17-29","Bayern","109","0.268468742982817","0.226035679413379","0.310901806552254"
"nicht erwerbstätig","1996","17-29","Saarland","","","",""
"nicht erwerbstätig","1996","17-29","Berlin","60","0.475605462540729","0.385877644507068","0.56533328057439"
"nicht erwerbstätig","1996","17-29","Brandenburg","44","0.300083528939694","0.223620282358082","0.376546775521306"
"nicht erwerbstätig","1996","17-29","Mecklenburg-Vorpommern","29","","",""
"nicht erwerbstätig","1996","17-29","Sachsen","79","0.298816593127476","0.241847353795347","0.355785832459605"
"nicht erwerbstätig","1996","17-29","Sachsen-Anhalt","55","0.326604033688053","0.252535498152454","0.400672569223651"
"nicht erwerbstätig","1996","17-29","Thüringen","42","0.307345218285619","0.233260845992179","0.381429590579058"
"nicht erwerbstätig","1996","30-45","Schleswig-Holstein","16","","",""
"nicht erwerbstätig","1996","30-45","Hamburg","7","","",""
"nicht erwerbstätig","1996","30-45","Niedersachsen","64","0.168513284351948","0.129846187186489","0.207180381517408"
"nicht erwerbstätig","1996","30-45","Bremen","5","","",""
"nicht erwerbstätig","1996","30-45","Nordrhein-Westfalen","171","0.17733559040554","0.152027849963779","0.2026433308473"
"nicht erwerbstätig","1996","30-45","Hessen","54","0.171562294759483","0.129183153619195","0.213941435899771"
"nicht erwerbstätig","1996","30-45","Rheinland-Pfalz,Saarland","52","0.198816216789878","0.15011607609964","0.247516357480117"
"nicht erwerbstätig","1996","30-45","Baden-Württemberg","94","0.172261178842591","0.141234711676913","0.203287646008268"
"nicht erwerbstätig","1996","30-45","Bayern","99","0.150240024105835","0.120907352415859","0.179572695795811"
"nicht erwerbstätig","1996","30-45","Saarland","","","",""
"nicht erwerbstätig","1996","30-45","Berlin","18","","",""
"nicht erwerbstätig","1996","30-45","Brandenburg","23","","",""
"nicht erwerbstätig","1996","30-45","Mecklenburg-Vorpommern","15","","",""
"nicht erwerbstätig","1996","30-45","Sachsen","36","0.118336058631029","0.0855124208928056","0.151159696369252"
"nicht erwerbstätig","1996","30-45","Sachsen-Anhalt","25","","",""
"nicht erwerbstätig","1996","30-45","Thüringen","26","","",""
"nicht erwerbstätig","1996","46-65","Schleswig-Holstein","31","0.400852673243655","0.298460688812934","0.503244657674377"
"nicht erwerbstätig","1996","46-65","Hamburg","12","","",""
"nicht erwerbstätig","1996","46-65","Niedersachsen","124","0.392124467991956","0.338123372581748","0.446125563402164"
"nicht erwerbstätig","1996","46-65","Bremen","11","","",""
"nicht erwerbstätig","1996","46-65","Nordrhein-Westfalen","275","0.359803335618083","0.325591491119171","0.394015180116995"
"nicht erwerbstätig","1996","46-65","Hessen","83","0.329844547731486","0.274377381022248","0.385311714440724"
"nicht erwerbstätig","1996","46-65","Rheinland-Pfalz,Saarland","79","0.447250701484582","0.374815709093603","0.51968569387556"
"nicht erwerbstätig","1996","46-65","Baden-Württemberg","162","0.328719509503364","0.286341374074382","0.371097644932346"
"nicht erwerbstätig","1996","46-65","Bayern","161","0.356743643838183","0.313618646100874","0.399868641575492"
"nicht erwerbstätig","1996","46-65","Saarland","","","",""
"nicht erwerbstätig","1996","46-65","Berlin","53","0.331976034807424","0.26240296838315","0.401549101231698"
"nicht erwerbstätig","1996","46-65","Brandenburg","72","0.421105233043284","0.350339596295759","0.491870869790809"
"nicht erwerbstätig","1996","46-65","Mecklenburg-Vorpommern","61","0.513020905448717","0.431383435797102","0.594658375100332"
"nicht erwerbstätig","1996","46-65","Sachsen","141","0.456001133234212","0.403822100116638","0.508180166351786"
"nicht erwerbstätig","1996","46-65","Sachsen-Anhalt","93","0.45004981194851","0.385754968567305","0.514344655329715"
"nicht erwerbstätig","1996","46-65","Thüringen","82","0.482744983490909","0.411878212016553","0.553611754965264"
"nicht erwerbstätig","1996","66","Schleswig-Holstein","","","",""
"nicht erwerbstätig","1996","66","Hamburg","","","",""
"nicht erwerbstätig","1996","66","Niedersachsen","","","",""
"nicht erwerbstätig","1996","66","Bremen","","","",""
"nicht erwerbstätig","1996","66","Nordrhein-Westfalen","","","",""
"nicht erwerbstätig","1996","66","Hessen","","","",""
"nicht erwerbstätig","1996","66","Rheinland-Pfalz,Saarland","","","",""
"nicht erwerbstätig","1996","66","Baden-Württemberg","","","",""
"nicht erwerbstätig","1996","66","Bayern","","","",""
"nicht erwerbstätig","1996","66","Saarland","","","",""
"nicht erwerbstätig","1996","66","Berlin","","","",""
"nicht erwerbstätig","1996","66","Brandenburg","","","",""
"nicht erwerbstätig","1996","66","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1996","66","Sachsen","","","",""
"nicht erwerbstätig","1996","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1996","66","Thüringen","","","",""
"erwerbstätig","1996","17-29","Schleswig-Holstein","51","0.691275911392073","0.585302325200191","0.797249497583954"
"erwerbstätig","1996","17-29","Hamburg","18","","",""
"erwerbstätig","1996","17-29","Niedersachsen","182","0.70594298559624","0.649465068432561","0.762420902759919"
"erwerbstätig","1996","17-29","Bremen","13","","",""
"erwerbstätig","1996","17-29","Nordrhein-Westfalen","436","0.681515757509475","0.64567248382227","0.717359031196679"
"erwerbstätig","1996","17-29","Hessen","143","0.695544459803169","0.632704070141546","0.758384849464793"
"erwerbstätig","1996","17-29","Rheinland-Pfalz,Saarland","114","0.687165201616784","0.614408349761045","0.759922053472522"
"erwerbstätig","1996","17-29","Baden-Württemberg","318","0.668225680185669","0.625337209534672","0.711114150836666"
"erwerbstätig","1996","17-29","Bayern","310","0.731531257017183","0.689098193447746","0.773964320586621"
"erwerbstätig","1996","17-29","Saarland","","","",""
"erwerbstätig","1996","17-29","Berlin","59","0.524394537459271","0.43466671942561","0.614122355492932"
"erwerbstätig","1996","17-29","Brandenburg","94","0.699916471060306","0.623453224478694","0.776379717641918"
"erwerbstätig","1996","17-29","Mecklenburg-Vorpommern","67","0.698870149234094","0.607102918872047","0.790637379596141"
"erwerbstätig","1996","17-29","Sachsen","169","0.701183406872524","0.644214167540395","0.758152646204653"
"erwerbstätig","1996","17-29","Sachsen-Anhalt","99","0.673395966311947","0.599327430776349","0.747464501847546"
"erwerbstätig","1996","17-29","Thüringen","107","0.692654781714382","0.618570409420942","0.766739154007821"
"erwerbstätig","1996","30-45","Schleswig-Holstein","72","0.820411324388066","0.740213598765737","0.900609050010394"
"erwerbstätig","1996","30-45","Hamburg","34","0.843505101377012","0.732293495496414","0.954716707257609"
"erwerbstätig","1996","30-45","Niedersachsen","296","0.831486715648052","0.792819618482593","0.870153812813511"
"erwerbstätig","1996","30-45","Bremen","18","","",""
"erwerbstätig","1996","30-45","Nordrhein-Westfalen","704","0.82266440959446","0.7973566691527","0.847972150036221"
"erwerbstätig","1996","30-45","Hessen","250","0.828437705240517","0.786058564100229","0.870816846380805"
"erwerbstätig","1996","30-45","Rheinland-Pfalz,Saarland","206","0.801183783210122","0.752483642519884","0.84988392390036"
"erwerbstätig","1996","30-45","Baden-Württemberg","475","0.827738821157409","0.796712353991732","0.858765288323087"
"erwerbstätig","1996","30-45","Bayern","471","0.849759975894165","0.820427304204189","0.879092647584141"
"erwerbstätig","1996","30-45","Saarland","","","",""
"erwerbstätig","1996","30-45","Berlin","164","0.893479170480323","0.848659167291913","0.938299173668732"
"erwerbstätig","1996","30-45","Brandenburg","188","0.903814627255941","0.864031303657166","0.943597950854717"
"erwerbstätig","1996","30-45","Mecklenburg-Vorpommern","113","0.879033027993024","0.822542048157329","0.93552400782872"
"erwerbstätig","1996","30-45","Sachsen","336","0.881663941368971","0.848840303630748","0.914487579107194"
"erwerbstätig","1996","30-45","Sachsen-Anhalt","190","0.896452569998292","0.855727467919014","0.937177672077571"
"erwerbstätig","1996","30-45","Thüringen","213","0.876820342536518","0.835155097038053","0.918485588034983"
"erwerbstätig","1996","46-65","Schleswig-Holstein","57","0.599147326756345","0.496755342325623","0.701539311187066"
"erwerbstätig","1996","46-65","Hamburg","26","","",""
"erwerbstätig","1996","46-65","Niedersachsen","190","0.607875532008044","0.553874436597836","0.661876627418252"
"erwerbstätig","1996","46-65","Bremen","14","","",""
"erwerbstätig","1996","46-65","Nordrhein-Westfalen","481","0.640196664381917","0.605984819883005","0.674408508880829"
"erwerbstätig","1996","46-65","Hessen","193","0.670155452268514","0.614688285559276","0.725622618977752"
"erwerbstätig","1996","46-65","Rheinland-Pfalz,Saarland","102","0.552749298515418","0.48031430612444","0.625184290906397"
"erwerbstätig","1996","46-65","Baden-Württemberg","310","0.671280490496636","0.628902355067653","0.713658625925618"
"erwerbstätig","1996","46-65","Bayern","313","0.643256356161817","0.600131358424508","0.686381353899126"
"erwerbstätig","1996","46-65","Saarland","","","",""
"erwerbstätig","1996","46-65","Berlin","123","0.668023965192576","0.598450898768302","0.73759703161685"
"erwerbstätig","1996","46-65","Brandenburg","115","0.578894766956716","0.50812913020919","0.649660403704241"
"erwerbstätig","1996","46-65","Mecklenburg-Vorpommern","83","0.486979094551283","0.405341624899668","0.568616564202897"
"erwerbstätig","1996","46-65","Sachsen","209","0.543998866765788","0.491819833648214","0.596177899883362"
"erwerbstätig","1996","46-65","Sachsen-Anhalt","137","0.54995018805149","0.485655344670285","0.614245031432695"
"erwerbstätig","1996","46-65","Thüringen","109","0.517255016509091","0.446388245034736","0.588121787983447"
"erwerbstätig","1996","66","Schleswig-Holstein","","","",""
"erwerbstätig","1996","66","Hamburg","","","",""
"erwerbstätig","1996","66","Niedersachsen","","","",""
"erwerbstätig","1996","66","Bremen","","","",""
"erwerbstätig","1996","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","1996","66","Hessen","","","",""
"erwerbstätig","1996","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","1996","66","Baden-Württemberg","","","",""
"erwerbstätig","1996","66","Bayern","","","",""
"erwerbstätig","1996","66","Saarland","","","",""
"erwerbstätig","1996","66","Berlin","","","",""
"erwerbstätig","1996","66","Brandenburg","","","",""
"erwerbstätig","1996","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1996","66","Sachsen","","","",""
"erwerbstätig","1996","66","Sachsen-Anhalt","","","",""
"erwerbstätig","1996","66","Thüringen","","","",""
"nicht erwerbstätig","1997","17-29","Schleswig-Holstein","17","","",""
"nicht erwerbstätig","1997","17-29","Hamburg","9","","",""
