"e11102","year","age_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"erwerbstätig","1985","17-34","Hauptschule","1442","0.783085104268514","0.764664341116123","0.801505867420904"
"erwerbstätig","1985","17-34","Realschule","710","0.739918999704086","0.712326891838994","0.767511107569178"
"erwerbstätig","1985","17-34","(Fach-)Abitur","293","0.57712765746504","0.534666971734098","0.619588343195982"
"erwerbstätig","1985","17-34","AkademikerIn","198","0.869918296015144","0.827181008592733","0.912655583437556"
"erwerbstätig","1985","35-65","(noch) kein Abschluss","419","0.618257655390085","0.580471635577995","0.656043675202176"
"erwerbstätig","1985","35-65","Hauptschule","2449","0.621804882144799","0.606166757572119","0.637443006717478"
"erwerbstätig","1985","35-65","Realschule","473","0.685809076706133","0.65089410973972","0.720724043672545"
"erwerbstätig","1985","35-65","(Fach-)Abitur","168","0.699130715852909","0.639069765515003","0.759191666190814"
"erwerbstätig","1985","35-65","AkademikerIn","402","0.864085986752912","0.832802998789561","0.895368974716263"
"erwerbstätig","1985","66 +","(noch) kein Abschluss","","","",""
"erwerbstätig","1985","66 +","Hauptschule","","","",""
"erwerbstätig","1985","66 +","Realschule","","","",""
"erwerbstätig","1985","66 +","(Fach-)Abitur","","","",""
"erwerbstätig","1985","66 +","AkademikerIn","","","",""
"nicht erwerbstätig","1986","17-34","(noch) kein Abschluss","301","0.789656541759553","0.750725980335066","0.828587103184039"
"nicht erwerbstätig","1986","17-34","Hauptschule","420","0.2037603260235","0.185400804634034","0.222119847412966"
"nicht erwerbstätig","1986","17-34","Realschule","237","0.235285314409277","0.208382759220824","0.262187869597729"
"nicht erwerbstätig","1986","17-34","(Fach-)Abitur","220","0.384118964529129","0.343543841762864","0.424694087295394"
"nicht erwerbstätig","1986","17-34","AkademikerIn","41","0.161151906794784","0.113427553435013","0.208876260154555"
"nicht erwerbstätig","1986","35-65","(noch) kein Abschluss","201","0.361813880550815","0.322907971067259","0.400719790034372"
"nicht erwerbstätig","1986","35-65","Hauptschule","1157","0.373824392426834","0.357770531467567","0.3898782533861"
"nicht erwerbstätig","1986","35-65","Realschule","199","0.320036278543469","0.28436588645283","0.355706670634109"
"nicht erwerbstätig","1986","35-65","(Fach-)Abitur","57","0.308513739851996","0.246192527083288","0.370834952620704"
"nicht erwerbstätig","1986","35-65","AkademikerIn","56","0.127931425985383","0.0976700199270327","0.158192832043733"
"nicht erwerbstätig","1986","66 +","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1986","66 +","Hauptschule","731","0.976332129093032","0.965467433637375","0.98719682454869"
"nicht erwerbstätig","1986","66 +","Realschule","152","0.95534923999781","0.923346761928892","0.987351718066728"
"nicht erwerbstätig","1986","66 +","(Fach-)Abitur","40","0.890368983017933","0.799085213285733","0.981652752750134"
"nicht erwerbstätig","1986","66 +","AkademikerIn","47","0.923629379166003","0.852126721201927","0.995132037130078"
"erwerbstätig","1986","17-34","(noch) kein Abschluss","120","0.210343458240448","0.171412896815961","0.249274019664934"
"erwerbstätig","1986","17-34","Hauptschule","1429","0.7962396739765","0.777880152587034","0.814599195365966"
"erwerbstätig","1986","17-34","Realschule","718","0.764714685590723","0.73781213040227","0.791617240779176"
"erwerbstätig","1986","17-34","(Fach-)Abitur","332","0.615881035470871","0.575305912704606","0.656456158237136"
"erwerbstätig","1986","17-34","AkademikerIn","187","0.838848093205216","0.791123739845445","0.886572446564987"
"erwerbstätig","1986","35-65","(noch) kein Abschluss","385","0.638186119449185","0.599280209965628","0.677092028932741"
"erwerbstätig","1986","35-65","Hauptschule","2332","0.626175607573166","0.6101217466139","0.642229468532433"
"erwerbstätig","1986","35-65","Realschule","458","0.679963721456531","0.644293329365891","0.71563411354717"
"erwerbstätig","1986","35-65","(Fach-)Abitur","154","0.691486260148004","0.629165047379296","0.753807472916712"
"erwerbstätig","1986","35-65","AkademikerIn","412","0.872068574014617","0.841807167956267","0.902329980072967"
"erwerbstätig","1986","66 +","(noch) kein Abschluss","","","",""
"erwerbstätig","1986","66 +","Hauptschule","","","",""
"erwerbstätig","1986","66 +","Realschule","","","",""
"erwerbstätig","1986","66 +","(Fach-)Abitur","","","",""
"erwerbstätig","1986","66 +","AkademikerIn","","","",""
"nicht erwerbstätig","1987","17-34","(noch) kein Abschluss","267","0.729857286423238","0.686123598545016","0.773590974301461"
"nicht erwerbstätig","1987","17-34","Hauptschule","403","0.182416966668825","0.164684365154943","0.200149568182706"
"nicht erwerbstätig","1987","17-34","Realschule","209","0.187381791844068","0.162748835198606","0.212014748489531"
"nicht erwerbstätig","1987","17-34","(Fach-)Abitur","194","0.348286324523491","0.307801813041025","0.388770836005957"
"nicht erwerbstätig","1987","17-34","AkademikerIn","33","0.154216281682794","0.106384031971377","0.20204853139421"
"nicht erwerbstätig","1987","35-65","(noch) kein Abschluss","199","0.35800909512543","0.319226174796072","0.396792015454788"
"nicht erwerbstätig","1987","35-65","Hauptschule","1098","0.357669799736869","0.341584560007093","0.373755039466645"
"nicht erwerbstätig","1987","35-65","Realschule","187","0.299805924549765","0.264113540504197","0.335498308595333"
"nicht erwerbstätig","1987","35-65","(Fach-)Abitur","50","0.275202584027059","0.213915694659237","0.336489473394881"
"nicht erwerbstätig","1987","35-65","AkademikerIn","62","0.14057615607256","0.108983863277168","0.172168448867951"
"nicht erwerbstätig","1987","66 +","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1987","66 +","Hauptschule","757","0.973034888387668","0.961689156218913","0.984380620556423"
"nicht erwerbstätig","1987","66 +","Realschule","158","0.973599074092937","0.948910827932138","0.998287320253736"
"nicht erwerbstätig","1987","66 +","(Fach-)Abitur","41","0.946747075939225","0.880401729117954","1.0130924227605"
"nicht erwerbstätig","1987","66 +","AkademikerIn","48","0.86852690050782","0.781561964417023","0.955491836598617"
"erwerbstätig","1987","17-34","(noch) kein Abschluss","129","0.270142713576762","0.226409025698539","0.313876401454984"
"erwerbstätig","1987","17-34","Hauptschule","1419","0.817583033331175","0.799850431817294","0.835315634845057"
"erwerbstätig","1987","17-34","Realschule","755","0.812618208155932","0.787985251510469","0.837251164801394"
"erwerbstätig","1987","17-34","(Fach-)Abitur","338","0.651713675476509","0.611229163994043","0.692198186958975"
"erwerbstätig","1987","17-34","AkademikerIn","186","0.845783718317206","0.79795146860579","0.893615968028623"
"erwerbstätig","1987","35-65","(noch) kein Abschluss","388","0.64199090487457","0.603207984545212","0.680773825203928"
"erwerbstätig","1987","35-65","Hauptschule","2313","0.642330200263131","0.626244960533355","0.658415439992907"
"erwerbstätig","1987","35-65","Realschule","446","0.700194075450235","0.664501691404667","0.735886459495803"
"erwerbstätig","1987","35-65","(Fach-)Abitur","154","0.724797415972941","0.663510526605119","0.786084305340763"
"erwerbstätig","1987","35-65","AkademikerIn","403","0.859423843927441","0.827831551132049","0.891016136722832"
"erwerbstätig","1987","66 +","(noch) kein Abschluss","","","",""
"erwerbstätig","1987","66 +","Hauptschule","","","",""
"erwerbstätig","1987","66 +","Realschule","","","",""
"erwerbstätig","1987","66 +","(Fach-)Abitur","","","",""
"erwerbstätig","1987","66 +","AkademikerIn","","","",""
"nicht erwerbstätig","1988","17-34","(noch) kein Abschluss","242","0.794507082132005","0.752115200545563","0.836898963718447"
"nicht erwerbstätig","1988","17-34","Hauptschule","365","0.179385704306468","0.161445571052848","0.197325837560088"
"nicht erwerbstätig","1988","17-34","Realschule","193","0.179862128174462","0.155030589416769","0.204693666932154"
"nicht erwerbstätig","1988","17-34","(Fach-)Abitur","187","0.36348175459804","0.321151197008515","0.405812312187565"
"nicht erwerbstätig","1988","17-34","AkademikerIn","34","0.145540448094886","0.0971487774491705","0.193932118740602"
"nicht erwerbstätig","1988","35-65","(noch) kein Abschluss","200","0.410598514397594","0.369067933248249","0.45212909554694"
"nicht erwerbstätig","1988","35-65","Hauptschule","1017","0.349412305100389","0.332972311956891","0.365852298243887"
"nicht erwerbstätig","1988","35-65","Realschule","166","0.271507844118716","0.236585153363227","0.306430534874204"
"nicht erwerbstätig","1988","35-65","(Fach-)Abitur","50","0.266427387470101","0.204693167444546","0.328161607495656"
"nicht erwerbstätig","1988","35-65","AkademikerIn","52","0.123163998998243","0.092527577675814","0.153800420320672"
"nicht erwerbstätig","1988","66 +","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1988","66 +","Hauptschule","731","0.973610871847672","0.96218491915079","0.985036824544555"
"nicht erwerbstätig","1988","66 +","Realschule","152","0.951989594009253","0.918759366188915","0.98521982182959"
"nicht erwerbstätig","1988","66 +","(Fach-)Abitur","40","0.928908492512882","0.852977848879694","1.00483913614607"
"nicht erwerbstätig","1988","66 +","AkademikerIn","44","0.81867246200725","0.717760871570315","0.919584052444185"
"erwerbstätig","1988","17-34","(noch) kein Abschluss","107","0.205492917867995","0.163101036281553","0.247884799454437"
"erwerbstätig","1988","17-34","Hauptschule","1392","0.820614295693532","0.802674162439912","0.838554428947152"
"erwerbstätig","1988","17-34","Realschule","726","0.820137871825538","0.795306333067846","0.844969410583231"
"erwerbstätig","1988","17-34","(Fach-)Abitur","309","0.63651824540196","0.594187687812435","0.678848802991485"
"erwerbstätig","1988","17-34","AkademikerIn","170","0.854459551905114","0.806067881259398","0.90285122255083"
"erwerbstätig","1988","35-65","(noch) kein Abschluss","339","0.589401485602405","0.54787090445306","0.630932066751751"
"erwerbstätig","1988","35-65","Hauptschule","2214","0.650587694899611","0.634147701756113","0.667027688043109"
"erwerbstätig","1988","35-65","Realschule","457","0.728492155881284","0.693569465125796","0.763414846636773"
"erwerbstätig","1988","35-65","(Fach-)Abitur","147","0.733572612529899","0.671838392504344","0.795306832555454"
"erwerbstätig","1988","35-65","AkademikerIn","390","0.876836001001757","0.846199579679327","0.907472422324186"
"erwerbstätig","1988","66 +","(noch) kein Abschluss","","","",""
"erwerbstätig","1988","66 +","Hauptschule","","","",""
"erwerbstätig","1988","66 +","Realschule","","","",""
"erwerbstätig","1988","66 +","(Fach-)Abitur","","","",""
"erwerbstätig","1988","66 +","AkademikerIn","","","",""
"nicht erwerbstätig","1989","17-34","(noch) kein Abschluss","229","0.745299022481946","0.69958852380608","0.791009521157813"
"nicht erwerbstätig","1989","17-34","Hauptschule","348","0.188119039853793","0.169431333330088","0.206806746377497"
"nicht erwerbstätig","1989","17-34","Realschule","171","0.170786317510467","0.146145571442815","0.195427063578118"
"nicht erwerbstätig","1989","17-34","(Fach-)Abitur","188","0.358744524243319","0.317117900576027","0.400371147910612"
"nicht erwerbstätig","1989","17-34","AkademikerIn","32","0.170088360484722","0.118657429509746","0.221519291459699"
"nicht erwerbstätig","1989","35-65","(noch) kein Abschluss","207","0.436132181836781","0.393672164329862","0.4785921993437"
"nicht erwerbstätig","1989","35-65","Hauptschule","962","0.349547310778479","0.332710373995256","0.366384247561702"
"nicht erwerbstätig","1989","35-65","Realschule","158","0.264480025334376","0.22910028834305","0.299859762325702"
"nicht erwerbstätig","1989","35-65","(Fach-)Abitur","53","0.263326635630338","0.201823131962373","0.324830139298303"
"nicht erwerbstätig","1989","35-65","AkademikerIn","47","0.117075524368333","0.0869314323815395","0.147219616355127"
"nicht erwerbstätig","1989","66 +","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1989","66 +","Hauptschule","708","0.968067536076611","0.955339390114926","0.980795682038297"
"nicht erwerbstätig","1989","66 +","Realschule","153","0.967446888402992","0.939775600871243","0.995118175934741"
"nicht erwerbstätig","1989","66 +","(Fach-)Abitur","40","0.864421928981738","0.766550309381403","0.962293548582074"
"nicht erwerbstätig","1989","66 +","AkademikerIn","46","0.871085130072637","0.78331719415304","0.958853065992234"
"erwerbstätig","1989","17-34","(noch) kein Abschluss","120","0.254700977518054","0.208990478842187","0.30041147619392"
"erwerbstätig","1989","17-34","Hauptschule","1332","0.811880960146207","0.793193253622503","0.830568666669912"
"erwerbstätig","1989","17-34","Realschule","725","0.829213682489533","0.804572936421882","0.853854428557185"
"erwerbstätig","1989","17-34","(Fach-)Abitur","322","0.641255475756681","0.599628852089388","0.682882099423973"
"erwerbstätig","1989","17-34","AkademikerIn","173","0.829911639515278","0.778480708540301","0.881342570490255"
"erwerbstätig","1989","35-65","(noch) kein Abschluss","317","0.563867818163219","0.5214078006563","0.606327835670138"
"erwerbstätig","1989","35-65","Hauptschule","2119","0.650452689221521","0.633615752438298","0.667289626004744"
"erwerbstätig","1989","35-65","Realschule","439","0.735519974665624","0.700140237674298","0.77089971165695"
"erwerbstätig","1989","35-65","(Fach-)Abitur","144","0.736673364369662","0.675169860701697","0.798176868037627"
"erwerbstätig","1989","35-65","AkademikerIn","390","0.882924475631667","0.852780383644873","0.91306856761846"
"erwerbstätig","1989","66 +","(noch) kein Abschluss","","","",""
"erwerbstätig","1989","66 +","Hauptschule","","","",""
"erwerbstätig","1989","66 +","Realschule","","","",""
"erwerbstätig","1989","66 +","(Fach-)Abitur","","","",""
"erwerbstätig","1989","66 +","AkademikerIn","","","",""
"nicht erwerbstätig","1990","17-34","(noch) kein Abschluss","215","0.742771716567923","0.694805022382253","0.790738410753593"
"nicht erwerbstätig","1990","17-34","Hauptschule","316","0.180213592103933","0.161444448844165","0.198982735363701"
"nicht erwerbstätig","1990","17-34","Realschule","138","0.143731925480953","0.120553269341314","0.166910581620592"
"nicht erwerbstätig","1990","17-34","(Fach-)Abitur","164","0.304611781448525","0.264230059815522","0.344993503081527"
"nicht erwerbstätig","1990","17-34","AkademikerIn","33","0.16553225568132","0.113764231523055","0.217300279839585"
"nicht erwerbstätig","1990","35-65","(noch) kein Abschluss","197","0.431747291071115","0.388546870982036","0.474947711160193"
"nicht erwerbstätig","1990","35-65","Hauptschule","935","0.341409361976782","0.324398692244131","0.358420031709433"
"nicht erwerbstätig","1990","35-65","Realschule","152","0.247771893915998","0.212847422739626","0.282696365092369"
"nicht erwerbstätig","1990","35-65","(Fach-)Abitur","55","0.271626075271332","0.210588688511369","0.332663462031295"
"nicht erwerbstätig","1990","35-65","AkademikerIn","48","0.116624620106557","0.0865995799105817","0.146649660302532"
"nicht erwerbstätig","1990","66 +","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1990","66 +","Hauptschule","732","0.975987758295747","0.965046237023128","0.986929279568367"
"nicht erwerbstätig","1990","66 +","Realschule","154","0.974109448695681","0.949346972295638","0.998871925095724"
"nicht erwerbstätig","1990","66 +","(Fach-)Abitur","37","0.843460384354343","0.737294175192128","0.949626593516558"
"nicht erwerbstätig","1990","66 +","AkademikerIn","51","0.869646671444612","0.785838815848198","0.953454527041026"
"erwerbstätig","1990","17-34","(noch) kein Abschluss","104","0.257228283432077","0.209261589246407","0.305194977617747"
"erwerbstätig","1990","17-34","Hauptschule","1295","0.819786407896067","0.801017264636299","0.838555551155835"
"erwerbstätig","1990","17-34","Realschule","742","0.856268074519047","0.833089418379408","0.879446730658687"
"erwerbstätig","1990","17-34","(Fach-)Abitur","335","0.695388218551475","0.655006496918473","0.735769940184478"
"erwerbstätig","1990","17-34","AkademikerIn","165","0.83446774431868","0.782699720160415","0.886235768476945"
"erwerbstätig","1990","35-65","(noch) kein Abschluss","308","0.568252708928885","0.525052288839807","0.611453129017964"
"erwerbstätig","1990","35-65","Hauptschule","2050","0.658590638023218","0.641579968290567","0.675601307755869"
"erwerbstätig","1990","35-65","Realschule","435","0.752228106084002","0.717303634907631","0.787152577260373"
"erwerbstätig","1990","35-65","(Fach-)Abitur","149","0.728373924728668","0.667336537968705","0.789411311488631"
"erwerbstätig","1990","35-65","AkademikerIn","391","0.883375379893443","0.853350339697468","0.913400420089418"
"erwerbstätig","1990","66 +","(noch) kein Abschluss","","","",""
"erwerbstätig","1990","66 +","Hauptschule","","","",""
"erwerbstätig","1990","66 +","Realschule","","","",""
"erwerbstätig","1990","66 +","(Fach-)Abitur","","","",""
"erwerbstätig","1990","66 +","AkademikerIn","","","",""
"nicht erwerbstätig","1991","17-34","(noch) kein Abschluss","206","0.705183697269302","0.65475123799698","0.755616156541624"
"nicht erwerbstätig","1991","17-34","Hauptschule","295","0.17145318935165","0.152731928531623","0.190174450171676"
"nicht erwerbstätig","1991","17-34","Realschule","156","0.156119041612347","0.132096617708827","0.180141465515866"
"nicht erwerbstätig","1991","17-34","(Fach-)Abitur","172","0.299943101506063","0.260251445458398","0.339634757553727"
"nicht erwerbstätig","1991","17-34","AkademikerIn","","","",""
"nicht erwerbstätig","1991","35-65","(noch) kein Abschluss","180","0.407252921664864","0.363661102292655","0.450844741037073"
"nicht erwerbstätig","1991","35-65","Hauptschule","876","0.323031254105957","0.306110308967678","0.339952199244237"
"nicht erwerbstätig","1991","35-65","Realschule","149","0.252161793557179","0.217443823680249","0.286879763434109"
"nicht erwerbstätig","1991","35-65","(Fach-)Abitur","48","0.228042203005768","0.171429843444518","0.284654562567019"
"nicht erwerbstätig","1991","35-65","AkademikerIn","58","0.134260548283735","0.103036934627136","0.165484161940333"
"nicht erwerbstätig","1991","66 +","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1991","66 +","Hauptschule","743","0.976643362013636","0.965919683853911","0.987367040173361"
"nicht erwerbstätig","1991","66 +","Realschule","153","0.97357817662569","0.94849023257288","0.998666120678499"
"nicht erwerbstätig","1991","66 +","(Fach-)Abitur","37","0.873796847971995","0.775675819744051","0.971917876199938"
"nicht erwerbstätig","1991","66 +","AkademikerIn","56","0.912649466732547","0.843475467214183","0.981823466250912"
"erwerbstätig","1991","17-34","(noch) kein Abschluss","108","0.294816302730698","0.244383843458376","0.34524876200302"
"erwerbstätig","1991","17-34","Hauptschule","1262","0.828546810648351","0.809825549828324","0.847268071468377"
"erwerbstätig","1991","17-34","Realschule","721","0.843880958387653","0.819858534484134","0.867903382291173"
"erwerbstätig","1991","17-34","(Fach-)Abitur","340","0.700056898493937","0.660365242446273","0.739748554541602"
"erwerbstätig","1991","17-34","AkademikerIn","170","0.878750058699859","0.833168577897291","0.924331539502428"
"erwerbstätig","1991","35-65","(noch) kein Abschluss","308","0.592747078335136","0.549155258962927","0.636338897707345"
"erwerbstätig","1991","35-65","Hauptschule","2058","0.676968745894043","0.660047800755763","0.693889691032322"
"erwerbstätig","1991","35-65","Realschule","452","0.747838206442821","0.713120236565891","0.782556176319751"
"erwerbstätig","1991","35-65","(Fach-)Abitur","163","0.771957796994232","0.715345437432982","0.828570156555482"
"erwerbstätig","1991","35-65","AkademikerIn","400","0.865739451716265","0.834515838059667","0.896963065372864"
"erwerbstätig","1991","66 +","(noch) kein Abschluss","","","",""
"erwerbstätig","1991","66 +","Hauptschule","","","",""
"erwerbstätig","1991","66 +","Realschule","","","",""
"erwerbstätig","1991","66 +","(Fach-)Abitur","","","",""
"erwerbstätig","1991","66 +","AkademikerIn","","","",""
"nicht erwerbstätig","1992","17-34","(noch) kein Abschluss","241","0.689452881926551","0.641654533807725","0.737251230045377"
"nicht erwerbstätig","1992","17-34","Hauptschule","298","0.165998523667795","0.147957649082927","0.184039398252664"
"nicht erwerbstätig","1992","17-34","Realschule","286","0.160443264930303","0.143330681173933","0.177555848686674"
"nicht erwerbstätig","1992","17-34","(Fach-)Abitur","214","0.314437203395142","0.277379370526157","0.351495036264126"
"nicht erwerbstätig","1992","17-34","AkademikerIn","57","0.124898165257687","0.0941468332276695","0.155649497287705"
"nicht erwerbstätig","1992","35-65","(noch) kein Abschluss","180","0.398034491363807","0.354425949275319","0.441643033452295"
"nicht erwerbstätig","1992","35-65","Hauptschule","1117","0.320156198718516","0.305396376234133","0.334916021202899"
"nicht erwerbstätig","1992","35-65","Realschule","193","0.206430001330998","0.182965895765961","0.229894106896036"
"nicht erwerbstätig","1992","35-65","(Fach-)Abitur","52","0.193482669830802","0.144318338338382","0.242647001323222"
"nicht erwerbstätig","1992","35-65","AkademikerIn","116","0.119844236139015","0.100686159827286","0.139002312450744"
"nicht erwerbstätig","1992","66 +","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1992","66 +","Hauptschule","1050","0.982583888907127","0.974734672664234","0.990433105150021"
"nicht erwerbstätig","1992","66 +","Realschule","188","0.970385587458313","0.946531052422894","0.994240122493732"
"nicht erwerbstätig","1992","66 +","(Fach-)Abitur","41","0.935075187785425","0.863872269652258","1.00627810591859"
"nicht erwerbstätig","1992","66 +","AkademikerIn","98","0.933795592658333","0.886684241161145","0.980906944155521"
"erwerbstätig","1992","17-34","(noch) kein Abschluss","119","0.310547118073449","0.262748769954623","0.358345466192275"
"erwerbstätig","1992","17-34","Hauptschule","1336","0.834001476332205","0.815960601747336","0.852042350917073"
"erwerbstätig","1992","17-34","Realschule","1481","0.839556735069697","0.822444151313326","0.856669318826067"
"erwerbstätig","1992","17-34","(Fach-)Abitur","389","0.685562796604859","0.648504963735874","0.722620629473843"
"erwerbstätig","1992","17-34","AkademikerIn","387","0.875101834742313","0.844350502712295","0.905853166772331"
"erwerbstätig","1992","35-65","(noch) kein Abschluss","304","0.601965508636193","0.558356966547705","0.645574050724681"
"erwerbstätig","1992","35-65","Hauptschule","2721","0.679843801281484","0.665083978797101","0.694603623765867"
"erwerbstätig","1992","35-65","Realschule","950","0.793569998669002","0.770105893103964","0.817034104234039"
"erwerbstätig","1992","35-65","(Fach-)Abitur","196","0.806517330169198","0.757352998676778","0.855681661661618"
"erwerbstätig","1992","35-65","AkademikerIn","988","0.880155763860985","0.860997687549256","0.899313840172714"
"erwerbstätig","1992","66 +","(noch) kein Abschluss","","","",""
"erwerbstätig","1992","66 +","Hauptschule","","","",""
"erwerbstätig","1992","66 +","Realschule","","","",""
"erwerbstätig","1992","66 +","(Fach-)Abitur","","","",""
"erwerbstätig","1992","66 +","AkademikerIn","","","",""
"nicht erwerbstätig","1993","17-34","(noch) kein Abschluss","259","0.749857601820454","0.704868621916464","0.794846581724445"
"nicht erwerbstätig","1993","17-34","Hauptschule","280","0.158053192247883","0.140060299581173","0.176046084914593"
"nicht erwerbstätig","1993","17-34","Realschule","328","0.18665860371576","0.168324537465728","0.204992669965791"
"nicht erwerbstätig","1993","17-34","(Fach-)Abitur","192","0.262215205546734","0.227649399799462","0.296781011294007"
"nicht erwerbstätig","1993","17-34","AkademikerIn","58","0.153039819275478","0.118233275681445","0.187846362869511"
"nicht erwerbstätig","1993","35-65","(noch) kein Abschluss","185","0.423647564011145","0.378879162506731","0.468415965515559"
"nicht erwerbstätig","1993","35-65","Hauptschule","1171","0.336602987720007","0.321341637087171","0.351864338352844"
"nicht erwerbstätig","1993","35-65","Realschule","218","0.211166828222971","0.187750537902059","0.234583118543883"
"nicht erwerbstätig","1993","35-65","(Fach-)Abitur","47","0.205403634095611","0.154712672867063","0.256094595324158"
"nicht erwerbstätig","1993","35-65","AkademikerIn","159","0.149518918469408","0.128540777289998","0.170497059648818"
"nicht erwerbstätig","1993","66 +","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1993","66 +","Hauptschule","1067","0.983782008330989","0.976266104814405","0.991297911847573"
"nicht erwerbstätig","1993","66 +","Realschule","188","0.977050879495106","0.955979700358713","0.998122058631498"
