"e11102","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","1987","(noch) kein Abschluss","männlich","299","0.508855795149365","0.462920737352092","0.554790852946639"
"erwerbstätig","1987","(noch) kein Abschluss","weiblich","219","0.28673708643251","0.248873254179937","0.324600918685083"
"erwerbstätig","1987","AkademikerIn","männlich","428","0.828747071670417","0.795525924648476","0.861968218692357"
"erwerbstätig","1987","AkademikerIn","weiblich","171","0.649463502705275","0.590079940310679","0.70884706509987"
"erwerbstätig","1987","Hauptschule","männlich","2381","0.742341063608459","0.726559085730347","0.758123041486571"
"erwerbstätig","1987","Hauptschule","weiblich","1377","0.382869118913172","0.36566328110563","0.400074956720715"
"erwerbstätig","1987","Realschule","männlich","586","0.773804936365849","0.743763045505169","0.80384682722653"
"erwerbstätig","1987","Realschule","weiblich","619","0.5730120295216","0.542566831499376","0.603457227543824"
"nicht erwerbstätig","1987","(Fach-)Abitur","männlich","164","0.402500559510672","0.35739062877414","0.447610490247205"
"nicht erwerbstätig","1987","(Fach-)Abitur","weiblich","121","0.375503742907783","0.322936966409223","0.428070519406343"
"nicht erwerbstätig","1987","(noch) kein Abschluss","männlich","156","0.491144204850635","0.445209147053361","0.537079262647908"
"nicht erwerbstätig","1987","(noch) kein Abschluss","weiblich","329","0.71326291356749","0.675399081314917","0.751126745820063"
"nicht erwerbstätig","1987","AkademikerIn","männlich","66","0.171252928329583","0.138031781307643","0.204474075351524"
"nicht erwerbstätig","1987","AkademikerIn","weiblich","77","0.350536497294725","0.29115293490013","0.409920059689321"
"nicht erwerbstätig","1987","Hauptschule","männlich","569","0.257658936391541","0.241876958513429","0.273440914269653"
"nicht erwerbstätig","1987","Hauptschule","weiblich","1689","0.617130881086828","0.599925043279285","0.63433671889437"
"nicht erwerbstätig","1987","Realschule","männlich","159","0.226195063634151","0.19615317277347","0.256236954494831"
"nicht erwerbstätig","1987","Realschule","weiblich","395","0.4269879704784","0.396542772456176","0.457433168500624"
"erwerbstätig","1988","(Fach-)Abitur","männlich","278","0.58114408252273","0.534833623670818","0.627454541374642"
"erwerbstätig","1988","(Fach-)Abitur","weiblich","182","0.625963473174289","0.571300110176651","0.680626836171928"
"erwerbstätig","1988","(noch) kein Abschluss","männlich","251","0.401128351522137","0.353036643774216","0.449220059270058"
"erwerbstätig","1988","(noch) kein Abschluss","weiblich","195","0.258395145523939","0.220365904585913","0.296424386461966"
"erwerbstätig","1988","AkademikerIn","männlich","406","0.839240779034018","0.806104149890386","0.872377408177651"
"erwerbstätig","1988","AkademikerIn","weiblich","166","0.6920536569238","0.632392512123747","0.751714801723854"
"erwerbstätig","1988","Hauptschule","männlich","2274","0.731580463095267","0.715279866275399","0.747881059915135"
"erwerbstätig","1988","Hauptschule","weiblich","1357","0.395371850956416","0.377592247245955","0.413151454666876"
"erwerbstätig","1988","Realschule","männlich","571","0.80717671991078","0.777888313044972","0.836465126776589"
"erwerbstätig","1988","Realschule","weiblich","619","0.578170162349319","0.547622518389538","0.6087178063091"
"nicht erwerbstätig","1988","(Fach-)Abitur","männlich","158","0.41885591747727","0.372545458625358","0.465166376329181"
"nicht erwerbstätig","1988","(Fach-)Abitur","weiblich","119","0.374036526825711","0.319373163828072","0.428699889823349"
"nicht erwerbstätig","1988","(noch) kein Abschluss","männlich","148","0.598871648477863","0.550779940729942","0.646963356225784"
"nicht erwerbstätig","1988","(noch) kein Abschluss","weiblich","314","0.741604854476061","0.703575613538034","0.779634095414087"
"nicht erwerbstätig","1988","AkademikerIn","männlich","66","0.160759220965982","0.127622591822349","0.193895850109614"
"nicht erwerbstätig","1988","AkademikerIn","weiblich","64","0.307946343076199","0.248285198276146","0.367607487876253"
"nicht erwerbstätig","1988","Hauptschule","männlich","565","0.268419536904733","0.252118940084865","0.284720133724601"
"nicht erwerbstätig","1988","Hauptschule","weiblich","1548","0.604628149043585","0.586848545333124","0.622407752754045"
"nicht erwerbstätig","1988","Realschule","männlich","126","0.19282328008922","0.163534873223411","0.222111686955028"
"nicht erwerbstätig","1988","Realschule","weiblich","385","0.421829837650681","0.3912821936909","0.452377481610462"
"erwerbstätig","1989","(Fach-)Abitur","männlich","279","0.59298076780628","0.547335489969046","0.638626045643513"
"erwerbstätig","1989","(Fach-)Abitur","weiblich","194","0.637936925757009","0.584351110901232","0.691522740612785"
"erwerbstätig","1989","(noch) kein Abschluss","männlich","249","0.453786539434834","0.404055821360468","0.503517257509201"
"erwerbstätig","1989","(noch) kein Abschluss","weiblich","188","0.249378835569018","0.21156904274809","0.287188628389947"
"erwerbstätig","1989","AkademikerIn","männlich","404","0.822325042124312","0.787841492822184","0.85680859142644"
"erwerbstätig","1989","AkademikerIn","weiblich","169","0.704925706089997","0.64546483958834","0.764386572591655"
"erwerbstätig","1989","Hauptschule","männlich","2151","0.729402221609171","0.71264772232951","0.746156720888832"
"erwerbstätig","1989","Hauptschule","weiblich","1325","0.397238350050711","0.379091092021121","0.4153856080803"
"erwerbstätig","1989","Realschule","männlich","555","0.801863456917678","0.77177148523318","0.831955428602175"
"erwerbstätig","1989","Realschule","weiblich","614","0.583736461539109","0.552826860067922","0.614646063010295"
"nicht erwerbstätig","1989","(Fach-)Abitur","männlich","166","0.40701923219372","0.361373954356487","0.452664510030953"
"nicht erwerbstätig","1989","(Fach-)Abitur","weiblich","115","0.362063074242991","0.308477259387215","0.415648889098768"
"nicht erwerbstätig","1989","(noch) kein Abschluss","männlich","136","0.546213460565166","0.496482742490799","0.595944178639532"
"nicht erwerbstätig","1989","(noch) kein Abschluss","weiblich","315","0.750621164430982","0.712811371610053","0.78843095725191"
"nicht erwerbstätig","1989","AkademikerIn","männlich","68","0.177674957875689","0.143191408573561","0.212158507177816"
"nicht erwerbstätig","1989","AkademikerIn","weiblich","57","0.295074293910002","0.235613427408345","0.35453516041166"
"nicht erwerbstätig","1989","Hauptschule","männlich","550","0.270597778390829","0.253843279111167","0.28735227767049"
"nicht erwerbstätig","1989","Hauptschule","weiblich","1468","0.60276164994929","0.584614391919701","0.620908907978879"
"nicht erwerbstätig","1989","Realschule","männlich","119","0.198136543082322","0.168044571397825","0.22822851476682"
"nicht erwerbstätig","1989","Realschule","weiblich","363","0.416263538460891","0.385353936989705","0.447173139932078"
"erwerbstätig","1990","(Fach-)Abitur","männlich","291","0.654007789713347","0.609305673458086","0.698709905968609"
"erwerbstätig","1990","(Fach-)Abitur","weiblich","201","0.658936188925515","0.60641731297405","0.711455064876979"
"erwerbstätig","1990","(noch) kein Abschluss","männlich","229","0.446700661651218","0.396780730639111","0.496620592663324"
"erwerbstätig","1990","(noch) kein Abschluss","weiblich","183","0.273743206238401","0.233173124791141","0.314313287685661"
"erwerbstätig","1990","AkademikerIn","männlich","399","0.828946958706769","0.794903950190123","0.862989967223415"
"erwerbstätig","1990","AkademikerIn","weiblich","168","0.70056040186057","0.641239498173386","0.759881305547755"
"erwerbstätig","1990","Hauptschule","männlich","2079","0.733415735765766","0.716519886198347","0.750311585333186"
"erwerbstätig","1990","Hauptschule","weiblich","1286","0.404070208230815","0.38561881195604","0.422521604505589"
"erwerbstätig","1990","Realschule","männlich","542","0.814838867900974","0.785000959332586","0.844676776469362"
"erwerbstätig","1990","Realschule","weiblich","639","0.615121276843613","0.584564261037776","0.645678292649449"
"nicht erwerbstätig","1990","(Fach-)Abitur","männlich","144","0.345992210286653","0.301290094031391","0.390694326541914"
"nicht erwerbstätig","1990","(Fach-)Abitur","weiblich","112","0.341063811074485","0.288544935123021","0.39358268702595"
"nicht erwerbstätig","1990","(noch) kein Abschluss","männlich","152","0.553299338348782","0.503379407336676","0.603219269360889"
"nicht erwerbstätig","1990","(noch) kein Abschluss","weiblich","281","0.726256793761599","0.685686712314339","0.766826875208859"
"nicht erwerbstätig","1990","AkademikerIn","männlich","71","0.171053041293231","0.137010032776585","0.205096049809877"
"nicht erwerbstätig","1990","AkademikerIn","weiblich","61","0.29943959813943","0.240118694452245","0.358760501826614"
"nicht erwerbstätig","1990","Hauptschule","männlich","552","0.266584264234234","0.249688414666814","0.283480113801653"
"nicht erwerbstätig","1990","Hauptschule","weiblich","1431","0.595929791769185","0.57747839549441","0.61438118804396"
"nicht erwerbstätig","1990","Realschule","männlich","109","0.185161132099026","0.155323223530638","0.214999040667414"
"nicht erwerbstätig","1990","Realschule","weiblich","335","0.384878723156388","0.354321707350551","0.415435738962224"
"erwerbstätig","1991","(Fach-)Abitur","männlich","299","0.659810405209701","0.615791607287909","0.703829203131494"
"erwerbstätig","1991","(Fach-)Abitur","weiblich","211","0.683600433585751","0.632803293748572","0.73439757342293"
"erwerbstätig","1991","(noch) kein Abschluss","männlich","233","0.520395754694395","0.469002850483444","0.571788658905347"
"erwerbstätig","1991","(noch) kein Abschluss","weiblich","184","0.293532987551564","0.252008765519786","0.335057209583343"
"erwerbstätig","1991","AkademikerIn","männlich","411","0.836779956550769","0.803787325461769","0.869772587639769"
"erwerbstätig","1991","AkademikerIn","weiblich","167","0.660082362624621","0.599776458621368","0.720388266627875"
"erwerbstätig","1991","Hauptschule","männlich","2052","0.722595134593592","0.705395644947995","0.739794624239188"
"erwerbstätig","1991","Hauptschule","weiblich","1287","0.415508568421329","0.396745484521225","0.434271652321433"
"erwerbstätig","1991","Realschule","männlich","527","0.811534488447965","0.781353207499466","0.841715769396464"
"erwerbstätig","1991","Realschule","weiblich","650","0.601684865227492","0.571189878988364","0.63217985146662"
"nicht erwerbstätig","1991","(Fach-)Abitur","männlich","146","0.340189594790299","0.296170796868506","0.384208392712091"
"nicht erwerbstätig","1991","(Fach-)Abitur","weiblich","111","0.316399566414249","0.26560242657707","0.367196706251428"
"nicht erwerbstätig","1991","(noch) kein Abschluss","männlich","130","0.479604245305605","0.428211341094653","0.530997149516556"
"nicht erwerbstätig","1991","(noch) kein Abschluss","weiblich","278","0.706467012448435","0.664942790416657","0.747991234480214"
"nicht erwerbstätig","1991","AkademikerIn","männlich","71","0.163220043449231","0.130227412360231","0.196212674538231"
"nicht erwerbstätig","1991","AkademikerIn","weiblich","70","0.339917637375379","0.279611733372125","0.400223541378632"
"nicht erwerbstätig","1991","Hauptschule","männlich","551","0.277404865406408","0.260205375760812","0.294604355052004"
"nicht erwerbstätig","1991","Hauptschule","weiblich","1363","0.584491431578671","0.565728347678567","0.603254515478775"
"nicht erwerbstätig","1991","Realschule","männlich","118","0.188465511552035","0.158284230603536","0.218646792500534"
"nicht erwerbstätig","1991","Realschule","weiblich","340","0.398315134772508","0.36782014853338","0.428810121011636"
"erwerbstätig","1992","(Fach-)Abitur","männlich","350","0.695453186576752","0.655234759731878","0.735671613421626"
"erwerbstätig","1992","(Fach-)Abitur","weiblich","240","0.626358243694665","0.578590021164565","0.674126466224765"
"erwerbstätig","1992","(noch) kein Abschluss","männlich","237","0.534065308431876","0.483644027290306","0.584486589573447"
"erwerbstätig","1992","(noch) kein Abschluss","weiblich","186","0.309227229888217","0.26855352600115","0.349900933775284"
"erwerbstätig","1992","AkademikerIn","männlich","776","0.825537351616045","0.800893505011303","0.850181198220787"
"erwerbstätig","1992","AkademikerIn","weiblich","608","0.761903870027795","0.731299187327818","0.792508552727773"
"erwerbstätig","1992","Hauptschule","männlich","2432","0.703497034357851","0.687583175208661","0.719410893507041"
"erwerbstätig","1992","Hauptschule","weiblich","1642","0.412160515190797","0.395554181076729","0.428766849304864"
"erwerbstätig","1992","Realschule","männlich","1209","0.835491480888293","0.816036706595265","0.854946255181321"
"erwerbstätig","1992","Realschule","weiblich","1228","0.636270410934082","0.613462409096635","0.65907841277153"
"nicht erwerbstätig","1992","(Fach-)Abitur","männlich","153","0.304546813423248","0.264328386578374","0.344765240268122"
"nicht erwerbstätig","1992","(Fach-)Abitur","weiblich","154","0.373641756305335","0.325873533775235","0.421409978835434"
"nicht erwerbstätig","1992","(noch) kein Abschluss","männlich","139","0.465934691568124","0.415513410426553","0.516355972709694"
"nicht erwerbstätig","1992","(noch) kein Abschluss","weiblich","310","0.690772770111783","0.650099066224716","0.73144647399885"
"nicht erwerbstätig","1992","AkademikerIn","männlich","135","0.174462648383955","0.149818801779213","0.199106494988697"
"nicht erwerbstätig","1992","AkademikerIn","weiblich","136","0.238096129972205","0.207491447272227","0.268700812672182"
"nicht erwerbstätig","1992","Hauptschule","männlich","732","0.296502965642149","0.280589106492959","0.312416824791339"
"nicht erwerbstätig","1992","Hauptschule","weiblich","1733","0.587839484809203","0.571233150695136","0.604445818923271"
"nicht erwerbstätig","1992","Realschule","männlich","186","0.164508519111707","0.145053744818679","0.183963293404735"
"nicht erwerbstätig","1992","Realschule","weiblich","481","0.363729589065918","0.34092158722847","0.386537590903365"
"erwerbstätig","1993","(Fach-)Abitur","männlich","358","0.717854042287627","0.678207941292994","0.757500143282259"
"erwerbstätig","1993","(Fach-)Abitur","weiblich","273","0.683279100555738","0.638522048654377","0.728036152457099"
"erwerbstätig","1993","(noch) kein Abschluss","männlich","217","0.479759017454731","0.428715800748816","0.530802234160647"
"erwerbstätig","1993","(noch) kein Abschluss","weiblich","163","0.287741474245752","0.247326283549893","0.328156664941611"
"erwerbstätig","1993","AkademikerIn","männlich","743","0.794578179815931","0.768314368285621","0.820841991346241"
"erwerbstätig","1993","AkademikerIn","weiblich","570","0.730369532384226","0.698111587754082","0.76262747701437"
"erwerbstätig","1993","Hauptschule","männlich","2301","0.687705649357118","0.67133382249196","0.704077476222276"
"erwerbstätig","1993","Hauptschule","weiblich","1528","0.402528966922216","0.385717809023691","0.419340124820741"
"erwerbstätig","1993","Realschule","männlich","1189","0.814540349819021","0.794144490547152","0.83493620909089"
"erwerbstätig","1993","Realschule","weiblich","1173","0.617959972395309","0.594869621081231","0.641050323709387"
"nicht erwerbstätig","1993","(Fach-)Abitur","männlich","137","0.282145957712373","0.242499856717741","0.321792058707006"
"nicht erwerbstätig","1993","(Fach-)Abitur","weiblich","142","0.316720899444262","0.271963847542901","0.361477951345623"
"nicht erwerbstätig","1993","(noch) kein Abschluss","männlich","151","0.520240982545269","0.469197765839353","0.571284199251184"
"nicht erwerbstätig","1993","(noch) kein Abschluss","weiblich","319","0.712258525754248","0.671843335058389","0.752673716450107"
"nicht erwerbstätig","1993","AkademikerIn","männlich","166","0.205421820184069","0.179158008653759","0.231685631714379"
"nicht erwerbstätig","1993","AkademikerIn","weiblich","157","0.269630467615774","0.23737252298563","0.301888412245918"
"nicht erwerbstätig","1993","Hauptschule","männlich","777","0.312294350642882","0.295922523777724","0.32866617750804"
"nicht erwerbstätig","1993","Hauptschule","weiblich","1741","0.597471033077784","0.58065987517926","0.614282190976309"
"nicht erwerbstätig","1993","Realschule","männlich","206","0.185459650180979","0.16506379090911","0.205855509452848"
"nicht erwerbstätig","1993","Realschule","weiblich","528","0.382040027604691","0.358949676290613","0.405130378918769"
"erwerbstätig","1994","(Fach-)Abitur","männlich","323","0.650430239985255","0.608508703958489","0.692351776012022"
"erwerbstätig","1994","(Fach-)Abitur","weiblich","263","0.61828553603937","0.572044344709119","0.66452672736962"
"erwerbstätig","1994","(noch) kein Abschluss","männlich","202","0.430338979534865","0.379404910441485","0.481273048628244"
"erwerbstätig","1994","(noch) kein Abschluss","weiblich","152","0.263028125697432","0.223844576278604","0.302211675116259"
"erwerbstätig","1994","AkademikerIn","männlich","733","0.78332994160859","0.756606984415258","0.810052898801922"
"erwerbstätig","1994","AkademikerIn","weiblich","577","0.738111255416821","0.706433707100448","0.769788803733194"
"erwerbstätig","1994","Hauptschule","männlich","2138","0.667770679680794","0.650770897502213","0.684770461859375"
"erwerbstätig","1994","Hauptschule","weiblich","1387","0.379039068944123","0.362107727299183","0.395970410589063"
"erwerbstätig","1994","Realschule","männlich","1178","0.822398890127657","0.802094819103642","0.842702961151672"
"erwerbstätig","1994","Realschule","weiblich","1161","0.620435205088092","0.59727823534055","0.643592174835634"
"nicht erwerbstätig","1994","(Fach-)Abitur","männlich","174","0.349569760014745","0.307648223987978","0.391491296041511"
"nicht erwerbstätig","1994","(Fach-)Abitur","weiblich","161","0.38171446396063","0.33547327263038","0.427955655290881"
"nicht erwerbstätig","1994","(noch) kein Abschluss","männlich","161","0.569661020465135","0.518726951371755","0.620595089558515"
"nicht erwerbstätig","1994","(noch) kein Abschluss","weiblich","333","0.736971874302568","0.697788324883741","0.776155423721396"
"nicht erwerbstätig","1994","AkademikerIn","männlich","180","0.21667005839141","0.189947101198078","0.243393015584742"
"nicht erwerbstätig","1994","AkademikerIn","weiblich","163","0.261888744583179","0.230211196266806","0.293566292899552"
"nicht erwerbstätig","1994","Hauptschule","männlich","811","0.332229320319206","0.315229538140625","0.349229102497787"
"nicht erwerbstätig","1994","Hauptschule","weiblich","1767","0.620960931055877","0.604029589410937","0.637892272700817"
"nicht erwerbstätig","1994","Realschule","männlich","183","0.177601109872343","0.157297038848328","0.197905180896358"
"nicht erwerbstätig","1994","Realschule","weiblich","526","0.379564794911908","0.356407825164366","0.40272176465945"
"erwerbstätig","1995","(Fach-)Abitur","männlich","383","0.685270835799636","0.646668790676263","0.723872880923008"
"erwerbstätig","1995","(Fach-)Abitur","weiblich","303","0.611803316215223","0.569298883344072","0.654307749086375"
"erwerbstätig","1995","(noch) kein Abschluss","männlich","179","0.364783714687341","0.317192110004463","0.41237531937022"
"erwerbstätig","1995","(noch) kein Abschluss","weiblich","146","0.244407592289979","0.206280005433369","0.282535179146589"
"erwerbstätig","1995","AkademikerIn","männlich","778","0.79672394497886","0.771200255520858","0.822247634436863"
"erwerbstätig","1995","AkademikerIn","weiblich","612","0.709317633333225","0.677812859426885","0.740822407239565"
"erwerbstätig","1995","Hauptschule","männlich","2136","0.643762862510904","0.626583443230152","0.660942281791656"
"erwerbstätig","1995","Hauptschule","weiblich","1345","0.3619395561324","0.345130930577203","0.378748181687598"
"erwerbstätig","1995","Realschule","männlich","1189","0.824796640408823","0.804674507181442","0.844918773636204"
"erwerbstätig","1995","Realschule","weiblich","1192","0.611366150723527","0.58849587595945","0.634236425487603"
"nicht erwerbstätig","1995","(Fach-)Abitur","männlich","173","0.314729164200364","0.276127119076992","0.353331209323737"
"nicht erwerbstätig","1995","(Fach-)Abitur","weiblich","202","0.388196683784777","0.345692250913625","0.430701116655928"
"nicht erwerbstätig","1995","(noch) kein Abschluss","männlich","214","0.635216285312659","0.58762468062978","0.682807889995537"
"nicht erwerbstätig","1995","(noch) kein Abschluss","weiblich","342","0.755592407710021","0.717464820853411","0.793719994566631"
"nicht erwerbstätig","1995","AkademikerIn","männlich","177","0.203276055021139","0.177752365563137","0.228799744479142"
"nicht erwerbstätig","1995","AkademikerIn","weiblich","186","0.290682366666775","0.259177592760435","0.322187140573115"
"nicht erwerbstätig","1995","Hauptschule","männlich","849","0.356237137489096","0.339057718208344","0.373416556769848"
"nicht erwerbstätig","1995","Hauptschule","weiblich","1795","0.6380604438676","0.621251818312403","0.654869069422797"
"nicht erwerbstätig","1995","Realschule","männlich","182","0.175203359591177","0.155081226363796","0.195325492818558"
"nicht erwerbstätig","1995","Realschule","weiblich","553","0.388633849276473","0.365763574512397","0.41150412404055"
"erwerbstätig","1996","(Fach-)Abitur","männlich","375","0.730802243675346","0.692861652530124","0.768742834820567"
"erwerbstätig","1996","(Fach-)Abitur","weiblich","322","0.632459733113594","0.590367523331332","0.674551942895855"
"erwerbstätig","1996","(noch) kein Abschluss","männlich","164","0.362189495383915","0.313282059392586","0.411096931375245"
"erwerbstätig","1996","(noch) kein Abschluss","weiblich","139","0.238567174417833","0.200035285182619","0.277099063653046"
"erwerbstätig","1996","AkademikerIn","männlich","791","0.801327509282169","0.776166189222202","0.826488829342136"
"erwerbstätig","1996","AkademikerIn","weiblich","622","0.70612623726382","0.674520332543643","0.737732141983998"
"erwerbstätig","1996","Hauptschule","männlich","2062","0.638213555176556","0.620703680742543","0.65572342961057"
"erwerbstätig","1996","Hauptschule","weiblich","1299","0.361044043385081","0.344006764103252","0.378081322666911"
"erwerbstätig","1996","Realschule","männlich","1199","0.822506283748457","0.802354552841525","0.84265801465539"
"erwerbstätig","1996","Realschule","weiblich","1214","0.6254644631264","0.602690102847527","0.648238823405274"
"nicht erwerbstätig","1996","(Fach-)Abitur","männlich","150","0.269197756324654","0.231257165179433","0.307138347469876"
"nicht erwerbstätig","1996","(Fach-)Abitur","weiblich","182","0.367540266886406","0.325448057104145","0.409632476668668"
"nicht erwerbstätig","1996","(noch) kein Abschluss","männlich","207","0.637810504616085","0.588903068624755","0.686717940607414"
"nicht erwerbstätig","1996","(noch) kein Abschluss","weiblich","331","0.761432825582167","0.722900936346954","0.799964714817381"
"nicht erwerbstätig","1996","AkademikerIn","männlich","175","0.198672490717831","0.173511170657864","0.223833810777798"
"nicht erwerbstätig","1996","AkademikerIn","weiblich","176","0.293873762736179","0.262267858016002","0.325479667456357"
"nicht erwerbstätig","1996","Hauptschule","männlich","831","0.361786444823444","0.34427657038943","0.379296319257457"
"nicht erwerbstätig","1996","Hauptschule","weiblich","1754","0.638955956614919","0.621918677333089","0.655993235896748"
