"e11102","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1993","Schleswig-Holstein","Laendlicher Raum","47","0.387388106103933","0.306402741015855","0.468373471192012"
"nicht erwerbstätig","1993","Hamburg","Staedtischer Raum","58","0.436159006119292","0.354879544452725","0.517438467785859"
"nicht erwerbstätig","1993","Hamburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1993","Niedersachsen","Staedtischer Raum","170","","",""
"nicht erwerbstätig","1993","Niedersachsen","Laendlicher Raum","190","","",""
"nicht erwerbstätig","1993","Bremen","Staedtischer Raum","45","0.571257081456087","0.470129771317397","0.672384391594777"
"nicht erwerbstätig","1993","Bremen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1993","Nordrhein-Westfalen","Staedtischer Raum","891","0.406171178942913","0.38667248537515","0.425669872510676"
"nicht erwerbstätig","1993","Nordrhein-Westfalen","Laendlicher Raum","19","","",""
"nicht erwerbstätig","1993","Hessen","Staedtischer Raum","244","","",""
"nicht erwerbstätig","1993","Hessen","Laendlicher Raum","53","0.504618869422835","0.419964931584545","0.589272807261125"
"nicht erwerbstätig","1993","Rheinland-Pfalz,Saarland","Staedtischer Raum","206","","",""
"nicht erwerbstätig","1993","Rheinland-Pfalz,Saarland","Laendlicher Raum","46","0.473792200755682","0.379623016717647","0.567961384793717"
"nicht erwerbstätig","1993","Baden-Wuerttemberg","Staedtischer Raum","457","0.336180976905713","0.312587108927008","0.359774844884419"
"nicht erwerbstätig","1993","Baden-Wuerttemberg","Laendlicher Raum","80","0.371281120602069","0.310027914624583","0.432534326579555"
"nicht erwerbstätig","1993","Bayern","Staedtischer Raum","255","","",""
"nicht erwerbstätig","1993","Bayern","Laendlicher Raum","242","","",""
"nicht erwerbstätig","1993","Saarland","Staedtischer Raum","","","",""
"nicht erwerbstätig","1993","Saarland","Laendlicher Raum","","","",""
"nicht erwerbstätig","1993","Berlin","Staedtischer Raum","169","","",""
"nicht erwerbstätig","1993","Berlin","Laendlicher Raum","","","",""
"nicht erwerbstätig","1993","Brandenburg","Staedtischer Raum","10","","",""
"nicht erwerbstätig","1993","Brandenburg","Laendlicher Raum","201","","",""
"nicht erwerbstätig","1993","Mecklenburg-Vorpommern","Staedtischer Raum","18","","",""
"nicht erwerbstätig","1993","Mecklenburg-Vorpommern","Laendlicher Raum","115","","",""
"nicht erwerbstätig","1993","Sachsen","Staedtischer Raum","189","","",""
"nicht erwerbstätig","1993","Sachsen","Laendlicher Raum","192","","",""
"nicht erwerbstätig","1993","Sachsen-Anhalt","Staedtischer Raum","48","0.350940324243838","0.278984874922416","0.42289577356526"
"nicht erwerbstätig","1993","Sachsen-Anhalt","Laendlicher Raum","183","","",""
"nicht erwerbstätig","1993","Thueringen","Staedtischer Raum","55","0.346883681982605","0.277541739072788","0.416225624892422"
"nicht erwerbstätig","1993","Thueringen","Laendlicher Raum","165","","",""
"erwerbstätig","1993","Schleswig-Holstein","Staedtischer Raum","94","0.597225975548015","0.518209563625167","0.676242387470863"
"erwerbstätig","1993","Schleswig-Holstein","Laendlicher Raum","92","0.612611893896067","0.531626528807988","0.693597258984145"
"erwerbstätig","1993","Hamburg","Staedtischer Raum","85","0.563840993880708","0.482561532214141","0.645120455547275"
"erwerbstätig","1993","Hamburg","Laendlicher Raum","","","",""
"erwerbstätig","1993","Niedersachsen","Staedtischer Raum","301","0.614212117599813","0.570250757666518","0.658173477533108"
"erwerbstätig","1993","Niedersachsen","Laendlicher Raum","318","0.580383627067531","0.537469525596777","0.623297728538286"
"erwerbstätig","1993","Bremen","Staedtischer Raum","47","0.428742918543913","0.327615608405223","0.529870228682603"
"erwerbstätig","1993","Bremen","Laendlicher Raum","","","",""
"erwerbstätig","1993","Nordrhein-Westfalen","Staedtischer Raum","1546","","",""
"erwerbstätig","1993","Nordrhein-Westfalen","Laendlicher Raum","44","0.672898043400949","0.557048581743719","0.788747505058178"
"erwerbstätig","1993","Hessen","Staedtischer Raum","554","0.636648864376975","0.603278581307176","0.670019147446774"
"erwerbstätig","1993","Hessen","Laendlicher Raum","81","0.495381130577165","0.410727192738875","0.580035068415455"
"erwerbstätig","1993","Rheinland-Pfalz,Saarland","Staedtischer Raum","326","0.579265843838219","0.537315539029233","0.621216148647204"
"erwerbstätig","1993","Rheinland-Pfalz,Saarland","Laendlicher Raum","62","0.526207799244318","0.432038615206283","0.620376983282353"
"erwerbstätig","1993","Baden-Wuerttemberg","Staedtischer Raum","1083","","",""
"erwerbstätig","1993","Baden-Wuerttemberg","Laendlicher Raum","159","","",""
"erwerbstätig","1993","Bayern","Staedtischer Raum","547","0.61840360383171","0.584783500411326","0.652023707252094"
"erwerbstätig","1993","Bayern","Laendlicher Raum","575","0.627546911057358","0.594395963142967","0.660697858971748"
"erwerbstätig","1993","Saarland","Staedtischer Raum","","","",""
"erwerbstätig","1993","Saarland","Laendlicher Raum","","","",""
"erwerbstätig","1993","Berlin","Staedtischer Raum","406","0.668015012598119","0.629523364868543","0.706506660327696"
"erwerbstätig","1993","Berlin","Laendlicher Raum","","","",""
"erwerbstätig","1993","Brandenburg","Staedtischer Raum","54","0.843136694916933","0.754038730873963","0.932234658959903"
"erwerbstätig","1993","Brandenburg","Laendlicher Raum","364","0.59078010761997","0.550237174281057","0.631323040958882"
"erwerbstätig","1993","Mecklenburg-Vorpommern","Staedtischer Raum","32","0.554161549040304","0.416386668316192","0.691936429764416"
"erwerbstätig","1993","Mecklenburg-Vorpommern","Laendlicher Raum","241","","",""
"erwerbstätig","1993","Sachsen","Staedtischer Raum","385","0.610273321807465","0.570376857883991","0.650169785730938"
"erwerbstätig","1993","Sachsen","Laendlicher Raum","352","0.566540328896629","0.524897674473739","0.60818298331952"
"erwerbstätig","1993","Sachsen-Anhalt","Staedtischer Raum","121","","",""
"erwerbstätig","1993","Sachsen-Anhalt","Laendlicher Raum","387","0.602869032738323","0.562700216991308","0.643037848485337"
"erwerbstätig","1993","Thueringen","Staedtischer Raum","126","","",""
"erwerbstätig","1993","Thueringen","Laendlicher Raum","317","0.570385153044222","0.52619267865248","0.614577627435965"
"nicht erwerbstätig","1994","Schleswig-Holstein","Staedtischer Raum","51","0.380056463820849","0.300219493373296","0.459893434268402"
"nicht erwerbstätig","1994","Schleswig-Holstein","Laendlicher Raum","51","0.377302404111173","0.298407769228513","0.456197038993833"
"nicht erwerbstätig","1994","Hamburg","Staedtischer Raum","61","0.444638900788393","0.363192569190822","0.526085232385963"
"nicht erwerbstätig","1994","Hamburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1994","Niedersachsen","Staedtischer Raum","181","","",""
"nicht erwerbstätig","1994","Niedersachsen","Laendlicher Raum","176","","",""
"nicht erwerbstätig","1994","Bremen","Staedtischer Raum","47","0.613734853003076","0.512006992670875","0.715462713335277"
"nicht erwerbstätig","1994","Bremen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1994","Nordrhein-Westfalen","Staedtischer Raum","875","0.401917689661963","0.382245082909636","0.421590296414289"
"nicht erwerbstätig","1994","Nordrhein-Westfalen","Laendlicher Raum","17","","",""
"nicht erwerbstätig","1994","Hessen","Staedtischer Raum","278","","",""
"nicht erwerbstätig","1994","Hessen","Laendlicher Raum","48","0.512242139386602","0.423545336543057","0.600938942230147"
"nicht erwerbstätig","1994","Rheinland-Pfalz,Saarland","Staedtischer Raum","218","","",""
"nicht erwerbstätig","1994","Rheinland-Pfalz,Saarland","Laendlicher Raum","45","0.453269515587226","0.361075234848463","0.545463796325988"
"nicht erwerbstätig","1994","Baden-Wuerttemberg","Staedtischer Raum","490","0.373090667668853","0.348737731243569","0.397443604094137"
"nicht erwerbstätig","1994","Baden-Wuerttemberg","Laendlicher Raum","75","0.404295146908809","0.338999676157857","0.469590617659761"
"nicht erwerbstätig","1994","Bayern","Staedtischer Raum","259","","",""
"nicht erwerbstätig","1994","Bayern","Laendlicher Raum","249","","",""
"nicht erwerbstätig","1994","Saarland","Staedtischer Raum","","","",""
"nicht erwerbstätig","1994","Saarland","Laendlicher Raum","","","",""
"nicht erwerbstätig","1994","Berlin","Staedtischer Raum","173","","",""
"nicht erwerbstätig","1994","Berlin","Laendlicher Raum","","","",""
"nicht erwerbstätig","1994","Brandenburg","Staedtischer Raum","7","0.134779992621476","0.0468959380411668","0.222664047201786"
"nicht erwerbstätig","1994","Brandenburg","Laendlicher Raum","203","","",""
"nicht erwerbstätig","1994","Mecklenburg-Vorpommern","Staedtischer Raum","22","","",""
"nicht erwerbstätig","1994","Mecklenburg-Vorpommern","Laendlicher Raum","125","","",""
"nicht erwerbstätig","1994","Sachsen","Staedtischer Raum","219","","",""
"nicht erwerbstätig","1994","Sachsen","Laendlicher Raum","198","","",""
"nicht erwerbstätig","1994","Sachsen-Anhalt","Staedtischer Raum","55","0.427448105792642","0.350064779965193","0.504831431620091"
"nicht erwerbstätig","1994","Sachsen-Anhalt","Laendlicher Raum","185","","",""
"nicht erwerbstätig","1994","Thueringen","Staedtischer Raum","61","0.365996210509107","0.297501740151752","0.434490680866461"
"nicht erwerbstätig","1994","Thueringen","Laendlicher Raum","176","","",""
"erwerbstätig","1994","Schleswig-Holstein","Staedtischer Raum","91","0.619943536179151","0.540106565731598","0.699780506626704"
"erwerbstätig","1994","Schleswig-Holstein","Laendlicher Raum","94","0.622697595888827","0.543802961006167","0.701592230771487"
"erwerbstätig","1994","Hamburg","Staedtischer Raum","82","0.555361099211607","0.473914767614037","0.636807430809177"
"erwerbstätig","1994","Hamburg","Laendlicher Raum","","","",""
"erwerbstätig","1994","Niedersachsen","Staedtischer Raum","296","","",""
"erwerbstätig","1994","Niedersachsen","Laendlicher Raum","314","0.598058313564412","0.55464695852296","0.641469668605865"
"erwerbstätig","1994","Bremen","Staedtischer Raum","41","0.386265146996924","0.284537286664723","0.487993007329125"
"erwerbstätig","1994","Bremen","Laendlicher Raum","","","",""
"erwerbstätig","1994","Nordrhein-Westfalen","Staedtischer Raum","1511","","",""
"erwerbstätig","1994","Nordrhein-Westfalen","Laendlicher Raum","45","0.721509695933325","0.609931747512572","0.833087644354078"
"erwerbstätig","1994","Hessen","Staedtischer Raum","520","0.582885730012003","0.548674721195777","0.617096738828229"
"erwerbstätig","1994","Hessen","Laendlicher Raum","74","0.487757860613398","0.399061057769853","0.576454663456943"
"erwerbstätig","1994","Rheinland-Pfalz,Saarland","Staedtischer Raum","305","0.553366706637847","0.510759868485359","0.595973544790335"
"erwerbstätig","1994","Rheinland-Pfalz,Saarland","Laendlicher Raum","67","0.546730484412774","0.454536203674012","0.638924765151537"
"erwerbstätig","1994","Baden-Wuerttemberg","Staedtischer Raum","1025","","",""
"erwerbstätig","1994","Baden-Wuerttemberg","Laendlicher Raum","142","","",""
"erwerbstätig","1994","Bayern","Staedtischer Raum","520","0.614729495216442","0.58055482999554","0.648904160437343"
"erwerbstätig","1994","Bayern","Laendlicher Raum","559","0.621890382960334","0.588454854417033","0.655325911503635"
"erwerbstätig","1994","Saarland","Staedtischer Raum","","","",""
"erwerbstätig","1994","Saarland","Laendlicher Raum","","","",""
"erwerbstätig","1994","Berlin","Staedtischer Raum","379","0.6422051324625","0.602216873913548","0.682193391011451"
"erwerbstätig","1994","Berlin","Laendlicher Raum","","","",""
"erwerbstätig","1994","Brandenburg","Staedtischer Raum","51","0.865220007378524","0.777335952798214","0.953104061958833"
"erwerbstätig","1994","Brandenburg","Laendlicher Raum","345","0.56710352146349","0.525619484714863","0.608587558212117"
"erwerbstätig","1994","Mecklenburg-Vorpommern","Staedtischer Raum","36","0.528600206815994","0.400132949477226","0.657067464154761"
"erwerbstätig","1994","Mecklenburg-Vorpommern","Laendlicher Raum","230","","",""
"erwerbstätig","1994","Sachsen","Staedtischer Raum","365","0.559292690193303","0.519026887038406","0.5995584933482"
"erwerbstätig","1994","Sachsen","Laendlicher Raum","346","0.554164882895559","0.512395767409773","0.595933998381344"
"erwerbstätig","1994","Sachsen-Anhalt","Staedtischer Raum","102","","",""
"erwerbstätig","1994","Sachsen-Anhalt","Laendlicher Raum","361","0.578712601124764","0.537296188983857","0.620129013265672"
"erwerbstätig","1994","Thueringen","Staedtischer Raum","129","","",""
"erwerbstätig","1994","Thueringen","Laendlicher Raum","298","","",""
"nicht erwerbstätig","1995","Schleswig-Holstein","Staedtischer Raum","51","0.394376277991647","0.31342179489291","0.475330761090384"
"nicht erwerbstätig","1995","Schleswig-Holstein","Laendlicher Raum","51","0.412751594584427","0.332339356852109","0.493163832316745"
"nicht erwerbstätig","1995","Hamburg","Staedtischer Raum","52","0.404310288639142","0.320905743796795","0.48771483348149"
"nicht erwerbstätig","1995","Hamburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1995","Niedersachsen","Staedtischer Raum","212","","",""
"nicht erwerbstätig","1995","Niedersachsen","Laendlicher Raum","183","","",""
"nicht erwerbstätig","1995","Bremen","Staedtischer Raum","48","0.617002394231428","0.518204412929017","0.715800375533839"
"nicht erwerbstätig","1995","Bremen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1995","Nordrhein-Westfalen","Staedtischer Raum","926","0.409259750704111","0.390031663984885","0.428487837423337"
"nicht erwerbstätig","1995","Nordrhein-Westfalen","Laendlicher Raum","22","","",""
"nicht erwerbstätig","1995","Hessen","Staedtischer Raum","289","","",""
"nicht erwerbstätig","1995","Hessen","Laendlicher Raum","55","0.4905887869","0.408074035861752","0.573103537938249"
"nicht erwerbstätig","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","240","","",""
"nicht erwerbstätig","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","57","0.45354491454652","0.369566321636471","0.537523507456568"
"nicht erwerbstätig","1995","Baden-Wuerttemberg","Staedtischer Raum","531","0.380634706573569","0.356594332662145","0.404675080484992"
"nicht erwerbstätig","1995","Baden-Wuerttemberg","Laendlicher Raum","86","0.454011330151981","0.388665057530453","0.519357602773509"
"nicht erwerbstätig","1995","Bayern","Staedtischer Raum","277","","",""
"nicht erwerbstätig","1995","Bayern","Laendlicher Raum","285","","",""
"nicht erwerbstätig","1995","Saarland","Staedtischer Raum","","","",""
"nicht erwerbstätig","1995","Saarland","Laendlicher Raum","","","",""
"nicht erwerbstätig","1995","Berlin","Staedtischer Raum","199","","",""
"nicht erwerbstätig","1995","Berlin","Laendlicher Raum","","","",""
"nicht erwerbstätig","1995","Brandenburg","Staedtischer Raum","2","","",""
"nicht erwerbstätig","1995","Brandenburg","Laendlicher Raum","212","","",""
"nicht erwerbstätig","1995","Mecklenburg-Vorpommern","Staedtischer Raum","23","","",""
"nicht erwerbstätig","1995","Mecklenburg-Vorpommern","Laendlicher Raum","120","","",""
"nicht erwerbstätig","1995","Sachsen","Staedtischer Raum","215","","",""
"nicht erwerbstätig","1995","Sachsen","Laendlicher Raum","197","","",""
"nicht erwerbstätig","1995","Sachsen-Anhalt","Staedtischer Raum","50","0.495292200676536","0.408677051277962","0.58190735007511"
"nicht erwerbstätig","1995","Sachsen-Anhalt","Laendlicher Raum","183","","",""
"nicht erwerbstätig","1995","Thueringen","Staedtischer Raum","59","0.364638653588193","0.296017354416776","0.43325995275961"
"nicht erwerbstätig","1995","Thueringen","Laendlicher Raum","164","","",""
"erwerbstätig","1995","Schleswig-Holstein","Staedtischer Raum","89","0.605623722008353","0.524669238909616","0.686578205107089"
"erwerbstätig","1995","Schleswig-Holstein","Laendlicher Raum","93","0.587248405415573","0.506836167683255","0.667660643147891"
"erwerbstätig","1995","Hamburg","Staedtischer Raum","81","0.595689711360858","0.51228516651851","0.679094256203205"
"erwerbstätig","1995","Hamburg","Laendlicher Raum","","","",""
"erwerbstätig","1995","Niedersachsen","Staedtischer Raum","307","0.551269914477587","0.508480223314339","0.594059605640835"
"erwerbstätig","1995","Niedersachsen","Laendlicher Raum","341","0.595527036062221","0.553504918097153","0.637549154027289"
"erwerbstätig","1995","Bremen","Staedtischer Raum","45","0.382997605768572","0.284199624466161","0.481795587070983"
"erwerbstätig","1995","Bremen","Laendlicher Raum","","","",""
"erwerbstätig","1995","Nordrhein-Westfalen","Staedtischer Raum","1586","","",""
"erwerbstätig","1995","Nordrhein-Westfalen","Laendlicher Raum","48","0.674805445939259","0.565066700119921","0.784544191758596"
"erwerbstätig","1995","Hessen","Staedtischer Raum","514","0.563637851394253","0.529336286835488","0.597939415953017"
"erwerbstätig","1995","Hessen","Laendlicher Raum","86","0.5094112131","0.426896462061751","0.591925964138248"
"erwerbstätig","1995","Rheinland-Pfalz,Saarland","Staedtischer Raum","337","0.550053670391629","0.509461425061642","0.590645915721615"
"erwerbstätig","1995","Rheinland-Pfalz,Saarland","Laendlicher Raum","78","0.54645508545348","0.462476492543432","0.630433678363529"
"erwerbstätig","1995","Baden-Wuerttemberg","Staedtischer Raum","1036","","",""
"erwerbstätig","1995","Baden-Wuerttemberg","Laendlicher Raum","137","","",""
"erwerbstätig","1995","Bayern","Staedtischer Raum","546","0.608192363152797","0.574841651689879","0.641543074615714"
"erwerbstätig","1995","Bayern","Laendlicher Raum","581","0.601238169009352","0.568626786719264","0.63384955129944"
"erwerbstätig","1995","Saarland","Staedtischer Raum","","","",""
"erwerbstätig","1995","Saarland","Laendlicher Raum","","","",""
"erwerbstätig","1995","Berlin","Staedtischer Raum","370","0.59998165389037","0.559728408743137","0.640234899037603"
"erwerbstätig","1995","Berlin","Laendlicher Raum","","","",""
"erwerbstätig","1995","Brandenburg","Staedtischer Raum","17","","",""
"erwerbstätig","1995","Brandenburg","Laendlicher Raum","357","0.570330224422265","0.529655693414758","0.611004755429773"
"erwerbstätig","1995","Mecklenburg-Vorpommern","Staedtischer Raum","33","0.54949561069095","0.41918322229444","0.67980799908746"
"erwerbstätig","1995","Mecklenburg-Vorpommern","Laendlicher Raum","241","","",""
"erwerbstätig","1995","Sachsen","Staedtischer Raum","362","0.555842692599232","0.515300751294987","0.596384633903477"
"erwerbstätig","1995","Sachsen","Laendlicher Raum","325","0.552074892819388","0.509415512640184","0.594734272998593"
"erwerbstätig","1995","Sachsen-Anhalt","Staedtischer Raum","78","0.504707799323464","0.41809264992489","0.591322948722038"
"erwerbstätig","1995","Sachsen-Anhalt","Laendlicher Raum","378","0.583525099576958","0.542731610933295","0.624318588220622"
"erwerbstätig","1995","Thueringen","Staedtischer Raum","130","","",""
"erwerbstätig","1995","Thueringen","Laendlicher Raum","299","","",""
"nicht erwerbstätig","1996","Schleswig-Holstein","Staedtischer Raum","56","0.451419340975592","0.36869162805681","0.534147053894374"
"nicht erwerbstätig","1996","Schleswig-Holstein","Laendlicher Raum","47","0.378818768470326","0.299862067040839","0.457775469899813"
"nicht erwerbstätig","1996","Hamburg","Staedtischer Raum","48","0.403001417121575","0.317694122881483","0.488308711361668"
"nicht erwerbstätig","1996","Hamburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1996","Niedersachsen","Staedtischer Raum","191","","",""
"nicht erwerbstätig","1996","Niedersachsen","Laendlicher Raum","179","","",""
"nicht erwerbstätig","1996","Bremen","Staedtischer Raum","49","0.590940174477012","0.491548653493777","0.690331695460248"
"nicht erwerbstätig","1996","Bremen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1996","Nordrhein-Westfalen","Staedtischer Raum","903","0.401454655751029","0.382204776697118","0.42070453480494"
"nicht erwerbstätig","1996","Nordrhein-Westfalen","Laendlicher Raum","19","","",""
"nicht erwerbstätig","1996","Hessen","Staedtischer Raum","264","","",""
"nicht erwerbstätig","1996","Hessen","Laendlicher Raum","55","0.498511285971857","0.41539066669677","0.581631905246943"
"nicht erwerbstätig","1996","Rheinland-Pfalz,Saarland","Staedtischer Raum","219","","",""
"nicht erwerbstätig","1996","Rheinland-Pfalz,Saarland","Laendlicher Raum","51","0.438753925202719","0.35504565403415","0.522462196371289"
"nicht erwerbstätig","1996","Baden-Wuerttemberg","Staedtischer Raum","506","0.395265453584403","0.370399124151894","0.420131783016913"
"nicht erwerbstätig","1996","Baden-Wuerttemberg","Laendlicher Raum","82","0.461442973033515","0.395419114670948","0.527466831396083"
"nicht erwerbstätig","1996","Bayern","Staedtischer Raum","271","","",""
"nicht erwerbstätig","1996","Bayern","Laendlicher Raum","282","","",""
"nicht erwerbstätig","1996","Saarland","Staedtischer Raum","","","",""
"nicht erwerbstätig","1996","Saarland","Laendlicher Raum","","","",""
"nicht erwerbstätig","1996","Berlin","Staedtischer Raum","194","","",""
"nicht erwerbstätig","1996","Berlin","Laendlicher Raum","","","",""
"nicht erwerbstätig","1996","Brandenburg","Staedtischer Raum","5","0.1762699243842","0.044245381503161","0.308294467265238"
"nicht erwerbstätig","1996","Brandenburg","Laendlicher Raum","196","","",""
"nicht erwerbstätig","1996","Mecklenburg-Vorpommern","Staedtischer Raum","24","","",""
"nicht erwerbstätig","1996","Mecklenburg-Vorpommern","Laendlicher Raum","113","","",""
"nicht erwerbstätig","1996","Sachsen","Staedtischer Raum","207","","",""
"nicht erwerbstätig","1996","Sachsen","Laendlicher Raum","187","","",""
"nicht erwerbstätig","1996","Sachsen-Anhalt","Staedtischer Raum","56","0.435748381757082","0.356130750061242","0.515366013452923"
"nicht erwerbstätig","1996","Sachsen-Anhalt","Laendlicher Raum","190","","",""
"nicht erwerbstätig","1996","Thueringen","Staedtischer Raum","64","0.375405862733711","0.306733674799923","0.444078050667499"
"nicht erwerbstätig","1996","Thueringen","Laendlicher Raum","167","","",""
"erwerbstätig","1996","Schleswig-Holstein","Staedtischer Raum","83","0.548580659024408","0.465852946105626","0.63130837194319"
"erwerbstätig","1996","Schleswig-Holstein","Laendlicher Raum","98","0.621181231529674","0.542224530100187","0.700137932959161"
"erwerbstätig","1996","Hamburg","Staedtischer Raum","79","0.596998582878424","0.511691288638332","0.682305877118517"
"erwerbstätig","1996","Hamburg","Laendlicher Raum","","","",""
"erwerbstätig","1996","Niedersachsen","Staedtischer Raum","322","0.58729835760398","0.544695679548582","0.629901035659378"
"erwerbstätig","1996","Niedersachsen","Laendlicher Raum","350","0.598613039270124","0.556842029754687","0.640384048785562"
"erwerbstätig","1996","Bremen","Staedtischer Raum","45","0.409059825522988","0.309668304539753","0.508451346506223"
"erwerbstätig","1996","Bremen","Laendlicher Raum","","","",""
"erwerbstätig","1996","Nordrhein-Westfalen","Staedtischer Raum","1588","","",""
"erwerbstätig","1996","Nordrhein-Westfalen","Laendlicher Raum","44","0.694427785117267","0.580678600555555","0.808176969678979"
"erwerbstätig","1996","Hessen","Staedtischer Raum","505","0.586241805493257","0.551432399063074","0.62105121192344"
"erwerbstätig","1996","Hessen","Laendlicher Raum","84","0.501488714028143","0.418368094753057","0.58460933330323"
"erwerbstätig","1996","Rheinland-Pfalz,Saarland","Staedtischer Raum","338","0.549385955887201","0.508065830417998","0.590706081356405"
"erwerbstätig","1996","Rheinland-Pfalz,Saarland","Laendlicher Raum","84","0.561246074797281","0.477537803628711","0.64495434596585"
"erwerbstätig","1996","Baden-Wuerttemberg","Staedtischer Raum","979","0.604734546415597","0.579868216983087","0.629600875848106"
"erwerbstätig","1996","Baden-Wuerttemberg","Laendlicher Raum","137","","",""
"erwerbstätig","1996","Bayern","Staedtischer Raum","527","0.608987624393664","0.575130807053935","0.642844441733392"
"erwerbstätig","1996","Bayern","Laendlicher Raum","580","0.600422925661017","0.567724761292309","0.633121090029725"
"erwerbstätig","1996","Saarland","Staedtischer Raum","","","",""
"erwerbstätig","1996","Saarland","Laendlicher Raum","","","",""
"erwerbstätig","1996","Berlin","Staedtischer Raum","348","0.598044803018806","0.55676818254456","0.639321423493052"
"erwerbstätig","1996","Berlin","Laendlicher Raum","","","",""
"erwerbstätig","1996","Brandenburg","Staedtischer Raum","27","","",""
"erwerbstätig","1996","Brandenburg","Laendlicher Raum","370","0.593100131632209","0.55262878452556","0.633571478738858"
"erwerbstätig","1996","Mecklenburg-Vorpommern","Staedtischer Raum","30","0.503404744982411","0.370049179205757","0.636760310759065"
"erwerbstätig","1996","Mecklenburg-Vorpommern","Laendlicher Raum","233","","",""
"erwerbstätig","1996","Sachsen","Staedtischer Raum","363","0.560281704502431","0.519534187307132","0.60102922169773"
"erwerbstätig","1996","Sachsen","Laendlicher Raum","352","0.568080256559097","0.526262562153844","0.609897950964351"
"erwerbstätig","1996","Sachsen-Anhalt","Staedtischer Raum","93","0.564251618242917","0.484633986547077","0.643869249938758"
"erwerbstätig","1996","Sachsen-Anhalt","Laendlicher Raum","335","0.555948912175348","0.513447598795429","0.598450225555268"
"erwerbstätig","1996","Thueringen","Staedtischer Raum","127","","",""
"erwerbstätig","1996","Thueringen","Laendlicher Raum","302","0.540981405684414","0.495882295004068","0.586080516364761"
"nicht erwerbstätig","1997","Schleswig-Holstein","Staedtischer Raum","56","0.45294441310803","0.367044758358664","0.538844067857396"
"nicht erwerbstätig","1997","Schleswig-Holstein","Laendlicher Raum","43","0.335242741171411","0.257044801807831","0.413440680534992"
"nicht erwerbstätig","1997","Hamburg","Staedtischer Raum","51","0.45165160053942","0.364410095050502","0.538893106028338"
"nicht erwerbstätig","1997","Hamburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1997","Niedersachsen","Staedtischer Raum","200","","",""
"nicht erwerbstätig","1997","Niedersachsen","Laendlicher Raum","188","","",""
"nicht erwerbstätig","1997","Bremen","Staedtischer Raum","46","0.585168943348041","0.48503463958736","0.685303247108723"
"nicht erwerbstätig","1997","Bremen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1997","Nordrhein-Westfalen","Staedtischer Raum","906","0.411532215255732","0.392002070772105","0.43106235973936"
"nicht erwerbstätig","1997","Nordrhein-Westfalen","Laendlicher Raum","21","","",""
"nicht erwerbstätig","1997","Hessen","Staedtischer Raum","262","","",""
"nicht erwerbstätig","1997","Hessen","Laendlicher Raum","54","0.521613544806559","0.435743778224703","0.607483311388414"
"nicht erwerbstätig","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","241","","",""
"nicht erwerbstätig","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","51","0.41161903527465","0.330389201049364","0.492848869499937"
"nicht erwerbstätig","1997","Baden-Wuerttemberg","Staedtischer Raum","532","0.397024955276072","0.37225610507784","0.421793805474304"
"nicht erwerbstätig","1997","Baden-Wuerttemberg","Laendlicher Raum","83","0.462194116396911","0.39427564558112","0.530112587212703"
"nicht erwerbstätig","1997","Bayern","Staedtischer Raum","267","","",""
"nicht erwerbstätig","1997","Bayern","Laendlicher Raum","276","","",""
"nicht erwerbstätig","1997","Saarland","Staedtischer Raum","","","",""
"nicht erwerbstätig","1997","Saarland","Laendlicher Raum","","","",""
"nicht erwerbstätig","1997","Berlin","Staedtischer Raum","178","","",""
"nicht erwerbstätig","1997","Berlin","Laendlicher Raum","","","",""
"nicht erwerbstätig","1997","Brandenburg","Staedtischer Raum","3","","",""
"nicht erwerbstätig","1997","Brandenburg","Laendlicher Raum","225","","",""
"nicht erwerbstätig","1997","Mecklenburg-Vorpommern","Staedtischer Raum","24","","",""
"nicht erwerbstätig","1997","Mecklenburg-Vorpommern","Laendlicher Raum","119","","",""
"nicht erwerbstätig","1997","Sachsen","Staedtischer Raum","205","","",""
"nicht erwerbstätig","1997","Sachsen","Laendlicher Raum","192","","",""
"nicht erwerbstätig","1997","Sachsen-Anhalt","Staedtischer Raum","54","0.459228857856364","0.376681075077688","0.541776640635039"
"nicht erwerbstätig","1997","Sachsen-Anhalt","Laendlicher Raum","181","","",""
"nicht erwerbstätig","1997","Thueringen","Staedtischer Raum","71","0.391344952542267","0.32266773231365","0.460022172770883"
"nicht erwerbstätig","1997","Thueringen","Laendlicher Raum","171","","",""
"erwerbstätig","1997","Schleswig-Holstein","Staedtischer Raum","73","0.547055586891971","0.461155932142605","0.632955241641337"
