"e11102","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1999","3","männlich","309","0.288899774992059","0.263952249557221","0.313847300426896"
"nicht erwerbstätig","1999","3","weiblich","484","0.437011404809286","0.409964783627554","0.464058025991019"
"nicht erwerbstätig","1999","4","männlich","181","0.22819743707371","0.202442737124313","0.253952137023106"
"nicht erwerbstätig","1999","4","weiblich","303","0.369853844325031","0.339690030197735","0.400017658452327"
"nicht erwerbstätig","1999","5 Einkommensstärkstes Quintil","männlich","91","0.174393345414361","0.143878834366957","0.204907856461765"
"nicht erwerbstätig","1999","5 Einkommensstärkstes Quintil","weiblich","168","0.383694882216507","0.343237992669542","0.424151771763473"
"erwerbstätig","2000","1 Einkommensschwächstes Quintil","männlich","1787","0.618929472890196","0.600992257296858","0.636866688483534"
"erwerbstätig","2000","1 Einkommensschwächstes Quintil","weiblich","1459","0.383380054062674","0.36716529626377","0.399594811861577"
"erwerbstätig","2000","2","männlich","2210","0.655227661378851","0.638800883295567","0.671654439462134"
"erwerbstätig","2000","2","weiblich","1797","0.459891416290427","0.443622311816523","0.476160520764332"
"erwerbstätig","2000","3","männlich","1705","0.717270741858564","0.698914612443085","0.735626871274043"
"erwerbstätig","2000","3","weiblich","1434","0.577730481826584","0.55774375878076","0.597717204872408"
"erwerbstätig","2000","4","männlich","1546","0.772444974830575","0.753807934195118","0.791082015466032"
"erwerbstätig","2000","4","weiblich","1276","0.640494915636116","0.618912702835383","0.662077128436849"
"erwerbstätig","2000","5 Einkommensstärkstes Quintil","männlich","1068","0.823220796076863","0.802443598950818","0.843997993202907"
"erwerbstätig","2000","5 Einkommensstärkstes Quintil","weiblich","832","0.622972587688259","0.595777584886813","0.650167590489706"
"nicht erwerbstätig","2000","1 Einkommensschwächstes Quintil","männlich","1029","0.381070527109804","0.363133311516466","0.399007742703142"
"nicht erwerbstätig","2000","1 Einkommensschwächstes Quintil","weiblich","1995","0.616619945937326","0.600405188138423","0.63283470373623"
"nicht erwerbstätig","2000","2","männlich","1006","0.344772338621149","0.328345560537866","0.361199116704433"
"nicht erwerbstätig","2000","2","weiblich","1808","0.540108583709572","0.523839479235668","0.556377688183477"
"nicht erwerbstätig","2000","3","männlich","607","0.282729258141436","0.264373128725957","0.301085387556915"
"nicht erwerbstätig","2000","3","weiblich","912","0.422269518173416","0.402282795127592","0.44225624121924"
"nicht erwerbstätig","2000","4","männlich","398","0.227555025169425","0.208917984533969","0.246192065804882"
"nicht erwerbstätig","2000","4","weiblich","623","0.359505084363884","0.337922871563151","0.381087297164617"
"nicht erwerbstätig","2000","5 Einkommensstärkstes Quintil","männlich","227","0.176779203923137","0.156002006797093","0.197556401049182"
"nicht erwerbstätig","2000","5 Einkommensstärkstes Quintil","weiblich","388","0.377027412311741","0.349832409510294","0.404222415113187"
"erwerbstätig","2001","1 Einkommensschwächstes Quintil","männlich","1479","0.600600678495713","0.580911387810722","0.620289969180704"
"erwerbstätig","2001","1 Einkommensschwächstes Quintil","weiblich","1259","0.403842398074958","0.385888063409523","0.421796732740393"
"erwerbstätig","2001","2","männlich","1893","0.659760803783429","0.642177144451752","0.677344463115106"
"erwerbstätig","2001","2","weiblich","1650","0.474825560363679","0.457472139823076","0.492178980904282"
"erwerbstätig","2001","3","männlich","1599","0.703466061470958","0.684471354872841","0.722460768069074"
"erwerbstätig","2001","3","weiblich","1376","0.558646767659799","0.538384591132131","0.578908944187467"
"erwerbstätig","2001","4","männlich","1480","0.766087839950818","0.746947467469166","0.78522821243247"
"erwerbstätig","2001","4","weiblich","1238","0.64902863371929","0.627191389627713","0.670865877810866"
"erwerbstätig","2001","5 Einkommensstärkstes Quintil","männlich","1045","0.82372064585163","0.802671914413075","0.844769377290186"
"erwerbstätig","2001","5 Einkommensstärkstes Quintil","weiblich","836","0.648657736641764","0.621692275844902","0.675623197438625"
"nicht erwerbstätig","2001","1 Einkommensschwächstes Quintil","männlich","898","0.399399321504287","0.379710030819296","0.419088612189279"
"nicht erwerbstätig","2001","1 Einkommensschwächstes Quintil","weiblich","1610","0.596157601925042","0.578203267259607","0.614111936590477"
"nicht erwerbstätig","2001","2","männlich","896","0.340239196216571","0.322655536884894","0.357822855548248"
"nicht erwerbstätig","2001","2","weiblich","1531","0.525174439636321","0.507821019095719","0.542527860176924"
"nicht erwerbstätig","2001","3","männlich","622","0.296533938529042","0.277539231930926","0.315528645127159"
"nicht erwerbstätig","2001","3","weiblich","931","0.441353232340201","0.421091055812533","0.461615408867869"
"nicht erwerbstätig","2001","4","männlich","399","0.233912160049182","0.21477178756753","0.253052532530834"
"nicht erwerbstätig","2001","4","weiblich","597","0.35097136628071","0.329134122189134","0.372808610372287"
"nicht erwerbstätig","2001","5 Einkommensstärkstes Quintil","männlich","214","0.17627935414837","0.155230622709814","0.197328085586926"
"nicht erwerbstätig","2001","5 Einkommensstärkstes Quintil","weiblich","368","0.351342263358236","0.324376802561375","0.378307724155098"
"erwerbstätig","2002","1 Einkommensschwächstes Quintil","männlich","1234","0.573897553997454","0.552651110073212","0.595143997921696"
"erwerbstätig","2002","1 Einkommensschwächstes Quintil","weiblich","1132","0.407943976982464","0.388969380614345","0.426918573350584"
"erwerbstätig","2002","2","männlich","1667","0.660926994338761","0.642429362739605","0.679424625937918"
"erwerbstätig","2002","2","weiblich","1442","0.477218292646244","0.458789863422942","0.495646721869546"
"erwerbstätig","2002","3","männlich","1528","0.693343702215876","0.673852927903904","0.712834476527848"
"erwerbstätig","2002","3","weiblich","1320","0.550091760300904","0.529512988004284","0.570670532597525"
"erwerbstätig","2002","4","männlich","1660","0.752792601648138","0.734442372279402","0.771142831016875"
"erwerbstätig","2002","4","weiblich","1402","0.629434195180444","0.608763422416352","0.650104967944535"
"erwerbstätig","2002","5 Einkommensstärkstes Quintil","männlich","1872","0.805414175925111","0.789081868538259","0.821746483311964"
"erwerbstätig","2002","5 Einkommensstärkstes Quintil","weiblich","1529","0.657989818217805","0.637975008056621","0.678004628378988"
"nicht erwerbstätig","2002","1 Einkommensschwächstes Quintil","männlich","847","0.426102446002546","0.404856002078304","0.447348889926788"
"nicht erwerbstätig","2002","1 Einkommensschwächstes Quintil","weiblich","1445","0.592056023017536","0.573081426649416","0.611030619385656"
"nicht erwerbstätig","2002","2","männlich","849","0.339073005661239","0.320575374062082","0.357570637260395"
"nicht erwerbstätig","2002","2","weiblich","1380","0.522781707353756","0.504353278130453","0.541210136577058"
"nicht erwerbstätig","2002","3","männlich","622","0.306656297784124","0.287165523472152","0.326147072096096"
"nicht erwerbstätig","2002","3","weiblich","925","0.449908239699096","0.429329467402475","0.470487011995716"
"nicht erwerbstätig","2002","4","männlich","463","0.247207398351862","0.228857168983125","0.265557627720598"
"nicht erwerbstätig","2002","4","weiblich","695","0.370565804819556","0.349895032055465","0.391236577583648"
"nicht erwerbstätig","2002","5 Einkommensstärkstes Quintil","männlich","385","0.194585824074889","0.178253516688036","0.210918131461741"
"nicht erwerbstätig","2002","5 Einkommensstärkstes Quintil","weiblich","629","0.342010181782195","0.321995371621012","0.362024991943379"
"erwerbstätig","2003","1 Einkommensschwächstes Quintil","männlich","1097","0.553096535981441","0.530829057997235","0.575364013965647"
"erwerbstätig","2003","1 Einkommensschwächstes Quintil","weiblich","1071","0.392152147402705","0.372724176923189","0.411580117882221"
"erwerbstätig","2003","2","männlich","1566","0.639943152409399","0.620678546247426","0.659207758571372"
"erwerbstätig","2003","2","weiblich","1405","0.481043171402631","0.462235242487047","0.499851100318215"
"erwerbstätig","2003","3","männlich","1518","0.702003419893774","0.682647683594279","0.721359156193269"
"erwerbstätig","2003","3","weiblich","1251","0.541799666833117","0.520988975831326","0.562610357834908"
"erwerbstätig","2003","4","männlich","1646","0.733208197061618","0.714573627752988","0.751842766370248"
"erwerbstätig","2003","4","weiblich","1433","0.622398125999368","0.60202911915176","0.642767132846975"
"erwerbstätig","2003","5 Einkommensstärkstes Quintil","männlich","1670","0.779469807380769","0.761600550135181","0.797339064626357"
"erwerbstätig","2003","5 Einkommensstärkstes Quintil","weiblich","1370","0.636200756314122","0.61497796501536","0.657423547612885"
"nicht erwerbstätig","2003","1 Einkommensschwächstes Quintil","männlich","818","0.446903464018559","0.424635986034353","0.469170942002765"
"nicht erwerbstätig","2003","1 Einkommensschwächstes Quintil","weiblich","1355","0.607847852597295","0.588419882117779","0.627275823076811"
"nicht erwerbstätig","2003","2","männlich","819","0.360056847590601","0.340792241428628","0.379321453752574"
"nicht erwerbstätig","2003","2","weiblich","1306","0.518956828597369","0.500148899681785","0.537764757512953"
"nicht erwerbstätig","2003","3","männlich","627","0.297996580106226","0.278640843806731","0.317352316405721"
"nicht erwerbstätig","2003","3","weiblich","951","0.458200333166883","0.437389642165092","0.479011024168674"
"nicht erwerbstätig","2003","4","männlich","518","0.266791802938382","0.248157233629752","0.285426372247012"
"nicht erwerbstätig","2003","4","weiblich","743","0.377601874000632","0.357232867153025","0.39797088084824"
"nicht erwerbstätig","2003","5 Einkommensstärkstes Quintil","männlich","398","0.220530192619231","0.202660935373643","0.238399449864818"
"nicht erwerbstätig","2003","5 Einkommensstärkstes Quintil","weiblich","604","0.363799243685878","0.342576452387115","0.38502203498464"
"erwerbstätig","2004","1 Einkommensschwächstes Quintil","männlich","1025","0.52575168347332","0.503040729658737","0.548462637287903"
"erwerbstätig","2004","1 Einkommensschwächstes Quintil","weiblich","1051","0.429031940339929","0.409050857534372","0.449013023145486"
"erwerbstätig","2004","2","männlich","1514","0.63818970913687","0.618703514873314","0.657675903400426"
"erwerbstätig","2004","2","weiblich","1316","0.460194732537948","0.441171583656042","0.479217881419855"
"erwerbstätig","2004","3","männlich","1329","0.659281617133939","0.638394994825362","0.680168239442516"
"erwerbstätig","2004","3","weiblich","1215","0.537701103672716","0.516567374734719","0.558834832610712"
"erwerbstätig","2004","4","männlich","1600","0.723920678347342","0.704992908950107","0.742848447744576"
"erwerbstätig","2004","4","weiblich","1377","0.608387377199644","0.587629197217511","0.629145557181776"
"erwerbstätig","2004","5 Einkommensstärkstes Quintil","männlich","1671","0.800861611117967","0.78364137249404","0.818081849741895"
"erwerbstätig","2004","5 Einkommensstärkstes Quintil","weiblich","1369","0.646957207832529","0.625885192511324","0.668029223153734"
"nicht erwerbstätig","2004","1 Einkommensschwächstes Quintil","männlich","832","0.47424831652668","0.451537362712097","0.496959270341263"
"nicht erwerbstätig","2004","1 Einkommensschwächstes Quintil","weiblich","1306","0.570968059660071","0.550986976854514","0.590949142465628"
"nicht erwerbstätig","2004","2","männlich","822","0.36181029086313","0.342324096599574","0.381296485126686"
"nicht erwerbstätig","2004","2","weiblich","1321","0.539805267462052","0.520782118580146","0.558828416343958"
"nicht erwerbstätig","2004","3","männlich","649","0.340718382866061","0.319831760557484","0.361605005174638"
"nicht erwerbstätig","2004","3","weiblich","923","0.462298896327284","0.441165167389288","0.483432625265281"
"nicht erwerbstätig","2004","4","männlich","543","0.276079321652658","0.257151552255424","0.295007091049893"
"nicht erwerbstätig","2004","4","weiblich","747","0.391612622800356","0.370854442818224","0.412370802782489"
"nicht erwerbstätig","2004","5 Einkommensstärkstes Quintil","männlich","395","0.199138388882033","0.181918150258105","0.21635862750596"
"nicht erwerbstätig","2004","5 Einkommensstärkstes Quintil","weiblich","607","0.353042792167471","0.331970776846266","0.374114807488676"
"erwerbstätig","2005","1 Einkommensschwächstes Quintil","männlich","991","0.544123720630078","0.521342128108714","0.566905313151441"
"erwerbstätig","2005","1 Einkommensschwächstes Quintil","weiblich","1044","0.428773194572192","0.408691108479663","0.44885528066472"
"erwerbstätig","2005","2","männlich","1322","0.618028274908226","0.597296969781128","0.638759580035324"
"erwerbstätig","2005","2","weiblich","1216","0.476508987223702","0.456808466336375","0.49620950811103"
"erwerbstätig","2005","3","männlich","1285","0.701174943396447","0.680428245307598","0.721921641485296"
"erwerbstätig","2005","3","weiblich","1134","0.546966622716409","0.525150447859203","0.568782797573614"
"erwerbstätig","2005","4","männlich","1526","0.733803447804611","0.714690003364852","0.75291689224437"
"erwerbstätig","2005","4","weiblich","1329","0.624888529326743","0.603749160577877","0.646027898075609"
"erwerbstätig","2005","5 Einkommensstärkstes Quintil","männlich","1609","0.798450520923019","0.780995438182477","0.815905603663562"
"erwerbstätig","2005","5 Einkommensstärkstes Quintil","weiblich","1388","0.661651392990852","0.640821210347965","0.682481575633739"
"nicht erwerbstätig","2005","1 Einkommensschwächstes Quintil","männlich","845","0.455876279369922","0.433094686848559","0.478657871891286"
"nicht erwerbstätig","2005","1 Einkommensschwächstes Quintil","weiblich","1289","0.571226805427808","0.55114471933528","0.591308891520337"
"nicht erwerbstätig","2005","2","männlich","788","0.381971725091774","0.361240419964676","0.402703030218871"
"nicht erwerbstätig","2005","2","weiblich","1253","0.523491012776298","0.503790491888971","0.543191533663625"
"nicht erwerbstätig","2005","3","männlich","585","0.298825056603553","0.278078358514704","0.319571754692402"
"nicht erwerbstätig","2005","3","weiblich","866","0.453033377283591","0.431217202426386","0.474849552140797"
"nicht erwerbstätig","2005","4","männlich","528","0.266196552195389","0.24708310775563","0.285309996635148"
"nicht erwerbstätig","2005","4","weiblich","686","0.375111470673257","0.353972101924391","0.396250839422124"
"nicht erwerbstätig","2005","5 Einkommensstärkstes Quintil","männlich","420","0.201549479076981","0.184094396336438","0.219004561817524"
"nicht erwerbstätig","2005","5 Einkommensstärkstes Quintil","weiblich","594","0.338348607009148","0.317518424366261","0.359178789652035"
"erwerbstätig","2006","1 Einkommensschwächstes Quintil","männlich","999","0.519978079387705","0.497694753742628","0.542261405032782"
"erwerbstätig","2006","1 Einkommensschwächstes Quintil","weiblich","1045","0.407446983221859","0.387986534121674","0.426907432322044"
"erwerbstätig","2006","2","männlich","1384","0.633946235402227","0.614103180583818","0.653789290220637"
"erwerbstätig","2006","2","weiblich","1339","0.474073429525922","0.455249493772185","0.492897365279659"
"erwerbstätig","2006","3","männlich","1361","0.674201883495038","0.653898966689061","0.694504800301014"
"erwerbstätig","2006","3","weiblich","1200","0.525735716835028","0.504812985273788","0.546658448396268"
"erwerbstätig","2006","4","männlich","1615","0.718376834867785","0.699775095189796","0.736978574545774"
"erwerbstätig","2006","4","weiblich","1432","0.620603539630564","0.600477538581147","0.640729540679981"
"erwerbstätig","2006","5 Einkommensstärkstes Quintil","männlich","1662","0.796737487017641","0.779691347904205","0.813783626131077"
"erwerbstätig","2006","5 Einkommensstärkstes Quintil","weiblich","1413","0.658218529282484","0.637771173123767","0.678665885441201"
"nicht erwerbstätig","2006","1 Einkommensschwächstes Quintil","männlich","932","0.480021920612295","0.457738594967218","0.502305246257372"
"nicht erwerbstätig","2006","1 Einkommensschwächstes Quintil","weiblich","1404","0.592553016778141","0.573092567677956","0.612013465878326"
"nicht erwerbstätig","2006","2","männlich","880","0.366053764597772","0.346210709779363","0.385896819416182"
"nicht erwerbstätig","2006","2","weiblich","1364","0.525926570474078","0.507102634720341","0.544750506227815"
"nicht erwerbstätig","2006","3","männlich","686","0.325798116504962","0.305495199698986","0.346101033310939"
"nicht erwerbstätig","2006","3","weiblich","988","0.474264283164972","0.453341551603732","0.495187014726212"
"nicht erwerbstätig","2006","4","männlich","631","0.281623165132215","0.263021425454226","0.300224904810204"
"nicht erwerbstätig","2006","4","weiblich","801","0.379396460369436","0.359270459320019","0.399522461418853"
"nicht erwerbstätig","2006","5 Einkommensstärkstes Quintil","männlich","479","0.203262512982359","0.186216373868923","0.220308652095794"
"nicht erwerbstätig","2006","5 Einkommensstärkstes Quintil","weiblich","654","0.341781470717516","0.321334114558799","0.362228826876233"
"erwerbstätig","2007","1 Einkommensschwächstes Quintil","männlich","869","0.517093886446002","0.493339726101511","0.540848046790493"
"erwerbstätig","2007","1 Einkommensschwächstes Quintil","weiblich","902","0.405364184926112","0.384669040321254","0.42605932953097"
"erwerbstätig","2007","2","männlich","1269","0.607629233453951","0.586790205723733","0.62846826118417"
"erwerbstätig","2007","2","weiblich","1226","0.464262904988434","0.444732912448073","0.483792897528794"
"erwerbstätig","2007","3","männlich","1227","0.666247115786146","0.64498226709963","0.687511964472661"
"erwerbstätig","2007","3","weiblich","1171","0.547396250597278","0.525828479819451","0.568964021375104"
"erwerbstätig","2007","4","männlich","1552","0.731488896714245","0.712799029789075","0.750178763639414"
"erwerbstätig","2007","4","weiblich","1371","0.614675969407978","0.594080551565214","0.635271387250741"
"erwerbstätig","2007","5 Einkommensstärkstes Quintil","männlich","1607","0.803851477332455","0.786835861225196","0.820867093439713"
"erwerbstätig","2007","5 Einkommensstärkstes Quintil","weiblich","1384","0.667671493943197","0.64722566641207","0.688117321474323"
"nicht erwerbstätig","2007","1 Einkommensschwächstes Quintil","männlich","831","0.482906113553998","0.459151953209507","0.506660273898489"
"nicht erwerbstätig","2007","1 Einkommensschwächstes Quintil","weiblich","1260","0.594635815073888","0.57394067046903","0.615330959678746"
"nicht erwerbstätig","2007","2","männlich","840","0.392370766546049","0.37153173881583","0.413209794276267"
"nicht erwerbstätig","2007","2","weiblich","1279","0.535737095011566","0.516207102471206","0.555267087551927"
"nicht erwerbstätig","2007","3","männlich","662","0.333752884213854","0.312488035527339","0.35501773290037"
"nicht erwerbstätig","2007","3","weiblich","875","0.452603749402722","0.431035978624896","0.474171520180549"
"nicht erwerbstätig","2007","4","männlich","608","0.268511103285756","0.249821236360586","0.287200970210925"
"nicht erwerbstätig","2007","4","weiblich","774","0.385324030592022","0.364728612749259","0.405919448434786"
"nicht erwerbstätig","2007","5 Einkommensstärkstes Quintil","männlich","485","0.196148522667545","0.179132906560287","0.213164138774804"
"nicht erwerbstätig","2007","5 Einkommensstärkstes Quintil","weiblich","655","0.332328506056803","0.311882678525677","0.35277433358793"
