"e11102","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","1984","Bremen","maennlich","39","0.503826430710166","0.380363920483814","0.627288940936518"
"erwerbstätig","1984","Bremen","weiblich","22","","",""
"erwerbstätig","1984","Nordrhein-Westfalen","maennlich","1246","","",""
"erwerbstätig","1984","Nordrhein-Westfalen","weiblich","686","0.375806507680377","0.352444168717016","0.399168846643739"
"erwerbstätig","1984","Hessen","maennlich","484","0.717737002733045","0.682477955941247","0.752996049524844"
"erwerbstätig","1984","Hessen","weiblich","303","0.439916916519262","0.400876553255694","0.478957279782829"
"erwerbstätig","1984","Rheinland-Pfalz,Saarland","maennlich","309","0.695673605361056","0.6514581604697","0.739889050252411"
"erwerbstätig","1984","Rheinland-Pfalz,Saarland","weiblich","178","","",""
"erwerbstätig","1984","Baden-Wuerttemberg","maennlich","914","0.755039170686237","0.729818619843234","0.780259721529239"
"erwerbstätig","1984","Baden-Wuerttemberg","weiblich","579","0.457229949748158","0.428248144546865","0.486211754949451"
"erwerbstätig","1984","Bayern","maennlich","792","0.765337993350526","0.738952860178195","0.791723126522857"
"erwerbstätig","1984","Bayern","weiblich","567","0.456508926086676","0.427073346385574","0.485944505787778"
"erwerbstätig","1984","Saarland","maennlich","","","",""
"erwerbstätig","1984","Saarland","weiblich","","","",""
"erwerbstätig","1984","Berlin","maennlich","158","","",""
"erwerbstätig","1984","Berlin","weiblich","120","","",""
"erwerbstätig","1984","Brandenburg","maennlich","","","",""
"erwerbstätig","1984","Brandenburg","weiblich","","","",""
"erwerbstätig","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"erwerbstätig","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"erwerbstätig","1984","Sachsen","maennlich","","","",""
"erwerbstätig","1984","Sachsen","weiblich","","","",""
"erwerbstätig","1984","Sachsen-Anhalt","maennlich","","","",""
"erwerbstätig","1984","Sachsen-Anhalt","weiblich","","","",""
"erwerbstätig","1984","Thueringen","maennlich","","","",""
"erwerbstätig","1984","Thueringen","weiblich","","","",""
"nicht erwerbstätig","1985","Schleswig-Holstein","maennlich","42","0.265172894092338","0.199011113603153","0.331334674581523"
"nicht erwerbstätig","1985","Schleswig-Holstein","weiblich","95","0.578796745815062","0.507063365567302","0.650530126062823"
"nicht erwerbstätig","1985","Hamburg","maennlich","39","0.352775735771877","0.273339722574488","0.432211748969266"
"nicht erwerbstätig","1985","Hamburg","weiblich","70","0.570602052334415","0.488899583199137","0.652304521469693"
"nicht erwerbstätig","1985","Niedersachsen","maennlich","157","","",""
"nicht erwerbstätig","1985","Niedersachsen","weiblich","325","0.60833492831112","0.568157201670963","0.648512654951277"
"nicht erwerbstätig","1985","Bremen","maennlich","21","","",""
"nicht erwerbstätig","1985","Bremen","weiblich","44","0.803894305409403","0.705062478151393","0.902726132667413"
"nicht erwerbstätig","1985","Nordrhein-Westfalen","maennlich","338","0.275095950655334","0.252221013247159","0.297970888063509"
"nicht erwerbstätig","1985","Nordrhein-Westfalen","weiblich","864","0.607717767006765","0.582984158806767","0.632451375206764"
"nicht erwerbstätig","1985","Hessen","maennlich","126","","",""
"nicht erwerbstätig","1985","Hessen","weiblich","298","","",""
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","maennlich","103","","",""
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","weiblich","232","","",""
"nicht erwerbstätig","1985","Baden-Wuerttemberg","maennlich","195","","",""
"nicht erwerbstätig","1985","Baden-Wuerttemberg","weiblich","484","0.507787011511288","0.477196147777401","0.538377875245175"
"nicht erwerbstätig","1985","Bayern","maennlich","173","","",""
"nicht erwerbstätig","1985","Bayern","weiblich","491","0.555492229908367","0.524601115811069","0.586383344005664"
"nicht erwerbstätig","1985","Saarland","maennlich","","","",""
"nicht erwerbstätig","1985","Saarland","weiblich","","","",""
"nicht erwerbstätig","1985","Berlin","maennlich","39","0.268214254333408","0.202761992752971","0.333666515913845"
"nicht erwerbstätig","1985","Berlin","weiblich","82","0.518884926675674","0.447652588827687","0.59011726452366"
"nicht erwerbstätig","1985","Brandenburg","maennlich","","","",""
"nicht erwerbstätig","1985","Brandenburg","weiblich","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","maennlich","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"nicht erwerbstätig","1985","Sachsen","maennlich","","","",""
"nicht erwerbstätig","1985","Sachsen","weiblich","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","maennlich","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","weiblich","","","",""
"nicht erwerbstätig","1985","Thueringen","maennlich","","","",""
"nicht erwerbstätig","1985","Thueringen","weiblich","","","",""
"erwerbstätig","1985","Schleswig-Holstein","maennlich","129","","",""
"erwerbstätig","1985","Schleswig-Holstein","weiblich","87","0.421203254184938","0.349469873937177","0.492936634432699"
"erwerbstätig","1985","Hamburg","maennlich","100","","",""
"erwerbstätig","1985","Hamburg","weiblich","71","0.429397947665585","0.347695478530307","0.511100416800863"
"erwerbstätig","1985","Niedersachsen","maennlich","383","0.680268948747878","0.640933515058128","0.719604382437629"
"erwerbstätig","1985","Niedersachsen","weiblich","242","","",""
"erwerbstätig","1985","Bremen","maennlich","33","0.547062707289236","0.41429611565599","0.679829298922482"
"erwerbstätig","1985","Bremen","weiblich","18","","",""
"erwerbstätig","1985","Nordrhein-Westfalen","maennlich","1126","","",""
"erwerbstätig","1985","Nordrhein-Westfalen","weiblich","633","0.392282232993235","0.367548624793236","0.417015841193233"
"erwerbstätig","1985","Hessen","maennlich","444","0.703730922083654","0.666245954180328","0.741215889986981"
"erwerbstätig","1985","Hessen","weiblich","266","","",""
"erwerbstätig","1985","Rheinland-Pfalz,Saarland","maennlich","279","","",""
"erwerbstätig","1985","Rheinland-Pfalz,Saarland","weiblich","158","","",""
"erwerbstätig","1985","Baden-Wuerttemberg","maennlich","820","0.744928920324878","0.718112358381516","0.77174548226824"
"erwerbstätig","1985","Baden-Wuerttemberg","weiblich","542","0.492212988488712","0.461622124754825","0.522803852222599"
"erwerbstätig","1985","Bayern","maennlich","730","0.766416359955603","0.738819618161505","0.794013101749701"
"erwerbstätig","1985","Bayern","weiblich","503","0.444507770091633","0.413616655994336","0.475398884188931"
"erwerbstätig","1985","Saarland","maennlich","","","",""
"erwerbstätig","1985","Saarland","weiblich","","","",""
"erwerbstätig","1985","Berlin","maennlich","137","","",""
"erwerbstätig","1985","Berlin","weiblich","107","","",""
"erwerbstätig","1985","Brandenburg","maennlich","","","",""
"erwerbstätig","1985","Brandenburg","weiblich","","","",""
"erwerbstätig","1985","Mecklenburg-Vorpommern","maennlich","","","",""
"erwerbstätig","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"erwerbstätig","1985","Sachsen","maennlich","","","",""
"erwerbstätig","1985","Sachsen","weiblich","","","",""
"erwerbstätig","1985","Sachsen-Anhalt","maennlich","","","",""
"erwerbstätig","1985","Sachsen-Anhalt","weiblich","","","",""
"erwerbstätig","1985","Thueringen","maennlich","","","",""
"erwerbstätig","1985","Thueringen","weiblich","","","",""
"nicht erwerbstätig","1986","Schleswig-Holstein","maennlich","28","","",""
"nicht erwerbstätig","1986","Schleswig-Holstein","weiblich","81","0.529175772828051","0.452782424701773","0.605569120954329"
"nicht erwerbstätig","1986","Hamburg","maennlich","37","0.338595073826249","0.256613332914625","0.420576814737873"
"nicht erwerbstätig","1986","Hamburg","weiblich","67","0.592993794542731","0.507886125530776","0.678101463554686"
"nicht erwerbstätig","1986","Niedersachsen","maennlich","150","","",""
"nicht erwerbstätig","1986","Niedersachsen","weiblich","311","0.58924916463329","0.548754735864683","0.629743593401897"
"nicht erwerbstätig","1986","Bremen","maennlich","20","","",""
"nicht erwerbstätig","1986","Bremen","weiblich","39","0.758732656217706","0.649559530423047","0.867905782012364"
"nicht erwerbstätig","1986","Nordrhein-Westfalen","maennlich","331","0.280772382399802","0.257415833978426","0.304128930821179"
"nicht erwerbstätig","1986","Nordrhein-Westfalen","weiblich","823","0.611516380474419","0.586298269960678","0.636734490988161"
"nicht erwerbstätig","1986","Hessen","maennlich","123","","",""
"nicht erwerbstätig","1986","Hessen","weiblich","261","","",""
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","maennlich","98","0.323825154757121","0.276590340496205","0.371059969018036"
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","weiblich","217","","",""
"nicht erwerbstätig","1986","Baden-Wuerttemberg","maennlich","187","","",""
"nicht erwerbstätig","1986","Baden-Wuerttemberg","weiblich","451","0.50544585439085","0.474191137102762","0.536700571678938"
"nicht erwerbstätig","1986","Bayern","maennlich","168","","",""
"nicht erwerbstätig","1986","Bayern","weiblich","421","0.522579704804217","0.490356112913442","0.554803296694991"
"nicht erwerbstätig","1986","Saarland","maennlich","","","",""
"nicht erwerbstätig","1986","Saarland","weiblich","","","",""
"nicht erwerbstätig","1986","Berlin","maennlich","35","0.228825255303352","0.166764060255653","0.290886450351051"
"nicht erwerbstätig","1986","Berlin","weiblich","77","0.554612505223932","0.481185537201113","0.628039473246751"
"nicht erwerbstätig","1986","Brandenburg","maennlich","","","",""
"nicht erwerbstätig","1986","Brandenburg","weiblich","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","maennlich","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","weiblich","","","",""
"nicht erwerbstätig","1986","Sachsen","maennlich","","","",""
"nicht erwerbstätig","1986","Sachsen","weiblich","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","maennlich","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","weiblich","","","",""
"nicht erwerbstätig","1986","Thueringen","maennlich","","","",""
"nicht erwerbstätig","1986","Thueringen","weiblich","","","",""
"erwerbstätig","1986","Schleswig-Holstein","maennlich","131","","",""
"erwerbstätig","1986","Schleswig-Holstein","weiblich","83","0.470824227171949","0.394430879045671","0.547217575298227"
"erwerbstätig","1986","Hamburg","maennlich","91","0.661404926173751","0.579423185262127","0.743386667085375"
"erwerbstätig","1986","Hamburg","weiblich","61","0.407006205457269","0.321898536445314","0.492113874469224"
"erwerbstätig","1986","Niedersachsen","maennlich","391","0.691785890137871","0.652875860048462","0.730695920227279"
"erwerbstätig","1986","Niedersachsen","weiblich","256","","",""
"erwerbstätig","1986","Bremen","maennlich","30","0.494123666637244","0.355542855943237","0.632704477331251"
"erwerbstätig","1986","Bremen","weiblich","20","","",""
"erwerbstätig","1986","Nordrhein-Westfalen","maennlich","1091","","",""
"erwerbstätig","1986","Nordrhein-Westfalen","weiblich","612","0.388483619525581","0.363265509011839","0.413701730039322"
"erwerbstätig","1986","Hessen","maennlich","401","0.687160185242757","0.647461835678251","0.726858534807263"
"erwerbstätig","1986","Hessen","weiblich","264","","",""
"erwerbstätig","1986","Rheinland-Pfalz,Saarland","maennlich","279","","",""
"erwerbstätig","1986","Rheinland-Pfalz,Saarland","weiblich","175","","",""
"erwerbstätig","1986","Baden-Wuerttemberg","maennlich","817","0.764852635247445","0.738620105360798","0.791085165134093"
"erwerbstätig","1986","Baden-Wuerttemberg","weiblich","532","0.49455414560915","0.463299428321062","0.525808862897238"
"erwerbstätig","1986","Bayern","maennlich","682","0.758407691033038","0.729631616830656","0.78718376523542"
"erwerbstätig","1986","Bayern","weiblich","502","0.477420295195783","0.445196703305009","0.509643887086558"
"erwerbstätig","1986","Saarland","maennlich","","","",""
"erwerbstätig","1986","Saarland","weiblich","","","",""
"erwerbstätig","1986","Berlin","maennlich","141","","",""
"erwerbstätig","1986","Berlin","weiblich","99","0.445387494776068","0.371960526753249","0.518814462798886"
"erwerbstätig","1986","Brandenburg","maennlich","","","",""
"erwerbstätig","1986","Brandenburg","weiblich","","","",""
"erwerbstätig","1986","Mecklenburg-Vorpommern","maennlich","","","",""
"erwerbstätig","1986","Mecklenburg-Vorpommern","weiblich","","","",""
"erwerbstätig","1986","Sachsen","maennlich","","","",""
"erwerbstätig","1986","Sachsen","weiblich","","","",""
"erwerbstätig","1986","Sachsen-Anhalt","maennlich","","","",""
"erwerbstätig","1986","Sachsen-Anhalt","weiblich","","","",""
"erwerbstätig","1986","Thueringen","maennlich","","","",""
"erwerbstätig","1986","Thueringen","weiblich","","","",""
"nicht erwerbstätig","1987","Schleswig-Holstein","maennlich","27","","",""
"nicht erwerbstätig","1987","Schleswig-Holstein","weiblich","89","0.545500121767669","0.470650787514539","0.6203494560208"
"nicht erwerbstätig","1987","Hamburg","maennlich","27","","",""
"nicht erwerbstätig","1987","Hamburg","weiblich","59","0.563091465036357","0.4716393811697","0.654543548903014"
"nicht erwerbstätig","1987","Niedersachsen","maennlich","144","","",""
"nicht erwerbstätig","1987","Niedersachsen","weiblich","284","","",""
"nicht erwerbstätig","1987","Bremen","maennlich","16","","",""
"nicht erwerbstätig","1987","Bremen","weiblich","35","0.735033947625898","0.617327561079764","0.852740334172031"
"nicht erwerbstätig","1987","Nordrhein-Westfalen","maennlich","337","0.274506414419325","0.251270690752292","0.297742138086359"
"nicht erwerbstätig","1987","Nordrhein-Westfalen","weiblich","795","0.599242548952478","0.573654644600758","0.624830453304199"
"nicht erwerbstätig","1987","Hessen","maennlich","109","","",""
"nicht erwerbstätig","1987","Hessen","weiblich","260","","",""
"nicht erwerbstätig","1987","Rheinland-Pfalz,Saarland","maennlich","97","0.315589459071854","0.268799994505154","0.362378923638555"
"nicht erwerbstätig","1987","Rheinland-Pfalz,Saarland","weiblich","217","","",""
"nicht erwerbstätig","1987","Baden-Wuerttemberg","maennlich","167","","",""
"nicht erwerbstätig","1987","Baden-Wuerttemberg","weiblich","440","0.489060375636929","0.457715479155366","0.520405272118492"
"nicht erwerbstätig","1987","Bayern","maennlich","164","","",""
"nicht erwerbstätig","1987","Bayern","weiblich","388","0.496475994789863","0.463737907405177","0.529214082174548"
"nicht erwerbstätig","1987","Saarland","maennlich","","","",""
"nicht erwerbstätig","1987","Saarland","weiblich","","","",""
"nicht erwerbstätig","1987","Berlin","maennlich","39","0.24086586604766","0.178570507059312","0.303161225036009"
"nicht erwerbstätig","1987","Berlin","weiblich","78","0.534579222766932","0.461912140162266","0.607246305371598"
"nicht erwerbstätig","1987","Brandenburg","maennlich","","","",""
"nicht erwerbstätig","1987","Brandenburg","weiblich","","","",""
"nicht erwerbstätig","1987","Mecklenburg-Vorpommern","maennlich","","","",""
"nicht erwerbstätig","1987","Mecklenburg-Vorpommern","weiblich","","","",""
"nicht erwerbstätig","1987","Sachsen","maennlich","","","",""
"nicht erwerbstätig","1987","Sachsen","weiblich","","","",""
"nicht erwerbstätig","1987","Sachsen-Anhalt","maennlich","","","",""
"nicht erwerbstätig","1987","Sachsen-Anhalt","weiblich","","","",""
"nicht erwerbstätig","1987","Thueringen","maennlich","","","",""
"nicht erwerbstätig","1987","Thueringen","weiblich","","","",""
"erwerbstätig","1987","Schleswig-Holstein","maennlich","129","","",""
"erwerbstätig","1987","Schleswig-Holstein","weiblich","81","0.454499878232331","0.3796505439792","0.529349212485461"
"erwerbstätig","1987","Hamburg","maennlich","86","0.717264217114893","0.63423349022798","0.800294944001805"
"erwerbstätig","1987","Hamburg","weiblich","54","0.436908534963643","0.345456451096986","0.5283606188303"
"erwerbstätig","1987","Niedersachsen","maennlich","395","0.702729728812986","0.664144275093158","0.741315182532814"
"erwerbstätig","1987","Niedersachsen","weiblich","282","","",""
"erwerbstätig","1987","Bremen","maennlich","31","0.556344384979135","0.414309832294237","0.698378937664033"
"erwerbstätig","1987","Bremen","weiblich","19","","",""
"erwerbstätig","1987","Nordrhein-Westfalen","maennlich","1080","","",""
"erwerbstätig","1987","Nordrhein-Westfalen","weiblich","614","0.400757451047522","0.375169546695801","0.426345355399242"
"erwerbstätig","1987","Hessen","maennlich","420","0.71774213982153","0.679386652945276","0.756097626697784"
"erwerbstätig","1987","Hessen","weiblich","267","","",""
"erwerbstätig","1987","Rheinland-Pfalz,Saarland","maennlich","282","","",""
"erwerbstätig","1987","Rheinland-Pfalz,Saarland","weiblich","170","","",""
"erwerbstätig","1987","Baden-Wuerttemberg","maennlich","817","0.783173399968289","0.757425857332021","0.808920942604558"
"erwerbstätig","1987","Baden-Wuerttemberg","weiblich","537","0.510939624363071","0.479594727881508","0.542284520844634"
"erwerbstätig","1987","Bayern","maennlich","663","0.753954000752993","0.724599417766118","0.783308583739868"
"erwerbstätig","1987","Bayern","weiblich","508","0.503524005210137","0.470785917825451","0.536262092594823"
"erwerbstätig","1987","Saarland","maennlich","","","",""
"erwerbstätig","1987","Saarland","weiblich","","","",""
"erwerbstätig","1987","Berlin","maennlich","142","","",""
"erwerbstätig","1987","Berlin","weiblich","103","","",""
"erwerbstätig","1987","Brandenburg","maennlich","","","",""
"erwerbstätig","1987","Brandenburg","weiblich","","","",""
"erwerbstätig","1987","Mecklenburg-Vorpommern","maennlich","","","",""
"erwerbstätig","1987","Mecklenburg-Vorpommern","weiblich","","","",""
"erwerbstätig","1987","Sachsen","maennlich","","","",""
"erwerbstätig","1987","Sachsen","weiblich","","","",""
"erwerbstätig","1987","Sachsen-Anhalt","maennlich","","","",""
"erwerbstätig","1987","Sachsen-Anhalt","weiblich","","","",""
"erwerbstätig","1987","Thueringen","maennlich","","","",""
"erwerbstätig","1987","Thueringen","weiblich","","","",""
"nicht erwerbstätig","1988","Schleswig-Holstein","maennlich","31","0.226147782667659","0.160918180442456","0.291377384892861"
"nicht erwerbstätig","1988","Schleswig-Holstein","weiblich","87","0.57071915905381","0.495422444641886","0.646015873465734"
"nicht erwerbstätig","1988","Hamburg","maennlich","28","","",""
"nicht erwerbstätig","1988","Hamburg","weiblich","52","0.559274478054909","0.463856980523062","0.654691975586757"
"nicht erwerbstätig","1988","Niedersachsen","maennlich","126","","",""
"nicht erwerbstätig","1988","Niedersachsen","weiblich","280","","",""
"nicht erwerbstätig","1988","Bremen","maennlich","15","","",""
"nicht erwerbstätig","1988","Bremen","weiblich","36","0.715256794309784","0.597058350548965","0.833455238070602"
"nicht erwerbstätig","1988","Nordrhein-Westfalen","maennlich","325","0.282730689281216","0.258681973270259","0.306779405292173"
"nicht erwerbstätig","1988","Nordrhein-Westfalen","weiblich","724","0.569122845753275","0.542658162987251","0.595587528519298"
"nicht erwerbstätig","1988","Hessen","maennlich","100","","",""
"nicht erwerbstätig","1988","Hessen","weiblich","249","","",""
"nicht erwerbstätig","1988","Rheinland-Pfalz,Saarland","maennlich","86","0.304154289665158","0.256565537540009","0.351743041790307"
"nicht erwerbstätig","1988","Rheinland-Pfalz,Saarland","weiblich","216","","",""
"nicht erwerbstätig","1988","Baden-Wuerttemberg","maennlich","175","","",""
"nicht erwerbstätig","1988","Baden-Wuerttemberg","weiblich","412","0.484179464116057","0.452112358217186","0.516246570014928"
"nicht erwerbstätig","1988","Bayern","maennlich","157","","",""
"nicht erwerbstätig","1988","Bayern","weiblich","342","0.461638621392634","0.428163950985324","0.495113291799944"
"nicht erwerbstätig","1988","Saarland","maennlich","","","",""
"nicht erwerbstätig","1988","Saarland","weiblich","","","",""
"nicht erwerbstätig","1988","Berlin","maennlich","34","0.221129860090805","0.158187057243607","0.284072662938003"
"nicht erwerbstätig","1988","Berlin","weiblich","70","0.49449679404252","0.418440047411903","0.570553540673138"
"nicht erwerbstätig","1988","Brandenburg","maennlich","","","",""
"nicht erwerbstätig","1988","Brandenburg","weiblich","","","",""
"nicht erwerbstätig","1988","Mecklenburg-Vorpommern","maennlich","","","",""
"nicht erwerbstätig","1988","Mecklenburg-Vorpommern","weiblich","","","",""
"nicht erwerbstätig","1988","Sachsen","maennlich","","","",""
"nicht erwerbstätig","1988","Sachsen","weiblich","","","",""
"nicht erwerbstätig","1988","Sachsen-Anhalt","maennlich","","","",""
"nicht erwerbstätig","1988","Sachsen-Anhalt","weiblich","","","",""
"nicht erwerbstätig","1988","Thueringen","maennlich","","","",""
"nicht erwerbstätig","1988","Thueringen","weiblich","","","",""
"erwerbstätig","1988","Schleswig-Holstein","maennlich","127","","",""
"erwerbstätig","1988","Schleswig-Holstein","weiblich","79","0.42928084094619","0.353984126534266","0.504577555358114"
"erwerbstätig","1988","Hamburg","maennlich","70","0.701500913156997","0.610902482070532","0.792099344243462"
"erwerbstätig","1988","Hamburg","weiblich","52","0.44072552194509","0.345308024413243","0.536143019476938"
"erwerbstätig","1988","Niedersachsen","maennlich","387","0.713702795971205","0.67458659570996","0.752818996232449"
"erwerbstätig","1988","Niedersachsen","weiblich","255","","",""
"erwerbstätig","1988","Bremen","maennlich","29","","",""
"erwerbstätig","1988","Bremen","weiblich","20","","",""
"erwerbstätig","1988","Nordrhein-Westfalen","maennlich","1022","","",""
"erwerbstätig","1988","Nordrhein-Westfalen","weiblich","621","0.430877154246726","0.404412471480702","0.457341837012749"
"erwerbstätig","1988","Hessen","maennlich","397","0.712993606368575","0.673223339963088","0.752763872774063"
"erwerbstätig","1988","Hessen","weiblich","256","","",""
"erwerbstätig","1988","Rheinland-Pfalz,Saarland","maennlich","273","","",""
"erwerbstätig","1988","Rheinland-Pfalz,Saarland","weiblich","162","","",""
"erwerbstätig","1988","Baden-Wuerttemberg","maennlich","777","0.766216789810254","0.739331661847625","0.793101917772884"
"erwerbstätig","1988","Baden-Wuerttemberg","weiblich","521","0.515820535883943","0.483753429985072","0.547887641782814"
"erwerbstätig","1988","Bayern","maennlich","638","0.750735762989353","0.720665441891149","0.780806084087558"
"erwerbstätig","1988","Bayern","weiblich","510","0.538361378607366","0.504886708200056","0.571836049014676"
"erwerbstätig","1988","Saarland","maennlich","","","",""
"erwerbstätig","1988","Saarland","weiblich","","","",""
"erwerbstätig","1988","Berlin","maennlich","133","","",""
"erwerbstätig","1988","Berlin","weiblich","96","0.50550320595748","0.429446459326862","0.581559952588097"
"erwerbstätig","1988","Brandenburg","maennlich","","","",""
"erwerbstätig","1988","Brandenburg","weiblich","","","",""
"erwerbstätig","1988","Mecklenburg-Vorpommern","maennlich","","","",""
"erwerbstätig","1988","Mecklenburg-Vorpommern","weiblich","","","",""
"erwerbstätig","1988","Sachsen","maennlich","","","",""
"erwerbstätig","1988","Sachsen","weiblich","","","",""
"erwerbstätig","1988","Sachsen-Anhalt","maennlich","","","",""
"erwerbstätig","1988","Sachsen-Anhalt","weiblich","","","",""
"erwerbstätig","1988","Thueringen","maennlich","","","",""
"erwerbstätig","1988","Thueringen","weiblich","","","",""
"nicht erwerbstätig","1989","Schleswig-Holstein","maennlich","32","0.251114602359641","0.181249403679395","0.320979801039887"
"nicht erwerbstätig","1989","Schleswig-Holstein","weiblich","77","0.538899120277111","0.46042364499621","0.617374595558012"
"nicht erwerbstätig","1989","Hamburg","maennlich","26","","",""
"nicht erwerbstätig","1989","Hamburg","weiblich","45","0.527121545871965","0.428774653554855","0.625468438189075"
"nicht erwerbstätig","1989","Niedersachsen","maennlich","117","","",""
"nicht erwerbstätig","1989","Niedersachsen","weiblich","265","","",""
"nicht erwerbstätig","1989","Bremen","maennlich","14","","",""
"nicht erwerbstätig","1989","Bremen","weiblich","36","0.690899250739508","0.570930523077268","0.810867978401748"
"nicht erwerbstätig","1989","Nordrhein-Westfalen","maennlich","319","0.280657059047446","0.256194517947593","0.305119600147299"
"nicht erwerbstätig","1989","Nordrhein-Westfalen","weiblich","699","0.564317982292498","0.537548674065219","0.591087290519777"
"nicht erwerbstätig","1989","Hessen","maennlich","102","","",""
"nicht erwerbstätig","1989","Hessen","weiblich","251","","",""
"nicht erwerbstätig","1989","Rheinland-Pfalz,Saarland","maennlich","84","0.300467829192023","0.251592175767354","0.349343482616691"
"nicht erwerbstätig","1989","Rheinland-Pfalz,Saarland","weiblich","189","","",""
"nicht erwerbstätig","1989","Baden-Wuerttemberg","maennlich","161","","",""
"nicht erwerbstätig","1989","Baden-Wuerttemberg","weiblich","379","0.479272749804671","0.446725048442954","0.511820451166389"
"nicht erwerbstätig","1989","Bayern","maennlich","170","","",""
"nicht erwerbstätig","1989","Bayern","weiblich","344","0.476152768701608","0.442175807969969","0.510129729433247"
"nicht erwerbstätig","1989","Saarland","maennlich","","","",""
"nicht erwerbstätig","1989","Saarland","weiblich","","","",""
"nicht erwerbstätig","1989","Berlin","maennlich","33","0.250820940619441","0.183652879722452","0.31798900151643"
"nicht erwerbstätig","1989","Berlin","weiblich","72","0.494497815226473","0.419119149499485","0.56987648095346"
"nicht erwerbstätig","1989","Brandenburg","maennlich","","","",""
