year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No answer / don't know,,,,,,,,,,,,
1985,Urban regions,,,,,,,,,,,,
1985,Rural regions,,,,,,,,,,,,
1986,Urban regions,,,,,,,,,,,,
1986,Rural regions,,,,,,,,,,,,
1987,Urban regions,,,,,,,,,,,,
1987,Rural regions,,,,,,,,,,,,
1988,Urban regions,,,,,,,,,,,,
1988,Rural regions,,,,,,,,,,,,
1989,Urban regions,,,,,,,,,,,,
1989,Rural regions,,,,,,,,,,,,
1990,No answer / don't know,,,,,,,,,,,,
1990,Urban regions,,,,,,,,,,,,
1990,Rural regions,,,,,,,,,,,,
1991,No answer / don't know,,,,,,,,,,,,
1991,Urban regions,,,,,,,,,,,,
1991,Rural regions,,,,,,,,,,,,
1992,No answer / don't know,119,2.07612,1.76929,2.38296,1.00000,2.00000,3.00000,0.0,6.00000,,,
1992,Urban regions,8657,1.55233,1.51793,1.58673,0.00000,1.00000,2.00000,0.0,5.00000,,,
1992,Rural regions,4520,1.64606,1.59343,1.69868,0.00000,1.00000,3.00000,0.0,7.50000,,,
1993,Urban regions,8592,1.31026,1.27773,1.34280,0.00000,1.00000,2.00000,0.0,5.00000,,,
1993,Rural regions,4490,1.43124,1.38352,1.47897,0.00000,1.00000,2.00000,0.0,5.00000,,,
1994,Urban regions,,,,,,,,,,,,
1994,Rural regions,,,,,,,,,,,,
1995,Urban regions,8730,1.28481,1.25361,1.31601,0.00000,1.00000,2.00000,0.0,5.00000,,,
1995,Rural regions,4548,1.42846,1.38164,1.47528,0.00000,1.00000,2.00000,0.0,5.00000,,,
1996,Urban regions,,,,,,,,,,,,
1996,Rural regions,,,,,,,,,,,,
1997,No answer / don't know,,,,,,,,,,,,
1997,Urban regions,8383,1.26952,1.23800,1.30103,0.00000,1.00000,2.00000,0.0,5.00000,,,
1997,Rural regions,4436,1.45017,1.40286,1.49748,0.00000,1.00000,2.00000,0.0,5.00000,,,
1998,Urban regions,,,,,,,,,,,,
1998,Rural regions,,,,,,,,,,,,
1999,Urban regions,8890,1.21763,1.18880,1.24646,0.00000,1.00000,2.00000,0.0,5.00000,,,
1999,Rural regions,4776,1.37844,1.33446,1.42242,0.00000,1.00000,2.00000,0.0,5.00000,,,
2000,Urban regions,,,,,,,,,,,,
2000,Rural regions,,,,,,,,,,,,
2001,Urban regions,14335,1.23985,1.21707,1.26263,0.00000,1.00000,2.00000,0.0,5.00000,,,
2001,Rural regions,7585,1.31929,1.28632,1.35225,0.00000,1.00000,2.00000,0.0,5.00000,,,
2002,Urban regions,,,,,,,,,,,,
2002,Rural regions,,,,,,,,,,,,
2003,Urban regions,14763,1.16836,1.14772,1.18900,0.00000,1.00000,2.00000,0.0,5.00000,,,
2003,Rural regions,7401,1.24793,1.21636,1.27949,0.00000,1.00000,2.00000,0.0,5.00000,,,
2004,Urban regions,,,,,,,,,,,,
2004,Rural regions,,,,,,,,,,,,
2005,Urban regions,13783,1.16761,1.14657,1.18865,0.00000,1.00000,2.00000,0.0,5.00000,,,
2005,Rural regions,6913,1.24015,1.20742,1.27287,0.00000,1.00000,2.00000,0.0,5.00000,,,
2006,Urban regions,,,,,,,,,,,,
2006,Rural regions,,,,,,,,,,,,
