year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2007,Urban regions,13484,1.15947,1.13853,1.18041,0.00000,1.00000,2.00000,0.0,5.00000,,,
2007,Rural regions,7020,1.23449,1.20257,1.26641,0.00000,1.00000,2.00000,0.0,5.00000,,,
2008,Urban regions,,,,,,,,,,,,
2008,Rural regions,,,,,,,,,,,,
2009,Urban regions,11716,1.13058,1.10840,1.15275,0.00000,1.00000,2.00000,0.0,5.00000,,,
2009,Rural regions,6296,1.20997,1.17496,1.24498,0.00000,1.00000,2.00000,0.0,5.00000,,,
2010,Urban regions,,,,,,,,,,,,
2010,Rural regions,,,,,,,,,,,,
2011,Urban regions,18213,1.05889,1.04106,1.07673,0.00000,1.00000,2.00000,0.0,5.00000,,,
2011,Rural regions,10155,1.11044,1.08552,1.13535,0.00000,1.00000,2.00000,0.0,5.00000,,,
2012,Urban regions,,,,,,,,,,,,
2012,Rural regions,,,,,,,,,,,,
2013,Urban regions,16332,1.05263,1.03496,1.07029,0.00000,1.00000,2.00000,0.0,5.00000,,,
2013,Rural regions,9346,1.12909,1.10384,1.15435,0.00000,1.00000,2.00000,0.0,5.00000,,,
2014,Urban regions,,,,,,,,,,,,
2014,Rural regions,,,,,,,,,,,,
2015,Urban regions,16197,1.06629,1.04862,1.08396,0.00000,1.00000,2.00000,0.0,5.00000,,,
2015,Rural regions,8839,1.10272,1.07713,1.12831,0.00000,1.00000,2.00000,0.0,5.00000,,,
2016,Urban regions,,,,,,,,,,,,
2016,Rural regions,,,,,,,,,,,,
2017,Urban regions,17084,1.10011,1.08293,1.11729,0.00000,1.00000,2.00000,0.0,5.00000,,,
2017,Rural regions,9335,1.19658,1.17061,1.22256,0.00000,1.00000,2.00000,0.0,5.00000,,,
2018,Urban regions,,,,,,,,,,,,
2018,Rural regions,,,,,,,,,,,,
2019,No answer / don't know,554,0.90877,0.82914,0.98839,0.00000,1.00000,1.00000,0.0,2.50000,,,
2019,Urban regions,16388,1.07110,1.05401,1.08819,0.00000,1.00000,2.00000,0.0,5.00000,,,
2019,Rural regions,8780,1.14234,1.11772,1.16696,0.00000,1.00000,2.00000,0.0,5.00000,,,
2020,Urban regions,,,,,,,,,,,,
2020,Rural regions,,,,,,,,,,,,
2021,No answer / don't know,,,,,,,,,,,,
2021,Urban regions,12884,1.05747,1.03828,1.07666,0.00000,1.00000,2.00000,0.0,5.00000,,,
2021,Rural regions,6065,1.10556,1.07717,1.13395,0.00000,1.00000,2.00000,0.0,5.00000,,,
2022,Urban regions,,,,,,,,,,,,
2022,Rural regions,,,,,,,,,,,,
