year,age_gr,bula_h,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,66 and older,Bavaria,"No, definitely not",0.87422,685,685,0.84937,0.89907
2014,66 and older,Berlin,"No, definitely not",0.90320,184,184,0.86035,0.94604
2014,66 and older,Brandenburg,"No, definitely not",0.95789,227,227,0.93170,0.98407
2014,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.95866,113,113,0.92180,0.99553
2014,66 and older,Saxony,"No, definitely not",0.93907,327,327,0.91310,0.96503
2014,66 and older,Saxony-Anhalt,"No, definitely not",0.98299,202,202,0.96511,1.00087
2014,66 and older,Thuringa,"No, definitely not",0.96969,201,201,0.94593,0.99345
2015,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.24719,51,51,0.12762,0.36677
2015,17-29 y.,Lower Saxony,"Yes, definitely",0.29612,170,170,0.22729,0.36496
2015,17-29 y.,North Rhine-Westphalia,Probably,0.02160,50,416,0.00761,0.03559
2015,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.30332,366,416,0.25909,0.34755
2015,17-29 y.,Hesse,"Yes, definitely",0.29149,109,109,0.20578,0.37720
2015,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.21209,89,89,0.12668,0.29750
2015,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.25608,172,172,0.19066,0.32151
2015,17-29 y.,Bavaria,"Yes, definitely",0.15307,176,176,0.09973,0.20642
2015,17-29 y.,Berlin,"Yes, definitely",0.28813,57,57,0.16951,0.40675
2015,17-29 y.,Brandenburg,"Yes, definitely",0.19752,32,32,0.05737,0.33768
2015,17-29 y.,Saxony,"Yes, definitely",0.16217,52,52,0.06100,0.26333
2015,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.20554,32,32,0.06329,0.34779
2015,17-29 y.,Thuringa,"Yes, definitely",0.28400,37,37,0.13669,0.43131
2015,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.08037,32,32,-0.01533,0.17608
2015,30-45 y.,Lower Saxony,Probably,0.02464,39,148,-0.00042,0.04971
2015,30-45 y.,Lower Saxony,"Yes, definitely",0.12598,109,148,0.07234,0.17962
2015,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.02255,52,442,0.00869,0.03640
2015,30-45 y.,North Rhine-Westphalia,Probably not,0.01295,44,442,0.00240,0.02350
2015,30-45 y.,North Rhine-Westphalia,Probably,0.03967,106,442,0.02145,0.05789
2015,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.10434,240,442,0.07581,0.13287
2015,30-45 y.,Hesse,"Yes, definitely",0.09641,77,77,0.03005,0.16277
2015,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.10226,50,50,0.01742,0.18709
2015,30-45 y.,Baden-Wuerttemberg,Probably,0.03727,34,161,0.00792,0.06662
2015,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.08797,127,161,0.04408,0.13186
2015,30-45 y.,Bavaria,Probably,0.03359,53,202,0.00868,0.05850
2015,30-45 y.,Bavaria,"Yes, definitely",0.09078,149,202,0.05106,0.13049
2015,30-45 y.,Berlin,"Yes, definitely",0.14304,44,44,0.03839,0.24769
2015,30-45 y.,Brandenburg,"Yes, definitely",0.13079,31,31,0.01014,0.25145
2015,30-45 y.,Saxony,"Yes, definitely",0.09125,60,60,0.01777,0.16473
2015,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.16539,39,39,0.04726,0.28352
2015,30-45 y.,Thuringa,"Yes, definitely",0.10039,36,36,0.00083,0.19995
2015,46-65 y.,Schleswig-Holstein,"No, definitely not",0.10534,32,32,-0.00273,0.21341
2015,46-65 y.,Lower Saxony,"No, definitely not",0.13402,101,101,0.06724,0.20079
2015,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.16372,273,438,0.12902,0.19841
2015,46-65 y.,North Rhine-Westphalia,Probably not,0.02117,43,438,0.00767,0.03467
2015,46-65 y.,North Rhine-Westphalia,Probably,0.01701,50,438,0.00489,0.02914
2015,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.03887,72,438,0.02075,0.05699
2015,46-65 y.,Hesse,"No, definitely not",0.14872,87,87,0.07352,0.22392
2015,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.21571,102,102,0.13550,0.29593
2015,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.13226,121,121,0.07164,0.19287
2015,46-65 y.,Bavaria,"No, definitely not",0.14799,177,253,0.10415,0.19184
2015,46-65 y.,Bavaria,Probably not,0.01976,33,253,0.00258,0.03694
2015,46-65 y.,Bavaria,"Yes, definitely",0.02293,43,253,0.00445,0.04141
2015,46-65 y.,Berlin,"No, definitely not",0.18404,43,43,0.06684,0.30124
2015,46-65 y.,Brandenburg,"No, definitely not",0.17044,76,76,0.08534,0.25554
2015,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.17357,40,40,0.05470,0.29244
2015,46-65 y.,Saxony,"No, definitely not",0.12139,74,74,0.04647,0.19631
2015,46-65 y.,Saxony-Anhalt,"No, definitely not",0.18456,46,46,0.07122,0.29791
2015,46-65 y.,Thuringa,"No, definitely not",0.19179,69,69,0.09821,0.28537
2015,66 and older,Schleswig-Holstein,"No, definitely not",0.88004,157,157,0.82905,0.93102
2015,66 and older,Hamburg,"No, definitely not",0.92115,91,91,0.86546,0.97683
2015,66 and older,Lower Saxony,"No, definitely not",0.90821,447,447,0.88141,0.93501
2015,66 and older,North Rhine-Westphalia,"No, definitely not",0.91093,828,828,0.89152,0.93034
2015,66 and older,Hesse,"No, definitely not",0.91549,249,249,0.88088,0.95011
2015,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.92992,273,273,0.89959,0.96026
2015,66 and older,Baden-Wuerttemberg,"No, definitely not",0.91939,485,485,0.89513,0.94364
2015,66 and older,Bavaria,"No, definitely not",0.88806,678,678,0.86431,0.91181
2015,66 and older,Berlin,"No, definitely not",0.87575,172,172,0.82630,0.92519
2015,66 and older,Brandenburg,"No, definitely not",0.96093,230,230,0.93583,0.98602
2015,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.98262,125,125,0.95962,1.00562
2015,66 and older,Saxony,"No, definitely not",0.92092,325,325,0.89153,0.95030
2015,66 and older,Saxony-Anhalt,"No, definitely not",0.97523,197,197,0.95348,0.99699
2015,66 and older,Thuringa,"No, definitely not",0.95392,197,197,0.92457,0.98327
2016,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.29380,89,89,0.19863,0.38897
2016,17-29 y.,Lower Saxony,Probably,0.02620,36,251,0.00640,0.04600
2016,17-29 y.,Lower Saxony,"Yes, definitely",0.25623,215,251,0.20211,0.31034
2016,17-29 y.,Bremen,"Yes, definitely",0.46446,34,34,0.29430,0.63463
2016,17-29 y.,North Rhine-Westphalia,Probably,0.03598,77,502,0.01967,0.05229
2016,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.27332,425,502,0.23430,0.31235
2016,17-29 y.,Hesse,"Yes, definitely",0.31011,134,134,0.23150,0.38872
2016,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.26917,148,148,0.19747,0.34087
2016,17-29 y.,Baden-Wuerttemberg,Probably,0.03228,35,232,0.00948,0.05507
2016,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.24381,197,232,0.18844,0.29919
2016,17-29 y.,Bavaria,Probably,0.02708,48,262,0.00739,0.04677
2016,17-29 y.,Bavaria,"Yes, definitely",0.21322,214,262,0.16353,0.26291
2016,17-29 y.,Berlin,"Yes, definitely",0.28916,63,63,0.17631,0.40201
2016,17-29 y.,Brandenburg,"Yes, definitely",0.22776,53,53,0.11377,0.34175
2016,17-29 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.14807,40,40,0.03660,0.25954
2016,17-29 y.,Saxony,"Yes, definitely",0.23532,75,75,0.13867,0.33197
2016,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.27270,54,54,0.15280,0.39260
2016,17-29 y.,Thuringa,"Yes, definitely",0.24948,52,52,0.13072,0.36823
2016,30-45 y.,Schleswig-Holstein,Probably,0.02285,32,108,-0.00546,0.05117
2016,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.09562,76,108,0.03990,0.15134
2016,30-45 y.,Lower Saxony,Probably,0.04014,57,216,0.01390,0.06638
2016,30-45 y.,Lower Saxony,"Yes, definitely",0.08459,159,216,0.04739,0.12178
2016,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.02491,47,657,0.01298,0.03683
2016,30-45 y.,North Rhine-Westphalia,Probably not,0.01690,61,657,0.00704,0.02677
2016,30-45 y.,North Rhine-Westphalia,Probably,0.03660,137,657,0.02223,0.05097
2016,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.09926,412,657,0.07637,0.12214
2016,30-45 y.,Hesse,"Yes, definitely",0.07360,132,132,0.02888,0.11831
2016,30-45 y.,"Rhineland-Palatinate, Saarland",Probably,0.03660,45,153,0.00675,0.06645
2016,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.10854,108,153,0.05909,0.15799
2016,30-45 y.,Baden-Wuerttemberg,Probably,0.04089,79,291,0.01810,0.06368
2016,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.07473,212,291,0.04446,0.10499
2016,30-45 y.,Bavaria,Probably,0.01983,60,298,0.00398,0.03569
2016,30-45 y.,Bavaria,"Yes, definitely",0.11570,238,298,0.07932,0.15207
2016,30-45 y.,Berlin,"Yes, definitely",0.18910,77,77,0.10106,0.27714
2016,30-45 y.,Brandenburg,"Yes, definitely",0.04358,53,53,-0.01191,0.09906
2016,30-45 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.12452,35,35,0.01354,0.23551
2016,30-45 y.,Saxony,"Yes, definitely",0.11670,95,95,0.05179,0.18160
2016,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.13939,65,65,0.05453,0.22425
2016,30-45 y.,Thuringa,"Yes, definitely",0.14188,49,49,0.04317,0.24059
2016,46-65 y.,Schleswig-Holstein,"No, definitely not",0.16683,41,41,0.05129,0.28237
2016,46-65 y.,Lower Saxony,"No, definitely not",0.13186,117,186,0.08311,0.18062
2016,46-65 y.,Lower Saxony,Probably,0.02447,32,186,0.00221,0.04673
2016,46-65 y.,Lower Saxony,"Yes, definitely",0.01315,37,186,-0.00327,0.02957
2016,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.16101,257,472,0.12782,0.19421
2016,46-65 y.,North Rhine-Westphalia,Probably not,0.01754,51,472,0.00568,0.02939
2016,46-65 y.,North Rhine-Westphalia,Probably,0.01848,57,472,0.00632,0.03064
2016,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.01981,107,472,0.00723,0.03240
2016,46-65 y.,Hesse,"No, definitely not",0.16786,93,135,0.10458,0.23114
2016,46-65 y.,Hesse,"Yes, definitely",0.03172,42,135,0.00205,0.06139
2016,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.14734,78,117,0.08284,0.21185
2016,46-65 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.03279,39,117,0.00038,0.06520
2016,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.13102,101,148,0.07647,0.18556
2016,46-65 y.,Baden-Wuerttemberg,"Yes, definitely",0.02844,47,148,0.00157,0.05532
2016,46-65 y.,Bavaria,"No, definitely not",0.11064,174,255,0.07206,0.14921
2016,46-65 y.,Bavaria,Probably,0.00771,33,255,-0.00305,0.01846
2016,46-65 y.,Bavaria,"Yes, definitely",0.02526,48,255,0.00596,0.04456
2016,46-65 y.,Berlin,"No, definitely not",0.16771,39,39,0.04892,0.28650
2016,46-65 y.,Brandenburg,"No, definitely not",0.21568,75,75,0.12197,0.30939
2016,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.15677,37,37,0.03800,0.27554
2016,46-65 y.,Saxony,"No, definitely not",0.12596,69,106,0.06250,0.18943
2016,46-65 y.,Saxony,"Yes, definitely",0.03478,37,106,-0.00027,0.06983
2016,46-65 y.,Saxony-Anhalt,"No, definitely not",0.17990,43,43,0.06373,0.29606
2016,46-65 y.,Thuringa,"No, definitely not",0.16822,64,64,0.07585,0.26058
2016,66 and older,Schleswig-Holstein,"No, definitely not",0.90550,145,145,0.85772,0.95328
2016,66 and older,Hamburg,"No, definitely not",0.94563,89,89,0.89826,0.99301
2016,66 and older,Lower Saxony,"No, definitely not",0.89805,436,436,0.86962,0.92649
2016,66 and older,North Rhine-Westphalia,"No, definitely not",0.90457,796,796,0.88414,0.92499
2016,66 and older,Hesse,"No, definitely not",0.90215,239,239,0.86441,0.93990
2016,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.93510,269,269,0.90561,0.96460
2016,66 and older,Baden-Wuerttemberg,"No, definitely not",0.91959,452,452,0.89450,0.94469
2016,66 and older,Bavaria,"No, definitely not",0.89988,663,663,0.87702,0.92275
2016,66 and older,Berlin,"No, definitely not",0.88340,174,174,0.83557,0.93122
2016,66 and older,Brandenburg,"No, definitely not",0.97214,219,219,0.95029,0.99398
2016,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.93654,118,118,0.89237,0.98072
2016,66 and older,Saxony,"No, definitely not",0.92874,316,316,0.90033,0.95715
2016,66 and older,Saxony-Anhalt,"No, definitely not",0.94448,175,175,0.91045,0.97850
2016,66 and older,Thuringa,"No, definitely not",0.94538,193,193,0.91324,0.97752
2017,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.24275,116,116,0.16439,0.32111
2017,17-29 y.,Hamburg,"Yes, definitely",0.28046,42,42,0.14296,0.41797
2017,17-29 y.,Lower Saxony,Probably,0.03297,52,343,0.01405,0.05190
2017,17-29 y.,Lower Saxony,"Yes, definitely",0.24906,291,343,0.20323,0.29490
2017,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.02100,34,685,0.01026,0.03175
2017,17-29 y.,North Rhine-Westphalia,Probably,0.02538,78,685,0.01359,0.03716
2017,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.26478,573,685,0.23171,0.29784
2017,17-29 y.,Hesse,Probably,0.05592,33,201,0.02408,0.08777
2017,17-29 y.,Hesse,"Yes, definitely",0.25059,168,201,0.19053,0.31065
2017,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.22518,130,130,0.15310,0.29727
2017,17-29 y.,Baden-Wuerttemberg,Probably,0.03111,40,261,0.01001,0.05222
2017,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.24066,221,261,0.18870,0.29262
2017,17-29 y.,Bavaria,Probably,0.02609,39,281,0.00742,0.04476
2017,17-29 y.,Bavaria,"Yes, definitely",0.20263,242,281,0.15554,0.24971
2017,17-29 y.,Berlin,"Yes, definitely",0.24908,68,68,0.14553,0.35264
2017,17-29 y.,Brandenburg,"Yes, definitely",0.35357,69,69,0.23994,0.46720
2017,17-29 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.26375,31,31,0.10606,0.42144
2017,17-29 y.,Saxony,"Yes, definitely",0.23624,108,108,0.15575,0.31673
2017,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.28233,59,59,0.16648,0.39818
2017,17-29 y.,Thuringa,"Yes, definitely",0.25082,64,64,0.14377,0.35786
2017,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.10979,89,89,0.04447,0.17511
2017,30-45 y.,Hamburg,"Yes, definitely",0.09364,40,40,0.00221,0.18508
2017,30-45 y.,Lower Saxony,Probably,0.02563,73,262,0.00646,0.04480
2017,30-45 y.,Lower Saxony,"Yes, definitely",0.11308,189,262,0.07466,0.15151
2017,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.01911,53,729,0.00917,0.02906
2017,30-45 y.,North Rhine-Westphalia,Probably not,0.02027,42,729,0.01003,0.03051
2017,30-45 y.,North Rhine-Westphalia,Probably,0.03069,146,729,0.01816,0.04322
2017,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.12392,488,729,0.09999,0.14786
2017,30-45 y.,Hesse,Probably,0.01027,53,219,-0.00311,0.02366
2017,30-45 y.,Hesse,"Yes, definitely",0.10101,166,219,0.06101,0.14102
2017,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.10300,103,103,0.04401,0.16198
2017,30-45 y.,Baden-Wuerttemberg,Probably,0.02095,59,284,0.00427,0.03764
2017,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.08721,225,284,0.05434,0.12008
2017,30-45 y.,Bavaria,Probably,0.01848,63,283,0.00276,0.03420
2017,30-45 y.,Bavaria,"Yes, definitely",0.09375,220,283,0.05973,0.12777
2017,30-45 y.,Berlin,"Yes, definitely",0.16742,69,69,0.07868,0.25616
2017,30-45 y.,Brandenburg,"Yes, definitely",0.05284,71,71,0.00043,0.10525
2017,30-45 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.11346,32,32,0.00181,0.22510
2017,30-45 y.,Saxony,"Yes, definitely",0.11198,105,105,0.05138,0.17259
2017,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.11226,78,78,0.04175,0.18277
2017,30-45 y.,Thuringa,"Yes, definitely",0.14819,51,51,0.04971,0.24667
2017,46-65 y.,Schleswig-Holstein,"No, definitely not",0.15572,45,78,0.07473,0.23671
2017,46-65 y.,Schleswig-Holstein,"Yes, definitely",0.03761,33,78,-0.00488,0.08011
2017,46-65 y.,Lower Saxony,"No, definitely not",0.11970,127,204,0.07505,0.16436
2017,46-65 y.,Lower Saxony,"Yes, definitely",0.03006,77,204,0.00657,0.05355
2017,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.15741,299,583,0.12782,0.18700
2017,46-65 y.,North Rhine-Westphalia,Probably not,0.02863,63,583,0.01508,0.04218
2017,46-65 y.,North Rhine-Westphalia,Probably,0.01911,67,583,0.00799,0.03023
2017,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.02284,154,583,0.01070,0.03498
2017,46-65 y.,Hesse,"No, definitely not",0.15137,95,154,0.09458,0.20817
2017,46-65 y.,Hesse,"Yes, definitely",0.04487,59,154,0.01207,0.07768
2017,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.15317,84,127,0.09029,0.21606
2017,46-65 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.03268,43,127,0.00164,0.06373
2017,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.09877,106,163,0.05283,0.14472
2017,46-65 y.,Baden-Wuerttemberg,"Yes, definitely",0.01944,57,163,-0.00182,0.04071
2017,46-65 y.,Bavaria,"No, definitely not",0.10942,167,304,0.07427,0.14457
2017,46-65 y.,Bavaria,Probably not,0.02359,38,304,0.00650,0.04068
2017,46-65 y.,Bavaria,Probably,0.00927,35,304,-0.00152,0.02005
2017,46-65 y.,Bavaria,"Yes, definitely",0.01718,64,304,0.00255,0.03181
2017,46-65 y.,Berlin,"No, definitely not",0.14633,43,43,0.03944,0.25323
2017,46-65 y.,Brandenburg,"No, definitely not",0.20504,95,95,0.12343,0.28666
2017,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.17403,44,44,0.06071,0.28735
2017,46-65 y.,Saxony,"No, definitely not",0.12182,79,115,0.06178,0.18186
2017,46-65 y.,Saxony,"Yes, definitely",0.03690,36,115,0.00229,0.07151
2017,46-65 y.,Saxony-Anhalt,"No, definitely not",0.19152,57,57,0.08846,0.29458
2017,46-65 y.,Thuringa,"No, definitely not",0.15218,62,62,0.06204,0.24232
2017,66 and older,Schleswig-Holstein,"No, definitely not",0.92519,161,161,0.88442,0.96595
2017,66 and older,Hamburg,"No, definitely not",0.92223,85,85,0.86496,0.97950
2017,66 and older,Lower Saxony,"No, definitely not",0.88195,449,449,0.85207,0.91183
2017,66 and older,North Rhine-Westphalia,"No, definitely not",0.89013,814,814,0.86863,0.91163
2017,66 and older,Hesse,"No, definitely not",0.90485,249,249,0.86833,0.94137
2017,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.88675,274,274,0.84916,0.92435
2017,66 and older,Baden-Wuerttemberg,"No, definitely not",0.90022,475,475,0.87324,0.92721
2017,66 and older,Bavaria,"No, definitely not",0.85838,688,688,0.83231,0.88445
2017,66 and older,Berlin,"No, definitely not",0.86958,182,182,0.82052,0.91864
2017,66 and older,Brandenburg,"No, definitely not",0.96736,228,228,0.94425,0.99048
2017,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.94640,126,126,0.90692,0.98589
2017,66 and older,Saxony,"No, definitely not",0.90681,329,329,0.87535,0.93827
2017,66 and older,Saxony-Anhalt,"No, definitely not",0.96958,184,184,0.94470,0.99447
2017,66 and older,Thuringa,"No, definitely not",0.91737,191,191,0.87822,0.95652
2018,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.19156,63,63,0.09360,0.28952
2018,17-29 y.,Hamburg,"Yes, definitely",0.29091,39,39,0.14650,0.43531
2018,17-29 y.,Lower Saxony,Probably,0.01896,36,268,0.00260,0.03532
2018,17-29 y.,Lower Saxony,"Yes, definitely",0.22707,232,268,0.17681,0.27732
2018,17-29 y.,North Rhine-Westphalia,Probably,0.02335,72,587,0.01113,0.03558
2018,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.27911,515,587,0.24279,0.31542
2018,17-29 y.,Hesse,"Yes, definitely",0.27498,164,164,0.20643,0.34352
2018,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.21594,106,106,0.13724,0.29465
2018,17-29 y.,Baden-Wuerttemberg,Probably,0.04244,38,217,0.01555,0.06932
2018,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.23073,179,217,0.17455,0.28692
2018,17-29 y.,Bavaria,Probably,0.02276,33,257,0.00449,0.04103
2018,17-29 y.,Bavaria,"Yes, definitely",0.22214,224,257,0.17121,0.27306
2018,17-29 y.,Berlin,"Yes, definitely",0.22219,60,60,0.11611,0.32827
2018,17-29 y.,Brandenburg,"Yes, definitely",0.28992,57,57,0.17108,0.40876
2018,17-29 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.33254,33,33,0.16930,0.49577
2018,17-29 y.,Saxony,"Yes, definitely",0.15019,78,78,0.07039,0.22999
2018,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.24207,47,47,0.11828,0.36585
2018,17-29 y.,Thuringa,"Yes, definitely",0.35021,59,59,0.22744,0.47298
2018,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.07456,58,58,0.00637,0.14276
2018,30-45 y.,Lower Saxony,Probably,0.02883,48,239,0.00757,0.05008
2018,30-45 y.,Lower Saxony,"Yes, definitely",0.08832,191,239,0.05227,0.12437
2018,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.02549,46,615,0.01302,0.03796
2018,30-45 y.,North Rhine-Westphalia,Probably not,0.01210,32,615,0.00345,0.02075
2018,30-45 y.,North Rhine-Westphalia,Probably,0.02754,117,615,0.01460,0.04049
2018,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.10779,420,615,0.08326,0.13232
2018,30-45 y.,Hesse,Probably,0.03588,48,189,0.00929,0.06246
2018,30-45 y.,Hesse,"Yes, definitely",0.10286,141,189,0.05943,0.14628
2018,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.08808,82,82,0.02636,0.14981
2018,30-45 y.,Baden-Wuerttemberg,Probably,0.02227,54,226,0.00299,0.04155
2018,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.10694,172,226,0.06656,0.14733
2018,30-45 y.,Bavaria,Probably,0.01528,46,225,-0.00078,0.03135
2018,30-45 y.,Bavaria,"Yes, definitely",0.08299,179,225,0.04686,0.11912
2018,30-45 y.,Berlin,"Yes, definitely",0.15044,95,95,0.07817,0.22272
2018,30-45 y.,Brandenburg,"Yes, definitely",0.06943,56,56,0.00225,0.13660
2018,30-45 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.07589,32,32,-0.01734,0.16911
2018,30-45 y.,Saxony,"Yes, definitely",0.13207,96,96,0.06399,0.20016
2018,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.11784,62,62,0.03693,0.19875
2018,30-45 y.,Thuringa,"Yes, definitely",0.13071,50,50,0.03633,0.22510
2018,46-65 y.,Schleswig-Holstein,"No, definitely not",0.14650,41,41,0.03691,0.25608
2018,46-65 y.,Lower Saxony,"No, definitely not",0.12679,138,271,0.08710,0.16648
2018,46-65 y.,Lower Saxony,Probably,0.01525,37,271,0.00063,0.02987
2018,46-65 y.,Lower Saxony,"Yes, definitely",0.03064,96,271,0.01009,0.05120
2018,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.15924,306,551,0.12866,0.18982
2018,46-65 y.,North Rhine-Westphalia,Probably not,0.02467,55,551,0.01171,0.03764
2018,46-65 y.,North Rhine-Westphalia,Probably,0.01907,65,551,0.00764,0.03050
2018,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.02602,125,551,0.01272,0.03932
2018,46-65 y.,Hesse,"No, definitely not",0.13024,83,180,0.08093,0.17954
2018,46-65 y.,Hesse,Probably,0.03527,38,180,0.00824,0.06229
2018,46-65 y.,Hesse,"Yes, definitely",0.03169,59,180,0.00603,0.05735
2018,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.11545,74,110,0.05546,0.17545
2018,46-65 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.01320,36,110,-0.00823,0.03462
2018,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.10828,104,157,0.05952,0.15704
2018,46-65 y.,Baden-Wuerttemberg,"Yes, definitely",0.01287,53,157,-0.00482,0.03055
2018,46-65 y.,Bavaria,"No, definitely not",0.10941,158,266,0.07183,0.14699
2018,46-65 y.,Bavaria,Probably not,0.03187,45,266,0.01072,0.05301
2018,46-65 y.,Bavaria,"Yes, definitely",0.02253,63,266,0.00466,0.04040
2018,46-65 y.,Berlin,"No, definitely not",0.18931,46,46,0.07485,0.30377
2018,46-65 y.,Brandenburg,"No, definitely not",0.16776,82,82,0.08639,0.24913
2018,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.22473,46,46,0.10277,0.34669
2018,46-65 y.,Saxony,"No, definitely not",0.11687,74,74,0.04317,0.19057
2018,46-65 y.,Saxony-Anhalt,"No, definitely not",0.17884,52,88,0.09831,0.25937
2018,46-65 y.,Saxony-Anhalt,"Yes, definitely",0.05349,36,88,0.00621,0.10077
2018,46-65 y.,Thuringa,"No, definitely not",0.16312,67,67,0.07398,0.25226
2018,66 and older,Schleswig-Holstein,"No, definitely not",0.92296,162,162,0.88177,0.96415
2018,66 and older,Hamburg,"No, definitely not",0.90866,90,90,0.84881,0.96851
2018,66 and older,Lower Saxony,"No, definitely not",0.85416,414,414,0.82012,0.88820
2018,66 and older,Bremen,"No, definitely not",0.83258,37,37,0.71062,0.95454
2018,66 and older,North Rhine-Westphalia,"No, definitely not",0.89745,832,832,0.87683,0.91808
2018,66 and older,Hesse,"No, definitely not",0.89344,244,244,0.85465,0.93224
2018,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.90970,273,273,0.87564,0.94376
2018,66 and older,Baden-Wuerttemberg,"No, definitely not",0.88912,463,463,0.86049,0.91775
2018,66 and older,Bavaria,"No, definitely not",0.85585,706,706,0.82992,0.88178
2018,66 and older,Berlin,"No, definitely not",0.86589,176,176,0.81540,0.91638
2018,66 and older,Brandenburg,"No, definitely not",0.96850,233,233,0.94603,0.99098
2018,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.95993,144,144,0.92778,0.99207
2018,66 and older,Saxony,"No, definitely not",0.88799,341,341,0.85447,0.92152
2018,66 and older,Saxony-Anhalt,"No, definitely not",0.92667,178,178,0.88826,0.96507
2018,66 and older,Thuringa,"No, definitely not",0.90726,186,186,0.86546,0.94906
