year,bula_h,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No,0.84350,509,509,0.81190,0.87509
2009,Hamburg,No,0.91988,267,267,0.88725,0.95250
2009,Lower Saxony,No,0.84629,1628,1628,0.82877,0.86382
2009,Bremen,No,0.91931,120,120,0.87038,0.96825
2009,North Rhine-Westphalia,No,0.83527,3621,3621,0.82319,0.84736
2009,Hesse,No,0.81253,1212,1212,0.79055,0.83451
2009,"Rhineland-Palatinate, Saarland",No,0.82149,1021,1021,0.79799,0.84499
2009,Baden-Wuerttemberg,No,0.82317,2098,2098,0.80684,0.83950
2009,Bavaria,No,0.83738,2606,2606,0.82321,0.85155
2009,Berlin,No,0.86158,680,680,0.83561,0.88756
2009,Brandenburg,No,0.84667,786,786,0.82146,0.87188
2009,Mecklenburg-Western Pomerania,No,0.88348,469,469,0.85441,0.91255
2009,Saxony,No,0.86481,1367,1367,0.84668,0.88294
2009,Saxony-Anhalt,No,0.88057,767,767,0.85760,0.90353
2009,Thuringa,No,0.84752,819,819,0.82288,0.87216
2011,Schleswig-Holstein,No,0.75245,649,649,0.71921,0.78568
2011,Hamburg,No,0.80831,311,311,0.76449,0.85213
2011,Lower Saxony,No,0.75763,1904,1904,0.73837,0.77688
2011,Bremen,No,0.76084,125,125,0.68575,0.83592
2011,North Rhine-Westphalia,No,0.76268,4121,4121,0.74969,0.77567
2011,Hesse,No,0.72821,1404,1404,0.70493,0.75149
2011,"Rhineland-Palatinate, Saarland",No,0.75620,1204,1204,0.73194,0.78046
2011,Baden-Wuerttemberg,No,0.74492,2479,2479,0.72776,0.76209
2011,Bavaria,No,0.76631,3172,3172,0.75158,0.78104
2011,Berlin,No,0.79922,779,779,0.77107,0.82736
2011,Brandenburg,No,0.78758,878,878,0.76051,0.81465
2011,Mecklenburg-Western Pomerania,No,0.79726,514,514,0.76247,0.83205
2011,Saxony,No,0.78946,1399,1399,0.76809,0.81083
2011,Saxony-Anhalt,No,0.79987,865,865,0.77319,0.82655
2011,Thuringa,No,0.79742,883,883,0.77090,0.82395
2013,Schleswig-Holstein,No,0.71724,593,593,0.68096,0.75352
2013,Hamburg,No,0.72285,309,309,0.67286,0.77284
2013,Lower Saxony,No,0.71546,1771,1771,0.69444,0.73648
2013,Bremen,No,0.65033,118,118,0.56392,0.73674
2013,North Rhine-Westphalia,No,0.68912,3708,3708,0.67422,0.70402
2013,Hesse,No,0.68270,1286,1286,0.65725,0.70815
2013,"Rhineland-Palatinate, Saarland",No,0.70588,1092,1092,0.67884,0.73291
2013,Baden-Wuerttemberg,No,0.67362,2121,2121,0.65366,0.69358
2013,Bavaria,No,0.70064,2934,2934,0.68406,0.71721
2013,Berlin,No,0.71878,765,765,0.68690,0.75067
2013,Brandenburg,No,0.75465,779,779,0.72442,0.78489
