year,sampreg,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,West,Very seldom,0.02520,396,15440,0.02273,0.02767
2007,West,Seldom,0.08516,1403,15440,0.08076,0.08956
2007,West,Sometimes,0.29023,5305,15440,0.28307,0.29739
2007,West,Often,0.35097,7020,15440,0.34344,0.35850
2007,West,Very often,0.07070,1316,15440,0.06666,0.07475
2007,East,Very seldom,0.02611,123,5000,0.02169,0.03053
2007,East,Seldom,0.10446,509,5000,0.09598,0.11294
2007,East,Sometimes,0.31722,1775,5000,0.30432,0.33012
2007,East,Often,0.36669,2232,5000,0.35333,0.38005
2007,East,Very often,0.05885,361,5000,0.05232,0.06537
2008,West,Very seldom,0.02572,370,14481,0.02314,0.02829
2008,West,Seldom,0.08493,1292,14481,0.08039,0.08948
2008,West,Sometimes,0.29399,4982,14481,0.28657,0.30141
2008,West,Often,0.35548,6624,14481,0.34768,0.36327
2008,West,Very often,0.06645,1213,14481,0.06239,0.07050
2008,East,Very seldom,0.02774,115,4759,0.02307,0.03240
2008,East,Seldom,0.09469,463,4759,0.08637,0.10301
2008,East,Sometimes,0.31983,1704,4759,0.30658,0.33308
2008,East,Often,0.37743,2147,4759,0.36365,0.39120
2008,East,Very often,0.05423,330,4759,0.04780,0.06067
2009,West,Very seldom,0.02769,382,13403,0.02492,0.03047
2009,West,Seldom,0.09328,1365,13403,0.08836,0.09821
2009,West,Sometimes,0.29191,4587,13403,0.28421,0.29961
2009,West,Often,0.35482,6003,13403,0.34672,0.36292
2009,West,Very often,0.06285,1066,13403,0.05874,0.06696
2009,East,Very seldom,0.02682,112,4520,0.02211,0.03153
2009,East,Seldom,0.10082,447,4520,0.09204,0.10960
2009,East,Sometimes,0.30534,1646,4520,0.29191,0.31877
2009,East,Often,0.37274,2028,4520,0.35864,0.38684
2009,East,Very often,0.05578,287,4520,0.04909,0.06247
2010,West,Very seldom,0.02231,322,12475,0.01972,0.02490
2010,West,Seldom,0.07871,1152,12475,0.07399,0.08344
2010,West,Sometimes,0.27082,4283,12475,0.26302,0.27862
2010,West,Often,0.31856,5701,12475,0.31038,0.32674
2010,West,Very often,0.05993,1017,12475,0.05576,0.06409
2010,East,Very seldom,0.02021,95,4111,0.01590,0.02451
2010,East,Seldom,0.08580,364,4111,0.07724,0.09436
2010,East,Sometimes,0.29079,1440,4111,0.27690,0.30467
2010,East,Often,0.35309,1924,4111,0.33847,0.36770
2010,East,Very often,0.05155,288,4111,0.04479,0.05831
2011,West,Very seldom,0.02079,359,15749,0.01856,0.02302
2011,West,Seldom,0.07490,1414,15749,0.07079,0.07901
