year,age_gr,quintil_oecd,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,1st Quintile,Seldom,0.06836,51,831,0.05119,0.08553
2007,17-29 y.,1st Quintile,Sometimes,0.29710,252,831,0.26601,0.32819
2007,17-29 y.,1st Quintile,Often,0.39318,392,831,0.35995,0.42641
2007,17-29 y.,1st Quintile,Very often,0.14777,136,831,0.12363,0.17191
2007,17-29 y.,2nd Quintile,Seldom,0.05995,40,647,0.04165,0.07826
2007,17-29 y.,2nd Quintile,Sometimes,0.23354,172,647,0.20091,0.26617
2007,17-29 y.,2nd Quintile,Often,0.43232,330,647,0.39412,0.47052
2007,17-29 y.,2nd Quintile,Very often,0.14083,105,647,0.11400,0.16765
2007,17-29 y.,3rd Quintile,Sometimes,0.23696,159,607,0.20311,0.27082
2007,17-29 y.,3rd Quintile,Often,0.51357,349,607,0.47378,0.55337
2007,17-29 y.,3rd Quintile,Very often,0.12859,99,607,0.10193,0.15524
2007,17-29 y.,4th Quintile,Sometimes,0.24370,159,629,0.21012,0.27728
2007,17-29 y.,4th Quintile,Often,0.48372,369,629,0.44464,0.52281
2007,17-29 y.,4th Quintile,Very often,0.14810,101,629,0.12032,0.17588
2007,17-29 y.,5th Quintile,Sometimes,0.19193,128,564,0.15940,0.22446
2007,17-29 y.,5th Quintile,Often,0.52619,336,564,0.48495,0.56744
2007,17-29 y.,5th Quintile,Very often,0.17177,100,564,0.14062,0.20293
2007,30-45 y.,1st Quintile,Very seldom,0.05628,35,767,0.03996,0.07260
2007,30-45 y.,1st Quintile,Seldom,0.15752,114,767,0.13172,0.18332
2007,30-45 y.,1st Quintile,Sometimes,0.33956,260,767,0.30602,0.37309
2007,30-45 y.,1st Quintile,Often,0.33327,288,767,0.29989,0.36665
2007,30-45 y.,1st Quintile,Very often,0.11039,70,767,0.08820,0.13258
2007,30-45 y.,2nd Quintile,Very seldom,0.03291,32,1029,0.02200,0.04381
2007,30-45 y.,2nd Quintile,Seldom,0.09661,85,1029,0.07855,0.11467
2007,30-45 y.,2nd Quintile,Sometimes,0.29998,334,1029,0.27197,0.32800
2007,30-45 y.,2nd Quintile,Often,0.46267,488,1029,0.43219,0.49315
2007,30-45 y.,2nd Quintile,Very often,0.10445,90,1029,0.08575,0.12314
2007,30-45 y.,3rd Quintile,Seldom,0.07426,81,1099,0.05875,0.08977
2007,30-45 y.,3rd Quintile,Sometimes,0.31510,344,1099,0.28762,0.34258
2007,30-45 y.,3rd Quintile,Often,0.50045,579,1099,0.47087,0.53002
2007,30-45 y.,3rd Quintile,Very often,0.08473,95,1099,0.06826,0.10120
2007,30-45 y.,4th Quintile,Seldom,0.05803,77,1284,0.04524,0.07083
2007,30-45 y.,4th Quintile,Sometimes,0.31456,379,1284,0.28915,0.33997
2007,30-45 y.,4th Quintile,Often,0.51708,705,1284,0.48974,0.54442
2007,30-45 y.,4th Quintile,Very often,0.09537,123,1284,0.07930,0.11144
2007,30-45 y.,5th Quintile,Seldom,0.06965,83,1467,0.05662,0.08268
2007,30-45 y.,5th Quintile,Sometimes,0.29026,424,1467,0.26702,0.31349
2007,30-45 y.,5th Quintile,Often,0.51813,791,1467,0.49255,0.54371
2007,30-45 y.,5th Quintile,Very often,0.10814,169,1467,0.09224,0.12404
2007,46-65 y.,1st Quintile,Very seldom,0.06814,49,845,0.05114,0.08514
2007,46-65 y.,1st Quintile,Seldom,0.22413,180,845,0.19600,0.25227
2007,46-65 y.,1st Quintile,Sometimes,0.38492,334,845,0.35209,0.41774
2007,46-65 y.,1st Quintile,Often,0.25818,235,845,0.22866,0.28771
2007,46-65 y.,1st Quintile,Very often,0.05710,47,845,0.04144,0.07275
2007,46-65 y.,2nd Quintile,Very seldom,0.05229,41,872,0.03751,0.06707
2007,46-65 y.,2nd Quintile,Seldom,0.12682,99,872,0.10472,0.14892
2007,46-65 y.,2nd Quintile,Sometimes,0.38644,365,872,0.35410,0.41878
2007,46-65 y.,2nd Quintile,Often,0.37019,321,872,0.33812,0.40226
2007,46-65 y.,2nd Quintile,Very often,0.05934,46,872,0.04365,0.07504
2007,46-65 y.,3rd Quintile,Very seldom,0.03278,35,1130,0.02239,0.04316
2007,46-65 y.,3rd Quintile,Seldom,0.11744,128,1130,0.09866,0.13622
2007,46-65 y.,3rd Quintile,Sometimes,0.42618,471,1130,0.39734,0.45503
2007,46-65 y.,3rd Quintile,Often,0.38988,461,1130,0.36143,0.41833
2007,46-65 y.,3rd Quintile,Very often,0.03211,35,1130,0.02183,0.04239
2007,46-65 y.,4th Quintile,Seldom,0.09637,140,1520,0.08153,0.11121
2007,46-65 y.,4th Quintile,Sometimes,0.40319,610,1520,0.37852,0.42785
2007,46-65 y.,4th Quintile,Often,0.41928,684,1520,0.39446,0.44409
2007,46-65 y.,4th Quintile,Very often,0.05385,86,1520,0.04250,0.06520
2007,46-65 y.,5th Quintile,Very seldom,0.01560,40,2647,0.01088,0.02032
2007,46-65 y.,5th Quintile,Seldom,0.07530,179,2647,0.06525,0.08535
2007,46-65 y.,5th Quintile,Sometimes,0.40005,968,2647,0.38138,0.41872
2007,46-65 y.,5th Quintile,Often,0.45670,1313,2647,0.43772,0.47568
2007,46-65 y.,5th Quintile,Very often,0.04698,147,2647,0.03892,0.05504
2007,66 and older,1st Quintile,Very seldom,0.07143,47,710,0.05248,0.09039
2007,66 and older,1st Quintile,Seldom,0.20369,139,710,0.17404,0.23334
2007,66 and older,1st Quintile,Sometimes,0.42971,307,710,0.39328,0.46615
2007,66 and older,1st Quintile,Often,0.23557,183,710,0.20433,0.26680
2007,66 and older,1st Quintile,Very often,0.04620,34,710,0.03075,0.06165
2007,66 and older,2nd Quintile,Very seldom,0.04818,48,986,0.03481,0.06156
2007,66 and older,2nd Quintile,Seldom,0.16779,149,986,0.14445,0.19112
2007,66 and older,2nd Quintile,Sometimes,0.38914,402,986,0.35869,0.41958
2007,66 and older,2nd Quintile,Often,0.34764,348,986,0.31790,0.37738
2007,66 and older,2nd Quintile,Very often,0.03921,39,986,0.02709,0.05133
2007,66 and older,3rd Quintile,Very seldom,0.03717,34,949,0.02513,0.04922
2007,66 and older,3rd Quintile,Seldom,0.12586,114,949,0.10474,0.14697
2007,66 and older,3rd Quintile,Sometimes,0.41568,385,949,0.38431,0.44705
2007,66 and older,3rd Quintile,Often,0.36954,375,949,0.33881,0.40026
2007,66 and older,3rd Quintile,Very often,0.04801,41,949,0.03440,0.06162
2007,66 and older,4th Quintile,Very seldom,0.04323,33,806,0.02918,0.05728
2007,66 and older,4th Quintile,Seldom,0.12785,96,806,0.10479,0.15092
2007,66 and older,4th Quintile,Sometimes,0.37669,310,806,0.34322,0.41017
2007,66 and older,4th Quintile,Often,0.39054,319,806,0.35683,0.42424
2007,66 and older,4th Quintile,Very often,0.05784,48,806,0.04171,0.07396
2007,66 and older,5th Quintile,Seldom,0.09064,77,844,0.07125,0.11002
2007,66 and older,5th Quintile,Sometimes,0.38176,316,844,0.34896,0.41455
2007,66 and older,5th Quintile,Often,0.43096,385,844,0.39753,0.46439
2007,66 and older,5th Quintile,Very often,0.06063,66,844,0.04452,0.07674
2008,17-29 y.,1st Quintile,Seldom,0.07588,53,766,0.05711,0.09464
2008,17-29 y.,1st Quintile,Sometimes,0.30124,240,766,0.26873,0.33375
2008,17-29 y.,1st Quintile,Often,0.39122,359,766,0.35664,0.42581
2008,17-29 y.,1st Quintile,Very often,0.12268,114,766,0.09943,0.14592
2008,17-29 y.,2nd Quintile,Seldom,0.05466,33,566,0.03592,0.07340
2008,17-29 y.,2nd Quintile,Sometimes,0.29034,184,566,0.25291,0.32777
2008,17-29 y.,2nd Quintile,Often,0.42858,257,566,0.38777,0.46938
2008,17-29 y.,2nd Quintile,Very often,0.13399,92,566,0.10590,0.16208
2008,17-29 y.,3rd Quintile,Sometimes,0.24005,147,598,0.20578,0.27431
2008,17-29 y.,3rd Quintile,Often,0.53171,365,598,0.49169,0.57174
2008,17-29 y.,3rd Quintile,Very often,0.10703,86,598,0.08223,0.13183
2008,17-29 y.,4th Quintile,Seldom,0.05563,37,599,0.03726,0.07401
2008,17-29 y.,4th Quintile,Sometimes,0.24472,158,599,0.21026,0.27917
2008,17-29 y.,4th Quintile,Often,0.47992,324,599,0.43988,0.51996
2008,17-29 y.,4th Quintile,Very often,0.13751,80,599,0.10990,0.16511
2008,17-29 y.,5th Quintile,Sometimes,0.24053,142,536,0.20431,0.27675
2008,17-29 y.,5th Quintile,Often,0.53857,311,536,0.49632,0.58081
2008,17-29 y.,5th Quintile,Very often,0.12232,83,536,0.09456,0.15009
2008,30-45 y.,1st Quintile,Seldom,0.12270,83,696,0.09830,0.14709
2008,30-45 y.,1st Quintile,Sometimes,0.40082,277,696,0.36439,0.43726
2008,30-45 y.,1st Quintile,Often,0.34476,275,696,0.30942,0.38009
2008,30-45 y.,1st Quintile,Very often,0.08563,61,696,0.06483,0.10643
2008,30-45 y.,2nd Quintile,Seldom,0.09360,69,893,0.07449,0.11272
2008,30-45 y.,2nd Quintile,Sometimes,0.34450,326,893,0.31331,0.37568
2008,30-45 y.,2nd Quintile,Often,0.45983,428,893,0.42712,0.49253
2008,30-45 y.,2nd Quintile,Very often,0.07577,70,893,0.05840,0.09313
2008,30-45 y.,3rd Quintile,Seldom,0.08011,89,1069,0.06383,0.09639
2008,30-45 y.,3rd Quintile,Sometimes,0.30928,327,1069,0.28156,0.33700
2008,30-45 y.,3rd Quintile,Often,0.47913,555,1069,0.44917,0.50909
2008,30-45 y.,3rd Quintile,Very often,0.10289,98,1069,0.08467,0.12111
2008,30-45 y.,4th Quintile,Seldom,0.08548,81,1118,0.06908,0.10187
2008,30-45 y.,4th Quintile,Sometimes,0.30619,335,1118,0.27916,0.33322
2008,30-45 y.,4th Quintile,Often,0.47351,567,1118,0.44423,0.50279
2008,30-45 y.,4th Quintile,Very often,0.11653,135,1118,0.09771,0.13534
2008,30-45 y.,5th Quintile,Seldom,0.04265,50,1289,0.03161,0.05368
2008,30-45 y.,5th Quintile,Sometimes,0.32717,363,1289,0.30154,0.35279
2008,30-45 y.,5th Quintile,Often,0.54784,752,1289,0.52066,0.57502
2008,30-45 y.,5th Quintile,Very often,0.07048,124,1289,0.05650,0.08446
2008,46-65 y.,1st Quintile,Very seldom,0.08811,52,794,0.06838,0.10783
2008,46-65 y.,1st Quintile,Seldom,0.25573,174,794,0.22537,0.28610
2008,46-65 y.,1st Quintile,Sometimes,0.38272,307,794,0.34889,0.41655
2008,46-65 y.,1st Quintile,Often,0.22253,221,794,0.19358,0.25148
2008,46-65 y.,1st Quintile,Very often,0.04119,40,794,0.02736,0.05502
2008,46-65 y.,2nd Quintile,Seldom,0.12599,105,800,0.10298,0.14900
2008,46-65 y.,2nd Quintile,Sometimes,0.39217,325,800,0.35831,0.42602
2008,46-65 y.,2nd Quintile,Often,0.38188,328,800,0.34819,0.41556
2008,46-65 y.,2nd Quintile,Very often,0.04853,42,800,0.03363,0.06343
2008,46-65 y.,3rd Quintile,Very seldom,0.03581,37,1103,0.02484,0.04679
2008,46-65 y.,3rd Quintile,Seldom,0.12226,117,1103,0.10292,0.14160
2008,46-65 y.,3rd Quintile,Sometimes,0.35658,421,1103,0.32830,0.38486
2008,46-65 y.,3rd Quintile,Often,0.43544,477,1103,0.40616,0.46471
2008,46-65 y.,3rd Quintile,Very often,0.04633,51,1103,0.03392,0.05874
2008,46-65 y.,4th Quintile,Very seldom,0.02194,33,1477,0.01446,0.02941
2008,46-65 y.,4th Quintile,Seldom,0.09820,134,1477,0.08301,0.11338
2008,46-65 y.,4th Quintile,Sometimes,0.38316,577,1477,0.35836,0.40796
2008,46-65 y.,4th Quintile,Often,0.43255,648,1477,0.40728,0.45783
2008,46-65 y.,4th Quintile,Very often,0.05736,85,1477,0.04549,0.06922
2008,46-65 y.,5th Quintile,Very seldom,0.01923,35,2467,0.01381,0.02465
2008,46-65 y.,5th Quintile,Seldom,0.07575,187,2467,0.06530,0.08619
2008,46-65 y.,5th Quintile,Sometimes,0.39573,884,2467,0.37643,0.41503
2008,46-65 y.,5th Quintile,Often,0.44823,1212,2467,0.42860,0.46786
2008,46-65 y.,5th Quintile,Very often,0.05825,149,2467,0.04900,0.06749
2008,66 and older,1st Quintile,Very seldom,0.06223,44,679,0.04405,0.08042
2008,66 and older,1st Quintile,Seldom,0.19651,132,679,0.16660,0.22642
2008,66 and older,1st Quintile,Sometimes,0.44563,318,679,0.40821,0.48304
2008,66 and older,1st Quintile,Often,0.24598,185,679,0.21356,0.27840
2008,66 and older,2nd Quintile,Very seldom,0.04862,43,1033,0.03549,0.06174
2008,66 and older,2nd Quintile,Seldom,0.13235,125,1033,0.11168,0.15303
2008,66 and older,2nd Quintile,Sometimes,0.38385,422,1033,0.35418,0.41352
2008,66 and older,2nd Quintile,Often,0.36935,385,1033,0.33990,0.39880
2008,66 and older,2nd Quintile,Very often,0.05591,58,1033,0.04190,0.06993
2008,66 and older,3rd Quintile,Seldom,0.11351,97,896,0.09273,0.13430
2008,66 and older,3rd Quintile,Sometimes,0.39457,359,896,0.36254,0.42659
2008,66 and older,3rd Quintile,Often,0.40355,394,896,0.37140,0.43569
2008,66 and older,3rd Quintile,Very often,0.04390,46,896,0.03047,0.05732
2008,66 and older,4th Quintile,Seldom,0.12064,85,676,0.09607,0.14521
2008,66 and older,4th Quintile,Sometimes,0.37512,270,676,0.33860,0.41165
2008,66 and older,4th Quintile,Often,0.39087,279,676,0.35406,0.42768
2008,66 and older,4th Quintile,Very often,0.05824,42,676,0.04057,0.07591
2008,66 and older,5th Quintile,Seldom,0.06950,56,870,0.05259,0.08641
2008,66 and older,5th Quintile,Sometimes,0.34086,304,870,0.30934,0.37237
2008,66 and older,5th Quintile,Often,0.47432,449,870,0.44112,0.50752
2008,66 and older,5th Quintile,Very often,0.07403,61,870,0.05662,0.09144
2009,17-29 y.,1st Quintile,Seldom,0.08901,59,699,0.06788,0.11013
2009,17-29 y.,1st Quintile,Sometimes,0.27522,202,699,0.24209,0.30836
2009,17-29 y.,1st Quintile,Often,0.41383,330,699,0.37729,0.45037
2009,17-29 y.,1st Quintile,Very often,0.12740,108,699,0.10267,0.15214
2009,17-29 y.,2nd Quintile,Sometimes,0.25164,131,460,0.21194,0.29134
2009,17-29 y.,2nd Quintile,Often,0.49593,271,460,0.45019,0.54167
2009,17-29 y.,2nd Quintile,Very often,0.10366,58,460,0.07578,0.13155
2009,17-29 y.,3rd Quintile,Sometimes,0.24623,149,523,0.20928,0.28319
2009,17-29 y.,3rd Quintile,Often,0.50957,295,523,0.46668,0.55245
2009,17-29 y.,3rd Quintile,Very often,0.13273,79,523,0.10363,0.16184
2009,17-29 y.,4th Quintile,Sometimes,0.24310,143,559,0.20750,0.27869
2009,17-29 y.,4th Quintile,Often,0.51123,321,559,0.46975,0.55270
2009,17-29 y.,4th Quintile,Very often,0.14472,95,559,0.11553,0.17391
2009,17-29 y.,5th Quintile,Sometimes,0.18105,102,483,0.14667,0.21542
2009,17-29 y.,5th Quintile,Often,0.59440,299,483,0.55057,0.63824
2009,17-29 y.,5th Quintile,Very often,0.12396,82,483,0.09454,0.15338
2009,30-45 y.,1st Quintile,Seldom,0.13557,83,633,0.10888,0.16226
2009,30-45 y.,1st Quintile,Sometimes,0.38634,244,633,0.34838,0.42430
2009,30-45 y.,1st Quintile,Often,0.36593,254,633,0.32838,0.40348
2009,30-45 y.,1st Quintile,Very often,0.07518,52,633,0.05462,0.09574
2009,30-45 y.,2nd Quintile,Seldom,0.08799,66,825,0.06865,0.10733
2009,30-45 y.,2nd Quintile,Sometimes,0.30006,262,825,0.26877,0.33135
2009,30-45 y.,2nd Quintile,Often,0.48686,430,825,0.45273,0.52099
2009,30-45 y.,2nd Quintile,Very often,0.10079,67,825,0.08024,0.12135
2009,30-45 y.,3rd Quintile,Seldom,0.09547,63,954,0.07681,0.11413
2009,30-45 y.,3rd Quintile,Sometimes,0.34400,332,954,0.31384,0.37416
2009,30-45 y.,3rd Quintile,Often,0.43001,465,954,0.39858,0.46144
2009,30-45 y.,3rd Quintile,Very often,0.10688,94,954,0.08727,0.12650
2009,30-45 y.,4th Quintile,Seldom,0.07664,74,1029,0.06037,0.09290
2009,30-45 y.,4th Quintile,Sometimes,0.30508,295,1029,0.27693,0.33323
2009,30-45 y.,4th Quintile,Often,0.51434,560,1029,0.48379,0.54490
2009,30-45 y.,4th Quintile,Very often,0.09218,100,1029,0.07449,0.10986
2009,30-45 y.,5th Quintile,Seldom,0.05586,66,1143,0.04254,0.06918
2009,30-45 y.,5th Quintile,Sometimes,0.29995,327,1143,0.27337,0.32653
2009,30-45 y.,5th Quintile,Often,0.51147,626,1143,0.48248,0.54046
2009,30-45 y.,5th Quintile,Very often,0.10508,124,1143,0.08729,0.12286
2009,46-65 y.,1st Quintile,Very seldom,0.09220,54,784,0.07193,0.11246
2009,46-65 y.,1st Quintile,Seldom,0.23842,175,784,0.20857,0.26826
2009,46-65 y.,1st Quintile,Sometimes,0.37428,311,784,0.34038,0.40818
2009,46-65 y.,1st Quintile,Often,0.25477,212,784,0.22425,0.28530
2009,46-65 y.,1st Quintile,Very often,0.03812,32,784,0.02471,0.05154
2009,46-65 y.,2nd Quintile,Very seldom,0.05043,38,754,0.03480,0.06607
2009,46-65 y.,2nd Quintile,Seldom,0.13729,102,754,0.11271,0.16187
2009,46-65 y.,2nd Quintile,Sometimes,0.43789,325,754,0.40246,0.47333
2009,46-65 y.,2nd Quintile,Often,0.32897,289,754,0.29541,0.36253
2009,46-65 y.,3rd Quintile,Very seldom,0.03673,32,1046,0.02533,0.04814
2009,46-65 y.,3rd Quintile,Seldom,0.12610,121,1046,0.10597,0.14622
2009,46-65 y.,3rd Quintile,Sometimes,0.39720,427,1046,0.36754,0.42687
2009,46-65 y.,3rd Quintile,Often,0.38242,418,1046,0.35295,0.41188
2009,46-65 y.,3rd Quintile,Very often,0.04743,48,1046,0.03454,0.06032
