year,pgisced97,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1997,First Stage of Tertiary Education,female,279,2.73223,2.51326,2.95119,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1997,Second Stage of Tertiary Education,male,968,0.70903,0.65105,0.76702,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1997,Second Stage of Tertiary Education,female,797,2.26303,2.14494,2.38112,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1998,Pre-primary Level,male,163,0.30011,0.22406,0.37616,0.00000,0.00000,1.00000,0.0,2.0,0.0,0.00000,0.00000
1998,Pre-primary Level,female,169,0.77561,0.64833,0.90288,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1998,Primary Level,male,185,0.48537,0.36273,0.60801,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1998,Primary Level,female,260,3.19950,2.93386,3.46513,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,4.00000
1998,Lower Secondary Level,male,919,0.74685,0.67523,0.81846,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1998,Lower Secondary Level,female,1618,2.88322,2.78044,2.98601,1.00000,3.00000,4.00000,0.0,8.50000,3.0,3.00000,3.00000
1998,Upper Secondary Level,male,3512,0.82275,0.78978,0.85571,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1998,Upper Secondary Level,female,3496,2.65019,2.58826,2.71213,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1998,Post-secondary Non-tertiary Level,male,240,0.65472,0.56517,0.74428,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1998,Post-secondary Non-tertiary Level,female,264,2.26187,2.05583,2.46791,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1998,First Stage of Tertiary Education,male,497,0.73556,0.65690,0.81421,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1998,First Stage of Tertiary Education,female,321,2.47054,2.25823,2.68285,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1998,Second Stage of Tertiary Education,male,1079,0.74544,0.68717,0.80372,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1998,Second Stage of Tertiary Education,female,890,2.16406,2.05482,2.27331,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1999,Pre-primary Level,male,158,0.25836,0.17785,0.33887,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1999,Pre-primary Level,female,159,0.68873,0.54541,0.83205,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1999,Primary Level,male,176,0.55768,0.42750,0.68786,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1999,Primary Level,female,251,3.20833,2.95991,3.45674,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1999,Lower Secondary Level,male,879,0.82256,0.74217,0.90295,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1999,Lower Secondary Level,female,1557,3.08706,2.99133,3.18279,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1999,Upper Secondary Level,male,3463,0.82080,0.78814,0.85346,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1999,Upper Secondary Level,female,3459,2.83976,2.77788,2.90164,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
1999,Post-secondary Non-tertiary Level,male,236,0.85653,0.73387,0.97920,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1999,Post-secondary Non-tertiary Level,female,267,2.40032,2.19630,2.60434,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1999,First Stage of Tertiary Education,male,486,0.86023,0.76244,0.95802,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1999,First Stage of Tertiary Education,female,326,2.54888,2.35330,2.74447,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1999,Second Stage of Tertiary Education,male,1076,0.68645,0.63636,0.73654,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1999,Second Stage of Tertiary Education,female,879,2.14151,2.03789,2.24514,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2000,Pre-primary Level,male,236,0.38012,0.30599,0.45424,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2000,Pre-primary Level,female,257,0.81565,0.71478,0.91651,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2000,Primary Level,male,168,0.78730,0.62679,0.94781,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2000,Primary Level,female,235,3.60077,3.32059,3.88094,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,4.00000
2000,Lower Secondary Level,male,1154,0.69440,0.63650,0.75231,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2000,Lower Secondary Level,female,2393,3.04121,2.96448,3.11793,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
2000,Upper Secondary Level,male,6264,0.89814,0.87171,0.92457,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2000,Upper Secondary Level,female,6520,2.91135,2.86811,2.95458,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
2000,Post-secondary Non-tertiary Level,male,506,0.82780,0.75986,0.89574,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2000,Post-secondary Non-tertiary Level,female,611,2.40455,2.27155,2.53755,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2000,First Stage of Tertiary Education,male,1074,0.87151,0.81184,0.93117,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2000,First Stage of Tertiary Education,female,805,2.68288,2.56319,2.80258,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
2000,Second Stage of Tertiary Education,male,2158,0.83147,0.79385,0.86909,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2000,Second Stage of Tertiary Education,female,1657,2.24494,2.17127,2.31862,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2001,Pre-primary Level,male,257,0.44602,0.36920,0.52283,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2001,Pre-primary Level,female,283,0.79914,0.71041,0.88787,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2001,Primary Level,male,133,0.68192,0.48980,0.87404,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2001,Primary Level,female,180,3.39213,3.07518,3.70907,2.00000,3.00000,4.57943,0.0,8.44857,3.0,3.00000,3.02500
2001,Lower Secondary Level,male,998,0.71768,0.64935,0.78601,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2001,Lower Secondary Level,female,2079,2.90962,2.82790,2.99135,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
2001,Upper Secondary Level,male,5639,0.86823,0.84045,0.89601,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2001,Upper Secondary Level,female,5927,2.77868,2.73321,2.82414,2.00000,2.00000,4.00000,0.0,7.00000,2.0,2.00000,3.00000
2001,Post-secondary Non-tertiary Level,male,478,0.84818,0.74430,0.95207,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2001,Post-secondary Non-tertiary Level,female,587,2.37923,2.23683,2.52164,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2001,First Stage of Tertiary Education,male,963,0.77079,0.70922,0.83236,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2001,First Stage of Tertiary Education,female,711,2.60958,2.48110,2.73805,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2001,Second Stage of Tertiary Education,male,1994,0.78641,0.74881,0.82402,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2001,Second Stage of Tertiary Education,female,1555,2.16538,2.08750,2.24325,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2002,Pre-primary Level,male,296,0.53610,0.45385,0.61835,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2002,Pre-primary Level,female,316,0.87180,0.79182,0.95177,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2002,Primary Level,male,118,0.84177,0.64233,1.04121,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2002,Primary Level,female,169,3.24246,2.94465,3.54027,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,4.00000
2002,Lower Secondary Level,male,945,0.77800,0.70884,0.84716,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2002,Lower Secondary Level,female,1942,2.91843,2.84160,2.99526,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
2002,Upper Secondary Level,male,5560,0.97267,0.94450,1.00085,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2002,Upper Secondary Level,female,6013,2.78124,2.73925,2.82323,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
2002,Post-secondary Non-tertiary Level,male,493,0.88339,0.81105,0.95572,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2002,Post-secondary Non-tertiary Level,female,672,2.54934,2.41695,2.68172,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2002,First Stage of Tertiary Education,male,1008,0.87523,0.81668,0.93378,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2002,First Stage of Tertiary Education,female,731,2.53236,2.41587,2.64885,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2002,Second Stage of Tertiary Education,male,2601,0.85816,0.82389,0.89242,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2002,Second Stage of Tertiary Education,female,1954,2.20340,2.13624,2.27056,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2003,Pre-primary Level,male,302,0.47250,0.40683,0.53817,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2003,Pre-primary Level,female,315,0.81184,0.71310,0.91057,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2003,Primary Level,male,110,0.85126,0.63849,1.06403,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2003,Primary Level,female,162,3.03308,2.75321,3.31296,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
2003,Lower Secondary Level,male,908,0.72984,0.66923,0.79045,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2003,Lower Secondary Level,female,1822,2.82096,2.73840,2.90352,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
2003,Upper Secondary Level,male,5319,0.92191,0.89400,0.94983,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2003,Upper Secondary Level,female,5774,2.64873,2.60594,2.69153,2.00000,2.00000,4.00000,0.0,7.00000,2.0,2.00000,2.00000
2003,Post-secondary Non-tertiary Level,male,480,0.86995,0.78569,0.95420,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2003,Post-secondary Non-tertiary Level,female,672,2.35794,2.22631,2.48958,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2003,First Stage of Tertiary Education,male,976,0.86363,0.80017,0.92708,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2003,First Stage of Tertiary Education,female,709,2.35537,2.24529,2.46544,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2003,Second Stage of Tertiary Education,male,2458,0.78263,0.74702,0.81825,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2003,Second Stage of Tertiary Education,female,1892,2.05700,1.99070,2.12330,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2004,Pre-primary Level,male,309,0.57556,0.48170,0.66943,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2004,Pre-primary Level,female,330,0.94029,0.84913,1.03145,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2004,Primary Level,male,102,1.21060,0.91364,1.50756,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,1.00000
2004,Primary Level,female,155,3.42420,3.09684,3.75157,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,4.00000
2004,Lower Secondary Level,male,835,0.80269,0.74160,0.86377,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2004,Lower Secondary Level,female,1735,2.84223,2.76485,2.91962,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
2004,Upper Secondary Level,male,5156,0.99962,0.97184,1.02740,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2004,Upper Secondary Level,female,5616,2.70117,2.65838,2.74395,2.00000,2.00000,4.00000,0.0,7.00000,2.0,2.00000,2.02500
2004,Post-secondary Non-tertiary Level,male,481,0.90137,0.83325,0.96949,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2004,Post-secondary Non-tertiary Level,female,676,2.39698,2.27772,2.51623,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2004,First Stage of Tertiary Education,male,934,0.89633,0.83386,0.95879,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2004,First Stage of Tertiary Education,female,705,2.49495,2.37465,2.61526,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2004,Second Stage of Tertiary Education,male,2417,0.88232,0.84793,0.91671,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2004,Second Stage of Tertiary Education,female,1869,2.13606,2.07241,2.19970,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2005,Pre-primary Level,male,309,0.52798,0.44991,0.60605,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2005,Pre-primary Level,female,340,0.87144,0.76180,0.98107,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2005,Primary Level,male,102,0.99345,0.74458,1.24233,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2005,Primary Level,female,143,3.01678,2.68371,3.34985,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
2005,Lower Secondary Level,male,773,0.81327,0.74636,0.88017,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.97500,1.00000
2005,Lower Secondary Level,female,1614,2.71842,2.63717,2.79967,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
2005,Upper Secondary Level,male,4883,0.92118,0.89214,0.95021,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2005,Upper Secondary Level,female,5349,2.58467,2.54155,2.62779,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2005,Post-secondary Non-tertiary Level,male,463,0.86303,0.78577,0.94029,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2005,Post-secondary Non-tertiary Level,female,664,2.28369,2.16037,2.40701,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2005,First Stage of Tertiary Education,male,894,0.80994,0.74692,0.87296,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2005,First Stage of Tertiary Education,female,663,2.42568,2.30455,2.54681,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2005,Second Stage of Tertiary Education,male,2309,0.83356,0.79480,0.87233,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2005,Second Stage of Tertiary Education,female,1857,2.00989,1.94281,2.07697,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2006,Pre-primary Level,male,198,0.45888,0.37364,0.54412,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
2006,Pre-primary Level,female,199,0.92320,0.82063,1.02577,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2006,Primary Level,male,97,0.93722,0.72501,1.14942,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2006,Primary Level,female,144,3.34205,2.96517,3.71892,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
2006,Lower Secondary Level,male,769,0.88565,0.81363,0.95767,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2006,Lower Secondary Level,female,1709,2.78812,2.70969,2.86656,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
2006,Upper Secondary Level,male,5266,1.01078,0.98313,1.03842,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2006,Upper Secondary Level,female,5811,2.64224,2.60145,2.68303,2.00000,2.00000,4.00000,0.0,7.00000,2.0,2.00000,2.00000
2006,Post-secondary Non-tertiary Level,male,477,0.86133,0.79762,0.92504,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2006,Post-secondary Non-tertiary Level,female,731,2.32190,2.21714,2.42666,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2006,First Stage of Tertiary Education,male,941,0.95009,0.88041,1.01976,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2006,First Stage of Tertiary Education,female,706,2.47482,2.36767,2.58197,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2006,Second Stage of Tertiary Education,male,2550,0.92015,0.88764,0.95265,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2006,Second Stage of Tertiary Education,female,2022,2.08091,2.02039,2.14143,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2007,Pre-primary Level,male,162,0.44898,0.36317,0.53479,0.00000,0.00000,1.00000,0.0,2.0,0.0,0.00000,1.00000
2007,Pre-primary Level,female,180,0.87033,0.75536,0.98529,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2007,Primary Level,male,79,1.05128,0.72778,1.37478,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2007,Primary Level,female,137,3.12040,2.76346,3.47734,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
2007,Lower Secondary Level,male,690,0.80513,0.73024,0.88002,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2007,Lower Secondary Level,female,1514,2.68835,2.60081,2.77588,2.00000,2.00000,4.00000,0.0,7.00000,2.0,2.00000,3.00000
2007,Upper Secondary Level,male,4895,0.93589,0.90816,0.96362,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2007,Upper Secondary Level,female,5410,2.54349,2.50021,2.58677,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2007,Post-secondary Non-tertiary Level,male,462,0.82214,0.74534,0.89894,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2007,Post-secondary Non-tertiary Level,female,705,2.18162,2.06595,2.29729,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2007,First Stage of Tertiary Education,male,898,0.86345,0.80151,0.92540,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2007,First Stage of Tertiary Education,female,635,2.37711,2.24890,2.50533,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2007,Second Stage of Tertiary Education,male,2408,0.87270,0.83708,0.90832,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2007,Second Stage of Tertiary Education,female,1979,1.95136,1.88740,2.01532,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
2008,Pre-primary Level,male,171,0.44006,0.35462,0.52550,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2008,Pre-primary Level,female,184,0.79577,0.70999,0.88156,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2008,Primary Level,male,71,1.03321,0.73154,1.33487,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2008,Primary Level,female,112,2.93024,2.60888,3.25160,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
2008,Lower Secondary Level,male,631,0.90186,0.81257,0.99114,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2008,Lower Secondary Level,female,1380,2.70154,2.61298,2.79010,2.00000,2.00000,4.00000,0.0,7.00000,2.0,2.00000,3.00000
2008,Upper Secondary Level,male,4608,0.94397,0.91778,0.97017,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2008,Upper Secondary Level,female,5116,2.50797,2.46600,2.54995,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2008,Post-secondary Non-tertiary Level,male,435,0.77481,0.71145,0.83817,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2008,Post-secondary Non-tertiary Level,female,654,2.19594,2.08338,2.30850,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2008,First Stage of Tertiary Education,male,831,0.89923,0.83267,0.96580,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2008,First Stage of Tertiary Education,female,584,2.46831,2.34235,2.59428,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2008,Second Stage of Tertiary Education,male,2293,0.89609,0.86197,0.93020,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2008,Second Stage of Tertiary Education,female,1899,1.97666,1.91284,2.04048,1.00000,2.00000,2.00000,0.0,3.50000,2.0,1.00000,2.00000
2009,Pre-primary Level,male,169,0.55593,0.46387,0.64799,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2009,Pre-primary Level,female,144,0.84634,0.68642,1.00626,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2009,Primary Level,male,67,0.90909,0.65343,1.16474,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2009,Primary Level,female,97,3.20589,2.76345,3.64834,2.00000,3.00000,4.72219,0.0,8.80547,3.0,2.00000,4.00000
2009,Lower Secondary Level,male,556,0.82993,0.74584,0.91403,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2009,Lower Secondary Level,female,1231,2.54086,2.44818,2.63354,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
2009,Upper Secondary Level,male,4271,0.96889,0.93793,0.99985,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2009,Upper Secondary Level,female,4783,2.42866,2.38173,2.47559,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2009,Post-secondary Non-tertiary Level,male,388,0.77846,0.69974,0.85719,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2009,Post-secondary Non-tertiary Level,female,607,2.14123,2.01192,2.27055,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2009,First Stage of Tertiary Education,male,783,0.87739,0.80398,0.95080,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2009,First Stage of Tertiary Education,female,548,2.34142,2.21389,2.46895,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2009,Second Stage of Tertiary Education,male,2186,0.86329,0.82487,0.90171,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2009,Second Stage of Tertiary Education,female,1848,1.82776,1.76295,1.89257,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,2.00000
2010,Pre-primary Level,male,226,0.60413,0.53022,0.67805,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
2010,Pre-primary Level,female,189,1.05003,0.90630,1.19377,1.00000,1.00000,1.00000,1.00000,1.00000,1.0,1.00000,1.00000
2010,Primary Level,male,132,1.09750,0.91416,1.28085,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2010,Primary Level,female,211,3.06121,2.78011,3.34231,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
2010,Lower Secondary Level,male,800,0.92334,0.84618,1.00050,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2010,Lower Secondary Level,female,1645,2.63762,2.56124,2.71400,2.00000,2.00000,4.00000,0.0,7.00000,2.0,2.00000,3.00000
2010,Upper Secondary Level,male,5264,1.02947,1.00284,1.05611,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2010,Upper Secondary Level,female,6480,2.39508,2.35973,2.43044,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2010,Post-secondary Non-tertiary Level,male,596,0.97734,0.90932,1.04535,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2010,Post-secondary Non-tertiary Level,female,1113,2.15451,2.07127,2.23775,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2010,First Stage of Tertiary Education,male,962,0.91492,0.85407,0.97576,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2010,First Stage of Tertiary Education,female,648,2.26267,2.15397,2.37137,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2010,Second Stage of Tertiary Education,male,2769,0.98248,0.95012,1.01483,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2010,Second Stage of Tertiary Education,female,2607,1.89068,1.83938,1.94199,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,2.00000
2011,Pre-primary Level,male,234,0.70269,0.53429,0.87110,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
2011,Pre-primary Level,female,239,0.80304,0.71465,0.89143,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2011,Primary Level,male,160,1.10068,0.93610,1.26526,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2011,Primary Level,female,247,2.88700,2.66030,3.11370,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
2011,Lower Secondary Level,male,938,0.94432,0.86695,1.02169,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2011,Lower Secondary Level,female,2012,2.55724,2.48070,2.63377,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2011,Upper Secondary Level,male,6165,0.94112,0.91705,0.96518,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
2011,Upper Secondary Level,female,7730,2.35437,2.32010,2.38863,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2011,Post-secondary Non-tertiary Level,male,665,0.83531,0.77031,0.90031,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
