year,migback,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,male,2037,1.82075,1.76107,1.88042,1.00000,1.00000,2.00000,1.0,3.50000,1.0,1.00000,1.00000
1984,No migration background,female,4248,5.25398,5.15368,5.35427,3.00000,5.00000,8.00000,1.0,15.50000,5.0,4.00000,5.00000
1984,Direct migration background,male,813,2.04987,1.94157,2.15817,1.00000,2.00000,2.00000,1.0,3.50000,2.0,2.00000,2.00000
1984,Direct migration background,female,1524,5.94273,5.76185,6.12360,3.00000,5.00000,8.00000,1.0,15.50000,5.0,5.00000,6.00000
1984,Indirect migration background,male,,,,,,,,,,,,
1984,Indirect migration background,female,55,4.05789,3.07191,5.04386,1.00000,2.00000,6.86229,1.0,14.0,2.0,1.00000,6.00000
1985,No migration background,male,3473,1.16205,1.11668,1.20741,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1985,No migration background,female,4099,4.03799,3.95942,4.11657,2.00000,4.00000,5.00000,0.0,9.50000,4.0,4.00000,4.00000
1985,Direct migration background,male,1375,1.25640,1.17876,1.33405,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1985,Direct migration background,female,1346,4.39388,4.25832,4.52943,3.00000,4.00000,6.00000,0.0,10.50000,4.0,4.00000,4.00000
1985,Indirect migration background,male,54,1.05386,0.84272,1.26500,0.25816,1.00000,1.46007,0.0,3.0,1.0,1.00000,2.00000
1985,Indirect migration background,female,76,3.33843,2.63984,4.03702,1.00000,2.00000,4.87213,0.0,10.68032,2.0,2.00000,3.00000
1986,No migration background,male,3372,1.12528,1.08320,1.16735,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1986,No migration background,female,3909,3.93413,3.85506,4.01320,2.00000,4.00000,5.00000,0.0,9.50000,4.0,3.00000,4.00000
1986,Direct migration background,male,1407,1.27692,1.20338,1.35046,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
