year,pgisced97,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Pre-primary Level,At least once per week,0.60374,109,149,0.52494,0.68255
1985,Pre-primary Level,Never,0.18367,40,149,0.12129,0.24606
1985,Primary Level,At least once per week,0.10566,49,810,0.08448,0.12685
1985,Primary Level,Seldom,0.07266,53,810,0.05477,0.09054
1985,Primary Level,Never,0.77768,708,810,0.74903,0.80633
1985,Lower Secondary Level,At least once per week,0.16801,525,3022,0.15468,0.18134
1985,Lower Secondary Level,At least once per month,0.03507,122,3022,0.02851,0.04163
1985,Lower Secondary Level,Seldom,0.08182,295,3022,0.07205,0.09160
1985,Lower Secondary Level,Never,0.70036,2080,3022,0.68403,0.71670
1985,Upper Secondary Level,At least once per week,0.23213,1200,5115,0.22056,0.24370
1985,Upper Secondary Level,At least once per month,0.04826,273,5115,0.04239,0.05414
1985,Upper Secondary Level,Seldom,0.13947,755,5115,0.12997,0.14897
1985,Upper Secondary Level,Never,0.56663,2887,5115,0.55305,0.58021
1985,Post-secondary Non-tertiary Level,At least once per week,0.33274,84,254,0.27468,0.39081
1985,Post-secondary Non-tertiary Level,Seldom,0.18598,48,254,0.13804,0.23393
1985,Post-secondary Non-tertiary Level,Never,0.40201,122,254,0.34160,0.46243
1985,First Stage of Tertiary Education,At least once per week,0.28254,175,612,0.24683,0.31824
1985,First Stage of Tertiary Education,At least once per month,0.06589,42,612,0.04622,0.08556
1985,First Stage of Tertiary Education,Seldom,0.15398,106,612,0.12536,0.18260
1985,First Stage of Tertiary Education,Never,0.48552,289,612,0.44589,0.52515
1985,Second Stage of Tertiary Education,At least once per week,0.39061,296,747,0.35560,0.42562
1985,Second Stage of Tertiary Education,At least once per month,0.06926,56,747,0.05104,0.08748
1985,Second Stage of Tertiary Education,Seldom,0.17504,140,747,0.14777,0.20231
1985,Second Stage of Tertiary Education,Never,0.35406,255,747,0.31974,0.38838
1986,Pre-primary Level,At least once per week,0.65468,121,154,0.57933,0.73002
1986,Pre-primary Level,Seldom,0.15666,33,154,0.09907,0.21426
1986,Primary Level,At least once per week,0.13259,57,754,0.10837,0.15681
1986,Primary Level,Seldom,0.06396,49,754,0.04649,0.08144
1986,Primary Level,Never,0.77139,648,754,0.74139,0.80138
1986,Lower Secondary Level,At least once per week,0.17040,540,2870,0.15664,0.18416
1986,Lower Secondary Level,At least once per month,0.03742,120,2870,0.03048,0.04437
1986,Lower Secondary Level,Seldom,0.07873,259,2870,0.06888,0.08859
1986,Lower Secondary Level,Never,0.69959,1951,2870,0.68281,0.71636
1986,Upper Secondary Level,At least once per week,0.24552,1238,4945,0.23353,0.25752
1986,Upper Secondary Level,At least once per month,0.05502,298,4945,0.04866,0.06137
1986,Upper Secondary Level,Seldom,0.12742,673,4945,0.11812,0.13671
1986,Upper Secondary Level,Never,0.56116,2736,4945,0.54733,0.57499
1986,Post-secondary Non-tertiary Level,At least once per week,0.32465,86,255,0.26706,0.38223
1986,Post-secondary Non-tertiary Level,Seldom,0.19352,47,255,0.14493,0.24210
1986,Post-secondary Non-tertiary Level,Never,0.39549,122,255,0.33536,0.45562
1986,First Stage of Tertiary Education,At least once per week,0.27604,167,569,0.23928,0.31281
1986,First Stage of Tertiary Education,At least once per month,0.04895,35,569,0.03121,0.06669
1986,First Stage of Tertiary Education,Seldom,0.16179,92,569,0.13151,0.19208
1986,First Stage of Tertiary Education,Never,0.48585,275,569,0.44475,0.52696
1986,Second Stage of Tertiary Education,At least once per week,0.38442,298,744,0.34944,0.41940
1986,Second Stage of Tertiary Education,At least once per month,0.09030,67,744,0.06969,0.11090
1986,Second Stage of Tertiary Education,Seldom,0.14234,110,744,0.11722,0.16746
1986,Second Stage of Tertiary Education,Never,0.37818,269,744,0.34331,0.41305
1988,Pre-primary Level,At least once per week,0.69827,116,116,0.61437,0.78216
1988,Primary Level,At least once per week,0.10455,45,676,0.08147,0.12763
1988,Primary Level,Seldom,0.07555,33,676,0.05562,0.09549
1988,Primary Level,Never,0.79435,598,676,0.76386,0.82485
1988,Lower Secondary Level,At least once per week,0.17423,523,2687,0.15989,0.18857
1988,Lower Secondary Level,At least once per month,0.03536,121,2687,0.02837,0.04234
