year,age_gr,bula_h,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Schleswig-Holstein,Never,0.33590,31,31,0.16689,0.50491
1985,17-29 y.,Lower Saxony,At least once per week,0.40002,112,285,0.34304,0.45700
1985,17-29 y.,Lower Saxony,Seldom,0.22141,66,285,0.17312,0.26970
1985,17-29 y.,Lower Saxony,Never,0.33011,107,285,0.27542,0.38480
1985,17-29 y.,North Rhine-Westphalia,At least once per week,0.39625,309,857,0.36348,0.42901
1985,17-29 y.,North Rhine-Westphalia,At least once per month,0.07050,57,857,0.05335,0.08765
1985,17-29 y.,North Rhine-Westphalia,Seldom,0.20185,170,857,0.17496,0.22874
1985,17-29 y.,North Rhine-Westphalia,Never,0.32516,321,857,0.29378,0.35654
1985,17-29 y.,Hesse,At least once per week,0.39934,101,301,0.34391,0.45476
1985,17-29 y.,Hesse,Seldom,0.17951,61,301,0.13608,0.22294
1985,17-29 y.,Hesse,Never,0.33640,139,301,0.28293,0.38986
1985,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.38077,88,217,0.31601,0.44552
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.21990,51,217,0.16466,0.27513
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.29617,78,217,0.23529,0.35706
1985,17-29 y.,Baden-Wuerttemberg,At least once per week,0.37503,204,610,0.33658,0.41348
1985,17-29 y.,Baden-Wuerttemberg,At least once per month,0.10612,64,610,0.08166,0.13058
1985,17-29 y.,Baden-Wuerttemberg,Seldom,0.15975,92,610,0.13065,0.18885
1985,17-29 y.,Baden-Wuerttemberg,Never,0.34945,250,610,0.31158,0.38732
1985,17-29 y.,Bavaria,At least once per week,0.37507,185,521,0.33346,0.41668
1985,17-29 y.,Bavaria,At least once per month,0.07922,44,521,0.05600,0.10243
1985,17-29 y.,Bavaria,Seldom,0.22173,117,521,0.18602,0.25743
1985,17-29 y.,Bavaria,Never,0.31915,175,521,0.27909,0.35922
1985,17-29 y.,Berlin,At least once per week,0.44660,35,69,0.32844,0.56476
1985,17-29 y.,Berlin,Never,0.27186,34,69,0.16611,0.37761
1985,30-45 y.,Schleswig-Holstein,At least once per week,0.35065,41,105,0.25894,0.44236
1985,30-45 y.,Schleswig-Holstein,Never,0.43677,64,105,0.34144,0.53210
1985,30-45 y.,Hamburg,At least once per week,0.43903,36,84,0.33226,0.54579
1985,30-45 y.,Hamburg,Never,0.35023,48,84,0.24760,0.45286
1985,30-45 y.,Lower Saxony,At least once per week,0.32454,105,328,0.27379,0.37528
1985,30-45 y.,Lower Saxony,Seldom,0.15796,53,328,0.11843,0.19748
1985,30-45 y.,Lower Saxony,Never,0.45144,170,328,0.39750,0.50538
1985,30-45 y.,North Rhine-Westphalia,At least once per week,0.28258,235,984,0.25443,0.31073
1985,30-45 y.,North Rhine-Westphalia,At least once per month,0.04469,41,984,0.03177,0.05761
1985,30-45 y.,North Rhine-Westphalia,Seldom,0.16915,148,984,0.14571,0.19259
1985,30-45 y.,North Rhine-Westphalia,Never,0.49633,560,984,0.46507,0.52758
1985,30-45 y.,Hesse,At least once per week,0.34234,87,324,0.29059,0.39409
1985,30-45 y.,Hesse,Seldom,0.17507,47,324,0.13362,0.21651
1985,30-45 y.,Hesse,Never,0.44208,190,324,0.38792,0.49624
1985,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.22508,33,128,0.15245,0.29772
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.50731,95,128,0.42036,0.59426
1985,30-45 y.,Baden-Wuerttemberg,At least once per week,0.23226,113,607,0.19863,0.26588
1985,30-45 y.,Baden-Wuerttemberg,Seldom,0.18528,101,607,0.15434,0.21621
1985,30-45 y.,Baden-Wuerttemberg,Never,0.51071,393,607,0.47091,0.55051
1985,30-45 y.,Bavaria,At least once per week,0.32227,163,599,0.28481,0.35973
1985,30-45 y.,Bavaria,At least once per month,0.07042,41,599,0.04992,0.09093
1985,30-45 y.,Bavaria,Seldom,0.15194,90,599,0.12317,0.18071
1985,30-45 y.,Bavaria,Never,0.44239,305,599,0.40258,0.48220
1985,30-45 y.,Berlin,Never,0.39320,58,58,0.26639,0.52001
1985,46-65 y.,Schleswig-Holstein,Never,0.61826,63,63,0.49733,0.73919
1985,46-65 y.,Hamburg,Never,0.60874,48,48,0.46921,0.74827
1985,46-65 y.,Lower Saxony,At least once per week,0.13773,44,293,0.09820,0.17726
1985,46-65 y.,Lower Saxony,Never,0.74947,249,293,0.69977,0.79917
1985,46-65 y.,North Rhine-Westphalia,At least once per week,0.14486,108,815,0.12068,0.16904
1985,46-65 y.,North Rhine-Westphalia,Seldom,0.08469,73,815,0.06556,0.10381
1985,46-65 y.,North Rhine-Westphalia,Never,0.70877,634,815,0.67756,0.73998
1985,46-65 y.,Hesse,At least once per week,0.15299,47,335,0.11438,0.19160
1985,46-65 y.,Hesse,Never,0.76378,288,335,0.71822,0.80933
1985,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.14096,32,237,0.09656,0.18536
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.74895,205,237,0.69363,0.80428
1985,46-65 y.,Baden-Wuerttemberg,At least once per week,0.14760,71,583,0.11878,0.17642
1985,46-65 y.,Baden-Wuerttemberg,Seldom,0.10800,53,583,0.08278,0.13321
1985,46-65 y.,Baden-Wuerttemberg,Never,0.70637,459,583,0.66937,0.74337
1985,46-65 y.,Bavaria,At least once per week,0.17363,92,533,0.14144,0.20582
1985,46-65 y.,Bavaria,Seldom,0.10033,53,533,0.07480,0.12586
