year,bula_h,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,At least once per week,0.21015,90,330,0.16613,0.25418
1985,Schleswig-Holstein,Seldom,0.10921,48,330,0.07551,0.14292
1985,Schleswig-Holstein,Never,0.45112,192,330,0.39735,0.50489
1985,Hamburg,At least once per week,0.27528,82,230,0.21743,0.33313
1985,Hamburg,Never,0.45907,148,230,0.39453,0.52361
1985,Lower Saxony,At least once per week,0.20226,270,1091,0.17841,0.22610
1985,Lower Saxony,At least once per month,0.03081,46,1091,0.02055,0.04107
1985,Lower Saxony,Seldom,0.10318,142,1091,0.08512,0.12124
1985,Lower Saxony,Never,0.49583,633,1091,0.46614,0.52551
1985,Bremen,Never,0.62813,74,74,0.51726,0.73900
1985,North Rhine-Westphalia,At least once per week,0.19644,669,2929,0.18205,0.21083
1985,North Rhine-Westphalia,At least once per month,0.03640,128,2929,0.02961,0.04318
1985,North Rhine-Westphalia,Seldom,0.10716,396,2929,0.09596,0.11837
1985,North Rhine-Westphalia,Never,0.47793,1736,2929,0.45984,0.49602
1985,Hesse,At least once per week,0.20991,242,1113,0.18598,0.23385
1985,Hesse,At least once per month,0.03009,44,1113,0.02005,0.04013
1985,Hesse,Seldom,0.09603,133,1113,0.07872,0.11335
1985,Hesse,Never,0.51139,694,1113,0.48201,0.54077
1985,"Rhineland-Palatinate, Saarland",At least once per week,0.17144,155,759,0.14461,0.19827
1985,"Rhineland-Palatinate, Saarland",At least once per month,0.04083,37,759,0.02675,0.05492
1985,"Rhineland-Palatinate, Saarland",Seldom,0.11003,102,759,0.08775,0.13231
1985,"Rhineland-Palatinate, Saarland",Never,0.51885,465,759,0.48328,0.55442
1985,Baden-Wuerttemberg,At least once per week,0.17902,402,2022,0.16230,0.19573
1985,Baden-Wuerttemberg,At least once per month,0.04270,107,2022,0.03389,0.05152
1985,Baden-Wuerttemberg,Seldom,0.10308,249,2022,0.08982,0.11634
1985,Baden-Wuerttemberg,Never,0.48262,1264,2022,0.46084,0.50441
1985,Bavaria,At least once per week,0.20735,458,1875,0.18900,0.22571
1985,Bavaria,At least once per month,0.04668,110,1875,0.03713,0.05623
1985,Bavaria,Seldom,0.11071,267,1875,0.09650,0.12492
1985,Bavaria,Never,0.46086,1040,1875,0.43829,0.48343
1985,Berlin,At least once per week,0.19443,78,340,0.15230,0.23656
1985,Berlin,Seldom,0.10740,51,340,0.07444,0.14037
1985,Berlin,Never,0.49227,211,340,0.43905,0.54549
1986,Schleswig-Holstein,At least once per week,0.21119,82,303,0.16516,0.25722
1986,Schleswig-Holstein,Seldom,0.10468,43,303,0.07015,0.13921
1986,Schleswig-Holstein,Never,0.45589,178,303,0.39972,0.51207
1986,Hamburg,At least once per week,0.22403,62,205,0.16682,0.28125
1986,Hamburg,Never,0.50337,143,205,0.43475,0.57198
1986,Lower Saxony,At least once per week,0.21742,295,1098,0.19301,0.24183
1986,Lower Saxony,At least once per month,0.04129,57,1098,0.02952,0.05306
1986,Lower Saxony,Seldom,0.09475,136,1098,0.07741,0.11208
1986,Lower Saxony,Never,0.48694,610,1098,0.45736,0.51652
1986,Bremen,Never,0.61041,75,75,0.49930,0.72152
1986,North Rhine-Westphalia,At least once per week,0.21022,708,2828,0.19520,0.22524
1986,North Rhine-Westphalia,At least once per month,0.04051,144,2828,0.03325,0.04778
1986,North Rhine-Westphalia,Seldom,0.09998,352,2828,0.08893,0.11104
1986,North Rhine-Westphalia,Never,0.46707,1624,2828,0.44867,0.48546
1986,Hesse,At least once per week,0.21100,248,1036,0.18615,0.23586
1986,Hesse,At least once per month,0.03220,36,1036,0.02144,0.04295
1986,Hesse,Seldom,0.08727,102,1036,0.07008,0.10447
1986,Hesse,Never,0.50444,650,1036,0.47398,0.53490
1986,"Rhineland-Palatinate, Saarland",At least once per week,0.16245,152,763,0.13626,0.18865
1986,"Rhineland-Palatinate, Saarland",At least once per month,0.04900,42,763,0.03367,0.06433
1986,"Rhineland-Palatinate, Saarland",Seldom,0.08230,77,763,0.06279,0.10182
1986,"Rhineland-Palatinate, Saarland",Never,0.55281,492,763,0.51751,0.58811
1986,Baden-Wuerttemberg,At least once per week,0.18036,424,1968,0.16337,0.19735
1986,Baden-Wuerttemberg,At least once per month,0.04616,111,1968,0.03689,0.05544
1986,Baden-Wuerttemberg,Seldom,0.11320,249,1968,0.09920,0.12720
1986,Baden-Wuerttemberg,Never,0.47590,1184,1968,0.45383,0.49798
1986,Bavaria,At least once per week,0.22187,477,1749,0.20239,0.24134
1986,Bavaria,At least once per month,0.04838,108,1749,0.03832,0.05844
1986,Bavaria,Seldom,0.10046,234,1749,0.08637,0.11455
1986,Bavaria,Never,0.44897,930,1749,0.42565,0.47228
1986,Berlin,At least once per week,0.17738,70,322,0.13559,0.21917
1986,Berlin,Seldom,0.07511,41,322,0.04628,0.10395
1986,Berlin,Never,0.53815,211,322,0.48361,0.59269
1988,Schleswig-Holstein,At least once per week,0.26426,103,299,0.21419,0.31432
1988,Schleswig-Holstein,Seldom,0.12132,49,299,0.08425,0.15839
1988,Schleswig-Holstein,Never,0.36154,147,299,0.30699,0.41609
1988,Hamburg,At least once per week,0.27849,56,158,0.20837,0.34861
1988,Hamburg,Never,0.44729,102,158,0.36952,0.52507
1988,Lower Saxony,At least once per week,0.23833,310,1039,0.21241,0.26425
1988,Lower Saxony,At least once per month,0.03479,45,1039,0.02364,0.04594
1988,Lower Saxony,Seldom,0.10016,128,1039,0.08189,0.11842
1988,Lower Saxony,Never,0.46844,556,1039,0.43808,0.49880
1988,Bremen,Never,0.55269,59,59,0.42472,0.68065
1988,North Rhine-Westphalia,At least once per week,0.21152,676,2674,0.19604,0.22701
1988,North Rhine-Westphalia,At least once per month,0.03951,129,2674,0.03212,0.04689
1988,North Rhine-Westphalia,Seldom,0.11117,351,2674,0.09925,0.12308
1988,North Rhine-Westphalia,Never,0.46027,1518,2674,0.44137,0.47916
1988,Hesse,At least once per week,0.18639,211,993,0.16215,0.21062
1988,Hesse,At least once per month,0.04475,49,993,0.03189,0.05762
1988,Hesse,Seldom,0.08912,98,993,0.07139,0.10686
1988,Hesse,Never,0.50364,635,993,0.47253,0.53476
1988,"Rhineland-Palatinate, Saarland",At least once per week,0.16378,143,727,0.13686,0.19070
1988,"Rhineland-Palatinate, Saarland",At least once per month,0.05284,41,727,0.03657,0.06912
1988,"Rhineland-Palatinate, Saarland",Seldom,0.09252,89,727,0.07145,0.11360
1988,"Rhineland-Palatinate, Saarland",Never,0.53586,454,727,0.49958,0.57214
1988,Baden-Wuerttemberg,At least once per week,0.18885,410,1872,0.17111,0.20658
1988,Baden-Wuerttemberg,At least once per month,0.05234,110,1872,0.04225,0.06243
1988,Baden-Wuerttemberg,Seldom,0.12333,260,1872,0.10843,0.13823
1988,Baden-Wuerttemberg,Never,0.44916,1092,1872,0.42662,0.47170
1988,Bavaria,At least once per week,0.20719,420,1620,0.18745,0.22693
1988,Bavaria,At least once per month,0.04932,103,1620,0.03877,0.05987
1988,Bavaria,Seldom,0.13077,269,1620,0.11435,0.14720
1988,Bavaria,Never,0.43081,828,1620,0.40669,0.45493
1988,Berlin,At least once per week,0.17909,67,318,0.13688,0.22130
1988,Berlin,Seldom,0.09199,43,318,0.06017,0.12380
1988,Berlin,Never,0.54565,208,318,0.49084,0.60046
1990,Schleswig-Holstein,At least once per week,0.28926,97,261,0.23415,0.34438
1990,Schleswig-Holstein,Seldom,0.22048,70,261,0.17009,0.27087
1990,Schleswig-Holstein,Never,0.24287,94,261,0.19075,0.29499
1990,Hamburg,At least once per week,0.29285,51,129,0.21401,0.37168
1990,Hamburg,Never,0.41365,78,129,0.32833,0.49897
1990,Lower Saxony,At least once per week,0.25670,303,972,0.22922,0.28417
1990,Lower Saxony,At least once per month,0.07109,81,972,0.05492,0.08725
1990,Lower Saxony,Seldom,0.15283,183,972,0.13020,0.17546
1990,Lower Saxony,Never,0.36794,405,972,0.33761,0.39827
1990,Bremen,Never,0.52992,59,59,0.40147,0.65837
1990,North Rhine-Westphalia,At least once per week,0.24103,720,2545,0.22441,0.25765
1990,North Rhine-Westphalia,At least once per month,0.07541,214,2545,0.06515,0.08567
1990,North Rhine-Westphalia,Seldom,0.15479,466,2545,0.14073,0.16885
1990,North Rhine-Westphalia,Never,0.34671,1145,2545,0.32821,0.36520
1990,Hesse,At least once per week,0.25097,260,977,0.22377,0.27817
1990,Hesse,At least once per month,0.05096,65,977,0.03716,0.06475
1990,Hesse,Seldom,0.15173,158,977,0.12923,0.17424
1990,Hesse,Never,0.38097,494,977,0.35050,0.41144
1990,"Rhineland-Palatinate, Saarland",At least once per week,0.21778,170,669,0.18648,0.24908
1990,"Rhineland-Palatinate, Saarland",At least once per month,0.06233,46,669,0.04400,0.08066
1990,"Rhineland-Palatinate, Saarland",Seldom,0.11845,93,669,0.09394,0.14295
1990,"Rhineland-Palatinate, Saarland",Never,0.45266,360,669,0.41492,0.49041
1990,Baden-Wuerttemberg,At least once per week,0.22639,443,1775,0.20692,0.24587
1990,Baden-Wuerttemberg,At least once per month,0.07620,164,1775,0.06385,0.08855
1990,Baden-Wuerttemberg,Seldom,0.17184,355,1775,0.15428,0.18939
1990,Baden-Wuerttemberg,Never,0.33522,813,1775,0.31325,0.35719
1990,Bavaria,At least once per week,0.23170,440,1589,0.21095,0.25245
1990,Bavaria,At least once per month,0.09094,174,1589,0.07680,0.10508
1990,Bavaria,Seldom,0.19990,364,1589,0.18023,0.21957
1990,Bavaria,Never,0.30746,611,1589,0.28476,0.33015
1990,Berlin,At least once per week,0.19350,141,616,0.16228,0.22472
1990,Berlin,At least once per month,0.04685,35,616,0.03015,0.06355
1990,Berlin,Seldom,0.15685,123,616,0.12811,0.18559
1990,Berlin,Never,0.41331,317,616,0.37439,0.45223
1990,Brandenburg,At least once per week,0.08375,77,688,0.06304,0.10447
1990,Brandenburg,Seldom,0.10881,105,688,0.08552,0.13209
1990,Brandenburg,Never,0.53755,506,688,0.50026,0.57483
1990,Mecklenburg-Western Pomerania,At least once per week,0.07552,53,467,0.05153,0.09951
1990,Mecklenburg-Western Pomerania,Seldom,0.10207,73,467,0.07458,0.12956
1990,Mecklenburg-Western Pomerania,Never,0.54426,341,467,0.49904,0.58948
1990,Saxony,At least once per week,0.10326,197,1284,0.08661,0.11991
1990,Saxony,At least once per month,0.02696,50,1284,0.01810,0.03582
1990,Saxony,Seldom,0.09582,177,1284,0.07972,0.11193
1990,Saxony,Never,0.53136,860,1284,0.50406,0.55867
1990,Saxony-Anhalt,At least once per week,0.09879,97,758,0.07754,0.12005
1990,Saxony-Anhalt,Seldom,0.08704,108,758,0.06696,0.10712
1990,Saxony-Anhalt,Never,0.56267,553,758,0.52734,0.59801
1990,Thuringa,At least once per week,0.08847,95,713,0.06761,0.10933
1990,Thuringa,Seldom,0.09441,99,713,0.07294,0.11589
1990,Thuringa,Never,0.55878,519,713,0.52231,0.59525
1992,Schleswig-Holstein,At least once per week,0.22832,76,254,0.17660,0.28005
1992,Schleswig-Holstein,Seldom,0.10345,36,254,0.06592,0.14098
1992,Schleswig-Holstein,Never,0.39472,142,254,0.33449,0.45495
1992,Hamburg,At least once per week,0.24389,36,121,0.16706,0.32073
1992,Hamburg,Never,0.46446,85,121,0.37523,0.55370
1992,Lower Saxony,At least once per week,0.22977,275,950,0.20301,0.25654
1992,Lower Saxony,At least once per month,0.04934,63,950,0.03556,0.06312
1992,Lower Saxony,Seldom,0.11829,146,950,0.09774,0.13884
1992,Lower Saxony,Never,0.41576,466,950,0.38440,0.44712
1992,Bremen,Never,0.54792,54,54,0.41393,0.68191
1992,North Rhine-Westphalia,At least once per week,0.20350,618,2465,0.18760,0.21940
1992,North Rhine-Westphalia,At least once per month,0.06289,186,2465,0.05330,0.07247
1992,North Rhine-Westphalia,Seldom,0.13301,404,2465,0.11960,0.14642
1992,North Rhine-Westphalia,Never,0.39838,1257,2465,0.37905,0.41771
1992,Hesse,At least once per week,0.20125,211,935,0.17554,0.22697
1992,Hesse,At least once per month,0.03847,41,935,0.02613,0.05080
1992,Hesse,Seldom,0.12189,140,935,0.10091,0.14287
1992,Hesse,Never,0.46257,543,935,0.43059,0.49454
1992,"Rhineland-Palatinate, Saarland",At least once per week,0.17530,149,648,0.14600,0.20460
1992,"Rhineland-Palatinate, Saarland",At least once per month,0.06084,43,648,0.04242,0.07926
1992,"Rhineland-Palatinate, Saarland",Seldom,0.08743,76,648,0.06567,0.10920
1992,"Rhineland-Palatinate, Saarland",Never,0.50371,380,648,0.46519,0.54224
1992,Baden-Wuerttemberg,At least once per week,0.20291,426,1724,0.18392,0.22190
1992,Baden-Wuerttemberg,At least once per month,0.05252,116,1724,0.04198,0.06305
1992,Baden-Wuerttemberg,Seldom,0.13541,270,1724,0.11925,0.15156
1992,Baden-Wuerttemberg,Never,0.39906,912,1724,0.37594,0.42219
1992,Bavaria,At least once per week,0.20860,408,1608,0.18873,0.22847
1992,Bavaria,At least once per month,0.05997,127,1608,0.04836,0.07158
1992,Bavaria,Seldom,0.15664,327,1608,0.13887,0.17441
1992,Bavaria,Never,0.37933,746,1608,0.35561,0.40306
1992,Berlin,At least once per week,0.19440,124,587,0.16236,0.22645
1992,Berlin,At least once per month,0.04308,33,587,0.02664,0.05952
1992,Berlin,Seldom,0.13433,105,587,0.10672,0.16194
1992,Berlin,Never,0.45762,325,587,0.41728,0.49796
1992,Brandenburg,At least once per week,0.09790,76,631,0.07469,0.12111
1992,Brandenburg,Seldom,0.13084,112,631,0.10450,0.15717
1992,Brandenburg,Never,0.55722,443,631,0.51844,0.59601
1992,Mecklenburg-Western Pomerania,At least once per week,0.10147,53,402,0.07192,0.13103
1992,Mecklenburg-Western Pomerania,Seldom,0.11484,72,402,0.08363,0.14605
1992,Mecklenburg-Western Pomerania,Never,0.56214,277,402,0.51358,0.61070
1992,Saxony,At least once per week,0.09261,147,1148,0.07584,0.10939
1992,Saxony,At least once per month,0.02909,43,1148,0.01936,0.03881
1992,Saxony,Seldom,0.12129,200,1148,0.10240,0.14019
1992,Saxony,Never,0.56250,758,1148,0.53379,0.59121
1992,Saxony-Anhalt,At least once per week,0.08452,87,758,0.06470,0.10433
1992,Saxony-Anhalt,At least once per month,0.04994,33,758,0.03442,0.06546
1992,Saxony-Anhalt,Seldom,0.11722,136,758,0.09431,0.14014
1992,Saxony-Anhalt,Never,0.57759,502,758,0.54240,0.61277
1992,Thuringa,At least once per week,0.08133,80,654,0.06037,0.10230
1992,Thuringa,Seldom,0.12869,124,654,0.10301,0.15437
1992,Thuringa,Never,0.55240,450,654,0.51426,0.59054
1994,Schleswig-Holstein,At least once per week,0.23935,80,266,0.18798,0.29072
1994,Schleswig-Holstein,Seldom,0.20371,64,266,0.15522,0.25220
1994,Schleswig-Holstein,Never,0.31382,122,266,0.25794,0.36969
1994,Hamburg,At least once per week,0.21444,36,113,0.13843,0.29045
1994,Hamburg,Never,0.48333,77,113,0.39078,0.57588
1994,Lower Saxony,At least once per week,0.22183,265,948,0.19536,0.24829
1994,Lower Saxony,At least once per month,0.05285,66,948,0.03860,0.06711
1994,Lower Saxony,Seldom,0.10737,129,948,0.08766,0.12709
1994,Lower Saxony,Never,0.42677,488,948,0.39527,0.45827
1994,Bremen,Never,0.51278,47,47,0.36833,0.65722
1994,North Rhine-Westphalia,At least once per week,0.20412,594,2417,0.18805,0.22019
1994,North Rhine-Westphalia,At least once per month,0.05019,160,2417,0.04148,0.05889
1994,North Rhine-Westphalia,Seldom,0.14005,437,2417,0.12621,0.15389
1994,North Rhine-Westphalia,Never,0.40410,1226,2417,0.38453,0.42367
1994,Hesse,At least once per week,0.21470,222,901,0.18787,0.24153
1994,Hesse,At least once per month,0.04279,46,901,0.02957,0.05602
1994,Hesse,Seldom,0.12687,141,901,0.10513,0.14862
1994,Hesse,Never,0.43321,492,901,0.40084,0.46559
1994,"Rhineland-Palatinate, Saarland",At least once per week,0.17571,136,625,0.14585,0.20557
1994,"Rhineland-Palatinate, Saarland",At least once per month,0.04282,32,625,0.02694,0.05871
1994,"Rhineland-Palatinate, Saarland",Seldom,0.14012,110,625,0.11289,0.16736
1994,"Rhineland-Palatinate, Saarland",Never,0.44678,347,625,0.40777,0.48579
1994,Baden-Wuerttemberg,At least once per week,0.19565,395,1719,0.17689,0.21441
1994,Baden-Wuerttemberg,At least once per month,0.05825,138,1719,0.04718,0.06933
1994,Baden-Wuerttemberg,Seldom,0.14197,321,1719,0.12547,0.15848
1994,Baden-Wuerttemberg,Never,0.40114,865,1719,0.37797,0.42432
1994,Bavaria,At least once per week,0.19695,374,1548,0.17713,0.21677
1994,Bavaria,At least once per month,0.06841,143,1548,0.05583,0.08099
1994,Bavaria,Seldom,0.16358,334,1548,0.14515,0.18202
1994,Bavaria,Never,0.36752,697,1548,0.34350,0.39155
1994,Berlin,At least once per week,0.19368,118,540,0.16032,0.22705
1994,Berlin,At least once per month,0.04215,31,540,0.02519,0.05911
1994,Berlin,Seldom,0.14463,97,540,0.11493,0.17432
1994,Berlin,Never,0.42064,294,540,0.37896,0.46231
1994,Brandenburg,At least once per week,0.08664,67,575,0.06363,0.10965
1994,Brandenburg,Seldom,0.13441,108,575,0.10651,0.16232
1994,Brandenburg,Never,0.56857,400,575,0.52805,0.60909
1994,Mecklenburg-Western Pomerania,At least once per week,0.08223,48,391,0.05496,0.10949
1994,Mecklenburg-Western Pomerania,Seldom,0.11148,67,391,0.08025,0.14272
1994,Mecklenburg-Western Pomerania,Never,0.54966,276,391,0.50028,0.59904
1994,Saxony,At least once per week,0.09169,140,1107,0.07468,0.10870
1994,Saxony,At least once per month,0.03179,46,1107,0.02145,0.04213
1994,Saxony,Seldom,0.13039,203,1107,0.11055,0.15024
1994,Saxony,Never,0.55573,718,1107,0.52644,0.58501
1994,Saxony-Anhalt,At least once per week,0.08792,80,672,0.06649,0.10934
1994,Saxony-Anhalt,Seldom,0.10726,111,672,0.08384,0.13067
1994,Saxony-Anhalt,Never,0.61171,481,672,0.57484,0.64859
1994,Thuringa,At least once per week,0.08588,76,625,0.06389,0.10786
1994,Thuringa,Seldom,0.12002,116,625,0.09452,0.14552
1994,Thuringa,Never,0.56029,433,625,0.52135,0.59924
1995,Schleswig-Holstein,At least once per week,0.26552,94,264,0.21215,0.31889
1995,Schleswig-Holstein,Seldom,0.18706,60,264,0.13993,0.23419
1995,Schleswig-Holstein,Never,0.28562,110,264,0.23102,0.34021
1995,Hamburg,At least once per week,0.21950,41,100,0.13797,0.30104
1995,Hamburg,Never,0.37020,59,100,0.27509,0.46532
1995,Lower Saxony,At least once per week,0.24884,332,1037,0.22252,0.27517
1995,Lower Saxony,At least once per month,0.06695,87,1037,0.05173,0.08217
1995,Lower Saxony,Seldom,0.15360,198,1037,0.13164,0.17555
1995,Lower Saxony,Never,0.33338,420,1037,0.30468,0.36209
1995,Bremen,Never,0.45490,40,40,0.29861,0.61118
1995,North Rhine-Westphalia,At least once per week,0.26147,763,2563,0.24445,0.27848
1995,North Rhine-Westphalia,At least once per month,0.05989,187,2563,0.05071,0.06908
1995,North Rhine-Westphalia,Seldom,0.15868,515,2563,0.14453,0.17283
1995,North Rhine-Westphalia,Never,0.32864,1098,2563,0.31046,0.34683
1995,Hesse,At least once per week,0.25692,257,935,0.22890,0.28494
1995,Hesse,At least once per month,0.04443,54,935,0.03121,0.05764
1995,Hesse,Seldom,0.17475,181,935,0.15039,0.19910
1995,Hesse,Never,0.36025,443,935,0.32946,0.39103
1995,"Rhineland-Palatinate, Saarland",At least once per week,0.18015,157,709,0.15184,0.20846
1995,"Rhineland-Palatinate, Saarland",At least once per month,0.05887,48,709,0.04153,0.07621
1995,"Rhineland-Palatinate, Saarland",Seldom,0.14420,131,709,0.11833,0.17008
1995,"Rhineland-Palatinate, Saarland",Never,0.41784,373,709,0.38151,0.45417
1995,Baden-Wuerttemberg,At least once per week,0.23859,496,1781,0.21878,0.25839
1995,Baden-Wuerttemberg,At least once per month,0.06551,135,1781,0.05401,0.07700
1995,Baden-Wuerttemberg,Seldom,0.15991,350,1781,0.14288,0.17693
1995,Baden-Wuerttemberg,Never,0.34132,800,1781,0.31929,0.36334
1995,Bavaria,At least once per week,0.25902,507,1674,0.23803,0.28002
1995,Bavaria,At least once per month,0.06421,155,1674,0.05247,0.07596
1995,Bavaria,Seldom,0.17476,366,1674,0.15657,0.19296
1995,Bavaria,Never,0.31698,646,1674,0.29468,0.33927
1995,Berlin,At least once per week,0.22241,144,564,0.18806,0.25676
1995,Berlin,At least once per month,0.07205,49,564,0.05069,0.09341
1995,Berlin,Seldom,0.20583,147,564,0.17244,0.23923
1995,Berlin,Never,0.32662,224,564,0.28788,0.36536
1995,Brandenburg,At least once per week,0.13799,101,584,0.10999,0.16599
1995,Brandenburg,At least once per month,0.04482,35,584,0.02802,0.06161
